Time	Knee_Ankle_Angle_right_4.81 X
11.080000	85.95435333	
11.099999	84.50761414	
11.120000	83.44258118	
11.139999	82.92175293	
11.160000	82.63449860	
11.179999	82.19624329	
11.200000	81.72720337	
11.219999	81.12652588	
11.240000	80.68846130	
11.259999	80.20584106	
11.280000	79.72738647	
11.300000	79.07932281	
11.320000	78.24142456	
11.340000	77.21297455	
11.360000	76.05001831	
11.380000	74.71594238	
11.400000	73.18158722	
11.420000	71.28923798	
11.440000	69.17347717	
11.460000	66.70378876	
11.480000	63.95737839	
11.500000	60.94772339	
11.520000	57.80919266	
11.540000	54.39318848	
11.559999	50.63004303	
11.580000	46.38563919	
11.599999	42.22205353	
11.620000	38.36385727	
11.639999	35.55133438	
11.660000	33.77211380	
11.679999	33.27182007	
11.700000	33.78304291	
11.719999	35.28733444	
11.740000	37.80651093	
11.759999	41.44713593	
11.780000	46.23731613	
11.800000	51.74789429	
11.820000	57.88098907	
11.840000	64.52300262	
11.860000	71.71166992	
11.880000	79.40061188	
11.900000	87.40986633	
11.920000	95.51911163	
11.940000	103.19063568	
11.960000	109.47469330	
11.980000	113.47948456	
12.000000	114.55987549	
12.020000	112.65460968	
12.040000	109.09204102	
12.059999	105.26097107	
12.080000	101.39552307	
12.099999	97.41402435	
12.120000	93.68084717	
12.139999	91.19303131	
12.160000	89.83078003	
12.179999	88.74915314	
12.200000	87.25370026	
12.219999	85.79971313	
12.240000	84.67523956	
12.259999	84.24310303	
12.280000	83.94065857	
12.300000	83.58544159	
12.320000	83.06507111	
12.340000	82.58654785	
12.360000	82.09183502	
12.380000	81.54965973	
12.400000	80.88923645	
12.420000	80.07109070	
12.440000	78.99055481	
12.460000	77.73010254	
12.480000	76.28263092	
12.500000	74.83589935	
12.520000	73.10838318	
12.540000	71.17767334	
12.559999	68.85346985	
12.580000	66.34852600	
12.599999	63.59035873	
12.620000	60.68400574	
12.639999	57.64602661	
12.660000	54.53586578	
12.679999	51.06214523	
12.700000	47.18336105	
12.719999	43.06954575	
12.740000	39.16113281	
12.759999	35.97507477	
12.780000	33.94072342	
12.799999	33.27455521	
12.820000	33.73761368	
12.840000	35.34379578	
12.860000	38.03275299	
12.880000	41.95188522	
12.900000	46.75555801	
12.920000	52.31704330	
12.940000	58.33026123	
12.960000	64.95780945	
12.980000	72.15767670	
13.000000	79.97507477	
13.020000	88.14819336	
13.040000	96.35119629	
13.059999	103.99772644	
13.080000	110.12664795	
13.099999	113.86667633	
13.120000	114.43583679	
13.139999	111.92796326	
13.160000	108.04659271	
13.179999	104.12112427	
13.200000	100.20013428	
13.219999	95.94259644	
13.240000	91.89835358	
13.259999	89.21389008	
13.280000	87.75958252	
13.299999	86.53321838	
13.320000	84.91265869	
13.340000	83.28847504	
13.360000	82.20218658	
13.380000	81.81488037	
13.400000	81.64139557	
13.420000	81.25832367	
13.440000	80.76708221	
13.460000	80.17019653	
13.480000	79.75836182	
13.500000	79.31228638	
13.520000	78.83720398	
13.540000	78.27773285	
13.559999	77.46533203	
13.580000	76.50750732	
13.599999	75.28548431	
13.620000	73.99982452	
13.639999	72.33671570	
13.660000	70.32587433	
13.679999	67.90921783	
13.700000	65.25572968	
13.719999	62.46026230	
13.740000	59.49273682	
13.759999	56.43102264	
13.780000	53.04810715	
13.799999	49.33271790	
13.820000	45.28768158	
13.840000	41.30059433	
13.860000	37.53513718	
13.880000	34.45355606	
13.900000	32.44750977	
13.920000	31.82414246	
13.940000	32.45566559	
13.960000	34.11651230	
13.980000	36.73074341	
14.000000	40.47917175	
14.020000	45.12546539	
14.040000	50.64188766	
14.059999	56.66687012	
14.080000	63.34421921	
14.099999	70.62530518	
14.120000	78.61214447	
14.139999	87.01444244	
14.160000	95.41279602	
14.179999	103.11766815	
14.200000	109.12127686	
14.219999	112.57103729	
14.240000	113.13701630	
14.259999	110.96752930	
14.280000	107.68737030	
14.299999	103.82372284	
14.320000	99.82019043	
14.340000	95.46900940	
14.360000	91.68933105	
14.380000	89.24411774	
14.400000	88.07532501	
14.420000	87.10194397	
14.440000	85.70627594	
14.460000	84.24598694	
14.480000	83.14638519	
14.500000	82.63584900	
14.520000	82.20601654	
14.540000	81.62940979	
14.559999	81.01739502	
14.580000	80.39437866	
14.599999	79.86161041	
14.620000	79.30097198	
14.639999	78.60884857	
14.660000	77.73807526	
14.679999	76.75209045	
14.700000	75.73398590	
14.719999	74.64959717	
14.740000	73.42622375	
14.759999	71.81510925	
14.780000	69.92563629	
14.799999	67.60658264	
14.820000	64.98887634	
14.839999	62.11365891	
14.860000	59.00240707	
14.880000	55.89332962	
14.900000	52.49470520	
14.920000	48.90230560	
14.940000	44.95138931	
14.960000	41.11014175	
14.980000	37.68722153	
15.000000	35.34187698	
15.020000	34.15014648	
15.040000	34.11645889	
15.059999	34.97601318	
15.080000	36.91251755	
15.099999	39.83809280	
15.120000	43.81361008	
15.139999	48.48130798	
15.160000	53.75313950	
15.179999	59.46606064	
15.200000	65.65050507	
15.219999	72.30301666	
15.240000	79.36425018	
15.259999	86.71886444	
15.280000	94.14624786	
15.299999	101.13754272	
15.320000	107.09611511	
15.339999	111.26471710	
15.360000	112.98965454	
15.380000	111.98911285	
15.400000	109.08931732	
15.420000	105.36071014	
15.440000	100.97415161	
15.460000	96.53796387	
15.480000	92.65273285	
15.500000	90.23687744	
15.520000	88.89997101	
15.540000	87.76543427	
15.559999	86.27154541	
15.580000	84.79920959	
15.599999	83.60936737	
15.620000	82.93931580	
15.639999	82.41114044	
15.660000	81.79621887	
15.679999	81.14214325	
15.700000	80.38353729	
15.719999	79.66580200	
15.740000	78.90062714	
15.759999	78.04605865	
15.780000	77.19976044	
15.799999	76.18261719	
15.820000	75.15535736	
15.839999	73.84619904	
15.860000	72.34660339	
15.880000	70.39966583	
15.900000	68.05580902	
15.920000	65.30043030	
15.940000	62.18357849	
15.960000	58.94054413	
15.980000	55.50330353	
16.000000	51.96066284	
16.020000	48.04668808	
16.039999	43.97439575	
16.059999	39.90483475	
16.080000	36.29135895	
16.100000	33.53606415	
16.119999	32.06153870	
16.139999	31.96022797	
16.160000	33.23455811	
16.180000	35.51362228	
16.199999	38.95549774	
16.219999	43.29595566	
16.240000	48.62097168	
16.260000	54.48551941	
16.279999	61.00983810	
16.299999	68.05602264	
16.320000	75.77622223	
16.340000	84.01146698	
16.359999	92.75724792	
16.379999	101.11928558	
16.400000	108.47856903	
16.420000	113.66480255	
16.440001	116.10381317	
16.459999	115.29886627	
16.480000	111.91728973	
16.500000	108.10225677	
16.520000	105.18534088	
16.539999	101.99665833	
16.559999	98.22985840	
16.580000	93.92343140	
16.600000	91.28064728	
16.619999	89.94011688	
16.639999	88.98233032	
16.660000	87.58865356	
16.680000	85.93498230	
16.699999	84.66945648	
16.719999	83.80830383	
16.740000	83.11777496	
16.760000	82.27142334	
16.779999	81.47405243	
16.799999	80.70590210	
16.820000	80.02170563	
16.840000	79.20881653	
16.859999	78.38696289	
16.879999	77.36782074	
16.900000	76.36886597	
16.920000	75.13460541	
16.940001	73.79877472	
16.959999	72.10393524	
16.980000	70.04005432	
17.000000	67.53156281	
17.020000	64.59161377	
17.039999	61.46208572	
17.059999	58.10048676	
17.080000	54.63572693	
17.100000	50.84098053	
17.119999	47.03827286	
17.139999	43.30161667	
17.160000	40.05188751	
17.180000	37.32063675	
17.199999	35.58230591	
17.219999	35.00487518	
17.240000	35.69746399	
17.260000	37.33143616	
17.279999	39.90274811	
17.299999	43.26176453	
17.320000	47.39038086	
17.340000	52.09379959	
17.359999	57.33364487	
17.379999	63.17820740	
17.400000	69.52545929	
17.420000	76.41295624	
17.440001	83.69628906	
17.459999	91.17841339	
17.480000	98.42012024	
17.500000	105.00076294	
17.520000	110.05955505	
17.539999	113.00060272	
17.559999	113.23992157	
17.580000	111.10366058	
17.600000	107.78823853	
17.619999	104.47237396	
17.639999	100.99308777	
17.660000	97.14292145	
17.680000	93.25022888	
17.699999	90.50938416	
17.719999	89.07305145	
17.740000	88.24584961	
17.760000	87.09548950	
17.779999	85.68464661	
17.799999	84.34082794	
17.820000	83.58351898	
17.840000	83.03781891	
17.859999	82.39481354	
17.879999	81.57309723	
17.900000	80.76751709	
17.920000	80.03837585	
17.940001	79.16534424	
17.959999	78.29164886	
17.980000	77.27439880	
18.000000	76.31100464	
18.020000	75.12417603	
18.039999	73.83612061	
18.059999	72.37580109	
18.080000	70.70692444	
18.100000	68.60490417	
18.119999	66.02512360	
18.139999	63.07821274	
18.160000	59.93627548	
18.180000	56.55051804	
18.199999	52.97111130	
18.219999	49.23912811	
18.240000	45.36725616	
18.260000	41.36146545	
18.279999	37.54394913	
18.299999	34.62862396	
18.320000	33.01009750	
18.340000	32.76073456	
18.359999	33.64902496	
18.379999	35.40592957	
18.400000	37.98064804	
18.420000	41.42524338	
18.440001	45.83009338	
18.459999	50.93968964	
18.480000	56.55551910	
18.500000	62.64208984	
18.520000	69.28134918	
18.539999	76.39788818	
18.559999	84.02966309	
18.580000	91.92129517	
18.600000	99.67554474	
18.619999	106.65790558	
18.639999	111.76921844	
18.660000	114.34160614	
18.680000	113.79582977	
18.699999	110.93193817	
18.719999	107.50395203	
18.740000	103.63147736	
18.760000	99.73744965	
18.779999	95.39462280	
18.799999	92.07604980	
18.820000	89.96476746	
18.840000	88.68138123	
18.859999	87.35530853	
18.879999	85.81241608	
18.900000	84.53915405	
18.920000	83.76799774	
18.939999	83.28053284	
18.959999	82.75571442	
18.980000	82.10182953	
19.000000	81.42808533	
19.020000	80.86597443	
19.039999	80.36013031	
19.059999	79.81806946	
19.080000	79.09298706	
19.100000	78.13515472	
19.119999	76.99243927	
19.139999	75.74359131	
19.160000	74.37891388	
19.180000	72.92451477	
19.199999	71.08104706	
19.219999	68.99593353	
19.240000	66.44902039	
19.260000	63.72323990	
19.279999	60.81066895	
19.299999	57.74143600	
19.320000	54.71394348	
19.340000	51.49457169	
19.359999	47.93977356	
19.379999	43.55951309	
19.400000	39.10922623	
19.420000	35.26016235	
19.439999	32.60530853	
19.459999	31.28117752	
19.480000	31.18530846	
19.500000	32.45828629	
19.520000	34.70182419	
19.539999	38.09950638	
19.559999	42.40823364	
19.580000	47.63051605	
19.600000	53.51728058	
19.619999	60.00194168	
19.639999	67.12672424	
19.660000	74.61870575	
19.680000	82.64067078	
19.699999	90.86577606	
19.719999	99.00849152	
19.740000	106.27024078	
19.760000	111.57546997	
19.779999	114.18769073	
19.799999	113.58485413	
19.820000	110.45942688	
19.840000	106.84490204	
19.859999	103.05109406	
19.879999	98.93039703	
19.900000	94.38824463	
19.920000	90.52956390	
19.939999	88.26840210	
19.959999	86.91619110	
19.980000	85.76167297	
20.000000	84.26860046	
20.020000	82.88122559	
20.039999	81.92266083	
20.059999	81.51395416	
