Time	Referenz_left_y_baseline X
22.160000	-0.01699719	
22.180000	-0.02534197	
22.199999	-0.02763945	
22.219999	-0.02673067	
22.240000	-0.02570498	
22.260000	-0.02221304	
22.279999	-0.01676674	
22.299999	-0.00781217	
22.320000	0.00204496	
22.340000	0.01181230	
22.359999	0.01891495	
22.379999	0.02493447	
22.400000	0.02814139	
22.420000	0.03163823	
22.439999	0.03287531	
22.459999	0.03314298	
22.480000	0.03223437	
22.500000	0.02904463	
22.519999	0.02406695	
22.539999	0.01373565	
22.559999	-0.00003842	
22.580000	-0.01521870	
22.600000	-0.02503152	
22.619999	-0.02867305	
22.639999	-0.02823171	
22.660000	-0.02641432	
22.680000	-0.02500625	
22.699999	-0.02052215	
22.719999	-0.01430655	
22.740000	-0.00393295	
22.760000	0.00534824	
22.779999	0.01416148	
22.799999	0.01902124	
22.820000	0.02441497	
22.840000	0.02723008	
22.859999	0.02894171	
22.879999	0.02815521	
22.900000	0.02456607	
22.920000	0.01883595	
22.939999	0.00671503	
22.959999	-0.00926067	
22.980000	-0.02216621	
23.000000	-0.02853122	
23.019999	-0.02783637	
23.039999	-0.02720991	
23.059999	-0.02497998	
23.080000	-0.02216335	
23.100000	-0.01562129	
23.119999	-0.00738582	
23.139999	0.00277771	
23.160000	0.01117842	
23.180000	0.01829454	
23.199999	0.02287148	
23.219999	0.02678218	
23.240000	0.02853002	
23.260000	0.02881047	
23.279999	0.02649835	
23.299999	0.01987730	
23.320000	0.00916646	
23.340000	-0.00814721	
23.359999	-0.02115181	
23.379999	-0.02866969	
23.400000	-0.02826558	
23.420000	-0.02753872	
23.439999	-0.02721664	
23.459999	-0.02497864	
23.480000	-0.02173178	
23.500000	-0.01490118	
23.519999	-0.00695813	
23.539999	0.00262459	
23.559999	0.00963779	
23.580000	0.01604003	
23.600000	0.01947083	
23.619999	0.02405012	
23.639999	0.02618891	
23.660000	0.02807587	
23.680000	0.02782437	
23.699999	0.02700655	
23.719999	0.02644040	
23.740000	0.02302459	
23.760000	0.01716021	
23.779999	0.00589368	
23.799999	-0.00847468	
23.820000	-0.02093199	
23.840000	-0.02798712	
23.859999	-0.02835064	
23.879999	-0.02762192	
23.900000	-0.02531047	
23.920000	-0.02214718	
23.939999	-0.01446320	
23.959999	-0.00469097	
23.980000	0.00783454	
24.000000	0.01669227	
24.019999	0.02441919	
24.039999	0.02786092	
24.059999	0.03145900	
24.080000	0.03255981	
24.100000	0.03242287	
24.119999	0.03078486	
24.139999	0.02555521	
24.160000	0.01687402	
24.180000	0.00114982	
24.199999	-0.01386370	
24.219999	-0.02431259	
24.240000	-0.02726011	
24.260000	-0.02446200	
24.279999	-0.01949680	
24.299999	-0.01045631	
24.320000	-0.00063102	
24.340000	0.01055601	
24.359999	0.01927863	
24.379999	0.02618958	
24.400000	0.02963588	
24.420000	0.03160268	
24.439999	0.03168893	
24.459999	0.03177518	
24.480000	0.03177518	
24.500000	0.03018402	
24.519999	0.02655831	
24.539999	0.01828967	
24.559999	0.00508714	
24.580000	-0.01174393	
24.600000	-0.02397804	
24.619999	-0.02891427	
24.639999	-0.02818741	
24.660000	-0.02568881	
24.680000	-0.02391690	
24.699999	-0.01982814	
24.719999	-0.01473998	
24.740000	-0.00624458	
24.760000	0.00214754	
24.779999	0.00931689	
24.799999	0.01304214	
24.820000	0.01657198	
24.840000	0.01857956	
24.859999	0.02071466	
24.879999	0.02080949	
24.900000	0.01835233	
24.920000	0.01323064	
24.939999	0.00257675	
24.959999	-0.01074065	
24.980000	-0.02203667	
25.000000	-0.02779712	
25.019999	-0.02737802	
25.039999	-0.02640657	
25.059999	-0.02161723	
25.080000	-0.01498438	
25.100000	-0.00417198	
25.119999	0.00480095	
25.139999	0.01394705	
25.160000	0.01885346	
25.180000	0.02152775	
25.199999	0.02107681	
25.219999	0.01699580	
25.240000	0.01080447	
25.260000	-0.00043495	
25.279999	-0.01311326	
25.299999	-0.02312182	
25.320000	-0.02796860	
25.340000	-0.02521580	
25.359999	-0.02257317	
25.379999	-0.01722628	
25.400000	-0.01182310	
25.420000	-0.00235476	
25.439999	0.00688820	
25.459999	0.01629490	
25.480000	0.02185538	
25.500000	0.02664001	
25.519999	0.02883473	
25.539999	0.03022511	
25.559999	0.02996300	
25.580000	0.02817290	
25.599998	0.02463329	
25.619999	0.01670995	
25.639999	0.00403771	
25.660000	-0.01197101	
25.680000	-0.02330762	
25.699999	-0.02788033	
25.719999	-0.02513984	
25.740000	-0.01951297	
25.760000	-0.01214905	
25.779999	-0.00207110	
25.799999	0.00638285	
25.820000	0.01504147	
25.840000	0.01922372	
25.859999	0.02165747	
25.879999	0.01974034	
25.900000	0.01336506	
25.920000	0.00208707	
25.939999	-0.01278090	
25.959999	-0.02326348	
25.980000	-0.02698553	
26.000000	-0.02532227	
26.019999	-0.01992314	
26.039999	-0.01358946	
26.059999	-0.00239518	
26.080000	0.00692154	
26.099998	0.01578517	
26.119999	0.01976915	
26.139999	0.02087839	
26.160000	0.01897374	
26.180000	0.01344912	
26.199999	0.00553606	
26.219999	-0.00663522	
26.240000	-0.01755694	
26.260000	-0.02523704	
26.279999	-0.02783047	
26.299999	-0.02609999	
26.320000	-0.02313007	
26.340000	-0.01681560	
26.359999	-0.00950120	
26.379999	0.00061516	
26.400000	0.01021136	
26.420000	0.01936437	
26.439999	0.02465568	
26.459999	0.02688982	
26.480000	0.02598593	
26.500000	0.02081269	
26.519999	0.01152661	
26.539999	-0.00371869	
26.559999	-0.01696619	
26.580000	-0.02539453	
26.599998	-0.02723585	
26.619999	-0.02394266	
26.639999	-0.01898555	
26.660000	-0.00983036	
26.680000	0.00011520	
26.699999	0.01150236	
26.719999	0.02023844	
26.740000	0.02739921	
26.760000	0.03102373	
26.779999	0.03385839	
26.799999	0.03461556	
26.820000	0.03297992	
26.840000	0.03007098	
26.859999	0.02453996	
26.879999	0.01734146	
26.900000	0.00447398	
26.920000	-0.01132484	
26.939999	-0.02278508	
26.959999	-0.02791975	
26.980000	-0.02502057	
27.000000	-0.02040760	
27.019999	-0.01161255	
27.039999	-0.00216828	
27.059999	0.00961539	
27.080000	0.01892859	
27.099998	0.02622092	
27.119999	0.02918157	
27.139999	0.02800041	
27.160000	0.02365476	
27.180000	0.01618607	
27.199999	0.00761084	
27.219999	-0.00341700	
27.240000	-0.01524700	
27.260000	-0.02384412	
27.279999	-0.02793288	
27.299999	-0.02727863	
27.320000	-0.02623391	
27.340000	-0.02128202	
27.359999	-0.01329704	
27.379999	-0.00035207	
27.400000	0.01152442	
27.420000	0.02102645	
27.439999	0.02528501	
27.459999	0.02462991	
27.480000	0.02228257	
27.500000	0.01766320	
27.519999	0.01316562	
27.539999	0.00545976	
27.559999	-0.00408052	
27.580000	-0.01575606	
27.599998	-0.02385305	
27.619999	-0.02596945	
27.639999	-0.02333456	
27.660000	-0.01726940	
27.680000	-0.00870192	
27.699999	0.00420009	
27.719999	0.01577826	
27.740000	0.02538069	
27.760000	0.02998592	
27.779999	0.03134967	
27.799999	0.02919757	
27.820000	0.02377470	
27.840000	0.01566422	
27.859999	0.00300039	
27.879999	-0.01171900	
27.900000	-0.02277009	
27.920000	-0.02809645	
27.939999	-0.02673353	
27.959999	-0.02428024	
27.980000	-0.01851070	
28.000000	-0.00966360	
28.019999	0.00328760	
28.039999	0.01511103	
28.059999	0.02437201	
28.080000	0.02843854	
28.099998	0.02905102	
28.119999	0.02661981	
28.139999	0.02045979	
28.160000	0.01227756	
28.180000	-0.00097500	
28.199999	-0.01433703	
28.219999	-0.02436009	
28.240000	-0.02814749	
28.260000	-0.02630618	
28.279999	-0.02310143	
28.299999	-0.01678680	
28.320000	-0.00868995	
28.340000	0.00140451	
28.359999	0.01125574	
28.379999	0.01901449	
28.400000	0.02337429	
28.420000	0.02297238	
28.439999	0.02015069	
28.459999	0.01362212	
28.480000	0.00461027	
28.500000	-0.01071370	
28.519999	-0.02238148	
28.539999	-0.02928840	
28.559999	-0.02878861	
28.580000	-0.02640539	
28.599998	-0.02421808	
28.619999	-0.01911931	
28.639999	-0.01326874	
28.660000	-0.00294434	
28.680000	0.00662811	
28.699999	0.01633784	
28.719999	0.02165309	
28.740000	0.02527338	
28.760000	0.02594365	
28.779999	0.02421722	
28.799999	0.01987258	
28.820000	0.01083815	
28.840000	-0.00154941	
28.859999	-0.01599592	
28.879999	-0.02551901	
28.900000	-0.02890517	
28.920000	-0.02823307	
28.939999	-0.02570784	
28.959999	-0.02283613	
28.980000	-0.01644434	
29.000000	-0.00899367	
29.019999	0.00115655	
29.039999	0.01092525	
29.059999	0.01993726	
29.080000	0.02546474	
29.099998	0.02822056	
29.119999	0.02880223	
29.139999	0.02757069	
29.160000	0.02415961	
29.179998	0.01629253	
29.199999	0.00377829	
29.219999	-0.01206231	
29.240000	-0.02346529	
29.260000	-0.02833682	
29.279999	-0.02806832	
29.299999	-0.02569167	
29.320000	-0.02237087	
29.340000	-0.01567689	
29.359999	-0.00766174	
29.379999	0.00222334	
29.400000	0.01077971	
29.420000	0.01722574	
29.439999	0.02054216	
29.459999	0.02187307	
29.480000	0.02172670	
29.500000	0.01802839	
29.519999	0.01183251	
29.539999	-0.00019053	
29.559999	-0.01294616	
29.580000	-0.02350268	
29.599998	-0.02805552	
29.619999	-0.02785321	
29.639999	-0.02727054	
29.660000	-0.02451052	
29.679998	-0.02013454	
29.699999	-0.01122309	
29.719999	-0.00155143	
29.740000	0.00994116	
29.760000	0.01810606	
29.779999	0.02420442	
29.799999	0.02642372	
29.820000	0.02534918	
29.840000	0.02096379	
29.859999	0.01042058	
29.879999	-0.00485943	
29.900000	-0.01904821	
29.920000	-0.02703877	
29.939999	-0.02784665	
29.959999	-0.02730592	
29.980000	-0.02456155	
30.000000	-0.02112418	
30.019999	-0.01438740	
30.039999	-0.00643089	
30.059999	0.00479640	
30.080000	0.01489794	
30.099998	0.02367784	
30.119999	0.02842373	
30.139999	0.03192544	
30.160000	0.03328566	
30.179998	0.03275588	
30.199999	0.03052090	
30.219999	0.02494289	
30.240000	0.01643926	
30.260000	0.00096436	
30.279999	-0.01427370	
30.299999	-0.02508122	
30.320000	-0.02814177	
30.340000	-0.02547556	
30.359999	-0.02258345	
30.379999	-0.01619639	
30.400000	-0.00987180	
30.420000	-0.00005578	
30.439999	0.00785644	
30.459999	0.01526584	
30.480000	0.01891242	
30.500000	0.02010588	
30.519999	0.01886895	
30.539999	0.01418962	
30.559999	0.00585814	
30.580000	-0.00853027	
30.599998	-0.01982090	
30.619999	-0.02702528	
30.639999	-0.02764973	
30.660000	-0.02528015	
30.679998	-0.02087589	
30.699999	-0.01248528	
30.719999	-0.00345996	
30.740000	0.00828834	
30.760000	0.01621050	
30.779999	0.02038804	
30.799999	0.01932950	
30.820000	0.01420546	
30.840000	0.00423732	
30.859999	-0.01111731	
30.879999	-0.02274230	
30.900000	-0.02862117	
30.920000	-0.02820696	
30.939999	-0.02770329	
30.959999	-0.02764164	
30.980000	-0.02511710	
31.000000	-0.02088262	
31.019999	-0.01273324	
31.039999	-0.00459716	
31.059999	0.00481156	
31.080000	0.01152357	
31.099998	0.01710765	
31.119999	0.01964685	
31.139999	0.01957779	
31.160000	0.01648843	
31.179998	0.00876540	
31.199999	-0.00211051	
31.219999	-0.01560310	
31.240000	-0.02432573	
31.260000	-0.02805805	
31.279999	-0.02747437	
31.299999	-0.02415559	
31.320000	-0.01810659	
31.340000	-0.00741176	
31.359999	0.00403416	
31.379999	0.01537566	
31.400000	0.02211598	
31.420000	0.02512853	
31.439999	0.02328181	
31.459999	0.01724258	
31.480000	0.00623427	
31.500000	-0.01016590	
31.519999	-0.02241771	
31.539999	-0.02925067	
31.559999	-0.02860415	
31.580000	-0.02573496	
31.599998	-0.02206615	
31.619999	-0.01541427	
31.639999	-0.00774361	
31.660000	0.00220194	
31.679998	0.00996761	
31.699999	0.01479368	
31.719999	0.01575215	
31.740000	0.01102395	
31.760000	0.00164843	
31.779999	-0.01299669	
31.799999	-0.02290301	
31.820000	-0.02843891	
31.840000	-0.02795361	
31.859999	-0.02406749	
31.879999	-0.01670779	
31.900000	-0.00465460	
31.920000	0.00643018	
31.939999	0.01721682	
31.959999	0.02390558	
31.980000	0.02759159	
32.000000	0.02807790	
32.020000	0.02523987	
32.040001	0.02059995	
32.059998	0.00973026	
32.079998	-0.00552092	
32.099998	-0.01969489	
32.119999	-0.02756701	
32.139999	-0.02805838	
32.160000	-0.02493618	
32.180000	-0.01801226	
32.200001	-0.00770538	
32.219997	0.00535582	
32.239998	0.01571392	
32.259998	0.02299933	
32.279999	0.02460296	
32.299999	0.02055952	
32.320000	0.01058026	
32.340000	-0.00653550	
32.360001	-0.01939641	
32.380001	-0.02762833	
32.399998	-0.02771592	
32.419998	-0.02263534	
32.439999	-0.01381518	
32.459999	-0.00104238	
32.480000	0.00764908	
32.500000	0.01404829	
32.520000	0.01593946	
32.540001	0.01393813	
32.559998	0.00736761	
32.579998	-0.00511143	
32.599998	-0.01724111	
32.619999	-0.02569117	
32.639999	-0.02823272	
32.660000	-0.02741137	
32.680000	-0.02459456	
32.700001	-0.01844989	
32.719997	-0.00929873	
32.739998	0.00328895	
32.759998	0.01473725	
32.779999	0.02384914	
32.799999	0.02738911	
32.820000	0.02665062	
32.840000	0.02178060	
32.860001	0.01074113	
32.880001	-0.00454409	
32.899998	-0.01848610	
32.919998	-0.02621876	
32.939999	-0.02595362	
32.959999	-0.02072917	
32.980000	-0.00841437	
33.000000	0.00657943	
33.020000	0.02144118	
33.040001	0.02930690	
33.059998	0.03342177	
33.079998	0.03177366	
33.099998	0.02588199	
33.119999	0.01253915	
33.139999	-0.00658031	
33.160000	-0.02158640	
33.180000	-0.02903993	
33.200001	-0.02834812	
33.219997	-0.02548230	
33.239998	-0.02171712	
33.259998	-0.01363848	
33.279999	-0.00303884	
33.299999	0.00982393	
33.320000	0.02021402	
33.340000	0.02652226	
33.360001	0.02834606	
33.380001	0.02302948	
33.399998	0.01193291	
33.419998	-0.00693808	
33.439999	-0.02058750	
33.459999	-0.02871954	
33.480000	-0.02844699	
33.500000	-0.02657148	
33.520000	-0.02367619	
33.540001	-0.01759854	
33.559998	-0.00926235	
33.579998	0.00256176	
33.599998	0.01399304	
33.619999	0.02298416	
33.639999	0.02716371	
33.660000	0.02737226	
33.680000	0.02405718	
33.700001	0.01602942	
33.719997	0.00326116	
33.739998	-0.01265153	
33.759998	-0.02389854	
33.779999	-0.02849147	
33.799999	-0.02775939	
33.820000	-0.02415559	
33.840000	-0.01779799	
33.860001	-0.00575204	
33.880001	0.00699903	
33.899998	0.01980588	
33.919998	0.02731651	
33.939999	0.03088139	
33.959999	0.03079750	
33.980000	0.02755722	
34.000000	0.02168779	
34.020000	0.00912419	
34.040001	-0.00701119	
34.059998	-0.02075191	
34.079998	-0.02755894	
34.099998	-0.02520116	
34.119999	-0.02055550	
34.139999	-0.01100141	
34.160000	-0.00017183	
34.180000	0.01401123	
34.200001	0.02423170	
34.219997	0.03134833	
34.239998	0.03192408	
34.259998	0.02727591	
34.279999	0.01538308	
34.299999	-0.00322598	
34.320000	-0.01857218	
34.340000	-0.02737364	
34.360001	-0.02795613	
34.380001	-0.02457502	
34.399998	-0.01790731	
34.419998	-0.00574245	
34.439999	0.00656646	
34.459999	0.01825884	
34.480000	0.02458309	
34.500000	0.02691947	
34.520000	0.02408986	
34.540001	0.01576664	
34.559998	0.00273357	
34.579998	-0.01289831	
34.599998	-0.02318870	
34.619999	-0.02777050	
34.639999	-0.02755792	
34.660000	-0.02383554	
34.680000	-0.01645394	
34.700001	-0.00327180	
34.719997	0.01029254	
34.739998	0.02238314	
34.759998	0.02867353	
34.779999	0.02884670	
34.799999	0.02319439	
34.820000	0.00983353	
34.840000	-0.00841640	
34.860001	-0.02264966	
34.880001	-0.02917401	
34.899998	-0.02695218	
34.919998	-0.02359264	
34.939999	-0.01700662	
34.959999	-0.00853701	
34.980000	0.00257927	
35.000000	0.01332042	
35.020000	0.02272138	
35.040001	0.02772500	
35.059998	0.02901599	
35.079998	0.02796924	
35.099998	0.02367851	
35.119999	0.01633178	
35.139999	0.00214300	
35.160000	-0.01305448	
35.180000	-0.02417143	
35.200001	-0.02826002	
35.219997	-0.02577589	
35.239998	-0.02186401	
35.259998	-0.01455249	
35.279999	-0.00619574	
35.299999	0.00480027	
35.320000	0.01405890	
35.340000	0.02101533	
35.360001	0.02378295	
35.380001	0.02315901	
35.399998	0.02024435	
35.419998	0.01194857	
35.439999	0.00053346	
35.459999	-0.01422890	
35.480000	-0.02365176	
35.500000	-0.02796724	
35.520000	-0.02756768	
35.540001	-0.02400853	
35.559998	-0.01735026	
35.579998	-0.00630388	
35.599998	0.00468893	
35.619999	0.01512434	
35.639999	0.02120316	
35.660000	0.02372669	
35.680000	0.02124763	
35.700001	0.01299447	
35.719997	-0.00072400	
35.739998	-0.01588525	
35.759998	-0.02537230	
35.779999	-0.02858141	
35.799999	-0.02800465	
35.820000	-0.02511625	
35.840000	-0.01987076	
35.860001	-0.00971918	
35.880001	0.00164573	
35.899998	0.01337703	
35.919998	0.02005921	
35.939999	0.02220879	
35.959999	0.01937295	
35.980000	0.01090436	
36.000000	-0.00353459	
36.020000	-0.01800771	
36.040001	-0.02670895	
36.059998	-0.02759667	
36.079998	-0.02615289	
36.099998	-0.02065590	
36.119999	-0.01228027	
36.139999	0.00061987	
36.160000	0.01252653	
36.180000	0.02356683	
36.200001	0.03052966	
36.219997	0.03462499	
36.239998	0.03579909	
36.259998	0.03318325	
36.279999	0.02594937	
36.299999	0.01156434	
36.320000	-0.00790398	
36.340000	-0.02223292	
36.360001	-0.02941053	
36.380001	-0.02691731	
36.399998	-0.02333693	
36.419998	-0.01587042	
36.439999	-0.00649507	
36.459999	0.00565936	
36.480000	0.01543412	
36.500000	0.02320112	
36.520000	0.02625242	
36.540001	0.02662705	
36.559998	0.02282566	
36.579998	0.01454471	
36.599998	0.00159284	
36.619999	-0.01355509	
36.639999	-0.02422331	
36.660000	-0.02837607	
36.680000	-0.02770160	
36.700001	-0.02394047	
36.719997	-0.01737013	
36.739998	-0.00512390	
36.759998	0.00856023	
36.779999	0.02144791	
36.799999	0.02871615	
36.820000	0.03005262	
36.840000	0.02590777	
36.860001	0.01680748	
36.880001	0.00318401	
36.899998	-0.01246338	
36.919998	-0.02321194	
36.939999	-0.02779391	
36.959999	-0.02476048	
36.980000	-0.01765649	
37.000000	-0.00616255	
37.020000	0.00709102	
37.040001	0.01858597	
37.059998	0.02542095	
37.079998	0.02764717	
37.099998	0.02469932	
37.119999	0.01770498	
37.139999	0.00463553	
37.160000	-0.01135583	
37.180000	-0.02280177	
37.200001	-0.02812088	
37.219997	-0.02464241	
37.239998	-0.01719595	
37.259998	-0.00425892	
37.279999	0.00938529	
37.299999	0.02068821	
37.320000	0.02650575	
37.340000	0.02532679	
37.360001	0.01710647	
37.380001	0.00061280	
37.399998	-0.01530124	
37.419998	-0.02557898	
37.439999	-0.02497391	
37.459999	-0.01754667	
37.480000	-0.00644858	
37.500000	0.00731337	
37.520000	0.01930979	
37.540001	0.02777047	
37.559998	0.03095298	
37.579998	0.02828963	
37.599998	0.02002116	
37.619999	0.00397572	
37.639999	-0.01283245	
37.660000	-0.02482247	
37.680000	-0.02903555	
37.700001	-0.02732176	
37.719997	-0.02337365	
37.739998	-0.01484710	
37.759998	-0.00274338	
37.779999	0.01073961	
37.799999	0.01995175	
37.820000	0.02333386	
37.840000	0.01939873	
37.860001	0.00763965	
37.879997	-0.00934017	
37.899998	-0.02242394	
37.919998	-0.02784446	
37.939999	-0.02248980	
37.959999	-0.01265121	
37.980000	0.00280449	
38.000000	0.01618204	
38.020000	0.02650863	
38.040001	0.03107038	
38.059998	0.03082092	
38.079998	0.02479112	
38.099998	0.01117422	
38.119999	-0.00656649	
38.139999	-0.02008805	
38.160000	-0.02358067	
38.180000	-0.01613069	
38.200001	-0.00337422	
38.219997	0.01076859	
38.239998	0.02074987	
38.259998	0.02540579	
38.279999	0.02425292	
38.299999	0.01793204	
38.320000	0.00578453	
38.340000	-0.01070292	
38.360001	-0.02277009	
38.379997	-0.02845575	
38.399998	-0.02452180	
38.419998	-0.01483160	
38.439999	-0.00114547	
38.459999	0.01438721	
38.480000	0.02465434	
38.500000	0.02913693	
38.520000	0.02740140	
38.540001	0.01937094	
38.559998	0.00578132	
38.579998	-0.01194978	
38.599998	-0.02384868	
38.619999	-0.02842796	
38.639999	-0.02541609	
38.660000	-0.01831362	
38.680000	-0.00794002	
38.700001	0.00509354	
38.719997	0.01609258	
38.739998	0.02371995	
38.759998	0.02625461	
38.779999	0.02349052	
38.799999	0.01616098	
38.820000	0.00078596	
38.840000	-0.01435827	
38.860001	-0.02497678	
38.879997	-0.02749407	
38.899998	-0.02355304	
38.919998	-0.01616505	
38.939999	-0.00360128	
38.959999	0.00869583	
38.980000	0.01891950	
39.000000	0.02398947	
39.020000	0.02431290	
39.040001	0.02037893	
39.059998	0.00960410	
39.079998	-0.00617351	
39.099998	-0.02029373	
39.119999	-0.02755219	
39.139999	-0.02663314	
39.160000	-0.02259457	
39.180000	-0.01290219	
39.200001	-0.00036605	
39.219997	0.01483393	
39.239998	0.02502543	
39.259998	0.03099594	
39.279999	0.03026420	
39.299999	0.02329680	
39.320000	0.00887522	
39.340000	-0.00959082	
39.360001	-0.02234763	
39.379997	-0.02557173	
39.399998	-0.02143766	
39.419998	-0.01424305	
39.439999	-0.00582515	
39.459999	0.00499415	
39.480000	0.01277785	
39.500000	0.01658277	
39.520000	0.01307516	
39.540001	0.00384450	
39.559998	-0.01189014	
39.579998	-0.02335647	
39.599998	-0.02928722	
39.619999	-0.02709317	
39.639999	-0.02328269	
39.660000	-0.01385780	
39.680000	-0.00126877	
39.700001	0.01348551	
39.719997	0.02389953	
39.739998	0.02880576	
39.759998	0.02668397	
39.779999	0.01690619	
39.799999	0.00106493	
39.820000	-0.01542893	
39.840000	-0.02551430	
39.860001	-0.02830414	
39.879997	-0.02804053	
39.899998	-0.02497998	
39.919998	-0.01957378	
39.939999	-0.00923438	
39.959999	0.00165315	
39.980000	0.01244718	
40.000000	0.01816097	
40.020000	0.01647900	
40.040001	0.00701319	
40.059998	-0.00968650	
40.079998	-0.02236161	
40.099998	-0.02894914	
40.119999	-0.02830264	
40.139999	-0.02490754	
40.160000	-0.01951718	
40.180000	-0.00903326	
40.200001	0.00290118	
40.219997	0.01668839	
40.239998	0.02568339	
40.259998	0.02933452	
40.279999	0.02641025	
40.299999	0.01677918	
40.320000	0.00201328	
40.340000	-0.01461397	
40.360001	-0.02469951	
40.379997	-0.02727863	
40.399998	-0.02344911	
40.419998	-0.01555257	
40.439999	-0.00528526	
40.459999	0.00682116	
40.480000	0.01614279	
40.500000	0.02195427	
40.520000	0.02328855	
40.540001	0.01833665	
40.559998	0.00853159	
40.579998	-0.00901170	
40.599998	-0.02168663	
40.619999	-0.02883762	
40.639999	-0.02807961	
40.660000	-0.02406378	
40.680000	-0.01771714	
40.700001	-0.00629984	
40.719997	0.00443895	
40.739998	0.01425177	
40.759998	0.01899394	
40.779999	0.01919997	
40.799999	0.01327258	
40.820000	0.00075683	
40.840000	-0.01370434	
40.860001	-0.02404796	
40.879997	-0.02780284	
40.899998	-0.02457502	
40.919998	-0.01772556	
40.939999	-0.00556085	
40.959999	0.00570333	
40.980000	0.01455364	
41.000000	0.01808853	
41.020000	0.01646991	
41.040001	0.00925525	
41.059998	-0.00471053	
41.079998	-0.01756065	
41.099998	-0.02612610	
41.119999	-0.02732547	
41.139999	-0.02210556	
41.160000	-0.01331691	
41.180000	-0.00056398	
41.200001	0.01052535	
41.219997	0.01884302	
41.239998	0.02258123	
41.259998	0.02057064	
41.279999	0.01325910	
41.299999	-0.00118758	
41.320000	-0.01584634	
41.340000	-0.02556062	
41.360001	-0.02813958	
41.379997	-0.02448896	
41.399998	-0.01699567	
41.419998	-0.00380056	
41.439999	0.01019822	
41.459999	0.02141051	
41.480000	0.02692048	
41.500000	0.02579911	
41.520000	0.01877092	
41.540001	0.00484861	
41.559998	-0.01150626	
41.579998	-0.02321969	
41.599998	-0.02789111	
41.619999	-0.02368191	
41.639999	-0.01545149	
41.660000	-0.00145474	
41.680000	0.01157866	
41.700001	0.02154258	
41.719997	0.02553584	
41.739998	0.02394837	
41.759998	0.01678827	
41.779999	0.00262846	
41.799999	-0.01299939	
41.820000	-0.02414413	
41.840000	-0.02823272	
41.860001	-0.02564315	
41.879997	-0.02029271	
41.899998	-0.01002575	
41.919998	0.00107823	
41.939999	0.01210354	
41.959999	0.01816906	
41.980000	0.01928806	
42.000000	0.01398513	
42.020000	0.00244822	
42.040001	-0.01256461	
42.059998	-0.02363726	
42.079998	-0.02843319	
42.099998	-0.02493602	
42.119999	-0.01797284	
42.139999	-0.00526488	
42.160000	0.00806600	
42.180000	0.01940750	
42.200001	0.02494794	
42.219997	0.02323887	
42.239998	0.01527612	
42.259998	-0.00037886	
42.279999	-0.01543364	
42.299999	-0.02539656	
42.320000	-0.02725843	
42.340000	-0.02176143	
42.360001	-0.01342556	
42.379997	-0.00067617	
42.399998	0.01103811	
42.419998	0.02087973	
42.439999	0.02595527	
42.459999	0.02600193	
42.480000	0.02152388	
42.500000	0.01037391	
42.520000	-0.00603452	
42.540001	-0.02004662	
42.559998	-0.02743208	
42.579998	-0.02681775	
42.599998	-0.02329499	
42.619999	-0.01530191	
42.639999	-0.00422774	
42.660000	0.00822367	
42.680000	0.01625009	
42.700001	0.01756753	
42.719997	0.01000822	
42.739998	-0.00482675	
42.759998	-0.01874703	
42.779999	-0.02698267	
42.799999	-0.02778937	
42.820000	-0.02395463	
42.840000	-0.01679488	
42.860001	-0.00427306	
42.879997	0.00844736	
42.899998	0.01834391	
42.919998	0.02276383	
42.939999	0.02186735	
42.959999	0.01594384	
42.980000	0.00400065	
43.000000	-0.01179194	
43.020000	-0.02317016	
43.040001	-0.02856727	
43.059998	-0.02608922	
43.079998	-0.02137516	
43.099998	-0.01110804	
43.119999	0.00167841	
43.139999	0.01552053	
43.160000	0.02380991	
43.180000	0.02517872	
43.200001	0.01776680	
43.219997	0.00171041	
43.239998	-0.01484913	
43.259998	-0.02573547	
43.279999	-0.02797718	
43.299999	-0.02408181	
43.320000	-0.01651306	
43.340000	-0.00357702	
43.360001	0.00927967	
43.379997	0.01867053	
43.399998	0.02251622	
43.419998	0.01807389	
43.439999	0.00603484	
43.459999	-0.01150474	
43.480000	-0.02389820	
43.500000	-0.02878995	
43.520000	-0.02583705	
43.540001	-0.01867764	
43.559998	-0.00828770	
43.579998	0.00479606	
43.599998	0.01409698	
43.619999	0.01904516	
43.639999	0.01638164	
43.660000	0.00664310	
43.680000	-0.00946331	
43.700001	-0.02250901	
43.719997	-0.02892168	
43.739998	-0.02780992	
43.759998	-0.02459407	
43.779999	-0.01706220	
43.799999	-0.00591324	
43.820000	0.00750826	
43.840000	0.01756163	
43.860001	0.02295434	
43.879997	0.02034390	
43.899998	0.00888869	
43.919998	-0.00895728	
43.939999	-0.02287504	
43.959999	-0.02891462	
43.980000	-0.02593222	
44.000000	-0.02047229	
44.020000	-0.00989605	
44.040001	0.00246608	
44.059998	0.01437406	
44.079998	0.02118497	
44.099998	0.02121091	
44.119999	0.01251608	
44.139999	-0.00357349	
44.160000	-0.01845224	
44.180000	-0.02649012	
44.200001	-0.02714624	
44.219997	-0.02175435	
44.239998	-0.01188308	
44.259998	0.00418459	
44.279999	0.01900911	
44.299999	0.02905709	
44.320000	0.03091054	
44.340000	0.02351579	
44.360001	0.00833972	
44.379997	-0.01044503	
44.399998	-0.02343529	
44.419998	-0.02793288	
44.439999	-0.02404374	
44.459999	-0.01410761	
44.480000	-0.00106916	
44.500000	0.01375553	
