Time	Referenz_left_y_velocity X
22.459999	-0.02902981	
22.480000	-0.12891518	
22.500000	-0.25935233	
22.519999	-0.40935498	
22.539999	-0.52065265	
22.559999	-0.54857671	
22.580000	-0.48541597	
22.600000	-0.34656215	
22.619999	-0.17973854	
22.639999	-0.02078084	
22.660000	0.09801644	
22.680000	0.19531907	
22.699999	0.28241253	
22.719999	0.36055872	
22.740000	0.40041190	
22.760000	0.39793640	
22.779999	0.35504529	
22.799999	0.27548325	
22.820000	0.18866882	
22.840000	0.09896285	
22.859999	0.00523490	
22.879999	-0.12500070	
22.900000	-0.29593521	
22.920000	-0.45504501	
22.939999	-0.53254640	
22.959999	-0.51178330	
22.980000	-0.41280305	
23.000000	-0.25070071	
23.019999	-0.07416733	
23.039999	0.07138150	
23.059999	0.16961092	
23.080000	0.25333267	
23.100000	0.33509532	
23.119999	0.38986099	
23.139999	0.40193966	
23.160000	0.36867923	
23.180000	0.30276403	
23.199999	0.21776611	
23.219999	0.13174385	
23.240000	0.03037538	
23.260000	-0.09649597	
23.279999	-0.27257800	
23.299999	-0.44474375	
23.320000	-0.54257655	
23.340000	-0.53042364	
23.359999	-0.43308270	
23.379999	-0.28204393	
23.400000	-0.10875589	
23.420000	0.02290246	
23.439999	0.10446864	
23.459999	0.16736282	
23.480000	0.25414330	
23.500000	0.32737571	
23.519999	0.36875385	
23.539999	0.36615205	
23.559999	0.33027136	
23.580000	0.27433094	
23.600000	0.20935360	
23.619999	0.15038034	
23.639999	0.09534337	
23.660000	0.05071826	
23.680000	-0.00169886	
23.699999	-0.06584901	
23.719999	-0.15939915	
23.740000	-0.28632930	
23.760000	-0.42252761	
23.779999	-0.50641400	
23.799999	-0.49564093	
23.820000	-0.40444797	
23.840000	-0.25477844	
23.859999	-0.08863723	
23.879999	0.06611463	
23.900000	0.18836968	
23.920000	0.29857114	
23.939999	0.39332342	
23.959999	0.45183623	
23.980000	0.45340058	
24.000000	0.39835620	
24.019999	0.30672619	
24.039999	0.20056246	
24.059999	0.11021248	
24.080000	0.02272861	
24.100000	-0.07765942	
24.119999	-0.22781047	
24.139999	-0.39516017	
24.160000	-0.52121937	
24.180000	-0.55647230	
24.199999	-0.48609555	
24.219999	-0.32039204	
24.240000	-0.08584984	
24.260000	0.14371040	
24.279999	0.31944638	
24.299999	0.41794154	
24.320000	0.45673397	
24.340000	0.43706286	
24.359999	0.36621767	
24.379999	0.26748133	
24.400000	0.16465591	
24.420000	0.08741093	
24.439999	0.02957016	
24.459999	-0.01971634	
24.480000	-0.08580440	
24.500000	-0.19337291	
24.519999	-0.35324052	
24.539999	-0.50133932	
24.559999	-0.56453884	
24.580000	-0.52392453	
24.600000	-0.39427114	
24.619999	-0.21526220	
24.639999	-0.03296670	
24.660000	0.09874909	
24.680000	0.18402809	
24.699999	0.25087169	
24.719999	0.31056467	
24.740000	0.33631647	
24.760000	0.32601425	
24.779999	0.28459629	
24.799999	0.21744499	
24.820000	0.15023631	
24.840000	0.08532830	
24.859999	0.01524332	
24.879999	-0.09105338	
24.900000	-0.23834981	
24.920000	-0.38163236	
24.939999	-0.45908806	
24.959999	-0.44623098	
24.980000	-0.35843053	
25.000000	-0.20455101	
25.019999	-0.01784382	
25.039999	0.16119939	
25.059999	0.28601936	
25.080000	0.36969301	
25.100000	0.41423246	
25.119999	0.39439830	
25.139999	0.31638408	
25.160000	0.19061248	
25.180000	0.04783836	
25.199999	-0.11214194	
25.219999	-0.27513772	
25.240000	-0.40635401	
25.260000	-0.46123233	
25.279999	-0.41713017	
25.299999	-0.29835969	
25.320000	-0.13253020	
25.340000	0.03901936	
25.359999	0.19199729	
25.379999	0.29488245	
25.400000	0.36009082	
25.420000	0.39590052	
25.439999	0.39396325	
25.459999	0.35429147	
25.480000	0.27462780	
25.500000	0.18460694	
25.519999	0.09880745	
25.539999	0.02386010	
25.559999	-0.06587558	
25.580000	-0.18687017	
25.599998	-0.34437039	
25.619999	-0.47933406	
25.639999	-0.53681260	
25.660000	-0.48792723	
25.680000	-0.33759248	
25.699999	-0.12124015	
25.719999	0.11391337	
25.740000	0.29041314	
25.760000	0.38428178	
25.779999	0.40362945	
25.799999	0.37150827	
25.820000	0.28633919	
25.840000	0.15058555	
25.859999	-0.02634338	
25.879999	-0.23064475	
25.900000	-0.39899892	
25.920000	-0.47569689	
25.939999	-0.44246784	
25.959999	-0.31445673	
25.980000	-0.11826023	
26.000000	0.10710093	
26.019999	0.28594124	
26.039999	0.38711786	
26.059999	0.41435146	
26.080000	0.38053671	
26.099998	0.28719816	
26.119999	0.14254674	
26.139999	-0.01751295	
26.160000	-0.18722184	
26.180000	-0.33284765	
26.199999	-0.42569900	
26.219999	-0.44030023	
26.240000	-0.37475374	
26.260000	-0.24698205	
26.279999	-0.07864495	
26.299999	0.08615749	
26.320000	0.22684804	
26.340000	0.32922351	
26.359999	0.40143630	
26.379999	0.42921507	
26.400000	0.39764246	
26.420000	0.31688264	
26.439999	0.18604279	
26.459999	0.01862458	
26.480000	-0.18352541	
26.500000	-0.37199575	
26.519999	-0.49185964	
26.539999	-0.51389712	
26.559999	-0.43164739	
26.580000	-0.26186714	
26.599998	-0.03913112	
26.619999	0.17087235	
26.639999	0.33201462	
26.660000	0.42378402	
26.680000	0.46197379	
26.699999	0.44395646	
26.719999	0.37723577	
26.740000	0.28699905	
26.760000	0.17880653	
26.779999	0.07605208	
26.799999	-0.01909043	
26.820000	-0.11127879	
26.840000	-0.22985077	
26.859999	-0.37645942	
26.879999	-0.49793613	
26.900000	-0.54211974	
26.920000	-0.48834574	
26.939999	-0.34829792	
26.959999	-0.12869978	
26.980000	0.10804263	
27.000000	0.30283481	
27.019999	0.41928646	
27.039999	0.46309528	
27.059999	0.44820082	
27.080000	0.36339280	
27.099998	0.22617011	
27.119999	0.05626639	
27.139999	-0.10909055	
27.160000	-0.26039234	
27.180000	-0.38734427	
27.199999	-0.46542168	
27.219999	-0.46932346	
27.240000	-0.40228587	
27.260000	-0.29482570	
27.279999	-0.14801753	
27.299999	0.02235043	
27.320000	0.19510561	
27.340000	0.33906621	
27.359999	0.44024733	
27.379999	0.48338521	
27.400000	0.43463525	
27.420000	0.30935425	
27.439999	0.14278977	
27.459999	-0.01238621	
27.480000	-0.14269285	
27.500000	-0.24487540	
27.519999	-0.33825111	
27.539999	-0.40753219	
27.559999	-0.41477180	
27.580000	-0.35066640	
27.599998	-0.21816719	
27.619999	-0.03516884	
27.639999	0.18099327	
27.660000	0.36069748	
27.680000	0.46494272	
27.699999	0.49166238	
27.719999	0.44786301	
27.740000	0.33340877	
27.760000	0.16718569	
27.779999	-0.00837613	
27.799999	-0.18486883	
27.820000	-0.35724562	
27.840000	-0.48866469	
27.859999	-0.53450531	
27.879999	-0.48386165	
27.900000	-0.35757059	
27.920000	-0.17434549	
27.939999	0.03341646	
27.959999	0.23031759	
27.980000	0.37570122	
28.000000	0.46262029	
28.019999	0.49054292	
28.039999	0.43971804	
28.059999	0.31835774	
28.080000	0.14512247	
28.099998	-0.03428271	
28.119999	-0.21043020	
28.139999	-0.37211314	
28.160000	-0.48546258	
28.180000	-0.51261503	
28.199999	-0.44769219	
28.219999	-0.31159544	
28.240000	-0.12426607	
28.260000	0.07093062	
28.279999	0.23453507	
28.299999	0.34334341	
28.320000	0.40669364	
28.340000	0.42226213	
28.359999	0.36825088	
28.379999	0.25861016	
28.400000	0.10877471	
28.420000	-0.05743619	
28.439999	-0.24704787	
28.459999	-0.41020766	
28.480000	-0.48920876	
28.500000	-0.47214967	
28.519999	-0.37586805	
28.539999	-0.22707602	
28.559999	-0.04724970	
28.580000	0.10219429	
28.599998	0.21395992	
28.619999	0.29630688	
28.639999	0.37375781	
28.660000	0.41476882	
28.680000	0.40479741	
28.699999	0.34470770	
28.719999	0.23605280	
28.740000	0.10816140	
28.760000	-0.03477346	
28.779999	-0.18754855	
28.799999	-0.35065380	
28.820000	-0.47177565	
28.840000	-0.50715566	
28.859999	-0.45087287	
28.879999	-0.32249150	
28.900000	-0.15582895	
28.920000	0.01657393	
28.939999	0.15029517	
28.959999	0.24949948	
28.980000	0.33289489	
29.000000	0.40378869	
29.019999	0.43244159	
29.039999	0.40287036	
29.059999	0.32955402	
29.080000	0.22383435	
29.099998	0.10633396	
29.119999	-0.02237713	
29.139999	-0.16554873	
29.160000	-0.33078262	
29.179998	-0.47197086	
29.199999	-0.53291744	
29.219999	-0.49791250	
29.240000	-0.37834215	
29.260000	-0.20156464	
29.279999	-0.00737241	
29.299999	0.14938539	
29.320000	0.26042283	
29.340000	0.33922413	
29.359999	0.38830486	
29.379999	0.38725170	
29.400000	0.33431375	
29.420000	0.24983297	
29.439999	0.13593616	
29.459999	0.01184809	
29.480000	-0.12942572	
29.500000	-0.28186738	
29.519999	-0.41127002	
29.539999	-0.47057280	
29.559999	-0.44006488	
29.580000	-0.34142634	
29.599998	-0.19516043	
29.619999	-0.03927150	
29.639999	0.10555469	
29.660000	0.21779975	
29.679998	0.32095462	
29.699999	0.40679696	
29.719999	0.44485852	
29.740000	0.42031950	
29.760000	0.33039150	
29.779999	0.19625081	
29.799999	0.02127010	
29.820000	-0.18566312	
29.840000	-0.38473094	
29.859999	-0.50595361	
29.879999	-0.52099168	
29.900000	-0.44472316	
29.920000	-0.29259491	
29.939999	-0.10614292	
29.959999	0.06026195	
29.980000	0.17370208	
30.000000	0.26876301	
30.019999	0.36226210	
30.039999	0.42909771	
30.059999	0.44622985	
30.080000	0.41240078	
30.099998	0.33937538	
30.119999	0.23269217	
30.139999	0.12324858	
30.160000	0.01763639	
30.179998	-0.08940899	
30.199999	-0.23678458	
30.219999	-0.40363982	
30.240000	-0.52751350	
30.260000	-0.55988556	
30.279999	-0.48820525	
30.299999	-0.33602533	
30.320000	-0.12632342	
30.340000	0.07372384	
30.359999	0.22638182	
30.379999	0.31405595	
30.400000	0.36256173	
30.420000	0.37283108	
30.439999	0.33235934	
30.459999	0.25072864	
30.480000	0.13019636	
30.500000	-0.01083544	
30.519999	-0.18696609	
30.539999	-0.34690434	
30.559999	-0.44288677	
30.580000	-0.45255741	
30.599998	-0.37716973	
30.619999	-0.22490333	
30.639999	-0.02291419	
30.660000	0.16059503	
30.679998	0.30641383	
30.699999	0.39764300	
30.719999	0.42627436	
30.740000	0.37699544	
30.760000	0.25762346	
30.779999	0.07567862	
30.799999	-0.16182208	
30.820000	-0.36767122	
30.840000	-0.47318867	
30.859999	-0.46455809	
30.879999	-0.37999749	
30.900000	-0.24538974	
30.920000	-0.09007612	
30.939999	0.03216433	
30.959999	0.11812823	
30.980000	0.19155547	
31.000000	0.28066736	
31.019999	0.35213429	
31.039999	0.38131931	
31.059999	0.35981354	
31.080000	0.28851524	
31.099998	0.18445078	
31.119999	0.04789492	
31.139999	-0.10855100	
31.160000	-0.27884543	
31.179998	-0.40859148	
31.199999	-0.45638332	
31.219999	-0.41629606	
31.240000	-0.30078608	
31.260000	-0.12709530	
31.279999	0.07568824	
31.299999	0.25224736	
31.320000	0.38450763	
31.340000	0.45710334	
31.359999	0.46083593	
31.379999	0.38168389	
31.400000	0.22768381	
31.420000	0.02504797	
31.439999	-0.21302114	
31.459999	-0.41426882	
31.480000	-0.51868457	
31.500000	-0.50761580	
31.519999	-0.40023300	
31.539999	-0.22353503	
31.559999	-0.01984604	
31.580000	0.15055612	
31.599998	0.26957116	
31.619999	0.33932817	
31.639999	0.37163648	
31.660000	0.35142821	
31.679998	0.26102620	
31.699999	0.09941305	
31.719999	-0.12141231	
31.740000	-0.31656858	
31.760000	-0.42606062	
31.779999	-0.43230602	
31.799999	-0.33746013	
31.820000	-0.15438342	
31.840000	0.07717377	
31.859999	0.27530226	
31.879999	0.41171277	
31.900000	0.47736272	
31.920000	0.47333643	
31.939999	0.39370042	
31.959999	0.26092723	
31.980000	0.11399402	
32.000000	-0.05103546	
32.020000	-0.23885439	
32.040001	-0.41601211	
32.059998	-0.51857173	
32.079998	-0.52318084	
32.099998	-0.43164554	
32.119999	-0.24452983	
32.139999	-0.00147422	
32.160000	0.23592117	
32.180000	0.39745045	
32.200001	0.47201407	
32.219997	0.46818170	
32.239998	0.36916742	
32.259998	0.17838259	
32.279999	-0.08753622	
32.299999	-0.33792505	
32.320000	-0.49322107	
32.340000	-0.52327901	
32.360001	-0.42577061	
32.380001	-0.21128832	
32.399998	0.06288169	
32.419998	0.28411287	
32.439999	0.40196809	
32.459999	0.41611913	
32.480000	0.34510237	
32.500000	0.18944025	
32.520000	-0.02243139	
32.540001	-0.22927402	
32.559998	-0.37959054	
32.579998	-0.43378422	
32.599998	-0.39794591	
32.619999	-0.28037927	
32.639999	-0.10537998	
32.660000	0.07853822	
32.680000	0.24538167	
32.700001	0.37571308	
32.719997	0.46398804	
32.739998	0.48490080	
32.759998	0.42131862	
32.779999	0.28270331	
32.799999	0.07826044	
32.820000	-0.16611864	
32.840000	-0.38584456	
32.860001	-0.51257008	
32.880001	-0.52239960	
32.899998	-0.41474366	
32.919998	-0.18726262	
32.939999	0.11014798	
32.959999	0.38140681	
32.980000	0.53435504	
33.000000	0.56502700	
33.020000	0.48817512	
33.040001	0.30932003	
33.059998	0.05708614	
33.079998	-0.23151582	
33.099998	-0.47212657	
33.119999	-0.60052890	
33.139999	-0.59356385	
33.160000	-0.47484156	
33.180000	-0.27152202	
33.200001	-0.03191877	
33.219997	0.17884070	
33.239998	0.32964000	
33.259998	0.42736465	
33.279999	0.48116112	
33.299999	0.46650213	
33.320000	0.35501799	
33.340000	0.15200749	
33.360001	-0.12855040	
33.380001	-0.38739726	
33.399998	-0.54216611	
33.419998	-0.56181645	
33.439999	-0.46338439	
33.459999	-0.28184205	
33.480000	-0.06433015	
33.500000	0.11904347	
33.520000	0.25808862	
33.540001	0.36241260	
33.559998	0.44566897	
33.579998	0.46896604	
33.599998	0.41801938	
33.619999	0.30009288	
33.639999	0.12317531	
33.660000	-0.08790558	
33.680000	-0.30627799	
33.700001	-0.47110865	
33.719997	-0.53594279	
33.739998	-0.49639589	
33.759998	-0.36728653	
33.779999	-0.16858353	
33.799999	0.06910522	
33.820000	0.27753347	
33.840000	0.42647660	
33.860001	0.50757635	
33.880001	0.51412094	
33.899998	0.43714365	
33.919998	0.29099390	
33.939999	0.11560266	
33.959999	-0.08069851	
33.980000	-0.28577295	
34.000000	-0.46065465	
34.020000	-0.55156380	
34.040001	-0.52733827	
34.059998	-0.39739555	
34.079998	-0.17448346	
34.099998	0.08686529	
34.119999	0.32467395	
34.139999	0.47044849	
34.160000	0.52071750	
34.180000	0.48910287	
34.200001	0.36611444	
34.219997	0.15522447	
34.239998	-0.13343984	
34.259998	-0.40310055	
34.279999	-0.56819832	
34.299999	-0.59319180	
34.320000	-0.49362621	
34.340000	-0.28339365	
34.360001	-0.00578562	
34.380001	0.24654563	
34.399998	0.41591433	
34.419998	0.49070385	
34.439999	0.48487186	
34.459999	0.38687927	
34.480000	0.20327175	
34.500000	-0.03052278	
34.520000	-0.27511501	
34.540001	-0.45478407	
34.559998	-0.52747804	
34.579998	-0.49134800	
34.599998	-0.36153245	
34.619999	-0.15622036	
34.639999	0.08586214	
34.660000	0.29956260	
34.680000	0.45300198	
34.700001	0.52815503	
34.719997	0.50688416	
34.739998	0.37526479	
34.759998	0.13962388	
34.779999	-0.16162725	
34.799999	-0.43031615	
34.820000	-0.57038403	
34.840000	-0.56035066	
34.860001	-0.43199870	
34.880001	-0.21506658	
34.899998	0.03360775	
34.919998	0.24114794	
34.939999	0.36979601	
34.959999	0.44135132	
34.980000	0.46624491	
35.000000	0.42024004	
35.020000	0.32125854	
35.040001	0.18256050	
35.059998	0.02331068	
35.079998	-0.16007417	
35.099998	-0.34586394	
35.119999	-0.48496407	
35.139999	-0.53698051	
35.160000	-0.48514634	
35.180000	-0.34113848	
35.200001	-0.12866899	
35.219997	0.08857557	
35.239998	0.26576179	
35.259998	0.37450862	
35.279999	0.42300338	
35.299999	0.41609457	
35.320000	0.34625703	
35.340000	0.23113841	
35.360001	0.07038517	
35.380001	-0.11298087	
35.399998	-0.30044559	
35.419998	-0.43755385	
35.439999	-0.48968983	
35.459999	-0.45228472	
35.480000	-0.33089554	
35.500000	-0.14289500	
35.520000	0.07622550	
35.540001	0.25871429	
35.559998	0.38739836	
35.579998	0.45132750	
35.599998	0.44481379	
35.619999	0.35573497	
35.639999	0.18814281	
35.660000	-0.03605304	
35.680000	-0.27480364	
35.700001	-0.44802788	
35.719997	-0.51200747	
35.739998	-0.46858829	
35.759998	-0.33660349	
35.779999	-0.14441517	
35.799999	0.06319890	
35.820000	0.23647040	
35.840000	0.36702800	
35.860001	0.44466165	
35.880001	0.45025876	
35.899998	0.36980626	
35.919998	0.20273948	
35.939999	-0.03716336	
35.959999	-0.28765854	
35.980000	-0.45417601	
36.000000	-0.49673977	
36.020000	-0.43512416	
36.040001	-0.28167245	
36.059998	-0.05835801	
36.079998	0.17366023	
36.099998	0.34726474	
36.119999	0.45865425	
36.139999	0.51609027	
36.160000	0.50144744	
36.180000	0.41895753	
36.200001	0.28463641	
36.219997	0.12088438	
36.239998	-0.07850605	
36.259998	-0.31234217	
36.279999	-0.51863980	
36.299999	-0.62415361	
36.320000	-0.59607452	
36.340000	-0.45317972	
36.360001	-0.21912062	
36.380001	0.04519285	
36.399998	0.26772380	
36.419998	0.39972770	
36.439999	0.45419416	
36.459999	0.45429417	
36.480000	0.38584206	
36.500000	0.25898767	
36.520000	0.08535375	
36.540001	-0.11236868	
36.559998	-0.31514224	
36.579998	-0.46816266	
36.599998	-0.52692503	
36.619999	-0.48146015	
36.639999	-0.34953454	
36.660000	-0.15190971	
36.680000	0.07965679	
36.700001	0.28909644	
36.719997	0.44237018	
36.739998	0.52356946	
36.759998	0.51697838	
36.779999	0.40689778	
36.799999	0.20482862	
36.820000	-0.04997431	
36.840000	-0.30923900	
36.860001	-0.49095184	
36.880001	-0.55501372	
36.899998	-0.49398524	
36.919998	-0.32454827	
36.939999	-0.07542667	
36.959999	0.19223955	
36.980000	0.40024701	
37.000000	0.50026852	
37.020000	0.49262840	
37.040001	0.39363644	
37.059998	0.21581447	
37.079998	-0.01453390	
37.099998	-0.26271302	
37.119999	-0.45317432	
37.139999	-0.53646624	
37.160000	-0.49491027	
37.180000	-0.33627447	
37.200001	-0.07748402	
37.219997	0.20667543	
37.239998	0.42393962	
37.259998	0.52082580	
37.279999	0.48793387	
37.299999	0.33736748	
37.320000	0.06801434	
37.340000	-0.23551139	
37.360001	-0.46453846	
37.380001	-0.53837943	
37.399998	-0.44627541	
37.419998	-0.22026311	
37.439999	0.08219763	
37.459999	0.35570019	
37.480000	0.51026446	
37.500000	0.52423429	
37.520000	0.43101054	
37.540001	0.24913023	
37.559998	-0.01043280	
37.579998	-0.29040924	
37.599998	-0.50165766	
37.619999	-0.58646542	
37.639999	-0.54129279	
37.660000	-0.38625520	
37.680000	-0.15023662	
37.700001	0.10668780	
37.719997	0.32310089	
37.739998	0.45046151	
37.759998	0.48653764	
37.779999	0.42418090	
37.799999	0.23814555	
37.820000	-0.04978966	
37.840000	-0.33032724	
37.860001	-0.49409130	
37.879997	-0.49066788	
37.899998	-0.33018458	
37.919998	-0.04478375	
37.939999	0.26766002	
37.959999	0.48750663	
37.980000	0.56109595	
38.000000	0.50240546	
38.020000	0.34138256	
38.040001	0.09037843	
38.059998	-0.19784090	
38.079998	-0.44185391	
38.099998	-0.55410260	
38.119999	-0.50129783	
38.139999	-0.29268682	
38.160000	0.01632608	
38.180000	0.31064352	
38.200001	0.47587571	
38.219997	0.46953824	
38.239998	0.32318893	
38.259998	0.08777110	
38.279999	-0.19015700	
38.299999	-0.41642335	
38.320000	-0.52690405	
38.340000	-0.49778867	
38.360001	-0.33194867	
38.379997	-0.06009425	
38.399998	0.24542414	
38.419998	0.47387901	
38.439999	0.55665934	
38.459999	0.49801245	
38.480000	0.32849410	
38.500000	0.06478712	
38.520000	-0.23666772	
38.540001	-0.46891004	
38.559998	-0.56692773	
38.579998	-0.52269590	
38.599998	-0.35862839	
38.619999	-0.10395872	
38.639999	0.17519903	
38.660000	0.38424405	
38.680000	0.48507121	
38.700001	0.48331550	
38.719997	0.39315647	
38.739998	0.22352043	
38.759998	-0.01918934	
38.779999	-0.27794138	
38.799999	-0.46572974	
38.820000	-0.53143293	
38.840000	-0.47225600	
38.860001	-0.29702243	
38.879997	-0.03109753	
38.899998	0.23461986	
38.919998	0.41858602	
38.939999	0.48628455	
38.959999	0.45479143	
38.980000	0.33563045	
39.000000	0.13236187	
39.020000	-0.12415860	
39.040001	-0.36223033	
39.059998	-0.50077718	
39.079998	-0.51304859	
39.099998	-0.41323474	
39.119999	-0.20450594	
39.139999	0.06850508	
39.160000	0.32605579	
39.180000	0.48732853	
39.200001	0.54265946	
39.219997	0.50164658	
39.239998	0.35014418	
39.259998	0.09614915	
39.279999	-0.21195324	
39.299999	-0.46160263	
39.320000	-0.57075506	
39.340000	-0.52294225	
39.360001	-0.35241568	
39.379997	-0.09839717	
39.399998	0.16876663	
39.419998	0.34837827	
39.439999	0.39994261	
39.459999	0.34112629	
39.480000	0.19814824	
39.500000	-0.03473826	
39.520000	-0.27910778	
39.540001	-0.43081424	
39.559998	-0.44917208	
39.579998	-0.35269248	
39.599998	-0.15465264	
39.619999	0.10432864	
39.639999	0.33749765	
39.660000	0.48515117	
39.680000	0.53187835	
39.700001	0.48270330	
39.719997	0.30945712	
39.739998	0.03255598	
39.759998	-0.27174798	
39.779999	-0.49010861	
39.799999	-0.56740189	
39.820000	-0.51598245	
39.840000	-0.36484000	
39.860001	-0.15221797	
39.879997	0.06752676	
39.899998	0.23943207	
39.919998	0.36141115	
39.939999	0.43282416	
39.959999	0.41468456	
39.980000	0.27858368	
40.000000	0.02759334	
40.020000	-0.24348024	
40.040001	-0.43109271	
40.059998	-0.48042634	
40.079998	-0.39997992	
40.099998	-0.21733901	
40.119999	0.02046158	
40.139999	0.23424132	
40.160000	0.39497486	
40.180000	0.49030918	
40.200001	0.51305312	
40.219997	0.43799824	
40.239998	0.25922844	
40.259998	-0.00060461	
40.279999	-0.28720942	
40.299999	-0.49329644	
40.320000	-0.56127846	
40.340000	-0.48818356	
40.360001	-0.30016571	
40.379997	-0.04079359	
40.399998	0.21674047	
40.419998	0.39155233	
40.439999	0.45951024	
40.459999	0.43555611	
40.480000	0.32510647	
40.500000	0.13636656	
40.520000	-0.12007475	
40.540001	-0.35929331	
40.559998	-0.49899882	
40.579998	-0.51130027	
40.599998	-0.41020766	
40.619999	-0.21506402	
40.639999	0.03840723	
40.660000	0.25584817	
40.680000	0.39234233	
40.700001	0.43960851	
40.719997	0.41493273	
40.739998	0.29670820	
40.759998	0.08522579	
40.779999	-0.16499776	
40.799999	-0.37191680	
40.820000	-0.47042450	
40.840000	-0.44369066	
40.860001	-0.29620883	
40.879997	-0.05356251	
40.899998	0.20115814	
40.919998	0.37828887	
40.939999	0.44266114	
40.959999	0.40070090	
40.980000	0.25902542	
41.000000	0.02394516	
41.020000	-0.22358148	
41.040001	-0.40007746	
41.059998	-0.46049586	
41.079998	-0.39439324	
41.099998	-0.21080995	
41.119999	0.04453490	
41.139999	0.28164554	
41.160000	0.43171310	
41.180000	0.47120717	
41.200001	0.40835696	
41.219997	0.25083345	
41.239998	0.01297680	
41.259998	-0.24208157	
41.279999	-0.43282920	
41.299999	-0.50460517	
41.320000	-0.45104867	
41.340000	-0.28185713	
41.360001	-0.02028904	
41.379997	0.25074261	
41.399998	0.44475576	
41.419998	0.52346826	
41.439999	0.48942330	
41.459999	0.34291965	
41.480000	0.09222915	
41.500000	-0.20024614	
41.520000	-0.43529883	
41.540001	-0.54286927	
41.559998	-0.50213397	
41.579998	-0.32969320	
41.599998	-0.05340438	
41.619999	0.23734647	
41.639999	0.44196245	
41.660000	0.51363385	
41.680000	0.46053880	
41.700001	0.30269426	
41.719997	0.05015983	
41.739998	-0.22750674	
41.759998	-0.44035167	
41.779999	-0.53004467	
41.799999	-0.49140519	
41.820000	-0.34021771	
41.840000	-0.10201927	
41.860001	0.14996485	
41.879997	0.34343556	
41.899998	0.43686298	
41.919998	0.43283743	
41.939999	0.33329946	
41.959999	0.13562790	
41.980000	-0.12107667	
42.000000	-0.34914121	
42.020000	-0.46925360	
42.040001	-0.45355824	
42.059998	-0.31247759	
42.079998	-0.07052618	
42.099998	0.20466824	
42.119999	0.41635281	
42.139999	0.50929779	
42.160000	0.47440726	
42.180000	0.32569131	
42.200001	0.06525178	
42.219997	-0.22766519	
42.239998	-0.44779727	
42.259998	-0.52834409	
42.279999	-0.45779380	
42.299999	-0.26237446	
42.320000	0.01048147	
42.340000	0.26937738	
42.360001	0.44127998	
42.379997	0.49593470	
42.399998	0.44972599	
42.419998	0.32028332	
42.439999	0.11519748	
42.459999	-0.14103912	
42.480000	-0.38026154	
42.500000	-0.51732999	
42.520000	-0.52729821	
42.540001	-0.42614374	
42.559998	-0.22335967	
42.579998	0.03656135	
42.599998	0.27210209	
42.619999	0.41198629	
42.639999	0.43878776	
42.660000	0.35061660	
42.680000	0.13257216	
42.700001	-0.14588796	
42.719997	-0.37122354	
42.739998	-0.46599537	
42.759998	-0.41669729	
42.779999	-0.24219444	
42.799999	0.01339428	
42.820000	0.26263553	
42.840000	0.42479259	
42.860001	0.47989190	
42.879997	0.44276199	
42.899998	0.30823505	
42.919998	0.08488742	
42.939999	-0.18030082	
42.959999	-0.39800605	
42.980000	-0.50200868	
43.000000	-0.47997054	
43.020000	-0.35176033	
43.040001	-0.12971523	
43.059998	0.13334678	
43.079998	0.35997602	
43.099998	0.48875457	
43.119999	0.50184029	
43.139999	0.39839113	
43.160000	0.15513618	
43.180000	-0.15974399	
43.200001	-0.42190060	
43.219997	-0.53890872	
43.239998	-0.49771911	
43.259998	-0.31551686	
43.279999	-0.03485492	
43.299999	0.24632151	
43.320000	0.42814115	
43.340000	0.48593172	
43.360001	0.42669559	
43.379997	0.23631519	
43.399998	-0.05852131	
43.419998	-0.33481488	
43.439999	-0.49369028	
43.459999	-0.49936482	
43.480000	-0.36022884	
43.500000	-0.11270973	
43.520000	0.17100310	
43.540001	0.37747458	
43.559998	0.45885888	
43.579998	0.41814405	
43.599998	0.26608980	
43.619999	0.00520566	
43.639999	-0.26918423	
43.660000	-0.44463226	
43.680000	-0.48105514	
43.700001	-0.39369568	
43.719997	-0.20354642	
43.739998	0.04815321	
43.759998	0.27783918	
43.779999	0.42372254	
43.799999	0.48050240	
43.820000	0.44542277	
43.840000	0.27864489	
43.860001	-0.00717888	
43.879997	-0.30104071	
43.899998	-0.48616496	
43.919998	-0.51434886	
43.939999	-0.39720938	
43.959999	-0.15930210	
43.980000	0.13074026	
44.000000	0.36185792	
44.020000	0.47151363	
44.040001	0.46325126	
44.059998	0.33965799	
44.079998	0.08812618	
44.099998	-0.20566525	
44.119999	-0.42426038	
44.139999	-0.50427347	
44.160000	-0.43533963	
44.180000	-0.22695018	
44.200001	0.07421868	
44.219997	0.35754845	
44.239998	0.53051257	
44.259998	0.56765002	
44.279999	0.46340641	
44.299999	0.21138909	
44.320000	-0.13333292	
44.340000	-0.43244791	
44.360001	-0.58528024	
44.379997	-0.55823404	
44.399998	-0.36715007	
44.419998	-0.06760940	
44.439999	0.24799030	
44.459999	0.46373340	
44.480000	0.53007036	
44.500000	0.44498655	
44.520000	0.21860802	
44.539997	-0.09777933	
44.559998	-0.38133508	
44.579998	-0.53115118	
44.599998	-0.52030313	
44.619999	-0.35640949	
44.639999	-0.07205901	
44.660000	0.23224655	
44.680000	0.43030229	
44.700001	0.45944625	
44.719997	0.32531792	
44.739998	0.06325006	
44.759998	-0.22952448	
44.779999	-0.42791334	
44.799999	-0.46455213	
44.820000	-0.34421372	
44.840000	-0.10513398	
