Time	Hip_right_4.81 X
8.940000	93.46412659	
8.960000	91.41365814	
8.980000	89.60899353	
9.000000	87.92739105	
9.020000	86.40864563	
9.040000	84.45146942	
9.059999	82.42063904	
9.080000	80.30191040	
9.099999	78.52962494	
9.120000	76.77489471	
9.139999	75.15843201	
9.160000	73.77666473	
9.179999	72.69361115	
9.200000	72.01055908	
9.220000	71.42615509	
9.240000	70.85425568	
9.260000	70.20564270	
9.280000	69.73463440	
9.300000	69.69424438	
9.320000	70.17823029	
9.340000	71.35796356	
9.360000	73.09539795	
9.380000	75.21070099	
9.400000	77.37135315	
9.420000	79.63487244	
9.440000	82.14596558	
9.460000	85.02715302	
9.480000	87.87198639	
9.500000	90.49606323	
9.520000	92.79280090	
9.540000	94.98627472	
9.559999	97.00065613	
9.580000	99.23088074	
9.599999	101.26910400	
9.620000	103.29421234	
9.639999	104.60228729	
9.660000	105.48803711	
9.679999	105.65748596	
9.700000	105.40872192	
9.719999	104.79766083	
9.740000	104.20706177	
9.760000	103.83975983	
9.780000	103.97058868	
9.800000	104.54934692	
9.820000	105.33106995	
9.840000	106.07000732	
9.860000	106.94215393	
9.880000	107.55245209	
9.900000	107.39967346	
9.920000	106.02633667	
9.940000	104.01777649	
9.960000	102.13127136	
9.980000	100.52764893	
10.000000	98.85169983	
10.020000	96.81830597	
10.040000	94.50028229	
10.059999	92.14378357	
10.080000	90.02266693	
10.099999	87.99415588	
10.120000	86.16114044	
10.139999	84.31029510	
10.160000	82.58177185	
10.179999	81.00338745	
10.200000	79.52910614	
10.219999	78.07631683	
10.240000	76.62105560	
10.260000	75.16819763	
10.280000	73.70884705	
10.300000	72.20943451	
10.320000	70.77053833	
10.340000	69.47119141	
10.360000	68.41378021	
10.380000	67.53870392	
10.400000	66.92091370	
10.420000	66.68750763	
10.440000	67.43412018	
10.460000	69.22679901	
10.480000	71.88750458	
10.500000	74.77286530	
10.520000	77.60341644	
10.540000	80.38528442	
10.559999	83.11651611	
10.580000	86.00452423	
10.599999	88.91896820	
10.620000	91.93186951	
10.639999	94.44560242	
10.660000	96.47686768	
10.679999	97.79497528	
10.700000	99.46529388	
10.719999	101.15877533	
10.740000	102.93178558	
10.760000	104.03870392	
10.780000	104.77165985	
10.800000	104.96013641	
10.820000	104.83087921	
10.840000	104.40120697	
10.860000	104.04547119	
10.880000	103.90637970	
10.900000	104.26453400	
10.920000	104.93618011	
10.940000	105.69229126	
10.960000	106.46828461	
10.980000	107.19834900	
11.000000	107.49437714	
11.020000	106.83020782	
11.040000	105.23715973	
11.059999	103.28266907	
11.080000	101.55027771	
11.099999	99.92478180	
11.120000	98.11923218	
11.139999	95.96466064	
11.160000	93.70429230	
11.179999	91.57273102	
11.200000	89.75789642	
11.219999	88.19615173	
11.240000	86.79666901	
11.259999	84.93833160	
11.280000	83.03081512	
11.300000	81.09011078	
11.320000	79.52671051	
11.340000	77.94293976	
11.360000	76.39295959	
11.380000	74.97799683	
11.400000	73.49208069	
11.420000	72.02809906	
11.440000	70.53302002	
11.460000	69.31128693	
11.480000	68.38175201	
11.500000	67.77525330	
11.520000	67.43033600	
11.540000	67.51725769	
11.559999	68.53501129	
11.580000	70.62175751	
11.599999	73.45231628	
11.620000	76.38711548	
11.639999	79.21275330	
11.660000	81.99832916	
11.679999	84.88578796	
11.700000	87.94748688	
11.719999	91.21964264	
11.740000	94.20191193	
11.759999	96.77657318	
11.780000	98.85051727	
11.800000	100.70265198	
11.820000	102.63629913	
11.840000	104.32720947	
11.860000	105.80458832	
11.880000	106.65068054	
11.900000	107.07376862	
11.920000	106.96126556	
11.940000	106.52862549	
11.960000	106.03162384	
11.980000	105.74488831	
12.000000	105.82914734	
12.020000	106.39604950	
12.040000	107.19263458	
12.059999	108.02602386	
12.080000	108.69660950	
12.099999	109.19809723	
12.120000	108.98542786	
12.139999	107.74527740	
12.160000	105.64592743	
12.179999	103.60251617	
12.200000	102.04436493	
12.219999	100.55318451	
12.240000	98.74877930	
12.259999	96.47486877	
12.280000	94.00846863	
12.300000	91.89395905	
12.320000	90.10361481	
12.340000	88.71324921	
12.360000	86.86477661	
12.380000	84.97545624	
12.400000	82.97136688	
12.420000	81.33175659	
12.440000	79.74011993	
12.460000	78.26835632	
12.480000	76.95254517	
12.500000	75.62083435	
12.520000	74.27500916	
12.540000	72.82805634	
12.559999	71.47353363	
12.580000	70.24111176	
12.599999	69.23934174	
12.620000	68.43383026	
12.639999	67.84915161	
12.660000	67.51496887	
12.679999	68.11478424	
12.700000	69.77610016	
12.719999	72.40019226	
12.740000	75.22316742	
12.759999	78.02812958	
12.780000	80.76945496	
12.799999	83.55689240	
12.820000	86.52608490	
12.840000	89.91891479	
12.860000	92.91653442	
12.880000	95.32637024	
12.900000	96.91261292	
12.920000	98.72825623	
12.940000	100.79584503	
12.960000	102.77407837	
12.980000	104.21558380	
13.000000	105.03874969	
13.020000	105.39299774	
13.040000	105.29399109	
13.059999	104.94265747	
13.080000	104.63127899	
13.099999	104.59062958	
13.120000	105.12095642	
13.139999	106.25725555	
13.160000	107.57829285	
13.179999	108.64405060	
13.200000	109.39380646	
13.219999	110.03606415	
13.240000	109.99092102	
13.259999	108.89123535	
13.280000	106.79299164	
13.299999	104.63870239	
13.320000	103.00533295	
13.340000	101.49889374	
13.360000	99.68283844	
13.380000	97.26810455	
13.400000	94.85345459	
13.420000	92.77105713	
13.440000	90.90598297	
13.460000	89.13952637	
13.480000	87.27328491	
13.500000	85.42801666	
13.520000	83.60894012	
13.540000	81.79164124	
13.559999	80.09664917	
13.580000	78.45198059	
13.599999	76.93550110	
13.620000	75.40972900	
13.639999	73.94068909	
13.660000	72.53865051	
13.679999	71.28256226	
13.700000	70.18518829	
13.719999	69.30223846	
13.740000	68.61328888	
13.759999	68.01176453	
13.780000	67.75379944	
13.799999	68.08282471	
13.820000	69.29280853	
13.840000	71.38052368	
13.860000	74.05254364	
13.880000	77.07523346	
13.900000	80.12265778	
13.920000	83.14250946	
13.940000	86.18132019	
13.960000	89.19960022	
13.980000	92.10877991	
14.000000	94.80858612	
14.020000	97.30697632	
14.040000	99.66379547	
14.059999	102.06428528	
14.080000	104.11147308	
14.099999	105.74628448	
14.120000	106.65882111	
14.139999	107.05378723	
14.160000	106.95996094	
14.179999	106.52863312	
14.200000	106.13780975	
14.219999	106.08181000	
14.240000	106.31342316	
14.259999	106.95245361	
14.280000	107.40734863	
14.299999	108.17529297	
14.320000	108.88877869	
14.340000	109.68914032	
14.360000	109.49581909	
14.380000	108.15754700	
14.400000	105.88716125	
14.420000	103.65927887	
14.440000	101.94779205	
14.460000	100.40199280	
14.480000	98.62218475	
14.500000	96.39191437	
14.520000	94.15879059	
14.540000	92.00096130	
14.559999	90.15183258	
14.580000	88.47918701	
14.599999	87.03765106	
14.620000	85.29961395	
14.639999	83.62823486	
14.660000	81.88959503	
14.679999	80.36497498	
14.700000	78.68241119	
14.719999	77.00651550	
14.740000	75.34797668	
14.759999	73.90648651	
14.780000	72.49200439	
14.799999	71.18476868	
14.820000	69.96132660	
14.839999	69.01536560	
14.860000	68.36484528	
14.880000	68.04930878	
14.900000	68.13150787	
14.920000	69.14384460	
14.940000	71.08819580	
14.960000	73.79792786	
14.980000	76.56150055	
15.000000	79.21159363	
15.020000	81.88082123	
15.040000	84.58576965	
15.059999	87.50970459	
15.080000	90.26103210	
15.099999	92.99300385	
15.120000	95.25225830	
15.139999	97.28160858	
15.160000	98.83068848	
15.179999	100.46920776	
15.200000	101.99067688	
15.219999	103.42784882	
15.240000	104.40943146	
15.259999	104.97602844	
15.280000	105.06488800	
15.299999	104.84152985	
15.320000	104.45233154	
15.339999	104.10694122	
15.360000	103.95523071	
15.380000	104.23704529	
15.400000	104.75531006	
15.420000	105.43687439	
15.440000	106.37868500	
15.460000	107.32523346	
15.480000	107.64945221	
15.500000	106.69504547	
15.520000	104.76863098	
15.540000	102.74298859	
15.559999	101.18798065	
15.580000	99.79064178	
15.599999	98.13278198	
15.620000	96.02624512	
15.639999	93.75732422	
15.660000	91.38278198	
15.679999	89.20822144	
15.700000	87.32719421	
15.719999	85.84217834	
15.740000	84.16289520	
15.759999	82.44422913	
15.780000	80.56388855	
15.799999	78.85939789	
15.820000	77.10295105	
15.839999	75.67807770	
15.860000	74.17190552	
15.880000	72.77532196	
15.900000	71.27027893	
15.920000	70.09827423	
15.940000	69.18610382	
15.960000	68.51218414	
15.980000	67.96073151	
16.000000	67.84926605	
16.020000	68.46400452	
16.039999	70.25225067	
16.059999	72.82991028	
16.080000	75.79958344	
16.100000	78.72029877	
16.119999	81.58576965	
16.139999	84.64944458	
16.160000	87.83410645	
16.180000	91.24247742	
16.199999	94.37374878	
16.219999	97.29036713	
16.240000	99.82295227	
16.260000	102.14423370	
16.279999	104.14334106	
16.299999	106.04242706	
16.320000	107.50558472	
16.340000	108.36559296	
16.359999	108.37178802	
16.379999	107.94411469	
16.400000	107.22682953	
16.420000	106.54502869	
16.440001	106.07376099	
16.459999	106.12584686	
16.480000	106.46983337	
16.500000	106.80872345	
16.520000	106.82084656	
16.539999	107.00353241	
16.559999	107.45278931	
16.580000	107.73109436	
16.600000	106.96485138	
16.619999	105.27278137	
16.639999	103.36630249	
16.660000	101.78104401	
16.680000	100.22873688	
16.699999	98.33252716	
16.719999	96.16356659	
16.740000	93.84709167	
16.760000	91.83435822	
16.779999	89.91651917	
16.799999	88.12204742	
16.820000	86.27512360	
16.840000	84.38845062	
16.859999	82.46206665	
16.879999	80.60575867	
16.900000	78.74030304	
16.920000	77.00572205	
16.940001	75.33409119	
16.959999	73.95941925	
16.980000	72.68921661	
17.000000	71.58031464	
17.020000	70.57803345	
17.039999	69.81792450	
17.059999	69.31939697	
17.080000	69.10859680	
17.100000	69.76557922	
17.119999	71.23560333	
17.139999	73.39595795	
17.160000	75.60219574	
17.180000	77.78131866	
17.199999	80.08619690	
17.219999	82.43555450	
17.240000	85.10868835	
17.260000	87.78189850	
17.279999	90.73728180	
17.299999	93.45073700	
17.320000	95.94309235	
17.340000	98.00404358	
17.359999	99.85552979	
17.379999	101.87677765	
17.400000	103.52223969	
17.420000	104.95635223	
17.440001	105.67704773	
17.459999	106.08709717	
17.480000	106.08072662	
17.500000	105.67270660	
17.520000	105.18928528	
17.539999	104.77884674	
17.559999	104.79832458	
17.580000	105.16965485	
17.600000	105.60889435	
17.619999	105.97800446	
17.639999	106.37097931	
17.660000	106.93667603	
17.680000	107.20600128	
17.699999	106.51886749	
17.719999	104.93655396	
17.740000	102.90325165	
17.760000	101.34486389	
17.779999	99.87883759	
17.799999	98.32903290	
17.820000	96.26364136	
17.840000	93.78054810	
17.859999	91.56224823	
17.879999	89.53350067	
17.900000	87.87792206	
17.920000	86.21095276	
17.940001	84.50598907	
17.959999	82.78595734	
17.980000	81.06674957	
18.000000	79.41097260	
18.020000	77.79510498	
18.039999	76.07829285	
18.059999	74.26594543	
18.080000	72.45837402	
18.100000	70.89260864	
18.119999	69.69605255	
18.139999	68.78411865	
18.160000	68.14737701	
18.180000	67.74507904	
18.199999	67.77234650	
18.219999	68.34191895	
18.240000	69.62303162	
18.260000	71.78408051	
18.279999	74.56681061	
18.299999	77.60208130	
18.320000	80.54489899	
18.340000	83.47963715	
18.359999	86.53821564	
18.379999	89.46773529	
18.400000	92.15827942	
18.420000	94.47676849	
18.440001	96.62098694	
18.459999	98.90853882	
18.480000	100.95585632	
18.500000	103.06745148	
18.520000	104.60107422	
18.539999	105.88394165	
18.559999	106.50419617	
18.580000	106.60403442	
18.600000	106.28423309	
18.619999	105.68475342	
18.639999	105.25606537	
18.660000	105.13999939	
18.680000	105.59040833	
18.699999	106.39554596	
18.719999	107.20829010	
18.740000	108.18559265	
18.760000	109.07814789	
18.779999	109.70316315	
18.799999	109.17497253	
18.820000	107.55839539	
18.840000	105.32359314	
18.859999	103.44499969	
18.879999	101.75691986	
18.900000	100.06783295	
18.920000	97.84155273	
18.939999	95.52939606	
18.959999	93.35415649	
18.980000	91.40999603	
19.000000	89.64640808	
19.020000	87.76573944	
19.039999	85.61392975	
19.059999	83.45848846	
19.080000	81.40182495	
19.100000	79.71797943	
19.119999	78.12986755	
19.139999	76.56211853	
19.160000	74.93205261	
19.180000	73.17663574	
19.199999	71.59214020	
19.219999	70.19741058	
19.240000	69.12588501	
19.260000	68.20898438	
19.279999	67.39486694	
19.299999	66.62856293	
19.320000	66.23989105	
19.340000	66.49629211	
19.359999	67.65991211	
19.379999	69.60660553	
19.400000	72.36329651	
19.420000	75.52080536	
19.439999	78.94188690	
19.459999	82.37157440	
19.480000	85.83583832	
19.500000	89.29843140	
19.520000	92.43192291	
19.539999	95.16768646	
19.559999	97.47704315	
19.580000	99.58807373	
19.600000	101.79112244	
19.619999	103.85717010	
19.639999	105.50221252	
19.660000	106.48999023	
19.680000	106.94010162	
19.699999	106.92735291	
19.719999	106.44126892	
19.740000	105.69228363	
19.760000	105.13832855	
19.779999	104.96515656	
19.799999	105.41488647	
19.820000	106.21744537	
19.840000	106.96559906	
19.859999	107.53469849	
19.879999	108.32020569	
19.900000	109.07832336	
19.920000	109.21601105	
19.939999	108.09503174	
19.959999	106.23483276	
19.980000	104.24172974	
20.000000	102.50598145	
20.020000	100.69100189	
20.039999	98.70289612	
20.059999	96.41394806	
