Time	Left_Hand_y_baseline X
4.900000	0.00750548	
4.920000	0.02875179	
4.940000	0.04497296	
4.960000	0.04571956	
4.980000	0.02795035	
5.000000	0.00029361	
5.020000	-0.02111751	
5.040000	-0.02936316	
5.060000	-0.02051884	
5.080000	-0.00488889	
5.100000	0.01682878	
5.120000	0.03223604	
5.140000	0.03847110	
5.160000	0.03309268	
5.180000	0.01381260	
5.200000	-0.00950032	
5.220000	-0.02690446	
5.240000	-0.03110230	
5.260000	-0.02145737	
5.280000	-0.00259280	
5.300000	0.02393281	
5.320000	0.04545212	
5.340000	0.05451936	
5.360000	0.04688871	
5.380000	0.02161390	
5.400000	-0.00631541	
5.420000	-0.02609521	
5.440000	-0.02731395	
5.460000	-0.01496309	
5.480000	0.00429583	
5.500000	0.02546585	
5.520000	0.03907746	
5.540000	0.04174238	
5.560000	0.03030193	
5.580000	0.00442386	
5.600000	-0.01744771	
5.620000	-0.03094631	
5.640000	-0.03042454	
5.660000	-0.02411121	
5.680000	-0.01131892	
5.700000	0.00794411	
5.720000	0.02180058	
5.740000	0.02532142	
5.760000	0.01368934	
5.780000	-0.00761354	
5.800000	-0.02499318	
5.820000	-0.03408462	
5.840000	-0.03419995	
5.860000	-0.02948558	
5.880000	-0.01731491	
5.900000	0.00410348	
5.920000	0.02363414	
5.940000	0.03549284	
5.960000	0.03416592	
5.980000	0.01709449	
6.000000	-0.00652432	
6.020000	-0.02655691	
6.040000	-0.03407246	
6.060000	-0.03244907	
6.080000	-0.02458578	
6.100000	-0.00785339	
6.120000	0.01065058	
6.140000	0.02353090	
6.160000	0.02252454	
6.180000	0.00641012	
6.200000	-0.01301891	
6.220000	-0.02740872	
6.240000	-0.03071725	
6.260000	-0.02641791	
6.280000	-0.01496232	
6.300000	0.00528240	
6.320000	0.02179110	
6.340000	0.02745956	
6.360000	0.01476842	
6.380000	-0.00630242	
6.400000	-0.02356702	
6.420000	-0.02877343	
6.440000	-0.02257288	
6.460000	-0.00806862	
6.480000	0.01042634	
6.500000	0.02640355	
6.520000	0.03106517	
6.540000	0.01890558	
6.560000	-0.00375229	
6.580000	-0.02184385	
6.600000	-0.02942950	
6.620000	-0.02291244	
6.640000	-0.01330489	
6.660000	0.00189960	
6.680000	0.01530343	
6.700000	0.02329469	
6.720000	0.02179539	
6.740000	0.00792646	
6.760000	-0.01024091	
6.780000	-0.02477992	
6.800000	-0.03006852	
6.820000	-0.02563727	
6.840000	-0.01438087	
6.860000	0.00484580	
6.880000	0.02321178	
6.900000	0.03306103	
6.920000	0.02780336	
6.940000	0.00559944	
6.960000	-0.01504803	
6.980000	-0.02814406	
7.000000	-0.02709430	
7.020000	-0.02018380	
7.040000	-0.00749815	
7.060000	0.01007324	
7.080000	0.02515060	
7.100000	0.03258330	
7.120000	0.02810633	
7.140000	0.00826532	
7.160000	-0.01200694	
7.180000	-0.02654541	
7.200000	-0.02636969	
7.220000	-0.01856500	
7.240000	-0.00431681	
7.260000	0.01414025	
7.280000	0.02887940	
7.300000	0.03556323	
7.320000	0.02855617	
7.340000	0.00618178	
7.360000	-0.01499796	
7.380000	-0.02846611	
7.400000	-0.02595311	
7.420000	-0.01731390	
7.440000	-0.00488651	
7.460000	0.00894898	
7.480000	0.01728654	
7.500000	0.01734138	
7.520000	0.00469482	
7.540000	-0.01356858	
7.560000	-0.02782047	
7.580000	-0.03259534	
7.600000	-0.03179044	
7.620000	-0.02558917	
7.640000	-0.01412302	
7.660000	0.00453711	
7.680000	0.01900649	
7.700000	0.02373350	
7.720000	0.01158881	
7.740000	-0.00849879	
7.760000	-0.02485621	
7.780000	-0.03106821	
7.800000	-0.02975601	
7.820000	-0.02322370	
7.840000	-0.01297438	
7.860000	0.00118977	
7.880000	0.01015341	
7.900000	0.01062506	
7.920000	-0.00363427	
7.940000	-0.01898295	
7.960000	-0.03002501	
7.980000	-0.03016961	
8.000000	-0.02711004	
8.020000	-0.01867586	
8.040000	-0.00530630	
8.059999	0.01116371	
8.080000	0.02226341	
8.099999	0.02275020	
8.120000	0.00730664	
8.139999	-0.01250112	
8.160000	-0.02721041	
8.179999	-0.03130275	
8.200000	-0.02734917	
8.220000	-0.01680934	
8.240000	-0.00077540	
8.260000	0.01384807	
8.280000	0.01776707	
8.300000	0.00699085	
8.320000	-0.01006764	
8.340000	-0.02405703	
8.360000	-0.02879846	
8.380000	-0.02437294	
8.400000	-0.01188582	
8.420000	0.00853491	
8.440000	0.02759594	
8.460000	0.03721958	
8.480000	0.03095800	
8.500000	0.00745100	
8.520000	-0.01396269	
8.540000	-0.02773851	
8.559999	-0.02799088	
8.580000	-0.02266341	
8.599999	-0.01104772	
8.620000	0.00608838	
8.639999	0.01847571	
8.660000	0.02255833	
8.679999	0.01494783	
8.700000	-0.00505567	
8.720000	-0.02297980	
8.740000	-0.03368044	
8.760000	-0.03155720	
8.780000	-0.02338451	
8.800000	-0.01081395	
8.820000	0.00658303	
8.840000	0.01996899	
8.860000	0.02540165	
8.880000	0.01780081	
8.900000	-0.00264597	
8.920000	-0.02056396	
8.940000	-0.03069264	
8.960000	-0.02879643	
8.980000	-0.02252454	
9.000000	-0.01271141	
9.020000	-0.00088251	
9.040000	0.00650221	
9.059999	0.00447047	
9.080000	-0.00805515	
9.099999	-0.02064711	
9.120000	-0.02829897	
9.139999	-0.02553219	
9.160000	-0.01853687	
9.179999	-0.00504452	
9.200000	0.00850898	
9.220000	0.01809341	
9.240000	0.01698196	
9.260000	0.00352651	
9.280000	-0.01265109	
9.300000	-0.02362359	
9.320000	-0.02297497	
9.340000	-0.01159757	
9.360000	0.00811166	
9.380000	0.03309792	
9.400000	0.05032200	
9.420000	0.05352169	
9.440000	0.03880793	
9.460000	0.00930947	
9.480000	-0.01547712	
9.500000	-0.02800107	
9.520000	-0.02245891	
9.540000	-0.01058203	
9.559999	0.00451487	
9.580000	0.01822388	
9.599999	0.02402854	
9.620000	0.01836270	
9.639999	-0.00009477	
9.660000	-0.01784074	
9.679999	-0.02920908	
9.700000	-0.02662015	
9.719999	-0.01760608	
9.740000	-0.00170058	
9.760000	0.01404530	
9.780000	0.02242213	
9.800000	0.01612389	
9.820000	-0.00391221	
9.840000	-0.02189696	
9.860000	-0.03183043	
9.880000	-0.03137410	
9.900000	-0.02639234	
9.920000	-0.01653409	
9.940000	-0.00097704	
9.960000	0.01113796	
9.980000	0.01611549	
10.000000	0.00849980	
10.020000	-0.00873637	
10.040000	-0.02355695	
10.059999	-0.03075743	
10.080000	-0.02474439	
10.099999	-0.00930375	
10.120000	0.01514870	
10.139999	0.04077369	
10.160000	0.05566579	
10.179999	0.05292737	
10.200000	0.03273392	
10.219999	0.00218713	
10.240000	-0.02036732	
10.260000	-0.02869833	
10.280000	-0.01860768	
10.300000	-0.00006956	
10.320000	0.01925248	
10.340000	0.03029329	
10.360000	0.02636820	
10.380000	0.00584060	
10.400000	-0.01410419	
10.420000	-0.02677560	
10.440000	-0.02174956	
10.460000	-0.00650579	
10.480000	0.01535177	
10.500000	0.03460497	
10.520000	0.04058385	
10.540000	0.02869850	
10.559999	0.00312167	
10.580000	-0.01866341	
10.599999	-0.03003955	
10.620000	-0.02613497	
10.639999	-0.01692551	
10.660000	0.00013083	
10.679999	0.01857162	
10.700000	0.03314734	
10.719999	0.03657436	
10.740000	0.02515787	
10.760000	0.00127327	
10.780000	-0.01876056	
10.800000	-0.02891284	
10.820000	-0.02092701	
10.840000	-0.00528061	
10.860000	0.01915854	
10.880000	0.03885692	
10.900000	0.04693621	
10.920000	0.03548318	
10.940000	0.00739449	
10.960000	-0.01709545	
10.980000	-0.02879006	
11.000000	-0.02093101	
11.020000	-0.00474405	
11.040000	0.01617032	
11.059999	0.03211218	
11.080000	0.03422356	
11.099999	0.01727164	
11.120000	-0.00622684	
11.139999	-0.02455759	
11.160000	-0.03016317	
11.179999	-0.02347630	
11.200000	-0.00896895	
11.219999	0.01323283	
11.240000	0.03199250	
11.259999	0.03906661	
11.280000	0.02787101	
11.300000	0.00205588	
11.320000	-0.01936769	
11.340000	-0.03017199	
11.360000	-0.02386212	
11.380000	-0.01055986	
11.400000	0.00867027	
11.420000	0.02683765	
11.440000	0.03765827	
11.460000	0.03466260	
11.480000	0.01419491	
11.500000	-0.01035947	
11.520000	-0.02764380	
11.540000	-0.02665788	
11.559999	-0.01493973	
11.580000	0.00632715	
11.599999	0.02900898	
11.620000	0.04522806	
11.639999	0.04469514	
11.660000	0.02435547	
11.679999	-0.00270206	
11.700000	-0.02180880	
11.719999	-0.02742922	
11.740000	-0.02147573	
11.759999	-0.00998092	
11.780000	0.00723982	
11.800000	0.01968622	
11.820000	0.02220196	
11.840000	0.01014781	
11.860000	-0.00874996	
11.880000	-0.02400792	
11.900000	-0.02970940	
11.920000	-0.02585566	
11.940000	-0.01348549	
11.960000	0.00475907	
11.980000	0.02351451	
12.000000	0.03200197	
12.020000	0.02480632	
12.040000	0.00145030	
12.059999	-0.01994288	
12.080000	-0.03239828	
12.099999	-0.03130305	
12.120000	-0.02563161	
12.139999	-0.01190418	
12.160000	0.00708747	
12.179999	0.02362925	
12.200000	0.03009540	
12.219999	0.02123594	
12.240000	-0.00058067	
12.259999	-0.01923722	
12.280000	-0.02873319	
12.300000	-0.02102292	
12.320000	-0.00703585	
12.340000	0.01379365	
12.360000	0.03103977	
12.380000	0.03737670	
12.400000	0.02894598	
12.420000	0.00367779	
12.440000	-0.01791030	
12.460000	-0.03094512	
12.480000	-0.02740240	
12.500000	-0.01781213	
12.520000	-0.00081682	
12.540000	0.02149087	
12.559999	0.03849959	
12.580000	0.04397553	
12.599999	0.03199118	
12.620000	0.00519890	
12.639999	-0.01809371	
12.660000	-0.03000540	
12.679999	-0.02271754	
12.700000	-0.00743723	
12.719999	0.01105219	
12.740000	0.02509934	
12.759999	0.02717686	
12.780000	0.01354653	
12.799999	-0.00737751	
12.820000	-0.02344447	
12.840000	-0.02834135	
12.860000	-0.01971537	
12.880000	-0.00370294	
12.900000	0.02004647	
12.920000	0.03987265	
12.940000	0.04836506	
12.960000	0.04026866	
12.980000	0.01453787	
13.000000	-0.01043648	
13.020000	-0.02597994	
13.040000	-0.02366948	
13.059999	-0.01326340	
13.080000	-0.00056112	
13.099999	0.01042670	
13.120000	0.01562971	
13.139999	0.01088363	
13.160000	-0.00594419	
13.179999	-0.02287823	
13.200000	-0.03347051	
13.219999	-0.03245693	
13.240000	-0.02547252	
13.259999	-0.00890547	
13.280000	0.01425278	
13.299999	0.03471220	
13.320000	0.04164004	
13.340000	0.02864814	
13.360000	0.00176251	
13.380000	-0.02030122	
13.400000	-0.03026211	
13.420000	-0.02436095	
13.440000	-0.01306492	
13.460000	0.00629634	
13.480000	0.02591705	
13.500000	0.04090983	
13.520000	0.04415286	
13.540000	0.03095031	
13.559999	0.00418454	
13.580000	-0.01832014	
13.599999	-0.02977014	
13.620000	-0.02391589	
13.639999	-0.01306170	
13.660000	0.00396299	
13.679999	0.01792675	
13.700000	0.02422512	
13.719999	0.01740390	
13.740000	-0.00203675	
13.759999	-0.01910615	
13.780000	-0.02697283	
13.799999	-0.02128679	
13.820000	-0.00945163	
13.840000	0.00528115	
13.860000	0.01878965	
13.880000	0.02390659	
13.900000	0.01572245	
13.920000	-0.00383455	
13.940000	-0.02040583	
13.960000	-0.02904570	
13.980000	-0.02660227	
14.000000	-0.02082813	
14.020000	-0.00628310	
14.040000	0.01364273	
14.059999	0.03210998	
14.080000	0.03892469	
14.099999	0.02812040	
14.120000	0.00273275	
14.139999	-0.01948887	
14.160000	-0.03113961	
14.179999	-0.02727038	
14.200000	-0.01708651	
14.219999	0.00063843	
14.240000	0.01857114	
14.259999	0.02963203	
14.280000	0.02833754	
14.299999	0.01281810	
14.320000	-0.00780731	
14.340000	-0.02153057	
14.360000	-0.01821667	
14.380000	0.00134820	
14.400000	0.02826577	
14.420000	0.05196840	
14.440000	0.06235552	
14.460000	0.05369931	
14.480000	0.02631086	
14.500000	-0.00456870	
14.520000	-0.02583593	
14.540000	-0.02898872	
14.559999	-0.02077347	
14.580000	-0.00315839	
14.599999	0.01762128	
14.620000	0.03548944	
14.639999	0.04003340	
14.660000	0.02824223	
14.679999	0.00226837	
14.700000	-0.01914102	
14.719999	-0.03039539	
14.740000	-0.02218705	
14.759999	-0.00698489	
14.780000	0.01522088	
14.799999	0.03227067	
14.820000	0.03831947	
14.839999	0.02737767	
14.860000	0.00200993	
14.880000	-0.01976585	
14.900000	-0.03130955	
14.920000	-0.02935845	
14.940000	-0.02305663	
14.960000	-0.01012105	
14.980000	0.00776172	
15.000000	0.02233094	
15.020000	0.02711499	
15.040000	0.01526815	
15.059999	-0.00580281	
15.080000	-0.02356225	
15.099999	-0.03056335	
15.120000	-0.02605742	
15.139999	-0.01529062	
15.160000	0.00092578	
15.179999	0.01557994	
15.200000	0.02043515	
15.219999	0.00938207	
15.240000	-0.00916183	
15.259999	-0.02372605	
15.280000	-0.02840626	
15.299999	-0.02346510	
15.320000	-0.01525819	
15.339999	-0.00029647	
15.360000	0.01453918	
15.380000	0.02648133	
15.400000	0.02778620	
15.420000	0.01553792	
15.440000	-0.00530970	
15.460000	-0.02254146	
15.480000	-0.03001416	
15.500000	-0.02646476	
15.520000	-0.01649386	
15.540000	-0.00050724	
15.559999	0.01486480	
15.580000	0.02010202	
15.599999	0.01141435	
15.620000	-0.00801921	
15.639999	-0.02342814	
15.660000	-0.03008467	
15.679999	-0.02638930	
15.700000	-0.01729006	
15.719999	-0.00438190	
15.740000	0.00886506	
15.759999	0.01620537	
15.780000	0.01057547	
15.799999	-0.00611174	
15.820000	-0.02198100	
15.839999	-0.02969915	
15.860000	-0.02734971	
15.880000	-0.02116710	
15.900000	-0.00745958	
15.920000	0.00899506	
15.940000	0.02252603	
15.960000	0.02331126	
15.980000	0.00758791	
16.000000	-0.01183879	
16.020000	-0.02653855	
16.039999	-0.02634305	
16.059999	-0.01827288	
16.080000	-0.00226825	
16.100000	0.01797837	
16.119999	0.03575259	
16.139999	0.04571372	
16.160000	0.04261523	
16.180000	0.02414572	
16.199999	-0.00187796	
16.219999	-0.02239388	
16.240000	-0.03050673	
16.260000	-0.02591330	
16.279999	-0.01589686	
16.299999	0.00123203	
16.320000	0.01783442	
16.340000	0.03056335	
16.359999	0.03345937	
16.379999	0.02142072	
16.400000	-0.00102431	
16.420000	-0.02001345	
16.440001	-0.02832299	
16.459999	-0.02098364	
16.480000	-0.00796551	
16.500000	0.01251662	
16.520000	0.02849150	
16.539999	0.03532392	
16.559999	0.02533627	
16.580000	0.00148261	
16.600000	-0.01920944	
16.619999	-0.03101957	
16.639999	-0.02757162	
16.660000	-0.01838076	
16.680000	-0.00002402	
16.699999	0.02131963	
16.719999	0.03697991	
16.740000	0.03901958	
16.760000	0.02499151	
16.779999	0.00002784	
16.799999	-0.01897818	
16.820000	-0.02566272	
16.840000	-0.01607990	
16.859999	0.00039506	
16.879999	0.01973552	
16.900000	0.03549963	
16.920000	0.04000247	
16.940001	0.02877158	
16.959999	0.00315934	
16.980000	-0.01877040	
17.000000	-0.03061885	
17.020000	-0.02781284	
17.039999	-0.02109045	
17.059999	-0.00591028	
17.080000	0.01318312	
17.100000	0.03094965	
17.119999	0.03887767	
17.139999	0.03180093	
17.160000	0.00820094	
17.180000	-0.01470238	
17.199999	-0.02903587	
17.219999	-0.02581733	
17.240000	-0.01605284	
17.260000	0.00094104	
17.279999	0.01750207	
17.299999	0.02848703	
17.320000	0.02791798	
17.340000	0.01268512	
17.359999	-0.00777119	
17.379999	-0.02428997	
17.400000	-0.02848816	
17.420000	-0.01993930	
17.440001	-0.00368631	
17.459999	0.01803893	
17.480000	0.03200358	
17.500000	0.03392297	
17.520000	0.01731783	
17.539999	-0.00609201	
17.559999	-0.02435833	
17.580000	-0.02864325	
17.600000	-0.02173924	
17.619999	-0.00855476	
17.639999	0.00792956	
17.660000	0.02190852	
17.680000	0.02607518	
17.699999	0.01580673	
17.719999	-0.00452870	
17.740000	-0.02170414	
17.760000	-0.02990979	
17.779999	-0.02720445	
17.799999	-0.01808536	
17.820000	-0.00030917	
17.840000	0.01943338	
17.859999	0.03239596	
17.879999	0.03120935	
17.900000	0.01125795	
17.920000	-0.01166373	
17.940001	-0.02953804	
17.959999	-0.03337419	
17.980000	-0.03262168	
18.000000	-0.02586198	
18.020000	-0.00953585	
18.039999	0.01272130	
18.059999	0.03195173	
18.080000	0.03769821	
18.100000	0.02479571	
18.119999	-0.00019854	
18.139999	-0.02172112	
18.160000	-0.03184897	
18.180000	-0.02900285	
18.199999	-0.02089429	
18.219999	-0.00443631	
18.240000	0.01330483	
18.260000	0.02566397	
18.279999	0.02378631	
18.299999	0.00524187	
18.320000	-0.01377338	
18.340000	-0.02762890	
18.359999	-0.02810866	
18.379999	-0.02186209	
18.400000	-0.00847614	
18.420000	0.00869852	
18.440001	0.02019477	
18.459999	0.01855171	
18.480000	0.00026196	
18.500000	-0.01857400	
18.520000	-0.03065521	
18.539999	-0.03086048	
18.559999	-0.02659625	
18.580000	-0.01307118	
18.600000	0.00849378	
18.619999	0.02781206	
18.639999	0.03279954	
18.660000	0.01801211	
18.680000	-0.00489390	
18.699999	-0.02328873	
18.719999	-0.03010982	
18.740000	-0.02771854	
18.760000	-0.02026165	
18.779999	-0.00527668	
18.799999	0.01117867	
18.820000	0.02429885	
18.840000	0.02473682	
18.859999	0.01007539	
18.879999	-0.01008785	
18.900000	-0.02579343	
18.920000	-0.03043056	
18.939999	-0.02803504	
18.959999	-0.01872611	
18.980000	-0.00147092	
19.000000	0.01667160	
19.020000	0.02552372	
19.039999	0.01791871	
19.059999	-0.00321829	
19.080000	-0.02145630	
19.100000	-0.03114545	
19.119999	-0.03084052	
19.139999	-0.02365983	
19.160000	-0.00765657	
19.180000	0.01634556	
19.199999	0.03363049	
19.219999	0.03586030	
19.240000	0.01922590	
19.260000	-0.00519997	
19.279999	-0.02343303	
19.299999	-0.02984232	
19.320000	-0.02545941	
19.340000	-0.01472759	
19.359999	0.00279540	
19.379999	0.02105528	
19.400000	0.03282428	
19.420000	0.02941161	
19.439999	0.01125574	
19.459999	-0.01104045	
19.480000	-0.02610922	
19.500000	-0.02804434	
19.520000	-0.02128249	
19.539999	-0.00514174	
19.559999	0.01356554	
19.580000	0.02792698	
19.600000	0.02665293	
19.619999	0.00683898	
19.639999	-0.01339948	
19.660000	-0.02744472	
19.680000	-0.02667809	
19.699999	-0.02039021	
19.719999	-0.00667942	
19.740000	0.01235718	
19.760000	0.02610195	
19.779999	0.02618593	
19.799999	0.00938559	
19.820000	-0.01152986	
19.840000	-0.02603197	
19.859999	-0.03011048	
19.879999	-0.02713460	
19.900000	-0.01535940	
19.920000	0.00450641	
19.939999	0.02622706	
19.959999	0.03810531	
19.980000	0.03232485	
20.000000	0.00786173	
20.020000	-0.02935851	
