Time	Referenz_right_y_velocity X
22.519999	0.33849111	
22.539999	0.34345010	
22.559999	0.31073099	
22.580000	0.24632695	
22.600000	0.16003326	
22.619999	0.06923635	
22.639999	-0.04202269	
22.660000	-0.18432090	
22.680000	-0.33271757	
22.699999	-0.42906851	
22.719999	-0.44634682	
22.740000	-0.38553956	
22.760000	-0.26284724	
22.779999	-0.10901586	
22.799999	0.03932992	
22.820000	0.15716609	
22.840000	0.24995695	
22.859999	0.31931624	
22.879999	0.35812443	
22.900000	0.35588217	
22.920000	0.31322420	
22.939999	0.24349506	
22.959999	0.16612101	
22.980000	0.09516207	
23.000000	0.01309203	
23.019999	-0.09162801	
23.039999	-0.23844449	
23.059999	-0.38085356	
23.080000	-0.46502870	
23.100000	-0.45734295	
23.119999	-0.37912345	
23.139999	-0.25423867	
23.160000	-0.10894613	
23.180000	0.00580021	
23.199999	0.08319085	
23.219999	0.14237297	
23.240000	0.21843287	
23.260000	0.28667018	
23.279999	0.33770004	
23.299999	0.35138798	
23.320000	0.32247049	
23.340000	0.26460862	
23.359999	0.18617105	
23.379999	0.10175639	
23.400000	0.00647244	
23.420000	-0.10078228	
23.439999	-0.24263713	
23.459999	-0.37571990	
23.480000	-0.45057428	
23.500000	-0.44194755	
23.519999	-0.36125201	
23.539999	-0.23032288	
23.559999	-0.07087983	
23.580000	0.06488819	
23.600000	0.16555718	
23.619999	0.23075017	
23.639999	0.28349298	
23.660000	0.30587137	
23.680000	0.28384882	
23.699999	0.21920784	
23.719999	0.14242947	
23.740000	0.08637821	
23.760000	0.04633576	
23.779999	0.02344442	
23.799999	0.00472807	
23.820000	-0.01872790	
23.840000	-0.07968760	
23.859999	-0.17606597	
23.879999	-0.28059211	
23.900000	-0.34815046	
23.920000	-0.35349575	
23.939999	-0.30019483	
23.959999	-0.20398675	
23.980000	-0.10131010	
24.000000	-0.00316997	
24.019999	0.08104211	
24.039999	0.17286198	
24.059999	0.26533145	
24.080000	0.34769002	
24.100000	0.38842675	
24.119999	0.37080717	
24.139999	0.30402070	
24.160000	0.21384189	
24.180000	0.13353360	
24.199999	0.05246529	
24.219999	-0.03293633	
24.240000	-0.15323213	
24.260000	-0.29152706	
24.279999	-0.40849793	
24.299999	-0.45593759	
24.320000	-0.41909638	
24.340000	-0.31344947	
24.359999	-0.16394033	
24.379999	-0.01330077	
24.400000	0.12071358	
24.420000	0.21604253	
24.439999	0.28728756	
24.459999	0.32633057	
24.480000	0.33226138	
24.500000	0.29967213	
24.519999	0.23440506	
24.539999	0.16314542	
24.559999	0.09426955	
24.580000	0.02513372	
24.600000	-0.07291197	
24.619999	-0.20201346	
24.639999	-0.33395922	
24.660000	-0.41406536	
24.680000	-0.42034739	
24.699999	-0.35603112	
24.719999	-0.22947451	
24.740000	-0.07853542	
24.760000	0.06261925	
24.779999	0.16865873	
24.799999	0.25336117	
24.820000	0.31255662	
24.840000	0.33567038	
24.859999	0.31702432	
24.879999	0.25971386	
24.900000	0.18203729	
24.920000	0.10566788	
24.939999	0.05630327	
24.959999	0.01231568	
24.980000	-0.03562835	
25.000000	-0.10302615	
25.019999	-0.19640970	
25.039999	-0.30659613	
25.059999	-0.38407996	
25.080000	-0.39184803	
25.100000	-0.33739197	
25.119999	-0.23002385	
25.139999	-0.09593730	
25.160000	0.04977681	
25.180000	0.17403768	
25.199999	0.28388706	
25.219999	0.36727828	
25.240000	0.40340275	
25.260000	0.37920326	
25.279999	0.29993680	
25.299999	0.19484439	
25.320000	0.08595408	
25.340000	-0.00742046	
25.359999	-0.11726830	
25.379999	-0.25300714	
25.400000	-0.38315108	
25.420000	-0.45155814	
25.439999	-0.43047187	
25.459999	-0.32738999	
25.480000	-0.15603384	
25.500000	0.03130869	
25.519999	0.19311984	
25.539999	0.29848695	
25.559999	0.35858873	
25.580000	0.37792689	
25.599998	0.34174672	
25.619999	0.25463858	
25.639999	0.11337233	
25.660000	-0.06166260	
25.680000	-0.25145370	
25.699999	-0.39381060	
25.719999	-0.45160225	
25.740000	-0.41831282	
25.760000	-0.31083530	
25.779999	-0.15964185	
25.799999	-0.00188829	
25.820000	0.12302015	
25.840000	0.22677609	
25.859999	0.30567151	
25.879999	0.35912517	
25.900000	0.37082934	
25.920000	0.32945347	
25.939999	0.24200487	
25.959999	0.12203320	
25.980000	0.00233054	
26.000000	-0.12896292	
26.019999	-0.26792446	
26.039999	-0.38024619	
26.059999	-0.42341235	
26.080000	-0.39074337	
26.099998	-0.29725420	
26.119999	-0.15579295	
26.139999	-0.00675680	
26.160000	0.12222573	
26.180000	0.20709439	
26.199999	0.26731431	
26.219999	0.30374750	
26.240000	0.30400896	
26.260000	0.26664636	
26.279999	0.19225197	
26.299999	0.10037728	
26.320000	-0.01046930	
26.340000	-0.13775329	
26.359999	-0.27065080	
26.379999	-0.36209726	
26.400000	-0.38156781	
26.420000	-0.33091176	
26.439999	-0.22298916	
26.459999	-0.07912464	
26.480000	0.07875825	
26.500000	0.20772894	
26.519999	0.30997464	
26.539999	0.37805709	
26.559999	0.39434740	
26.580000	0.35032964	
26.599998	0.24993373	
26.619999	0.11478794	
26.639999	-0.04890342	
26.660000	-0.22068183	
26.680000	-0.36676461	
26.699999	-0.44150001	
26.719999	-0.42928827	
26.740000	-0.34330454	
26.760000	-0.19717886	
26.779999	-0.02261536	
26.799999	0.15025797	
26.820000	0.28175423	
26.840000	0.37425703	
26.859999	0.42222399	
26.879999	0.41145137	
26.900000	0.34786189	
26.920000	0.23751572	
26.939999	0.10636556	
26.959999	-0.03787029	
26.980000	-0.19410537	
27.000000	-0.35549220	
27.019999	-0.46762457	
27.039999	-0.48378119	
27.059999	-0.39611888	
27.080000	-0.22835287	
27.099998	-0.01780179	
27.119999	0.18531057	
27.139999	0.31707773	
27.160000	0.37355068	
27.180000	0.37535924	
27.199999	0.33134705	
27.219999	0.25343734	
27.240000	0.15686613	
27.260000	0.06137736	
27.279999	-0.04187262	
27.299999	-0.15677394	
27.320000	-0.28919217	
27.340000	-0.39634776	
27.359999	-0.44002330	
27.379999	-0.40416172	
27.400000	-0.29870346	
27.420000	-0.15228553	
27.439999	0.01140733	
27.459999	0.14869696	
27.480000	0.25244382	
27.500000	0.32272866	
27.519999	0.36736345	
27.539999	0.36898997	
27.559999	0.31444666	
27.580000	0.21838306	
27.599998	0.09883712	
27.619999	-0.02353296	
27.639999	-0.16552161	
27.660000	-0.30630305	
27.680000	-0.40398684	
27.699999	-0.43048409	
27.719999	-0.37857080	
27.740000	-0.26245603	
27.760000	-0.10009243	
27.779999	0.05187539	
27.799999	0.18060727	
27.820000	0.27493450	
27.840000	0.34413177	
27.859999	0.37387130	
27.879999	0.35008198	
27.900000	0.27440187	
27.920000	0.14963356	
27.939999	0.01129030	
27.959999	-0.13032271	
27.980000	-0.25694793	
28.000000	-0.35876083	
28.019999	-0.40463611	
28.039999	-0.38521591	
28.059999	-0.31036574	
28.080000	-0.18543611	
28.099998	-0.03256182	
28.119999	0.12124524	
28.139999	0.24543284	
28.160000	0.34107372	
28.180000	0.39893949	
28.199999	0.39846340	
28.219999	0.34058163	
28.240000	0.23913282	
28.260000	0.12411110	
28.279999	0.00009884	
28.299999	-0.12808846	
28.320000	-0.26967490	
28.340000	-0.38929665	
28.359999	-0.43735006	
28.379999	-0.39440840	
28.400000	-0.27073374	
28.420000	-0.09748224	
28.439999	0.08951733	
28.459999	0.23132822	
28.480000	0.31807074	
28.500000	0.35349298	
28.519999	0.34993505	
28.539999	0.30992925	
28.559999	0.22763583	
28.580000	0.10263183	
28.599998	-0.06466095	
28.619999	-0.24796671	
28.639999	-0.40041935	
28.660000	-0.47413987	
28.680000	-0.45436156	
28.699999	-0.36040914	
28.719999	-0.21383339	
28.740000	-0.05900690	
28.760000	0.06755352	
28.779999	0.15370381	
28.799999	0.23193288	
28.820000	0.29867858	
28.840000	0.32551494	
28.859999	0.30685702	
28.879999	0.25524151	
28.900000	0.18728878	
28.920000	0.10587525	
28.939999	0.02198740	
28.959999	-0.08111431	
28.980000	-0.20891699	
29.000000	-0.33339360	
29.019999	-0.40042365	
29.039999	-0.38070762	
29.059999	-0.28074801	
29.080000	-0.12152377	
29.099998	0.05139172	
29.119999	0.20127138	
29.139999	0.29585081	
29.160000	0.34444162	
29.179998	0.35401803	
29.199999	0.31604213	
29.219999	0.24297911	
29.240000	0.14654784	
29.260000	0.04634706	
29.279999	-0.05899498	
29.299999	-0.17089452	
29.320000	-0.29157668	
29.340000	-0.38364944	
29.359999	-0.40751332	
29.379999	-0.35275096	
29.400000	-0.22443010	
29.420000	-0.05078990	
29.439999	0.13474171	
29.459999	0.27452981	
29.480000	0.35205233	
29.500000	0.37461913	
29.519999	0.34648636	
29.539999	0.27666119	
29.559999	0.17561074	
29.580000	0.06129652	
29.599998	-0.06960311	
29.619999	-0.21072625	
29.639999	-0.34331357	
29.660000	-0.42589420	
29.679998	-0.42584941	
29.699999	-0.34802324	
29.719999	-0.20592590	
29.740000	-0.03365078	
29.760000	0.13050196	
29.779999	0.24710140	
29.799999	0.31447291	
29.820000	0.34148717	
29.840000	0.31844205	
29.859999	0.25402352	
29.879999	0.15024623	
29.900000	0.03127268	
29.920000	-0.09214502	
29.939999	-0.20157966	
29.959999	-0.29724067	
29.980000	-0.35710904	
30.000000	-0.35537139	
30.019999	-0.29782256	
30.039999	-0.19011937	
30.059999	-0.04447958	
30.080000	0.13391550	
30.099998	0.29357013	
30.119999	0.40341961	
30.139999	0.44474506	
30.160000	0.41714308	
30.179998	0.33147332	
30.199999	0.20558478	
30.219999	0.08114108	
30.240000	-0.04283188	
30.260000	-0.17375033	
30.279999	-0.32337922	
30.299999	-0.44040254	
30.320000	-0.47497717	
30.340000	-0.42154017	
30.359999	-0.28797844	
30.379999	-0.10260756	
30.400000	0.09705060	
30.420000	0.24936438	
30.439999	0.35051602	
30.459999	0.39867061	
30.480000	0.38995540	
30.500000	0.32514954	
30.519999	0.22008678	
30.539999	0.10689828	
30.559999	-0.00490223	
30.580000	-0.10191365	
30.599998	-0.20938279	
30.619999	-0.32006329	
30.639999	-0.40147674	
30.660000	-0.41939151	
30.679998	-0.36265987	
30.699999	-0.24685837	
30.719999	-0.09548877	
30.740000	0.04667358	
30.760000	0.16988571	
30.779999	0.26540807	
30.799999	0.33938834	
30.820000	0.37776029	
30.840000	0.37054673	
30.859999	0.31392837	
30.879999	0.20925903	
30.900000	0.09701192	
30.920000	-0.00619714	
30.939999	-0.09662921	
30.959999	-0.19699389	
30.980000	-0.30422014	
31.000000	-0.39160335	
31.019999	-0.42354530	
31.039999	-0.37563667	
31.059999	-0.26379925	
31.080000	-0.10780110	
31.099998	0.04237063	
31.119999	0.16560319	
31.139999	0.25135380	
31.160000	0.30914214	
31.179998	0.33656755	
31.199999	0.32042363	
31.219999	0.25299752	
31.240000	0.11856321	
31.260000	-0.07255434	
31.279999	-0.27025878	
31.299999	-0.40055528	
31.320000	-0.42313856	
31.340000	-0.34407941	
31.359999	-0.17622323	
31.379999	0.03884048	
31.400000	0.23365073	
31.420000	0.35143313	
31.439999	0.38877246	
31.459999	0.36849010	
31.480000	0.29413304	
31.500000	0.19048829	
31.519999	0.06425409	
31.539999	-0.07678578	
31.559999	-0.24269003	
31.580000	-0.38113412	
31.599998	-0.44074157	
31.619999	-0.39971852	
31.639999	-0.26350427	
31.660000	-0.05659093	
31.679998	0.17007074	
31.699999	0.32845953	
31.719999	0.38509750	
31.740000	0.35670722	
31.760000	0.27049005	
31.779999	0.13628931	
31.799999	-0.02885199	
31.820000	-0.19963810	
31.840000	-0.34097767	
31.859999	-0.41447130	
31.879999	-0.39509937	
31.900000	-0.29594210	
31.920000	-0.13931189	
31.939999	0.02999007	
31.959999	0.18151332	
31.980000	0.28207162	
32.000000	0.34228531	
32.020000	0.36745772	
32.040001	0.34072152	
32.059998	0.26691130	
32.079998	0.15223852	
32.099998	0.01388515	
32.119999	-0.15417449	
32.139999	-0.30962566	
32.160000	-0.40765229	
32.180000	-0.42303309	
32.200001	-0.34996673	
32.219997	-0.19186281	
32.239998	0.02586859	
32.259998	0.22257081	
32.279999	0.35293224	
32.299999	0.39881143	
32.320000	0.36728057	
32.340000	0.26299086	
32.360001	0.10518620	
32.380001	-0.08792563	
32.399998	-0.28374270	
32.419998	-0.41669828	
32.439999	-0.44151327	
32.459999	-0.35813671	
32.480000	-0.18655266	
32.500000	0.03061858	
32.520000	0.23876785	
32.540001	0.37300533	
32.559998	0.40634108	
32.579998	0.35977829	
32.599998	0.24178341	
32.619999	0.06989790	
32.639999	-0.14845325	
32.660000	-0.33721185	
32.680000	-0.43280834	
32.700001	-0.41353121	
32.719997	-0.30168116	
32.739998	-0.11478925	
32.759998	0.10860974	
32.779999	0.28724596	
32.799999	0.38934457	
32.820000	0.41283026	
32.840000	0.38162741	
32.860001	0.30451560	
32.880001	0.18739805	
32.899998	0.04145737	
32.919998	-0.14547284	
32.939999	-0.32825568	
32.959999	-0.45451090	
32.980000	-0.48829359	
33.000000	-0.42692843	
33.020000	-0.28085169	
33.040001	-0.07427512	
33.059998	0.12668924	
33.079998	0.28932410	
33.099998	0.38967130	
33.119999	0.43913463	
33.139999	0.42516381	
33.160000	0.34186295	
33.180000	0.20342572	
33.200001	0.01826422	
33.219997	-0.19318093	
33.239998	-0.38521758	
33.259998	-0.49430230	
33.279999	-0.49580550	
33.299999	-0.39528108	
33.320000	-0.21421193	
33.340000	0.00417468	
33.360001	0.20013972	
33.380001	0.33245233	
33.399998	0.40375984	
33.419998	0.41963604	
33.439999	0.37207401	
33.459999	0.28032333	
33.480000	0.14697066	
33.500000	-0.02219378	
33.520000	-0.22295883	
33.540001	-0.39573658	
33.559998	-0.48941454	
33.579998	-0.48802856	
33.599998	-0.39103749	
33.619999	-0.21584111	
33.639999	0.00280253	
33.660000	0.18564294	
33.680000	0.31342351	
33.700001	0.38153836	
33.719997	0.39273492	
33.739998	0.32650566	
33.759998	0.18786551	
33.779999	0.00209529	
33.799999	-0.20660055	
33.820000	-0.36540973	
33.840000	-0.43080994	
33.860001	-0.39871317	
33.880001	-0.29715872	
33.899998	-0.15223654	
33.919998	0.00261484	
33.939999	0.12991932	
33.959999	0.23419699	
33.980000	0.31134361	
34.000000	0.34997380	
34.020000	0.33885619	
34.040001	0.25815532	
34.059998	0.10855231	
34.079998	-0.10151797	
34.099998	-0.28906688	
34.119999	-0.39607567	
34.139999	-0.40578806	
34.160000	-0.32579637	
34.180000	-0.17787577	
34.200001	0.00819166	
34.219997	0.16645168	
34.239998	0.28862607	
34.259998	0.36118767	
34.279999	0.38994467	
34.299999	0.35856345	
34.320000	0.27609873	
34.340000	0.15732665	
34.360001	0.01029937	
34.380001	-0.14576173	
34.399998	-0.29735386	
34.419998	-0.40287390	
34.439999	-0.42937544	
34.459999	-0.36928192	
34.480000	-0.23684405	
34.500000	-0.06171823	
34.520000	0.11684809	
34.540001	0.24936806	
34.559998	0.32234496	
34.579998	0.34748214	
34.599998	0.32344329	
34.619999	0.24362358	
34.639999	0.11282894	
34.660000	-0.05266596	
34.680000	-0.23186247	
34.700001	-0.36490396	
34.719997	-0.41203463	
34.739998	-0.37430274	
34.759998	-0.26961765	
34.779999	-0.11747611	
34.799999	0.05393175	
34.820000	0.19930480	
34.840000	0.30191922	
34.860001	0.35781169	
34.880001	0.36038506	
34.899998	0.30684659	
34.919998	0.19943458	
34.939999	0.05516315	
34.959999	-0.11398552	
34.980000	-0.26227096	
35.000000	-0.36255834	
35.020000	-0.39407864	
35.040001	-0.35119626	
35.059998	-0.24685125	
35.079998	-0.11036075	
35.099998	0.01941571	
35.119999	0.13496187	
35.139999	0.22262743	
35.160000	0.28560400	
35.180000	0.31285498	
35.200001	0.28841150	
35.219997	0.21662368	
35.239998	0.10789815	
35.259998	-0.01512380	
35.279999	-0.15282296	
35.299999	-0.26392907	
35.320000	-0.32174140	
35.340000	-0.32194510	
35.360001	-0.26540646	
35.380001	-0.16131146	
35.399998	-0.02551127	
35.419998	0.09672303	
35.439999	0.20033839	
35.459999	0.26693469	
35.480000	0.28810585	
35.500000	0.25688753	
35.520000	0.16549204	
35.540001	0.01373924	
35.559998	-0.16327928	
35.579998	-0.28849897	
35.599998	-0.33176827	
35.619999	-0.29752806	
35.639999	-0.20081778	
35.660000	-0.05660788	
35.680000	0.09828274	
35.700001	0.21616447	
35.719997	0.29584122	
35.739998	0.33732724	
35.759998	0.32753772	
35.779999	0.25852522	
35.799999	0.13720997	
35.820000	-0.01201015	
35.840000	-0.17853113	
35.860001	-0.31518811	
35.880001	-0.37662023	
35.899998	-0.34787422	
35.919998	-0.24233270	
35.939999	-0.08078891	
35.959999	0.10056057	
35.980000	0.23348831	
36.000000	0.29316756	
36.020000	0.28897327	
36.040001	0.23272164	
36.059998	0.11751305	
36.079998	-0.05325108	
36.099998	-0.21875857	
36.119999	-0.32245567	
36.139999	-0.34006560	
36.160000	-0.27248502	
36.180000	-0.12271437	
36.200001	0.06920481	
36.219997	0.22757623	
36.239998	0.31749135	
36.259998	0.34090069	
36.279999	0.30526817	
36.299999	0.21410476	
36.320000	0.09080609	
36.340000	-0.03797094	
36.360001	-0.17767423	
36.380001	-0.29095858	
36.399998	-0.34384930	
36.419998	-0.33323503	
36.439999	-0.26561755	
36.459999	-0.14736784	
36.480000	0.00378918	
36.500000	0.13959086	
36.520000	0.24730790	
36.540001	0.31511474	
36.559998	0.34007591	
36.579998	0.31468695	
36.599998	0.23213355	
36.619999	0.09960665	
36.639999	-0.08329752	
36.660000	-0.25222719	
36.680000	-0.36212409	
36.700001	-0.39001104	
36.719997	-0.33411041	
36.739998	-0.20706496	
36.759998	-0.04049855	
36.779999	0.11390015	
36.799999	0.24119495	
36.820000	0.32382774	
36.840000	0.36481163	
36.860001	0.34907234	
36.880001	0.27913931	
36.899998	0.16537158	
36.919998	0.00872351	
36.939999	-0.16742757	
36.959999	-0.32353401	
36.980000	-0.41264242	
37.000000	-0.40922961	
37.020000	-0.31723157	
37.040001	-0.14999621	
37.059998	0.05134504	
37.079998	0.22899897	
37.099998	0.33652315	
37.119999	0.37244704	
37.139999	0.35193381	
37.160000	0.26783952	
37.180000	0.12477042	
37.200001	-0.07498547	
37.219997	-0.26684889	
37.239998	-0.38700208	
37.259998	-0.40141341	
37.279999	-0.30847147	
37.299999	-0.12240188	
37.320000	0.11537927	
37.340000	0.31070423	
37.360001	0.39991486	
37.380001	0.38103014	
37.399998	0.27847415	
37.419998	0.09189449	
37.439999	-0.14681263	
37.459999	-0.34788069	
37.480000	-0.44349101	
37.500000	-0.42026660	
37.520000	-0.29600829	
37.540001	-0.09103035	
37.559998	0.14240426	
37.579998	0.32265720	
37.599998	0.40718216	
37.619999	0.40087226	
37.639999	0.31726864	
37.660000	0.15884563	
37.680000	-0.06292366	
37.700001	-0.27339086	
37.719997	-0.39938623	
37.739998	-0.40855572	
37.759998	-0.29959953	
37.779999	-0.08898883	
37.799999	0.17072967	
37.820000	0.36730075	
37.840000	0.43688011	
37.860001	0.37639928	
37.879997	0.21570130	
37.899998	-0.03068185	
37.919998	-0.27795592	
37.939999	-0.43128562	
37.959999	-0.45257887	
37.980000	-0.36085999	
38.000000	-0.17571653	
38.020000	0.05964324	
38.040001	0.27455646	
38.059998	0.40192419	
38.079998	0.42443350	
38.099998	0.36539948	
38.119999	0.22312133	
38.139999	0.01910067	
38.160000	-0.21086103	
38.180000	-0.38389996	
38.200001	-0.45213100	
38.219997	-0.40275240	
38.239998	-0.25274906	
38.259998	-0.02912164	
38.279999	0.21258107	
38.299999	0.38386634	
38.320000	0.44838527	
38.340000	0.40790859	
38.360001	0.27774543	
38.379997	0.06651367	
38.399998	-0.18434431	
38.419998	-0.38543311	
38.439999	-0.47118780	
38.459999	-0.42855558	
38.480000	-0.27713495	
38.500000	-0.05337383	
38.520000	0.18385541	
38.540001	0.35753185	
38.559998	0.42924273	
38.579998	0.40963835	
38.599998	0.31347996	
38.619999	0.14573596	
38.639999	-0.08819696	
38.660000	-0.30749062	
38.680000	-0.44118926	
38.700001	-0.46553379	
38.719997	-0.38391772	
38.739998	-0.20764822	
38.759998	0.03014293	
38.779999	0.23521610	
38.799999	0.36897978	
38.820000	0.42027926	
38.840000	0.39606738	
38.860001	0.27976274	
38.879997	0.08263274	
38.899998	-0.14871006	
38.919998	-0.35034573	
38.939999	-0.45603165	
38.959999	-0.44558537	
38.980000	-0.32909760	
39.000000	-0.13686581	
39.020000	0.07525431	
39.040001	0.25949883	
39.059998	0.37872943	
39.079998	0.42215320	
39.099998	0.39606786	
39.119999	0.29608458	
39.139999	0.13569675	
39.160000	-0.08467048	
39.180000	-0.29511899	
39.200001	-0.43000957	
39.219997	-0.46079776	
39.239998	-0.39424464	
39.259998	-0.23539285	
39.279999	-0.01480659	
39.299999	0.18631399	
39.320000	0.32764462	
39.340000	0.38960698	
39.360001	0.37974194	
39.379997	0.29730090	
39.399998	0.15555193	
39.419998	-0.02329727	
39.439999	-0.22080222	
39.459999	-0.37439364	
39.480000	-0.43391308	
39.500000	-0.39050147	
39.520000	-0.25895694	
39.540001	-0.06731410	
39.559998	0.14166814	
39.579998	0.29878029	
39.599998	0.37442988	
39.619999	0.37193209	
39.639999	0.30106077	
39.660000	0.15172915	
39.680000	-0.06984426	
39.700001	-0.28224212	
39.719997	-0.41052422	
39.739998	-0.41550958	
39.759998	-0.30819443	
39.779999	-0.10553234	
39.799999	0.13561758	
39.820000	0.31687394	
39.840000	0.38993976	
39.860001	0.36810008	
39.879997	0.27398327	
39.899998	0.10500471	
39.919998	-0.11339326	
39.939999	-0.30389050	
39.959999	-0.40610632	
39.980000	-0.40638393	
40.000000	-0.30712491	
40.020000	-0.12216961	
40.040001	0.09946043	
40.059998	0.27668846	
40.079998	0.38257003	
40.099998	0.41619486	
40.119999	0.38169727	
40.139999	0.27160311	
40.160000	0.09856927	
40.180000	-0.11401259	
40.200001	-0.31848550	
40.219997	-0.44467548	
40.239998	-0.45756304	
40.259998	-0.36338738	
40.279999	-0.18810275	
40.299999	0.02583991	
40.320000	0.21716894	
40.340000	0.33085790	
40.360001	0.36489844	
40.379997	0.34345424	
40.399998	0.26095897	
40.419998	0.11972520	
40.439999	-0.07887176	
40.459999	-0.26674199	
40.480000	-0.38701293	
40.500000	-0.41650236	
40.520000	-0.35649842	
40.540001	-0.20858805	
40.559998	-0.00540229	
40.579998	0.17765504	
40.599998	0.30084121	
40.619999	0.35309261	
40.639999	0.33914316	
40.660000	0.23413502	
40.680000	0.04078396	
40.700001	-0.16820703	
40.719997	-0.31776813	
40.739998	-0.37073576	
40.759998	-0.31469074	
40.779999	-0.15169643	
40.799999	0.07551707	
40.820000	0.27335411	
40.840000	0.38443184	
40.860001	0.40494308	
40.879997	0.34005132	
40.899998	0.18605465	
40.919998	-0.03800782	
40.939999	-0.24929713	
40.959999	-0.38917130	
40.980000	-0.42942134	
41.000000	-0.36363474	
41.020000	-0.19253118	
41.040001	0.04459698	
41.059998	0.25228101	
41.079998	0.38715929	
41.099998	0.43736982	
41.119999	0.41267347	
41.139999	0.30961895	
41.160000	0.15303114	
41.180000	-0.03974138	
41.200001	-0.25422761	
41.219997	-0.42377824	
41.239998	-0.49293137	
41.259998	-0.44301233	
41.279999	-0.28510344	
41.299999	-0.04869580	
41.320000	0.20438208	
41.340000	0.38430235	
41.360001	0.44855922	
41.379997	0.40967539	
41.399998	0.28286639	
41.419998	0.07541009	
41.439999	-0.17726067	
41.459999	-0.38305345	
41.480000	-0.47823009	
41.500000	-0.44628882	
41.520000	-0.30920425	
41.540001	-0.09099310	
41.559998	0.14556672	
41.579998	0.32100943	
41.599998	0.39942297	
41.619999	0.38788235	
41.639999	0.29295337	
41.660000	0.11400427	
41.680000	-0.11587200	
41.700001	-0.31683880	
41.719997	-0.42635754	
41.739998	-0.41615847	
41.759998	-0.29105619	
41.779999	-0.08206830	
41.799999	0.14968757	
41.820000	0.33008146	
41.840000	0.43031594	
41.860001	0.44831973	
41.879997	0.39078781	
41.899998	0.25947958	
41.919998	0.06097745	
41.939999	-0.18122824	
41.959999	-0.39427650	
41.980000	-0.50741833	
42.000000	-0.49108681	
42.020000	-0.36121878	
42.040001	-0.14189954	
42.059998	0.10550229	
42.079998	0.30862373	
42.099998	0.41473407	
42.119999	0.42770240	
42.139999	0.36594835	
42.160000	0.23003882	
42.180000	0.03692966	
42.200001	-0.19169740	
42.219997	-0.37695423	
42.239998	-0.46479756	
42.259998	-0.45027924	
42.279999	-0.34407997	
42.299999	-0.15794729	
42.320000	0.06763535	
42.340000	0.25314611	
42.360001	0.37285945	
42.379997	0.42495611	
42.399998	0.40773559	
42.419998	0.30838698	
42.439999	0.13416509	
42.459999	-0.08988489	
42.480000	-0.30926988	
42.500000	-0.44672900	
42.520000	-0.46073890	
42.540001	-0.36019766	
42.559998	-0.16418453	
42.579998	0.07255385	
42.599998	0.27376944	
42.619999	0.37636927	
42.639999	0.38453835	
42.660000	0.31314591	
42.680000	0.15962112	
42.700001	-0.05720696	
42.719997	-0.27038604	
42.739998	-0.40146068	
42.759998	-0.42061463	
42.779999	-0.33094504	
42.799999	-0.14819615	
42.820000	0.07812639	
42.840000	0.27269995	
42.860001	0.37951994	
42.879997	0.39637908	
42.899998	0.33727238	
42.919998	0.19743751	
42.939999	-0.00476073	
42.959999	-0.22224663	
42.980000	-0.37807396	
43.000000	-0.43172091	
43.020000	-0.38457459	
43.040001	-0.25721940	
43.059998	-0.07528579	
43.079998	0.11239526	
43.099998	0.25782016	
43.119999	0.34640002	
43.139999	0.38180393	
43.160000	0.34728652	
43.180000	0.22788027	
43.200001	0.01692057	
43.219997	-0.20890309	
43.239998	-0.36990231	
43.259998	-0.41221511	
43.279999	-0.33391204	
43.299999	-0.15137488	
43.320000	0.08614594	
43.340000	0.27586031	
43.360001	0.35949603	
43.379997	0.33609566	
43.399998	0.22424681	
43.419998	0.01870381	
43.439999	-0.20563097	
43.459999	-0.35766336	
43.480000	-0.38953885	
43.500000	-0.29853153	
43.520000	-0.10013017	
43.540001	0.14332844	
43.559998	0.33281338	
43.579998	0.41104129	
43.599998	0.37581325	
43.619999	0.24193007	
43.639999	0.02279392	
43.660000	-0.20513955	
43.680000	-0.36492550	
43.700001	-0.40784809	
43.719997	-0.32439655	
43.739998	-0.13149165	
43.759998	0.11458709	
43.779999	0.31333640	
43.799999	0.39730963	
43.820000	0.35276181	
43.840000	0.20034342	
43.860001	-0.03347923	
43.879997	-0.26219526	
43.899998	-0.39954779	
43.919998	-0.40352863	
43.939999	-0.28288215	
43.959999	-0.06546984	
43.980000	0.17616127	
44.000000	0.35775495	
44.020000	0.43335992	
44.040001	0.40688562	
44.059998	0.30132228	
44.079998	0.13201827	
44.099998	-0.07911955	
44.119999	-0.29149309	
44.139999	-0.43563113	
44.160000	-0.46578294	
44.180000	-0.37574622	
44.200001	-0.18422367	
44.219997	0.05982205	
44.239998	0.26474187	
44.259998	0.35988826	
44.279999	0.32759380	
44.299999	0.19433528	
44.320000	-0.01780570	
44.340000	-0.22398436	
44.360001	-0.35064155	
44.379997	-0.36323783	
44.399998	-0.26886043	
44.419998	-0.08987942	
44.439999	0.12645108	
44.459999	0.30521330	
44.480000	0.40196750	
44.500000	0.41007185	
44.520000	0.33680242	
44.539997	0.18000285	
44.559998	-0.05326585	
44.579998	-0.28295517	
44.599998	-0.42497516	
44.619999	-0.43293667	
44.639999	-0.31149387	
44.660000	-0.09131391	
44.680000	0.16143185	
44.700001	0.33865222	
44.719997	0.38562894	
44.739998	0.29924282	
44.759998	0.11414825	
44.779999	-0.11692322	
44.799999	-0.30292049	
44.820000	-0.38761741	
44.840000	-0.34862971	
44.860001	-0.19456252	
44.879997	0.03164496	
44.899998	0.23343484	
