Time	Referenz_right_y_velocity X
16.600000	-0.44807068	
16.619999	-0.40388849	
16.639999	-0.29980180	
16.660000	-0.17050846	
16.680000	-0.04470111	
16.699999	0.05205340	
16.719999	0.13411251	
16.740000	0.20551015	
16.760000	0.26140934	
16.779999	0.28074160	
16.799999	0.26631108	
16.820000	0.22270007	
16.840000	0.17351644	
16.859999	0.13900766	
16.879999	0.11686529	
16.900000	0.09889549	
16.920000	0.07418199	
16.940001	0.05315236	
16.959999	0.03147329	
16.980000	0.01732458	
17.000000	-0.00842474	
17.020000	-0.04460344	
17.039999	-0.11152509	
17.059999	-0.21217836	
17.080000	-0.32082218	
17.100000	-0.38797233	
17.119999	-0.38652453	
17.139999	-0.32607666	
17.160000	-0.21761964	
17.180000	-0.09839102	
17.199999	0.00858319	
17.219999	0.08453245	
17.240000	0.15335096	
17.260000	0.21010512	
17.279999	0.24419977	
17.299999	0.24529128	
17.320000	0.21826753	
17.340000	0.17136614	
17.359999	0.12454820	
17.379999	0.09757512	
17.400000	0.08287594	
17.420000	0.07258055	
17.440001	0.05782685	
17.459999	0.04581447	
17.480000	0.03439187	
17.500000	0.02868534	
17.520000	0.01656487	
17.539999	0.00154705	
17.559999	-0.02257482	
17.580000	-0.04714384	
17.600000	-0.08692887	
17.619999	-0.14970930	
17.639999	-0.23449849	
17.660000	-0.30649292	
17.680000	-0.33538112	
17.699999	-0.31297952	
17.719999	-0.24260390	
17.740000	-0.14881423	
17.760000	-0.04555202	
17.779999	0.03098435	
17.799999	0.08884298	
17.820000	0.13382789	
17.840000	0.18561295	
17.859999	0.22152641	
17.879999	0.23076458	
17.900000	0.21080677	
17.920000	0.18252288	
17.940001	0.15642618	
17.959999	0.13079849	
17.980000	0.11256178	
18.000000	0.09719856	
18.020000	0.08438320	
18.039999	0.06143796	
18.059999	0.04050836	
18.080000	0.01389731	
18.100000	-0.02745656	
18.119999	-0.10171969	
18.139999	-0.20825569	
18.160000	-0.31606326	
18.180000	-0.37823424	
18.199999	-0.37016675	
18.219999	-0.30209124	
18.240000	-0.19474432	
18.260000	-0.08585580	
18.279999	0.00550262	
18.299999	0.06566629	
18.320000	0.11549606	
18.340000	0.15916638	
18.359999	0.19931705	
18.379999	0.22689673	
18.400000	0.24161801	
18.420000	0.23831740	
18.440001	0.21993230	
18.459999	0.19297169	
18.480000	0.15282694	
18.500000	0.11220210	
18.520000	0.07308768	
18.539999	0.05255159	
18.559999	0.03524049	
18.580000	0.02219360	
18.600000	-0.01469179	
18.619999	-0.08485264	
18.639999	-0.20570493	
18.660000	-0.33064789	
18.680000	-0.40557399	
18.699999	-0.40388256	
18.719999	-0.33614659	
18.740000	-0.22282425	
18.760000	-0.09449629	
18.779999	-0.01096955	
18.799999	0.02860674	
18.820000	0.04689363	
18.840000	0.08898138	
18.859999	0.13880637	
18.879999	0.19344841	
18.900000	0.23392628	
18.920000	0.25843209	
18.939999	0.26011711	
18.959999	0.24420336	
18.980000	0.21579835	
19.000000	0.17825072	
19.020000	0.14235105	
19.039999	0.09988020	
19.059999	0.06052340	
19.080000	0.01106460	
19.100000	-0.05191730	
19.119999	-0.14890513	
19.139999	-0.26431191	
19.160000	-0.36558878	
19.180000	-0.41081232	
19.199999	-0.38657489	
19.219999	-0.30448306	
19.240000	-0.18893839	
19.260000	-0.08351800	
19.279999	0.00011623	
19.299999	0.07139392	
19.320000	0.15232340	
19.340000	0.23860066	
19.359999	0.31859818	
19.379999	0.36454123	
19.400000	0.35938227	
19.420000	0.30808821	
19.439999	0.22740176	
19.459999	0.12788333	
19.480000	-0.00124176	
19.500000	-0.15828174	
19.520000	-0.31575218	
19.539999	-0.42074147	
19.559999	-0.44245625	
19.580000	-0.38270849	
19.600000	-0.26096803	
19.619999	-0.11068491	
19.639999	0.03049801	
19.660000	0.13443612	
19.680000	0.22350821	
19.699999	0.30011064	
19.719999	0.34924009	
19.740000	0.35363275	
19.760000	0.31516328	
19.779999	0.24559620	
19.799999	0.15769701	
19.820000	0.07960613	
19.840000	0.00555708	
19.859999	-0.07428487	
19.879999	-0.19987187	
19.900000	-0.33055612	
19.920000	-0.41898802	
19.939999	-0.43093494	
19.959999	-0.37459636	
19.980000	-0.26466966	
20.000000	-0.11676117	
20.020000	0.02564948	
20.039999	0.14574802	
20.059999	0.24355678	
20.080000	0.33948955	
20.100000	0.39851788	
20.119999	0.40183100	
20.139999	0.34557047	
20.160000	0.25877836	
20.180000	0.17606248	
20.199999	0.09600963	
20.219999	0.02718828	
20.240000	-0.03455870	
20.260000	-0.10094874	
20.279999	-0.21105562	
20.299999	-0.33829665	
20.320000	-0.42965692	
20.340000	-0.44999930	
20.359999	-0.40207916	
20.379999	-0.30093530	
20.400000	-0.14552219	
20.420000	0.02230852	
20.439999	0.17881764	
20.459999	0.30747366	
20.480000	0.41762942	
20.500000	0.47820416	
20.520000	0.46758673	
20.539999	0.39094886	
20.559999	0.26844630	
20.580000	0.14472684	
20.600000	0.03299017	
20.619999	-0.05858693	
20.639999	-0.16220336	
20.660000	-0.29595950	
20.680000	-0.42956901	
20.699999	-0.50497890	
20.719999	-0.49358872	
20.740000	-0.40914911	
20.760000	-0.25980681	
20.779999	-0.08237389	
20.799999	0.08784989	
20.820000	0.21378936	
20.840000	0.30985996	
20.859999	0.37904838	
20.879999	0.40640479	
20.900000	0.38081184	
20.920000	0.31947544	
20.939999	0.24880129	
20.959999	0.17325318	
20.980000	0.10628796	
21.000000	0.03678983	
21.020000	-0.04414622	
21.039999	-0.17148386	
21.059999	-0.33027822	
21.080000	-0.46579754	
21.100000	-0.52407312	
21.119999	-0.48570633	
21.139999	-0.36274776	
21.160000	-0.17298105	
21.180000	0.02549153	
21.199999	0.19331516	
21.219999	0.30078155	
21.240000	0.36199248	
21.260000	0.38253725	
21.279999	0.36198893	
21.299999	0.30482796	
21.320000	0.22071479	
21.340000	0.14142059	
21.359999	0.07176645	
21.379999	0.01100810	
21.400000	-0.06815031	
21.420000	-0.17762755	
21.439999	-0.32113665	
21.459999	-0.44224805	
21.480000	-0.48910278	
21.500000	-0.44943026	
21.520000	-0.33485988	
21.539999	-0.17417166	
21.559999	0.00253518	
21.580000	0.14590248	
21.600000	0.25117883	
21.619999	0.32344660	
21.639999	0.36887127	
21.660000	0.37046140	
21.680000	0.32757092	
21.699999	0.25529125	
21.719999	0.17267124	
21.740000	0.10642734	
21.760000	0.04792205	
21.779999	-0.00323535	
21.799999	-0.06042816	
21.820000	-0.13373470	
21.840000	-0.25072777	
21.859999	-0.36919537	
21.879999	-0.43858343	
21.900000	-0.43619010	
21.920000	-0.37216517	
21.939999	-0.26177293	
21.959999	-0.12147906	
21.980000	0.00254574	
22.000000	0.10580646	
22.020000	0.19270392	
22.039999	0.27871040	
22.059999	0.33147818	
22.080000	0.35114521	
22.100000	0.33056673	
22.119999	0.28388351	
22.139999	0.22967684	
22.160000	0.17937677	
22.180000	0.13698533	
22.199999	0.08839024	
22.219999	0.04270063	
22.240000	-0.00797653	
22.260000	-0.06207592	
22.279999	-0.14219590	
22.299999	-0.25760284	
22.320000	-0.38349992	
22.340000	-0.46441427	
22.359999	-0.46490473	
22.379999	-0.39551660	
22.400000	-0.26220143	
22.420000	-0.10171416	
22.439999	0.04574046	
22.459999	0.14956588	
22.480000	0.23159842	
22.500000	0.29812184	
