Time	Knöchel re X	Knöchel re Y	Knöchel re Weg	Knöchel re v(X)	Knöchel re v(Y)	Knöchel re v(Bahn)	Knöchel re a(X)	Knöchel re a(Y)	Knöchel re a(Bahn)
4.260000	-0.50055540	-0.57135963	7.84711266	-0.88956767	-0.31460959	0.94356233	-18.37518692	0.54390526	7.91928768	
4.280000	-0.52326506	-0.57696348	7.87050343	-1.14553332	-0.24801210	1.17207360	-11.88604832	2.25020242	10.42807579	
4.300000	-0.54739916	-0.57851666	7.89468765	-1.26519370	-0.14271781	1.27321780	-7.15652514	2.93513298	6.70053959	
4.320000	-0.57339984	-0.57887328	7.92069101	-1.33020031	-0.06164956	1.33162820	-4.22760773	2.69434190	3.84165215	
4.340000	-0.60212040	-0.58033931	7.94944906	-1.38946199	-0.03259379	1.38984418	-2.86670709	1.82856119	2.71189761	
4.360000	-0.63008040	-0.58082330	7.97741318	-1.44406819	-0.02551401	1.44429362	-2.49838781	0.86521655	2.46593499	
4.380000	-0.65936518	-0.58130372	8.00670147	-1.48704040	-0.01797998	1.48714912	-2.31601000	0.33119202	2.31251812	
4.400000	-0.68898302	-0.58143926	8.03631973	-1.52919579	-0.01048122	1.52923167	-1.99520671	0.17162177	1.99328625	
4.420000	-0.72030520	-0.58113915	8.06764317	-1.57421231	-0.00913863	1.57423890	-1.61863899	0.07387756	1.61766303	
4.440000	-0.75256443	-0.58170152	8.09990692	-1.60599244	-0.00765373	1.60601068	-1.19604623	0.00052674	1.19597566	
4.460000	-0.78549194	-0.58171964	8.13283443	-1.62464583	-0.01302411	1.62469804	-0.68730587	-0.00035388	0.68731284	
4.480000	-0.81841338	-0.58227241	8.16576004	-1.62853134	-0.01442730	1.62859523	-0.23379564	0.04039889	0.23365110	
4.500000	-0.85070056	-0.58216596	8.19804764	-1.62477946	-0.01177638	1.62482214	0.02865244	0.11646841	-0.02899666	
4.520000	-0.88306087	-0.58292335	8.23041725	-1.61790514	-0.00645791	1.61791801	0.13867363	0.22818109	-0.13907745	
4.540000	-0.91525489	-0.58267903	8.26261234	-1.61466980	-0.00108282	1.61467016	0.16824248	0.28744608	-0.16811533	
4.560000	-0.94765794	-0.58301359	8.29501724	-1.61509740	0.00455379	1.61510384	0.16093248	0.27785012	-0.16014819	
4.580000	-0.97991890	-0.58225620	8.32728672	-1.61312604	0.01217151	1.61317194	0.14392380	0.22717112	-0.14287923	
4.600000	-1.01222491	-0.58238477	8.35959339	-1.60783613	0.01707225	1.60792673	0.17617190	0.22491965	-0.17444783	
4.620000	-1.04449725	-0.58175159	8.39187241	-1.60290492	0.01916090	1.60301948	0.23767442	0.30980831	-0.23335408	
4.640000	-1.07635391	-0.58148915	8.42372990	-1.59958935	0.02017020	1.59971654	0.25452363	0.52888399	-0.24110368	
4.660000	-1.10812831	-0.58086807	8.45551014	-1.59418571	0.03120252	1.59449100	0.24757276	0.93974072	-0.20962250	
4.680000	-1.14006317	-0.58056980	8.48744678	-1.58758986	0.05196132	1.58843994	0.29514518	1.53624690	-0.20262392	
4.700000	-1.17194664	-0.57974356	8.51934052	-1.58299136	0.08911884	1.58549798	0.42759162	2.19088125	-0.24199128	
4.720000	-1.20358086	-0.57780826	8.55103397	-1.57657051	0.14070590	1.58283687	0.69240850	2.77952075	-0.37242308	
4.740000	-1.23482549	-0.57452673	8.58245087	-1.56395864	0.20783213	1.57770741	1.23829889	3.31845212	-0.71964240	
4.760000	-1.26618719	-0.56952232	8.61420918	-1.53944981	0.28010744	1.56472552	2.21955681	3.80848718	-1.39877236	
4.780000	-1.29710364	-0.56329876	8.64574623	-1.49446964	0.35732526	1.53659391	3.66349125	4.26418734	-2.36544371	
4.800000	-1.32728589	-0.55523556	8.67698669	-1.41451693	0.44591260	1.48313725	5.52597332	4.77573252	-3.41383195	
4.820000	-1.35542417	-0.54610044	8.70657063	-1.28610432	0.54476017	1.39672041	7.74194860	5.39920664	-4.19673252	
4.840000	-1.38071764	-0.53441614	8.73443222	-1.10796797	0.65821904	1.28873789	10.15873051	5.92527390	-4.30388832	
4.860000	-1.40163589	-0.52009088	8.75978565	-0.87891632	0.78737468	1.18002236	12.50895882	6.01005554	-3.49173975	
4.880000	-1.41722703	-0.50330824	8.78269291	-0.60043359	0.92596674	1.10360086	14.57022762	5.37530422	-1.85061562	
4.900000	-1.42707419	-0.48310331	8.80517006	-0.27886569	1.04783463	1.08430779	16.18978500	3.77264667	0.23588876	
4.920000	-1.42979908	-0.46053466	8.82790279	0.07069158	1.12110746	1.12333393	17.15628052	1.06440663	2.28031278	
4.940000	-1.42503417	-0.43537533	8.85350895	0.43436965	1.12539339	1.20631146	17.26845932	-2.51702070	3.92368364	
4.960000	-1.41216135	-0.41113889	8.88095188	0.79508686	1.03973770	1.30889940	16.54331207	-6.35338974	5.15071487	
4.980000	-1.39210820	-0.39032456	8.90985489	1.12940431	0.85920537	1.41908002	15.21317101	-9.88718987	6.17211533	
5.000000	-1.36544335	-0.37392268	8.94116020	1.41813850	0.60258412	1.54085183	13.52533436	-12.70942974	7.20259714	
5.020000	-1.33326685	-0.36481118	8.97460175	1.66242754	0.30508700	1.69019032	11.80580616	-14.44457245	8.38412762	
5.040000	-1.29710984	-0.36171725	9.01089096	1.87373245	-0.01267244	1.87377524	10.45244884	-14.93853378	9.67986679	
5.060000	-1.25788450	-0.36569402	9.05031776	2.05995846	-0.32898399	2.08606315	9.65900135	-14.31306934	10.83460426	
5.080000	-1.21500325	-0.37542874	9.09428978	2.23690724	-0.62096453	2.32149768	9.33268356	-12.77045059	11.55433655	
5.100000	-1.16860700	-0.39130169	9.14332581	2.41841674	-0.86809838	2.56950068	9.32345676	-10.41010475	11.69971752	
5.120000	-1.11843061	-0.41243151	9.19777012	2.60907602	-1.05591059	2.81464481	9.45315742	-7.34777260	11.23301601	
5.140000	-1.06445861	-0.43682650	9.25699902	2.80392146	-1.17857337	3.04154754	9.38472843	-3.77903318	10.10323238	
5.160000	-1.00659370	-0.46226382	9.32020855	2.99832392	-1.22204459	3.23779845	8.67559242	0.12092511	8.19702816	
5.180000	-0.94434750	-0.48784411	9.38750553	3.18198657	-1.18056643	3.39393210	6.80896521	4.16717482	5.28761816	
5.200000	-0.87852788	-0.51199657	9.45761681	3.32853866	-1.05350494	3.49128079	3.23498702	7.83871269	1.08346593	
5.220000	-0.80928504	-0.53334355	9.53007507	3.39543223	-0.84306693	3.49853134	-2.43311429	10.27553654	-4.67391729	
5.240000	-0.73853093	-0.54920435	9.60258484	3.32347322	-0.57202011	3.37234068	-10.05642223	10.70077229	-11.95512772	
5.260000	-0.66954541	-0.55792004	9.67211914	3.05879831	-0.30147398	3.07361889	-18.70546913	8.93722439	-20.05093956	
5.280000	-0.60690635	-0.55896491	9.73476696	2.57383537	-0.11000157	2.57618499	-26.68424225	5.61852598	-27.66288948	
5.300000	-0.55754918	-0.55537564	9.78425407	1.89498067	-0.05275555	1.89571488	-32.20674896	1.91177952	-29.50074768	
5.320000	-0.52556354	-0.55275965	9.81634617	1.11068988	-0.10537029	1.11567688	-34.11316299	-0.84218979	-22.76879311	
5.340000	-0.51363027	-0.55588466	9.82868195	0.35010016	-0.19813818	0.40227959	-32.11333084	-1.68680108	-12.82359695	
5.360000	-0.51877451	-0.56521654	9.83933735	-0.29334339	-0.26340598	0.39425001	-26.94637299	-0.73581892	-3.15538907	
5.380000	-0.53490412	-0.57407653	9.85774040	-0.77190912	-0.25818560	0.81394315	-20.29447556	0.92936432	6.17136574	
5.400000	-0.55586541	-0.57910717	9.87929726	-1.08104050	-0.18682125	1.09706461	-13.91674042	2.20092010	10.82931232	
5.420000	-0.58065486	-0.57959926	9.90409184	-1.25351894	-0.09502417	1.25711548	-8.79489231	2.54328561	8.60244179	
5.440000	-0.60747474	-0.57868248	9.93092728	-1.35010731	-0.03300879	1.35051072	-5.24672222	2.00997496	4.99794579	
5.460000	-0.63671654	-0.57912588	9.96017265	-1.41485405	-0.01624946	1.41494739	-3.22583127	1.08568251	3.15000796	
5.480000	-0.66506511	-0.58000112	9.98853493	-1.45963550	-0.02363522	1.45982683	-2.31363988	0.33900774	2.30559325	
5.500000	-0.69451678	-0.58111686	10.01800728	-1.49162006	-0.03194559	1.49196208	-1.87522197	0.06776255	1.87597203	
5.520000	-0.72427243	-0.58161944	10.04776764	-1.52408123	-0.02816964	1.52434158	-1.58425856	0.13760340	1.58321452	
5.540000	-0.75537288	-0.58147019	10.07886887	-1.55937731	-0.01826733	1.55948436	-1.35917914	0.29484746	1.35633993	
5.560000	-0.78710771	-0.58241063	10.11061764	-1.58672822	-0.00676264	1.58674264	-1.06907344	0.41065255	1.06610119	
5.580000	-0.81952846	-0.58215225	10.14303970	-1.60681391	-0.00220686	1.60681546	-0.68173683	0.41501859	0.68082285	
5.600000	-0.85170311	-0.58257473	10.17521667	-1.61460721	0.00459502	1.61461377	-0.32084474	0.36906424	0.32229263	
5.620000	-0.88417488	-0.58167654	10.20770073	-1.61235392	0.01430933	1.61241746	-0.04775025	0.34431565	0.05058743	
5.640000	-0.91645527	-0.58180970	10.23998165	-1.60813153	0.02065822	1.60826421	0.12630218	0.33864933	-0.12253021	
5.660000	-0.94863737	-0.58108288	10.27217197	-1.60484540	0.02850591	1.60509861	0.15153085	0.29426384	-0.14710122	
5.680000	-0.98038328	-0.58069229	10.30392075	-1.60162830	0.03179559	1.60194385	0.07573661	0.24495721	-0.07113315	
5.700000	-1.01248837	-0.57988822	10.33603573	-1.59907424	0.03738749	1.59951127	-0.01737028	0.21365677	0.02197821	
5.720000	-1.04436648	-0.57876897	10.36793327	-1.60077047	0.04022592	1.60127580	-0.09591278	0.26291105	0.10279661	
5.740000	-1.07662249	-0.57832152	10.40019226	-1.60533774	0.04450255	1.60595441	-0.11970694	0.46849439	0.13634607	
5.760000	-1.10840714	-0.57715327	10.43199825	-1.61061871	0.05009098	1.61139750	-0.04507004	0.78283566	0.08261052	
5.780000	-1.14085627	-0.57653779	10.46445274	-1.61321986	0.06749652	1.61463130	0.13046309	1.18033767	-0.05630153	
5.800000	-1.17309964	-0.57505941	10.49672985	-1.60832489	0.09905195	1.61137211	0.38964882	1.65848291	-0.25525182	
5.820000	-1.20578647	-0.57321972	10.52946854	-1.59724641	0.13800506	1.60319722	0.76712638	2.22938728	-0.52622139	
5.840000	-1.23762178	-0.56993818	10.56147289	-1.57975590	0.18550348	1.59061003	1.31856549	2.79820991	-0.90844846	
5.860000	-1.26886177	-0.56545025	10.59303379	-1.55418158	0.24348165	1.57313812	2.15022278	3.36177278	-1.47777486	
5.880000	-1.29962647	-0.56034541	10.62421894	-1.51019096	0.32027897	1.54377961	3.39305997	3.97694016	-2.29795790	
5.900000	-1.32997382	-0.55378240	10.65526772	-1.43820083	0.40599686	1.49440789	5.13013315	4.64037991	-3.31249809	
5.920000	-1.35913122	-0.54524076	10.68565083	-1.32389116	0.50485289	1.41688538	7.31620264	5.23675346	-4.27215624	
5.940000	-1.38536441	-0.53351575	10.71438503	-1.15869641	0.61514056	1.31185949	9.73675632	5.64963961	-4.70880890	
5.960000	-1.40737212	-0.52025312	10.74007988	-0.93507779	0.73960131	1.19221663	12.11961460	5.74988604	-4.20917225	
5.980000	-1.42421377	-0.50418293	10.76335812	-0.65856349	0.86527061	1.08738172	14.23108196	5.30259848	-2.70679641	
6.000000	-1.43524039	-0.48650974	10.78418922	-0.34358686	0.98002946	1.03851318	15.87983990	4.03055143	-0.53543031	
6.020000	-1.43916202	-0.46456262	10.80648422	-0.00342230	1.06232893	1.06233442	16.87084198	1.64774060	1.71984756	
6.040000	-1.43576348	-0.44154498	10.82975101	0.35171396	1.09084642	1.14614511	17.12518311	-1.77526045	3.63714886	
6.060000	-1.42483938	-0.41730851	10.85633564	0.70915496	1.03472412	1.25441408	16.73586082	-5.78950596	5.20342827	
6.080000	-1.40694487	-0.39649099	10.88378716	1.04765356	0.86692566	1.35983014	15.85110569	-9.79010677	6.61110497	
6.100000	-1.38212204	-0.37881759	10.91425896	1.35413253	0.60448349	1.48292792	14.62511730	-13.24539948	8.09299850	
6.120000	-1.35104239	-0.36883223	10.94690323	1.62967181	0.28028429	1.65359890	13.36783314	-15.48147392	9.86815071	
6.140000	-1.31535292	-0.36695030	10.98264217	1.87815547	-0.06653838	1.87933373	12.43887615	-16.05595398	11.78867149	
6.160000	-1.27543175	-0.37303579	11.02302456	2.10684752	-0.41760254	2.14783573	11.95041656	-15.13913441	13.34597492	
6.180000	-1.23129761	-0.38553104	11.06889343	2.33334613	-0.72452176	2.44324303	11.84389019	-13.13388348	14.20656300	
6.200000	-1.18275487	-0.40312451	11.12052631	2.56997252	-0.96677542	2.74579930	11.97362041	-10.21231270	14.25835228	
6.220000	-1.12913644	-0.42668787	11.17909431	2.81605697	-1.13918018	3.03774714	12.02114582	-6.52642059	13.43795395	
6.240000	-1.07031262	-0.45192525	11.24310303	3.06754041	-1.24318802	3.30988216	11.52779388	-2.37623072	11.70051193	
6.260000	-1.00619102	-0.47911522	11.31275082	3.30871058	-1.25847280	3.53996038	9.98615837	2.11364198	8.92946148	
6.280000	-0.93720365	-0.50492418	11.38640785	3.51735783	-1.17291284	3.70776629	6.81977797	6.65003204	4.84774542	
6.300000	-0.86372864	-0.52944183	11.46386528	3.65634203	-0.98324531	3.78623939	1.56741369	10.42249107	-0.77962047	
6.320000	-0.78758168	-0.54875630	11.54242325	3.67349434	-0.70086139	3.73975492	-5.79762840	12.33663273	-7.95205307	
6.340000	-0.71079427	-0.56106198	11.62019062	3.50679064	-0.37822881	3.52712870	-14.80468369	11.63202953	-16.42472839	
6.360000	-0.63853854	-0.56373918	11.69249630	3.11543083	-0.09909715	3.11700654	-24.11226463	8.38346386	-25.17720222	
6.380000	-0.57617402	-0.55928552	11.75501919	2.50080323	0.05211704	2.50134635	-31.62785530	3.73290777	-31.98961067	
6.400000	-0.53066766	-0.55216664	11.80107880	1.70540214	0.03866701	1.70584047	-35.61787033	-0.64925551	-30.21304893	
6.420000	-0.50474888	-0.54986238	11.82709980	0.85994762	-0.09008196	0.86465293	-35.49456406	-3.32318616	-20.77263260	
6.440000	-0.49908593	-0.55459994	11.83448315	0.10666768	-0.23457646	0.25768995	-31.54760742	-3.55894613	-10.51845360	
6.460000	-0.51077396	-0.56606179	11.85085297	-0.47587782	-0.31947803	0.57317179	-24.95956993	-1.75165296	-0.38227472	
6.480000	-0.52918029	-0.57560390	11.87158585	-0.88421696	-0.31665552	0.93920732	-17.83204079	0.67387229	8.60371208	
6.500000	-0.55100620	-0.58101511	11.89407253	-1.13528478	-0.24123456	1.16063154	-11.90107536	2.36282778	10.69918156	
6.520000	-0.57392734	-0.58221579	11.91702557	-1.27155304	-0.13968319	1.27920234	-7.62568283	2.91250682	7.06730795	
6.540000	-0.60164678	-0.58332253	11.94476700	-1.36212802	-0.07033792	1.36394286	-4.76821995	2.56257391	4.39021540	
6.560000	-0.63155115	-0.58475864	11.97470570	-1.43880641	-0.04576170	1.43953395	-3.19115162	1.69343042	3.04736972	
6.580000	-0.66102546	-0.58570737	12.00419521	-1.49348986	-0.03676562	1.49394238	-2.48578382	0.83568090	2.45300031	
6.600000	-0.69093758	-0.58627570	12.03411293	-1.52107394	-0.02523933	1.52128327	-2.01725674	0.41150144	2.00962043	
6.620000	-0.72103077	-0.58666170	12.06420898	-1.55219173	-0.01729304	1.55228806	-1.60364735	0.28396812	1.59887505	
6.640000	-0.75247395	-0.58624935	12.09565449	-1.58847106	-0.01364697	1.58852971	-1.31637847	0.18072197	1.31370032	
6.660000	-0.78494424	-0.58698750	12.12813282	-1.61894941	-0.01100674	1.61898685	-1.00589848	0.10275108	1.00486934	
6.680000	-0.81817788	-0.58706474	12.16136646	-1.63753557	-0.01283635	1.63758588	-0.54531223	0.09444638	0.54469734	
6.700000	-0.85130024	-0.58770269	12.19449520	-1.63967943	-0.01190255	1.63972259	-0.08762127	0.11886544	0.08717772	
6.720000	-0.88407588	-0.58754635	12.22727108	-1.63095331	-0.00805209	1.63097322	0.22643945	0.16886255	-0.22677572	
6.740000	-0.91643351	-0.58786559	12.25963020	-1.61891663	-0.00283345	1.61891913	0.33750024	0.21067825	-0.33779380	
6.760000	-0.94857150	-0.58766484	12.29176903	-1.61042595	0.00270208	1.61042821	0.27392596	0.19896241	-0.27397960	
6.780000	-0.98062688	-0.58795160	12.32382584	-1.60707915	0.00694046	1.60709417	0.13859366	0.17783055	-0.13824001	
6.800000	-1.01272869	-0.58737397	12.35593319	-1.60809290	0.00904823	1.60811841	0.02213169	0.18961467	-0.02111692	
6.820000	-1.04488969	-0.58737367	12.38809395	-1.61017966	0.01051823	1.61021399	-0.03134955	0.27843806	0.03436306	
6.840000	-1.07716978	-0.58670968	12.42038059	-1.61156881	0.01528238	1.61164129	-0.02227921	0.50796992	0.03218947	
6.860000	-1.10949504	-0.58702147	12.45270729	-1.61146653	0.02515762	1.61166286	0.04664409	0.95158929	-0.01315772	
6.880000	-1.14172149	-0.58638740	12.48493958	-1.61026609	0.04483211	1.61089003	0.15736564	1.53325963	-0.07332262	
6.900000	-1.17390406	-0.58569992	12.51712990	-1.60742593	0.07923689	1.60937774	0.30314910	2.14099932	-0.13489817	
6.920000	-1.20596623	-0.58368754	12.54925537	-1.60004032	0.13506059	1.60573053	0.55223083	2.74900436	-0.25633067	
6.940000	-1.23808229	-0.58094090	12.58148861	-1.58870554	0.19860035	1.60107064	1.03552449	3.33773947	-0.54478276	
6.960000	-1.26992762	-0.57630825	12.61366940	-1.56995285	0.27007896	1.59301436	1.87675619	3.79473948	-1.11258233	
6.980000	-1.30114603	-0.56978256	12.64556217	-1.53354597	0.34876502	1.57270479	3.15284848	4.15076160	-1.99417138	
7.000000	-1.33194017	-0.56231588	12.67724895	-1.46533096	0.43909284	1.52970493	4.91682768	4.58232737	-3.09809184	
7.020000	-1.36131299	-0.55279952	12.70812511	-1.35247552	0.53137171	1.45311594	7.13866282	5.07430935	-4.16513205	
7.040000	-1.38839221	-0.54173583	12.73737717	-1.18991184	0.63414699	1.34834445	9.61926365	5.47204113	-4.72997904	
7.060000	-1.41122901	-0.52756160	12.76425552	-0.97096080	0.75231200	1.22830701	12.02263165	5.61821127	-4.32794046	
7.080000	-1.42868519	-0.51191950	12.78769493	-0.69680732	0.87811691	1.12099493	14.11202145	5.30736542	-2.89678049	
7.100000	-1.44054472	-0.49289685	12.81011200	-0.38040364	0.99546695	1.06567419	15.74355507	4.16251373	-0.83636010	
7.120000	-1.44511890	-0.47154766	12.83194542	-0.04292328	1.08277190	1.08362234	16.71176338	2.00231838	1.37960863	
7.140000	-1.44257510	-0.44767591	12.85595226	0.30754247	1.11735749	1.15890908	16.91356277	-1.02786577	3.34057593	
7.160000	-1.43237686	-0.42354000	12.88215446	0.65872395	1.06936777	1.25597155	16.46702576	-4.60553885	4.80600739	
7.180000	-1.41570330	-0.40116146	12.91006184	0.99133909	0.93356568	1.36172616	15.53307533	-8.25882626	5.91362715	
7.200000	-1.39202118	-0.38282630	12.94001198	1.29283714	0.71700710	1.47835279	14.20663452	-11.40274239	6.98624706	
7.220000	-1.36248600	-0.37059906	12.97197819	1.56082153	0.43807682	1.62113392	12.70040321	-13.61958408	8.19000244	
7.240000	-1.32792819	-0.36454028	13.00706291	1.79785275	0.12646660	1.80229533	11.32596874	-14.75950623	9.50057793	
7.260000	-1.28954649	-0.36529925	13.04545212	2.00417280	-0.19067542	2.01322269	10.30365944	-14.74636364	10.73288536	
7.280000	-1.24740171	-0.37288487	13.08827400	2.18994141	-0.49497804	2.24518299	9.69366264	-13.65672398	11.58962440	
7.300000	-1.20173216	-0.38603246	13.13579845	2.37038636	-0.76870233	2.49191380	9.48411655	-11.70479584	11.93287659	
7.320000	-1.15260041	-0.40510631	13.18850231	2.55726671	-0.99023712	2.74229503	9.54071045	-9.02064133	11.72245502	
7.340000	-1.10001957	-0.42799926	13.24585056	2.75282764	-1.14751112	2.98242211	9.59015465	-5.66082287	10.88498592	
7.360000	-1.04320931	-0.45388204	13.30827904	2.95417118	-1.23293304	3.20113277	9.27486324	-1.72507191	9.34279919	
7.380000	-0.98202944	-0.48022941	13.37489128	3.14735365	-1.23455226	3.38082147	8.15327835	2.56007171	7.00212383	
7.400000	-0.91639757	-0.50578129	13.44532204	3.31841636	-1.14277673	3.50967598	5.75954390	6.79601955	3.72249937	
7.420000	-0.84738863	-0.52916247	13.51818466	3.43719053	-0.95053375	3.56620145	1.62785983	10.26221275	-0.75014603	
7.440000	-0.77657545	-0.54776937	13.59140205	3.46125197	-0.67844439	3.52711678	-4.57957983	11.98705482	-6.74873543	
7.460000	-0.70477891	-0.55945367	13.66414356	3.34064102	-0.36954814	3.36101890	-12.66586781	11.19155502	-14.28756046	
7.480000	-0.63621885	-0.56223392	13.73276043	3.02022505	-0.10231978	3.02195787	-21.43165588	7.96359777	-22.46695518	
7.500000	-0.57478720	-0.55840302	13.79431152	2.47193742	0.04281475	2.47230816	-29.05223083	3.44985461	-29.48421860	
7.520000	-0.52737731	-0.55183995	13.84217358	1.73098302	0.02637976	1.73118401	-33.86952209	-0.73457003	-28.83970451	
7.540000	-0.49980375	-0.54940140	13.86985493	0.91862047	-0.10301417	0.92437845	-34.77795029	-3.17511201	-20.35371780	
7.560000	-0.49317813	-0.55421686	13.87804604	0.16323569	-0.24505521	0.29444516	-31.60964012	-3.21660280	-10.54012108	
7.580000	-0.50394833	-0.56570220	13.89379120	-0.45111734	-0.31959826	0.55285615	-25.55101776	-1.29875517	-0.79596305	
7.600000	-0.52164203	-0.57604480	13.91428566	-0.88322425	-0.30063006	0.93298632	-18.63918304	1.13993502	8.20046806	
7.620000	-0.54341310	-0.58122802	13.93666553	-1.14359367	-0.21304032	1.16326809	-12.44539452	2.70026231	10.75992489	
7.640000	-0.56819010	-0.58107883	13.96144295	-1.28662014	-0.10586525	1.29096818	-7.67640924	2.92962623	7.19375277	
7.660000	-0.59593612	-0.58051640	13.98919487	-1.37908781	-0.03900129	1.37963915	-4.53276777	2.22598171	4.22184515	
7.680000	-0.62605274	-0.58139378	14.01932430	-1.44246364	-0.02568040	1.44269216	-2.84267044	1.21137166	2.74888968	
7.700000	-0.65498197	-0.58265436	14.04828072	-1.47919393	-0.03829249	1.47968948	-2.05675244	0.43081376	2.04630256	
7.720000	-0.68482107	-0.58400089	14.07814980	-1.50078154	-0.04085946	1.50133765	-1.61529815	0.17526343	1.61494052	
7.740000	-0.71441579	-0.58426350	14.10774612	-1.52804816	-0.02933292	1.52832973	-1.36177289	0.29561174	1.35843360	
7.760000	-0.74507612	-0.58479261	14.13841057	-1.56222641	-0.01399318	1.56228912	-1.21317112	0.45959327	1.20750916	
7.780000	-0.77717227	-0.58489674	14.17050648	-1.58913815	-0.00405485	1.58914328	-0.98731381	0.48212218	0.98329598	
7.800000	-0.80963331	-0.58489078	14.20296764	-1.60810018	0.00129466	1.60810065	-0.63965148	0.42195916	0.63944238	
7.820000	-0.84241897	-0.58469796	14.23575401	-1.61257982	0.00788718	1.61259913	-0.31106707	0.38010913	0.31365144	
7.840000	-0.87436956	-0.58450615	14.26770496	-1.61049747	0.01586600	1.61057568	-0.11593794	0.38475144	0.12030597	
7.860000	-0.90631849	-0.58427078	14.29965496	-1.60827422	0.02549190	1.60847628	-0.05683897	0.37567082	0.06220835	
7.880000	-0.93822664	-0.58379877	14.33156681	-1.60923684	0.03363539	1.60958827	-0.07815457	0.31318912	0.08341567	
7.900000	-0.97065938	-0.58277416	14.36401558	-1.61539650	0.04019189	1.61589646	-0.08699791	0.26360735	0.09240802	
7.920000	-1.00314188	-0.58175528	14.39651394	-1.61916804	0.04281251	1.61973393	-0.05097486	0.31864387	0.05992400	
7.940000	-1.03562891	-0.58077949	14.42901516	-1.61938560	0.04412853	1.61998677	0.01862297	0.48551351	-0.00023047	
7.960000	-1.06808138	-0.58006686	14.46147537	-1.61552465	0.05308263	1.61639655	0.07139590	0.74524879	-0.03511358	
7.980000	-1.10018671	-0.57945728	14.49358654	-1.61121869	0.07335392	1.61288762	0.12360658	1.10706985	-0.05635815	
8.000000	-1.13245916	-0.57805800	14.52588940	-1.60996842	0.10072137	1.61311603	0.23598662	1.48359394	-0.12405857	
8.020000	-1.16443050	-0.57551199	14.55796242	-1.61013091	0.13434136	1.61572552	0.42128149	1.78061724	-0.25245288	
8.040000	-1.19665968	-0.57210541	14.59037113	-1.60182250	0.17451960	1.61130142	0.78020114	2.07640672	-0.52655762	
8.059999	-1.22905815	-0.56838381	14.62298298	-1.58308184	0.21750769	1.59795427	1.46772647	2.49997163	-1.06072676	
8.080000	-1.26098359	-0.56406635	14.65519905	-1.55339873	0.26522416	1.57587802	2.53556466	2.99778748	-1.87624323	
8.099999	-1.29168296	-0.55842531	14.68641281	-1.50123537	0.32765603	1.53657615	3.97251177	3.51869965	-2.91396165	
8.120000	-1.32141197	-0.55145162	14.71694851	-1.41294491	0.40986198	1.47119009	5.81348562	4.16121149	-4.04199314	
8.139999	-1.34959638	-0.54265511	14.74647331	-1.27948272	0.49986896	1.37366116	8.02587509	4.88690948	-4.93185139	
8.160000	-1.37518537	-0.53171176	14.77430439	-1.09781682	0.59931600	1.25075233	10.41542435	5.41145277	-5.11215067	
8.179999	-1.39596808	-0.51845419	14.79895592	-0.86436236	0.71736783	1.12327147	12.69341755	5.55523920	-4.18911123	
8.200000	-1.41099226	-0.50372058	14.81999874	-0.57964945	0.84651339	1.02595246	14.63583469	5.19229460	-2.19859695	
8.220000	-1.41996431	-0.48574942	14.84008503	-0.25491405	0.96076393	0.99400628	16.08520889	3.97623181	0.32895195	
8.240000	-1.42226052	-0.46459779	14.86136055	0.09028858	1.04229438	1.04619765	16.85387230	1.65210056	2.75860214	
8.260000	-1.41715515	-0.44094235	14.88556099	0.44310126	1.06746590	1.15577769	16.81003380	-1.56090641	4.65369511	
8.280000	-1.40427637	-0.41818357	14.91171074	0.78942394	1.00973833	1.28170264	16.02696609	-5.19817829	5.83862925	
8.300000	-1.38437712	-0.39741623	14.94047260	1.11125362	0.85624987	1.40287149	14.72886658	-8.81121731	6.52277470	
8.320000	-1.35819089	-0.38124976	14.97124672	1.39233863	0.62483674	1.52611530	13.17733002	-11.87416267	7.21660042	
8.340000	-1.32695091	-0.37019873	15.00438404	1.63154292	0.33967716	1.66652715	11.67750359	-13.93508244	8.26167393	
8.360000	-1.29149914	-0.36664361	15.04001331	1.83938432	0.02573752	1.83956432	10.53969955	-14.81113338	9.61337376	
8.380000	-1.25280035	-0.36929765	15.07880306	2.03028536	-0.29128692	2.05107450	9.93342972	-14.55076504	10.98168945	
8.400000	-1.21056712	-0.37932473	15.12221050	2.21720839	-0.59140772	2.29472780	9.76550961	-13.22307301	11.97055912	
8.420000	-1.16469419	-0.39431959	15.17047215	2.41075826	-0.85211140	2.55692172	9.80031776	-10.93636990	12.24800777	
8.440000	-1.11453903	-0.41481856	15.22465515	2.61365533	-1.05817270	2.81973815	9.80832386	-7.83882761	11.70185947	
8.460000	-1.06028914	-0.43901986	15.28405857	2.81703281	-1.18926680	3.05778170	9.52281380	-4.08643436	10.33031845	
8.480000	-1.00160182	-0.46551070	15.34844780	3.01158071	-1.23662150	3.25558758	8.57540226	0.13567005	8.10235977	
8.500000	-0.93902892	-0.49229592	15.41651249	3.18731666	-1.19227672	3.40301514	6.56037855	4.43516684	4.98146486	
8.520000	-0.87313128	-0.51642436	15.48668861	3.32293820	-1.05393481	3.48607183	3.06679082	8.14326191	0.85139239	
8.540000	-0.80447143	-0.53701442	15.55836964	3.38099599	-0.82796431	3.48089910	-2.23414302	10.53353977	-4.52803373	
8.559999	-0.73431176	-0.55220568	15.63015556	3.31308627	-0.55251271	3.35884070	-9.29601765	10.91378689	-11.22090721	
