Time	Right_Heel_y_baseline X
4.960000	-0.01439904	
4.980000	-0.01574869	
5.000000	-0.01506588	
5.020000	-0.00944163	
5.040000	-0.00105372	
5.060000	0.00852898	
5.080000	0.00924028	
5.100000	0.00063930	
5.120000	-0.00905259	
5.140000	-0.01292193	
5.160000	-0.01000646	
5.180000	-0.00220200	
5.200000	0.00654954	
5.220000	0.01381662	
5.240000	0.01283653	
5.260000	0.00261259	
5.280000	-0.00704099	
5.300000	-0.01205370	
5.320000	-0.01006463	
5.340000	-0.00451681	
5.360000	0.00297788	
5.380000	0.01121807	
5.400000	0.01472931	
5.420000	0.00904892	
5.440000	-0.00217497	
5.460000	-0.01119448	
5.480000	-0.01312475	
5.500000	-0.00744151	
5.520000	0.00051475	
5.540000	0.00833824	
5.560000	0.01083271	
5.580000	0.00400344	
5.600000	-0.00536169	
5.620000	-0.01214671	
5.640000	-0.01261073	
5.660000	-0.00873545	
5.680000	-0.00312924	
5.700000	0.00283794	
5.720000	0.00464468	
5.740000	-0.00124036	
5.760000	-0.00794692	
5.780000	-0.01177795	
5.800000	-0.00979769	
5.820000	-0.00364347	
5.840000	0.00342879	
5.860000	0.01012716	
5.880000	0.01101115	
5.900000	0.00427838	
5.920000	-0.00471841	
5.940000	-0.01068559	
5.960000	-0.01043259	
5.980000	-0.00518468	
6.000000	0.00024699	
6.020000	0.00404339	
6.040000	0.00175686	
6.060000	-0.00532092	
6.080000	-0.01179782	
6.100000	-0.01441829	
6.120000	-0.01336138	
6.140000	-0.00850211	
6.160000	-0.00118546	
6.180000	0.00820200	
6.200000	0.01242597	
6.220000	0.00671589	
6.240000	-0.00355209	
6.260000	-0.01098920	
6.280000	-0.01113179	
6.300000	-0.00619920	
6.320000	0.00052233	
6.340000	0.01016177	
6.360000	0.01688349	
6.380000	0.01436116	
6.400000	0.00303851	
6.420000	-0.00738415	
6.440000	-0.01102649	
6.460000	-0.00605087	
6.480000	0.00260296	
6.500000	0.01233460	
6.520000	0.01675484	
6.540000	0.01082554	
6.560000	-0.00065608	
6.580000	-0.00997531	
6.600000	-0.01307353	
6.620000	-0.00939369	
6.640000	-0.00361069	
6.660000	0.00372298	
6.680000	0.00701131	
6.700000	0.00288568	
6.720000	-0.00524470	
6.740000	-0.01101953	
6.760000	-0.00969341	
6.780000	-0.00194879	
6.800000	0.00891434	
6.820000	0.01841775	
6.840000	0.02003846	
6.860000	0.00977170	
6.880000	-0.00339147	
6.900000	-0.01111828	
6.920000	-0.01064400	
6.940000	-0.00321898	
6.960000	0.00649689	
6.980000	0.01919624	
7.000000	0.02702282	
7.020000	0.02455620	
7.040000	0.01240672	
7.060000	-0.00344720	
7.080000	-0.01319933	
7.100000	-0.01283097	
7.120000	-0.00537173	
7.140000	0.00748599	
7.160000	0.01838599	
7.180000	0.02444640	
7.200000	0.02093373	
7.220000	0.00812416	
7.240000	-0.00488147	
7.260000	-0.01243374	
7.280000	-0.01096626	
7.300000	-0.00387865	
7.320000	0.00514701	
7.340000	0.01271115	
7.360000	0.01426856	
7.380000	0.00671732	
7.400000	-0.00454201	
7.420000	-0.01235077	
7.440000	-0.01199286	
7.460000	-0.00418329	
7.480000	0.00576736	
7.500000	0.01298301	
7.520000	0.01215269	
7.540000	0.00205965	
7.560000	-0.00764535	
7.580000	-0.01284409	
7.600000	-0.01070730	
7.620000	-0.00429228	
7.640000	0.00403254	
7.660000	0.01158069	
7.680000	0.01091959	
7.700000	0.00104515	
7.720000	-0.01148130	
7.740000	-0.01749089	
7.760000	-0.01656777	
7.780000	-0.01037665	
7.800000	-0.00277852	
7.820000	0.00967050	
7.840000	0.01884080	
7.860000	0.01894528	
7.880000	0.00720675	
7.900000	-0.00654255	
7.920000	-0.01514782	
7.940000	-0.01394565	
7.960000	-0.01013900	
7.980000	-0.00307024	
8.000000	0.00213812	
8.020000	0.00583906	
8.040000	0.00305450	
8.059999	-0.00529940	
8.080000	-0.01250154	
8.099999	-0.01336609	
8.120000	-0.00679187	
8.139999	0.00443202	
8.160000	0.01273738	
8.179999	0.01658602	
8.200000	0.01019250	
8.220000	-0.00145547	
8.240000	-0.01163967	
8.260000	-0.01318088	
8.280000	-0.00751445	
8.300000	0.00353613	
8.320000	0.01218075	
8.340000	0.01668927	
8.360000	0.01009437	
8.380000	-0.00192298	
8.400000	-0.01171526	
8.420000	-0.01306780	
8.440000	-0.00794119	
8.460000	0.00133565	
8.480000	0.00775170	
8.500000	0.01109065	
8.520000	0.00683267	
8.540000	-0.00161567	
8.559999	-0.00896388	
8.580000	-0.01104145	
8.599999	-0.00653026	
8.620000	0.00280701	
8.639999	0.01065305	
8.660000	0.01477745	
8.679999	0.00925912	
8.700000	-0.00118341	
8.720000	-0.01039304	
8.740000	-0.01158640	
8.760000	-0.00577368	
8.780000	0.00459264	
8.800000	0.01444474	
8.820000	0.02054612	
8.840000	0.01647314	
8.860000	0.00104330	
8.880000	-0.01328659	
8.900000	-0.01844291	
8.920000	-0.01489112	
8.940000	-0.00601132	
8.960000	0.00286847	
8.980000	0.01174827	
9.000000	0.01352407	
9.020000	0.00642048	
9.040000	-0.00590029	
9.059999	-0.01478009	
9.080000	-0.01833208	
9.099999	-0.01311533	
9.120000	-0.00601132	
9.139999	0.00450251	
9.160000	0.01125085	
9.179999	0.01068275	
9.200000	0.00221740	
9.220000	-0.00824705	
9.240000	-0.01473092	
9.260000	-0.01287235	
9.280000	-0.00564133	
9.300000	0.00617054	
9.320000	0.01412679	
9.340000	0.01408049	
9.360000	0.00327739	
9.380000	-0.00844392	
9.400000	-0.01532298	
9.420000	-0.01447257	
9.440000	-0.01164213	
9.460000	-0.00513941	
9.480000	0.00171199	
9.500000	0.00752348	
9.520000	0.00599353	
9.540000	-0.00262609	
9.559999	-0.01101932	
9.580000	-0.01365700	
9.599999	-0.00928122	
9.620000	-0.00076301	
9.639999	0.01007082	
9.660000	0.02338354	
9.679999	0.03230534	
9.700000	0.03202529	
9.719999	0.02022120	
9.740000	0.00245915	
9.760000	-0.01043013	
9.780000	-0.01270477	
9.800000	-0.00645077	
9.820000	0.00403008	
9.840000	0.01296662	
9.860000	0.01982580	
9.880000	0.01963323	
9.900000	0.01140799	
9.920000	-0.00123340	
9.940000	-0.00968584	
9.960000	-0.01113385	
9.980000	-0.00435373	
10.000000	0.00415340	
10.020000	0.01561823	
10.040000	0.02273206	
10.059999	0.02233420	
10.080000	0.01220390	
10.099999	-0.00092179	
10.120000	-0.00958852	
10.139999	-0.00782892	
10.160000	0.00153990	
10.179999	0.01716806	
10.200000	0.02834810	
10.219999	0.03173684	
10.240000	0.02095626	
10.260000	0.00456356	
10.280000	-0.00860578	
10.300000	-0.01083659	
10.320000	-0.00512651	
10.340000	0.00561124	
10.360000	0.01746961	
10.380000	0.02798857	
10.400000	0.02953553	
10.420000	0.01903337	
10.440000	0.00262980	
10.460000	-0.00833781	
10.480000	-0.01029921	
10.500000	-0.00361151	
10.520000	0.00625105	
10.540000	0.01921694	
10.559999	0.02820471	
10.580000	0.02665754	
10.599999	0.01422103	
10.620000	-0.00210819	
10.639999	-0.01256914	
10.660000	-0.01206723	
10.679999	-0.00552887	
10.700000	0.00463751	
10.719999	0.01075897	
10.740000	0.01194474	
10.760000	0.00384098	
10.780000	-0.00731203	
10.800000	-0.01567249	
10.820000	-0.01515377	
10.840000	-0.01115371	
10.860000	-0.00469710	
10.880000	0.00051250	
10.900000	0.00511301	
10.920000	0.00601976	
10.940000	-0.00050448	
10.960000	-0.00931236	
10.980000	-0.01504724	
11.000000	-0.01348676	
11.020000	-0.00447974	
11.040000	0.00793649	
11.059999	0.02315491	
11.080000	0.03304122	
11.099999	0.03107306	
11.120000	0.01661983	
11.139999	-0.00206578	
11.160000	-0.01409501	
11.179999	-0.01432446	
11.200000	-0.00833084	
11.219999	0.00007530	
11.240000	0.00451234	
11.259999	0.00355007	
11.280000	-0.00352997	
11.300000	-0.01140386	
11.320000	-0.01526603	
11.340000	-0.01195087	
11.360000	-0.00505500	
11.380000	0.00562477	
11.400000	0.01283529	
11.420000	0.01514047	
11.440000	0.00805613	
11.460000	-0.00354676	
11.480000	-0.01269105	
11.500000	-0.01347795	
11.520000	-0.00960103	
11.540000	-0.00262527	
11.559999	0.00383934	
11.580000	0.01160076	
11.599999	0.01320735	
11.620000	0.00531685	
11.639999	-0.00509679	
11.660000	-0.01131536	
11.679999	-0.01072615	
11.700000	-0.00613752	
11.719999	0.00092264	
11.740000	0.01340975	
11.759999	0.02296828	
11.780000	0.02414852	
11.800000	0.01355173	
11.820000	-0.00023998	
11.840000	-0.00958771	
11.860000	-0.00969177	
11.880000	-0.00518550	
11.900000	0.00153109	
11.920000	0.00520192	
11.940000	0.00350766	
11.960000	-0.00356458	
11.980000	-0.01093656	
12.000000	-0.01427816	
12.020000	-0.01260234	
12.040000	-0.00822820	
12.059999	0.00029923	
12.080000	0.00832677	
12.099999	0.01189046	
12.120000	0.00632173	
12.139999	-0.00383645	
12.160000	-0.01193488	
12.179999	-0.01279533	
12.200000	-0.00975263	
12.219999	-0.00322226	
12.240000	0.00222826	
12.259999	0.00555204	
12.280000	0.00134425	
12.300000	-0.00648662	
12.320000	-0.01285268	
12.340000	-0.01331200	
12.360000	-0.01130942	
12.380000	-0.00621311	
12.400000	-0.00063477	
12.420000	0.00555368	
12.440000	0.00670852	
12.460000	0.00001630	
12.480000	-0.00742410	
12.500000	-0.01123136	
12.520000	-0.00935273	
12.540000	-0.00598224	
12.559999	-0.00274840	
12.580000	0.00447853	
12.599999	0.01073007	
12.620000	0.01393135	
12.639999	0.00861707	
12.660000	-0.00174126	
12.679999	-0.01060794	
12.700000	-0.01509272	
12.719999	-0.01504928	
12.740000	-0.01251055	
12.759999	-0.00738107	
12.780000	0.00138748	
12.799999	0.00771545	
12.820000	0.00664993	
12.840000	-0.00175212	
12.860000	-0.01006894	
12.880000	-0.01362626	
12.900000	-0.01341034	
12.920000	-0.01321448	
12.940000	-0.00927037	
12.960000	-0.00159232	
12.980000	0.00670360	
13.000000	0.00920095	
13.020000	0.00188491	
13.040000	-0.00766706	
13.059999	-0.01516892	
13.080000	-0.01489112	
13.099999	-0.00576138	
13.120000	0.00830445	
13.139999	0.02137522	
13.160000	0.02363348	
13.179999	0.01383035	
13.200000	0.00004335	
13.219999	-0.00928450	
13.240000	-0.01148663	
13.259999	-0.00829397	
13.280000	-0.00329006	
13.299999	0.00593063	
13.320000	0.01317415	
13.340000	0.01506099	
13.360000	0.00686586	
13.380000	-0.00284202	
13.400000	-0.01000482	
13.420000	-0.01004149	
13.440000	-0.00754374	
13.460000	-0.00086504	
13.480000	0.00794101	
13.500000	0.01672615	
13.520000	0.01944435	
13.540000	0.01207750	
13.559999	-0.00010559	
13.580000	-0.01033814	
13.599999	-0.01387416	
13.620000	-0.01316634	
13.639999	-0.01221739	
13.660000	-0.00809197	
13.679999	-0.00210491	
13.700000	0.00512326	
13.719999	0.00638402	
13.740000	-0.00034058	
13.759999	-0.00861233	
13.780000	-0.01446582	
13.799999	-0.01511340	
13.820000	-0.01591219	
13.840000	-0.01497655	
13.860000	-0.00993988	
13.880000	-0.00445801	
13.900000	-0.00091687	
13.920000	-0.00418636	
13.940000	-0.00796433	
13.960000	-0.01116355	
13.980000	-0.00966063	
14.000000	-0.00557946	
14.020000	0.00385922	
14.040000	0.01438001	
14.059999	0.02110951	
14.080000	0.01736718	
14.099999	0.00468647	
14.120000	-0.00788730	
14.139999	-0.01534633	
14.160000	-0.01318334	
14.179999	-0.00586320	
14.200000	0.00563297	
14.219999	0.01635697	
14.240000	0.02324465	
14.259999	0.02030581	
14.280000	0.00846793	
14.299999	-0.00443180	
14.320000	-0.01168084	
14.340000	-0.00907820	
14.360000	-0.00236733	
14.380000	0.00965329	
14.400000	0.01911451	
14.420000	0.02199373	
14.440000	0.01300596	
14.460000	-0.00078842	
14.480000	-0.01104698	
14.500000	-0.01233929	
14.520000	-0.00901735	
14.540000	-0.00186439	
14.559999	0.00591978	
14.580000	0.01491041	
14.599999	0.01797052	
14.620000	0.01206787	
14.639999	-0.00024471	
14.660000	-0.00926074	
14.679999	-0.01221310	
14.700000	-0.00960737	
14.719999	-0.00690946	
14.740000	-0.00094207	
14.759999	0.00408415	
14.780000	0.00735323	
14.799999	0.00326878	
14.820000	-0.00486037	
14.839999	-0.01252224	
14.860000	-0.01432282	
14.880000	-0.01240484	
14.900000	-0.00675581	
14.920000	-0.00005458	
14.940000	0.00996183	
14.960000	0.01641332	
14.980000	0.01422021	
15.000000	0.00361173	
15.020000	-0.00745401	
15.040000	-0.01288608	
15.059999	-0.01130471	
15.080000	-0.00818805	
15.099999	-0.00115533	
15.120000	0.00609596	
15.139999	0.01189046	
15.160000	0.01205783	
15.179999	0.00352693	
15.200000	-0.00511810	
15.219999	-0.01082654	
15.240000	-0.01008247	
15.259999	-0.00740463	
15.280000	-0.00466043	
15.299999	0.00339048	
15.320000	0.01179887	
15.339999	0.01985531	
15.360000	0.01974632	
15.380000	0.01228912	
15.400000	0.00021318	
15.420000	-0.00731592	
15.440000	-0.00906304	
15.460000	-0.00430621	
15.480000	0.00076571	
15.500000	0.00802583	
15.520000	0.01250117	
15.540000	0.01172532	
15.559999	0.00342490	
15.580000	-0.00502837	
15.599999	-0.01004416	
15.620000	-0.00909214	
15.639999	-0.00788136	
15.660000	-0.00352772	
15.679999	0.00278817	
15.700000	0.01273328	
15.719999	0.01954924	
15.740000	0.01737948	
15.759999	0.00556044	
15.780000	-0.00616252	
15.799999	-0.01189125	
15.820000	-0.01081385	
15.839999	-0.00934207	
15.860000	-0.00472742	
15.880000	-0.00016890	
15.900000	0.00612956	
15.920000	0.00711805	
15.940000	0.00176670	
15.960000	-0.00640181	
15.980000	-0.01073189	
16.000000	-0.00894421	
16.020000	-0.00383154	
16.039999	0.00150569	
16.059999	0.01188922	
16.080000	0.02093865	
16.100000	0.02622138	
16.119999	0.02087350	
16.139999	0.00680830	
16.160000	-0.00851440	
16.180000	-0.01886597	
16.199999	-0.02199472	
16.219999	-0.01844291	
16.240000	-0.01489112	
16.260000	-0.00536272	
16.279999	0.00086957	
16.299999	0.00663477	
16.320000	0.00300266	
16.340000	-0.00340971	
16.359999	-0.00935580	
16.379999	-0.01134466	
16.400000	-0.01080893	
16.420000	-0.00751956	
16.440001	-0.00196661	
16.459999	0.00943224	
16.480000	0.01802337	
16.500000	0.01931261	
16.520000	0.00916612	
16.539999	-0.00317350	
16.559999	-0.01101030	
16.580000	-0.01178533	
16.600000	-0.01009884	
16.619999	-0.00608099	
16.639999	-0.00097014	
16.660000	0.00728871	
16.680000	0.01321636	
16.699999	0.01298322	
16.719999	0.00440088	
16.740000	-0.00447030	
16.760000	-0.00975181	
16.779999	-0.00776295	
16.799999	-0.00407758	
16.820000	0.00359187	
16.840000	0.01014538	
16.859999	0.01392274	
16.879999	0.01015747	
16.900000	0.00013267	
16.920000	-0.00840378	
16.940001	-0.01349597	
16.959999	-0.01356071	
16.980000	-0.01180847	
17.000000	-0.00895426	
17.020000	-0.00269246	
17.039999	0.00200146	
17.059999	0.00376169	
17.080000	-0.00218603	
17.100000	-0.00881638	
17.119999	-0.01349577	
17.139999	-0.01462008	
17.160000	-0.01520948	
17.180000	-0.01311901	
17.199999	-0.00723480	
17.219999	0.00103614	
17.240000	0.00656900	
17.260000	0.00489236	
17.279999	-0.00316714	
17.299999	-0.01022382	
17.320000	-0.01305428	
17.340000	-0.01078168	
17.359999	-0.00751752	
17.379999	-0.00012793	
17.400000	0.00858244	
17.420000	0.01472828	
17.440001	0.01256528	
17.459999	0.00239298	
17.480000	-0.00718316	
17.500000	-0.01155914	
17.520000	-0.01057455	
17.539999	-0.00727168	
17.559999	-0.00262055	
17.580000	0.00379652	
17.600000	0.00716251	
17.619999	0.00249377	
17.639999	-0.00535534	
17.660000	-0.01202419	
17.680000	-0.01302354	
17.699999	-0.01133297	
17.719999	-0.00822267	
17.740000	-0.00055364	
17.760000	0.00778940	
17.779999	0.01254889	
17.799999	0.00710474	
17.820000	-0.00327265	
17.840000	-0.01202154	
17.859999	-0.01614594	
17.879999	-0.01728664	
17.900000	-0.01483315	
17.920000	-0.00935641	
17.940001	-0.00041679	
17.959999	0.00556864	
17.980000	0.00588249	
18.000000	-0.00145034	
18.020000	-0.00838451	
18.039999	-0.01165052	
18.059999	-0.00931400	
18.080000	-0.00633031	
18.100000	0.00177899	
18.119999	0.01112178	
18.139999	0.01854230	
18.160000	0.01615539	
18.180000	0.00475141	
18.199999	-0.00632867	
18.219999	-0.01115207	
18.240000	-0.00908312	
18.260000	-0.00335829	
18.279999	0.00496592	
18.299999	0.01740324	
18.320000	0.02621728	
18.340000	0.02311435	
18.359999	0.00832656	
18.379999	-0.00561327	
18.400000	-0.01188652	
18.420000	-0.01036702	
18.440001	-0.00925356	
18.459999	-0.00576487	
18.480000	-0.00000131	
18.500000	0.00782546	
18.520000	0.01335362	
18.539999	0.01144424	
18.559999	0.00242759	
18.580000	-0.00731756	
18.600000	-0.01272792	
18.619999	-0.01142721	
18.639999	-0.00886309	
18.660000	-0.00277646	
18.680000	0.00372647	
18.699999	0.01031829	
18.719999	0.01200148	
18.740000	0.00402680	
18.760000	-0.00489070	
18.779999	-0.01101112	
18.799999	-0.00997674	
18.820000	-0.00673287	
18.840000	-0.00115943	
18.859999	0.01029494	
18.879999	0.02210148	
18.900000	0.02835302	
18.920000	0.02330364	
18.939999	0.00820713	
18.959999	-0.00503738	
18.980000	-0.01214631	
19.000000	-0.01145795	
19.020000	-0.00938039	
19.039999	-0.00803973	
19.059999	-0.00295736	
19.080000	0.00342305	
19.100000	0.01040679	
19.119999	0.01235633	
19.139999	0.00588740	
19.160000	-0.00317369	
19.180000	-0.01123136	
19.199999	-0.01351482	
19.219999	-0.01462008	
19.240000	-0.01543054	
19.260000	-0.01256874	
19.279999	-0.00638828	
19.299999	0.00237823	
19.320000	0.00727457	
19.340000	0.00401144	
19.359999	-0.00359491	
19.379999	-0.01095234	
19.400000	-0.01265888	
19.420000	-0.01072513	
19.439999	-0.00753166	
19.459999	-0.00231592	
19.480000	0.00114635	
19.500000	0.00072023	
19.520000	-0.00478806	
19.539999	-0.01053420	
19.559999	-0.01359431	
19.580000	-0.01200433	
19.600000	-0.00931400	
19.619999	-0.00334682	
19.639999	0.00224362	
19.660000	0.00555143	
19.680000	0.00238499	
19.699999	-0.00487185	
19.719999	-0.01083905	
19.740000	-0.01190579	
19.760000	-0.00988293	
19.779999	-0.00579171	
19.799999	-0.00131616	
19.820000	0.00370720	
19.840000	0.00547829	
19.859999	-0.00004271	
19.879999	-0.00701866	
19.900000	-0.01173370	
19.920000	-0.01135100	
19.939999	-0.00927897	
19.959999	-0.00728990	
19.980000	-0.00097977	
20.000000	0.00728256	
20.020000	0.01749687	
