Time	Right_Forefoot_y_baseline X
15.400000	0.01210909	
15.420000	0.00507632	
15.440000	-0.00270464	
15.460000	-0.00729127	
15.480000	-0.00815040	
15.500000	-0.00763041	
15.520000	-0.00752942	
15.540000	-0.00266074	
15.559999	0.00432082	
15.580000	0.01172382	
15.599999	0.01445666	
15.620000	0.01058264	
15.639999	0.00310934	
15.660000	-0.00416321	
15.679999	-0.00711185	
15.700000	-0.00689666	
15.719999	-0.00650205	
15.740000	-0.00291698	
15.759999	0.00278646	
15.780000	0.01032458	
15.799999	0.01467206	
15.820000	0.01286925	
15.839999	0.00738223	
15.860000	0.00004345	
15.880000	-0.00365764	
15.900000	-0.00563031	
15.920000	-0.00556672	
15.940000	-0.00260547	
15.960000	0.00441876	
15.980000	0.01262847	
16.000000	0.01720393	
16.020000	0.01400210	
16.039999	0.00579220	
16.059999	-0.00235920	
16.080000	-0.00667456	
16.100000	-0.00827761	
16.119999	-0.00915360	
16.139999	-0.00853913	
16.160000	-0.00489777	
16.180000	0.00277263	
16.199999	0.01000434	
16.219999	0.01394805	
16.240000	0.01184371	
16.260000	0.00597019	
16.279999	-0.00150676	
16.299999	-0.00638135	
16.320000	-0.00859663	
16.340000	-0.00596641	
16.359999	-0.00069316	
16.379999	0.00731762	
16.400000	0.01327160	
16.420000	0.01472245	
16.440001	0.01089984	
16.459999	0.00292565	
16.480000	-0.00379826	
16.500000	-0.00818373	
16.520000	-0.00834751	
16.539999	-0.00544094	
16.559999	0.00085585	
16.580000	0.00843929	
16.600000	0.01293083	
16.619999	0.01163401	
16.639999	0.00676370	
16.660000	-0.00036335	
16.680000	-0.00483742	
16.699999	-0.00588533	
16.719999	-0.00319739	
16.740000	0.00331315	
16.760000	0.01034145	
16.779999	0.01595730	
16.799999	0.01653011	
16.820000	0.01124020	
16.840000	0.00174017	
16.859999	-0.00505972	
16.879999	-0.00805245	
16.900000	-0.00753754	
16.920000	-0.00850195	
16.940001	-0.00652927	
16.959999	-0.00131068	
16.980000	0.00709003	
17.000000	0.01350081	
17.020000	0.01521906	
17.039999	0.01135887	
17.059999	0.00355150	
17.080000	-0.00316061	
17.100000	-0.00681010	
17.119999	-0.00687553	
17.139999	-0.00353633	
17.160000	0.00243533	
17.180000	0.00931834	
17.199999	0.01374729	
17.219999	0.01154846	
17.240000	0.00571355	
17.260000	-0.00138871	
17.279999	-0.00514954	
17.299999	-0.00672759	
17.320000	-0.00700355	
17.340000	-0.00432068	
17.359999	0.00136466	
17.379999	0.00927585	
17.400000	0.01405269	
17.420000	0.01185265	
17.440001	0.00474043	
17.459999	-0.00273146	
17.480000	-0.00580588	
17.500000	-0.00635493	
17.520000	-0.00636752	
17.539999	-0.00365500	
17.559999	0.00120799	
17.580000	0.00622867	
17.600000	0.00573529	
17.619999	0.00007150	
17.639999	-0.00544560	
17.660000	-0.00628258	
17.680000	-0.00265504	
17.699999	0.00286204	
17.719999	0.00647332	
17.740000	0.00519072	
17.760000	-0.00024754	
17.779999	-0.00626755	
17.799999	-0.00875960	
17.820000	-0.00972317	
17.840000	-0.00985038	
17.859999	-0.00704336	
17.879999	-0.00119038	
17.900000	0.00633250	
17.920000	0.01137309	
17.940001	0.01237752	
17.959999	0.00936364	
17.980000	0.00250217	
18.000000	-0.00428919	
18.020000	-0.00881609	
18.039999	-0.00982112	
18.059999	-0.00811139	
18.080000	-0.00430200	
18.100000	0.00262207	
18.119999	0.00879529	
18.139999	0.01278248	
18.160000	0.01199611	
18.180000	0.00652270	
18.199999	-0.00081263	
18.219999	-0.00625515	
18.240000	-0.00787587	
18.260000	-0.00768304	
18.279999	-0.00687939	
18.299999	-0.00207654	
