Time	Left_Heel_y_baseline X
4.940000	-0.00643903	
4.960000	-0.00068454	
4.980000	0.00554971	
5.000000	0.00755511	
5.020000	0.00208268	
5.040000	-0.00390895	
5.060000	-0.01137827	
5.080000	-0.01367222	
5.100000	-0.01640184	
5.120000	-0.01689501	
5.140000	-0.01488270	
5.160000	-0.01152173	
5.180000	-0.00616409	
5.200000	-0.00313415	
5.220000	-0.00298804	
5.240000	-0.00481991	
5.260000	-0.00707464	
5.280000	-0.00700149	
5.300000	-0.00334039	
5.320000	0.00415574	
5.340000	0.01504333	
5.360000	0.02241552	
5.380000	0.02126884	
5.400000	0.01140438	
5.420000	-0.00205474	
5.440000	-0.01054513	
5.460000	-0.01471283	
5.480000	-0.01540208	
5.500000	-0.01403636	
5.520000	-0.01202384	
5.540000	-0.00942102	
5.560000	-0.00881386	
5.580000	-0.00790046	
5.600000	-0.00746214	
5.620000	-0.00518262	
5.640000	-0.00063252	
5.660000	0.00748664	
5.680000	0.01695059	
5.700000	0.02378021	
5.720000	0.02379912	
5.740000	0.01490109	
5.760000	0.00211519	
5.780000	-0.00765561	
5.800000	-0.01175460	
5.820000	-0.00954416	
5.840000	-0.00502799	
5.860000	0.00104369	
5.880000	0.00475194	
5.900000	0.00123450	
5.920000	-0.00388741	
5.940000	-0.01071054	
5.960000	-0.01268059	
5.980000	-0.01343955	
6.000000	-0.01091436	
6.020000	-0.00444663	
6.040000	0.00414701	
6.060000	0.01306678	
6.080000	0.01750289	
6.100000	0.01287659	
6.120000	0.00229807	
6.140000	-0.00677370	
6.160000	-0.01000910	
6.180000	-0.00532080	
6.200000	-0.00033097	
6.220000	0.00439309	
6.240000	0.00173703	
6.260000	-0.00452182	
6.280000	-0.01057684	
6.300000	-0.01409021	
6.320000	-0.01512694	
6.340000	-0.01458521	
6.360000	-0.01071846	
6.380000	-0.00335503	
6.400000	0.00458938	
6.420000	0.01120463	
6.440000	0.01262604	
6.460000	0.00752281	
6.480000	-0.00064105	
6.500000	-0.00713743	
6.520000	-0.00921884	
6.540000	-0.00641383	
6.560000	-0.00107184	
6.580000	0.00600936	
6.600000	0.01022620	
6.620000	0.00764635	
6.640000	0.00062205	
6.660000	-0.00790371	
6.680000	-0.01206103	
6.700000	-0.01365434	
6.720000	-0.01227398	
6.740000	-0.00811666	
6.760000	-0.00266658	
6.780000	0.00215338	
6.800000	0.00333725	
6.820000	-0.00078899	
6.840000	-0.00575769	
6.860000	-0.01081681	
6.880000	-0.01176679	
6.900000	-0.01081438	
6.920000	-0.00641282	
6.940000	0.00170045	
6.960000	0.01043755	
6.980000	0.01535402	
7.000000	0.01186442	
7.020000	0.00149460	
7.040000	-0.00755359	
7.060000	-0.01334384	
7.080000	-0.01481158	
7.100000	-0.01562519	
7.120000	-0.01323900	
7.140000	-0.00717929	
7.160000	-0.00061545	
7.180000	0.00388142	
7.200000	0.00318728	
7.220000	-0.00231828	
7.240000	-0.00752087	
7.260000	-0.01107286	
7.280000	-0.01091760	
7.300000	-0.00792159	
7.320000	-0.00203136	
7.340000	0.00754841	
7.360000	0.01441705	
7.380000	0.01664314	
7.400000	0.00947985	
7.420000	-0.00082821	
7.440000	-0.00948951	
7.460000	-0.01201226	
7.480000	-0.01134922	
7.500000	-0.00747129	
7.520000	-0.00306363	
7.540000	0.00226271	
7.560000	0.00268294	
7.580000	-0.00235893	
7.600000	-0.00848894	
7.620000	-0.01408452	
7.640000	-0.01540005	
7.660000	-0.01597267	
7.680000	-0.01540817	
7.700000	-0.01101515	
7.720000	-0.00509891	
7.740000	0.00338459	
7.760000	0.00819825	
7.780000	0.00714079	
7.800000	0.00046335	
7.820000	-0.00651766	
7.840000	-0.00981706	
7.860000	-0.01012045	
7.880000	-0.00920421	
7.900000	-0.00434522	
7.920000	0.00316188	
7.940000	0.01383021	
7.960000	0.02073260	
7.980000	0.02196807	
8.000000	0.01357052	
8.020000	0.00118777	
8.040000	-0.00809979	
8.059999	-0.01172392	
8.080000	-0.01019523	
8.099999	-0.00478801	
8.120000	0.00354065	
8.139999	0.01327263	
8.160000	0.01912607	
8.179999	0.01675430	
8.200000	0.00549363	
8.220000	-0.00700963	
8.240000	-0.01431657	
8.260000	-0.01522611	
8.280000	-0.01441737	
8.300000	-0.01041102	
8.320000	-0.00511719	
8.340000	-0.00011680	
8.360000	0.00168602	
8.380000	-0.00264077	
8.400000	-0.00715023	
8.420000	-0.01079589	
8.440000	-0.00907436	
8.460000	-0.00378987	
8.480000	0.00373146	
8.500000	0.01254739	
8.520000	0.01780058	
8.540000	0.01420695	
8.559999	0.00415087	
8.580000	-0.00689197	
8.599999	-0.01218823	
8.620000	-0.01351535	
8.639999	-0.01387157	
8.660000	-0.01269339	
8.679999	-0.00990301	
8.700000	-0.00422880	
8.720000	0.00090958	
8.740000	0.00465156	
8.760000	0.00512318	
8.780000	0.00086163	
8.800000	-0.00327496	
8.820000	-0.00585279	
8.840000	-0.00444378	
8.860000	0.00071634	
8.880000	0.00813404	
8.900000	0.01681708	
8.920000	0.01926689	
8.940000	0.01203389	
8.960000	-0.00010400	
8.980000	-0.01102550	
9.000000	-0.01567884	
9.020000	-0.01630573	
9.040000	-0.01558334	
9.059999	-0.01128520	
9.080000	-0.00671273	
9.099999	-0.00221831	
9.120000	-0.00129983	
9.139999	-0.00456043	
9.160000	-0.00778037	
9.179999	-0.01036815	
9.200000	-0.00908655	
9.220000	-0.00375248	
9.240000	0.00441118	
9.260000	0.01442498	
9.280000	0.02027051	
9.300000	0.01765184	
9.320000	0.00748928	
9.340000	-0.00450596	
9.360000	-0.01172006	
9.380000	-0.01412313	
9.400000	-0.01354237	
9.420000	-0.00997618	
9.440000	-0.00438607	
9.460000	0.00015713	
9.480000	-0.00014625	
9.500000	-0.00507839	
9.520000	-0.01004465	
9.540000	-0.01352002	
9.559999	-0.01412719	
9.580000	-0.01098508	
9.599999	-0.00410931	
9.620000	0.00717878	
9.639999	0.01648647	
9.660000	0.02115525	
9.679999	0.01695688	
9.700000	0.00412770	
9.719999	-0.00737762	
9.740000	-0.01508468	
9.760000	-0.01592959	
9.780000	-0.01291123	
9.800000	-0.00634311	
9.820000	0.00321147	
9.840000	0.00913014	
9.860000	0.00921223	
9.880000	0.00141333	
9.900000	-0.00765438	
9.920000	-0.01376264	
9.940000	-0.01330747	
9.960000	-0.01159874	
9.980000	-0.00727358	
10.000000	-0.00299861	
10.020000	0.00219728	
10.040000	0.00477713	
10.059999	0.00010815	
10.080000	-0.00587493	
10.099999	-0.01330645	
10.120000	-0.01510765	
10.139999	-0.01681210	
10.160000	-0.01711182	
10.179999	-0.01488188	
10.200000	-0.01042505	
10.219999	-0.00262776	
10.240000	0.00479826	
10.260000	0.01116237	
10.280000	0.01307349	
10.300000	0.00683904	
10.320000	-0.00152986	
10.340000	-0.00972989	
10.360000	-0.01194175	
10.380000	-0.01328674	
10.400000	-0.01365678	
10.420000	-0.01085664	
10.440000	-0.00622343	
10.460000	0.00203797	
10.480000	0.00814785	
10.500000	0.01292148	
10.520000	0.01107194	
10.540000	0.00420065	
10.559999	-0.00299414	
10.580000	-0.00848141	
10.599999	-0.00996499	
10.620000	-0.00835076	
10.639999	-0.00408940	
10.660000	0.00394705	
10.679999	0.01218101	
10.700000	0.01942132	
10.719999	0.02154925	
10.740000	0.01508844	
10.760000	0.00452639	
10.780000	-0.00606127	
10.800000	-0.01117039	
10.820000	-0.01207322	
10.840000	-0.01049495	
10.860000	-0.00668064	
10.880000	-0.00103568	
10.900000	0.00419354	
10.920000	0.00718711	
10.940000	0.00364062	
10.960000	-0.00323717	
10.980000	-0.01042281	
11.000000	-0.01336762	
11.020000	-0.01395163	
11.040000	-0.01338673	
11.059999	-0.00952445	
11.080000	-0.00290412	
11.099999	0.00651471	
11.120000	0.01277153	
11.139999	0.01462676	
11.160000	0.00883529	
11.179999	-0.00071095	
11.200000	-0.00834587	
11.219999	-0.01144613	
11.240000	-0.01091903	
11.259999	-0.00755441	
11.280000	-0.00235385	
11.300000	0.00584882	
11.320000	0.01121418	
11.340000	0.01242141	
11.360000	0.00587240	
11.380000	-0.00387563	
11.400000	-0.01182897	
11.420000	-0.01594239	
11.440000	-0.01689725	
11.460000	-0.01697406	
11.480000	-0.01565039	
11.500000	-0.01103628	
11.520000	-0.00483352	
11.540000	0.00310905	
11.559999	0.00779469	
11.580000	0.00707881	
11.599999	0.00090612	
11.620000	-0.00548947	
11.639999	-0.00892623	
11.660000	-0.00705777	
11.679999	-0.00358424	
11.700000	0.00411633	
11.719999	0.01368776	
11.740000	0.02610852	
11.759999	0.03418662	
11.780000	0.03584109	
11.800000	0.02658868	
11.820000	0.01055194	
11.840000	-0.00297748	
11.860000	-0.01068941	
11.880000	-0.01151928	
11.900000	-0.00939521	
11.920000	-0.00488900	
11.940000	0.00334375	
11.960000	0.01056576	
11.980000	0.01649907	
12.000000	0.01651086	
12.020000	0.01018943	
12.040000	-0.00011110	
12.059999	-0.00784092	
12.080000	-0.01121001	
12.099999	-0.00838387	
12.120000	-0.00382279	
12.139999	0.00330900	
12.160000	0.00848801	
12.179999	0.01013193	
12.200000	0.00466782	
12.219999	-0.00345825	
12.240000	-0.01016596	
12.259999	-0.01380633	
12.280000	-0.01527651	
12.300000	-0.01559350	
12.320000	-0.01432064	
12.340000	-0.00922148	
12.360000	-0.00241949	
12.380000	0.00645864	
12.400000	0.01151045	
12.420000	0.00915554	
12.440000	0.00159295	
12.460000	-0.00614947	
12.480000	-0.00931637	
12.500000	-0.00804210	
12.520000	-0.00517084	
12.540000	0.00066920	
12.559999	0.00889890	
12.580000	0.02042820	
12.599999	0.03152385	
12.620000	0.03701398	
12.639999	0.03097196	
12.660000	0.01423214	
12.679999	-0.00102022	
12.700000	-0.01212239	
12.719999	-0.01531084	
12.740000	-0.01738818	
12.759999	-0.01502168	
12.780000	-0.00940192	
12.799999	-0.00232194	
12.820000	0.00614977	
12.840000	0.01164192	
12.860000	0.01438434	
12.880000	0.01114590	
12.900000	0.00340024	
12.920000	-0.00358059	
12.940000	-0.00766779	
12.960000	-0.00729735	
12.980000	-0.00436880	
13.000000	0.00140642	
13.020000	0.01058020	
13.040000	0.02038938	
13.059999	0.02887166	
13.080000	0.03255044	
13.099999	0.02671792	
13.120000	0.01330025	
13.139999	-0.00193037	
13.160000	-0.01109500	
13.179999	-0.01406786	
13.200000	-0.01186799	
13.219999	-0.00606331	
13.240000	0.00198819	
13.259999	0.00862661	
13.280000	0.00903828	
13.299999	0.00100327	
13.320000	-0.00757310	
13.340000	-0.01447833	
13.360000	-0.01539436	
13.380000	-0.01439379	
13.400000	-0.01180825	
13.420000	-0.00563902	
13.440000	-0.00021698	
13.460000	0.00446258	
13.480000	0.00262685	
13.500000	-0.00337291	
13.520000	-0.00929931	
13.540000	-0.01271656	
13.559999	-0.01316482	
13.580000	-0.01059960	
13.599999	-0.00520925	
13.620000	0.00382940	
13.639999	0.01150192	
13.660000	0.01752910	
13.679999	0.01698391	
13.700000	0.00911489	
13.719999	-0.00209111	
13.740000	-0.01113728	
13.759999	-0.01453948	
13.780000	-0.01624009	
13.799999	-0.01715186	
13.820000	-0.01534335	
13.840000	-0.01190659	
13.860000	-0.00502656	
13.880000	0.00101037	
13.900000	0.00548509	
13.920000	0.00351220	
13.940000	-0.00206937	
13.960000	-0.00668694	
13.980000	-0.01012979	
14.000000	-0.01225448	
14.020000	-0.01313028	
14.040000	-0.01047239	
14.059999	-0.00387076	
14.080000	0.00466944	
14.099999	0.01554686	
14.120000	0.02292697	
14.139999	0.02419171	
14.160000	0.01574926	
14.179999	0.00303508	
14.200000	-0.00699398	
14.219999	-0.01207809	
14.240000	-0.01289029	
14.259999	-0.01209354	
14.280000	-0.00962056	
14.299999	-0.00362082	
14.320000	0.00319256	
14.340000	0.01059258	
14.360000	0.01431932	
14.380000	0.01099676	
14.400000	0.00371927	
14.420000	-0.00439176	
14.440000	-0.00790392	
14.460000	-0.00974046	
14.480000	-0.01059736	
14.500000	-0.00791997	
14.520000	-0.00280151	
14.540000	0.00622840	
14.559999	0.01540990	
14.580000	0.02422808	
14.599999	0.02626783	
14.620000	0.01877737	
14.639999	0.00679697	
14.660000	-0.00407314	
14.679999	-0.00897926	
14.700000	-0.01037079	
14.719999	-0.00936514	
14.740000	-0.00504526	
14.759999	0.00068790	
14.780000	0.00925471	
14.799999	0.01597339	
14.820000	0.02046680	
14.839999	0.01856706	
14.860000	0.01000351	
14.880000	0.00024287	
14.900000	-0.00867182	
14.920000	-0.01238899	
14.940000	-0.01345783	
14.960000	-0.01239388	
14.980000	-0.00808842	
15.000000	-0.00356737	
15.020000	0.00377209	
15.040000	0.00810620	
15.059999	0.00937581	
15.080000	0.00406410	
15.099999	-0.00391789	
15.120000	-0.01005603	
15.139999	-0.01411581	
15.160000	-0.01574142	
15.179999	-0.01478273	
15.200000	-0.00886384	
15.219999	0.00034957	
15.240000	0.01093011	
15.259999	0.02356441	
15.280000	0.03468284	
15.299999	0.04016849	
15.320000	0.03387064	
15.339999	0.01822425	
15.360000	0.00199631	
15.380000	-0.00948320	
15.400000	-0.01339363	
15.420000	-0.01360658	
15.440000	-0.01214333	
15.460000	-0.00856148	
15.480000	-0.00444216	
15.500000	0.00378673	
15.520000	0.01260084	
15.540000	0.02207270	
15.559999	0.02737142	
15.580000	0.02399480	
15.599999	0.01293571	
15.620000	-0.00112325	
15.639999	-0.00920096	
15.660000	-0.01288643	
15.679999	-0.01332577	
15.700000	-0.00935926	
15.719999	-0.00332110	
15.740000	0.00645112	
15.759999	0.01481594	
15.780000	0.02356361	
15.799999	0.02605934	
15.820000	0.01986513	
15.839999	0.00671650	
15.860000	-0.00621693	
15.880000	-0.01346759	
15.900000	-0.01559228	
15.920000	-0.01348263	
15.940000	-0.00788806	
15.960000	0.00023150	
15.980000	0.00954568	
16.000000	0.01532374	
16.020000	0.01574926	
16.039999	0.00775020	
16.059999	-0.00295696	
16.080000	-0.01080281	
16.100000	-0.01335096	
16.119999	-0.01306343	
16.139999	-0.01051384	
16.160000	-0.00650018	
16.180000	0.00165574	
16.199999	0.00974564	
16.219999	0.01686484	
16.240000	0.01976535	
16.260000	0.01511994	
16.279999	0.00580838	
16.299999	-0.00459374	
16.320000	-0.00961772	
16.340000	-0.00773953	
16.359999	-0.00247556	
16.379999	0.00710340	
16.400000	0.01743400	
16.420000	0.02640072	
16.440001	0.02703187	
16.459999	0.01670167	
16.480000	0.00124711	
16.500000	-0.01051120	
16.520000	-0.01519684	
16.539999	-0.01626569	
16.559999	-0.01705493	
16.580000	-0.01532853	
16.600000	-0.01207566	
16.619999	-0.00528321	
16.639999	0.00080636	
16.660000	0.00740150	
16.680000	0.01044445	
16.699999	0.00824377	
16.719999	0.00168400	
16.740000	-0.00558659	
16.760000	-0.00922920	
16.779999	-0.00694135	
16.799999	-0.00178996	
16.820000	0.00825718	
16.840000	0.01994783	
16.859999	0.03296334	
16.879999	0.04001467	
16.900000	0.03490555	
16.920000	0.02004983	
16.940001	0.00218427	
16.959999	-0.00819145	
16.980000	-0.01175907	
17.000000	-0.01121937	
17.020000	-0.00741094	
17.039999	-0.00273749	
17.059999	0.00508174	
17.080000	0.01023556	
17.100000	0.01138426	
17.119999	0.00606909	
17.139999	-0.00242944	
17.160000	-0.00825180	
17.180000	-0.01083165	
17.199999	-0.01061788	
17.219999	-0.00789578	
17.240000	-0.00364642	
17.260000	0.00391190	
17.279999	0.01074682	
17.299999	0.01691198	
17.320000	0.01774593	
17.340000	0.01148017	
17.359999	0.00074783	
17.379999	-0.00876874	
17.400000	-0.01301812	
17.420000	-0.01280800	
17.440001	-0.01155424	
17.459999	-0.00684299	
17.480000	-0.00149958	
17.500000	0.00647083	
17.520000	0.01158258	
17.539999	0.01439004	
17.559999	0.01175085	
17.580000	0.00314157	
17.600000	-0.00497760	
17.619999	-0.01133478	
17.639999	-0.01232113	
17.660000	-0.01183201	
17.680000	-0.01037079	
17.699999	-0.00551425	
17.719999	-0.00019827	
17.740000	0.00769310	
17.760000	0.01218995	
17.779999	0.01427644	
17.799999	0.00940040	
17.820000	-0.00018018	
17.840000	-0.00891545	
17.859999	-0.01441838	
17.879999	-0.01529540	
17.900000	-0.01630105	
17.920000	-0.01640265	
17.940001	-0.01295939	
17.959999	-0.00791752	
17.980000	-0.00036003	
18.000000	0.00471699	
18.020000	0.00833541	
18.039999	0.00634423	
18.059999	0.00013010	
18.080000	-0.00605518	
18.100000	-0.01059268	
18.119999	-0.01234592	
18.139999	-0.01336762	
18.160000	-0.01305774	
18.180000	-0.00946370	
18.199999	-0.00474289	
18.219999	0.00403321	
18.240000	0.01252565	
18.260000	0.02102418	
18.279999	0.02503052	
18.299999	0.02056637	
18.320000	0.00962290	
18.340000	-0.00197345	
18.359999	-0.00815873	
18.379999	-0.01079243	
18.400000	-0.01233596	
18.420000	-0.01223415	
18.440001	-0.00908899	
18.459999	-0.00326094	
18.480000	0.00411774	
18.500000	0.01121093	
18.520000	0.01561271	
18.539999	0.01324539	
18.559999	0.00570171	
18.580000	-0.00335929	
18.600000	-0.00844097	
18.619999	-0.01051547	
18.639999	-0.01030576	
18.660000	-0.00693260	
18.680000	-0.00148739	
18.699999	0.00665066	
18.719999	0.01406328	
18.740000	0.02202292	
18.760000	0.02652995	
18.779999	0.02355467	
18.799999	0.01306982	
18.820000	-0.00015093	
18.840000	-0.00832474	
18.859999	-0.01127951	
18.879999	-0.01149876	
18.900000	-0.00838733	
18.920000	-0.00422229	
18.939999	0.00301944	
18.959999	0.00893831	
18.980000	0.01726799	
19.000000	0.02252138	
19.020000	0.02409336	
19.039999	0.01844433	
19.059999	0.00850956	
19.080000	-0.00042525	
19.100000	-0.00617547	
19.119999	-0.00763975	
19.139999	-0.00557034	
19.160000	-0.00205413	
19.180000	0.00373918	
19.199999	0.00696258	
19.219999	0.00824174	
19.240000	0.00411958	
19.260000	-0.00260338	
19.279999	-0.00811118	
19.299999	-0.01205696	
19.320000	-0.01361796	
19.340000	-0.01422839	
19.359999	-0.01327719	
19.379999	-0.00984958	
19.400000	-0.00521067	
19.420000	0.00222288	
19.439999	0.00874853	
19.459999	0.01270041	
19.480000	0.01097441	
19.500000	0.00327243	
19.520000	-0.00403047	
19.539999	-0.01082596	
19.559999	-0.01318230	
19.580000	-0.01358587	
19.600000	-0.01000543	
19.619999	-0.00273648	
19.639999	0.00549383	
19.660000	0.01707414	
19.680000	0.02789995	
19.699999	0.03519146	
19.719999	0.03418683	
19.740000	0.02367659	
19.760000	0.00903179	
19.779999	-0.00234491	
19.799999	-0.00715023	
19.820000	-0.00878318	
19.840000	-0.01034538	
19.859999	-0.01012328	
19.879999	-0.00702892	
19.900000	-0.00130938	
19.920000	0.00496876	
19.939999	0.01427624	
19.959999	0.02436504	
19.980000	0.03402182	
20.000000	0.03933984	
20.020000	0.04125075	
