Time	Referenz_right_y_baseline X
12.980000	-0.01630829	
13.000000	-0.01315716	
13.020000	-0.00766328	
13.040000	-0.00216399	
13.059999	0.00486866	
13.080000	0.00972244	
13.099999	0.01548703	
13.120000	0.01862620	
13.139999	0.02215399	
13.160000	0.02315135	
13.179999	0.02618289	
13.200000	0.02834003	
13.219999	0.03075908	
13.240000	0.03114365	
13.259999	0.03013128	
13.280000	0.02771693	
13.299999	0.02122012	
13.320000	0.01230507	
13.340000	-0.00112922	
13.360000	-0.01316340	
13.380000	-0.02210505	
13.400000	-0.02551526	
13.420000	-0.02637602	
13.440000	-0.02650909	
13.460000	-0.02606979	
13.480000	-0.02550364	
13.500000	-0.02227587	
13.520000	-0.01700449	
13.540000	-0.00857559	
13.559999	-0.00039834	
13.580000	0.00882126	
13.599999	0.01584178	
13.620000	0.02156980	
13.639999	0.02363986	
13.660000	0.02455132	
13.679999	0.02434497	
13.700000	0.02197155	
13.719999	0.01834355	
13.740000	0.01015334	
13.759999	-0.00092693	
13.780000	-0.01428559	
13.799999	-0.02308221	
13.820000	-0.02682190	
13.840000	-0.02676210	
13.860000	-0.02670214	
13.880000	-0.02664234	
13.900000	-0.02574283	
13.920000	-0.02484332	
13.940000	-0.02079657	
13.960000	-0.01511334	
13.980000	-0.00622120	
14.000000	0.00308834	
14.020000	0.01261485	
14.040000	0.01995222	
14.059999	0.02629946	
14.080000	0.02999517	
14.099999	0.03355446	
14.120000	0.03453970	
14.139999	0.03379415	
14.160000	0.03127503	
14.179999	0.02577896	
14.200000	0.01739553	
14.219999	0.00185128	
14.240000	-0.01283291	
14.259999	-0.02337565	
14.280000	-0.02586766	
14.299999	-0.02576794	
14.320000	-0.02529325	
14.340000	-0.02321832	
14.360000	-0.02021644	
14.380000	-0.01366436	
14.400000	-0.00565067	
14.420000	0.00367622	
14.440000	0.01209182	
14.460000	0.01997176	
14.480000	0.02595161	
14.500000	0.03141737	
14.520000	0.03435744	
14.540000	0.03660183	
14.559999	0.03672142	
14.580000	0.03433201	
14.599999	0.02967210	
14.620000	0.01995912	
14.639999	0.00668703	
14.660000	-0.00981434	
14.679999	-0.02126266	
14.700000	-0.02635716	
14.719999	-0.02607180	
14.740000	-0.02537377	
14.759999	-0.02496107	
14.780000	-0.02166086	
14.799999	-0.01534361	
14.820000	-0.00553395	
14.839999	0.00423682	
14.860000	0.01310283	
14.880000	0.01948124	
14.900000	0.02555576	
14.920000	0.02935693	
14.940000	0.03328225	
14.960000	0.03467210	
14.980000	0.03615072	
15.000000	0.03650075	
15.020000	0.03440797	
15.040000	0.03149603	
15.059999	0.02599743	
15.080000	0.02043937	
15.099999	0.00954962	
15.120000	-0.00505605	
15.139999	-0.01810293	
15.160000	-0.02535759	
15.179999	-0.02614222	
15.200000	-0.02600679	
15.219999	-0.02472153	
15.240000	-0.02222919	
15.259999	-0.01650521	
15.280000	-0.00902601	
15.299999	0.00051600	
15.320000	0.00765628	
15.339999	0.01482706	
15.360000	0.01897456	
15.380000	0.02424020	
15.400000	0.02659912	
15.420000	0.02977030	
15.440000	0.03100738	
15.460000	0.03223400	
15.480000	0.03223400	
15.500000	0.03125280	
15.520000	0.02971707	
15.540000	0.02530141	
15.559999	0.01923244	
15.580000	0.00850222	
15.599999	-0.00521170	
15.620000	-0.01768720	
15.639999	-0.02496511	
15.660000	-0.02608192	
15.679999	-0.02581374	
15.700000	-0.02481924	
15.719999	-0.02386667	
15.740000	-0.01897179	
15.759999	-0.01223846	
15.780000	-0.00197516	
15.799999	0.00590545	
15.820000	0.01398347	
15.839999	0.01853861	
15.860000	0.02244775	
15.880000	0.02361290	
15.900000	0.02549377	
15.920000	0.02649099	
15.940000	0.02783720	
15.960000	0.02820526	
15.980000	0.02814546	
16.000000	0.02773647	
16.020000	0.02678239	
16.039999	0.02611703	
16.059999	0.02214792	
16.080000	0.01455890	
16.100000	-0.00048913	
16.119999	-0.01422293	
16.139999	-0.02394533	
16.160000	-0.02608865	
16.180000	-0.02564445	
16.199999	-0.02504596	
16.219999	-0.02222280	
16.240000	-0.01798502	
16.260000	-0.01039279	
16.279999	-0.00276047	
16.299999	0.00529398	
16.320000	0.01035497	
16.340000	0.01550253	
16.359999	0.01821519	
16.379999	0.02145728	
16.400000	0.02234803	
16.420000	0.02393632	
16.440001	0.02463351	
16.459999	0.02506188	
16.480000	0.02479000	
16.500000	0.02372053	
16.520000	0.02291991	
16.539999	0.02058642	
16.559999	0.01714286	
16.580000	0.00946371	
16.600000	-0.00232369	
16.619999	-0.01497892	
16.639999	-0.02342163	
16.660000	-0.02615872	
16.680000	-0.02611965	
16.699999	-0.02584407	
16.719999	-0.02564041	
16.740000	-0.02250141	
16.760000	-0.01718624	
16.779999	-0.00867328	
16.799999	-0.00276670	
16.820000	0.00244083	
16.840000	0.00446960	
16.859999	0.00821316	
16.879999	0.01026519	
16.900000	0.01338650	
16.920000	0.01446354	
16.940001	0.01595329	
16.959999	0.01636615	
16.980000	0.01702428	
17.000000	0.01726970	
17.020000	0.01702428	
17.039999	0.01653376	
17.059999	0.01368162	
17.080000	0.00984441	
17.100000	0.00116299	
17.119999	-0.00946684	
17.139999	-0.01985797	
17.160000	-0.02540526	
17.180000	-0.02644761	
17.199999	-0.02626821	
17.219999	-0.02514923	
17.240000	-0.02421688	
17.260000	-0.02019335	
17.279999	-0.01509380	
17.299999	-0.00738972	
17.320000	-0.00275710	
17.340000	0.00119853	
17.359999	0.00254123	
17.379999	0.00521380	
17.400000	0.00656962	
17.420000	0.00873771	
17.440001	0.00961228	
17.459999	0.01085138	
17.480000	0.01133482	
17.500000	0.01207666	
17.520000	0.01243208	
17.539999	0.01292394	
17.559999	0.01311682	
17.580000	0.01225808	
17.600000	0.01120681	
17.619999	0.00868347	
17.639999	0.00676183	
17.660000	0.00118455	
17.680000	-0.00633861	
17.699999	-0.01668292	
17.719999	-0.02339149	
17.740000	-0.02660242	
17.760000	-0.02654262	
17.779999	-0.02632785	
17.799999	-0.02620825	
17.820000	-0.02368914	
17.840000	-0.02071267	
17.859999	-0.01505388	
17.879999	-0.01099145	
17.900000	-0.00491607	
17.920000	-0.00151396	
17.940001	0.00239114	
17.959999	0.00368886	
17.980000	0.00679064	
18.000000	0.00862670	
18.020000	0.01130551	
18.039999	0.01218683	
18.059999	0.01337841	
18.080000	0.01372945	
18.100000	0.01396883	
18.119999	0.01385714	
18.139999	0.01189473	
18.160000	0.00717537	
18.180000	-0.00134012	
18.199999	-0.01258360	
18.219999	-0.02138697	
18.240000	-0.02633424	
18.260000	-0.02670214	
18.279999	-0.02664234	
18.299999	-0.02610381	
18.320000	-0.02557236	
18.340000	-0.02194487	
18.359999	-0.01835679	
18.379999	-0.01211280	
18.400000	-0.00896487	
18.420000	-0.00323784	
18.440001	0.00065900	
18.459999	0.00679620	
18.480000	0.00990942	
18.500000	0.01267700	
18.520000	0.01333883	
18.539999	0.01460050	
18.559999	0.01538883	
18.580000	0.01642881	
18.600000	0.01681456	
18.619999	0.01628311	
18.639999	0.01536575	
18.660000	0.01058523	
18.680000	0.00284612	
18.699999	-0.01083092	
18.719999	-0.02066466	
18.740000	-0.02642757	
18.760000	-0.02626821	
18.779999	-0.02607349	
18.799999	-0.02607349	
18.820000	-0.02555771	
18.840000	-0.02506046	
18.859999	-0.02254386	
18.879999	-0.01986842	
18.900000	-0.01420709	
18.920000	-0.00955898	
18.939999	-0.00277798	
18.959999	0.00141971	
18.980000	0.00714387	
19.000000	0.01022257	
19.020000	0.01443172	
19.039999	0.01610810	
19.059999	0.01816921	
19.080000	0.01870082	
19.100000	0.01865989	
19.119999	0.01778632	
19.139999	0.01446709	
19.160000	0.00844933	
19.180000	-0.00187983	
19.199999	-0.01311624	
19.219999	-0.02181768	
19.240000	-0.02590640	
19.260000	-0.02664234	
19.279999	-0.02664234	
19.299999	-0.02634116	
19.320000	-0.02591078	
19.340000	-0.02214919	
19.359999	-0.01590875	
19.379999	-0.00678568	
19.400000	0.00124536	
19.420000	0.00913659	
19.439999	0.01411352	
19.459999	0.01822580	
19.480000	0.01968859	
19.500000	0.01953834	
19.520000	0.01549074	
19.539999	0.00670893	
19.559999	-0.00593063	
19.580000	-0.01765469	
19.600000	-0.02465197	
19.619999	-0.02619764	
19.639999	-0.02615131	
19.660000	-0.02433142	
19.680000	-0.02163088	
19.699999	-0.01560757	
19.719999	-0.00891753	
19.740000	0.00077254	
19.760000	0.00784208	
19.779999	0.01463789	
19.799999	0.01747555	
19.820000	0.02001251	
19.840000	0.02039927	
19.859999	0.01994076	
19.879999	0.01854940	
19.900000	0.01439263	
19.920000	0.00704584	
19.939999	-0.00671779	
19.959999	-0.01771617	
19.980000	-0.02523430	
20.000000	-0.02578865	
20.020000	-0.02592947	
20.039999	-0.02551576	
20.059999	-0.02234443	
20.080000	-0.01612739	
20.100000	-0.00641930	
20.119999	0.00313416	
20.139999	0.01213999	
20.160000	0.01793389	
20.180000	0.02212586	
20.199999	0.02344783	
20.219999	0.02501354	
20.240000	0.02557817	
20.260000	0.02401482	
20.279999	0.02166919	
20.299999	0.01675291	
20.320000	0.01034132	
20.340000	-0.00239679	
20.359999	-0.01455325	
20.379999	-0.02350333	
20.400000	-0.02586766	
20.420000	-0.02564228	
20.439999	-0.02495770	
20.459999	-0.02062188	
20.480000	-0.01330085	
20.500000	-0.00114001	
20.520000	0.01035614	
20.539999	0.02095346	
20.559999	0.02686223	
20.580000	0.03062230	
20.600000	0.03169549	
20.619999	0.03104325	
20.639999	0.02955352	
20.660000	0.02536508	
20.680000	0.02006675	
20.699999	0.00903147	
20.719999	-0.00535218	
20.740000	-0.01815599	
20.760000	-0.02522284	
20.779999	-0.02564445	
20.799999	-0.02504596	
20.820000	-0.02230652	
20.840000	-0.01789826	
20.859999	-0.00917357	
20.879999	0.00003810	
20.900000	0.01027158	
20.920000	0.01681338	
20.939999	0.02262412	
20.959999	0.02531859	
20.980000	0.02904564	
21.000000	0.03087598	
21.020000	0.03104325	
21.039999	0.02955352	
21.059999	0.02528338	
21.080000	0.01892671	
21.100000	0.00584312	
21.119999	-0.00920321	
21.139999	-0.02094866	
21.160000	-0.02596720	
21.180000	-0.02420913	
21.199999	-0.02151161	
21.219999	-0.01608831	
21.240000	-0.00991474	
21.260000	-0.00016032	
21.279999	0.00858375	
21.299999	0.01671433	
21.320000	0.02084514	
21.340000	0.02436383	
21.359999	0.02571124	
21.379999	0.02690755	
21.400000	0.02694562	
21.420000	0.02515419	
21.439999	0.02170272	
21.459999	0.01380560	
21.480000	0.00241186	
21.500000	-0.01204896	
21.520000	-0.02200854	
21.539999	-0.02620488	
21.559999	-0.02576759	
21.580000	-0.02347402	
21.600000	-0.02052350	
21.619999	-0.01395190	
21.639999	-0.00628605	
21.660000	0.00345084	
21.680000	0.01101409	
21.699999	0.01736824	
21.719999	0.02084346	
21.740000	0.02348152	
21.760000	0.02441438	
21.779999	0.02498676	
21.799999	0.02494885	
21.820000	0.02303967	
21.840000	0.02043970	
21.859999	0.01479740	
21.879999	0.00669378	
21.900000	-0.00689752	
21.920000	-0.01744598	
21.939999	-0.02455713	
21.959999	-0.02543357	
21.980000	-0.02598657	
22.000000	-0.02568084	
22.020000	-0.02333252	
22.039999	-0.01879154	
22.059999	-0.01055214	
22.080000	-0.00253828	
22.100000	0.00561707	
22.119999	0.01055694	
22.139999	0.01629794	
22.160000	0.01962745	
