Time	Referenz_right_y_baseline X
22.180000	0.02377595	
22.199999	0.02532466	
22.219999	0.02691749	
22.240000	0.02720822	
22.260000	0.02643387	
22.279999	0.02536441	
22.299999	0.02193685	
22.320000	0.01708795	
22.340000	0.00758958	
22.359999	-0.00568049	
22.379999	-0.01781388	
22.400000	-0.02529308	
22.420000	-0.02635716	
22.439999	-0.02607180	
22.459999	-0.02357678	
22.480000	-0.02063014	
22.500000	-0.01456217	
22.519999	-0.00794812	
22.539999	0.00124553	
22.559999	0.00785910	
22.580000	0.01448628	
22.600000	0.01779711	
22.619999	0.02080591	
22.639999	0.02104510	
22.660000	0.01978275	
22.680000	0.01575486	
22.699999	0.00725858	
22.719999	-0.00557975	
22.740000	-0.01750764	
22.760000	-0.02498685	
22.779999	-0.02623284	
22.799999	-0.02587405	
22.820000	-0.02400497	
22.840000	-0.02100661	
22.859999	-0.01450457	
22.879999	-0.00612064	
22.900000	0.00318587	
22.920000	0.00976759	
22.939999	0.01552999	
22.959999	0.01885125	
22.980000	0.02229480	
23.000000	0.02317898	
23.019999	0.02307758	
23.039999	0.02089064	
23.059999	0.01535733	
23.080000	0.00634155	
23.100000	-0.00835761	
23.119999	-0.01972406	
23.139999	-0.02649966	
23.160000	-0.02641477	
23.180000	-0.02618130	
23.199999	-0.02608444	
23.219999	-0.02461374	
23.240000	-0.02155642	
23.260000	-0.01527286	
23.279999	-0.00852454	
23.299999	-0.00028548	
23.320000	0.00631528	
23.340000	0.01387854	
23.359999	0.01823574	
23.379999	0.02148676	
23.400000	0.02195403	
23.420000	0.02103129	
23.439999	0.01915041	
23.459999	0.01380374	
23.480000	0.00488263	
23.500000	-0.00963208	
23.519999	-0.02070290	
23.539999	-0.02662347	
23.559999	-0.02647777	
23.580000	-0.02543357	
23.600000	-0.02453895	
23.619999	-0.02059510	
23.639999	-0.01484585	
23.660000	-0.00623906	
23.680000	-0.00009598	
23.699999	0.00581667	
23.719999	0.00882664	
23.740000	0.01121236	
23.760000	0.01114650	
23.779999	0.01153915	
23.799999	0.01198839	
23.820000	0.01243460	
23.840000	0.01243192	
23.859999	0.01063408	
23.879999	0.00720771	
23.900000	-0.00066431	
23.920000	-0.01031765	
23.939999	-0.01979245	
23.959999	-0.02483912	
23.980000	-0.02614222	
24.000000	-0.02600679	
24.019999	-0.02545731	
24.039999	-0.02503182	
24.059999	-0.02057843	
24.080000	-0.01404977	
24.100000	-0.00354493	
24.119999	0.00472715	
24.139999	0.01300143	
24.160000	0.01725572	
24.180000	0.02072605	
24.199999	0.02172327	
24.219999	0.02237549	
24.240000	0.02203034	
24.260000	0.01848774	
24.279999	0.01194577	
24.299999	-0.00062001	
24.320000	-0.01284285	
24.340000	-0.02228765	
24.359999	-0.02572615	
24.379999	-0.02543357	
24.400000	-0.02453895	
24.420000	-0.02157748	
24.439999	-0.01675501	
24.459999	-0.00826059	
24.480000	-0.00056745	
24.500000	0.00699866	
24.519999	0.01103802	
24.539999	0.01585408	
24.559999	0.01806006	
24.580000	0.01971892	
24.600000	0.01935288	
24.619999	0.01742686	
24.639999	0.01364540	
24.660000	0.00480632	
24.680000	-0.00741246	
24.699999	-0.01871793	
24.719999	-0.02498364	
24.740000	-0.02571386	
24.760000	-0.02509482	
24.779999	-0.02258699	
24.799999	-0.01951855	
24.820000	-0.01266682	
24.840000	-0.00506853	
24.859999	0.00405085	
24.879999	0.00959846	
24.900000	0.01408640	
24.920000	0.01591657	
24.939999	0.01763456	
24.959999	0.01779407	
24.980000	0.01769435	
25.000000	0.01745516	
25.019999	0.01486225	
25.039999	0.01096171	
25.059999	0.00308850	
25.080000	-0.00726944	
25.100000	-0.01786542	
25.119999	-0.02450676	
25.139999	-0.02600594	
25.160000	-0.02573019	
25.180000	-0.02353416	
25.199999	-0.02045259	
25.219999	-0.01252684	
25.240000	-0.00372414	
25.260000	0.00784376	
25.279999	0.01481122	
25.299999	0.01996671	
25.320000	0.02116807	
25.340000	0.02168603	
25.359999	0.02123594	
25.379999	0.01891981	
25.400000	0.01391761	
25.420000	0.00309643	
25.439999	-0.01054573	
25.459999	-0.02123031	
25.480000	-0.02611358	
25.500000	-0.02447814	
25.519999	-0.02187513	
25.539999	-0.01621498	
25.559999	-0.01007915	
25.580000	-0.00033972	
25.599998	0.00792243	
25.619999	0.01601006	
25.639999	0.01970460	
25.660000	0.02064183	
25.680000	0.01816230	
25.699999	0.01099741	
25.719999	0.00028135	
25.740000	-0.01337901	
25.760000	-0.02237406	
25.779999	-0.02623284	
25.799999	-0.02587405	
25.820000	-0.02359295	
25.840000	-0.02120201	
25.859999	-0.01581390	
25.879999	-0.00893202	
25.900000	0.00135216	
25.920000	0.00940458	
25.939999	0.01625751	
25.959999	0.01920819	
25.980000	0.02044678	
26.000000	0.01935491	
26.019999	0.01564722	
26.039999	0.01015636	
26.059999	-0.00060064	
26.080000	-0.01240976	
26.099998	-0.02169202	
26.119999	-0.02557321	
26.139999	-0.02476364	
26.160000	-0.02364399	
26.180000	-0.02022788	
26.199999	-0.01585096	
26.219999	-0.00826076	
26.240000	-0.00154124	
26.260000	0.00574575	
26.279999	0.00996737	
26.299999	0.01352412	
26.320000	0.01453127	
26.340000	0.01345758	
26.359999	0.01020403	
26.379999	0.00292225	
26.400000	-0.00701931	
26.420000	-0.01774313	
26.439999	-0.02444074	
26.459999	-0.02594429	
26.480000	-0.02524911	
26.500000	-0.02226457	
26.519999	-0.01792303	
26.539999	-0.00929619	
26.559999	-0.00045696	
26.580000	0.01007955	
26.599998	0.01633313	
26.619999	0.02040499	
26.639999	0.02063863	
26.660000	0.01838970	
26.680000	0.01330110	
26.699999	0.00312978	
26.719999	-0.00963074	
26.740000	-0.02043810	
26.760000	-0.02607618	
26.779999	-0.02566114	
26.799999	-0.02464388	
26.820000	-0.02035068	
26.840000	-0.01431675	
26.859999	-0.00335424	
26.879999	0.00665285	
26.900000	0.01638149	
26.920000	0.02119383	
26.939999	0.02468894	
26.959999	0.02573045	
26.980000	0.02430758	
27.000000	0.01953295	
27.019999	0.01011342	
27.039999	-0.00302342	
27.059999	-0.01604417	
27.080000	-0.02443013	
27.099998	-0.02519049	
27.119999	-0.02180269	
27.139999	-0.01542042	
27.160000	-0.00748843	
27.180000	0.00196025	
27.199999	0.00945631	
27.219999	0.01640709	
27.240000	0.01992510	
27.260000	0.02232158	
27.279999	0.02222186	
27.299999	0.02048670	
27.320000	0.01740159	
27.340000	0.01018602	
27.359999	0.00032616	
27.379999	-0.01278642	
27.400000	-0.02176867	
27.420000	-0.02583025	
27.439999	-0.02518915	
27.459999	-0.02267340	
27.480000	-0.01973249	
27.500000	-0.01327053	
27.519999	-0.00565489	
27.539999	0.00403517	
27.559999	0.01169395	
27.580000	0.01795965	
27.599998	0.02108519	
27.619999	0.02152382	
27.639999	0.01974772	
27.660000	0.01551735	
27.680000	0.00892772	
27.699999	-0.00284755	
27.719999	-0.01442608	
27.740000	-0.02283460	
27.760000	-0.02549218	
27.779999	-0.02368441	
27.799999	-0.02133104	
27.820000	-0.01613851	
27.840000	-0.01148365	
27.859999	-0.00178970	
27.879999	0.00667372	
27.900000	0.01582055	
27.920000	0.01976877	
27.939999	0.02092551	
27.959999	0.01917450	
27.980000	0.01509725	
28.000000	0.00956562	
28.019999	0.00043531	
28.039999	-0.01022939	
28.059999	-0.01965113	
28.080000	-0.02491981	
28.099998	-0.02561481	
28.119999	-0.02486202	
28.139999	-0.02111763	
28.160000	-0.01524675	
28.180000	-0.00593501	
28.199999	0.00350356	
28.219999	0.01293574	
28.240000	0.01902154	
28.260000	0.02246679	
28.279999	0.02307960	
28.299999	0.02176319	
28.320000	0.01918258	
28.340000	0.01261838	
28.359999	0.00299501	
28.379999	-0.01058549	
28.400000	-0.02018224	
28.420000	-0.02346358	
28.439999	-0.02103777	
28.459999	-0.01588601	
28.480000	-0.01081862	
28.500000	-0.00334598	
28.519999	0.00421794	
28.539999	0.01322581	
28.559999	0.01920937	
28.580000	0.02282086	
28.599998	0.02361138	
28.619999	0.02138554	
28.639999	0.01529804	
28.660000	0.00377190	
28.680000	-0.01030974	
28.699999	-0.02087674	
28.719999	-0.02600494	
28.740000	-0.02575344	
28.760000	-0.02560015	
28.779999	-0.02339250	
28.799999	-0.02040829	
28.820000	-0.01412523	
28.840000	-0.00729725	
28.859999	0.00183779	
28.879999	0.00766757	
28.900000	0.01220804	
28.920000	0.01355292	
28.939999	0.01547557	
28.959999	0.01608787	
28.980000	0.01440291	
29.000000	0.00928330	
29.019999	-0.00040793	
29.039999	-0.01212122	
29.059999	-0.02119005	
29.080000	-0.02568758	
29.099998	-0.02418908	
29.119999	-0.02122054	
29.139999	-0.01512849	
29.160000	-0.00862764	
29.179998	0.00034064	
29.199999	0.00742584	
29.219999	0.01469870	
29.240000	0.01825292	
29.260000	0.02003998	
29.279999	0.01951341	
29.299999	0.01735140	
29.320000	0.01386236	
29.340000	0.00708827	
29.359999	-0.00309820	
29.379999	-0.01469627	
29.400000	-0.02302696	
29.420000	-0.02473636	
29.439999	-0.02252550	
29.459999	-0.01690629	
29.480000	-0.01073456	
29.500000	-0.00138931	
29.519999	0.00657839	
29.539999	0.01474367	
29.559999	0.01908034	
29.580000	0.02119805	
29.599998	0.02099204	
29.619999	0.01879600	
29.639999	0.01427135	
29.660000	0.00536001	
29.679998	-0.00684497	
29.699999	-0.01800692	
29.719999	-0.02480020	
29.740000	-0.02477932	
29.760000	-0.02314959	
29.779999	-0.01854292	
29.799999	-0.01329748	
29.820000	-0.00482832	
29.840000	0.00308514	
29.859999	0.01047355	
29.879999	0.01453058	
29.900000	0.01592971	
29.920000	0.01552308	
29.939999	0.01223364	
29.959999	0.00744992	
29.980000	-0.00047329	
30.000000	-0.00883736	
30.019999	-0.01795503	
30.039999	-0.02378953	
30.059999	-0.02576052	
30.080000	-0.02518511	
30.099998	-0.02088231	
30.119999	-0.01389782	
30.139999	-0.00161704	
30.160000	0.00919285	
30.179998	0.01835467	
30.199999	0.02229396	
30.219999	0.02446659	
30.240000	0.02505615	
30.260000	0.02351166	
30.279999	0.02023235	
30.299999	0.01162741	
30.320000	0.00002362	
30.340000	-0.01408750	
30.359999	-0.02287284	
30.379999	-0.02553850	
30.400000	-0.02434337	
30.420000	-0.01993564	
30.439999	-0.01425225	
30.459999	-0.00464033	
30.480000	0.00443406	
30.500000	0.01402053	
30.519999	0.01956782	
30.539999	0.02244034	
30.559999	0.02242132	
30.580000	0.02103129	
30.599998	0.01883626	
30.619999	0.01411857	
30.639999	0.00729075	
30.660000	-0.00428995	
30.679998	-0.01528583	
30.699999	-0.02313712	
30.719999	-0.02543087	
30.740000	-0.02378228	
30.760000	-0.02148163	
30.779999	-0.01735906	
30.799999	-0.01233228	
30.820000	-0.00312549	
30.840000	0.00620022	
30.859999	0.01523840	
30.879999	0.01998624	
30.900000	0.02283029	
30.920000	0.02305332	
30.939999	0.02153106	
30.959999	0.01953313	
30.980000	0.01477164	
31.000000	0.00849682	
31.019999	-0.00212324	
31.039999	-0.01343124	
31.059999	-0.02204122	
31.080000	-0.02588415	
31.099998	-0.02389733	
31.119999	-0.02113532	
31.139999	-0.01605950	
31.160000	-0.01176766	
31.179998	-0.00419985	
31.199999	0.00371210	
31.219999	0.01202293	
31.240000	0.01665841	
31.260000	0.01787460	
31.279999	0.01465490	
31.299999	0.00687569	
31.320000	-0.00576657	
31.340000	-0.01751202	
31.359999	-0.02469762	
31.379999	-0.02408649	
31.400000	-0.02038269	
31.420000	-0.01229741	
31.439999	-0.00382757	
31.459999	0.00602706	
31.480000	0.01292731	
31.500000	0.01838280	
31.519999	0.02090596	
31.539999	0.02075200	
31.559999	0.01878285	
31.580000	0.01248531	
31.599998	0.00289463	
31.619999	-0.01121801	
31.639999	-0.02086310	
31.660000	-0.02454147	
31.679998	-0.02107635	
31.699999	-0.01403040	
31.719999	-0.00509514	
31.740000	0.00499296	
31.760000	0.01215027	
31.779999	0.01648423	
31.799999	0.01776241	
31.820000	0.01563847	
31.840000	0.01052982	
31.859999	0.00070246	
31.879999	-0.01100391	
31.900000	-0.02076001	
31.920000	-0.02581526	
31.939999	-0.02444966	
31.959999	-0.02168731	
31.980000	-0.01600409	
32.000000	-0.01033670	
32.020000	-0.00145130	
32.040001	0.00624637	
32.059998	0.01482251	
32.079998	0.01932998	
32.099998	0.02092551	
32.119999	0.01934665	
32.139999	0.01503964	
32.160000	0.00801204	
32.180000	-0.00425072	
32.200001	-0.01559611	
32.219997	-0.02300809	
32.239998	-0.02433108	
32.259998	-0.01990464	
32.279999	-0.01294829	
32.299999	-0.00228898	
32.320000	0.00613353	
32.340000	0.01442279	
32.360001	0.01853709	
32.380001	0.01970494	
32.399998	0.01588574	
32.419998	0.00789784	
32.439999	-0.00488155	
32.459999	-0.01690646	
32.480000	-0.02480239	
32.500000	-0.02442844	
32.520000	-0.02059358	
32.540001	-0.01224941	
32.559998	-0.00374436	
32.579998	0.00750704	
32.599998	0.01471992	
32.619999	0.01884283	
32.639999	0.01792379	
32.660000	0.01263994	
32.680000	0.00383371	
32.700001	-0.01035371	
32.719997	-0.02062677	
32.739998	-0.02555098	
32.759998	-0.02352624	
32.779999	-0.01794577	
32.799999	-0.01048139	
32.820000	-0.00006330	
32.840000	0.00894827	
32.860001	0.01734567	
32.880001	0.02187571	
32.899998	0.02447568	
32.919998	0.02456091	
32.939999	0.02077660	
32.959999	0.01267919	
32.980000	-0.00236462	
33.000000	-0.01513322	
33.020000	-0.02380973	
33.040001	-0.02542564	
33.059998	-0.02376981	
33.079998	-0.02023917	
33.099998	-0.01217411	
33.119999	-0.00263801	
33.139999	0.00933771	
33.160000	0.01762715	
33.180000	0.02410510	
33.200001	0.02629003	
33.219997	0.02542740	
33.239998	0.02046463	
33.259998	0.00939870	
33.279999	-0.00558785	
33.299999	-0.01846914	
33.320000	-0.02524777	
33.340000	-0.02472070	
33.360001	-0.02189955	
33.380001	-0.01595944	
33.399998	-0.00791696	
33.419998	0.00230473	
33.439999	0.01221579	
33.459999	0.02002835	
33.480000	0.02402695	
33.500000	0.02498305	
33.520000	0.02409196	
33.540001	0.01865232	
33.559998	0.00833006	
33.579998	-0.00796042	
33.599998	-0.01970217	
33.619999	-0.02603407	
33.639999	-0.02574064	
33.660000	-0.02298351	
33.680000	-0.01853533	
33.700001	-0.00951940	
33.719997	-0.00082839	
33.739998	0.00978208	
33.759998	0.01582493	
33.779999	0.01873165	
33.799999	0.01620327	
33.820000	0.00948325	
33.840000	-0.00068352	
33.860001	-0.01348984	
33.880001	-0.02212173	
33.899998	-0.02601638	
33.919998	-0.02574064	
33.939999	-0.02347840	
33.959999	-0.02081054	
33.980000	-0.01502338	
34.000000	-0.00791696	
34.020000	0.00206149	
34.040001	0.00969769	
34.059998	0.01432475	
34.079998	0.01538579	
34.099998	0.01109074	
34.119999	0.00305836	
34.139999	-0.01094243	
34.160000	-0.02036417	
34.180000	-0.02603407	
34.200001	-0.02574064	
34.219997	-0.02306537	
34.239998	-0.01925224	
34.259998	-0.01111694	
34.279999	-0.00317839	
34.299999	0.00754881	
34.320000	0.01435237	
34.340000	0.01941571	
34.360001	0.02025929	
34.380001	0.01943660	
34.399998	0.01550101	
34.419998	0.00815454	
34.439999	-0.00327811	
34.459999	-0.01501969	
34.480000	-0.02335039	
34.500000	-0.02481806	
34.520000	-0.02305695	
34.540001	-0.01806672	
34.559998	-0.01248944	
34.579998	-0.00388467	
34.599998	0.00372507	
34.619999	0.01123241	
34.639999	0.01548062	
34.660000	0.01684505	
34.680000	0.01386657	
34.700001	0.00742972	
34.719997	-0.00330555	
34.739998	-0.01490378	
34.759998	-0.02308087	
34.779999	-0.02588315	
34.799999	-0.02547416	
34.820000	-0.02279046	
34.840000	-0.01833405	
34.860001	-0.00961220	
34.880001	-0.00084792	
34.899998	0.00831693	
34.919998	0.01322328	
34.939999	0.01589063	
34.959999	0.01580270	
34.980000	0.01239941	
35.000000	0.00540583	
35.020000	-0.00603390	
35.040001	-0.01575142	
35.059998	-0.02285565	
35.079998	-0.02537613	
35.099998	-0.02509397	
35.119999	-0.02386734	
35.139999	-0.02008791	
35.160000	-0.01511233	
35.180000	-0.00699319	
35.200001	0.00017236	
35.219997	0.00678001	
35.239998	0.01020050	
35.259998	0.01074558	
35.279999	0.00928971	
35.299999	0.00492239	
35.320000	-0.00132598	
35.340000	-0.01142587	
35.360001	-0.01874252	
35.380001	-0.02369064	
35.399998	-0.02464052	
35.419998	-0.02330625	
35.439999	-0.02076085	
35.459999	-0.01481216	
35.480000	-0.00892898	
35.500000	-0.00052939	
35.520000	0.00446691	
35.540001	0.00734566	
35.559998	0.00650713	
35.579998	0.00101358	
35.599998	-0.00839400	
35.619999	-0.01879390	
35.639999	-0.02453895	
35.660000	-0.02544704	
35.680000	-0.02447595	
35.700001	-0.02158253	
35.719997	-0.01660442	
35.739998	-0.00811303	
35.759998	0.00010952	
35.779999	0.00781395	
35.799999	0.01190855	
35.820000	0.01351283	
35.840000	0.01180984	
35.860001	0.00666934	
35.880001	-0.00157680	
35.899998	-0.01341876	
35.919998	-0.02183554	
35.939999	-0.02530353	
35.959999	-0.02329209	
35.980000	-0.01830204	
36.000000	-0.01231207	
36.020000	-0.00425746	
36.040001	0.00154318	
36.059998	0.00638855	
36.079998	0.00800969	
36.099998	0.00602067	
36.119999	-0.00069278	
36.139999	-0.01250224	
36.160000	-0.02140887	
36.180000	-0.02594429	
36.200001	-0.02524625	
36.219997	-0.02136204	
36.239998	-0.01511991	
36.259998	-0.00589459	
36.279999	0.00195570	
36.299999	0.00818083	
36.320000	0.01142275	
36.340000	0.01138198	
36.360001	0.00936349	
36.380001	0.00456411	
36.399998	-0.00222312	
36.419998	-0.01283847	
36.439999	-0.02067275	
36.459999	-0.02529392	
36.480000	-0.02554019	
36.500000	-0.02361855	
36.520000	-0.01993799	
36.540001	-0.01319069	
36.559998	-0.00576825	
36.579998	0.00310400	
36.599998	0.00931884	
36.619999	0.01347038	
36.639999	0.01449353	
36.660000	0.01131730	
36.680000	0.00452384	
36.700001	-0.00835644	
36.719997	-0.01744598	
36.739998	-0.02439459	
36.759998	-0.02509061	
36.779999	-0.02361855	
36.799999	-0.02038758	
36.820000	-0.01377453	
36.840000	-0.00617202	
36.860001	0.00351804	
36.880001	0.01109360	
36.899998	0.01604290	
36.919998	0.01784192	
36.939999	0.01655667	
36.959999	0.01253551	
36.980000	0.00325426	
37.000000	-0.00890675	
37.020000	-0.01978588	
37.040001	-0.02540509	
37.059998	-0.02447005	
37.079998	-0.02081341	
37.099998	-0.01377974	
37.119999	-0.00537004	
37.139999	0.00384720	
37.160000	0.01128091	
37.180000	0.01596694	
37.200001	0.01775028	
37.219997	0.01473087	
37.239998	0.00707547	
37.259998	-0.00666945	
37.279999	-0.01720545	
37.299999	-0.02311927	
37.320000	-0.02120993	
37.340000	-0.01572818	
37.360001	-0.00684462	
37.380001	0.00476608	
37.399998	0.01380424	
37.419998	0.01838465	
37.439999	0.01802789	
37.459999	0.01245061	
37.480000	0.00236133	
37.500000	-0.01199168	
37.520000	-0.02213992	
37.540001	-0.02635328	
37.559998	-0.02390458	
37.579998	-0.01794897	
37.599998	-0.00905868	
37.619999	0.00181152	
37.639999	0.01126306	
37.660000	0.01694831	
37.680000	0.01876618	
37.700001	0.01525374	
37.719997	0.00742887	
37.739998	-0.00655827	
37.759998	-0.01728344	
37.779999	-0.02315331	
37.799999	-0.02071992	
37.820000	-0.01332511	
37.840000	-0.00221235	
37.860001	0.01062010	
37.879997	0.01847123	
37.899998	0.02087042	
37.919998	0.01701905	
37.939999	0.00802551	
37.959999	-0.00573793	
37.980000	-0.01789591	
38.000000	-0.02489606	
38.020000	-0.02401541	
38.040001	-0.02011856	
38.059998	-0.01118921	
38.079998	-0.00116915	
38.099998	0.01060511	
38.119999	0.01756313	
38.139999	0.02040365	
38.160000	0.01869392	
38.180000	0.01160972	
38.200001	0.00097165	
38.219997	-0.01322320	
38.239998	-0.02228025	
38.259998	-0.02528515	
38.279999	-0.02168714	
38.299999	-0.01397194	
38.320000	-0.00362848	
38.340000	0.00852007	
38.360001	0.01732630	
38.379997	0.02196009	
38.399998	0.02097569	
38.419998	0.01443373	
38.439999	0.00264667	
38.459999	-0.01211549	
38.480000	-0.02209495	
38.500000	-0.02510864	
38.520000	-0.02167401	
38.540001	-0.01437639	
38.559998	-0.00538571	
38.579998	0.00600937	
38.599998	0.01512706	
38.619999	0.02093729	
38.639999	0.02235730	
38.660000	0.01822783	
38.680000	0.00965203	
38.700001	-0.00569616	
38.719997	-0.01710337	
38.739998	-0.02434371	
38.759998	-0.02471378	
38.779999	-0.02116461	
38.799999	-0.01460177	
38.820000	-0.00303942	
38.840000	0.00641112	
38.860001	0.01566423	
38.879997	0.01992510	
38.899998	0.02058136	
38.919998	0.01521094	
38.939999	0.00364017	
38.959999	-0.01032203	
38.980000	-0.02117305	
39.000000	-0.02582352	
39.020000	-0.02408649	
39.040001	-0.02047533	
39.059998	-0.01288985	
39.079998	-0.00441983	
39.099998	0.00728418	
39.119999	0.01610893	
39.139999	0.02141771	
39.160000	0.02203758	
39.180000	0.01784647	
39.200001	0.01044576	
39.219997	-0.00365998	
39.239998	-0.01549537	
39.259998	-0.02375431	
39.279999	-0.02530807	
39.299999	-0.02230836	
39.320000	-0.01613463	
39.340000	-0.00647135	
39.360001	0.00261366	
39.379997	0.01133431	
39.399998	0.01656559	
39.419998	0.01858342	
39.439999	0.01634055	
39.459999	0.00968808	
39.480000	-0.00084271	
39.500000	-0.01400799	
39.520000	-0.02278137	
39.540001	-0.02577956	
39.559998	-0.02343680	
39.579998	-0.01759002	
39.599998	-0.01024455	
39.619999	0.00023299	
39.639999	0.00841025	
39.660000	0.01469381	
39.680000	0.01632151	
39.700001	0.01354113	
39.719997	0.00470981	
39.739998	-0.00973853	
39.759998	-0.02098235	
39.779999	-0.02623890	
39.799999	-0.02333674	
39.820000	-0.01707052	
39.840000	-0.00795148	
39.860001	0.00258182	
39.879997	0.01025811	
39.899998	0.01505615	
39.919998	0.01566744	
39.939999	0.01174667	
39.959999	0.00246155	
39.980000	-0.01143984	
40.000000	-0.02129769	
40.020000	-0.02590640	
40.040001	-0.02472070	
40.059998	-0.01981217	
40.079998	-0.01250426	
40.099998	-0.00159398	
40.119999	0.00749053	
40.139999	0.01602252	
40.160000	0.02037990	
40.180000	0.02121186	
40.200001	0.01698351	
40.219997	0.00742972	
40.239998	-0.00636017	
40.259998	-0.01848648	
40.279999	-0.02528718	
40.299999	-0.02458106	
40.320000	-0.02107382	
40.340000	-0.01427312	
40.360001	-0.00611357	
40.379997	0.00342827	
40.399998	0.01034637	
40.419998	0.01502380	
40.439999	0.01630905	
40.459999	0.01357196	
40.480000	0.00605385	
40.500000	-0.00772797	
40.520000	-0.01815717	
40.540001	-0.02501312	
40.559998	-0.02545984	
40.579998	-0.02344033	
40.599998	-0.01828855	
40.619999	-0.00920355	
40.639999	-0.00028497	
40.660000	0.00768794	
40.680000	0.01172730	
40.700001	0.01147918	
40.719997	0.00522374	
40.739998	-0.00704929	
40.759998	-0.01737979	
40.779999	-0.02367632	
40.799999	-0.02373444	
40.820000	-0.01914562	
40.840000	-0.01109740	
40.860001	0.00094739	
40.879997	0.01002632	
40.899998	0.01649772	
40.919998	0.01875153	
40.939999	0.01617260	
40.959999	0.00882378	
40.980000	-0.00511181	
41.000000	-0.01599549	
41.020000	-0.02338727	
41.040001	-0.02410772	
41.059998	-0.02031092	
41.079998	-0.01251522	
41.099998	-0.00044467	
41.119999	0.00926225	
41.139999	0.01796034	
41.160000	0.02257055	
41.180000	0.02463858	
41.200001	0.02252541	
41.219997	0.01570500	
41.239998	0.00305919	
41.259998	-0.01191825	
41.279999	-0.02246031	
41.299999	-0.02515377	
41.320000	-0.02173600	
41.340000	-0.01406711	
41.360001	-0.00408547	
41.379997	0.00836089	
41.399998	0.01729177	
41.419998	0.02213512	
41.439999	0.02105655	
41.459999	0.01482201	
41.480000	0.00326790	
41.500000	-0.01162244	
41.520000	-0.02211028	
41.540001	-0.02630359	
41.559998	-0.02362595	
41.579998	-0.01759759	
41.599998	-0.00841084	
41.619999	0.00195318	
41.639999	0.01080741	
41.660000	0.01617210	
41.680000	0.01739486	
41.700001	0.01255235	
41.719997	0.00230035	
41.739998	-0.01181835	
41.759998	-0.02169523	
41.779999	-0.02619714	
41.799999	-0.02340749	
41.820000	-0.01730500	
41.840000	-0.00791562	
41.860001	0.00282826	
41.879997	0.01276678	
41.899998	0.02100399	
41.919998	0.02541965	
41.939999	0.02508967	
41.959999	0.01958080	
41.980000	0.00697054	
42.000000	-0.00848024	
42.020000	-0.02082182	
42.040001	-0.02606186	
42.059998	-0.02378413	
42.079998	-0.01909913	
42.099998	-0.00990833	
42.119999	0.00033829	
42.139999	0.01152904	
42.160000	0.01855327	
42.180000	0.02155818	
42.200001	0.02022073	
42.219997	0.01436770	
42.239998	0.00393428	
42.259998	-0.01084894	
42.279999	-0.02141307	
42.299999	-0.02645367	
42.320000	-0.02599230	
42.340000	-0.02200045	
42.360001	-0.01534158	
42.379997	-0.00450793	
42.399998	0.00520605	
42.419998	0.01467849	
42.439999	0.01997614	
42.459999	0.02158380	
42.480000	0.01785253	
42.500000	0.00816499	
42.520000	-0.00600964	
42.540001	-0.01862663	
42.559998	-0.02528718	
42.579998	-0.02370042	
42.599998	-0.01931238	
42.619999	-0.01011282	
42.639999	-0.00111710	
42.660000	0.00896983	
42.680000	0.01424457	
42.700001	0.01694880	
42.719997	0.01362805	
42.739998	0.00517657	
42.759998	-0.00859547	
42.779999	-0.01974933	
42.799999	-0.02579539	
42.820000	-0.02421889	
42.840000	-0.02022991	
42.860001	-0.01149207	
42.879997	-0.00218876	
42.899998	0.00850676	
42.919998	0.01447602	
42.939999	0.01776561	
42.959999	0.01538427	
42.980000	0.00849228	
43.000000	-0.00351326	
43.020000	-0.01606068	
43.040001	-0.02411547	
43.059998	-0.02583110	
43.079998	-0.02458139	
43.099998	-0.02016573	
43.119999	-0.01426420	
43.139999	-0.00469019	
43.160000	0.00449875	
43.180000	0.01252288	
43.200001	0.01676841	
43.219997	0.01551044	
43.239998	0.00842203	
43.259998	-0.00568369	
43.279999	-0.01704812	
43.299999	-0.02393422	
43.320000	-0.02233954	
43.340000	-0.01721691	
43.360001	-0.00870866	
43.379997	0.00180495	
43.399998	0.00912564	
43.419998	0.01304252	
43.439999	0.01162876	
43.459999	0.00451121	
43.480000	-0.00821544	
43.500000	-0.01976836	
43.520000	-0.02582048	
43.540001	-0.02345347	
43.559998	-0.01676479	
43.579998	-0.00562204	
43.599998	0.00469229	
43.619999	0.01283956	
43.639999	0.01642224	
43.660000	0.01527530	
43.680000	0.00815235	
43.700001	-0.00479834	
43.719997	-0.01656669	
43.739998	-0.02346224	
43.759998	-0.02235857	
43.779999	-0.01565288	
43.799999	-0.00571097	
43.820000	0.00583284	
43.840000	0.01324500	
43.860001	0.01629844	
43.879997	0.01272704	
43.899998	0.00352512	
43.919998	-0.00992434	
43.939999	-0.02060723	
43.959999	-0.02556883	
43.980000	-0.02209511	
44.000000	-0.01521356	
44.020000	-0.00352438	
44.040001	0.00640741	
44.059998	0.01567890	
44.079998	0.02003492	
44.099998	0.02138367	
44.119999	0.01805601	
44.139999	0.00993368	
44.160000	-0.00359361	
44.180000	-0.01682526	
44.200001	-0.02527994	
44.219997	-0.02458021	
44.239998	-0.01936460	
44.259998	-0.00957599	
44.279999	-0.00008588	
44.299999	0.00753045	
44.320000	0.01056081	
44.340000	0.00768997	
44.360001	-0.00013085	
44.379997	-0.01293196	
44.399998	-0.02196357	
44.419998	-0.02648248	
44.439999	-0.02445489	
44.459999	-0.01906931	
44.480000	-0.01083916	
