Time	Hip_Knee_Angle_left_4.84 X
11.360000	75.40940857	
11.380000	75.75720215	
11.400000	76.26428986	
11.420000	76.67084503	
11.440000	76.86723328	
11.460000	76.77940369	
11.480000	76.35917664	
11.500000	75.73348999	
11.520000	75.21990204	
11.540000	75.15713501	
11.559999	75.63990021	
11.580000	76.68427277	
11.599999	78.24766541	
11.620000	80.25125122	
11.639999	82.49239349	
11.660000	84.87605286	
11.679999	87.31134033	
11.700000	89.75064850	
11.719999	92.10443115	
11.740000	94.32746887	
11.759999	96.42942810	
11.780000	98.48819733	
11.800000	100.55779266	
11.820000	102.59864044	
11.840000	104.55307007	
11.860000	106.38754272	
11.880000	108.12438965	
11.900000	109.76698303	
11.920000	111.32327271	
11.940000	112.80385590	
11.960000	114.20684814	
11.980000	115.55416107	
12.000000	116.82893372	
12.020000	117.99629211	
12.040000	118.86953735	
12.059999	119.19453430	
12.080000	118.69266510	
12.099999	117.25517273	
12.120000	114.92341614	
12.139999	111.88501740	
12.160000	108.37672424	
12.179999	104.62235260	
12.200000	100.77281952	
12.219999	96.92856598	
12.240000	93.19459534	
12.259999	89.70140839	
12.280000	86.53652191	
12.300000	83.74013519	
12.320000	81.32648468	
12.340000	79.28549957	
12.360000	77.64154053	
12.380000	76.38996124	
12.400000	75.57522583	
12.420000	75.18220520	
12.440000	75.25258636	
12.460000	75.67198181	
12.480000	76.24996185	
12.500000	76.73154449	
12.520000	77.05246735	
12.540000	77.18914032	
12.559999	77.07306671	
12.580000	76.75032043	
12.599999	76.46581268	
12.620000	76.50124359	
12.639999	76.95346069	
12.660000	77.85162354	
12.679999	79.22887421	
12.700000	81.02510834	
12.719999	83.06999207	
12.740000	85.20423126	
12.759999	87.40358734	
12.780000	89.64723206	
12.799999	91.90609741	
12.820000	94.11391449	
12.840000	96.28448486	
12.860000	98.47364044	
12.880000	100.70820618	
12.900000	102.91654968	
12.920000	105.00870514	
12.940000	106.92600250	
12.960000	108.63867188	
12.980000	110.17139435	
13.000000	111.55762482	
13.020000	112.86405182	
13.040000	114.10871887	
13.059999	115.31103516	
13.080000	116.37124634	
13.099999	117.17933655	
13.120000	117.52445984	
13.139999	117.23951721	
13.160000	116.12988281	
13.179999	114.17353821	
13.200000	111.47311401	
13.219999	108.24204254	
13.240000	104.67141724	
13.259999	100.97714996	
13.280000	97.34190369	
13.299999	93.90549469	
13.320000	90.71472931	
13.340000	87.81385040	
13.360000	85.19123840	
13.380000	82.82530212	
13.400000	80.66749573	
13.420000	78.74677277	
13.440000	77.12647247	
13.460000	75.87141418	
13.480000	75.01991272	
13.500000	74.61406708	
13.520000	74.68728638	
13.540000	75.14604187	
13.559999	75.76049042	
13.580000	76.30374908	
13.599999	76.67550659	
13.620000	76.77108765	
13.639999	76.57491302	
13.660000	76.26889038	
13.679999	76.20991516	
13.700000	76.59645081	
13.719999	77.46997070	
13.740000	78.82613373	
13.759999	80.65252686	
13.780000	82.80134583	
13.799999	85.07503510	
13.820000	87.38433838	
13.840000	89.70257568	
13.860000	92.01073456	
13.880000	94.24878693	
13.900000	96.41677856	
13.920000	98.56504059	
13.940000	100.70750427	
13.960000	102.81404877	
13.980000	104.82855988	
14.000000	106.72659302	
14.020000	108.48585510	
14.040000	110.10084534	
14.059999	111.58425903	
14.080000	112.97261810	
14.099999	114.30274200	
14.120000	115.57147217	
14.139999	116.72653198	
14.160000	117.62414551	
14.179999	118.04243469	
14.200000	117.74673462	
14.219999	116.55299377	
14.240000	114.47462463	
14.259999	111.64315033	
14.280000	108.31658173	
14.299999	104.68992615	
14.320000	100.95669556	
14.340000	97.21661377	
14.360000	93.56448364	
14.380000	90.10487366	
14.400000	86.93327332	
14.420000	84.06539917	
14.440000	81.49776459	
14.460000	79.22996521	
14.480000	77.31013489	
14.500000	75.77553558	
14.520000	74.72934723	
14.540000	74.20418549	
14.559999	74.19862366	
14.580000	74.52754211	
14.599999	74.92477417	
14.620000	75.16831970	
14.639999	75.25067902	
14.660000	75.22208405	
14.679999	75.07257843	
14.700000	74.90966034	
14.719999	74.96102142	
14.740000	75.40051270	
14.759999	76.19728088	
14.780000	77.38130188	
14.799999	79.00842285	
14.820000	81.06479645	
14.839999	83.36597443	
14.860000	85.82067108	
14.880000	88.37853241	
14.900000	90.98600006	
14.920000	93.49295044	
14.940000	95.82948303	
14.960000	98.00782013	
14.980000	100.09053802	
15.000000	102.07731628	
15.020000	103.99550629	
15.040000	105.83472443	
15.059999	107.58316040	
15.080000	109.20309448	
15.099999	110.72594452	
15.120000	112.15884399	
15.139999	113.54927063	
15.160000	114.89282227	
15.179999	116.20440674	
15.200000	117.36230469	
15.219999	118.17265320	
15.240000	118.31425476	
15.259999	117.53967285	
15.280000	115.74010468	
15.299999	113.01486206	
15.320000	109.62060547	
15.339999	105.83717346	
15.360000	101.90529633	
15.380000	97.94815063	
15.400000	94.07900238	
15.420000	90.40548706	
15.440000	87.04183197	
15.460000	84.04898071	
15.480000	81.43273926	
15.500000	79.15997314	
15.520000	77.18728638	
15.540000	75.51476288	
15.559999	74.19321442	
15.580000	73.31258392	
15.599999	72.94600677	
15.620000	73.08273315	
15.639999	73.61751556	
15.660000	74.31642151	
15.679999	74.96546173	
15.700000	75.51907349	
15.719999	75.98689270	
15.740000	76.29949951	
15.759999	76.40561676	
15.780000	76.49414063	
15.799999	76.77149963	
15.820000	77.35128021	
15.839999	78.25456238	
15.860000	79.60057068	
15.880000	81.35386658	
15.900000	83.33821869	
15.920000	85.34637451	
15.940000	87.37294769	
15.960000	89.45993042	
15.980000	91.58795929	
16.000000	93.66085052	
16.020000	95.69390106	
16.039999	97.73063660	
16.059999	99.78839874	
16.080000	101.77655792	
16.100000	103.69272614	
16.119999	105.50815582	
16.139999	107.23229218	
16.160000	108.79104614	
16.180000	110.23961639	
16.199999	111.58141327	
16.219999	112.90119934	
16.240000	114.18491364	
16.260000	115.44802094	
16.279999	116.58903503	
16.299999	117.44931030	
16.320000	117.74033356	
16.340000	117.21995544	
16.359999	115.77364349	
16.379999	113.44709778	
16.400000	110.44268036	
16.420000	106.98960114	
16.440001	103.34662628	
16.459999	99.65269470	
16.480000	96.03546906	
16.500000	92.55001068	
16.520000	89.31522369	
16.539999	86.38497925	
16.559999	83.80736542	
16.580000	81.53076935	
16.600000	79.56781769	
16.619999	77.92337799	
16.639999	76.66809845	
16.660000	75.86239624	
16.680000	75.56393433	
16.699999	75.74367523	
16.719999	76.29368591	
16.740000	76.99359131	
16.760000	77.57964325	
16.779999	77.86090088	
16.799999	77.80758667	
16.820000	77.46261597	
16.840000	77.01377106	
16.859999	76.80513763	
16.879999	77.12145996	
16.900000	77.98949432	
16.920000	79.30629730	
16.940001	81.00288391	
16.959999	82.97200012	
16.980000	85.03914642	
17.000000	87.14989471	
17.020000	89.34500885	
17.039999	91.59000397	
17.059999	93.73995209	
17.080000	95.78993988	
17.100000	97.76966095	
17.119999	99.73990631	
17.139999	101.68490601	
17.160000	103.63272858	
17.180000	105.57967377	
17.199999	107.47978210	
17.219999	109.30442810	
17.240000	111.02754974	
17.260000	112.65985107	
17.279999	114.15551758	
17.299999	115.48564911	
17.320000	116.54868317	
17.340000	117.23680115	
17.359999	117.34839630	
17.379999	116.69210815	
17.400000	115.18126678	
17.420000	112.85713959	
17.440001	109.90309143	
17.459999	106.49534607	
17.480000	102.85017395	
17.500000	99.12606812	
17.520000	95.48111725	
17.539999	92.02334595	
17.559999	88.85158539	
17.580000	86.03479767	
17.600000	83.62329865	
17.619999	81.55731964	
17.639999	79.82498932	
17.660000	78.40213013	
17.680000	77.37287903	
17.699999	76.72767639	
17.719999	76.53990936	
17.740000	76.74014282	
17.760000	77.22908783	
17.779999	77.66337585	
17.799999	77.85218811	
17.820000	77.73619080	
17.840000	77.36450195	
17.859999	76.74939728	
17.879999	76.08812714	
17.900000	75.75559998	
17.920000	75.97142792	
17.940001	76.78144836	
17.959999	78.11317444	
17.980000	79.95886230	
18.000000	82.10504150	
18.020000	84.42897034	
18.039999	86.79476929	
18.059999	89.20606995	
18.080000	91.58249664	
18.100000	93.88366699	
18.119999	96.01335144	
18.139999	98.00054932	
18.160000	99.94979095	
18.180000	101.93907928	
18.199999	103.93068695	
18.219999	105.87625122	
18.240000	107.75617218	
18.260000	109.58592224	
18.279999	111.32944489	
18.299999	113.00717926	
18.320000	114.57755280	
18.340000	116.06179810	
18.359999	117.37364197	
18.379999	118.48715210	
18.400000	119.21839905	
18.420000	119.35772705	
18.440001	118.64760590	
18.459999	117.00555420	
18.480000	114.51348114	
18.500000	111.35322571	
18.520000	107.77422333	
18.539999	103.96990204	
18.559999	100.11188507	
18.580000	96.24404144	
18.600000	92.49942017	
18.619999	88.97045135	
18.639999	85.80483246	
18.660000	82.99326324	
18.680000	80.56939697	
18.699999	78.50427246	
18.719999	76.84915161	
18.740000	75.62140656	
18.760000	74.91350555	
18.779999	74.73382568	
18.799999	75.05879211	
18.820000	75.71277618	
18.840000	76.41834259	
18.859999	76.92824554	
18.879999	77.12126923	
18.900000	76.95681000	
18.920000	76.45281982	
18.939999	75.87815094	
18.959999	75.58322144	
18.980000	75.81228638	
19.000000	76.53815460	
19.020000	77.76719666	
19.039999	79.43968201	
19.059999	81.44360352	
19.080000	83.59377289	
19.100000	85.83626556	
19.119999	88.14891815	
19.139999	90.46173859	
19.160000	92.66802216	
19.180000	94.75291443	
19.199999	96.78658295	
19.219999	98.82418823	
19.240000	100.82965851	
19.260000	102.78490448	
19.279999	104.65264130	
19.299999	106.44335938	
19.320000	108.12411499	
19.340000	109.72296143	
19.359999	111.21559906	
19.379999	112.62466431	
19.400000	113.94714355	
19.420000	115.15616608	
19.439999	116.16596985	
19.459999	116.83990479	
19.480000	116.96525574	
19.500000	116.31568909	
19.520000	114.78734589	
19.539999	112.43807983	
19.559999	109.43557739	
19.580000	105.98497009	
19.600000	102.27980804	
19.619999	98.48253632	
19.639999	94.69981384	
19.660000	91.06560516	
19.680000	87.65985870	
19.699999	84.59976196	
19.719999	81.94367218	
19.740000	79.66575623	
19.760000	77.72483063	
19.779999	76.13095856	
19.799999	74.96312714	
19.820000	74.22584534	
19.840000	73.97045898	
19.859999	74.17421722	
19.879999	74.74449921	
19.900000	75.34331512	
19.920000	75.90130615	
19.939999	75.94990540	
19.959999	75.70702362	
19.980000	75.48716736	
20.000000	75.33621979	
20.020000	74.99812317	
20.039999	74.78260803	
20.059999	75.06555176	
