Time	Knee_Ankle_Angle_right X
5.120000	84.96176147	
5.140000	84.16002655	
5.160000	84.06781006	
5.180000	84.32004547	
5.200000	84.32768250	
5.220000	83.95455933	
5.240000	83.48488617	
5.260000	83.20892334	
5.280000	83.11309052	
5.300000	82.93594360	
5.320000	82.52101135	
5.340000	82.05377197	
5.360000	81.70533752	
5.380000	81.70394135	
5.400000	81.76512909	
5.420000	81.79939270	
5.440000	81.56159973	
5.460000	81.36303711	
5.480000	81.04670715	
5.500000	80.58697510	
5.520000	79.73327637	
5.540000	78.58528137	
5.560000	77.25283813	
5.580000	75.59729767	
5.600000	73.81381226	
5.620000	71.78092194	
5.640000	69.55669403	
5.660000	67.08600616	
5.680000	64.51948547	
5.700000	61.87210846	
5.720000	59.40998459	
5.740000	57.28098297	
5.760000	56.05853271	
5.780000	55.80718231	
5.800000	56.42634201	
5.820000	57.76873779	
5.840000	59.45533752	
5.860000	61.59845734	
5.880000	64.11998749	
5.900000	67.13684845	
5.920000	70.51846313	
5.940000	74.04650879	
5.960000	77.37725830	
5.980000	80.47289276	
6.000000	83.04810333	
6.020000	85.06404114	
6.040000	85.90756989	
6.060000	85.65661621	
6.080000	84.93817139	
6.100000	84.44634247	
6.120000	84.11303711	
6.140000	83.50897217	
6.160000	82.68627167	
6.180000	82.25292206	
6.200000	82.41516876	
6.220000	82.82128906	
6.240000	82.92845917	
6.260000	82.58181000	
6.280000	81.98719025	
6.300000	81.59182739	
6.320000	81.45090485	
6.340000	81.45430756	
6.360000	81.33703613	
6.380000	81.16839600	
6.400000	81.03610992	
6.420000	80.93457031	
6.440000	80.69705200	
6.460000	80.39727783	
6.480000	79.97675323	
6.500000	79.42020416	
6.520000	78.67059326	
6.540000	77.60784912	
6.560000	76.34490204	
6.580000	74.62910461	
6.600000	72.67866516	
6.620000	70.43568420	
6.640000	68.03475952	
6.660000	65.41124725	
6.680000	62.57115936	
6.700000	59.77559662	
6.720000	57.25672150	
6.740000	55.27568817	
6.760000	54.26142502	
6.780000	54.45895386	
6.800000	55.70420837	
6.820000	57.61061859	
6.840000	59.79489136	
6.860000	62.44912338	
6.880000	65.60528564	
6.900000	69.42892456	
6.920000	73.55213928	
6.940000	77.64888763	
6.960000	81.26398468	
6.980000	84.26634979	
7.000000	86.48146057	
7.020000	87.71798706	
7.040000	87.82956696	
7.060000	87.52544403	
7.080000	87.15838623	
7.100000	86.74403381	
7.120000	85.98677826	
7.140000	85.11722565	
7.160000	84.81921387	
7.180000	85.09007263	
7.200000	85.49168396	
7.220000	85.52093506	
7.240000	85.20384979	
7.260000	84.97275543	
7.280000	84.96481323	
7.300000	84.97257996	
7.320000	84.86773682	
7.340000	84.70547485	
7.360000	84.57096100	
7.380000	84.46971130	
7.400000	84.39880371	
7.420000	84.24930573	
7.440000	84.03996277	
7.460000	83.84442902	
7.480000	83.53855896	
7.500000	83.04224396	
7.520000	82.26069641	
7.540000	81.23915863	
7.560000	80.20436096	
7.580000	78.82211304	
7.600000	77.42588806	
7.620000	75.64689636	
7.640000	73.66996002	
7.660000	71.11608124	
7.680000	68.37701416	
7.700000	65.63693237	
7.720000	63.15398407	
7.740000	60.78325272	
7.760000	58.63779449	
7.780000	57.04408646	
7.800000	56.47529984	
7.820000	56.99684906	
7.840000	58.36557770	
7.860000	60.26519775	
7.880000	62.63965988	
7.900000	65.51393127	
7.920000	68.90197754	
7.940000	72.62854767	
7.960000	76.54513550	
7.980000	80.23863983	
8.000000	83.47531128	
8.020000	85.94843292	
8.040000	87.35797882	
8.059999	87.53227997	
8.080000	87.15294647	
8.099999	86.71321106	
8.120000	86.25911713	
8.139999	85.56224823	
8.160000	84.79286194	
8.179999	84.53302765	
8.200000	84.74330139	
8.220000	84.99405670	
8.240000	84.97127533	
8.260000	84.63308716	
8.280000	84.41564178	
8.300000	84.36472321	
8.320000	84.31713867	
8.340000	83.98985291	
8.360000	83.67235565	
8.380000	83.43214417	
8.400000	83.46240997	
8.420000	83.36024475	
8.440000	83.13867950	
8.460000	82.79888916	
8.480000	82.48924255	
8.500000	82.12828827	
8.520000	81.49246216	
8.540000	80.62954712	
8.559999	79.63668823	
8.580000	78.47512817	
8.599999	77.22142792	
8.620000	75.62670135	
8.639999	73.91948700	
8.660000	71.84021759	
8.679999	69.75601196	
8.700000	67.31627655	
8.720000	64.88342285	
8.740000	62.23422623	
8.760000	59.86259079	
8.780000	57.71133423	
8.800000	56.38535690	
8.820000	56.05334473	
8.840000	56.78656387	
8.860000	58.27879333	
8.880000	60.18570709	
8.900000	62.60359573	
8.920000	65.50594330	
8.940000	68.94643402	
8.960000	72.69301605	
8.980000	76.40821838	
9.000000	79.88206482	
9.020000	82.90579224	
9.040000	85.34426880	
9.059999	86.98189545	
9.080000	87.46944427	
9.099999	87.10738373	
9.120000	86.54238892	
9.139999	86.14424896	
9.160000	85.65000916	
9.179999	84.72138977	
9.200000	83.72874451	
9.220000	83.31160736	
9.240000	83.62522125	
9.260000	83.99572754	
9.280000	83.84055328	
9.300000	83.20583344	
9.320000	82.75378418	
9.340000	82.72308350	
9.360000	82.81923676	
9.380000	82.75697327	
9.400000	82.54943085	
9.420000	82.28723907	
9.440000	82.15982819	
9.460000	82.01870728	
9.480000	81.90549469	
9.500000	81.66607666	
9.520000	81.34689331	
9.540000	80.92577362	
9.559999	80.30734253	
9.580000	79.36415863	
9.599999	78.15941620	
9.620000	76.65020752	
9.639999	74.99534607	
9.660000	72.81272888	
9.679999	70.40943146	
9.700000	67.68555450	
9.719999	65.12069702	
9.740000	62.49053574	
9.760000	60.11973572	
9.780000	58.07131577	
9.800000	56.92921448	
9.820000	56.84172440	
9.840000	57.75839615	
9.860000	59.48643494	
9.880000	61.72429657	
9.900000	64.40003967	
9.920000	67.37199402	
9.940000	70.64328003	
9.960000	74.13996124	
9.980000	77.64878845	
10.000000	80.76361847	
10.020000	83.45265961	
10.040000	85.26727295	
10.059999	86.04705048	
10.080000	85.73753357	
10.099999	85.28742218	
10.120000	84.97727966	
10.139999	84.64720154	
10.160000	83.81760406	
10.179999	82.84833527	
10.200000	82.40428925	
10.219999	82.55278015	
10.240000	83.02759552	
10.260000	83.26989746	
10.280000	83.04882813	
10.300000	82.82041931	
10.320000	82.77542877	
10.340000	82.84683228	
10.360000	82.71305847	
10.380000	82.40605927	
10.400000	82.09830475	
10.420000	81.90493774	
10.440000	81.75743866	
10.460000	81.61112976	
10.480000	81.39234924	
10.500000	81.14743805	
10.520000	80.80598450	
10.540000	80.20697021	
10.559999	79.43531799	
10.580000	78.37745667	
10.599999	77.35447693	
10.620000	75.87014008	
10.639999	74.20801544	
10.660000	71.94373322	
10.679999	69.57677460	
10.700000	67.04904175	
10.719999	64.65029144	
10.740000	62.18875885	
10.760000	59.86826706	
10.780000	57.85778809	
10.800000	56.53091431	
10.820000	56.18920898	
10.840000	56.73882675	
10.860000	58.09766388	
10.880000	59.81254196	
10.900000	61.89130402	
10.920000	64.44013977	
10.940000	67.46153259	
10.960000	70.92006683	
10.980000	74.50117493	
11.000000	77.89868164	
11.020000	80.99821472	
11.040000	83.50276947	
11.059999	85.64044952	
11.080000	86.99690247	
11.099999	87.35166931	
11.120000	86.93130493	
11.139999	86.39839935	
11.160000	86.03268433	
11.179999	85.60900116	
11.200000	84.73196411	
11.219999	83.73957825	
11.240000	83.13547516	
11.259999	83.17838287	
11.280000	83.51481628	
11.300000	83.56562042	
11.320000	83.12224579	
11.340000	82.76281738	
11.360000	82.73223114	
11.380000	82.84357452	
11.400000	82.83483887	
11.420000	82.59318542	
11.440000	82.33137512	
11.460000	82.14570618	
11.480000	82.08447266	
11.500000	82.08638000	
11.520000	81.92996979	
11.540000	81.64057922	
11.559999	81.24974060	
11.580000	80.74626160	
11.599999	80.05913544	
11.620000	79.03998566	
11.639999	78.00980377	
11.660000	76.59772491	
11.679999	75.20561218	
11.700000	73.23678589	
11.719999	71.20755768	
11.740000	68.63652802	
11.759999	66.13938904	
11.780000	63.34224701	
11.800000	60.74999237	
11.820000	58.24805069	
11.840000	56.11422348	
11.860000	54.65244675	
11.880000	54.17386627	
11.900000	54.78631210	
11.920000	56.19285583	
11.940000	58.07646942	
11.960000	60.39120865	
11.980000	63.16751480	
12.000000	66.33878326	
12.020000	70.00678253	
12.040000	73.83854675	
12.059999	77.66507721	
12.080000	81.00317383	
12.099999	83.78067780	
12.120000	85.71221924	
12.139999	86.45545959	
12.160000	86.54264069	
12.179999	86.51295471	
12.200000	86.42343903	
12.219999	85.91897583	
12.240000	84.90911865	
12.259999	84.39237213	
12.280000	84.51800537	
12.300000	85.00406647	
12.320000	85.12940979	
12.340000	84.88399506	
12.360000	84.53668213	
12.380000	84.44392395	
12.400000	84.38629913	
12.420000	84.23814392	
12.440000	83.91756439	
12.460000	83.68450165	
12.480000	83.53559875	
12.500000	83.52062988	
12.520000	83.39303589	
12.540000	83.24096680	
12.559999	82.88136292	
12.580000	82.52182770	
12.599999	81.93663788	
12.620000	81.15676880	
12.639999	80.19349670	
12.660000	79.02674103	
12.679999	77.88278198	
12.700000	76.35736847	
12.719999	74.80809784	
12.740000	72.95726013	
12.759999	71.10105133	
12.780000	69.13166809	
12.799999	67.10105896	
12.820000	64.84245300	
12.840000	62.61723709	
12.860000	60.68286514	
12.880000	59.45003510	
12.900000	58.96733093	
12.920000	59.16006088	
12.940000	60.19163132	
12.960000	61.69801331	
12.980000	63.76704407	
13.000000	65.95450592	
13.020000	68.57026672	
13.040000	71.38976288	
13.059999	74.35806274	
13.080000	77.19486237	
13.099999	79.75099182	
13.120000	81.79552460	
13.139999	83.11083221	
13.160000	83.50802612	
13.179999	83.50136566	
13.200000	83.56817627	
13.219999	83.94112396	
13.240000	83.94644928	
13.259999	83.29409790	
13.280000	82.49494171	
13.299999	82.39990234	
13.320000	82.89678955	
13.340000	83.38715363	
13.360000	83.26352692	
13.380000	82.91670227	
13.400000	82.65000153	
13.420000	82.71036530	
13.440000	82.68547058	
13.460000	82.40476227	
13.480000	81.94239044	
13.500000	81.66626740	
13.520000	81.46730042	
13.540000	81.25811768	
13.559999	80.86216736	
13.580000	80.45758057	
13.599999	80.05866241	
13.620000	79.60058594	
13.639999	78.97372437	
13.660000	78.05236816	
13.679999	76.82980347	
13.700000	75.25542450	
13.719999	73.60961151	
13.740000	71.74214172	
13.759999	69.76704407	
13.780000	67.45460510	
13.799999	65.09196472	
13.820000	62.72066498	
13.840000	60.62416458	
13.860000	58.77228928	
13.880000	57.47994995	
13.900000	57.12452316	
13.920000	57.69358444	
13.940000	59.15393448	
13.960000	60.91844559	
13.980000	63.11121368	
14.000000	65.59119415	
14.020000	68.36403656	
14.040000	71.38991547	
14.059999	74.47679901	
14.080000	77.36717987	
14.099999	79.83006287	
14.120000	81.37471771	
14.139999	81.94151306	
14.160000	81.60700226	
14.179999	81.35934448	
14.200000	81.43937683	
14.219999	81.70999146	
14.240000	81.44631958	
14.259999	80.81225586	
14.280000	80.38619232	
14.299999	80.54972076	
14.320000	81.03648376	
14.340000	81.29579163	
14.360000	81.20981598	
14.380000	81.02938843	
14.400000	80.87673187	
14.420000	80.90901184	
14.440000	80.72755432	
14.460000	80.43096924	
14.480000	79.93148804	
14.500000	79.57982635	
14.520000	79.27462006	
14.540000	78.86347961	
14.559999	78.35341644	
14.580000	77.67259216	
14.599999	76.91627502	
14.620000	75.86367035	
14.639999	74.77108002	
14.660000	73.34771729	
14.679999	71.64854431	
14.700000	69.48266602	
14.719999	66.89470673	
14.740000	64.12431335	
14.759999	61.17459869	
14.780000	58.51555634	
14.799999	55.95245361	
14.820000	53.91534424	
14.839999	52.77033234	
14.860000	52.82820511	
14.880000	53.85906219	
14.900000	55.41144943	
14.920000	57.46865845	
14.940000	59.90388870	
14.960000	62.99200058	
14.980000	66.41976929	
15.000000	70.33100128	
15.020000	74.09918976	
15.040000	77.83376312	
15.059999	81.27529144	
15.080000	84.39098358	
15.099999	87.03795624	
15.120000	88.71134186	
15.139999	89.23177338	
15.160000	88.54315948	
15.179999	87.70425415	
15.200000	86.85324860	
15.219999	86.03249359	
15.240000	84.93526459	
15.259999	83.75809479	
15.280000	83.18369293	
15.299999	83.23318481	
15.320000	83.58126068	
15.339999	83.61133575	
15.360000	83.07692719	
15.380000	82.68529510	
15.400000	82.47871399	
15.420000	82.49462891	
15.440000	82.31140137	
15.460000	82.03025818	
15.480000	81.63705444	
15.500000	81.45235443	
15.520000	81.22871399	
15.540000	81.00234985	
15.559999	80.52447510	
15.580000	79.86701202	
15.599999	79.03797150	
15.620000	78.05961609	
15.639999	77.09189606	
15.660000	75.75533295	
15.679999	74.08883667	
15.700000	71.67633820	
15.719999	68.97104645	
15.740000	65.82713318	
15.759999	62.89281845	
15.780000	60.20842743	
15.799999	58.11262131	
15.820000	56.69746780	
15.839999	56.20729065	
15.860000	56.73368073	
15.880000	58.06144333	
15.900000	59.99882126	
15.920000	62.51534271	
15.940000	65.54249573	
15.960000	68.99433136	
15.980000	72.74957275	
16.000000	76.44832611	
16.020000	80.04341888	
16.039999	83.07508087	
16.059999	85.69313812	
16.080000	87.46759796	
16.100000	88.07704926	
16.119999	87.75130463	
16.139999	87.14445496	
16.160000	86.45780945	
16.180000	85.62862396	
16.199999	84.49781799	
16.219999	83.78329468	
16.240000	83.56921387	
16.260000	83.69270325	
16.279999	83.73845673	
16.299999	83.56870270	
16.320000	83.22523499	
16.340000	83.02575684	
16.359999	82.94697571	
16.379999	82.86658478	
16.400000	82.62475586	
16.420000	82.27542114	
16.440001	82.22178650	
16.459999	82.26304626	
16.480000	82.33797455	
16.500000	82.20770264	
16.520000	81.93479156	
16.539999	81.64977264	
16.559999	81.10935211	
16.580000	80.27522278	
16.600000	79.18131256	
16.619999	77.73889923	
16.639999	76.15083313	
16.660000	74.00197601	
16.680000	71.88718414	
16.699999	69.44369507	
16.719999	67.12761688	
16.740000	64.68579865	
16.760000	62.50692749	
16.779999	60.52566910	
16.799999	59.11191559	
16.820000	58.45226669	
16.840000	58.78041840	
16.859999	59.90630722	
16.879999	61.55287933	
16.900000	63.50545502	
16.920000	65.63124084	
16.940001	68.15364838	
16.959999	70.99290466	
16.980000	74.09415436	
17.000000	77.03594971	
17.020000	79.87666321	
17.039999	82.21701813	
17.059999	84.09155273	
17.080000	85.16605377	
17.100000	85.57881165	
17.119999	85.45664978	
17.139999	85.25012970	
17.160000	85.05496216	
17.180000	84.74022675	
17.199999	84.07639313	
17.219999	83.35697174	
17.240000	83.02027130	
17.260000	83.21125031	
17.279999	83.66392517	
17.299999	83.78277588	
17.320000	83.64257050	
17.340000	83.48520660	
17.359999	83.48691559	
17.379999	83.53794098	
17.400000	83.43257904	
17.420000	83.32141876	
17.440001	83.14147949	
17.459999	83.05453491	
17.480000	83.01606750	
17.500000	82.97524261	
17.520000	82.74623108	
17.539999	82.44981384	
17.559999	82.08698273	
17.580000	81.56680298	
17.600000	80.80241394	
17.619999	79.69167328	
17.639999	78.45544434	
17.660000	76.86403656	
17.680000	75.22573090	
17.699999	73.25047302	
17.719999	71.05575562	
17.740000	68.53884125	
17.760000	65.99001312	
17.779999	63.46247101	
17.799999	61.09263611	
17.820000	59.01605988	
17.840000	57.77647400	
17.859999	57.53639984	
17.879999	58.36707306	
17.900000	60.02285767	
17.920000	62.19586182	
17.940001	64.95129395	
17.959999	68.11257172	
17.980000	71.71457672	
18.000000	75.43397522	
18.020000	79.11097717	
18.039999	82.33661652	
18.059999	84.85160828	
18.080000	86.46757507	
18.100000	87.03672791	
18.119999	86.63107300	
18.139999	86.01995850	
18.160000	85.28922272	
18.180000	84.47723389	
18.199999	83.39724731	
18.219999	82.60564423	
18.240000	82.49832153	
18.260000	82.61628723	
18.279999	82.66500092	
18.299999	82.29169464	
18.320000	81.86587524	
18.340000	81.54830170	
18.359999	81.52371979	
18.379999	81.45996857	
18.400000	81.37166595	
18.420000	81.29732513	
18.440001	81.30764008	
18.459999	81.35507202	
18.480000	81.30657959	
18.500000	81.21946716	
18.520000	81.11320496	
18.539999	80.93365479	
18.559999	80.60012054	
18.580000	79.93922424	
18.600000	79.04108429	
18.619999	77.94091797	
18.639999	76.85279083	
18.660000	75.54802704	
18.680000	74.31216431	
18.699999	72.87477112	
18.719999	71.68448639	
18.740000	70.32538605	
18.760000	69.00748444	
18.779999	67.29762268	
18.799999	65.37823486	
18.820000	63.18639374	
18.840000	60.93748856	
18.859999	58.74742889	
18.879999	56.54613876	
18.900000	54.65003586	
18.920000	53.49750900	
18.939999	53.50146866	
18.959999	54.65459061	
18.980000	56.65338135	
19.000000	59.30194473	
19.020000	62.53149414	
19.039999	66.28923035	
19.059999	70.51204681	
19.080000	74.79343414	
19.100000	78.76541901	
19.119999	82.03087616	
19.139999	84.65090942	
19.160000	86.32897186	
19.180000	86.69721222	
19.199999	86.25836182	
19.219999	85.58792877	
19.240000	84.92396545	
19.260000	84.10795593	
19.279999	83.06989288	
19.299999	82.61170959	
19.320000	82.57207489	
19.340000	82.82711029	
19.359999	82.87421417	
19.379999	82.63335419	
19.400000	82.38255310	
19.420000	82.36185455	
19.439999	82.46497345	
19.459999	82.44010162	
19.480000	82.35875702	
19.500000	82.23720551	
19.520000	82.11847687	
19.539999	81.94905853	
19.559999	81.79373169	
19.580000	81.55353546	
19.600000	81.21341705	
19.619999	80.80979919	
19.639999	80.23917389	
19.660000	79.40860748	
19.680000	78.34175110	
19.699999	77.06282043	
19.719999	75.58544159	
19.740000	73.63247681	
19.760000	71.48148346	
19.779999	68.87699890	
19.799999	66.14202881	
19.820000	63.22117996	
19.840000	60.77690125	
19.859999	58.52568054	
19.879999	56.83067322	
19.900000	55.75692749	
19.920000	55.92996597	
19.939999	57.12437439	
19.959999	58.98770142	
19.980000	61.38796616	
20.000000	64.27287292	
20.020000	67.60038757	
20.039999	71.20722198	
20.059999	74.94936371	
20.080000	78.66848755	
20.100000	82.10169220	
20.119999	84.88526917	
20.139999	86.78551483	
20.160000	87.28599548	
20.180000	86.82556915	
20.199999	86.10447693	
20.219999	85.47759247	
20.240000	84.85749817	
20.260000	83.85954285	
20.279999	83.00852203	
20.299999	82.53221893	
20.320000	82.65030670	
20.340000	83.05104828	
20.359999	83.15357208	
20.379999	82.95724487	
20.400000	82.66934204	
20.420000	82.63073730	
20.439999	82.67153931	
20.459999	82.61451721	
20.480000	82.43320465	
20.500000	82.27474213	
20.520000	82.13673401	
20.539999	82.18540955	
20.559999	82.10099030	
20.580000	81.91875458	
20.600000	81.46844482	
20.619999	80.89271545	
20.639999	80.12448120	
20.660000	79.01469421	
20.680000	77.61733246	
20.699999	75.95452881	
20.719999	74.17243195	
20.740000	72.11548615	
20.760000	69.86978912	
20.779999	67.34244537	
20.799999	64.78720856	
20.820000	62.13052368	
20.840000	59.78190613	
20.859999	57.68264771	
20.879999	56.33592606	
20.900000	55.88925171	
20.920000	56.50368500	
20.939999	58.04236221	
20.959999	60.21610260	
20.980000	62.74532318	
21.000000	65.72528839	
21.020000	68.93031311	
21.039999	72.59609222	
21.059999	76.47586060	
21.080000	80.27287292	
21.100000	83.74370575	
21.119999	86.28887177	
21.139999	87.67654419	
21.160000	87.51807404	
21.180000	86.96021271	
21.199999	86.38231659	
21.219999	86.00341797	
21.240000	85.23213196	
21.260000	84.12796783	
21.279999	83.49614716	
21.299999	83.49215698	
21.320000	83.93843842	
21.340000	84.03281403	
21.359999	83.64987946	
21.379999	83.26831818	
21.400000	83.16465759	
21.420000	83.30115509	
21.439999	83.29689026	
21.459999	83.20559692	
21.480000	82.92597961	
21.500000	82.82623291	
21.520000	82.68108368	
21.539999	82.64771271	
21.559999	82.45218658	
21.580000	82.35526276	
21.600000	82.06418610	
21.619999	81.74092102	
21.639999	81.16503906	
21.660000	80.44278717	
21.680000	79.58020020	
21.699999	78.39544678	
21.719999	77.16954041	
21.740000	75.50848389	
21.760000	73.93503571	
21.779999	71.88964844	
21.799999	69.83702087	
21.820000	67.46923828	
21.840000	65.18215942	
21.859999	62.89179611	
21.879999	61.01382065	
21.900000	59.57518387	
21.920000	58.82126236	
21.939999	58.63832092	
21.959999	59.14556122	
21.980000	60.21021652	
22.000000	61.75316238	
22.020000	63.54275513	
