Time	Right_paced_y_velocity X
22.379999	0.68420589	
22.400000	0.57409143	
22.420000	0.41512573	
22.439999	0.23613285	
22.459999	0.05000300	
22.480000	-0.17169096	
22.500000	-0.44599479	
22.519999	-0.70134228	
22.539999	-0.84228003	
22.559999	-0.82959813	
22.580000	-0.68387210	
22.600000	-0.44429207	
22.619999	-0.19653487	
22.639999	-0.02161177	
22.660000	0.08234962	
22.680000	0.19199704	
22.699999	0.35234398	
22.719999	0.52071804	
22.740000	0.65054137	
22.760000	0.68950689	
22.779999	0.62024671	
22.799999	0.47104877	
22.820000	0.29717490	
22.840000	0.11448930	
22.859999	-0.09426924	
22.879999	-0.36307043	
22.900000	-0.62444222	
22.920000	-0.78093600	
22.939999	-0.78658557	
22.959999	-0.66196042	
22.980000	-0.44276813	
23.000000	-0.19456023	
23.019999	-0.02963008	
23.039999	0.03999290	
23.059999	0.09722153	
23.080000	0.22992714	
23.100000	0.40595528	
23.119999	0.58453494	
23.139999	0.71742189	
23.160000	0.76469040	
23.180000	0.70620191	
23.199999	0.56233495	
23.219999	0.37214378	
23.240000	0.14130175	
23.260000	-0.15991135	
23.279999	-0.51425189	
23.299999	-0.80672157	
23.320000	-0.93886173	
23.340000	-0.89139938	
23.359999	-0.70035422	
23.379999	-0.42019337	
23.400000	-0.15828454	
23.420000	0.00478687	
23.439999	0.10485223	
23.459999	0.23149325	
23.480000	0.40506378	
23.500000	0.56704110	
23.519999	0.66103274	
23.539999	0.65061563	
23.559999	0.51880151	
23.580000	0.28066069	
23.600000	-0.05077444	
23.619999	-0.39682439	
23.639999	-0.65126818	
23.660000	-0.74584031	
23.680000	-0.69174635	
23.699999	-0.52351928	
23.719999	-0.28999680	
23.740000	-0.09150222	
23.760000	0.02523119	
23.779999	0.10313344	
23.799999	0.22620334	
23.820000	0.38293993	
23.840000	0.53021604	
23.859999	0.62274271	
23.879999	0.62143987	
23.900000	0.51318121	
23.920000	0.30849582	
23.939999	0.03456671	
23.959999	-0.28774938	
23.980000	-0.56502366	
24.000000	-0.71164662	
24.019999	-0.70340896	
24.039999	-0.57448232	
24.059999	-0.36630890	
24.080000	-0.15069501	
24.100000	0.00494576	
24.119999	0.11741247	
24.139999	0.23926972	
24.160000	0.39699218	
24.180000	0.54438800	
24.199999	0.62938070	
24.219999	0.60763341	
24.240000	0.45317400	
24.260000	0.17170484	
24.279999	-0.19162253	
24.299999	-0.51752281	
24.320000	-0.69757998	
24.340000	-0.70109087	
24.359999	-0.56818593	
24.379999	-0.35503754	
24.400000	-0.13815345	
24.420000	0.02151665	
24.439999	0.14876327	
24.459999	0.28944770	
24.480000	0.45700321	
24.500000	0.59576499	
24.519999	0.64451557	
24.539999	0.56938231	
24.559999	0.37202686	
24.580000	0.06907039	
24.600000	-0.28259736	
24.619999	-0.56709760	
24.639999	-0.69797546	
24.660000	-0.67074305	
24.680000	-0.53133214	
24.699999	-0.32236245	
24.719999	-0.11943059	
24.740000	0.01967424	
24.760000	0.12655601	
24.779999	0.26268649	
24.799999	0.42772442	
24.820000	0.57094413	
24.840000	0.64212370	
24.859999	0.61325419	
24.879999	0.47892329	
24.900000	0.25619322	
24.920000	-0.05451103	
24.939999	-0.39111674	
24.959999	-0.64580327	
24.980000	-0.74525768	
25.000000	-0.69179291	
25.019999	-0.51981056	
25.039999	-0.27909696	
25.059999	-0.07539681	
25.080000	0.04564087	
25.100000	0.13041361	
25.119999	0.26001394	
25.139999	0.41722852	
25.160000	0.56240577	
25.180000	0.65234196	
25.199999	0.64152908	
25.219999	0.51026720	
25.240000	0.26818511	
25.260000	-0.07558481	
25.279999	-0.44117144	
25.299999	-0.69987023	
25.320000	-0.77654094	
25.340000	-0.69302052	
25.359999	-0.49425188	
25.379999	-0.24432494	
25.400000	-0.03714970	
25.420000	0.10000761	
25.439999	0.22649074	
25.459999	0.38841140	
25.480000	0.54528064	
25.500000	0.64244181	
25.519999	0.63584715	
25.539999	0.50072062	
25.559999	0.24667440	
25.580000	-0.11091278	
25.599998	-0.46352872	
25.619999	-0.68751252	
25.639999	-0.73481023	
25.660000	-0.63841945	
25.680000	-0.43735471	
25.699999	-0.16816480	
25.719999	0.08167963	
25.740000	0.27134171	
25.760000	0.42401350	
25.779999	0.55705249	
25.799999	0.60339165	
25.820000	0.52656078	
25.840000	0.31635121	
25.859999	-0.02121583	
25.879999	-0.37229401	
25.900000	-0.60314262	
25.920000	-0.65916550	
25.939999	-0.57704157	
25.959999	-0.40038317	
25.980000	-0.18666789	
26.000000	-0.01818748	
26.019999	0.08367290	
26.039999	0.17233546	
26.059999	0.29451606	
26.080000	0.42311075	
26.099998	0.52260154	
26.119999	0.55826586	
26.139999	0.51644158	
26.160000	0.40856302	
26.180000	0.24212664	
26.199999	-0.01223950	
26.219999	-0.32035658	
26.240000	-0.57818329	
26.260000	-0.69782901	
26.279999	-0.67347670	
26.299999	-0.52895367	
26.320000	-0.31140116	
26.340000	-0.10568018	
26.359999	0.04452503	
26.379999	0.17171924	
26.400000	0.32852790	
26.420000	0.48994520	
26.439999	0.60617346	
26.459999	0.63702697	
26.480000	0.55746526	
26.500000	0.38620248	
26.519999	0.15680057	
26.539999	-0.13512442	
26.559999	-0.44253483	
26.580000	-0.65968770	
26.599998	-0.72260779	
26.619999	-0.65036762	
26.639999	-0.47135171	
26.660000	-0.23611514	
26.680000	-0.02237675	
26.699999	0.14102863	
26.719999	0.29822433	
26.740000	0.48249927	
26.760000	0.63566476	
26.779999	0.70313585	
26.799999	0.63313591	
26.820000	0.41744980	
26.840000	0.08648696	
26.859999	-0.28657889	
26.879999	-0.59355199	
26.900000	-0.74509048	
26.920000	-0.72433048	
26.939999	-0.57957304	
26.959999	-0.36427829	
26.980000	-0.15337355	
27.000000	-0.00515642	
27.019999	0.09139145	
27.039999	0.20241344	
27.059999	0.34906957	
27.080000	0.48939875	
27.099998	0.57478487	
27.119999	0.56050485	
27.139999	0.41998932	
27.160000	0.15339020	
27.180000	-0.18072525	
27.199999	-0.46958393	
27.219999	-0.62078094	
27.240000	-0.61974365	
27.260000	-0.49879068	
27.279999	-0.30539849	
27.299999	-0.09375969	
27.320000	0.09144224	
27.340000	0.24637352	
27.359999	0.39999831	
27.379999	0.53250259	
27.400000	0.58722591	
27.420000	0.52586675	
27.439999	0.33655369	
27.459999	0.03192157	
27.480000	-0.30065429	
27.500000	-0.54297274	
27.519999	-0.63066566	
27.539999	-0.57616317	
27.559999	-0.42344555	
27.580000	-0.21214688	
27.599998	0.00457167	
27.619999	0.18770401	
27.639999	0.34701630	
27.660000	0.48500925	
27.680000	0.54993165	
27.699999	0.47995180	
27.719999	0.22091067	
27.740000	-0.14004652	
27.760000	-0.44166130	
27.779999	-0.57629979	
27.799999	-0.55182272	
27.820000	-0.40718165	
27.840000	-0.18990491	
27.859999	0.03661313	
27.879999	0.23287955	
27.900000	0.39027932	
27.920000	0.50962025	
27.939999	0.52179027	
27.959999	0.35233447	
27.980000	0.02916442	
28.000000	-0.30707625	
28.019999	-0.50966120	
28.039999	-0.54276007	
28.059999	-0.43778333	
28.080000	-0.24129702	
28.099998	-0.01704245	
28.119999	0.18305244	
28.139999	0.34629527	
28.160000	0.47698265	
28.180000	0.52741963	
28.199999	0.42471546	
28.219999	0.14540908	
28.240000	-0.20151664	
28.260000	-0.45952690	
28.279999	-0.55136299	
28.299999	-0.49513859	
28.320000	-0.31923634	
28.340000	-0.06635335	
28.359999	0.18880285	
28.379999	0.38750204	
28.400000	0.51250452	
28.420000	0.52926630	
28.439999	0.35382444	
28.459999	0.02362907	
28.480000	-0.31357098	
28.500000	-0.51640797	
28.519999	-0.54213208	
28.539999	-0.42025569	
28.559999	-0.19277748	
28.580000	0.06601907	
28.599998	0.29453474	
28.619999	0.46426803	
28.639999	0.56274164	
28.660000	0.52307558	
28.680000	0.27399635	
28.699999	-0.10078943	
28.719999	-0.43181011	
28.740000	-0.58713681	
28.760000	-0.56437993	
28.779999	-0.40681526	
28.799999	-0.18002054	
28.820000	0.04153331	
28.840000	0.23080437	
28.859999	0.39722121	
28.879999	0.53291684	
28.900000	0.55682468	
28.920000	0.38960105	
28.939999	0.05085665	
28.959999	-0.31055734	
28.980000	-0.53456068	
29.000000	-0.56931055	
29.019999	-0.45450252	
29.039999	-0.23237383	
29.059999	0.03607023	
29.080000	0.28202045	
29.099998	0.46198747	
29.119999	0.56248325	
29.139999	0.52304173	
29.160000	0.27460071	
29.179998	-0.09958491	
29.199999	-0.42800403	
29.219999	-0.58092982	
29.240000	-0.55183500	
29.260000	-0.37310252	
29.279999	-0.09242845	
29.299999	0.18985313	
29.320000	0.40289119	
29.340000	0.53468722	
29.359999	0.56897467	
29.379999	0.41140389	
29.400000	0.07426220	
29.420000	-0.29209033	
29.439999	-0.53331333	
29.459999	-0.59305269	
29.480000	-0.49044231	
29.500000	-0.26902038	
29.519999	-0.00709997	
29.539999	0.21566181	
29.559999	0.37959358	
29.580000	0.48461506	
29.599998	0.46392477	
29.619999	0.25071624	
29.639999	-0.07184927	
29.660000	-0.35585138	
29.679998	-0.49637565	
29.699999	-0.47564176	
29.719999	-0.29948497	
29.740000	-0.02234844	
29.760000	0.24138518	
29.779999	0.40489635	
29.799999	0.44116175	
29.820000	0.31651574	
29.840000	0.05361125	
29.859999	-0.23124366	
29.879999	-0.42096823	
29.900000	-0.46188647	
29.920000	-0.36169726	
29.939999	-0.15231310	
29.959999	0.09297265	
29.980000	0.30941224	
30.000000	0.46061409	
30.019999	0.53313720	
30.039999	0.43884680	
30.059999	0.16416255	
30.080000	-0.18227571	
30.099998	-0.44263938	
30.119999	-0.53208214	
30.139999	-0.45365193	
30.160000	-0.22224757	
30.179998	0.07764191	
30.199999	0.32976305	
30.219999	0.46970361	
30.240000	0.48099265	
30.260000	0.30522117	
30.279999	-0.01061397	
30.299999	-0.31750315	
30.320000	-0.49050069	
30.340000	-0.50183934	
30.359999	-0.35594484	
30.379999	-0.08453307	
30.400000	0.20577241	
30.420000	0.41663638	
30.439999	0.51548755	
30.459999	0.47494215	
30.480000	0.24257652	
30.500000	-0.09640513	
30.519999	-0.38914561	
30.539999	-0.52540916	
30.559999	-0.48106369	
30.580000	-0.27722344	
30.599998	0.01615018	
30.619999	0.28061074	
30.639999	0.43594331	
30.660000	0.46089107	
30.679998	0.31158563	
30.699999	0.02665326	
30.719999	-0.26437393	
30.740000	-0.44140708	
30.760000	-0.47406352	
30.779999	-0.36812198	
30.799999	-0.15402101	
30.820000	0.08536239	
30.840000	0.29195523	
30.859999	0.44798371	
30.879999	0.53611612	
30.900000	0.46417272	
30.920000	0.20192674	
30.939999	-0.15315457	
30.959999	-0.44114810	
30.980000	-0.55135739	
31.000000	-0.48289362	
31.019999	-0.27598721	
31.039999	0.00934302	
31.059999	0.27672127	
31.080000	0.44832543	
31.099998	0.49123582	
31.119999	0.35897288	
31.139999	0.07918387	
31.160000	-0.23046674	
31.179998	-0.43562093	
31.199999	-0.48330474	
31.219999	-0.37831730	
31.240000	-0.15239841	
31.260000	0.10962798	
31.279999	0.32370818	
31.299999	0.45491734	
31.320000	0.48162323	
31.340000	0.31733501	
31.359999	0.01206267	
31.379999	-0.29376772	
31.400000	-0.47877675	
31.420000	-0.49824846	
31.439999	-0.36764255	
31.459999	-0.13613783	
31.480000	0.11239284	
31.500000	0.31913251	
31.519999	0.47591409	
31.539999	0.56398976	
31.559999	0.49423021	
31.580000	0.22367893	
31.599998	-0.14694986	
31.619999	-0.44867641	
31.639999	-0.57483739	
31.660000	-0.53049642	
31.679998	-0.35364422	
31.699999	-0.10809074	
31.719999	0.12811708	
31.740000	0.30523342	
31.760000	0.40960759	
31.779999	0.40530670	
31.799999	0.23534803	
31.820000	-0.03780740	
31.840000	-0.29163882	
31.859999	-0.42481852	
31.879999	-0.41527596	
31.900000	-0.27469021	
31.920000	-0.05198386	
31.939999	0.17497650	
31.959999	0.34475026	
31.980000	0.43980831	
32.000000	0.43084124	
32.020000	0.25031048	
32.040001	-0.04282431	
32.059998	-0.31476194	
32.079998	-0.45398936	
32.099998	-0.44372144	
32.119999	-0.29069123	
32.139999	-0.03362135	
32.160000	0.23548730	
32.180000	0.43407735	
32.200001	0.52923274	
32.219997	0.50135893	
32.239998	0.27540520	
32.259998	-0.07537265	
32.279999	-0.39209202	
32.299999	-0.54507977	
32.320000	-0.52887321	
32.340000	-0.37511086	
32.360001	-0.12327099	
32.380001	0.12993428	
32.399998	0.31459224	
32.419998	0.41161525	
32.439999	0.40371376	
32.459999	0.23181765	
32.480000	-0.04061633	
32.500000	-0.28876483	
32.520000	-0.42363885	
32.540001	-0.41714066	
32.559998	-0.28422099	
32.579998	-0.06368369	
32.599998	0.17043072	
32.619999	0.37578112	
32.639999	0.54433638	
32.660000	0.65347695	
32.680000	0.62970918	
32.700001	0.42116737	
32.719997	0.03724531	
32.739998	-0.36785966	
32.759998	-0.63127595	
32.779999	-0.69843096	
32.799999	-0.60372037	
32.820000	-0.40332726	
32.840000	-0.14576925	
32.860001	0.09952531	
32.880001	0.29607502	
32.899998	0.43310842	
32.919998	0.49837410	
32.939999	0.39809915	
32.959999	0.12565100	
32.980000	-0.20374605	
33.000000	-0.43885002	
33.020000	-0.50800216	
33.040001	-0.42659637	
33.059998	-0.22639541	
33.079998	0.02910059	
33.099998	0.26447484	
33.119999	0.43928754	
33.139999	0.55447793	
33.160000	0.55000329	
33.180000	0.34081486	
33.200001	-0.02227810	
33.219997	-0.37230375	
33.239998	-0.56718624	
33.259998	-0.58262485	
33.279999	-0.45015034	
33.299999	-0.22316101	
33.320000	0.02428243	
33.340000	0.24130261	
33.360001	0.42614314	
33.380001	0.57539189	
33.399998	0.62193984	
33.419998	0.47955298	
33.439999	0.12947235	
33.459999	-0.28601211	
33.480000	-0.57570052	
33.500000	-0.65786773	
33.520000	-0.56568527	
33.540001	-0.36350703	
33.559998	-0.11925513	
33.579998	0.10106026	
33.599998	0.28121299	
33.619999	0.44358337	
33.639999	0.57682568	
33.660000	0.59477854	
33.680000	0.40090454	
33.700001	0.03060908	
33.719997	-0.34693676	
33.739998	-0.57341123	
33.759998	-0.61735803	
33.779999	-0.50597668	
33.799999	-0.27515319	
33.820000	-0.00497978	
33.840000	0.23154913	
33.860001	0.41274375	
33.880001	0.55168158	
33.899998	0.59988427	
33.919998	0.47639501	
33.939999	0.15559606	
33.959999	-0.23697685	
33.980000	-0.52677155	
34.000000	-0.63346481	
34.020000	-0.57108289	
34.040001	-0.38706365	
34.059998	-0.16033916	
34.079998	0.03748348	
34.099998	0.19650730	
34.119999	0.35978907	
34.139999	0.52506483	
34.160000	0.61252719	
34.180000	0.54543263	
34.200001	0.25465342	
34.219997	-0.15468207	
34.239998	-0.49400190	
34.259998	-0.63849026	
34.279999	-0.60427374	
34.299999	-0.43423283	
34.320000	-0.18279731	
34.340000	0.06086563	
34.360001	0.25182587	
34.380001	0.38578245	
34.399998	0.46320206	
34.419998	0.38491186	
34.439999	0.13933009	
34.459999	-0.17176977	
34.480000	-0.40629950	
34.500000	-0.48145029	
34.520000	-0.40393344	
34.540001	-0.22383566	
34.559998	-0.01173888	
34.579998	0.18436790	
34.599998	0.35600314	
34.619999	0.49807438	
34.639999	0.55949932	
34.660000	0.45217127	
34.680000	0.15429370	
34.700001	-0.21537298	
34.719997	-0.49052483	
34.739998	-0.58189070	
34.759998	-0.50612813	
34.779999	-0.32173041	
34.799999	-0.09797199	
34.820000	0.10731166	
34.840000	0.27543396	
34.860001	0.40883553	
34.880001	0.47785753	
34.899998	0.40071356	
34.919998	0.15438938	
34.939999	-0.16024373	
34.959999	-0.39834711	
34.980000	-0.47667652	
35.000000	-0.41290033	
35.020000	-0.25464037	
35.040001	-0.06010269	
35.059998	0.12390211	
35.079998	0.28443557	
35.099998	0.42492449	
35.119999	0.51120180	
35.139999	0.46479121	
35.160000	0.22360662	
35.180000	-0.12712318	
35.200001	-0.42073840	
35.219997	-0.54454565	
35.239998	-0.50796211	
35.259998	-0.35502249	
35.279999	-0.13409537	
35.299999	0.08503313	
35.320000	0.26662469	
35.340000	0.41159922	
35.360001	0.51551104	
35.380001	0.50473899	
35.399998	0.29214948	
35.419998	-0.05605262	
35.439999	-0.37747309	
35.459999	-0.53798711	
35.480000	-0.53600097	
35.500000	-0.40404555	
35.520000	-0.19469315	
35.540001	0.00275653	
35.559998	0.15755588	
35.579998	0.29510385	
35.599998	0.45852426	
35.619999	0.57983011	
35.639999	0.58764672	
35.660000	0.41702464	
35.680000	0.07382833	
35.700001	-0.30141622	
35.719997	-0.55777729	
35.739998	-0.63107574	
35.759998	-0.54753238	
35.779999	-0.35762262	
35.799999	-0.12501405	
35.820000	0.10019462	
35.840000	0.30242422	
35.860001	0.48605642	
35.880001	0.63376081	
35.899998	0.67657799	
35.919998	0.54293573	
35.939999	0.20965213	
35.959999	-0.21610263	
35.980000	-0.55314398	
36.000000	-0.70208544	
36.020000	-0.66956556	
36.040001	-0.50200945	
36.059998	-0.26224786	
36.079998	-0.01246395	
36.099998	0.20943028	
36.119999	0.40801829	
36.139999	0.57419533	
36.160000	0.66041857	
36.180000	0.60693461	
36.200001	0.36143106	
36.219997	-0.04259694	
36.239998	-0.43682215	
36.259998	-0.66171193	
36.279999	-0.68923640	
36.299999	-0.56777829	
36.320000	-0.35308000	
36.340000	-0.10263580	
36.360001	0.12339777	
36.380001	0.30892491	
36.399998	0.46156240	
36.419998	0.54940695	
36.439999	0.48029429	
36.459999	0.21313420	
36.480000	-0.15182807	
36.500000	-0.44762564	
36.520000	-0.56911618	
36.540001	-0.52015692	
36.559998	-0.34559715	
36.579998	-0.11321457	
36.599998	0.11481092	
36.619999	0.31029955	
36.639999	0.47726044	
36.660000	0.59473497	
36.680000	0.57925320	
36.700001	0.35522944	
36.719997	-0.02924911	
36.739998	-0.39954367	
36.759998	-0.60404378	
36.779999	-0.61590409	
36.799999	-0.47359475	
36.820000	-0.24924381	
36.840000	-0.02703200	
36.860001	0.15611804	
36.880001	0.32970360	
36.899998	0.50232255	
36.919998	0.60926932	
36.939999	0.56834310	
36.959999	0.29410869	
36.980000	-0.12122028	
37.000000	-0.48224428	
37.020000	-0.64475393	
37.040001	-0.61383635	
37.059998	-0.44064370	
37.079998	-0.18026908	
37.099998	0.07846812	
37.119999	0.28515756	
37.139999	0.44154140	
37.160000	0.54995668	
37.180000	0.51722616	
37.200001	0.27428269	
37.219997	-0.09313241	
37.239998	-0.41606632	
37.259998	-0.56704426	
37.279999	-0.53963923	
37.299999	-0.37041521	
37.320000	-0.11041415	
37.340000	0.14926103	
37.360001	0.35058656	
37.380001	0.47869515	
37.399998	0.52111161	
37.419998	0.38799566	
37.439999	0.08796369	
37.459999	-0.25004816	
37.480000	-0.48176163	
37.500000	-0.54395515	
37.520000	-0.45060101	
37.540001	-0.25182405	
37.559998	-0.02038528	
37.579998	0.18491122	
37.599998	0.34759521	
37.619999	0.46872911	
37.639999	0.49343398	
37.660000	0.33024666	
37.680000	0.01751246	
37.700001	-0.29966402	
37.719997	-0.48685735	
37.739998	-0.51019704	
37.759998	-0.39075512	
37.779999	-0.16819009	
37.799999	0.07680186	
37.820000	0.27971393	
37.840000	0.42882773	
37.860001	0.52301162	
37.879997	0.47914004	
37.899998	0.24212274	
37.919998	-0.10487116	
37.939999	-0.40361008	
37.959999	-0.54130632	
37.980000	-0.51098371	
38.000000	-0.33964345	
38.020000	-0.08778059	
38.040001	0.15602690	
38.059998	0.33916414	
38.079998	0.45561028	
38.099998	0.48538959	
38.119999	0.34636164	
38.139999	0.06098472	
38.160000	-0.24997044	
38.180000	-0.45497152	
38.200001	-0.50437194	
38.219997	-0.40530777	
38.239998	-0.18875603	
38.259998	0.07036351	
38.279999	0.28892186	
38.299999	0.42510203	
38.320000	0.45382628	
38.340000	0.30727014	
38.360001	0.02464819	
38.379997	-0.26325387	
38.399998	-0.43955088	
38.419998	-0.46583444	
38.439999	-0.34796122	
38.459999	-0.13316542	
38.480000	0.09306206	
38.500000	0.27702588	
38.520000	0.41178516	
38.540001	0.48475721	
38.559998	0.41635159	
38.579998	0.18039303	
38.599998	-0.13622220	
38.619999	-0.39339414	
38.639999	-0.50114393	
38.660000	-0.45562589	
38.680000	-0.29396117	
38.700001	-0.07276098	
38.719997	0.14503492	
38.739998	0.32606569	
38.759998	0.46810433	
38.779999	0.54531807	
38.799999	0.47390482	
38.820000	0.20568879	
38.840000	-0.15656260	
38.860001	-0.44606251	
38.879997	-0.56559592	
38.899998	-0.52425939	
38.919998	-0.35715207	
38.939999	-0.12403635	
38.959999	0.09993882	
38.980000	0.28048474	
39.000000	0.42263749	
39.020000	0.50806844	
39.040001	0.44171628	
39.059998	0.19486800	
39.079998	-0.13891584	
39.099998	-0.41017309	
39.119999	-0.52411878	
39.139999	-0.47558454	
39.160000	-0.29445416	
39.180000	-0.04230922	
39.200001	0.19579856	
39.219997	0.36746895	
39.239998	0.46114197	
39.259998	0.43141881	
39.279999	0.22513001	
39.299999	-0.08119261	
39.320000	-0.34902510	
39.340000	-0.47738931	
39.360001	-0.45095763	
39.379997	-0.30296025	
39.399998	-0.08673237	
39.419998	0.12806183	
39.439999	0.30808324	
39.459999	0.44144166	
39.480000	0.50364131	
39.500000	0.41056588	
39.520000	0.14497471	
39.540001	-0.18803693	
39.559998	-0.43772605	
39.579998	-0.52024662	
39.599998	-0.45309404	
39.619999	-0.28186959	
39.639999	-0.06630201	
39.660000	0.13479561	
39.680000	0.29746899	
39.700001	0.42462254	
39.719997	0.48040679	
39.739998	0.38655972	
39.759998	0.12837046	
39.779999	-0.18876474	
39.799999	-0.42022425	
39.820000	-0.49385098	
39.840000	-0.42419729	
39.860001	-0.25401044	
39.879997	-0.03627823	
39.899998	0.16856602	
39.919998	0.33696249	
39.939999	0.46430376	
39.959999	0.51302284	
39.980000	0.40089834	
40.000000	0.11763121	
40.020000	-0.21921201	
40.040001	-0.46286654	
40.059998	-0.53867775	
40.079998	-0.46049729	
40.099998	-0.27593797	
40.119999	-0.05165703	
40.139999	0.15354933	
40.160000	0.30760729	
40.180000	0.40741509	
40.200001	0.40568295	
40.219997	0.24577655	
40.239998	-0.02334160	
40.259998	-0.27804115	
40.279999	-0.42040998	
40.299999	-0.41979831	
40.320000	-0.29262111	
40.340000	-0.08543783	
40.360001	0.13418825	
40.379997	0.30762461	
40.399998	0.41004375	
40.419998	0.40289831	
40.439999	0.23635305	
40.459999	-0.03088836	
40.480000	-0.28229800	
40.500000	-0.41606477	
40.520000	-0.40017545	
40.540001	-0.26338562	
40.559998	-0.06299401	
40.579998	0.13326818	
40.599998	0.28710383	
40.619999	0.39058974	
40.639999	0.41357368	
40.660000	0.27513725	
40.680000	0.01048017	
40.700001	-0.25823417	
40.719997	-0.41993782	
40.739998	-0.43843740	
40.759998	-0.32247344	
40.779999	-0.10439998	
40.799999	0.13592269	
40.820000	0.32650274	
40.840000	0.44395325	
40.860001	0.47554991	
40.879997	0.33643520	
40.899998	0.05142649	
40.919998	-0.25171858	
40.939999	-0.44053441	
40.959999	-0.47441703	
40.980000	-0.37061229	
41.000000	-0.15671061	
41.020000	0.08527143	
41.040001	0.27957168	
41.059998	0.40068498	
41.079998	0.43963289	
41.099998	0.31544831	
41.119999	0.04978370	
41.139999	-0.23670509	
41.160000	-0.42493150	
41.180000	-0.46609780	
41.200001	-0.36451143	
41.219997	-0.16411686	
41.239998	0.05407592	
41.259998	0.23095517	
41.279999	0.35795709	
41.299999	0.42971966	
41.320000	0.37598360	
41.340000	0.17043532	
41.360001	-0.11105868	
41.379997	-0.34429237	
41.399998	-0.44682735	
41.419998	-0.40869337	
41.439999	-0.26019317	
41.459999	-0.05297162	
41.480000	0.15497331	
41.500000	0.32292330	
41.520000	0.43299353	
41.540001	0.44153833	
41.559998	0.27610016	
41.579998	-0.01257589	
41.599998	-0.29181120	
41.619999	-0.44534004	
41.639999	-0.44830689	
41.660000	-0.32146177	
41.680000	-0.10693336	
41.700001	0.11946920	
41.719997	0.30873325	
41.739998	0.45347071	
41.759998	0.54180360	
41.779999	0.48732927	
41.799999	0.23267737	
41.820000	-0.12997942	
41.840000	-0.43630844	
41.860001	-0.57146657	
41.879997	-0.53267157	
41.899998	-0.36067912	
41.919998	-0.11552506	
41.939999	0.12171276	
41.959999	0.31737801	
41.980000	0.46566585	
42.000000	0.54719943	
42.020000	0.47972563	
42.040001	0.21891697	
42.059998	-0.14191736	
42.079998	-0.44433218	
42.099998	-0.57147455	
42.119999	-0.52316779	
42.139999	-0.35188642	
42.160000	-0.11868888	
42.180000	0.10912035	
42.200001	0.30103129	
42.219997	0.44422096	
42.239998	0.50892437	
42.259998	0.39889041	
42.279999	0.11980343	
42.299999	-0.21115372	
42.320000	-0.45227855	
42.340000	-0.52303094	
42.360001	-0.43101573	
42.379997	-0.23709774	
42.399998	-0.02594359	
42.419998	0.15257473	
42.439999	0.30073941	
42.459999	0.42494258	
42.480000	0.47421199	
42.500000	0.37132522	
42.520000	0.10947035	
42.540001	-0.20276238	
42.559998	-0.42771968	
42.579998	-0.49518645	
42.599998	-0.42091405	
42.619999	-0.24503596	
42.639999	-0.02936782	
42.660000	0.16959092	
42.680000	0.32542038	
42.700001	0.43556136	
42.719997	0.43781835	
42.739998	0.26277232	
42.759998	-0.02756453	
42.779999	-0.29673392	
42.799999	-0.44575748	
42.820000	-0.45110318	
42.840000	-0.32339945	
42.860001	-0.12243323	
42.879997	0.07345245	
42.899998	0.23110139	
42.919998	0.36626405	
42.939999	0.45964813	
42.959999	0.41428018	
42.980000	0.19937864	
43.000000	-0.10152145	
43.020000	-0.35312292	
43.040001	-0.46951869	
43.059998	-0.43556276	
43.079998	-0.28648749	
43.099998	-0.08436966	
43.119999	0.11376423	
43.139999	0.28881821	
43.160000	0.44327044	
43.180000	0.53012103	
43.200001	0.45877790	
43.219997	0.20159623	
43.239998	-0.14467506	
43.259998	-0.42585033	
43.279999	-0.54534107	
43.299999	-0.49786392	
43.320000	-0.32554990	
43.340000	-0.09914421	
43.360001	0.11114120	
43.379997	0.28462797	
43.399998	0.42211577	
43.419998	0.49509594	
43.439999	0.42180103	
43.459999	0.17551364	
43.480000	-0.14787447	
43.500000	-0.40122792	
43.520000	-0.50083494	
43.540001	-0.45415515	
43.559998	-0.29377508	
43.579998	-0.07361463	
43.599998	0.14985925	
43.619999	0.33763921	
43.639999	0.48426539	
43.660000	0.54251844	
43.680000	0.41489428	
43.700001	0.10926781	
43.719997	-0.24245340	
43.739998	-0.48684800	
43.759998	-0.55236554	
43.779999	-0.45271182	
43.799999	-0.22718011	
43.820000	0.04146445	
43.840000	0.26483166	
43.860001	0.39813370	
43.879997	0.41007596	
43.899998	0.26041010	
43.919998	0.00045287	
43.939999	-0.25511175	
43.959999	-0.41522604	
43.980000	-0.43172154	
44.000000	-0.30059052	
44.020000	-0.07330555	
44.040001	0.15800807	
44.059998	0.32934535	
44.079998	0.42413661	
44.099998	0.39818245	
44.119999	0.20983937	
44.139999	-0.05968198	
44.160000	-0.30337772	
44.180000	-0.42786747	
44.200001	-0.40506759	
44.219997	-0.25830650	
44.239998	-0.04702327	
44.259998	0.16071157	
44.279999	0.32942393	
44.299999	0.43003556	
44.320000	0.40400475	
44.340000	0.21364489	
44.360001	-0.06121972	
44.379997	-0.30999333	
44.399998	-0.44029471	
44.419998	-0.41872817	
44.439999	-0.27270836	
44.459999	-0.06282110	
44.480000	0.14399700	
44.500000	0.31469023	
44.520000	0.44238797	
44.539997	0.48783562	
44.559998	0.37352893	
44.579998	0.10188057	
44.599998	-0.21515319	
44.619999	-0.43772268	
44.639999	-0.50170863	
44.660000	-0.42344388	
44.680000	-0.24003457	
44.700001	-0.01233847	
44.719997	0.19802263	
44.739998	0.35579681	
