Time	Knöchel li X	Knöchel li Y	Knöchel li Weg	Knöchel li v(X)	Knöchel li v(Y)	Knöchel li v(Bahn)	Knöchel li a(X)	Knöchel li a(Y)	Knöchel li a(Bahn)
4.240000	-0.44944844	-0.49811745	2.69215202	-0.08782083	-0.20533693	0.22332880	12.79770756	3.64977431	-5.67771149	
4.260000	-0.44631216	-0.50072074	2.69622803	0.17578918	-0.13813147	0.22356686	10.34725380	2.85614181	-2.00104499	
4.280000	-0.43855789	-0.50246859	2.70417690	0.34965995	-0.09622694	0.36265922	7.16582537	2.07225442	1.38653421	
4.300000	-0.42843530	-0.50392872	2.71440434	0.43922770	-0.07098662	0.44492704	4.06831884	1.50435185	2.74786425	
4.320000	-0.41850641	-0.50527656	2.72442436	0.47069296	-0.05097511	0.47344518	1.76117218	1.21949363	1.67113996	
4.340000	-0.40933168	-0.50640136	2.73366785	0.46889490	-0.02917149	0.46980146	0.48413357	1.15089810	0.42903346	
4.360000	-0.40051323	-0.50682867	2.74249673	0.45674911	-0.00469635	0.45677325	-0.01703724	1.14238143	-0.02407406	
4.380000	-0.39133760	-0.50652587	2.75167727	0.45284188	0.02100218	0.45332864	-0.09030895	1.07021391	-0.05959643	
4.400000	-0.38225141	-0.50563133	2.76080728	0.45809802	0.04410469	0.46021628	0.03966216	0.90885288	0.09453988	
4.420000	-0.37314954	-0.50448406	2.76998115	0.46313983	0.06075449	0.46710771	0.17259189	0.69324899	0.23565544	
4.440000	-0.36386487	-0.50307995	2.77937150	0.46537599	0.07048768	0.47068390	0.18285345	0.46469933	0.23778333	
4.460000	-0.35434210	-0.50152856	2.78901982	0.46874490	0.07567676	0.47481444	0.13351013	0.27102289	0.17091861	
4.480000	-0.34494612	-0.49989125	2.79855728	0.47213912	0.07887480	0.47868213	0.11739105	0.14890172	0.13929625	
4.500000	-0.33554786	-0.49831855	2.80808616	0.47355771	0.08026632	0.48031196	0.11213740	0.09319943	0.12593699	
4.520000	-0.32610726	-0.49673733	2.81765819	0.47501829	0.08098157	0.48187175	0.07793466	0.06759676	0.08820528	
4.540000	-0.31652939	-0.49510920	2.82737350	0.47723335	0.08210872	0.48424530	0.03105972	0.05404419	0.03985538	
4.560000	-0.30696929	-0.49346906	2.83707333	0.47856650	0.08376957	0.48584279	-0.02492926	0.05565942	-0.01492338	
4.580000	-0.29730058	-0.49174553	2.84689450	0.47744817	0.08480521	0.48492131	-0.10202448	0.08102345	-0.08604051	
4.600000	-0.28777623	-0.49002966	2.85657215	0.47409377	0.08569182	0.48177588	-0.19754721	0.14665376	-0.16663639	
4.620000	-0.27823979	-0.48828614	2.86626673	0.46883926	0.08752702	0.47693944	-0.31958383	0.28519115	-0.25399154	
4.640000	-0.26898038	-0.48659989	2.87567854	0.46233979	0.09318363	0.47163680	-0.49939734	0.53047854	-0.35895157	
4.660000	-0.25976264	-0.48480082	2.88507032	0.45295399	0.10445834	0.46484283	-0.78326112	0.89808154	-0.49044496	
4.680000	-0.25079143	-0.48278397	2.89426541	0.43714061	0.12462060	0.45455715	-1.22070265	1.37859881	-0.63010830	
4.700000	-0.24192311	-0.48016188	2.90351319	0.41104528	0.15591638	0.43962273	-1.84129632	1.93962121	-0.69292223	
4.720000	-0.23371927	-0.47696984	2.91231608	0.37023541	0.20054372	0.42106062	-2.61320281	2.51009774	-0.53166652	
4.740000	-0.22641778	-0.47262308	2.92081356	0.31099623	0.25835884	0.40431169	-3.46042943	2.96843600	-0.06661673	
4.760000	-0.22060277	-0.46716136	2.92879128	0.23121546	0.32725778	0.40069720	-4.31026697	3.15197349	0.60653204	
4.780000	-0.21650870	-0.45988804	2.93713760	0.13372582	0.39988008	0.42164758	-5.11742306	2.86069798	1.27100468	
4.800000	-0.21466871	-0.45104316	2.94617176	0.02216081	0.46503565	0.46556339	-5.85012770	1.94459260	1.75444055	
4.820000	-0.21531565	-0.44053537	2.95669937	-0.10160371	0.50627071	0.51636553	-6.50781631	0.39149544	2.06549740	
4.840000	-0.21855357	-0.42935607	2.96833825	-0.23833206	0.50465173	0.55809993	-7.13302898	-1.66469002	2.44956303	
4.860000	-0.22445281	-0.41822702	2.98093414	-0.38716131	0.44943798	0.59320182	-7.73518085	-3.96060276	3.24146461	
4.880000	-0.23340650	-0.40895686	2.99382234	-0.54821438	0.33995372	0.64506400	-8.24007893	-6.08899593	4.56723404	
4.900000	-0.24584372	-0.40277719	3.00771022	-0.72134793	0.18472627	0.74462515	-8.54567432	-7.63316298	6.22259092	
4.920000	-0.26197687	-0.40067214	3.02398014	-0.90173197	0.00006979	0.90173197	-8.56870270	-8.34128952	7.76884556	
4.940000	-0.28191501	-0.40270910	3.04402208	-1.07962859	-0.18827051	1.09592140	-8.21405506	-8.13546944	8.67071629	
4.960000	-0.30557910	-0.40886632	3.06847405	-1.24553001	-0.35731801	1.29577053	-7.37495422	-7.05638933	8.49271011	
4.980000	-0.33254212	-0.41843742	3.09708548	-1.39093423	-0.49179313	1.47531641	-5.93474722	-5.30095291	7.09024239	
5.000000	-0.36223659	-0.43034500	3.12907839	-1.50522435	-0.58232051	1.61393845	-3.73693013	-3.17404389	4.52823448	
5.020000	-0.39399505	-0.44344741	3.16343355	-1.57266343	-0.62216336	1.69125915	-0.64801353	-0.96028936	0.93439186	
5.040000	-0.42701960	-0.45684797	3.19907331	-1.57061219	-0.61381400	1.68629479	3.24968100	1.08199871	-3.42175531	
5.060000	-0.45992455	-0.46954605	3.23434329	-1.47336113	-0.56356096	1.57746446	7.55669260	2.70347548	-8.02480602	
5.080000	-0.49040458	-0.48060900	3.26676893	-1.26738572	-0.48320970	1.35637689	11.60885334	3.75001359	-12.19501019	
5.100000	-0.51539034	-0.48956791	3.29331231	-0.96660149	-0.38804534	1.04158413	14.57171917	4.18237782	-14.47528744	
5.120000	-0.53202844	-0.49595165	3.31113315	-0.60925436	-0.29430699	0.67661470	15.69589710	4.04108667	-12.81015110	
5.140000	-0.53943151	-0.50049448	3.31981897	-0.24796765	-0.21165030	0.32601196	14.76590538	3.49868512	-8.57465076	
5.160000	-0.53902578	-0.50352693	3.32287836	0.05976332	-0.14771515	0.15934685	12.22698975	2.80212069	-4.28560400	
5.180000	-0.53304166	-0.50584269	3.32929492	0.27351516	-0.10385509	0.29256865	8.84577847	2.12642121	-0.23211853	
5.200000	-0.52403820	-0.50725543	3.33840847	0.39384896	-0.07311202	0.40057755	5.43974304	1.55463409	2.60237598	
5.220000	-0.51436096	-0.50843751	3.34815764	0.44798833	-0.04856138	0.45061263	2.74887490	1.15816450	2.54112625	
5.240000	-0.50537246	-0.50921488	3.35717964	0.46258888	-0.02879872	0.46348444	1.12273753	0.93346149	1.05784655	
5.260000	-0.49650937	-0.50965917	3.36605382	0.45897025	-0.01417448	0.45918909	0.36572897	0.79324454	0.33169413	
5.280000	-0.48730120	-0.50959057	3.37526226	0.45692271	-0.00041674	0.45692289	0.10129631	0.68492347	0.09637533	
5.300000	-0.47788551	-0.50942212	3.38467956	0.46294188	0.01309166	0.46312696	0.10335876	0.62556368	0.11724751	
5.320000	-0.46873301	-0.50914860	3.39383626	0.46899897	0.02523809	0.46967754	0.20046462	0.59738272	0.22887045	
5.340000	-0.45941406	-0.50860393	3.40317106	0.47103122	0.03589117	0.47239664	0.21931694	0.54461408	0.25735462	
5.360000	-0.44986501	-0.50769305	3.41276336	0.47449350	0.04713881	0.47682926	0.14895616	0.46020183	0.18929471	
5.380000	-0.44024092	-0.50655085	3.42245507	0.47964013	0.05712929	0.48303044	0.09035303	0.36731142	0.12764031	
5.400000	-0.43071145	-0.50527972	3.43206906	0.48162696	0.06355740	0.48580250	0.04372856	0.26924390	0.07445213	
5.420000	-0.42097378	-0.50390762	3.44190288	0.48011225	0.06647008	0.48469171	-0.04453930	0.17541553	-0.02171831	
5.440000	-0.41133240	-0.50252730	3.45164251	0.47815463	0.06798702	0.48296386	-0.14635058	0.13247406	-0.12633771	
5.460000	-0.40172336	-0.50116587	3.46134758	0.47504273	0.06919377	0.48005560	-0.22618265	0.18719493	-0.19447000	
5.480000	-0.39238906	-0.49983317	3.47077656	0.46976230	0.07186007	0.47522676	-0.32217553	0.35962784	-0.25304842	
5.500000	-0.38297305	-0.49840727	3.48029995	0.46265048	0.07846315	0.46925679	-0.49329481	0.66702837	-0.33698303	
5.520000	-0.37377122	-0.49688882	3.48962617	0.45320249	0.09290200	0.46262649	-0.76682037	1.13490963	-0.41921085	
5.540000	-0.36464819	-0.49503711	3.49893522	0.43825018	0.11798598	0.45385450	-1.16254067	1.75172043	-0.43056813	
5.560000	-0.35596788	-0.49270535	3.50792336	0.41293076	0.15775034	0.44203731	-1.68869579	2.43149352	-0.29879200	
5.580000	-0.34769508	-0.48935449	3.51684904	0.37450975	0.21488260	0.43177781	-2.32702255	3.04313326	0.01033643	
5.600000	-0.34035376	-0.48480746	3.52548456	0.32118720	0.28762609	0.43114960	-3.02440667	3.42276073	0.44526514	
5.620000	-0.33423483	-0.47838327	3.53435659	0.25335315	0.36757872	0.44643244	-3.72257400	3.36663437	0.83616441	
5.640000	-0.32976949	-0.47007841	3.54378581	0.17075060	0.44404772	0.47574589	-4.39340258	2.72270250	0.98209959	
5.660000	-0.32709315	-0.45991483	3.55429578	0.07538035	0.50199473	0.50762278	-5.04228497	1.47004509	0.82087135	
5.680000	-0.32638249	-0.44876599	3.56546736	-0.03170072	0.52503401	0.52599019	-5.67288017	-0.29463199	0.55428177	
5.700000	-0.32794520	-0.43720832	3.57713008	-0.15054961	0.50237298	0.52444619	-6.26377869	-2.36567163	0.61822683	
5.720000	-0.33196324	-0.42671934	3.58836222	-0.28264251	0.43037814	0.51489043	-6.78175354	-4.42332268	1.37644684	
5.740000	-0.33877850	-0.41822055	3.59925604	-0.42642277	0.31266573	0.52876860	-7.16170931	-6.14429522	2.81715679	
5.760000	-0.34862179	-0.41290262	3.61044407	-0.57760739	0.16072945	0.59955341	-7.30353546	-7.27476549	4.59086227	
5.780000	-0.36175764	-0.41118476	3.62369180	-0.73029542	-0.00749007	0.73033381	-7.10489559	-7.64978695	6.16099834	
5.800000	-0.37809157	-0.41336474	3.64017057	-0.87634617	-0.17478237	0.89360589	-6.49575329	-7.23941469	6.93532181	
5.820000	-0.39737704	-0.41895846	3.66025090	-1.00634086	-0.32295400	1.05689228	-5.41128159	-6.15451384	6.53507328	
5.840000	-0.41919523	-0.42744726	3.68366218	-1.11004782	-0.43849987	1.19351923	-3.76191640	-4.56125546	4.93419123	
5.860000	-0.44293445	-0.43801847	3.70964885	-1.17719841	-0.51385242	1.28446114	-1.45960236	-2.66104245	2.30615592	
5.880000	-0.46783429	-0.44960344	3.73711181	-1.19419897	-0.54708833	1.31355119	1.47724938	-0.71171021	-1.07564878	
5.900000	-0.49279001	-0.46133524	3.76468754	-1.14364326	-0.53745812	1.26363802	4.82842922	1.04297912	-4.80913687	
5.920000	-0.51643133	-0.47236723	3.79077625	-1.01085687	-0.49078223	1.12369871	8.17880726	2.42653394	-8.37679386	
5.940000	-0.53674859	-0.48206019	3.81328726	-0.79730964	-0.41917783	0.90078449	10.96676254	3.30902576	-10.67241669	
5.960000	-0.55145127	-0.48969406	3.82985353	-0.52504098	-0.33666778	0.62370926	12.57285213	3.62172723	-9.87117577	
5.980000	-0.55890232	-0.49526432	3.83915663	-0.22953293	-0.25528881	0.34330416	12.58718395	3.43838525	-6.67383814	
6.000000	-0.55930060	-0.49913818	3.84305096	0.04680627	-0.18573296	0.19153997	11.09227753	2.94547844	-3.18480134	
6.020000	-0.55419058	-0.50192559	3.84887171	0.26267508	-0.13412654	0.29493749	8.59550381	2.34008670	0.12566479	
6.040000	-0.54552072	-0.50392842	3.85776997	0.39846683	-0.09838537	0.41043329	5.73208141	1.77691007	2.54660583	
6.060000	-0.53522265	-0.50553107	3.86819196	0.46504071	-0.07231978	0.47063044	3.12253690	1.35176802	2.58215785	
6.080000	-0.52511507	-0.50675958	3.87837386	0.48720446	-0.05053603	0.48981842	1.25504553	1.07933486	1.12257063	
6.100000	-0.51562685	-0.50764483	3.88790321	0.48415568	-0.03092561	0.48514238	0.24685018	0.90457714	0.17381762	
6.120000	-0.50635254	-0.50804114	3.89718604	0.47270080	-0.01384690	0.47290358	-0.14917050	0.75171649	-0.18413183	
6.140000	-0.49677309	-0.50800502	3.90676546	0.46630821	0.00034869	0.46630833	-0.20665394	0.58194721	-0.21945751	
6.160000	-0.48744178	-0.50772601	3.91610098	0.46670616	0.01076609	0.46683031	-0.07013676	0.41490534	-0.07084940	
6.180000	-0.47824338	-0.50743258	3.92530417	0.46750522	0.01643076	0.46779385	0.11728525	0.27827746	0.12188773	
6.200000	-0.46904829	-0.50702727	3.93450809	0.46908242	0.01864880	0.46945298	0.23277827	0.18477902	0.23869826	
6.220000	-0.45955113	-0.50665301	3.94401264	0.47561285	0.02051864	0.47605523	0.28348753	0.15168069	0.29012215	
6.240000	-0.45003164	-0.50621408	3.95354223	0.48504215	0.02307494	0.48559073	0.31324935	0.17510705	0.32237694	
6.260000	-0.44022703	-0.50580710	3.96335530	0.49255893	0.02690106	0.49329299	0.29012227	0.21571012	0.30292162	
6.280000	-0.43025160	-0.50522816	3.97334743	0.49736556	0.03235885	0.49841708	0.19330771	0.24229486	0.20942008	
6.300000	-0.42007938	-0.50457662	3.98354053	0.50015604	0.03834713	0.50162393	0.07134313	0.25579619	0.09050962	
6.320000	-0.41009107	-0.50367540	3.99356937	0.50039989	0.04364002	0.50229919	-0.03378216	0.26183188	-0.01135791	
6.340000	-0.40008959	-0.50270259	4.00361824	0.49805796	0.04803263	0.50036871	-0.13338943	0.29655352	-0.10309935	
6.360000	-0.39022058	-0.50166720	4.01354122	0.49413583	0.05300242	0.49697030	-0.25588202	0.42171499	-0.20154333	
6.380000	-0.38026005	-0.50066245	4.02355242	0.48911577	0.05969527	0.49274513	-0.42574850	0.68141830	-0.30902487	
6.400000	-0.37051487	-0.49951506	4.03336477	0.48096880	0.07325532	0.48651549	-0.66644448	1.08385777	-0.41262117	
6.420000	-0.36087623	-0.49806237	4.04311228	0.46683168	0.09738662	0.47688150	-1.01155889	1.62541568	-0.48092148	
6.440000	-0.35159019	-0.49615189	4.05259275	0.44407901	0.13522165	0.46421015	-1.48736024	2.24905014	-0.46213526	
6.460000	-0.34272483	-0.49321902	4.06193066	0.41139182	0.18694121	0.45187414	-2.08525562	2.82312608	-0.30617008	
6.480000	-0.33467191	-0.48918968	4.07093525	0.36535570	0.25321358	0.44452435	-2.77496219	3.19576859	-0.02616009	
6.500000	-0.32762605	-0.48348427	4.08000135	0.30329078	0.32776681	0.44656062	-3.54350042	3.21920967	0.27541929	
6.520000	-0.32192850	-0.47625208	4.08920813	0.22434136	0.40079537	0.45931032	-4.37636662	2.75059986	0.46673474	
6.540000	-0.31799242	-0.46706414	4.09920359	0.12896776	0.45939195	0.47715160	-5.22246170	1.70610738	0.50280768	
6.560000	-0.31622162	-0.45681983	4.10959959	0.01581546	0.49055856	0.49081343	-6.02958536	0.14975400	0.54174465	
6.580000	-0.31686014	-0.44591269	4.12052536	-0.11476559	0.48126459	0.49475929	-6.76377344	-1.72654259	0.91276848	
6.600000	-0.32022896	-0.43579340	4.13119078	-0.25983989	0.42455280	0.49775681	-7.36387825	-3.65721369	1.84191549	
6.620000	-0.32673100	-0.42714763	4.14200878	-0.41588864	0.32370749	0.52701980	-7.73201466	-5.34702826	3.26226330	
6.640000	-0.33662140	-0.42144436	4.15342569	-0.57893026	0.18952258	0.60916257	-7.79174948	-6.50902939	4.88113356	
6.660000	-0.34992182	-0.41895944	4.16695642	-0.74141788	0.03692407	0.74233675	-7.49803638	-6.97336340	6.25258112	
6.680000	-0.36655420	-0.42011952	4.18362904	-0.89379674	-0.11751672	0.90148920	-6.80134773	-6.73548889	6.87636518	
6.700000	-0.38629246	-0.42428586	4.20380211	-1.02737284	-0.25605276	1.05880022	-5.64769983	-5.89713335	6.45168447	
6.720000	-0.40861690	-0.43132961	4.22721148	-1.13450241	-0.36752731	1.19254851	-3.96838713	-4.58647108	4.95668364	
6.740000	-0.43287173	-0.44026652	4.25306034	-1.20527971	-0.44653830	1.28533876	-1.66478193	-2.98000216	2.49448919	
6.760000	-0.45825359	-0.45047569	4.28041840	-1.22700834	-0.49095035	1.32158303	1.28546262	-1.29649723	-0.74707538	
6.780000	-0.48389518	-0.46104425	4.30815268	-1.18151784	-0.49726647	1.28189635	4.69081020	0.27713987	-4.42163038	
6.800000	-0.50834942	-0.47151643	4.33475494	-1.05214000	-0.46959326	1.15217900	8.14947891	1.61257815	-8.03177071	
6.820000	-0.52973509	-0.48105395	4.35817099	-0.83859432	-0.41667941	0.93640918	11.09549236	2.58203650	-10.51252556	
6.840000	-0.54534453	-0.48888773	4.37563610	-0.56212521	-0.34983966	0.66209710	12.85498333	3.07951665	-9.99820042	
6.860000	-0.55351311	-0.49494421	4.38580513	-0.25777060	-0.27715403	0.37849706	12.96257973	3.13078833	-6.98505735	
6.880000	-0.55433488	-0.49943665	4.39037228	0.02994387	-0.20974419	0.21187085	11.48968029	2.88064480	-3.54170585	
6.900000	-0.54945433	-0.50290620	4.39636040	0.25499851	-0.15550523	0.29867393	8.95031643	2.47098541	-0.22800381	
6.920000	-0.54073554	-0.50525379	4.40538979	0.39638215	-0.11462490	0.41262293	5.98651600	1.98730481	2.28853035	
6.940000	-0.53031909	-0.50703824	4.41595793	0.46611783	-0.08131138	0.47315681	3.26299381	1.53001416	2.49823642	
6.960000	-0.52016526	-0.50831217	4.42619133	0.49000561	-0.05393821	0.49296534	1.32162094	1.17487717	1.13212752	
6.980000	-0.51071912	-0.50926149	4.43568516	0.48671877	-0.03477383	0.48795941	0.27949798	0.90397823	0.18295017	
7.000000	-0.50139588	-0.50955778	4.44501305	0.47478995	-0.02149641	0.47527632	-0.13638394	0.66611701	-0.18022326	
7.020000	-0.49170497	-0.50964582	4.45470428	0.46897784	-0.01100450	0.46910694	-0.20238017	0.48695627	-0.22034003	
7.040000	-0.48231843	-0.50979316	4.46409178	0.47010860	-0.00273014	0.47011653	-0.06512140	0.39942345	-0.07097346	
7.060000	-0.47306973	-0.50995994	4.47334194	0.47091997	0.00268991	0.47092766	0.10940652	0.36188251	0.11114300	
7.080000	-0.46382570	-0.50989288	4.48258638	0.47211862	0.00873059	0.47219932	0.19401875	0.32479355	0.20053154	
7.100000	-0.45424807	-0.50955242	4.49216986	0.47785595	0.01650228	0.47814080	0.21023606	0.28540483	0.21868141	
7.120000	-0.44464129	-0.50910264	4.50178719	0.48547146	0.02358083	0.48604381	0.21628666	0.24317226	0.22503527	
7.140000	-0.43483487	-0.50854850	4.51160908	0.49033782	0.02759446	0.49111366	0.18997309	0.18188594	0.19787119	
7.160000	-0.42492899	-0.50792712	4.52153444	0.49208945	0.02930834	0.49296147	0.11232217	0.11928284	0.11857408	
7.180000	-0.41494569	-0.50729793	4.53153753	0.49313447	0.03026052	0.49406204	0.02770398	0.09551265	0.03360931	
7.200000	-0.40515158	-0.50670016	4.54134989	0.49337950	0.03140940	0.49437827	-0.03585590	0.13349737	-0.02636337	
7.220000	-0.39535245	-0.50612038	4.55116606	0.49210918	0.03375857	0.49326575	-0.11329783	0.24409106	-0.09240206	
7.240000	-0.38552669	-0.50547248	4.56101322	0.48966563	0.03851899	0.49117830	-0.24788830	0.43802294	-0.19997188	
7.260000	-0.37560850	-0.50467998	4.57096291	0.48507807	0.04750190	0.48739836	-0.44480410	0.73802108	-0.33429053	
7.280000	-0.36588949	-0.50370920	4.58073044	0.47573900	0.06371275	0.47998637	-0.70225590	1.16954267	-0.45170492	
7.300000	-0.35635352	-0.50243944	4.59035063	0.45916086	0.08909599	0.46772513	-1.03498769	1.73075390	-0.49739262	
7.320000	-0.34729239	-0.50064248	4.59958839	0.43528980	0.12790878	0.45369357	-1.44915164	2.35951328	-0.40742478	
7.340000	-0.33867013	-0.49789390	4.60863829	0.40356079	0.18229899	0.44282529	-1.93514645	2.95100570	-0.14389314	
7.360000	-0.33087763	-0.49400190	4.61734867	0.36153260	0.25187522	0.44062108	-2.49950147	3.34861803	0.22041330	
7.380000	-0.32383224	-0.48830214	4.62641096	0.30699199	0.32972980	0.45051730	-3.16629648	3.35246491	0.50381798	
7.400000	-0.31804159	-0.48091146	4.63579988	0.23820329	0.40663090	0.47126374	-3.92603135	2.80401874	0.53889793	
7.420000	-0.31371304	-0.47153643	4.64612579	0.15308031	0.46719119	0.49163115	-4.74409151	1.65290833	0.29775229	
7.440000	-0.31132719	-0.46111402	4.65681791	0.04953988	0.49566051	0.49813005	-5.58545542	-0.03039314	0.00958144	
7.460000	-0.31112298	-0.45000297	4.66793060	-0.07156553	0.47988933	0.48519623	-6.39427900	-2.04683924	0.15796666	
7.480000	-0.31357193	-0.43991297	4.67831373	-0.20939177	0.41525546	0.46506131	-7.07531834	-4.06934071	1.09054351	
7.500000	-0.31897649	-0.43160394	4.68822575	-0.36123717	0.30455703	0.47249049	-7.52944136	-5.75195980	2.70047092	
7.520000	-0.32763880	-0.42645299	4.69830370	-0.52204287	0.15980819	0.54595548	-7.66996908	-6.81925583	4.58688879	
7.540000	-0.33973390	-0.42463374	4.71053505	-0.68288344	0.00014305	0.68288344	-7.40538168	-7.11849594	6.19297409	
7.560000	-0.35524422	-0.42667088	4.72617865	-0.83456481	-0.15512823	0.84885991	-6.64672565	-6.64198780	6.86933565	
7.580000	-0.37385637	-0.43177688	4.74547863	-0.96689463	-0.28875184	1.00909007	-5.30959034	-5.51725769	6.21279573	
7.600000	-0.39495772	-0.43957672	4.76797533	-1.06836092	-0.38998845	1.13731527	-3.29636455	-3.94229531	4.25258207	
7.620000	-0.41791773	-0.44881642	4.79272461	-1.12496936	-0.45284611	1.21269357	-0.55719393	-2.15346432	1.25115514	
7.640000	-0.44179204	-0.45896816	4.81866741	-1.11966050	-0.47585845	1.21658576	2.76470399	-0.38774979	-2.40402985	
7.660000	-0.46534872	-0.46907964	4.84430265	-1.03385365	-0.46046036	1.13175845	6.30284691	1.16006744	-6.20073748	
7.680000	-0.48668146	-0.47862828	4.86767483	-0.86078656	-0.41467804	0.95546395	9.52601242	2.33965373	-9.37210751	
7.700000	-0.50344437	-0.48664817	4.88625765	-0.61521357	-0.34863809	0.70713240	11.79281521	3.03085613	-9.92339706	
7.720000	-0.51340193	-0.49283817	4.89798260	-0.32854316	-0.27424446	0.42796102	12.55134487	3.19643426	-7.48012590	
7.740000	-0.51613814	-0.49721542	4.90314484	-0.04217449	-0.20234999	0.20669834	11.68921280	2.93994498	-4.10087252	
7.760000	-0.51272970	-0.50027794	4.90772724	0.19916487	-0.14462614	0.24613689	9.58808994	2.43797088	-0.77157062	
7.780000	-0.50503033	-0.50236034	4.91570330	0.36493450	-0.10490960	0.37971464	6.84755087	1.84754586	2.15045381	
7.800000	-0.49495417	-0.50382036	4.92588472	0.45685750	-0.07864979	0.46357802	4.09694672	1.30105686	3.03031945	
7.820000	-0.48442146	-0.50515091	4.93650103	0.49592239	-0.05971638	0.49950480	1.91291595	0.90945274	1.77560735	
7.840000	-0.47449246	-0.50632375	4.94649887	0.50214869	-0.04606965	0.50425762	0.56924522	0.68536705	0.49074334	
7.860000	-0.46475890	-0.50715959	4.95626831	0.49155062	-0.03601138	0.49286798	-0.08360901	0.55968481	-0.12816520	
7.880000	-0.45492780	-0.50760084	4.96610928	0.48109373	-0.02644086	0.48181978	-0.32014498	0.48661223	-0.34665015	
7.900000	-0.44519252	-0.50790930	4.97584963	0.47684929	-0.01668954	0.47714126	-0.29801095	0.47310549	-0.31401131	
7.920000	-0.43592072	-0.50829148	4.98512936	0.47349772	-0.00776897	0.47356144	-0.15865882	0.50066561	-0.16480616	
7.940000	-0.42661989	-0.50847310	4.99443197	0.46928829	0.00119333	0.46928981	-0.06061989	0.51372188	-0.05605752	
7.960000	-0.41722047	-0.50836825	5.00383186	0.46873859	0.01256614	0.46890700	-0.02446596	0.48996359	-0.01166624	
7.980000	-0.40777031	-0.50793928	5.01329184	0.47142750	0.02476845	0.47207770	0.02028383	0.43721595	0.03733298	
8.000000	-0.39839002	-0.50726879	5.02269602	0.47275132	0.03375633	0.47395495	0.06739196	0.34726486	0.08493634	
8.020000	-0.38888478	-0.50640184	5.03224087	0.47270349	0.03877330	0.47429100	0.07566149	0.22853304	0.09007177	
8.040000	-0.37939730	-0.50550294	5.04177094	0.47406992	0.04094440	0.47583479	0.07238944	0.13840418	0.08288780	
8.059999	-0.36992618	-0.50470996	5.05127525	0.47640905	0.04151437	0.47821441	0.08788975	0.11757694	0.09806574	
8.080000	-0.36048901	-0.50393540	5.06074429	0.47851619	0.04240322	0.48039126	0.08559422	0.14550021	0.09951910	
8.099999	-0.35082898	-0.50313371	5.07043743	0.48048875	0.04584638	0.48267102	0.03093145	0.20316342	0.05236825	
8.120000	-0.34116709	-0.50222301	5.08014202	0.48194781	0.05181392	0.48472506	-0.06504726	0.30339268	-0.02895468	
8.139999	-0.33141872	-0.50112659	5.08995199	0.48038682	0.05813202	0.48389134	-0.19761750	0.46404633	-0.13122217	
8.160000	-0.32183269	-0.49984115	5.09962368	0.47488642	0.06642165	0.47950906	-0.38455275	0.70785260	-0.25386974	
8.179999	-0.31228736	-0.49841326	5.10927534	0.46571374	0.08023080	0.47257408	-0.64164478	1.09336662	-0.36616844	
8.200000	-0.30307940	-0.49695307	5.11859846	0.45195153	0.10373129	0.46370289	-0.98375720	1.64574575	-0.40644789	
8.220000	-0.29406700	-0.49493209	5.12783480	0.43123323	0.14003807	0.45340133	-1.43962610	2.28635955	-0.32837081	
8.240000	-0.28553650	-0.49205214	5.13683844	0.39989236	0.19364448	0.44431078	-2.01902699	2.87031746	-0.12374838	
8.260000	-0.27756256	-0.48774099	5.14590311	0.35493362	0.26265249	0.44154751	-2.69472289	3.24787211	0.17398888	
8.280000	-0.27066240	-0.48195931	5.15490532	0.29380658	0.33931422	0.44883901	-3.41244388	3.25741696	0.46437007	
8.300000	-0.26517588	-0.47419563	5.16441202	0.21697795	0.41178647	0.46545410	-4.12062168	2.74790335	0.59028405	
8.320000	-0.26150885	-0.46492478	5.17438173	0.12585391	0.46939507	0.48597422	-4.78773928	1.67263317	0.46275970	
8.340000	-0.25985050	-0.45433524	5.18510056	0.02299906	0.49899858	0.49952832	-5.41011906	0.11198678	0.22176446	
8.360000	-0.26032490	-0.44360507	5.19584131	-0.09106556	0.48867270	0.49708545	-5.99783230	-1.77534354	0.24830192	
8.380000	-0.26312873	-0.43314204	5.20667362	-0.21631385	0.43209153	0.48321298	-6.54267693	-3.77454829	0.92373902	
8.400000	-0.26848686	-0.42451489	5.21682930	-0.35367692	0.33085471	0.48430589	-6.99792147	-5.58901167	2.32166505	
8.420000	-0.27678654	-0.41837218	5.22715473	-0.50142914	0.19191024	0.53689915	-7.27476645	-6.92288065	4.16659164	
8.440000	-0.28822693	-0.41592655	5.23885345	-0.65504473	0.02771851	0.65563095	-7.25241375	-7.57227039	5.95055103	
8.460000	-0.30301452	-0.41706863	5.25368500	-0.80648309	-0.14229113	0.81893939	-6.78742409	-7.45002937	7.03060102	
8.480000	-0.32090208	-0.42210504	5.27226830	-0.94575149	-0.29931393	0.99198526	-5.72257710	-6.55590296	6.84868336	
8.500000	-0.34163764	-0.43020234	5.29452896	-1.05989707	-0.42699036	1.14267337	-3.89165926	-5.00713062	5.19757938	
8.520000	-0.36451069	-0.44072396	5.31970596	-1.13271546	-0.51515156	1.24435747	-1.21356845	-3.03781438	2.24752641	
8.540000	-0.38879737	-0.45248887	5.34669209	-1.14323783	-0.55518448	1.27091408	2.17378855	-0.94070828	-1.57229888	
8.559999	-0.41302419	-0.46460286	5.37377882	-1.06952548	-0.54711306	1.20133984	5.87488604	1.00199413	-5.65470695	
