Time	Left_paced_y_velocity X
22.359999	0.11664556	
22.379999	0.12695374	
22.400000	0.16770835	
22.420000	0.23286103	
22.439999	0.30500659	
22.459999	0.34858924	
22.480000	0.33905336	
22.500000	0.27845061	
22.519999	0.18077227	
22.539999	0.04901629	
22.559999	-0.12662628	
22.580000	-0.31581137	
22.600000	-0.46158624	
22.619999	-0.51777726	
22.639999	-0.46710736	
22.660000	-0.32436815	
22.680000	-0.13159874	
22.699999	0.03406671	
22.719999	0.14393349	
22.740000	0.21680498	
22.760000	0.28553128	
22.779999	0.33562517	
22.799999	0.35326487	
22.820000	0.33628145	
22.840000	0.28155121	
22.859999	0.20313361	
22.879999	0.11880846	
22.900000	0.06205257	
22.920000	0.01088936	
22.939999	-0.06372280	
22.959999	-0.18970394	
22.980000	-0.33506227	
23.000000	-0.44594130	
23.019999	-0.47145766	
23.039999	-0.39727628	
23.059999	-0.23824452	
23.080000	-0.10061248	
23.100000	-0.06143262	
23.119999	-0.09681957	
23.139999	-0.08473852	
23.160000	0.02357456	
23.180000	0.19417658	
23.199999	0.37881306	
23.219999	0.50343525	
23.240000	0.50129694	
23.260000	0.36759323	
23.279999	0.21945767	
23.299999	0.12135269	
23.320000	0.07512635	
23.340000	0.02816107	
23.359999	-0.12157548	
23.379999	-0.32548359	
23.400000	-0.48324010	
23.420000	-0.52395976	
23.439999	-0.47267899	
23.459999	-0.33107367	
23.480000	-0.11653709	
23.500000	0.05159196	
23.519999	0.11464477	
23.539999	0.09986133	
23.559999	0.11850379	
23.580000	0.15407640	
23.600000	0.21930242	
23.619999	0.28171185	
23.639999	0.31770542	
23.660000	0.31958583	
23.680000	0.27191564	
23.699999	0.18507682	
23.719999	0.08208637	
23.740000	-0.00525837	
23.760000	-0.16622102	
23.779999	-0.34863806	
23.799999	-0.46611658	
23.820000	-0.46707654	
23.840000	-0.38572496	
23.859999	-0.22066662	
23.879999	-0.05875582	
23.900000	0.00303505	
23.920000	-0.03933806	
23.939999	-0.11138880	
23.959999	-0.09189455	
23.980000	0.02550643	
24.000000	0.23044358	
24.019999	0.40588501	
24.039999	0.48980901	
24.059999	0.47308004	
24.080000	0.39670947	
24.100000	0.27535760	
24.119999	0.17032136	
24.139999	0.09207746	
24.160000	-0.02760327	
24.180000	-0.20040414	
24.199999	-0.38048095	
24.219999	-0.49151021	
24.240000	-0.49730191	
24.260000	-0.38183323	
24.279999	-0.23734628	
24.299999	-0.13955043	
24.320000	-0.12218612	
24.340000	-0.08746345	
24.359999	-0.00567486	
24.379999	0.12397017	
24.400000	0.29709294	
24.420000	0.46808261	
24.439999	0.54310256	
24.459999	0.47551253	
24.480000	0.36303541	
24.500000	0.24878821	
24.519999	0.14495729	
24.539999	0.02725356	
24.559999	-0.09667714	
24.580000	-0.24926181	
24.600000	-0.40153638	
24.619999	-0.49041796	
24.639999	-0.48785996	
24.660000	-0.39930043	
24.680000	-0.23657459	
24.699999	-0.05353587	
24.719999	0.08032753	
24.740000	0.11854384	
24.760000	0.11383030	
24.779999	0.11926047	
24.799999	0.15937153	
24.820000	0.22337763	
24.840000	0.29835793	
24.859999	0.35290641	
24.879999	0.35678253	
24.900000	0.30887258	
24.920000	0.21874747	
24.939999	0.01352808	
24.959999	-0.25270808	
24.980000	-0.46494645	
25.000000	-0.55553627	
25.019999	-0.52781606	
25.039999	-0.41175905	
25.059999	-0.23318607	
25.080000	-0.09888189	
25.100000	-0.06571248	
25.119999	-0.04107752	
25.139999	0.07739542	
25.160000	0.24331450	
25.180000	0.39735791	
25.199999	0.50153959	
25.219999	0.51432508	
25.240000	0.43407819	
25.260000	0.28532943	
25.279999	0.03315681	
25.299999	-0.24696982	
25.320000	-0.47466573	
25.340000	-0.54621494	
25.359999	-0.52414495	
25.379999	-0.41491985	
25.400000	-0.23087005	
25.420000	-0.01465019	
25.439999	0.16327499	
25.459999	0.30584255	
25.480000	0.47130874	
25.500000	0.58583379	
25.519999	0.60507971	
25.539999	0.50504023	
25.559999	0.33034149	
25.580000	0.08495109	
25.599998	-0.20310269	
25.619999	-0.47377795	
25.639999	-0.62383664	
25.660000	-0.60727185	
25.680000	-0.48570806	
25.699999	-0.32598948	
25.719999	-0.12549363	
25.740000	0.08022466	
25.760000	0.24846318	
25.779999	0.37588760	
25.799999	0.51454002	
25.820000	0.60935134	
25.840000	0.57646859	
25.859999	0.43635365	
25.879999	0.26900733	
25.900000	0.07680909	
25.920000	-0.20261936	
25.939999	-0.47896397	
25.959999	-0.65954494	
25.980000	-0.67811197	
26.000000	-0.59063363	
26.019999	-0.43433052	
26.039999	-0.17552529	
26.059999	0.11178387	
26.080000	0.33270964	
26.099998	0.45444202	
26.119999	0.55703163	
26.139999	0.59248596	
26.160000	0.50887698	
26.180000	0.34951547	
26.199999	0.19433583	
26.219999	-0.06104352	
26.240000	-0.40072626	
26.260000	-0.65214181	
26.279999	-0.71714652	
26.299999	-0.66054177	
26.320000	-0.50246388	
26.340000	-0.25675672	
26.359999	0.01297251	
26.379999	0.22393773	
26.400000	0.38865921	
26.420000	0.56094116	
26.439999	0.66782045	
26.459999	0.66653353	
26.480000	0.53365439	
26.500000	0.34273601	
26.519999	0.13374218	
26.539999	-0.08842265	
26.559999	-0.36210480	
26.580000	-0.59658903	
26.599998	-0.70426315	
26.619999	-0.68607008	
26.639999	-0.56586623	
26.660000	-0.36561021	
26.680000	-0.07969982	
26.699999	0.20723851	
26.719999	0.43687207	
26.740000	0.59704691	
26.760000	0.69990176	
26.779999	0.69959855	
26.799999	0.57054663	
26.820000	0.39371216	
26.840000	0.22405179	
26.859999	0.07242344	
26.879999	-0.14883538	
26.900000	-0.42279783	
26.920000	-0.66458088	
26.939999	-0.78683197	
26.959999	-0.74590105	
26.980000	-0.58835870	
27.000000	-0.36508495	
27.019999	-0.09113056	
27.039999	0.18073203	
27.059999	0.37624323	
27.080000	0.49661312	
27.099998	0.58780551	
27.119999	0.61961997	
27.139999	0.54728895	
27.160000	0.38536116	
27.180000	0.20524395	
27.199999	-0.01684004	
27.219999	-0.31453335	
27.240000	-0.59245116	
27.260000	-0.74677783	
27.279999	-0.70624262	
27.299999	-0.53841871	
27.320000	-0.31241891	
27.340000	-0.03957387	
27.359999	0.23990041	
27.379999	0.44351235	
27.400000	0.56641883	
27.420000	0.65824944	
27.439999	0.67786014	
27.459999	0.57438540	
27.480000	0.37292394	
27.500000	0.17903471	
27.519999	-0.01619340	
27.539999	-0.28315285	
27.559999	-0.56766474	
27.580000	-0.76461107	
27.599998	-0.79871643	
27.619999	-0.71295881	
27.639999	-0.53609645	
27.660000	-0.24039897	
27.680000	0.10797755	
27.699999	0.38722178	
27.719999	0.56298220	
27.740000	0.69646925	
27.760000	0.73935151	
27.779999	0.64416480	
27.799999	0.45090216	
27.820000	0.25165647	
27.840000	0.04559337	
27.859999	-0.21180935	
27.879999	-0.49005547	
27.900000	-0.70831609	
27.920000	-0.79111123	
27.939999	-0.70321631	
27.959999	-0.51642597	
27.980000	-0.23090595	
28.000000	0.10785543	
28.019999	0.40311342	
28.039999	0.56652635	
28.059999	0.63226634	
28.080000	0.64672184	
28.099998	0.57115889	
28.119999	0.42074195	
28.139999	0.24268675	
28.160000	0.07495347	
28.180000	-0.23408134	
28.199999	-0.58712101	
28.219999	-0.82704270	
28.240000	-0.84768444	
28.260000	-0.72244167	
28.279999	-0.48524842	
28.299999	-0.12022737	
28.320000	0.23957121	
28.340000	0.45296383	
28.359999	0.52631456	
28.379999	0.59068394	
28.400000	0.59564763	
28.420000	0.50705785	
28.439999	0.35340786	
28.459999	0.20640317	
28.480000	0.03292395	
28.500000	-0.24400656	
28.519999	-0.54003721	
28.539999	-0.73620415	
28.559999	-0.75654089	
28.580000	-0.64626461	
28.599998	-0.44813487	
28.619999	-0.14598550	
28.639999	0.19275874	
28.660000	0.45010677	
28.680000	0.60352260	
28.699999	0.71083617	
28.719999	0.73602009	
28.740000	0.63121486	
28.760000	0.43885043	
28.779999	0.27270928	
28.799999	0.14419010	
28.820000	0.01163811	
28.840000	-0.13272801	
28.859999	-0.30817297	
28.879999	-0.52837604	
28.900000	-0.70863402	
28.920000	-0.77445602	
28.939999	-0.69008505	
28.959999	-0.50713301	
28.980000	-0.28837460	
29.000000	-0.02705485	
29.019999	0.21918456	
29.039999	0.40214580	
29.059999	0.51428968	
29.080000	0.61376727	
29.099998	0.64753765	
29.119999	0.56584537	
29.139999	0.40642777	
29.160000	0.25185564	
29.179998	0.09759018	
29.199999	-0.13114388	
29.219999	-0.41068941	
29.240000	-0.66487759	
29.260000	-0.79589099	
29.279999	-0.79254973	
29.299999	-0.65719295	
29.320000	-0.34532908	
29.340000	0.07489606	
29.359999	0.43400210	
29.379999	0.62565738	
29.400000	0.69830596	
29.420000	0.67546737	
29.439999	0.53874099	
29.459999	0.36292225	
29.480000	0.23141316	
29.500000	0.11546259	
29.519999	-0.06705048	
29.539999	-0.32355320	
29.559999	-0.59220886	
29.580000	-0.77151418	
29.599998	-0.78390521	
29.619999	-0.67422450	
29.639999	-0.48976398	
29.660000	-0.20932144	
29.679998	0.11558162	
29.699999	0.37746540	
29.719999	0.53622323	
29.740000	0.64575362	
29.760000	0.67714489	
29.779999	0.58665329	
29.799999	0.41239011	
29.820000	0.25964862	
29.840000	0.13339102	
29.859999	-0.02121099	
29.879999	-0.23960082	
29.900000	-0.49560857	
29.920000	-0.69567543	
29.939999	-0.75409603	
29.959999	-0.69599020	
29.980000	-0.54490709	
30.000000	-0.25185046	
30.019999	0.11604858	
30.039999	0.41933629	
30.059999	0.58520699	
30.080000	0.68228614	
30.099998	0.68996710	
30.119999	0.56168562	
30.139999	0.36023089	
30.160000	0.18624152	
30.179998	0.03588580	
30.199999	-0.16533120	
30.219999	-0.40649599	
30.240000	-0.62133652	
30.260000	-0.73486137	
30.279999	-0.69874817	
30.299999	-0.57037091	
30.320000	-0.38542482	
30.340000	-0.18839766	
30.359999	0.04095620	
30.379999	0.26795375	
30.400000	0.47504091	
30.420000	0.64769632	
30.439999	0.74187154	
30.459999	0.71072680	
30.480000	0.53187716	
30.500000	0.31840470	
30.519999	0.13581319	
30.539999	0.00462765	
30.559999	-0.14402513	
30.580000	-0.33495075	
30.599998	-0.54263771	
30.619999	-0.69436777	
30.639999	-0.71283257	
30.660000	-0.62398303	
30.679998	-0.44720849	
30.699999	-0.21790704	
30.719999	0.06461625	
30.740000	0.31677857	
30.760000	0.49266964	
30.779999	0.60195363	
30.799999	0.64443594	
30.820000	0.58907527	
30.840000	0.42634746	
30.859999	0.25156227	
30.879999	0.09425204	
30.900000	-0.07023318	
30.920000	-0.31365326	
30.939999	-0.55969971	
30.959999	-0.71755773	
30.980000	-0.70771784	
31.000000	-0.57595462	
31.019999	-0.37557736	
31.039999	-0.15809467	
31.059999	0.07852363	
31.080000	0.29122606	
31.099998	0.45250055	
31.119999	0.57966745	
31.139999	0.64756733	
31.160000	0.60109723	
31.179998	0.40128902	
31.199999	0.04541543	
31.219999	-0.35267630	
31.240000	-0.64098316	
31.260000	-0.74860609	
31.279999	-0.71841937	
31.299999	-0.55922711	
31.320000	-0.28078309	
31.340000	0.04147271	
31.359999	0.29390398	
31.379999	0.45432714	
31.400000	0.58967477	
31.420000	0.64178932	
31.439999	0.56256330	
31.459999	0.31770846	
31.480000	-0.02657081	
31.500000	-0.36276701	
31.519999	-0.58507043	
31.539999	-0.64637041	
31.559999	-0.56439209	
31.580000	-0.38551313	
31.599998	-0.10889187	
31.619999	0.19491643	
31.639999	0.41938743	
31.660000	0.53178096	
31.679998	0.58718568	
31.699999	0.55920589	
31.719999	0.39413166	
31.740000	0.04366777	
31.760000	-0.33196321	
31.779999	-0.58493143	
31.799999	-0.69976342	
31.820000	-0.67479825	
31.840000	-0.48750660	
31.859999	-0.10843509	
31.879999	0.29148114	
31.900000	0.53978449	
31.920000	0.62760001	
31.939999	0.63986731	
31.959999	0.52931041	
31.980000	0.32269436	
32.000000	0.11171514	
32.020000	-0.09793030	
32.040001	-0.32494938	
32.059998	-0.53545380	
32.079998	-0.64233834	
32.099998	-0.58681017	
32.119999	-0.43750000	
32.139999	-0.15846547	
32.160000	0.18907078	
32.180000	0.47881371	
32.200001	0.62628305	
32.219997	0.66464704	
32.239998	0.61947381	
32.259998	0.43825024	
32.279999	0.14921983	
32.299999	-0.21830232	
32.320000	-0.52877784	
32.340000	-0.73851067	
32.360001	-0.76603574	
32.380001	-0.62682146	
32.399998	-0.35564834	
32.419998	-0.00843480	
32.439999	0.31422812	
32.459999	0.53731406	
32.480000	0.64997882	
32.500000	0.67475826	
32.520000	0.56751311	
32.540001	0.30759728	
32.559998	-0.09553354	
32.579998	-0.48920318	
32.599998	-0.72780782	
32.619999	-0.75711626	
32.639999	-0.60860831	
32.660000	-0.31306148	
32.680000	0.05378323	
32.700001	0.36639526	
32.719997	0.57330042	
32.739998	0.67710853	
32.759998	0.69159847	
32.779999	0.59566319	
32.799999	0.42066425	
32.820000	0.20510106	
32.840000	-0.02396022	
32.860001	-0.27734384	
32.880001	-0.53631955	
32.899998	-0.73048979	
32.919998	-0.77894473	
32.939999	-0.65516371	
32.959999	-0.38086548	
32.980000	-0.00714045	
33.000000	0.36282668	
33.020000	0.60401535	
33.040001	0.66818035	
33.059998	0.59872025	
33.079998	0.40109745	
33.099998	0.06278229	
33.119999	-0.33471262	
33.139999	-0.63870597	
33.160000	-0.74559700	
33.180000	-0.65087974	
33.200001	-0.38522169	
33.219997	-0.01703960	
33.239998	0.34040248	
33.259998	0.58601588	
33.279999	0.70651537	
33.299999	0.72828817	
33.320000	0.65501356	
33.340000	0.49695989	
33.360001	0.26138023	
33.380001	-0.04666083	
33.399998	-0.41264194	
33.419998	-0.72890580	
33.439999	-0.88840574	
33.459999	-0.84620792	
33.480000	-0.67752087	
33.500000	-0.36812496	
33.520000	0.04881668	
33.540001	0.43093520	
33.559998	0.67259955	
33.579998	0.78304636	
33.599998	0.79149812	
33.619999	0.64425755	
33.639999	0.36551276	
33.660000	0.02669169	
33.680000	-0.32356274	
33.700001	-0.64698273	
33.719997	-0.83182794	
33.739998	-0.81002194	
33.759998	-0.60007542	
33.779999	-0.23071806	
33.799999	0.21166334	
33.820000	0.57404876	
33.840000	0.74927020	
33.860001	0.72865492	
33.880001	0.56542623	
33.899998	0.28295317	
33.919998	-0.09307376	
33.939999	-0.47555372	
33.959999	-0.73949236	
33.980000	-0.81413567	
34.000000	-0.68912739	
34.020000	-0.39588743	
34.040001	0.01106225	
34.059998	0.41110563	
34.079998	0.70907307	
34.099998	0.86932194	
34.119999	0.89443070	
34.139999	0.78058225	
34.160000	0.52432489	
34.180000	0.14781009	
34.200001	-0.33572635	
34.219997	-0.78034645	
34.239998	-1.03637898	
34.259998	-1.02927887	
34.279999	-0.83986282	
34.299999	-0.53392941	
34.320000	-0.11316887	
34.340000	0.30614057	
34.360001	0.59824198	
34.380001	0.73880291	
34.399998	0.78115743	
34.419998	0.67621034	
34.439999	0.36644936	
34.459999	-0.09925427	
34.480000	-0.51774764	
34.500000	-0.75399214	
34.520000	-0.79483730	
34.540001	-0.63034874	
34.559998	-0.29254416	
34.579998	0.14351167	
34.599998	0.50339866	
34.619999	0.68890685	
34.639999	0.71107411	
34.660000	0.60368687	
34.680000	0.34411776	
34.700001	-0.04449411	
34.719997	-0.44325522	
34.739998	-0.73055327	
34.759998	-0.80121684	
34.779999	-0.65817493	
34.799999	-0.32089141	
34.820000	0.10567366	
34.840000	0.48892838	
34.860001	0.71858925	
34.880001	0.77219218	
34.899998	0.67559028	
34.919998	0.42474410	
34.939999	0.05271423	
34.959999	-0.36540228	
34.980000	-0.69184017	
35.000000	-0.83154106	
35.020000	-0.75286108	
35.040001	-0.48668832	
35.059998	-0.10976414	
35.079998	0.27260843	
35.099998	0.56747234	
35.119999	0.72765243	
35.139999	0.75316244	
35.160000	0.63959849	
35.180000	0.37390172	
35.200001	-0.03747448	
35.219997	-0.48074415	
35.239998	-0.79752731	
35.259998	-0.87264341	
35.279999	-0.69799602	
35.299999	-0.32255700	
35.320000	0.13965052	
35.340000	0.51723826	
35.360001	0.69702435	
35.380001	0.66984481	
35.399998	0.49154583	
35.419998	0.19332206	
35.439999	-0.18653725	
35.459999	-0.53766525	
35.480000	-0.74368733	
35.500000	-0.75775743	
35.520000	-0.57590622	
35.540001	-0.31854925	
35.559998	0.00937786	
35.579998	0.32432017	
35.599998	0.58903354	
35.619999	0.74510133	
35.639999	0.82068783	
35.660000	0.80396444	
35.680000	0.64779323	
35.700001	0.37452185	
35.719997	0.02283906	
35.739998	-0.33148298	
35.759998	-0.69160503	
35.779999	-0.92135876	
35.799999	-0.95683980	
35.820000	-0.78372937	
35.840000	-0.46440831	
35.860001	-0.05809544	
35.880001	0.33252028	
35.899998	0.60540581	
35.919998	0.72382981	
35.939999	0.73696911	
35.959999	0.66967231	
35.980000	0.51569933	
36.000000	0.28160027	
36.020000	-0.00626426	
36.040001	-0.34264818	
36.059998	-0.67346239	
36.079998	-0.87349677	
36.099998	-0.86188829	
36.119999	-0.64033842	
36.139999	-0.25203216	
36.160000	0.19953150	
36.180000	0.55369377	
36.200001	0.70771849	
36.219997	0.66775918	
36.239998	0.49224585	
36.259998	0.19044764	
36.279999	-0.19366118	
36.299999	-0.53597003	
36.320000	-0.71796060	
36.340000	-0.70108920	
36.360001	-0.48878819	
36.380001	-0.14684057	
36.399998	0.22082481	
36.419998	0.49655104	
36.439999	0.64566123	
36.459999	0.69268209	
36.480000	0.65246367	
36.500000	0.54870343	
36.520000	0.35370365	
36.540001	0.05961381	
36.559998	-0.33007604	
36.579998	-0.68664896	
36.599998	-0.88646460	
36.619999	-0.88536221	
36.639999	-0.68996459	
36.660000	-0.36871716	
36.680000	0.02759762	
36.700001	0.36650831	
36.719997	0.60827196	
36.739998	0.72970372	
36.759998	0.76944399	
36.779999	0.72528720	
36.799999	0.57625639	
36.820000	0.34884465	
36.840000	0.05298947	
36.860001	-0.28481480	
36.880001	-0.63255638	
36.899998	-0.87652850	
36.919998	-0.94166064	
36.939999	-0.78931677	
36.959999	-0.46255073	
36.980000	-0.06181993	
37.000000	0.30799979	
37.020000	0.57073927	
37.040001	0.70210755	
37.059998	0.71093643	
37.079998	0.62924349	
37.099998	0.47358894	
37.119999	0.21857843	
37.139999	-0.17663208	
37.160000	-0.59060752	
37.180000	-0.86990339	
37.200001	-0.92399627	
37.219997	-0.75399065	
37.239998	-0.37975508	
37.259998	0.09493899	
37.279999	0.51222754	
37.299999	0.74074322	
37.320000	0.76723814	
37.340000	0.64470160	
37.360001	0.38969228	
37.380001	0.01324905	
37.399998	-0.41397801	
37.419998	-0.73853660	
37.439999	-0.82685053	
37.459999	-0.67119724	
37.480000	-0.33891225	
37.500000	0.08831480	
37.520000	0.45923930	
37.540001	0.64580375	
37.559998	0.60054296	
37.579998	0.36650923	
37.599998	-0.01324582	
37.619999	-0.39189902	
37.639999	-0.63807768	
37.660000	-0.65684354	
37.680000	-0.46475998	
37.700001	-0.09273132	
37.719997	0.32566407	
37.739998	0.60385638	
37.759998	0.66126072	
37.779999	0.52326775	
37.799999	0.21968326	
37.820000	-0.18325627	
37.840000	-0.51112521	
37.860001	-0.66236460	
37.879997	-0.60606253	
37.899998	-0.36540440	
37.919998	0.01214245	
37.939999	0.39521083	
37.959999	0.65905279	
37.980000	0.77607018	
38.000000	0.77275884	
38.020000	0.62041569	
38.040001	0.31793550	
38.059998	-0.11922454	
38.079998	-0.55969691	
38.099998	-0.85224289	
38.119999	-0.90192008	
38.139999	-0.74405545	
38.160000	-0.40845928	
38.180000	0.04526009	
38.200001	0.46144724	
38.219997	0.71645886	
38.239998	0.80035728	
38.259998	0.74184877	
38.279999	0.47579885	
38.299999	-0.00993603	
38.320000	-0.51885295	
38.340000	-0.83568454	
38.360001	-0.89088029	
38.379997	-0.72418296	
38.399998	-0.37644237	
38.419998	0.05188514	
38.439999	0.39741874	
38.459999	0.56884712	
38.480000	0.58011699	
38.500000	0.48814330	
38.520000	0.24587533	
38.540001	-0.10356241	
38.559998	-0.43184605	
38.579998	-0.61312878	
38.599998	-0.60658973	
38.619999	-0.41413289	
38.639999	-0.09427334	
38.660000	0.25325376	
38.680000	0.49118111	
38.700001	0.56995928	
38.719997	0.48067310	
38.739998	0.23095524	
38.759998	-0.11206178	
38.779999	-0.41180474	
38.799999	-0.57736248	
38.820000	-0.57184196	
38.840000	-0.38306859	
38.860001	-0.07506842	
38.879997	0.24728249	
38.899998	0.46586195	
38.919998	0.54755539	
38.939999	0.48463112	
38.959999	0.24176198	
38.980000	-0.11370569	
39.000000	-0.41508088	
39.020000	-0.55859572	
39.040001	-0.52437222	
39.059998	-0.31682986	
39.079998	0.01655965	
39.099998	0.32787079	
39.119999	0.48463109	
39.139999	0.46610236	
39.160000	0.31559169	
39.180000	0.04061149	
39.200001	-0.27005625	
39.219997	-0.48040640	
39.239998	-0.51840961	
39.259998	-0.37997961	
39.279999	-0.09917253	
39.299999	0.23251842	
39.320000	0.48604646	
39.340000	0.59077102	
39.360001	0.52762783	
39.379997	0.30551404	
39.399998	-0.04176930	
39.419998	-0.37422034	
39.439999	-0.57690853	
39.459999	-0.59273070	
39.480000	-0.41651031	
39.500000	-0.09150402	
39.520000	0.26807117	
39.540001	0.51448953	
39.559998	0.58228731	
39.579998	0.46815771	
39.599998	0.18716465	
39.619999	-0.17620380	
39.639999	-0.46917540	
39.660000	-0.59698689	
39.680000	-0.54235739	
39.700001	-0.32746536	
39.719997	-0.00489298	
39.739998	0.31333938	
39.759998	0.52305788	
39.779999	0.59027767	
39.799999	0.52669561	
39.820000	0.31771037	
39.840000	-0.02263914	
39.860001	-0.36499771	
39.879997	-0.58475131	
39.899998	-0.62228733	
39.919998	-0.48411232	
39.939999	-0.18708450	
39.959999	0.18979135	
39.980000	0.49963376	
40.000000	0.65668309	
40.020000	0.64582676	
40.040001	0.46605679	
40.059998	0.10032742	
40.079998	-0.32036087	
40.099998	-0.62462121	
40.119999	-0.72048956	
40.139999	-0.60329992	
40.160000	-0.30132210	
40.180000	0.10119107	
40.200001	0.44606051	
40.219997	0.62270606	
40.239998	0.61220604	
40.259998	0.44087476	
40.279999	0.10222229	
40.299999	-0.28428581	
40.320000	-0.56322414	
40.340000	-0.65433788	
40.360001	-0.55623794	
40.379997	-0.29762340	
40.399998	0.05223252	
40.419998	0.35527495	
40.439999	0.51187825	
40.459999	0.50947791	
40.480000	0.36359799	
40.500000	0.07462952	
40.520000	-0.25192583	
40.540001	-0.47812113	
40.559998	-0.53808421	
40.579998	-0.42313144	
40.599998	-0.15437758	
40.619999	0.19026223	
40.639999	0.47426605	
40.660000	0.60940242	
40.680000	0.57331568	
40.700001	0.36017895	
40.719997	-0.00309255	
40.739998	-0.36635718	
40.759998	-0.58828384	
40.779999	-0.61052161	
40.799999	-0.44041339	
40.820000	-0.12475701	
40.840000	0.23005584	
40.860001	0.48297799	
40.879997	0.57255346	
40.899998	0.50197083	
40.919998	0.27856201	
40.939999	-0.06324534	
40.959999	-0.38845143	
40.980000	-0.58018792	
41.000000	-0.58834457	
41.020000	-0.41837591	
41.040001	-0.10672344	
41.059998	0.24141541	
41.079998	0.49185911	
41.099998	0.57710654	
41.119999	0.49084035	
41.139999	0.22636855	
41.160000	-0.13859378	
41.180000	-0.44736552	
41.200001	-0.58173525	
41.219997	-0.51991373	
41.239998	-0.28118071	
41.259998	0.06739631	
41.279999	0.40115133	
41.299999	0.59797043	
41.320000	0.62011349	
41.340000	0.49203616	
41.360001	0.20150848	
41.379997	-0.17285328	
41.399998	-0.48818034	
41.419998	-0.63402939	
41.439999	-0.57938564	
41.459999	-0.33322474	
41.480000	0.04297251	
41.500000	0.39799467	
41.520000	0.60620797	
41.540001	0.62576872	
41.559998	0.45651558	
41.579998	0.09805183	
41.599998	-0.30865154	
41.619999	-0.58552194	
41.639999	-0.65482444	
41.660000	-0.55488163	
41.680000	-0.31726548	
41.700001	-0.01245824	
41.719997	0.24250227	
41.739998	0.37031257	
41.759998	0.37818357	
41.779999	0.28863940	
41.799999	0.06273473	
41.820000	-0.20475814	
41.840000	-0.39127573	
41.860001	-0.40247124	
41.879997	-0.31792551	
41.899998	-0.15549654	
41.919998	0.11050268	
41.939999	0.39822713	
41.959999	0.57792628	
41.980000	0.62337399	
42.000000	0.56987917	
42.020000	0.31272453	
42.040001	-0.12193802	
42.059998	-0.52874404	
42.079998	-0.69451016	
42.099998	-0.61873370	
42.119999	-0.42795485	
42.139999	-0.12365370	
42.160000	0.22970392	
42.180000	0.50762904	
42.200001	0.63328820	
42.219997	0.63358110	
42.239998	0.49843538	
42.259998	0.15820721	
42.279999	-0.28939098	
42.299999	-0.63658541	
42.320000	-0.71891707	
42.340000	-0.58692133	
42.360001	-0.27069271	
42.379997	0.14430434	
42.399998	0.49757722	
42.419998	0.67019796	
42.439999	0.63950539	
42.459999	0.43217221	
42.480000	0.05924662	
42.500000	-0.35191318	
42.520000	-0.63840550	
42.540001	-0.70026141	
42.559998	-0.53060889	
42.579998	-0.18402393	
42.599998	0.22704045	
42.619999	0.54019630	
42.639999	0.66843218	
42.660000	0.61739445	
42.680000	0.41123345	
42.700001	0.05351831	
42.719997	-0.35775030	
42.739998	-0.65592587	
42.759998	-0.73902482	
42.779999	-0.59417391	
42.799999	-0.26189384	
42.820000	0.16441277	
42.840000	0.52755839	
42.860001	0.70226133	
42.879997	0.66226012	
42.899998	0.43446460	
42.919998	0.04972403	
42.939999	-0.36692491	
42.959999	-0.65113664	
42.980000	-0.70220822	
43.000000	-0.52124608	
43.020000	-0.15700285	
43.040001	0.26655287	
43.059998	0.57374120	
43.079998	0.66531849	
43.099998	0.54610592	
43.119999	0.23711999	
43.139999	-0.18521944	
43.160000	-0.54921913	
43.180000	-0.70792753	
43.200001	-0.64374703	
43.219997	-0.40044841	
43.239998	-0.03273579	
43.259998	0.32874268	
43.279999	0.54908133	
43.299999	0.60154307	
43.320000	0.50824034	
43.340000	0.23449972	
43.360001	-0.15841189	
43.379997	-0.49851808	
43.399998	-0.64633775	
43.419998	-0.58155447	
43.439999	-0.32952097	
43.459999	0.06218693	
43.480000	0.45826590	
43.500000	0.69796604	
43.520000	0.73548782	
43.540001	0.59033132	
43.559998	0.23276061	
43.579998	-0.23489225	
43.599998	-0.62633705	
43.619999	-0.77946419	
43.639999	-0.67264277	
43.660000	-0.35386041	
43.680000	0.07623021	
43.700001	0.44792220	
43.719997	0.62972343	
43.739998	0.60782206	
43.759998	0.41553634	
43.779999	0.05928431	
43.799999	-0.33069935	
43.820000	-0.60606730	
43.840000	-0.67355025	
43.860001	-0.53752154	
43.879997	-0.24056244	
43.899998	0.12457130	
43.919998	0.43825784	
43.939999	0.60764271	
43.959999	0.61469513	
43.980000	0.44650078	
44.000000	0.09853649	
44.020000	-0.29842383	
44.040001	-0.58835167	
44.059998	-0.66334301	
44.079998	-0.50707138	
44.099998	-0.16000104	
44.119999	0.25558001	
44.139999	0.56290323	
44.160000	0.66815978	
44.180000	0.56606340	
44.200001	0.25569278	
44.219997	-0.17065710	
44.239998	-0.52870339	
44.259998	-0.67701250	
44.279999	-0.58685040	
44.299999	-0.27125412	
44.320000	0.16379835	
44.340000	0.53584719	
44.360001	0.70007408	
44.379997	0.62587601	
44.399998	0.33065963	
44.419998	-0.10553079	
44.439999	-0.49491182	
44.459999	-0.69621933	
44.480000	-0.65758389	
44.500000	-0.37185746	
44.520000	0.07493605	
44.539997	0.48249832	
44.559998	0.68522716	
44.579998	0.62582719	
44.599998	0.30327731	
44.619999	-0.14415577	
44.639999	-0.52214235	
44.660000	-0.67812759	
44.680000	-0.57676578	
44.700001	-0.23529954	
44.719997	0.22613136	
44.739998	0.59037918	
44.759998	0.72855884	
