Time	Right_paced_y_baseline X
22.240000	-0.01941808	
22.260000	-0.01909256	
22.279999	-0.01913498	
22.299999	-0.01605551	
22.320000	-0.00874412	
22.340000	0.00447653	
22.359999	0.02018474	
22.379999	0.03698375	
22.400000	0.05092859	
22.420000	0.06193391	
22.439999	0.06778021	
22.459999	0.07002544	
22.480000	0.06940680	
22.500000	0.06531970	
22.519999	0.05643267	
22.539999	0.03758268	
22.559999	0.01177238	
22.580000	-0.00905210	
22.600000	-0.01985566	
22.619999	-0.02001750	
22.639999	-0.01981908	
22.660000	-0.01936881	
22.680000	-0.01925190	
22.699999	-0.01600005	
22.719999	-0.00735152	
22.740000	0.00721346	
22.760000	0.02426867	
22.779999	0.03995868	
22.799999	0.05204177	
22.820000	0.05912734	
22.840000	0.06223889	
22.859999	0.06246085	
22.879999	0.06074408	
22.900000	0.05324964	
22.920000	0.03750117	
22.939999	0.01164861	
22.959999	-0.00857744	
22.980000	-0.01969883	
23.000000	-0.01940538	
23.019999	-0.01924321	
23.039999	-0.01935127	
23.059999	-0.01881063	
23.080000	-0.01811451	
23.100000	-0.01339090	
23.119999	-0.00380890	
23.139999	0.01253933	
23.160000	0.03053619	
23.180000	0.04796636	
23.199999	0.06127085	
23.219999	0.07113560	
23.240000	0.07607299	
23.260000	0.07777975	
23.279999	0.07365991	
23.299999	0.06172413	
23.320000	0.03735770	
23.340000	0.00900072	
23.359999	-0.01152264	
23.379999	-0.01911828	
23.400000	-0.01913264	
23.420000	-0.01910509	
23.439999	-0.01903243	
23.459999	-0.01790540	
23.480000	-0.01362538	
23.500000	-0.00307235	
23.519999	0.01232788	
23.539999	0.03013535	
23.559999	0.04416285	
23.580000	0.05314459	
23.600000	0.05638791	
23.619999	0.05313139	
23.639999	0.04264967	
23.660000	0.02113457	
23.680000	-0.00032741	
23.699999	-0.01543903	
23.719999	-0.01941124	
23.740000	-0.01945633	
23.760000	-0.01948272	
23.779999	-0.01862490	
23.799999	-0.01774038	
23.820000	-0.01318346	
23.840000	-0.00395104	
23.859999	0.01118982	
23.879999	0.02694798	
23.900000	0.04094359	
23.920000	0.04968213	
23.939999	0.05403179	
23.959999	0.05271685	
23.980000	0.04483427	
24.000000	0.02865891	
24.019999	0.00588633	
24.039999	-0.01111828	
24.059999	-0.01959111	
24.080000	-0.01959963	
24.100000	-0.01929282	
24.119999	-0.01912630	
24.139999	-0.01786414	
24.160000	-0.01311465	
24.180000	-0.00240746	
24.199999	0.01223835	
24.219999	0.02833623	
24.240000	0.04150844	
24.260000	0.04993383	
24.279999	0.05182030	
24.299999	0.04463919	
24.320000	0.02787876	
24.340000	0.00483812	
24.359999	-0.01241384	
24.379999	-0.01982042	
24.400000	-0.01951361	
24.420000	-0.01901823	
24.439999	-0.01904580	
24.459999	-0.01768327	
24.480000	-0.01121265	
24.500000	0.00191931	
24.519999	0.01802053	
24.539999	0.03431030	
24.559999	0.04524380	
24.580000	0.05081235	
24.600000	0.04980807	
24.619999	0.04123069	
24.639999	0.02354547	
24.660000	0.00158828	
24.680000	-0.01422282	
24.699999	-0.01974493	
24.719999	-0.01966092	
24.740000	-0.01963905	
24.760000	-0.01979236	
24.779999	-0.01845221	
24.799999	-0.01251371	
24.820000	-0.00087656	
24.840000	0.01483181	
24.859999	0.03053902	
24.879999	0.04310964	
24.900000	0.05113486	
24.920000	0.05471639	
24.939999	0.05205580	
24.959999	0.04190110	
24.980000	0.02018724	
25.000000	-0.00159858	
25.019999	-0.01689610	
25.039999	-0.02047898	
25.059999	-0.02008699	
25.080000	-0.01970851	
25.100000	-0.01847760	
25.119999	-0.01741503	
25.139999	-0.01189275	
25.160000	-0.00150590	
25.180000	0.01448475	
25.199999	0.03034045	
25.219999	0.04440871	
25.240000	0.05351954	
25.260000	0.05751779	
25.279999	0.05387763	
25.299999	0.04152347	
25.320000	0.01759429	
25.340000	-0.00459105	
25.359999	-0.01873481	
25.379999	-0.02000581	
25.400000	-0.01946868	
25.420000	-0.01865782	
25.439999	-0.01831459	
25.459999	-0.01438165	
25.480000	-0.00476675	
25.500000	0.01139158	
25.519999	0.02789496	
25.539999	0.04224349	
25.559999	0.05019722	
25.580000	0.05370811	
25.599998	0.04919311	
25.619999	0.03638583	
25.639999	0.01180561	
25.660000	-0.00813818	
25.680000	-0.01996122	
25.699999	-0.01938701	
25.719999	-0.01925190	
25.740000	-0.01794598	
25.760000	-0.01245759	
25.779999	-0.00102320	
25.799999	0.01467916	
25.820000	0.03048742	
25.840000	0.04093740	
25.859999	0.04537207	
25.879999	0.04215847	
25.900000	0.03100184	
25.920000	0.00956741	
25.939999	-0.00896625	
25.959999	-0.01996389	
25.980000	-0.01982744	
26.000000	-0.01934859	
26.019999	-0.01900104	
26.039999	-0.01895210	
26.059999	-0.01549165	
26.080000	-0.00802995	
26.099998	0.00411828	
26.119999	0.01657498	
26.139999	0.02913089	
26.160000	0.03892116	
26.180000	0.04674278	
26.199999	0.05041518	
26.219999	0.04991930	
26.240000	0.04157057	
26.260000	0.02255991	
26.279999	0.00063461	
26.299999	-0.01488203	
26.320000	-0.01973724	
26.340000	-0.01960197	
26.359999	-0.01977399	
26.379999	-0.01950927	
26.400000	-0.01737177	
26.420000	-0.00902288	
26.439999	0.00468446	
26.459999	0.02165851	
26.480000	0.03557512	
26.500000	0.04602544	
26.519999	0.05150781	
26.539999	0.05266240	
26.559999	0.04886291	
26.580000	0.03787713	
26.599998	0.01643185	
26.619999	-0.00458771	
26.639999	-0.01842114	
26.660000	-0.02017100	
26.680000	-0.01972072	
26.699999	-0.01846558	
26.719999	-0.01739782	
26.740000	-0.01143779	
26.760000	0.00079110	
26.779999	0.01947308	
26.799999	0.03777391	
26.820000	0.05067389	
26.840000	0.05674817	
26.859999	0.05459180	
26.879999	0.04554510	
26.900000	0.02775717	
26.920000	0.00547513	
26.939999	-0.01193784	
26.959999	-0.02032214	
26.980000	-0.02034670	
27.000000	-0.02000047	
27.019999	-0.01966928	
27.039999	-0.01922551	
27.059999	-0.01554091	
27.080000	-0.00656052	
27.099998	0.00758891	
27.119999	0.02228232	
27.139999	0.03489202	
27.160000	0.04207463	
27.180000	0.04387759	
27.199999	0.03724062	
27.219999	0.02130827	
27.240000	0.00112998	
27.260000	-0.01385988	
27.279999	-0.01952347	
27.299999	-0.01940890	
27.320000	-0.01941875	
27.340000	-0.01855476	
27.359999	-0.01361370	
27.379999	-0.00235517	
27.400000	0.01244630	
27.420000	0.02785137	
27.439999	0.03815572	
27.459999	0.04339124	
27.480000	0.04171137	
27.500000	0.03219585	
27.519999	0.01369509	
27.539999	-0.00506371	
27.559999	-0.01720391	
27.580000	-0.01926643	
27.599998	-0.01879543	
27.619999	-0.01809780	
27.639999	-0.01544037	
27.660000	-0.00682358	
27.680000	0.00706615	
27.699999	0.02332702	
27.719999	0.03428741	
27.740000	0.03776957	
27.760000	0.03030169	
27.779999	0.01108477	
27.799999	-0.00696856	
27.820000	-0.01872110	
27.840000	-0.01938350	
27.859999	-0.01897331	
27.879999	-0.01871644	
27.900000	-0.01473022	
27.920000	-0.00450003	
27.939999	0.01169722	
27.959999	0.02644508	
27.980000	0.03422028	
28.000000	0.03113078	
28.019999	0.01551725	
28.039999	-0.00289348	
28.059999	-0.01642728	
28.080000	-0.01954785	
28.099998	-0.01916839	
28.119999	-0.01876855	
28.139999	-0.01587979	
28.160000	-0.00747545	
28.180000	0.00694805	
28.199999	0.02228883	
28.219999	0.03239711	
28.240000	0.03360431	
28.260000	0.02271122	
28.279999	0.00381932	
28.299999	-0.01228055	
28.320000	-0.01985583	
28.340000	-0.01959111	
28.359999	-0.01922250	
28.379999	-0.01566401	
28.400000	-0.00592084	
28.420000	0.00983630	
28.439999	0.02569200	
28.459999	0.03424199	
28.480000	0.03087156	
28.500000	0.01367655	
28.519999	-0.00528701	
28.539999	-0.01788001	
28.559999	-0.01993701	
28.580000	-0.01857230	
28.599998	-0.01755299	
28.619999	-0.01151495	
28.639999	0.00069441	
28.660000	0.01849519	
28.680000	0.03325991	
28.699999	0.03860149	
28.719999	0.03066930	
28.740000	0.00954235	
28.760000	-0.00922997	
28.779999	-0.02011772	
28.799999	-0.01979354	
28.820000	-0.01944947	
28.840000	-0.01942092	
28.859999	-0.01623037	
28.879999	-0.00571910	
28.900000	0.01111683	
28.920000	0.02774782	
28.939999	0.03626858	
28.959999	0.03356589	
28.980000	0.01729500	
29.000000	-0.00242132	
29.019999	-0.01674528	
29.039999	-0.02029575	
29.059999	-0.01882550	
29.080000	-0.01772852	
29.099998	-0.01235805	
29.119999	-0.00022787	
29.139999	0.01750877	
29.160000	0.03294091	
29.179998	0.03836566	
29.199999	0.02988148	
29.219999	0.00869156	
29.240000	-0.00999342	
29.260000	-0.01987621	
29.279999	-0.01918425	
29.299999	-0.01806991	
29.320000	-0.01479819	
29.340000	-0.00480784	
29.359999	0.01085962	
29.379999	0.02793138	
29.400000	0.03823539	
29.420000	0.03678751	
29.439999	0.02054334	
29.459999	-0.00057259	
29.480000	-0.01533583	
29.500000	-0.01950309	
29.519999	-0.01884437	
29.539999	-0.01811852	
29.559999	-0.01435860	
29.580000	-0.00401416	
29.599998	0.01042822	
29.619999	0.02491803	
29.639999	0.03090313	
29.660000	0.02366005	
29.679998	0.00479554	
29.699999	-0.01165491	
29.719999	-0.01979604	
29.740000	-0.01846474	
29.760000	-0.01717837	
29.779999	-0.01116471	
29.799999	-0.00049610	
29.820000	0.01425026	
29.840000	0.02426934	
29.859999	0.02324986	
29.879999	0.00753096	
29.900000	-0.00918187	
29.920000	-0.02044274	
29.939999	-0.02058503	
29.959999	-0.01973324	
29.980000	-0.01837488	
30.000000	-0.01251355	
30.019999	0.00065365	
30.039999	0.01810637	
30.059999	0.03081828	
30.080000	0.03249197	
30.099998	0.01895866	
30.119999	-0.00014102	
30.139999	-0.01501264	
30.160000	-0.01931837	
30.179998	-0.01833530	
30.199999	-0.01617141	
30.219999	-0.00732262	
30.240000	0.00633009	
30.260000	0.02176924	
30.279999	0.03014286	
30.299999	0.02580123	
30.320000	0.00755417	
30.340000	-0.01046775	
30.359999	-0.02091406	
30.379999	-0.02009767	
30.400000	-0.01926659	
30.420000	-0.01471435	
30.439999	-0.00444742	
30.459999	0.01185639	
30.480000	0.02677995	
30.500000	0.03228587	
30.519999	0.02294037	
30.539999	0.00319433	
30.559999	-0.01371273	
30.580000	-0.02068056	
30.599998	-0.01958893	
30.619999	-0.01634578	
30.639999	-0.01019417	
30.660000	0.00210771	
30.679998	0.01624846	
30.699999	0.02631280	
30.719999	0.02451752	
30.740000	0.00716235	
30.760000	-0.01015860	
30.779999	-0.02096634	
30.799999	-0.02016248	
30.820000	-0.01935862	
30.840000	-0.01920679	
30.859999	-0.01365344	
30.879999	-0.00131315	
30.900000	0.01687962	
30.920000	0.03065711	
30.939999	0.03296463	
30.959999	0.02127419	
30.980000	0.00135730	
31.000000	-0.01441689	
31.019999	-0.02086796	
31.039999	-0.02007881	
31.059999	-0.01778013	
31.080000	-0.01232967	
31.099998	0.00062275	
31.119999	0.01644337	
31.139999	0.02799901	
31.160000	0.02691457	
31.179998	0.01028308	
31.199999	-0.00707127	
31.219999	-0.01884086	
31.240000	-0.01890132	
31.260000	-0.01793846	
31.279999	-0.01674028	
31.299999	-0.00932485	
31.320000	0.00395192	
31.340000	0.02034357	
31.359999	0.03012884	
31.379999	0.02575129	
31.400000	0.00739416	
31.420000	-0.01044320	
31.439999	-0.02035588	
31.459999	-0.01973090	
31.480000	-0.01923636	
31.500000	-0.01793914	
31.519999	-0.01165758	
31.539999	0.00216283	
31.559999	0.01986122	
31.580000	0.03379504	
31.599998	0.03680889	
31.619999	0.02641803	
31.639999	0.00581986	
31.660000	-0.01117323	
31.679998	-0.01958226	
31.699999	-0.01931904	
31.719999	-0.01927929	
31.740000	-0.01698261	
31.760000	-0.01017046	
31.779999	0.00322573	
31.799999	0.01641782	
31.820000	0.02325203	
31.840000	0.01655744	
31.859999	0.00022392	
31.879999	-0.01418239	
31.900000	-0.02084891	
31.920000	-0.01989909	
31.939999	-0.01917724	
31.959999	-0.01637818	
31.980000	-0.00776039	
32.000000	0.00600591	
32.020000	0.01966833	
32.040001	0.02565575	
32.059998	0.01979993	
32.079998	0.00273953	
32.099998	-0.01245275	
32.119999	-0.02083088	
32.139999	-0.01983446	
32.160000	-0.01888062	
32.180000	-0.01349077	
32.200001	-0.00250867	
32.219997	0.01419146	
32.239998	0.02857606	
32.259998	0.03431313	
32.279999	0.02763759	
32.299999	0.00770415	
32.320000	-0.01010031	
32.340000	-0.02065752	
32.360001	-0.02006611	
32.380001	-0.01926441	
32.399998	-0.01738296	
32.419998	-0.00951107	
32.439999	0.00268376	
32.459999	0.01661289	
32.480000	0.02277787	
32.500000	0.01638658	
32.520000	0.00003569	
32.540001	-0.01432586	
32.559998	-0.02065651	
32.579998	-0.02020356	
32.599998	-0.01999345	
32.619999	-0.01765653	
32.639999	-0.00878555	
32.660000	0.00708151	
32.680000	0.02592048	
32.700001	0.04056245	
32.719997	0.04816077	
32.739998	0.04553040	
32.759998	0.03180720	
32.779999	0.00799309	
32.799999	-0.01085991	
32.820000	-0.02058169	
32.840000	-0.02016447	
32.860001	-0.01971421	
32.880001	-0.01931402	
32.899998	-0.01297152	
32.919998	-0.00006820	
32.939999	0.01652554	
32.959999	0.02753204	
32.980000	0.02799551	
33.000000	0.01417944	
33.020000	-0.00381008	
33.040001	-0.01770130	
33.059998	-0.02090503	
33.079998	-0.02029024	
33.099998	-0.01905030	
33.119999	-0.01406549	
33.139999	-0.00213656	
33.160000	0.01456892	
33.180000	0.02986512	
33.200001	0.03764531	
33.219997	0.03304362	
33.239998	0.01433678	
33.259998	-0.00602740	
33.279999	-0.01937132	
33.299999	-0.02089235	
33.320000	-0.02015546	
33.340000	-0.01943360	
33.360001	-0.01609492	
33.380001	-0.00524460	
33.399998	0.01215452	
33.419998	0.03056425	
33.439999	0.04143328	
33.459999	0.04149424	
33.480000	0.02689987	
33.500000	0.00395927	
33.520000	-0.01474741	
33.540001	-0.02204444	
33.559998	-0.02099523	
33.579998	-0.02011772	
33.599998	-0.02028975	
33.619999	-0.01491460	
33.639999	-0.00283402	
33.660000	0.01528344	
33.680000	0.03101669	
33.700001	0.04009163	
33.719997	0.03722677	
33.739998	0.01995593	
33.759998	-0.00166456	
33.779999	-0.01696141	
33.799999	-0.02085711	
33.820000	-0.02021994	
33.840000	-0.02000381	
33.860001	-0.01538877	
33.880001	-0.00511865	
33.899998	0.01190799	
33.919998	0.02790031	
33.939999	0.03905828	
33.959999	0.04010449	
33.980000	0.02878751	
34.000000	0.00696726	
34.020000	-0.01155035	
34.040001	-0.02121519	
34.059998	-0.02089669	
34.079998	-0.02052574	
34.099998	-0.01966076	
34.119999	-0.01766154	
34.139999	-0.00866896	
34.160000	0.00579681	
34.180000	0.02445473	
34.200001	0.03776306	
34.219997	0.04239731	
34.239998	0.03369617	
34.259998	0.01082037	
34.279999	-0.00946714	
34.299999	-0.02127081	
34.320000	-0.02051406	
34.340000	-0.01980990	
34.360001	-0.01993901	
34.380001	-0.01533432	
34.399998	-0.00479415	
34.419998	0.01147242	
34.439999	0.02310856	
34.459999	0.02497999	
34.480000	0.01169856	
34.500000	-0.00594322	
34.520000	-0.01945665	
34.540001	-0.02234840	
34.559998	-0.02101277	
34.579998	-0.01977950	
34.599998	-0.01806206	
34.619999	-0.01003967	
34.639999	0.00430299	
34.660000	0.02234346	
34.680000	0.03365341	
34.700001	0.03512117	
34.719997	0.02151754	
34.739998	0.00144732	
34.759998	-0.01508112	
34.779999	-0.02141762	
34.799999	-0.02086245	
34.820000	-0.02017149	
34.840000	-0.01983579	
34.860001	-0.01382582	
34.880001	-0.00235684	
34.899998	0.01385911	
34.919998	0.02452905	
34.939999	0.02645560	
34.959999	0.01496643	
34.980000	-0.00232862	
35.000000	-0.01595613	
35.020000	-0.02047998	
35.040001	-0.01932639	
35.059998	-0.01874299	
35.079998	-0.01827851	
35.099998	-0.01222110	
35.119999	-0.00015071	
35.139999	0.01639126	
35.160000	0.02852729	
35.180000	0.03239810	
35.200001	0.02424729	
35.219997	0.00484413	
35.239998	-0.01237108	
35.259998	-0.02176519	
35.279999	-0.02109428	
35.299999	-0.02002969	
35.320000	-0.01969416	
35.340000	-0.01455869	
35.360001	-0.00365508	
35.380001	0.01286183	
35.399998	0.02667156	
35.419998	0.03287812	
35.439999	0.02778673	
35.459999	0.00838023	
35.480000	-0.00962497	
35.500000	-0.02157077	
35.520000	-0.02129352	
35.540001	-0.02103932	
35.559998	-0.02115957	
35.579998	-0.01915954	
35.599998	-0.01263380	
35.619999	0.00075553	
35.639999	0.01633014	
35.660000	0.03170815	
35.680000	0.04022224	
35.700001	0.03994632	
35.719997	0.02644525	
35.739998	0.00440721	
35.759998	-0.01309828	
35.779999	-0.02087314	
35.799999	-0.02011088	
35.820000	-0.01952563	
35.840000	-0.01965457	
35.860001	-0.01412226	
35.880001	-0.00048608	
35.899998	0.01925912	
35.919998	0.03688889	
35.939999	0.04718221	
35.959999	0.04875318	
35.980000	0.03919140	
36.000000	0.01877026	
36.020000	-0.00324856	
36.040001	-0.01755667	
36.059998	-0.02111916	
36.079998	-0.02044608	
36.099998	-0.01958126	
36.119999	-0.01688743	
36.139999	-0.00715445	
36.160000	0.00953217	
36.180000	0.02925098	
36.200001	0.04283272	
36.219997	0.04820403	
36.239998	0.04318430	
36.259998	0.02680835	
36.279999	0.00374682	
36.299999	-0.01398598	
36.320000	-0.02114505	
36.340000	-0.02043104	
36.360001	-0.02004021	
36.380001	-0.01881748	
36.399998	-0.01256499	
36.419998	0.00086392	
36.439999	0.01806661	
36.459999	0.03137429	
36.480000	0.03468308	
36.500000	0.02405456	
36.520000	0.00393672	
36.540001	-0.01334831	
36.559998	-0.02144651	
36.579998	-0.02088900	
36.599998	-0.02034152	
36.619999	-0.01883101	
36.639999	-0.01320617	
36.660000	0.00042835	
36.680000	0.01822528	
36.700001	0.03408064	
36.719997	0.04133641	
36.739998	0.03612411	
36.759998	0.01738586	
36.779999	-0.00420357	
36.799999	-0.01845054	
36.820000	-0.02088834	
36.840000	-0.01988506	
36.860001	-0.01863493	
36.880001	-0.01787484	
36.899998	-0.01119395	
36.919998	0.00266822	
36.939999	0.02213685	
36.959999	0.03751387	
36.980000	0.04297619	
37.000000	0.03465903	
37.020000	0.01143567	
37.040001	-0.00930096	
37.059998	-0.02156743	
37.079998	-0.02073218	
37.099998	-0.01972556	
37.119999	-0.01952982	
37.139999	-0.01427025	
37.160000	-0.00240244	
37.180000	0.01544192	
37.200001	0.03042762	
37.219997	0.03574548	
37.239998	0.02760686	
37.259998	0.00684001	
37.279999	-0.01113582	
37.299999	-0.02103731	
37.320000	-0.02051589	
37.340000	-0.01944613	
37.360001	-0.01732752	
37.380001	-0.00891982	
37.399998	0.00485165	
37.419998	0.02127336	
37.439999	0.03138113	
37.459999	0.03066446	
37.480000	0.01569179	
37.500000	-0.00334527	
37.520000	-0.01737228	
37.540001	-0.02107039	
37.559998	-0.02070428	
37.579998	-0.01965809	
37.599998	-0.01720326	
37.619999	-0.00826946	
37.639999	0.00545609	
37.660000	0.02066508	
37.680000	0.02939579	
37.700001	0.02675824	
37.719997	0.00934760	
37.739998	-0.00884449	
37.759998	-0.02109611	
37.779999	-0.02105670	
37.799999	-0.02020708	
37.820000	-0.01857948	
37.840000	-0.01373361	
37.860001	-0.00201596	
37.879997	0.01404616	
37.899998	0.02830683	
37.919998	0.03306451	
37.939999	0.02465399	
37.959999	0.00472237	
37.980000	-0.01226319	
38.000000	-0.02123256	
38.020000	-0.02028306	
38.040001	-0.01967746	
38.059998	-0.01631054	
38.079998	-0.00889410	
38.099998	0.00478835	
38.119999	0.01924761	
38.139999	0.02881740	
38.160000	0.02711499	
38.180000	0.01255001	
38.200001	-0.00525361	
38.219997	-0.01754464	
38.239998	-0.02050152	
38.259998	-0.01965508	
38.279999	-0.01803350	
38.299999	-0.01104045	
38.320000	0.00114001	
38.340000	0.01593079	
38.360001	0.02524371	
38.379997	0.02247740	
38.399998	0.00580348	
38.419998	-0.01099937	
38.439999	-0.02122588	
38.459999	-0.02076775	
38.480000	-0.02009885	
38.500000	-0.01815225	
38.520000	-0.01315841	
38.540001	-0.00165488	
38.559998	0.01339747	
38.579998	0.02578285	
38.599998	0.02846316	
38.619999	0.01844741	
38.639999	0.00038943	
38.660000	-0.01413830	
38.680000	-0.02079648	
38.700001	-0.02031447	
38.719997	-0.02014244	
38.739998	-0.01785195	
38.759998	-0.01042566	
38.779999	0.00340544	
38.799999	0.01928669	
38.820000	0.03148702	
38.840000	0.03483456	
38.860001	0.02580273	
38.879997	0.00549451	
38.899998	-0.01200365	
38.919998	-0.02127531	
38.939999	-0.02034821	
38.959999	-0.01980756	
38.980000	-0.01818314	
39.000000	-0.01325327	
39.020000	-0.00131266	
39.040001	0.01439373	
39.059998	0.02779259	
39.079998	0.03108351	
39.099998	0.02038968	
39.119999	0.00139505	
39.139999	-0.01426040	
39.160000	-0.02077627	
39.180000	-0.01997691	
39.200001	-0.01941942	
39.219997	-0.01542084	
39.239998	-0.00622916	
39.259998	0.00831144	
39.279999	0.02171329	
39.299999	0.02703148	
39.320000	0.01910882	
39.340000	0.00124273	
39.360001	-0.01428512	
39.379997	-0.02125795	
39.399998	-0.02058470	
39.419998	-0.01953983	
39.439999	-0.01849063	
39.459999	-0.01179020	
39.480000	0.00080097	
39.500000	0.01735061	
39.520000	0.02822483	
39.540001	0.02962109	
39.559998	0.01703896	
39.579998	-0.00105695	
39.599998	-0.01593274	
39.619999	-0.02094947	
39.639999	-0.02045259	
39.660000	-0.02011772	
39.680000	-0.01878224	
39.700001	-0.01178937	
39.719997	0.00069657	
39.739998	0.01604386	
39.759998	0.02577317	
39.779999	0.02673602	
39.799999	0.01509020	
39.820000	-0.00228119	
39.840000	-0.01620649	
39.860001	-0.02118529	
39.879997	-0.02047881	
39.899998	-0.01925090	
39.919998	-0.01717669	
39.939999	-0.00883481	
39.959999	0.00402208	
39.980000	0.02019058	
40.000000	0.03015956	
40.020000	0.03101018	
40.040001	0.01804958	
40.059998	-0.00096776	
40.079998	-0.01589149	
40.099998	-0.02117361	
40.119999	-0.02046712	
40.139999	-0.01912747	
40.160000	-0.01761779	
40.180000	-0.01007827	
40.200001	0.00213394	
40.219997	0.01576878	
40.239998	0.02273545	
40.259998	0.01686843	
40.279999	0.00130937	
40.299999	-0.01354438	
40.320000	-0.02074219	
40.340000	-0.02032766	
40.360001	-0.01998009	
40.379997	-0.01780318	
40.399998	-0.01106283	
40.419998	0.00221561	
40.439999	0.01583393	
40.459999	0.02222437	
40.480000	0.01574890	
40.500000	-0.00040691	
40.520000	-0.01415718	
40.540001	-0.02067021	
40.559998	-0.01981208	
40.579998	-0.01838407	
40.599998	-0.01687840	
40.619999	-0.01028904	
40.639999	0.00083236	
40.660000	0.01433176	
40.680000	0.02274780	
40.700001	0.01984052	
40.719997	0.00423436	
40.739998	-0.01176715	
40.759998	-0.02149644	
40.779999	-0.02088834	
40.799999	-0.01988506	
40.820000	-0.01734455	
40.840000	-0.01029405	
40.860001	0.00276861	
40.879997	0.01775129	
40.899998	0.02717011	
40.919998	0.02550928	
40.939999	0.00976983	
40.959999	-0.00758535	
40.980000	-0.01884504	
41.000000	-0.01948321	
41.020000	-0.01824243	
41.040001	-0.01716867	
41.059998	-0.01102909	
41.079998	0.00028437	
41.099998	0.01492935	
41.119999	0.02450883	
41.139999	0.02302605	
41.160000	0.00762098	
41.180000	-0.00909169	
41.200001	-0.02008799	
41.219997	-0.02084826	
41.239998	-0.02030060	
41.259998	-0.01883101	
41.279999	-0.01477180	
41.299999	-0.00474554	
41.320000	0.00834884	
41.340000	0.02001004	
41.360001	0.02283214	
41.379997	0.01418345	
41.399998	-0.00190707	
41.419998	-0.01528120	
41.439999	-0.02121586	
41.459999	-0.02084574	
41.480000	-0.02031980	
41.500000	-0.01751675	
41.520000	-0.01016210	
41.540001	0.00341864	
41.559998	0.01707137	
41.579998	0.02491403	
41.599998	0.02031335	
41.619999	0.00352202	
41.639999	-0.01253693	
41.660000	-0.02156743	
41.680000	-0.02075672	
41.700001	-0.01948974	
41.719997	-0.01818766	
41.739998	-0.01170135	
41.759998	0.00043686	
41.779999	0.01746903	
41.799999	0.03080526	
41.820000	0.03528835	
41.840000	0.02630512	
41.860001	0.00572415	
41.879997	-0.01216398	
41.899998	-0.02164593	
41.919998	-0.02101810	
41.939999	-0.01960580	
41.959999	-0.01813956	
41.980000	-0.01146467	
42.000000	0.00074434	
42.020000	0.01841752	
42.040001	0.03162180	
42.059998	0.03531323	
42.079998	0.02522334	
42.099998	0.00483194	
42.119999	-0.01230729	
42.139999	-0.02122588	
42.160000	-0.02058303	
42.180000	-0.01948974	
42.200001	-0.01878357	
42.219997	-0.01244742	
42.239998	-0.00037551	
42.259998	0.01705983	
42.279999	0.02886517	
42.299999	0.02928522	
42.320000	0.01416591	
42.340000	-0.00462429	
42.360001	-0.01822107	
42.379997	-0.02107106	
42.399998	-0.02025050	
42.419998	-0.01922032	
42.439999	-0.01792276	
42.459999	-0.01095979	
42.480000	0.00118677	
42.500000	0.01659168	
42.520000	0.02633134	
42.540001	0.02664533	
42.559998	0.01398152	
42.579998	-0.00339003	
42.599998	-0.01678938	
42.619999	-0.02100024	
42.639999	-0.02050319	
42.660000	-0.01977399	
42.680000	-0.01728927	
42.700001	-0.00918120	
42.719997	0.00395945	
42.739998	0.01786253	
42.759998	0.02539137	
42.779999	0.01979426	
42.799999	0.00281186	
42.820000	-0.01299673	
42.840000	-0.02088434	
42.860001	-0.02044173	
42.879997	-0.02040064	
42.899998	-0.01931319	
42.919998	-0.01532346	
42.939999	-0.00493211	
42.959999	0.00891887	
42.980000	0.02179380	
43.000000	0.02610286	
43.020000	0.01701207	
43.040001	-0.00000173	
43.059998	-0.01489072	
43.079998	-0.02087046	
43.099998	-0.02039731	
43.119999	-0.01990594	
43.139999	-0.01858850	
43.160000	-0.01313904	
43.180000	-0.00055438	
43.200001	0.01614675	
43.219997	0.02978143	
43.239998	0.03279044	
43.259998	0.02163580	
43.279999	0.00230111	
43.299999	-0.01373462	
43.320000	-0.02056482	
43.340000	-0.02063848	
43.360001	-0.02049886	
43.379997	-0.01886040	
43.399998	-0.01271899	
43.419998	-0.00047873	
43.439999	0.01486589	
43.459999	0.02606545	
43.480000	0.02899460	
43.500000	0.01859640	
43.520000	0.00098819	
43.540001	-0.01412928	
43.559998	-0.02049768	
43.579998	-0.01990643	
43.599998	-0.01965591	
43.619999	-0.01753561	
43.639999	-0.01013087	
43.660000	0.00441423	
43.680000	0.02115846	
43.700001	0.03301607	
43.719997	0.03259218	
43.739998	0.01737967	
43.759998	-0.00266299	
43.779999	-0.01705727	
43.799999	-0.02060123	
43.820000	-0.01894374	
43.840000	-0.01763850	
43.860001	-0.01166961	
43.879997	-0.00107816	
43.899998	0.01346694	
43.919998	0.02259548	
43.939999	0.01787354	
43.959999	0.00152999	
43.980000	-0.01412845	
44.000000	-0.02154405	
44.020000	-0.02089886	
44.040001	-0.02034152	
44.059998	-0.01735824	
44.079998	-0.00964835	
44.099998	0.00378056	
44.119999	0.01701273	
44.139999	0.02261753	
44.160000	0.01444733	
44.180000	-0.00202632	
44.200001	-0.01499259	
44.219997	-0.02123240	
44.239998	-0.02007881	
44.259998	-0.01992832	
44.279999	-0.01720425	
44.299999	-0.00920326	
44.320000	0.00385071	
44.340000	0.01835155	
44.360001	0.02356753	
44.379997	0.01515332	
44.399998	-0.00146547	
44.419998	-0.01535136	
44.439999	-0.02079214	
44.459999	-0.02059856	
44.480000	-0.02045894	
44.500000	-0.01829621	
44.520000	-0.01103595	
