Time	Right_paced_y_baseline X
10.520000	0.03712839	
10.540000	0.00888798	
10.559999	-0.01161365	
10.580000	-0.01998627	
10.599999	-0.01949157	
10.620000	-0.01888162	
10.639999	-0.01888162	
10.660000	-0.01913130	
10.679999	-0.01945165	
10.700000	-0.01977216	
10.719999	-0.01977216	
10.740000	-0.01945165	
10.760000	-0.01913130	
10.780000	-0.01881079	
10.800000	-0.01881079	
10.820000	-0.01881079	
10.840000	-0.01881079	
10.860000	-0.01501933	
10.880000	-0.00625522	
10.900000	0.00882551	
10.920000	0.02499303	
10.940000	0.04133257	
10.960000	0.05388515	
10.980000	0.06376342	
11.000000	0.06899009	
11.020000	0.07350743	
11.040000	0.07601537	
11.059999	0.08017078	
11.080000	0.08250586	
11.099999	0.08392552	
11.120000	0.08250687	
11.139999	0.07734166	
11.160000	0.06599045	
11.179999	0.04263848	
11.200000	0.01326953	
11.219999	-0.00946464	
11.240000	-0.01944196	
11.259999	-0.01936680	
11.280000	-0.01909423	
11.300000	-0.01899986	
11.320000	-0.01919511	
11.340000	-0.01931520	
11.360000	-0.01940070	
11.380000	-0.01907986	
11.400000	-0.01875868	
11.420000	-0.01835233	
11.440000	-0.01835233	
11.460000	-0.01789905	
11.480000	-0.01653852	
11.500000	-0.00925119	
11.520000	0.00388345	
11.540000	0.02208757	
11.559999	0.03766636	
11.580000	0.05134964	
11.599999	0.05985504	
11.620000	0.06753820	
11.639999	0.07141085	
11.660000	0.07700245	
11.679999	0.08036769	
11.700000	0.08367265	
11.719999	0.08445964	
11.740000	0.08302478	
11.759999	0.07978179	
11.780000	0.07134171	
11.800000	0.05578063	
11.820000	0.02726230	
11.840000	0.00078025	
11.860000	-0.01632190	
11.880000	-0.01919293	
11.900000	-0.01904061	
11.920000	-0.01926325	
11.940000	-0.01920547	
11.960000	-0.01901022	
11.980000	-0.01907720	
12.000000	-0.01942459	
12.020000	-0.01961984	
12.040000	-0.01930350	
12.059999	-0.01915118	
12.080000	-0.01915118	
12.099999	-0.01911995	
12.120000	-0.01892488	
12.139999	-0.01843250	
12.160000	-0.01830657	
12.179999	-0.01661518	
12.200000	-0.01169834	
12.219999	-0.00078103	
12.240000	0.01304840	
12.259999	0.02907996	
12.280000	0.04243054	
12.300000	0.05419413	
12.320000	0.06092078	
12.340000	0.06709393	
12.360000	0.07102504	
12.380000	0.07470077	
12.400000	0.07578171	
12.420000	0.07404439	
12.440000	0.06910734	
12.460000	0.05715619	
12.480000	0.03813735	
12.500000	0.01091273	
12.520000	-0.00945963	
12.540000	-0.01979303	
12.559999	-0.01915368	
12.580000	-0.01882567	
12.599999	-0.01929900	
12.620000	-0.01977216	
12.639999	-0.01977216	
12.660000	-0.01977216	
12.679999	-0.01961984	
12.700000	-0.01961984	
12.719999	-0.01961984	
12.740000	-0.01977216	
12.759999	-0.01977216	
12.780000	-0.01918142	
12.799999	-0.01859051	
12.820000	-0.01465055	
12.840000	-0.00679886	
12.860000	0.00728661	
12.880000	0.02313796	
12.900000	0.03993997	
12.920000	0.05277297	
12.940000	0.06140931	
12.960000	0.06464679	
12.980000	0.06690554	
13.000000	0.06859259	
13.020000	0.07183591	
13.040000	0.07379336	
13.059999	0.07471998	
13.080000	0.07339936	
13.099999	0.06837246	
13.120000	0.05844357	
13.139999	0.03902020	
13.160000	0.01288021	
13.179999	-0.00814036	
13.200000	-0.01912162	
13.219999	-0.01918860	
13.240000	-0.01885222	
13.259999	-0.01885222	
13.280000	-0.01934358	
13.299999	-0.01977216	
13.320000	-0.01977216	
13.340000	-0.01963437	
13.360000	-0.01949641	
13.380000	-0.01890567	
13.400000	-0.01829053	
13.420000	-0.01443242	
13.440000	-0.00512451	
13.460000	0.01091757	
13.480000	0.02852346	
13.500000	0.04451209	
13.520000	0.05457743	
13.540000	0.05978205	
13.559999	0.05970355	
13.580000	0.05335553	
13.599999	0.03997438	
13.620000	0.01448575	
13.639999	-0.00608419	
13.660000	-0.01922750	
13.679999	-0.01925106	
13.700000	-0.01932053	
13.719999	-0.01973006	
13.740000	-0.01991296	
13.759999	-0.01967144	
13.780000	-0.01960197	
13.799999	-0.01974945	
13.820000	-0.01901239	
13.840000	-0.01678254	
13.860000	-0.00895256	
13.880000	0.00440821	
13.900000	0.02244851	
13.920000	0.03857777	
13.940000	0.05075005	
13.960000	0.05692253	
13.980000	0.05791111	
14.000000	0.05409241	
14.020000	0.04451476	
14.040000	0.02700710	
14.059999	0.00445732	
14.080000	-0.01248583	
14.099999	-0.01959595	
14.120000	-0.01931486	
14.139999	-0.01923636	
14.160000	-0.01959111	
14.179999	-0.01933774	
14.200000	-0.01872946	
14.219999	-0.01752560	
14.240000	-0.01626059	
14.259999	-0.01046625	
14.280000	0.00038709	
14.299999	0.01642984	
14.320000	0.03232412	
14.340000	0.04661769	
14.360000	0.05604753	
14.380000	0.06207922	
14.400000	0.06405721	
14.420000	0.06587537	
14.440000	0.06673518	
14.460000	0.06641835	
14.480000	0.06250077	
14.500000	0.05023747	
14.520000	0.02654997	
14.540000	0.00065498	
14.559999	-0.01673710	
14.580000	-0.02089919	
14.599999	-0.02008832	
14.620000	-0.01962151	
14.639999	-0.01978368	
14.660000	-0.01969115	
14.679999	-0.01940489	
14.700000	-0.01835568	
14.719999	-0.01756100	
14.740000	-0.01285978	
14.759999	-0.00336865	
14.780000	0.01260863	
14.799999	0.02933232	
14.820000	0.04490809	
14.839999	0.05617379	
14.860000	0.06510074	
14.880000	0.06963244	
14.900000	0.07092249	
14.920000	0.06891827	
14.940000	0.06215755	
14.960000	0.04920847	
14.980000	0.02574077	
15.000000	0.00194369	
15.020000	-0.01471435	
15.040000	-0.01969734	
15.059999	-0.01961532	
15.080000	-0.01941875	
15.099999	-0.01941875	
15.120000	-0.01938802	
15.139999	-0.01838891	
15.160000	-0.01740099	
15.179999	-0.01346205	
15.200000	-0.00571442	
15.219999	0.00847460	
15.240000	0.02525140	
15.259999	0.04218803	
15.280000	0.05485502	
15.299999	0.06398088	
15.320000	0.06817270	
15.339999	0.07132818	
15.360000	0.07256328	
15.380000	0.07464916	
15.400000	0.07559966	
15.420000	0.07482904	
15.440000	0.07317255	
15.460000	0.07007437	
15.480000	0.06562050	
15.500000	0.05467264	
15.520000	0.03481936	
15.540000	0.00885440	
15.559999	-0.01084487	
15.580000	-0.02021725	
15.599999	-0.02047914	
15.620000	-0.02059472	
15.639999	-0.02069008	
15.660000	-0.02019888	
15.679999	-0.01957892	
15.700000	-0.01814055	
15.719999	-0.01572882	
15.740000	-0.00895624	
15.759999	0.00223865	
15.780000	0.01721016	
15.799999	0.03160194	
15.820000	0.04443844	
15.839999	0.05401693	
15.860000	0.06166200	
15.880000	0.06562200	
15.900000	0.06737620	
15.920000	0.06726780	
15.940000	0.06573624	
15.960000	0.06157282	
15.980000	0.05118597	
16.000000	0.03298818	
16.020000	0.00840262	
16.039999	-0.01015542	
16.059999	-0.01941757	
16.080000	-0.01952079	
16.100000	-0.01929131	
16.119999	-0.01908855	
16.139999	-0.01909991	
16.160000	-0.01924722	
16.180000	-0.01812586	
16.199999	-0.01410875	
16.219999	-0.00556476	
16.240000	0.00615723	
16.260000	0.02126485	
16.279999	0.03643259	
16.299999	0.05091740	
16.320000	0.06042507	
16.340000	0.06706537	
16.359999	0.06990652	
16.379999	0.07047071	
16.400000	0.06779858	
16.420000	0.06191370	
16.440001	0.05267961	
16.459999	0.03751437	
16.480000	0.01412432	
16.500000	-0.00603475	
16.520000	-0.01872128	
16.539999	-0.01980823	
16.559999	-0.01962167	
16.580000	-0.01957373	
16.600000	-0.01968814	
16.619999	-0.01967846	
16.639999	-0.01965675	
16.660000	-0.01880829	
16.680000	-0.01751207	
16.699999	-0.01139921	
16.719999	-0.00175509	
16.740000	0.01269130	
16.760000	0.02677895	
16.779999	0.04032144	
16.799999	0.04983997	
16.820000	0.05742192	
16.840000	0.06158184	
16.859999	0.06549925	
16.879999	0.06701610	
16.900000	0.06931327	
16.920000	0.07050244	
16.940001	0.07071622	
16.959999	0.06915160	
16.980000	0.06352092	
17.000000	0.05249923	
17.020000	0.03125036	
17.039999	0.00663991	
17.059999	-0.01196574	
17.080000	-0.01971421	
17.100000	-0.01994334	
17.119999	-0.01982878	
17.139999	-0.01987638	
17.160000	-0.02001533	
17.180000	-0.01985967	
17.199999	-0.01956505	
17.219999	-0.01757270	
17.240000	-0.01231329	
17.260000	-0.00173505	
17.279999	0.01113370	
17.299999	0.02494577	
17.320000	0.03568986	
17.340000	0.04530744	
17.359999	0.05159549	
17.379999	0.05798761	
17.400000	0.06218144	
17.420000	0.06659589	
17.440001	0.06865572	
17.459999	0.06924129	
17.480000	0.06613325	
17.500000	0.05836941	
17.520000	0.04394573	
17.539999	0.02056788	
17.559999	-0.00149554	
17.580000	-0.01608858	
17.600000	-0.01947102	
17.619999	-0.01964305	
17.639999	-0.01979204	
17.660000	-0.01975077	
17.680000	-0.01957892	
17.699999	-0.01892254	
17.719999	-0.01855409	
17.740000	-0.01500596	
17.760000	-0.00853552	
17.779999	0.00236508	
17.799999	0.01347780	
17.820000	0.02578703	
17.840000	0.03721992	
17.859999	0.04835568	
17.879999	0.05610331	
17.900000	0.06096688	
17.920000	0.06273610	
17.940001	0.06345678	
17.959999	0.06361461	
17.980000	0.06232657	
18.000000	0.05815062	
18.020000	0.04753762	
18.039999	0.02838533	
18.059999	0.00456822	
18.080000	-0.01290521	
18.100000	-0.02004021	
18.119999	-0.01979437	
18.139999	-0.01933339	
18.160000	-0.01919428	
18.180000	-0.01911962	
18.199999	-0.01910375	
18.219999	-0.01789922	
18.240000	-0.01482074	
18.260000	-0.00737156	
18.279999	0.00347543	
18.299999	0.01743178	
18.320000	0.03029050	
18.340000	0.04204824	
18.359999	0.04950009	
18.379999	0.05499448	
18.400000	0.05699151	
18.420000	0.05790928	
18.440001	0.05714083	
18.459999	0.05311536	
18.480000	0.04529357	
18.500000	0.02940448	
18.520000	0.00762098	
18.539999	-0.01005422	
18.559999	-0.01932271	
18.580000	-0.01935127	
18.600000	-0.01924321	
18.619999	-0.01913515	
18.639999	-0.01913515	
18.660000	-0.01913515	
18.680000	-0.01910426	
18.699999	-0.01888797	
18.719999	-0.01867168	
18.740000	-0.01691130	
18.760000	-0.01188840	
18.779999	-0.00208026	
18.799999	0.00982678	
18.820000	0.02187012	
18.840000	0.03083715	
18.859999	0.03811113	
18.879999	0.04192415	
18.900000	0.04520255	
18.920000	0.04649977	
18.939999	0.04762297	
18.959999	0.04757170	
18.980000	0.04422048	
19.000000	0.03602473	
19.020000	0.01810203	
19.039999	-0.00071406	
19.059999	-0.01478216	
19.080000	-0.01912296	
19.100000	-0.01920931	
19.119999	-0.01914835	
19.139999	-0.01921147	
19.160000	-0.01933540	
19.180000	-0.01945934	
19.199999	-0.01945934	
19.219999	-0.01876436	
19.240000	-0.01807074	
19.260000	-0.01400368	
19.279999	-0.00684296	
19.299999	0.00612967	
19.320000	0.01980744	
19.340000	0.03269005	
19.359999	0.04033580	
19.379999	0.04293043	
19.400000	0.03766017	
19.420000	0.02225593	
19.439999	0.00179705	
19.459999	-0.01397629	
19.480000	-0.02016214	
19.500000	-0.02005140	
19.520000	-0.01975478	
19.539999	-0.01931036	
19.559999	-0.01913498	
19.580000	-0.01738063	
19.600000	-0.01220439	
19.619999	-0.00148083	
19.639999	0.01225974	
19.660000	0.02745387	
19.680000	0.03864358	
19.699999	0.04538209	
19.719999	0.04476212	
19.740000	0.03693414	
19.760000	0.01899557	
19.779999	-0.00126338	
19.799999	-0.01583971	
19.820000	-0.02001783	
19.840000	-0.01956756	
19.859999	-0.01925190	
19.879999	-0.01934208	
19.900000	-0.01810649	
19.920000	-0.01318179	
19.939999	-0.00240478	
19.959999	0.01131926	
19.980000	0.02674955	
20.000000	0.03746443	
20.020000	0.04537691	
20.039999	0.04804786	
20.059999	0.04826699	
20.080000	0.04446783	
20.100000	0.03596828	
20.119999	0.02137391	
20.139999	0.00222161	
20.160000	-0.01252741	
20.180000	-0.01915669	
20.199999	-0.01867986	
20.219999	-0.01844820	
20.240000	-0.01895377	
20.260000	-0.01823843	
20.279999	-0.01701753	
20.299999	-0.01262662	
20.320000	-0.00361700	
20.340000	0.01137789	
20.359999	0.02849121	
20.379999	0.04360368	
20.400000	0.05474479	
20.420000	0.06145624	
20.439999	0.06390205	
20.459999	0.06110049	
20.480000	0.05262199	
20.500000	0.03664738	
20.520000	0.01159601	
20.539999	-0.00814101	
20.559999	-0.01995538	
20.580000	-0.01933540	
20.600000	-0.01919645	
20.619999	-0.01813087	
20.639999	-0.01718922	
20.660000	-0.01275356	
20.680000	-0.00358844	
20.699999	0.01129003	
20.719999	0.02701378	
20.740000	0.04030941	
20.760000	0.04789137	
20.779999	0.04932205	
20.799999	0.04295916	
20.820000	0.02860546	
20.840000	0.00693920	
20.859999	-0.01056629	
20.879999	-0.02008097	
20.900000	-0.02015279	
20.920000	-0.01981908	
20.939999	-0.01895294	
20.959999	-0.01641092	
20.980000	-0.00750685	
21.000000	0.00705412	
21.020000	0.02543929	
21.039999	0.04096145	
21.059999	0.05003822	
21.080000	0.05071013	
21.100000	0.04052737	
21.119999	0.01971692	
21.139999	-0.00224395	
21.160000	-0.01682112	
21.180000	-0.02003588	
21.199999	-0.01952881	
21.219999	-0.01912329	
21.240000	-0.01919678	
21.260000	-0.01589200	
21.279999	-0.00830787	
21.299999	0.00525032	
21.320000	0.01997964	
21.340000	0.03510813	
21.359999	0.04488838	
21.379999	0.04891001	
21.400000	0.04597216	
21.420000	0.03619175	
21.439999	0.01771589	
21.459999	-0.00261256	
21.480000	-0.01672457	
21.500000	-0.02037810	
21.520000	-0.01982427	
21.539999	-0.01949541	
21.559999	-0.01972072	
21.580000	-0.01684584	
21.600000	-0.00954865	
21.619999	0.00362124	
21.639999	0.01887065	
21.660000	0.03485493	
21.680000	0.04624724	
21.699999	0.05377725	
21.719999	0.05617112	
21.740000	0.05387095	
21.760000	0.04533332	
21.779999	0.02704050	
21.799999	0.00523880	
21.820000	-0.01194102	
21.840000	-0.01916137	
21.859999	-0.01946801	
21.879999	-0.01947686	
21.900000	-0.01912697	
21.920000	-0.01876821	
21.939999	-0.01550652	
21.959999	-0.00800090	
21.980000	0.00547847	
22.000000	0.02132514	
22.020000	0.03771646	
22.039999	0.05052290	
22.059999	0.05947240	
22.080000	0.06327456	
22.100000	0.06251246	
22.119999	0.05599575	
22.139999	0.04123503	
22.160000	0.01601063	
22.180000	-0.00575383	
22.199999	-0.01927394	
22.219999	-0.01978618	
