Time	Hip_right X
7.060000	107.23396301	
7.080000	106.44918060	
7.100000	105.88806152	
7.120000	105.64156342	
7.140000	105.38819122	
7.160000	104.84782410	
7.180000	103.72336578	
7.200000	102.47700500	
7.220000	101.34713745	
7.240000	100.50799561	
7.260000	99.52855682	
7.280000	98.43192291	
7.300000	97.27654266	
7.320000	96.38239288	
7.340000	95.55168915	
7.360000	94.81056976	
7.380000	93.96965790	
7.400000	93.13255310	
7.420000	92.31784821	
7.440000	91.58566284	
7.460000	90.82324982	
7.480000	90.10239410	
7.500000	89.48119354	
7.520000	89.10103607	
7.540000	88.89205933	
7.560000	88.70777893	
7.580000	88.67115021	
7.600000	88.72271729	
7.620000	89.11949921	
7.640000	89.94170380	
7.660000	91.42340088	
7.680000	93.36806488	
7.700000	95.72994232	
7.720000	98.33956909	
7.740000	101.24172974	
7.760000	104.07527924	
7.780000	106.58055878	
7.800000	108.41264343	
7.820000	109.49669647	
7.840000	110.13279724	
7.860000	110.63153839	
7.880000	111.12696838	
7.900000	111.35706329	
7.920000	111.22556305	
7.940000	110.70248413	
7.960000	109.96645355	
7.980000	109.09727478	
8.000000	108.32306671	
8.020000	107.59522247	
8.040000	106.88205719	
8.059999	106.01131439	
8.080000	105.23135376	
8.099999	104.59239197	
8.120000	104.28535461	
8.139999	104.01946259	
8.160000	103.69869995	
8.179999	102.98760986	
8.200000	101.91750336	
8.220000	100.71289063	
8.240000	99.77672577	
8.260000	99.03495026	
8.280000	98.26180267	
8.300000	97.28833771	
8.320000	96.43224335	
8.340000	95.78231812	
8.360000	95.29822540	
8.380000	94.69106293	
8.400000	93.96082306	
8.420000	93.26049042	
8.440000	92.69625854	
8.460000	92.11422729	
8.480000	91.47175598	
8.500000	90.74881744	
8.520000	90.22952271	
8.540000	89.83903503	
8.559999	89.58591461	
8.580000	89.45491028	
8.599999	89.39283752	
8.620000	89.62123871	
8.639999	90.18120575	
8.660000	91.33097839	
8.679999	92.93362427	
8.700000	95.13853455	
8.720000	97.74079132	
8.740000	100.59017181	
8.760000	103.14144135	
8.780000	105.29068756	
8.800000	106.87866211	
8.820000	108.01660156	
8.840000	108.74303436	
8.860000	109.42200470	
8.880000	110.08914185	
8.900000	110.72560120	
8.920000	110.98665619	
8.940000	110.77475739	
8.960000	110.07354736	
8.980000	109.07178497	
9.000000	108.18585968	
9.020000	107.47490692	
9.040000	107.03128052	
9.059999	106.61960602	
9.080000	106.41461945	
9.099999	106.24803925	
9.120000	106.16484833	
9.139999	105.93959808	
9.160000	105.69959259	
9.179999	105.31922150	
9.200000	104.78164673	
9.220000	103.70178986	
9.240000	102.09233093	
9.260000	100.43279266	
9.280000	99.39107513	
9.300000	98.83376312	
9.320000	98.21992493	
9.340000	97.23367310	
9.360000	96.22734833	
9.380000	95.44825745	
9.400000	94.89461517	
9.420000	94.33664703	
9.440000	93.67421722	
9.460000	92.96266937	
9.480000	92.25806427	
9.500000	91.61956787	
9.520000	91.05837250	
9.540000	90.47915649	
9.559999	90.07406616	
9.580000	89.82982635	
9.599999	89.91053772	
9.620000	90.17402649	
9.639999	90.64009857	
9.660000	91.60030365	
9.679999	93.08206940	
9.700000	95.12902069	
9.719999	97.41580963	
9.740000	100.02332306	
9.760000	102.85389709	
9.780000	105.75026703	
9.800000	108.34454346	
9.820000	110.49023438	
9.840000	112.00554657	
9.860000	112.97533417	
9.880000	113.38548279	
9.900000	113.53033447	
9.920000	113.29778290	
9.940000	112.66830444	
9.960000	111.78968048	
9.980000	110.76791382	
10.000000	109.95340729	
10.020000	109.13719940	
10.040000	108.44190979	
10.059999	107.59134674	
10.080000	106.70176697	
10.099999	105.78264618	
10.120000	105.02636719	
10.139999	104.62356567	
10.160000	104.56489563	
10.179999	104.60994720	
10.200000	104.20697784	
10.219999	103.07398224	
10.240000	101.58220673	
10.260000	100.15176392	
10.280000	99.19799042	
10.300000	98.24636078	
10.320000	97.28952026	
10.340000	96.30390930	
10.360000	95.61956787	
10.380000	95.08878326	
10.400000	94.67715454	
10.420000	94.14977264	
10.440000	93.69786072	
10.460000	93.20748138	
10.480000	92.76900482	
10.500000	92.28079224	
10.520000	91.81472015	
10.540000	91.43946075	
10.559999	91.20576477	
10.580000	91.05454254	
10.599999	90.93423462	
10.620000	90.99967957	
10.639999	91.38961029	
10.660000	92.29467010	
10.679999	93.58059692	
10.700000	95.26451874	
10.719999	97.23476410	
10.740000	99.49549866	
10.760000	101.93656921	
10.780000	104.30354309	
10.800000	106.36955261	
10.820000	107.86953735	
10.840000	108.85578156	
10.860000	109.51766205	
10.880000	109.97400665	
10.900000	110.44970703	
10.920000	110.73710632	
10.940000	110.79288483	
10.960000	110.49923706	
10.980000	109.91099548	
11.000000	109.35273743	
11.020000	108.74238586	
11.040000	108.22270966	
11.059999	107.51860046	
11.080000	106.84200287	
11.099999	106.16126251	
11.120000	105.62934875	
11.139999	105.09420776	
11.160000	104.65502167	
11.179999	104.22329712	
11.200000	104.03230286	
11.219999	103.86734009	
11.240000	103.46829987	
11.259999	102.47519684	
11.280000	101.29642487	
11.300000	100.34786987	
11.320000	99.80249786	
11.340000	99.14142609	
11.360000	98.21672821	
11.380000	97.16461945	
11.400000	96.31594849	
11.420000	95.70567322	
11.440000	95.19694519	
11.460000	94.58360291	
11.480000	93.88304901	
11.500000	93.13803864	
11.520000	92.48255157	
11.540000	91.81515503	
11.559999	91.19834900	
11.580000	90.59075165	
11.599999	90.16814423	
11.620000	89.84257507	
11.639999	89.57905579	
11.660000	89.45140076	
11.679999	89.42976379	
11.700000	89.83854675	
11.719999	90.58955383	
11.740000	91.96571350	
11.759999	93.64960480	
11.780000	95.87372589	
11.800000	98.43011475	
11.820000	101.39769745	
11.840000	104.33940125	
11.860000	106.97248840	
11.880000	108.99143219	
11.900000	110.42018127	
11.920000	111.35249329	
11.940000	112.13503265	
11.960000	112.64971161	
11.980000	112.92624664	
12.000000	112.83270264	
12.020000	112.25733948	
12.040000	111.38890839	
12.059999	110.26411438	
12.080000	109.23528290	
12.099999	108.25202179	
12.120000	107.35156250	
12.139999	106.31833649	
12.160000	105.34941101	
12.179999	104.53386688	
12.200000	104.18767548	
12.219999	104.20485687	
12.240000	104.31739044	
12.259999	103.97255707	
12.280000	102.93598175	
12.300000	101.50929260	
12.320000	100.40761566	
12.340000	99.76771545	
12.360000	99.39531708	
12.380000	98.84048462	
12.400000	98.25343323	
12.420000	97.66120148	
12.440000	97.27157593	
12.460000	96.82891846	
12.480000	96.39273071	
12.500000	95.76675415	
12.520000	95.23382568	
12.540000	94.62043762	
12.559999	94.16561890	
12.580000	93.58866119	
12.599999	93.23652649	
12.620000	92.93505096	
12.639999	92.90021515	
12.660000	92.93028259	
12.679999	93.09712982	
12.700000	93.42473602	
12.719999	93.92910004	
12.740000	94.67900085	
12.759999	95.68265533	
12.780000	96.97663879	
12.799999	98.59212494	
12.820000	100.59368134	
12.840000	102.65810394	
12.860000	104.71031189	
12.880000	106.34081268	
12.900000	107.63558197	
12.920000	108.41672516	
12.940000	108.96595764	
12.960000	109.27562714	
12.980000	109.46398926	
13.000000	109.49945831	
13.020000	109.34786987	
13.040000	109.05455780	
13.059999	108.52766418	
13.080000	107.95475769	
13.099999	107.31668854	
13.120000	106.78095245	
13.139999	106.27956390	
13.160000	105.68797302	
13.179999	104.87725830	
13.200000	103.91516876	
13.219999	102.90808105	
13.240000	102.25429535	
13.259999	101.92280579	
13.280000	101.74520874	
13.299999	101.04811096	
13.320000	99.91211700	
13.340000	98.76882172	
13.360000	98.19381714	
13.380000	97.79695129	
13.400000	97.31758118	
13.420000	96.54966736	
13.440000	95.94999695	
13.460000	95.56623077	
13.480000	95.33602905	
13.500000	94.96523285	
13.520000	94.54792786	
13.540000	94.05157471	
13.559999	93.72965240	
13.580000	93.33060455	
13.599999	92.92547607	
13.620000	92.42522430	
13.639999	92.07598114	
13.660000	91.85580444	
13.679999	91.84028625	
13.700000	91.99774170	
13.719999	92.29770660	
13.740000	92.86511230	
13.759999	93.75868225	
13.780000	95.14772034	
13.799999	96.88540649	
13.820000	98.96410370	
13.840000	101.04368591	
13.860000	103.10364532	
13.880000	104.87413025	
13.900000	106.28970337	
13.920000	107.21609497	
13.940000	107.73922729	
13.960000	108.07829285	
13.980000	108.35856628	
14.000000	108.48146057	
14.020000	108.38647461	
14.040000	107.97403717	
14.059999	107.29230499	
14.080000	106.51177216	
14.099999	105.62860107	
14.120000	104.82220459	
14.139999	103.89381409	
14.160000	103.07804871	
14.179999	102.08510590	
14.200000	101.09545898	
14.219999	100.00460815	
14.240000	99.39401245	
14.259999	99.09229279	
14.280000	98.69628906	
14.299999	97.71958923	
14.320000	96.54154968	
14.340000	95.63087463	
14.360000	95.14826965	
14.380000	94.72795868	
14.400000	94.28713226	
14.420000	93.64366913	
14.440000	93.14411926	
14.460000	92.68745422	
14.480000	92.41471863	
14.500000	91.99515533	
14.520000	91.53824615	
14.540000	91.03668213	
14.559999	90.62444305	
14.580000	90.23120880	
14.599999	89.90187073	
14.620000	89.60273743	
14.639999	89.31140900	
14.660000	89.11048889	
14.679999	89.18610382	
14.700000	89.70569611	
14.719999	90.84188080	
14.740000	92.50570679	
14.759999	94.70870209	
14.780000	97.13553619	
14.799999	99.71789551	
14.820000	102.09591675	
14.839999	104.07589722	
14.860000	105.55432129	
14.880000	106.68321991	
14.900000	107.75106812	
14.920000	108.67596436	
14.940000	109.61106873	
14.960000	110.11037445	
14.980000	110.32549286	
15.000000	110.12403870	
15.020000	109.79061890	
15.040000	109.42942047	
15.059999	108.93788147	
15.080000	108.38313293	
15.099999	107.56499481	
15.120000	106.81812286	
15.139999	106.09316254	
15.160000	105.61769867	
15.179999	105.15126038	
15.200000	104.76793671	
15.219999	104.37091064	
15.240000	104.03784180	
15.259999	103.69409943	
15.280000	103.02863312	
15.299999	101.78652191	
15.320000	100.33107758	
15.339999	99.12518311	
15.360000	98.41143036	
15.380000	97.65734863	
15.400000	96.69957733	
15.420000	95.57168579	
15.440000	94.68629456	
15.460000	93.98715210	
15.480000	93.44483948	
15.500000	92.70709991	
15.520000	91.99355316	
15.540000	91.23037720	
15.559999	90.71157837	
15.580000	90.19227600	
15.599999	89.81510925	
15.620000	89.41022491	
15.639999	89.06522369	
15.660000	88.94611359	
15.679999	89.21709442	
15.700000	90.14712524	
15.719999	91.69370270	
15.740000	93.85040283	
15.759999	96.30937195	
15.780000	98.85411072	
15.799999	101.30973816	
15.820000	103.58592987	
15.839999	105.47580719	
15.860000	106.86419678	
15.880000	107.76808167	
15.900000	108.47033691	
15.920000	108.92738342	
15.940000	109.16884613	
15.960000	109.09997559	
15.980000	108.77178955	
16.000000	108.35376740	
16.020000	107.84557343	
16.039999	107.40633392	
16.059999	106.84934235	
16.080000	106.25083923	
16.100000	105.54760742	
16.119999	104.88448334	
16.139999	104.39006042	
16.160000	104.16285706	
16.180000	104.11322784	
16.199999	104.06966400	
16.219999	103.66653442	
16.240000	102.83333588	
16.260000	101.60041046	
16.279999	100.49036407	
16.299999	99.64698029	
16.320000	99.11326599	
16.340000	98.52890015	
16.359999	97.86454773	
16.379999	97.17349243	
16.400000	96.60491943	
16.420000	96.04911041	
16.440001	95.32904053	
16.459999	94.49035645	
16.480000	93.71408081	
16.500000	92.98981476	
16.520000	92.38770294	
16.539999	91.63485718	
16.559999	91.10025787	
16.580000	90.69975281	
16.600000	90.58940125	
16.619999	90.68678284	
16.639999	91.03767395	
16.660000	91.83827209	
16.680000	92.92466736	
16.699999	94.46480560	
16.719999	96.28910828	
16.740000	98.50507355	
16.760000	100.81463623	
16.779999	103.25463867	
16.799999	105.42322540	
16.820000	107.30319977	
16.840000	108.65426636	
16.859999	109.71244049	
16.879999	110.42104340	
16.900000	111.00234222	
16.920000	111.32378387	
16.940001	111.37120819	
16.959999	111.09675598	
16.980000	110.55925751	
17.000000	109.97724152	
17.020000	109.35791779	
17.039999	108.87944031	
17.059999	108.35437775	
17.080000	107.79160309	
17.100000	107.04996490	
17.119999	106.23927307	
17.139999	105.36108398	
17.160000	104.52676392	
17.180000	103.79848480	
17.199999	103.34322357	
17.219999	102.93225861	
17.240000	102.44476318	
17.260000	101.56417084	
17.279999	100.70449066	
17.299999	100.02422333	
17.320000	99.56939697	
17.340000	98.92322540	
17.359999	98.02931976	
17.379999	96.99542999	
17.400000	96.15139771	
17.420000	95.50151825	
17.440001	94.97677612	
17.459999	94.40499115	
17.480000	93.77920532	
17.500000	93.16979980	
17.520000	92.62594604	
17.539999	92.06735992	
17.559999	91.56362915	
17.580000	91.13624573	
17.600000	90.90947723	
17.619999	90.85700989	
17.639999	90.97611237	
17.660000	91.25166321	
17.680000	91.68554688	
17.699999	92.41446686	
17.719999	93.53856659	
17.740000	95.12806702	
17.760000	97.05278778	
17.779999	99.29263306	
17.799999	101.69855499	
17.820000	104.23632050	
17.840000	106.46602631	
17.859999	108.30257416	
17.879999	109.48681641	
17.900000	110.32123566	
17.920000	110.81027222	
17.940001	111.11174774	
17.959999	111.09381866	
17.980000	110.75415802	
18.000000	110.19268799	
18.020000	109.49337769	
18.039999	108.96341705	
18.059999	108.52117920	
18.080000	108.19946289	
18.100000	107.61889648	
18.119999	106.91471863	
18.139999	106.21141815	
18.160000	105.70314789	
18.180000	105.29657745	
18.199999	104.83581543	
18.219999	104.05252838	
18.240000	102.99080658	
18.260000	101.78550720	
18.279999	100.94978333	
18.299999	100.48345947	
18.320000	100.20438385	
18.340000	99.72135162	
18.359999	98.92732239	
18.379999	97.97738647	
18.400000	97.02345276	
18.420000	96.09909821	
18.440001	95.22466278	
18.459999	94.37171173	
18.480000	93.58805084	
18.500000	92.80159760	
18.520000	92.00609589	
18.539999	91.23719025	
18.559999	90.56846619	
18.580000	90.08061218	
18.600000	89.83216095	
18.619999	89.75119019	
18.639999	89.74497223	
18.660000	89.84248352	
18.680000	89.90456390	
18.699999	90.13795471	
18.719999	90.33119202	
18.740000	90.69903564	
18.760000	91.13259888	
18.779999	91.95806885	
18.799999	93.13459778	
18.820000	94.80237579	
18.840000	96.81197357	
18.859999	99.16783142	
18.879999	101.74850464	
18.900000	104.31000519	
18.920000	106.52295685	
18.939999	108.24994659	
18.959999	109.48069000	
18.980000	110.50943756	
19.000000	111.23920441	
19.020000	111.76831055	
19.039999	111.89570618	
19.059999	111.61779022	
19.080000	111.06709290	
19.100000	110.38867950	
19.119999	109.88618469	
19.139999	109.29496765	
19.160000	108.59837341	
19.180000	107.66578674	
19.199999	106.87406921	
19.219999	106.20387268	
19.240000	105.67848969	
19.260000	105.12708282	
19.279999	104.63681793	
19.299999	103.87712860	
19.320000	102.88909912	
19.340000	101.76214600	
19.359999	101.00525665	
19.379999	100.41152191	
19.400000	99.81636810	
19.420000	98.90518188	
19.439999	97.94927979	
19.459999	96.94345093	
19.480000	96.08740234	
19.500000	95.26229858	
19.520000	94.54624176	
19.539999	93.74563599	
19.559999	93.04123688	
19.580000	92.36345673	
19.600000	91.81375885	
19.619999	91.17533875	
19.639999	90.68885803	
19.660000	90.34272003	
19.680000	90.17707062	
19.699999	90.09308624	
19.719999	90.20041656	
19.740000	90.75107574	
19.760000	91.72254181	
19.779999	93.32313538	
19.799999	95.38040924	
19.820000	97.91902924	
19.840000	100.63851166	
19.859999	103.46529388	
19.879999	106.00096130	
19.900000	108.12330627	
19.920000	109.53475189	
19.939999	110.58272552	
19.959999	111.22629547	
19.980000	111.82189178	
20.000000	112.10263824	
20.020000	112.19963837	
20.039999	111.95468903	
20.059999	111.38584900	
20.080000	110.65986633	
20.100000	109.86833191	
20.119999	109.21639252	
20.139999	108.57982635	
20.160000	108.00408173	
20.180000	107.35223389	
20.199999	106.79538727	
20.219999	106.22595978	
20.240000	105.75778198	
20.260000	105.18705750	
20.279999	104.56359863	
20.299999	103.66915131	
20.320000	102.51274109	
20.340000	101.18431854	
20.359999	100.27230835	
20.379999	99.59495544	
20.400000	99.06206512	
20.420000	98.17366028	
20.439999	97.22839355	
20.459999	96.30853271	
20.480000	95.58525085	
20.500000	94.86893463	
20.520000	94.14767456	
20.539999	93.26403046	
20.559999	92.46336365	
20.580000	91.61425781	
20.600000	90.91439819	
20.619999	90.19047546	
20.639999	89.65524292	
20.660000	89.31660461	
20.680000	89.27005768	
20.699999	89.42880249	
20.719999	89.86904907	
20.740000	90.65953827	
20.760000	91.90325928	
20.779999	93.63262177	
20.799999	95.77858734	
20.820000	98.33654022	
20.840000	101.15862274	
20.859999	104.13152313	
20.879999	106.93432617	
20.900000	109.36393738	
20.920000	111.17703247	
20.939999	112.59494781	
20.959999	113.56443024	
20.980000	114.36712646	
21.000000	114.74613953	
21.020000	114.78144073	
21.039999	114.34414673	
21.059999	113.47534943	
21.080000	112.41874695	
21.100000	111.18699646	
21.119999	110.11282349	
21.139999	108.95704651	
21.160000	108.01327515	
21.180000	107.03610992	
21.199999	106.25927734	
21.219999	105.56356812	
21.240000	105.13972473	
21.260000	104.80907440	
21.279999	104.21313477	
21.299999	103.05720520	
21.320000	101.66300201	
21.340000	100.61685181	
21.359999	100.09412384	
21.379999	99.57671356	
21.400000	98.85321045	
21.420000	97.90509033	
21.439999	97.16409302	
21.459999	96.50143433	
21.480000	96.00784302	
21.500000	95.40522766	
21.520000	94.87816620	
21.539999	94.25726318	
21.559999	93.73864746	
21.580000	93.13871765	
21.600000	92.65768433	
21.619999	92.08755493	
21.639999	91.72694397	
21.660000	91.40637970	
21.680000	91.29399872	
21.699999	91.27258301	
21.719999	91.41956329	
21.740000	91.83198547	
21.760000	92.41828156	
21.779999	93.50077820	
21.799999	94.97692108	
21.820000	96.96608734	
21.840000	99.11403656	
21.859999	101.33294678	
21.879999	103.29026031	
21.900000	104.95045471	
21.920000	106.13680267	
21.939999	106.93386841	
21.959999	107.45208740	
21.980000	107.88697052	
22.000000	108.21406555	
22.020000	108.40673828	
