Time	Hip_left X
16.840000	86.88535309	
16.859999	85.19596100	
16.879999	83.35971069	
16.900000	81.49378967	
16.920000	79.70738983	
16.940001	78.06863403	
16.959999	76.62242126	
16.980000	75.38099670	
17.000000	74.36051941	
17.020000	73.56548309	
17.039999	73.01027679	
17.059999	72.69225311	
17.080000	72.59795380	
17.100000	72.69127655	
17.119999	72.92684937	
17.139999	73.26016998	
17.160000	73.66072845	
17.180000	74.11925507	
17.199999	74.62558746	
17.219999	75.17159271	
17.240000	75.74108124	
17.260000	76.33441925	
17.279999	76.95340729	
17.299999	77.62271881	
17.320000	78.36328888	
17.340000	79.19633484	
17.359999	80.09700775	
17.379999	81.01033783	
17.400000	81.89600372	
17.420000	82.72676086	
17.440001	83.52072144	
17.459999	84.27815247	
17.480000	85.05784607	
17.500000	85.85408783	
17.520000	86.69286346	
17.539999	87.53811646	
17.559999	88.41527557	
17.580000	89.27813721	
17.600000	90.10686493	
17.619999	90.83921814	
17.639999	91.41598511	
17.660000	91.74438477	
17.680000	91.70156097	
17.699999	91.07147980	
17.719999	89.82894897	
17.740000	87.88477325	
17.760000	85.49143982	
17.779999	82.82054901	
17.799999	80.17484283	
17.820000	77.69734192	
17.840000	75.44985199	
17.859999	73.46041107	
17.879999	71.73823547	
17.900000	70.27906799	
17.920000	69.08000183	
17.940001	68.13923645	
17.959999	67.45809174	
17.980000	67.02429199	
18.000000	66.81195831	
18.020000	66.79685974	
18.039999	66.96669006	
18.059999	67.32952118	
18.080000	67.88803101	
18.100000	68.64292145	
18.119999	69.56219482	
18.139999	70.60580444	
18.160000	71.72344971	
18.180000	72.91226196	
18.199999	74.19768524	
18.219999	75.63274384	
18.240000	77.22703552	
18.260000	78.95347595	
18.279999	80.73323822	
18.299999	82.45439148	
18.320000	83.91367340	
18.340000	85.10344696	
18.359999	86.08077240	
18.379999	87.00332642	
18.400000	87.88784027	
18.420000	88.74560547	
18.440001	89.58206177	
18.459999	90.39768982	
18.480000	91.11830139	
18.500000	91.75192261	
18.520000	92.00016022	
18.539999	91.77281952	
18.559999	90.93439484	
18.580000	89.68681335	
18.600000	88.12164307	
18.619999	86.34452820	
18.639999	84.50795746	
18.660000	82.73065948	
18.680000	81.11081696	
18.699999	79.68906403	
18.719999	78.49023438	
18.740000	77.50755310	
18.760000	76.74338531	
18.779999	76.18924713	
18.799999	75.84420013	
18.820000	75.68412781	
18.840000	75.67744446	
18.859999	75.78695679	
18.879999	75.98669434	
18.900000	76.26429749	
18.920000	76.61328888	
18.939999	77.02928925	
18.959999	77.49388885	
18.980000	77.98975372	
19.000000	78.49520111	
19.020000	79.01317596	
19.039999	79.55465698	
19.059999	80.14571381	
19.080000	80.78553772	
19.100000	81.45832825	
19.119999	82.12789917	
19.139999	82.77371979	
19.160000	83.42902374	
19.180000	84.30300140	
19.199999	85.42179871	
19.219999	86.59007263	
19.240000	87.63564301	
19.260000	88.53446960	
19.279999	89.42736053	
19.299999	90.29597473	
19.320000	91.10120392	
19.340000	91.80200195	
19.359999	92.33578491	
19.379999	92.65026093	
19.400000	92.68706512	
19.420000	92.39682007	
19.439999	91.73162079	
19.459999	90.66082764	
19.480000	89.17127228	
19.500000	87.30169678	
19.520000	85.16329193	
19.539999	82.90021515	
19.559999	80.66254425	
19.580000	78.56695557	
19.600000	76.69033813	
19.619999	75.06259155	
19.639999	73.69438171	
19.660000	72.58554840	
19.680000	71.73578644	
19.699999	71.13079834	
19.719999	70.74762726	
19.740000	70.55335236	
19.760000	70.51506042	
19.779999	70.60832977	
19.799999	70.82961273	
19.820000	71.19509125	
19.840000	71.71118927	
19.859999	72.36576843	
19.879999	73.12269592	
19.900000	73.94544220	
19.920000	74.80198669	
19.939999	75.69039154	
19.959999	76.62815094	
19.980000	77.64549255	
20.000000	78.75004578	
20.020000	79.85167694	
20.039999	80.99538422	
20.059999	82.08637238	
20.080000	83.13778687	
20.100000	84.03493500	
20.119999	84.84659576	
20.139999	85.66174316	
20.160000	86.48353577	
20.180000	87.33076477	
20.199999	88.14874268	
20.219999	88.92713165	
20.240000	89.56453705	
20.260000	89.96424866	
20.279999	90.02375793	
20.299999	89.68106079	
20.320000	88.60153961	
20.340000	86.95140076	
20.359999	84.83338928	
20.379999	82.52221680	
20.400000	80.02746582	
20.420000	77.50712585	
20.439999	75.28294373	
20.459999	73.43183899	
20.480000	71.95478821	
20.500000	70.83099365	
20.520000	70.04965973	
20.539999	69.59893036	
20.559999	69.46576691	
20.580000	69.61801910	
20.600000	70.00294495	
20.619999	70.56567383	
20.639999	71.24410248	
20.660000	71.99837494	
20.680000	72.80406952	
20.699999	73.66978455	
20.719999	74.58874512	
20.740000	75.54454041	
20.760000	76.49542236	
20.779999	77.40988159	
20.799999	78.25888824	
20.820000	79.03782654	
20.840000	79.74488068	
20.859999	80.38144684	
20.879999	80.90744781	
20.900000	81.37197876	
20.920000	82.07503510	
20.939999	82.92898560	
20.959999	83.99248505	
20.980000	84.80099487	
21.000000	85.55181885	
21.020000	86.14400482	
21.039999	86.82388306	
21.059999	87.53762054	
21.080000	88.30319214	
21.100000	89.03355408	
21.119999	89.66955566	
21.139999	90.15908813	
21.160000	90.39756012	
21.180000	90.29768372	
21.199999	89.76975250	
21.219999	88.74988556	
21.240000	87.24435425	
21.260000	85.33843231	
21.279999	83.22933197	
21.299999	80.75280762	
21.320000	78.51792145	
21.340000	76.69618225	
21.359999	75.61599731	
21.379999	74.78945923	
21.400000	74.06671906	
21.420000	73.44435883	
21.439999	72.92656708	
21.459999	72.51448822	
21.480000	72.20008850	
21.500000	71.97939301	
21.520000	71.84632111	
21.539999	71.81182098	
21.559999	71.88912964	
21.580000	72.10526276	
21.600000	72.45614624	
21.619999	72.92133331	
21.639999	73.45595551	
21.660000	74.03536987	
21.680000	74.66015625	
21.699999	75.37710571	
21.719999	76.24538422	
21.740000	77.30597687	
21.760000	78.55154419	
21.779999	79.93510437	
21.799999	81.40385437	
21.820000	82.87890625	
21.840000	84.14226532	
21.859999	85.15566254	
21.879999	85.94858551	
21.900000	86.71566010	
21.920000	87.49068451	
21.939999	88.29029846	
21.959999	89.09086609	
21.980000	90.02365875	
22.000000	90.82250214	
22.020000	91.51152039	
