Time	Left_Forefoot_y_baseline X
5.100000	0.00219637	
5.120000	0.00646111	
5.140000	0.01003724	
5.160000	0.01144682	
5.180000	0.01029004	
5.200000	0.00689344	
5.220000	0.00240496	
5.240000	-0.00196931	
5.260000	-0.00549507	
5.280000	-0.00739451	
5.300000	-0.00769112	
5.320000	-0.00661725	
5.340000	-0.00429799	
5.360000	-0.00103177	
5.380000	0.00282522	
5.400000	0.00630555	
5.420000	0.00811264	
5.440000	0.00746702	
5.460000	0.00459424	
5.480000	0.00067052	
5.500000	-0.00352749	
5.520000	-0.00673455	
5.540000	-0.00844114	
5.560000	-0.00842804	
5.580000	-0.00723299	
5.600000	-0.00521341	
5.620000	-0.00215231	
5.640000	0.00123407	
5.660000	0.00456394	
5.680000	0.00686172	
5.700000	0.00737511	
5.720000	0.00587812	
5.740000	0.00263013	
5.760000	-0.00125837	
5.780000	-0.00512232	
5.800000	-0.00771773	
5.820000	-0.00919014	
5.840000	-0.00949474	
5.860000	-0.00920385	
5.880000	-0.00801495	
5.900000	-0.00556836	
5.920000	-0.00213368	
5.940000	0.00220619	
5.960000	0.00649162	
5.980000	0.00969662	
6.000000	0.01025791	
6.020000	0.00816873	
6.040000	0.00417255	
6.060000	-0.00052452	
6.080000	-0.00497985	
6.100000	-0.00802518	
6.120000	-0.00927755	
6.140000	-0.00870152	
6.160000	-0.00668071	
6.180000	-0.00300407	
6.200000	0.00146681	
6.220000	0.00606482	
6.240000	0.00923461	
6.260000	0.00995946	
6.280000	0.00775421	
6.300000	0.00364646	
6.320000	-0.00106412	
6.340000	-0.00536326	
6.360000	-0.00826162	
6.380000	-0.00951377	
6.400000	-0.00949043	
6.420000	-0.00862107	
6.440000	-0.00708336	
6.460000	-0.00434344	
6.480000	-0.00103259	
6.500000	0.00258161	
6.520000	0.00531007	
6.540000	0.00630820	
6.560000	0.00512318	
6.580000	0.00220434	
6.600000	-0.00143769	
6.620000	-0.00509121	
6.640000	-0.00763175	
6.660000	-0.00892547	
6.680000	-0.00879057	
6.700000	-0.00764506	
6.720000	-0.00527523	
6.740000	-0.00155172	
6.760000	0.00273493	
6.780000	0.00706559	
6.800000	0.01003724	
6.820000	0.01056661	
6.840000	0.00829953	
6.860000	0.00409825	
6.880000	-0.00087436	
6.900000	-0.00554809	
6.920000	-0.00873488	
6.940000	-0.01008755	
6.960000	-0.01006381	
6.980000	-0.00916475	
7.000000	-0.00741825	
7.020000	-0.00442572	
7.040000	-0.00090383	
7.060000	0.00314413	
7.080000	0.00646725	
7.100000	0.00820722	
7.120000	0.00727746	
7.140000	0.00432321	
7.160000	0.00023983	
7.180000	-0.00393178	
7.200000	-0.00725715	
7.220000	-0.00914204	
7.240000	-0.00965768	
7.260000	-0.00914019	
7.280000	-0.00777136	
7.300000	-0.00501525	
7.320000	-0.00151548	
7.340000	0.00274210	
7.360000	0.00659703	
7.380000	0.00913471	
7.400000	0.00888744	
7.420000	0.00634730	
7.440000	0.00225183	
7.460000	-0.00232385	
7.480000	-0.00633641	
7.500000	-0.00882065	
7.520000	-0.00964376	
7.540000	-0.00949658	
7.560000	-0.00886692	
7.580000	-0.00715603	
7.600000	-0.00457782	
7.620000	-0.00099309	
7.640000	0.00268479	
7.660000	0.00581999	
7.680000	0.00669795	
7.700000	0.00528409	
7.720000	0.00186189	
7.740000	-0.00220390	
7.760000	-0.00604203	
7.780000	-0.00860490	
7.800000	-0.00972953	
7.820000	-0.00953998	
7.840000	-0.00860141	
7.860000	-0.00637078	
7.880000	-0.00314060	
7.900000	0.00115710	
7.920000	0.00537947	
7.940000	0.00902438	
7.960000	0.01057336	
7.980000	0.00955558	
8.000000	0.00611927	
8.020000	0.00140786	
8.040000	-0.00340876	
8.059999	-0.00741927	
8.080000	-0.00975205	
8.099999	-0.01052479	
8.120000	-0.01023597	
8.139999	-0.00910273	
8.160000	-0.00708807	
8.179999	-0.00391315	
8.200000	-0.00027356	
8.220000	0.00350462	
8.240000	0.00596593	
8.260000	0.00624864	
8.280000	0.00413734	
8.300000	0.00048956	
8.320000	-0.00352237	
8.340000	-0.00695562	
8.360000	-0.00889046	
8.380000	-0.00943823	
8.400000	-0.00883867	
8.420000	-0.00736912	
8.440000	-0.00479050	
8.460000	-0.00099370	
8.480000	0.00339325	
8.500000	0.00783302	
8.520000	0.01117355	
8.540000	0.01231475	
8.559999	0.01064786	
8.580000	0.00674647	
8.599999	0.00187601	
8.620000	-0.00285116	
8.639999	-0.00641665	
8.660000	-0.00835393	
8.679999	-0.00876170	
8.700000	-0.00803582	
8.720000	-0.00670752	
8.740000	-0.00418396	
8.760000	-0.00087354	
8.780000	0.00338446	
8.800000	0.00728913	
8.820000	0.01003438	
8.840000	0.00999016	
8.860000	0.00744532	
8.880000	0.00297955	
8.900000	-0.00189459	
8.920000	-0.00618902	
8.940000	-0.00893140	
8.960000	-0.01005419	
8.980000	-0.01004273	
9.000000	-0.00951685	
9.020000	-0.00794391	
9.040000	-0.00541647	
9.059999	-0.00165816	
9.080000	0.00249420	
9.099999	0.00670369	
9.120000	0.00953817	
9.139999	0.01007573	
9.160000	0.00793517	
9.179999	0.00391012	
9.200000	-0.00075543	
9.220000	-0.00516878	
9.240000	-0.00820491	
9.260000	-0.00967896	
9.280000	-0.00971417	
9.300000	-0.00885177	
9.320000	-0.00706841	
9.340000	-0.00405070	
9.360000	-0.00037017	
9.380000	0.00346838	
9.400000	0.00577864	
9.420000	0.00592929	
9.440000	0.00352651	
9.460000	-0.00038041	
9.480000	-0.00480400	
9.500000	-0.00829703	
9.520000	-0.01015694	
9.540000	-0.01038621	
9.559999	-0.00954202	
9.580000	-0.00778814	
9.599999	-0.00513050	
9.620000	-0.00155376	
9.639999	0.00236668	
9.660000	0.00596267	
9.679999	0.00786987	
9.700000	0.00738432	
9.719999	0.00459178	
9.740000	0.00038987	
9.760000	-0.00411682	
9.780000	-0.00781946	
9.800000	-0.00997762	
9.820000	-0.01073605	
9.840000	-0.01056840	
9.860000	-0.00962001	
9.880000	-0.00783113	
9.900000	-0.00485682	
9.920000	-0.00123852	
9.940000	0.00274476	
9.960000	0.00575367	
9.980000	0.00665620	
10.000000	0.00492524	
10.020000	0.00123571	
10.040000	-0.00316025	
10.059999	-0.00723565	
10.080000	-0.00989267	
10.099999	-0.01101117	
10.120000	-0.01085947	
10.139999	-0.00996371	
10.160000	-0.00825834	
10.179999	-0.00528178	
10.200000	-0.00161231	
10.219999	0.00260372	
10.240000	0.00583923	
10.260000	0.00739741	
10.280000	0.00651127	
10.300000	0.00384544	
10.320000	-0.00005452	
10.340000	-0.00395696	
10.360000	-0.00699021	
10.380000	-0.00850582	
10.400000	-0.00876170	
10.420000	-0.00761741	
10.440000	-0.00523531	
10.460000	-0.00139512	
10.480000	0.00285017	
10.500000	0.00726783	
10.520000	0.01079956	
10.540000	0.01275650	
10.559999	0.01181282	
10.580000	0.00835030	
10.599999	0.00339080	
10.620000	-0.00184280	
10.639999	-0.00644141	
10.660000	-0.00952318	
10.679999	-0.01079603	
10.700000	-0.01086767	
10.719999	-0.01046665	
10.740000	-0.00918359	
10.760000	-0.00677609	
10.780000	-0.00283436	
10.800000	0.00193906	
10.820000	0.00708954	
10.840000	0.01126012	
10.860000	0.01367846	
10.880000	0.01294646	
10.900000	0.00967042	
10.920000	0.00474510	
10.940000	-0.00048685	
10.960000	-0.00541238	
10.980000	-0.00898482	
11.000000	-0.01088895	
11.020000	-0.01122262	
11.040000	-0.01033156	
11.059999	-0.00770625	
11.080000	-0.00337110	
11.099999	0.00223956	
11.120000	0.00811039	
11.139999	0.01329608	
11.160000	0.01669474	
11.179999	0.01710680	
11.200000	0.01437199	
11.219999	0.00910462	
11.240000	0.00305529	
11.259999	-0.00282803	
11.280000	-0.00726657	
11.300000	-0.00989595	
11.320000	-0.01065744	
11.340000	-0.00986484	
11.360000	-0.00765815	
11.380000	-0.00366096	
11.400000	0.00130469	
11.420000	0.00705352	
11.440000	0.01225764	
11.460000	0.01616436	
11.480000	0.01736718	
11.500000	0.01552200	
11.520000	0.01119155	
11.540000	0.00531520	
11.559999	-0.00069258	
11.580000	-0.00594993	
11.599999	-0.00917765	
11.620000	-0.01044701	
11.639999	-0.01002143	
11.660000	-0.00814125	
11.679999	-0.00478640	
11.700000	0.00008589	
11.719999	0.00538397	
11.740000	0.01050682	
11.759999	0.01396812	
11.780000	0.01465407	
11.800000	0.01219541	
11.820000	0.00735524	
11.840000	0.00165965	
11.860000	-0.00406525	
11.880000	-0.00846857	
11.900000	-0.01115425	
11.920000	-0.01196159	
11.940000	-0.01133521	
11.960000	-0.00939545	
11.980000	-0.00587726	
12.000000	-0.00141825	
12.020000	0.00391790	
12.040000	0.00900269	
12.059999	0.01325761	
12.080000	0.01504751	
12.099999	0.01376854	
12.120000	0.00971095	
12.139999	0.00398444	
12.160000	-0.00194106	
12.179999	-0.00708929	
12.200000	-0.01030473	
12.219999	-0.01171534	
12.240000	-0.01180847	
12.259999	-0.01085457	
12.280000	-0.00837624	
12.300000	-0.00400382	
12.320000	0.00141503	
12.340000	0.00732598	
12.360000	0.01243265	
12.380000	0.01576109	
12.400000	0.01588269	
12.420000	0.01277697	
12.440000	0.00742935	
12.460000	0.00124983	
12.480000	-0.00445580	
12.500000	-0.00876334	
12.520000	-0.01101342	
12.540000	-0.01141258	
12.559999	-0.01067872	
12.580000	-0.00868718	
12.599999	-0.00543490	
12.620000	-0.00059985	
12.639999	0.00466916	
12.660000	0.00988208	
12.679999	0.01369607	
12.700000	0.01532222	
12.719999	0.01369444	
12.740000	0.00961269	
12.759999	0.00425115	
12.780000	-0.00118408	
12.799999	-0.00583202	
12.820000	-0.00890745	
12.840000	-0.01023965	
12.860000	-0.01036841	
12.880000	-0.00989246	
12.900000	-0.00839406	
12.920000	-0.00571124	
12.940000	-0.00157751	
12.960000	0.00344750	
12.980000	0.00890872	
13.000000	0.01369362	
13.020000	0.01700854	
13.040000	0.01771681	
13.059999	0.01498692	
13.080000	0.00959264	
13.099999	0.00268847	
13.120000	-0.00393505	
13.139999	-0.00956127	
13.160000	-0.01287660	
13.179999	-0.01417339	
13.200000	-0.01396377	
13.219999	-0.01279390	
13.240000	-0.01035529	
13.259999	-0.00614153	
13.280000	-0.00074826	
13.299999	0.00550434	
13.320000	0.01128387	
13.340000	0.01578362	
13.360000	0.01765847	
13.380000	0.01624583	
13.400000	0.01189306	
13.420000	0.00558294	
13.440000	-0.00106657	
13.460000	-0.00709093	
13.480000	-0.01112641	
13.500000	-0.01307209	
13.520000	-0.01326779	
13.540000	-0.01228032	
13.559999	-0.01007609	
13.580000	-0.00624838	
13.599999	-0.00111939	
13.620000	0.00497949	
13.639999	0.01084110	
13.660000	0.01568598	
13.679999	0.01811701	
13.700000	0.01746790	
13.719999	0.01359454	
13.740000	0.00758779	
13.759999	0.00077635	
13.780000	-0.00550409	
13.799999	-0.01027158	
13.820000	-0.01291509	
13.840000	-0.01381250	
13.860000	-0.01336440	
13.880000	-0.01175526	
13.900000	-0.00852752	
13.920000	-0.00395532	
13.940000	0.00172289	
13.960000	0.00732209	
13.980000	0.01198968	
14.000000	0.01411653	
14.020000	0.01306723	
14.040000	0.00921558	
14.059999	0.00374861	
14.080000	-0.00203215	
14.099999	-0.00713658	
14.120000	-0.01050575	
14.139999	-0.01206517	
14.160000	-0.01226169	
14.179999	-0.01148382	
14.200000	-0.00966935	
14.219999	-0.00639802	
14.240000	-0.00207309	
14.259999	0.00333491	
14.280000	0.00872368	
14.299999	0.01354316	
14.320000	0.01649496	
14.340000	0.01682964	
14.360000	0.01394334	
14.380000	0.00866452	
14.400000	0.00235726	
14.420000	-0.00379647	
14.440000	-0.00874308	
14.460000	-0.01187479	
14.480000	-0.01324056	
14.500000	-0.01336379	
14.520000	-0.01273659	
14.540000	-0.01069367	
14.559999	-0.00724569	
14.580000	-0.00215149	
14.599999	0.00340636	
14.620000	0.00899491	
14.639999	0.01321052	
14.660000	0.01545814	
14.679999	0.01431878	
14.700000	0.01052074	
14.719999	0.00499402	
14.740000	-0.00092021	
14.759999	-0.00642750	
14.780000	-0.01038212	
14.799999	-0.01249075	
14.820000	-0.01302788	
14.839999	-0.01278326	
14.860000	-0.01114279	
14.880000	-0.00795722	
14.900000	-0.00300345	
14.920000	0.00271693	
14.940000	0.00884731	
14.960000	0.01400742	
14.980000	0.01709677	
15.000000	0.01680037	
15.020000	0.01323509	
15.040000	0.00756773	
15.059999	0.00087358	
15.080000	-0.00536570	
15.099999	-0.01021528	
15.120000	-0.01289871	
15.139999	-0.01397523	
15.160000	-0.01401782	
15.179999	-0.01308621	
15.200000	-0.01104330	
15.219999	-0.00743462	
15.240000	-0.00293201	
15.259999	0.00233434	
15.280000	0.00710797	
15.299999	0.01067632	
15.320000	0.01135634	
15.339999	0.00920431	
15.360000	0.00482616	
15.380000	-0.00045410	
15.400000	-0.00569855	
15.420000	-0.00984539	
15.440000	-0.01225410	
15.460000	-0.01305817	
15.480000	-0.01292245	
15.500000	-0.01171799	
15.520000	-0.00931562	
15.540000	-0.00527789	
15.559999	-0.00028236	
15.580000	0.00544907	
15.599999	0.01065217	
15.620000	0.01462890	
15.639999	0.01580572	
15.660000	0.01371674	
15.679999	0.00905263	
15.700000	0.00314619	
15.719999	-0.00253960	
15.740000	-0.00712921	
15.759999	-0.00965379	
15.780000	-0.01036185	
15.799999	-0.00988857	
15.820000	-0.00855373	
15.839999	-0.00617428	
15.860000	-0.00224668	
15.880000	0.00248171	
15.900000	0.00755115	
15.920000	0.01164681	
15.940000	0.01373906	
15.960000	0.01268014	
15.980000	0.00897689	
16.000000	0.00392139	
16.020000	-0.00125265	
16.039999	-0.00554666	
16.059999	-0.00839017	
16.080000	-0.00961427	
16.100000	-0.00978725	
16.119999	-0.00925586	
16.139999	-0.00734845	
16.160000	-0.00409493	
16.180000	0.00067584	
16.199999	0.00599931	
16.219999	0.01121940	
16.240000	0.01499102	
16.260000	0.01642843	
16.279999	0.01465777	
16.299999	0.01015024	
16.320000	0.00420326	
16.340000	-0.00200328	
16.359999	-0.00727844	
16.379999	-0.01091127	
16.400000	-0.01250385	
16.420000	-0.01262912	
16.440001	-0.01202565	
16.459999	-0.01038212	
16.480000	-0.00770810	
16.500000	-0.00366750	
16.520000	0.00095403	
16.539999	0.00592500	
16.559999	0.01002967	
16.580000	0.01264083	
16.600000	0.01238291	
16.619999	0.00964627	
16.639999	0.00522411	
16.660000	0.00048485	
16.680000	-0.00388265	
16.699999	-0.00698100	
16.719999	-0.00857379	
16.740000	-0.00886200	
16.760000	-0.00853918	
16.779999	-0.00718509	
16.799999	-0.00478148	
16.820000	-0.00115111	
16.840000	0.00293206	
16.859999	0.00706293	
16.879999	0.00978382	
16.900000	0.00998975	
16.920000	0.00748421	
16.940001	0.00323051	
16.959999	-0.00145838	
16.980000	-0.00571288	
17.000000	-0.00842436	
17.020000	-0.00956249	
17.039999	-0.00953342	
17.059999	-0.00888883	
17.080000	-0.00746799	
17.100000	-0.00473113	
17.119999	-0.00119676	
17.139999	0.00304608	
17.160000	0.00685024	
17.180000	0.00924833	
17.199999	0.00882521	
17.219999	0.00606522	
17.240000	0.00182709	
17.260000	-0.00262271	
17.279999	-0.00645266	
17.299999	-0.00877091	
17.320000	-0.00955799	
17.340000	-0.00941122	
17.359999	-0.00887592	
17.379999	-0.00752407	
17.400000	-0.00520666	
17.420000	-0.00151201	
17.440001	0.00301436	
17.459999	0.00803097	
17.480000	0.01242161	
17.500000	0.01518425	
17.520000	0.01490729	
17.539999	0.01171723	
17.559999	0.00661504	
17.580000	0.00090879	
17.600000	-0.00431518	
17.619999	-0.00803563	
17.639999	-0.00983801	
17.660000	-0.01015367	
17.680000	-0.00975920	
17.699999	-0.00834431	
17.719999	-0.00574522	
17.740000	-0.00169541	
17.760000	0.00302868	
17.779999	0.00798286	
17.799999	0.01204373	
17.820000	0.01421621	
17.840000	0.01327787	
17.859999	0.00970030	
17.879999	0.00469679	
17.900000	-0.00043282	
17.920000	-0.00481670	
17.940001	-0.00771630	
17.959999	-0.00901902	
17.980000	-0.00920427	
18.000000	-0.00901143	
18.020000	-0.00818239	
18.039999	-0.00654213	
18.059999	-0.00354755	
18.080000	0.00033522	
18.100000	0.00488450	
18.119999	0.00907065	
18.139999	0.01204659	
18.160000	0.01219602	
18.180000	0.00964728	
18.199999	0.00515471	
18.219999	0.00009327	
18.240000	-0.00464147	
18.260000	-0.00797176	
18.279999	-0.00960548	
18.299999	-0.01003535	
18.320000	-0.00996289	
18.340000	-0.00898463	
18.359999	-0.00683014	
18.379999	-0.00313200	
18.400000	0.00144123	
18.420000	0.00648834	
18.440001	0.01074284	
18.459999	0.01322976	
18.480000	0.01255588	
18.500000	0.00925855	
18.520000	0.00434573	
18.539999	-0.00075051	
18.559999	-0.00523634	
18.580000	-0.00822559	
18.600000	-0.00959791	
18.619999	-0.00971663	
18.639999	-0.00927919	
18.660000	-0.00797442	
18.680000	-0.00579926	
18.699999	-0.00255352	
18.719999	0.00110060	
18.740000	0.00462064	
18.760000	0.00659089	
18.779999	0.00632621	
18.799999	0.00381514	
18.820000	-0.00001359	
18.840000	-0.00405684	
18.859999	-0.00741600	
18.879999	-0.00930089	
18.900000	-0.00991069	
18.920000	-0.00977866	
18.939999	-0.00912853	
18.959999	-0.00771138	
18.980000	-0.00504147	
19.000000	-0.00151691	
19.020000	0.00273432	
19.039999	0.00668731	
19.059999	0.00934125	
19.080000	0.00917135	
19.100000	0.00645743	
19.119999	0.00205594	
19.139999	-0.00291093	
19.160000	-0.00755253	
19.180000	-0.01083368	
19.199999	-0.01241787	
19.219999	-0.01282892	
19.240000	-0.01262584	
19.260000	-0.01115139	
19.279999	-0.00836499	
19.299999	-0.00410925	
19.320000	0.00068957	
19.340000	0.00562307	
19.359999	0.00927821	
19.379999	0.01077990	
19.400000	0.00925815	
19.420000	0.00547732	
19.439999	0.00063962	
19.459999	-0.00424682	
19.480000	-0.00828044	
19.500000	-0.01093236	
19.520000	-0.01203406	
19.539999	-0.01213703	
19.559999	-0.01161605	
19.580000	-0.00995000	
19.600000	-0.00716852	
19.619999	-0.00316231	
19.639999	0.00119251	
19.660000	0.00528142	
19.680000	0.00776158	
19.699999	0.00777775	
19.719999	0.00534610	
19.740000	0.00127254	
19.760000	-0.00304194	
19.779999	-0.00708561	
19.799999	-0.00992297	
19.820000	-0.01163653	
19.840000	-0.01216957	
19.859999	-0.01197265	
19.879999	-0.01112477	
19.900000	-0.00916231	
19.920000	-0.00629300	
19.939999	-0.00213020	
19.959999	0.00249176	
19.980000	0.00740069	
20.000000	0.01142348	
20.020000	0.01376648	
20.039999	0.01317716	
20.059999	0.00975598	
20.080000	0.00455923	
20.100000	-0.00130361	
20.119999	-0.00664283	
20.139999	-0.01067626	
20.160000	-0.01271775	
20.180000	-0.01323770	
20.199999	-0.01280659	
20.219999	-0.01137738	
20.240000	-0.00878586	
20.260000	-0.00461200	
20.279999	0.00044617	
20.299999	0.00610022	
20.320000	0.01113199	
20.340000	0.01478611	
20.359999	0.01550665	
20.379999	0.01315565	
20.400000	0.00850853	
20.420000	0.00280638	
20.439999	-0.00280285	
20.459999	-0.00740576	
20.480000	-0.01012255	
20.500000	-0.01129775	
20.520000	-0.01150347	
20.539999	-0.01091392	
20.559999	-0.00941388	
20.580000	-0.00649300	
20.600000	-0.00239018	
20.619999	0.00301251	
20.639999	0.00854784	
20.660000	0.01335053	
20.680000	0.01600020	
20.699999	0.01551321	
20.719999	0.01213011	
20.740000	0.00664125	
20.760000	0.00086643	
20.779999	-0.00459194	
20.799999	-0.00838177	
20.820000	-0.01064414	
20.840000	-0.01132455	
20.859999	-0.01109694	
20.879999	-0.01000813	
20.900000	-0.00760227	
20.920000	-0.00415674	
20.939999	0.00050022	
20.959999	0.00523721	
20.980000	0.00966346	
21.000000	0.01252355	
21.020000	0.01292190	
21.039999	0.01067673	
21.059999	0.00639664	
21.080000	0.00160068	
21.100000	-0.00326261	
21.119999	-0.00689565	
21.139999	-0.00938277	
21.160000	-0.01044394	
21.180000	-0.01098005	
21.199999	-0.01093522	
21.219999	-0.01000874	
21.240000	-0.00835967	
21.260000	-0.00540747	
21.279999	-0.00185508	
21.299999	0.00257219	
21.320000	0.00656039	
21.340000	0.01006180	
21.359999	0.01199561	
21.379999	0.01174936	
21.400000	0.00924382	
21.420000	0.00503966	
21.439999	0.00046459	
21.459999	-0.00429471	
21.480000	-0.00777996	
21.500000	-0.01003289	
21.520000	-0.01074322	
21.539999	-0.01079172	
21.559999	-0.01016022	
21.580000	-0.00835004	
21.600000	-0.00531085	
21.619999	-0.00071980	
21.639999	0.00445688	
21.660000	0.00976355	
21.680000	0.01385759	
21.699999	0.01584728	
21.719999	0.01450199	
21.740000	0.01038483	
21.760000	0.00472546	
21.779999	-0.00123197	
21.799999	-0.00668725	
21.820000	-0.01100932	
21.840000	-0.01331773	
21.859999	-0.01404381	
21.879999	-0.01395395	
21.900000	-0.01274027	
21.920000	-0.01157533	
21.939999	-0.00885914	
21.959999	-0.00587562	
21.980000	0.00128156	
22.000000	0.00801848	
22.020000	0.01453535	
