Time	Step_Length_1 X
1.960000	0.06511241	
1.980000	0.09821779	
2.000000	0.13051939	
2.020000	0.16033095	
2.040000	0.18069145	
2.060000	0.18899581	
2.080000	0.18794730	
2.100000	0.18406235	
2.120000	0.17993569	
2.140000	0.17444259	
2.160000	0.16668309	
2.180000	0.15697822	
2.200000	0.14448453	
2.220000	0.12987791	
2.240000	0.11200494	
2.260000	0.09084210	
2.280000	0.06525353	
2.300000	0.03647718	
2.320000	0.00519538	
2.340000	-0.02760521	
2.360000	-0.06066915	
2.380000	-0.09429401	
2.400000	-0.12572715	
2.420000	-0.15248600	
2.440000	-0.16848052	
2.460000	-0.17345965	
2.480000	-0.17191809	
2.500000	-0.16862734	
2.520000	-0.16588180	
2.540000	-0.16093203	
2.560000	-0.15316710	
2.580000	-0.14164132	
2.600000	-0.12746789	
2.620000	-0.11091201	
2.640000	-0.09400833	
2.660000	-0.07543510	
2.680000	-0.05445167	
2.700000	-0.03003341	
2.720000	-0.00374192	
2.740000	0.02438390	
2.760000	0.05418375	
2.780000	0.08540359	
2.800000	0.11637762	
2.820000	0.14458695	
2.840000	0.17245327	
2.860000	0.19562268	
2.880000	0.21377479	
2.900000	0.22037560	
2.920000	0.22086751	
2.940000	0.21839103	
2.960000	0.21640968	
2.980000	0.21386947	
3.000000	0.20960513	
3.020000	0.20359775	
3.040000	0.19465774	
3.060000	0.18456566	
3.080000	0.17334194	
3.100000	0.16024414	
3.120000	0.14183208	
3.140000	0.11843570	
3.160000	0.09100328	
3.180000	0.05994663	
3.200000	0.02538276	
3.220000	-0.00982100	
3.240000	-0.04488519	
3.260000	-0.07743809	
3.280000	-0.11306114	
3.300000	-0.14691639	
3.320000	-0.17626460	
3.340000	-0.19389491	
3.360000	-0.19981693	
3.380000	-0.19956037	
3.400000	-0.19620979	
3.420000	-0.19238704	
3.440000	-0.18586615	
3.460000	-0.17666250	
3.480000	-0.16318111	
3.500000	-0.14720799	
3.520000	-0.12913287	
3.540000	-0.11122391	
3.560000	-0.09269962	
3.580000	-0.07167158	
3.600000	-0.04868878	
3.620000	-0.02342781	
3.640000	0.00293264	
3.660000	0.03180760	
3.680000	0.06228787	
3.700000	0.09277658	
3.720000	0.12319538	
3.740000	0.15209718	
3.760000	0.17848998	
3.780000	0.19536343	
3.800000	0.20219257	
3.820000	0.20104593	
3.840000	0.19908392	
3.860000	0.19657490	
3.880000	0.19410048	
3.900000	0.18873459	
3.920000	0.18187496	
3.940000	0.17223312	
3.960000	0.16227192	
3.980000	0.15013562	
4.000000	0.13531116	
4.020000	0.11568011	
4.040000	0.09205155	
4.060000	0.06459910	
4.080000	0.03322966	
4.100000	-0.00075665	
4.120000	-0.03636949	
4.140000	-0.07274556	
4.160000	-0.11016649	
4.180000	-0.14735594	
4.200000	-0.17975770	
4.220000	-0.20278123	
4.240000	-0.21304634	
4.260000	-0.21418816	
4.280000	-0.21000759	
4.300000	-0.20401546	
4.320000	-0.19565161	
4.340000	-0.18454494	
4.360000	-0.17137584	
4.380000	-0.15575533	
4.400000	-0.13765992	
4.420000	-0.11688820	
4.440000	-0.09431997	
4.460000	-0.06894833	
4.480000	-0.04221977	
4.500000	-0.01201585	
4.520000	0.01944959	
4.540000	0.05287391	
4.560000	0.08648241	
4.580000	0.12049399	
4.600000	0.15620878	
4.620000	0.19048558	
4.640000	0.22189872	
4.660000	0.24591598	
4.680000	0.26137397	
4.700000	0.26701903	
4.720000	0.26648512	
4.740000	0.26324505	
4.760000	0.25991336	
4.780000	0.25571114	
4.800000	0.24903680	
4.820000	0.23962647	
4.840000	0.22747493	
4.860000	0.21317451	
4.880000	0.19639325	
4.900000	0.17478926	
4.920000	0.14880623	
4.940000	0.11793305	
4.960000	0.08343841	
4.980000	0.04542062	
5.000000	0.00459602	
5.020000	-0.03699934	
5.040000	-0.07948887	
5.060000	-0.12211385	
5.080000	-0.16346633	
5.100000	-0.20049664	
5.120000	-0.22835144	
5.140000	-0.24361515	
5.160000	-0.24767496	
5.180000	-0.24480399	
5.200000	-0.23948134	
5.220000	-0.23089848	
5.240000	-0.21775375	
5.260000	-0.20142029	
5.280000	-0.18276185	
5.300000	-0.16362160	
5.320000	-0.14251319	
5.340000	-0.11870340	
5.360000	-0.09183869	
5.380000	-0.06187564	
5.400000	-0.03001636	
5.420000	0.00271663	
5.440000	0.03680632	
5.460000	0.07270893	
5.480000	0.11098361	
5.500000	0.14895454	
5.520000	0.18381047	
5.540000	0.21087071	
5.560000	0.22547275	
5.580000	0.22857657	
5.600000	0.22682697	
5.620000	0.22367176	
5.640000	0.21965739	
5.660000	0.21252447	
5.680000	0.20333666	
5.700000	0.19225422	
5.720000	0.17982075	
5.740000	0.16464859	
5.760000	0.14584032	
5.780000	0.12175602	
5.800000	0.09442854	
5.820000	0.06394076	
5.840000	0.03150350	
5.860000	-0.00310838	
5.880000	-0.03754205	
5.900000	-0.07194087	
5.920000	-0.10554707	
5.940000	-0.13786209	
5.960000	-0.16486710	
5.980000	-0.18327445	
6.000000	-0.19091356	
6.020000	-0.19155335	
6.040000	-0.18902531	
6.060000	-0.18617105	
6.080000	-0.18226093	
6.100000	-0.17501280	
6.120000	-0.16494623	
6.140000	-0.15172350	
6.160000	-0.13714591	
6.180000	-0.12149036	
6.200000	-0.10425997	
6.220000	-0.08476031	
6.240000	-0.06141829	
6.260000	-0.03471386	
6.280000	-0.00412297	
6.300000	0.02879801	
6.320000	0.06249344	
6.340000	0.09621286	
6.360000	0.12961191	
6.380000	0.16241476	
6.400000	0.18893707	
6.420000	0.20427623	
6.440000	0.20736051	
6.460000	0.20543799	
6.480000	0.20322365	
6.500000	0.20134425	
6.520000	0.19816506	
6.540000	0.19192359	
6.560000	0.18440935	
6.580000	0.17560402	
6.600000	0.16485903	
6.620000	0.15051442	
6.640000	0.13088295	
6.660000	0.10711116	
6.680000	0.08002451	
6.700000	0.04919210	
6.720000	0.01586658	
6.740000	-0.01837835	
6.760000	-0.05374578	
6.780000	-0.08866429	
6.800000	-0.12375456	
6.820000	-0.15603292	
6.840000	-0.18334356	
6.860000	-0.20270303	
6.880000	-0.21062541	
6.900000	-0.21060708	
6.920000	-0.20704070	
6.940000	-0.20346767	
6.960000	-0.19943142	
6.980000	-0.19223273	
7.000000	-0.18179667	
7.020000	-0.16731980	
7.040000	-0.15041357	
7.060000	-0.13266554	
7.080000	-0.11501223	
7.100000	-0.09612036	
7.120000	-0.07417193	
7.140000	-0.04915202	
7.160000	-0.02164128	
7.180000	0.00571486	
7.200000	0.03378284	
7.220000	0.06219342	
7.240000	0.09206066	
7.260000	0.12291968	
7.280000	0.15131423	
7.300000	0.17114285	
7.320000	0.17791784	
7.340000	0.17688650	
7.360000	0.17384490	
7.380000	0.17191559	
7.400000	0.16809285	
7.420000	0.16329378	
7.440000	0.15573278	
7.460000	0.14571172	
7.480000	0.13257998	
7.500000	0.11704367	
7.520000	0.09857246	
7.540000	0.07555097	
7.560000	0.04869902	
7.580000	0.01845232	
7.600000	-0.01229313	
7.620000	-0.04343423	
7.640000	-0.07381773	
7.660000	-0.10702738	
7.680000	-0.13965383	
7.700000	-0.17040917	
7.720000	-0.19251046	
7.740000	-0.20446575	
7.760000	-0.20730361	
7.780000	-0.20524493	
7.800000	-0.20255063	
7.820000	-0.19918637	
7.840000	-0.19470009	
7.860000	-0.18654653	
7.880000	-0.17568913	
7.900000	-0.16087559	
7.920000	-0.14472558	
7.940000	-0.12652047	
7.960000	-0.10811138	
7.980000	-0.08736059	
8.000000	-0.06469995	
8.020000	-0.03912550	
8.040000	-0.01170310	
8.059999	0.01832440	
8.080000	0.04972568	
8.099999	0.08240196	
8.120000	0.11455721	
8.139999	0.14473537	
8.160000	0.17268622	
8.179999	0.19625816	
8.200000	0.21159366	
8.220000	0.21569273	
8.240000	0.21387391	
8.260000	0.21047586	
8.280000	0.20828050	
8.300000	0.20380422	
8.320000	0.19829813	
8.340000	0.19016735	
8.360000	0.18020479	
8.380000	0.16975528	
8.400000	0.15677650	
8.420000	0.14057188	
8.440000	0.11763144	
8.460000	0.09040073	
8.480000	0.05955669	
8.500000	0.02597237	
8.520000	-0.00554070	
8.540000	-0.03840798	
8.559999	-0.06986231	
8.580000	-0.10467726	
8.599999	-0.13458043	
8.620000	-0.15863496	
8.639999	-0.17035604	
8.660000	-0.17314595	
8.679999	-0.17085911	
8.700000	-0.16797106	
8.720000	-0.16479915	
8.740000	-0.15910570	
8.760000	-0.15084997	
8.780000	-0.13938315	
8.800000	-0.12499212	
8.820000	-0.10821769	
8.840000	-0.09069049	
8.860000	-0.07220721	
8.880000	-0.05203187	
8.900000	-0.02922598	
8.920000	-0.00455210	
8.940000	0.02290106	
8.960000	0.05199456	
8.980000	0.08283970	
9.000000	0.11351825	
9.020000	0.14044257	
9.040000	0.16499698	
9.059999	0.18299334	
9.080000	0.19416375	
9.099999	0.19632974	
9.120000	0.19483599	
9.139999	0.19225070	
9.160000	0.18924771	
9.179999	0.18311538	
9.200000	0.17535132	
9.220000	0.16687520	
9.240000	0.15727390	
9.260000	0.14560086	
9.280000	0.12933134	
9.300000	0.10972147	
9.320000	0.08598022	
9.340000	0.05909663	
9.360000	0.02928175	
9.380000	-0.00190920	
9.400000	-0.03319782	
9.420000	-0.06555972	
9.440000	-0.09848572	
9.460000	-0.13212743	
9.480000	-0.16243219	
9.500000	-0.18648873	
9.520000	-0.20220415	
9.540000	-0.20822452	
9.559999	-0.20864995	
9.580000	-0.20612705	
9.599999	-0.20412955	
9.620000	-0.20065531	
9.639999	-0.19518517	
9.660000	-0.18668766	
9.679999	-0.17456777	
9.700000	-0.15914029	
9.719999	-0.14235428	
9.740000	-0.12567709	
9.760000	-0.10839252	
9.780000	-0.08860897	
9.800000	-0.06647664	
9.820000	-0.04145695	
9.840000	-0.01482013	
9.860000	0.01126374	
9.880000	0.03825638	
9.900000	0.06679307	
9.920000	0.09786929	
9.940000	0.12972699	
9.960000	0.15829077	
9.980000	0.17899260	
10.000000	0.18649510	
10.020000	0.18552968	
10.040000	0.18228471	
10.059999	0.17948794	
10.080000	0.17625958	
10.099999	0.17053427	
10.120000	0.16420318	
10.139999	0.15409176	
10.160000	0.14152592	
10.179999	0.12538478	
10.200000	0.10631375	
10.219999	0.08276550	
10.240000	0.05406013	
10.260000	0.02057824	
10.280000	-0.01226400	
10.300000	-0.04663937	
10.320000	-0.08102454	
10.340000	-0.11865512	
10.360000	-0.15386979	
10.380000	-0.18500294	
10.400000	-0.20783956	
10.420000	-0.22050671	
10.440000	-0.22355227	
10.460000	-0.22235924	
10.480000	-0.21933165	
10.500000	-0.21470878	
10.520000	-0.20664561	
10.540000	-0.19476178	
10.559999	-0.17861837	
10.580000	-0.15935953	
10.599999	-0.13872549	
10.620000	-0.11668107	
10.639999	-0.09264521	
10.660000	-0.06557384	
10.679999	-0.03595360	
10.700000	-0.00376330	
10.719999	0.02990137	
10.740000	0.06488182	
10.760000	0.10058138	
10.780000	0.13679241	
10.800000	0.17223176	
10.820000	0.20539063	
10.840000	0.23268214	
10.860000	0.24925442	
10.880000	0.25393829	
10.900000	0.25267628	
10.920000	0.25009418	
10.940000	0.24756739	
10.960000	0.24179381	
10.980000	0.23188269	
11.000000	0.21900545	
11.020000	0.20411426	
11.040000	0.18780242	
11.059999	0.16766855	
11.080000	0.14244761	
11.099999	0.11182348	
11.120000	0.07759699	
11.139999	0.04045126	
11.160000	0.00149193	
11.179999	-0.03932399	
11.200000	-0.08018160	
11.219999	-0.12086368	
11.240000	-0.15768434	
11.259999	-0.18952292	
11.280000	-0.21136068	
11.300000	-0.22084385	
11.320000	-0.22117072	
11.340000	-0.21729337	
11.360000	-0.21307524	
11.380000	-0.20562990	
11.400000	-0.19467413	
11.420000	-0.17863454	
11.440000	-0.16006042	
11.460000	-0.13887870	
11.480000	-0.11687157	
11.500000	-0.09276268	
11.520000	-0.06566831	
11.540000	-0.03599367	
11.559999	-0.00385210	
11.580000	0.03126425	
11.599999	0.06858686	
11.620000	0.10746196	
11.639999	0.14173672	
11.660000	0.17231804	
11.679999	0.19575974	
11.700000	0.20999631	
11.719999	0.21283260	
11.740000	0.20985554	
11.759999	0.20659463	
11.780000	0.20276690	
11.800000	0.19591704	
11.820000	0.18599932	
11.840000	0.17465883	
11.860000	0.16151457	
11.880000	0.14604589	
11.900000	0.12651525	
11.920000	0.10276008	
11.940000	0.07484144	
11.960000	0.04370284	
11.980000	0.00942123	
12.000000	-0.02497372	
12.020000	-0.06161544	
12.040000	-0.09833640	
12.059999	-0.13736263	
12.080000	-0.17233351	
12.099999	-0.20177951	
12.120000	-0.21850827	
12.139999	-0.22363298	
12.160000	-0.22088788	
12.179999	-0.21540490	
12.200000	-0.20795657	
12.219999	-0.19688563	
12.240000	-0.18225147	
12.259999	-0.16521026	
12.280000	-0.14780712	
12.300000	-0.12918678	
12.320000	-0.10954961	
12.340000	-0.08581743	
12.360000	-0.06014830	
12.380000	-0.03090799	
12.400000	-0.00128046	
12.420000	0.03038988	
12.440000	0.06208369	
12.460000	0.09586814	
12.480000	0.12963456	
12.500000	0.15726683	
12.520000	0.17253327	
12.540000	0.17479643	
12.559999	0.17205033	
12.580000	0.16807872	
12.599999	0.16405636	
12.620000	0.15523702	
12.639999	0.14465706	
12.660000	0.13070810	
12.679999	0.11630884	
12.700000	0.09794942	
12.719999	0.07590654	
12.740000	0.04913110	
12.759999	0.01824403	
12.780000	-0.01350963	
12.799999	-0.04604295	
12.820000	-0.07678023	
12.840000	-0.11020613	
12.860000	-0.14078858	
12.880000	-0.16653910	
12.900000	-0.17938858	
12.920000	-0.18233502	
12.940000	-0.17957854	
12.960000	-0.17547719	
12.980000	-0.16989689	
13.000000	-0.16035247	
13.020000	-0.14661133	
13.040000	-0.13015196	
13.059999	-0.11212307	
13.080000	-0.09338459	
13.099999	-0.07191560	
13.120000	-0.04779097	
13.139999	-0.02065107	
13.160000	0.00665477	
13.179999	0.03617442	
13.200000	0.06687158	
13.219999	0.09905186	
13.240000	0.13129428	
13.259999	0.16367438	
13.280000	0.19362220	
13.299999	0.21779177	
13.320000	0.23208632	
13.340000	0.23623298	
13.360000	0.23459943	
13.380000	0.23082268	
13.400000	0.22797801	
13.420000	0.22305809	
13.440000	0.21514356	
13.460000	0.20399430	
13.480000	0.19014892	
13.500000	0.17519949	
13.520000	0.15758032	
13.540000	0.13686457	
13.559999	0.11104929	
13.580000	0.08108327	
13.599999	0.04795831	
13.620000	0.01260453	
13.639999	-0.02307430	
13.660000	-0.06021798	
13.679999	-0.09704205	
13.700000	-0.13260958	
13.719999	-0.16222730	
13.740000	-0.18449414	
13.759999	-0.19474116	
13.780000	-0.19700012	
13.799999	-0.19427487	
13.820000	-0.19086665	
13.840000	-0.18623424	
13.860000	-0.17788263	
13.880000	-0.16709124	
13.900000	-0.15179214	
13.920000	-0.13429567	
13.940000	-0.11516955	
13.960000	-0.09537071	
13.980000	-0.07367206	
14.000000	-0.04996994	
14.020000	-0.02359989	
14.040000	0.00369844	
14.059999	0.03270179	
14.080000	0.06200719	
14.099999	0.09276861	
14.120000	0.12383163	
14.139999	0.15218005	
14.160000	0.17438364	
14.179999	0.18566820	
14.200000	0.18788393	
14.219999	0.18565899	
14.240000	0.18325262	
14.259999	0.18100333	
14.280000	0.17665637	
14.299999	0.16960549	
14.320000	0.16201606	
14.340000	0.15163304	
14.360000	0.13892083	
14.380000	0.12161148	
14.400000	0.10146049	
14.420000	0.07798512	
14.440000	0.05081105	
14.460000	0.02061215	
14.480000	-0.00992411	
14.500000	-0.04169917	
14.520000	-0.07383049	
14.540000	-0.10917288	
14.559999	-0.14361313	
14.580000	-0.17652228	
14.599999	-0.20379570	
14.620000	-0.22316258	
14.639999	-0.23155251	
14.660000	-0.23226249	
14.679999	-0.22966072	
14.700000	-0.22647081	
14.719999	-0.22216983	
14.740000	-0.21404475	
14.759999	-0.20199633	
14.780000	-0.18539858	
14.799999	-0.16672589	
14.820000	-0.14590658	
14.839999	-0.12414964	
14.860000	-0.09932661	
14.880000	-0.07318240	
14.900000	-0.04366824	
14.920000	-0.01188907	
14.940000	0.02335769	
14.960000	0.06022891	
14.980000	0.09842131	
15.000000	0.13624540	
15.020000	0.17330858	
15.040000	0.20573643	
15.059999	0.22847323	
15.080000	0.23845607	
15.099999	0.23994415	
15.120000	0.23876931	
15.139999	0.23767300	
15.160000	0.23565249	
15.179999	0.23050548	
15.200000	0.22347692	
15.219999	0.21319135	
15.240000	0.20145386	
15.259999	0.18666743	
15.280000	0.17103553	
15.299999	0.15105097	
15.320000	0.12776588	
15.339999	0.09885770	
15.360000	0.06732234	
15.380000	0.03285909	
15.400000	-0.00436997	
15.420000	-0.04305500	
15.440000	-0.08365694	
15.460000	-0.12363881	
15.480000	-0.16177645	
15.500000	-0.19567928	
15.520000	-0.22216937	
15.540000	-0.23791853	
15.559999	-0.24237940	
15.580000	-0.24101472	
15.599999	-0.23636977	
15.620000	-0.22954461	
15.639999	-0.21826538	
15.660000	-0.20352003	
15.679999	-0.18636286	
15.700000	-0.16577208	
15.719999	-0.14279705	
15.740000	-0.11559817	
15.759999	-0.08541363	
15.780000	-0.05163282	
15.799999	-0.01431590	
15.820000	0.02641645	
15.839999	0.06925863	
15.860000	0.11297578	
15.880000	0.15757769	
15.900000	0.19990423	
15.920000	0.23507041	
15.940000	0.25552529	
15.960000	0.26111102	
15.980000	0.25873294	
16.000000	0.25249392	
16.020000	0.24539337	
16.039999	0.23441723	
16.059999	0.22074798	
16.080000	0.20444310	
16.100000	0.18514830	
16.119999	0.16028738	
16.139999	0.12955138	
16.160000	0.09273696	
16.180000	0.05277103	
16.199999	0.01051265	
16.219999	-0.03170097	
16.240000	-0.07212114	
16.260000	-0.11066926	
16.279999	-0.14419928	
16.299999	-0.16710731	
16.320000	-0.17540947	
16.340000	-0.17529091	
16.359999	-0.17238051	
16.379999	-0.16945603	
16.400000	-0.16331169	
16.420000	-0.15318999	
16.440001	-0.14121005	
16.459999	-0.12681377	
16.480000	-0.11270612	
16.500000	-0.09613422	
16.520000	-0.07886913	
16.539999	-0.05775961	
16.559999	-0.03540510	
16.580000	-0.01028013	
16.600000	0.01263505	
16.619999	0.03747344	
16.639999	0.06228560	
16.660000	0.09044203	
16.680000	0.11854368	
16.699999	0.13805750	
16.719999	0.14882821	
16.740000	0.14948606	
16.760000	0.15058488	
16.779999	0.15003446	
16.799999	0.15127623	
16.820000	0.14928940	
16.840000	0.14523935	
16.859999	0.13637379	
16.879999	0.12581694	
16.900000	0.11322448	
16.920000	0.09864166	
16.940001	0.08070993	
16.959999	0.05977952	
16.980000	0.03508127	
17.000000	0.00819063	
17.020000	-0.02010089	
17.039999	-0.04931140	
17.059999	-0.07953259	
17.080000	-0.11160961	
17.100000	-0.14311856	
17.119999	-0.17191157	
17.139999	-0.19467086	
17.160000	-0.20847842	
17.180000	-0.21314570	
17.199999	-0.21245793	
17.219999	-0.21039426	
17.240000	-0.20798242	
17.260000	-0.20286044	
17.279999	-0.19460151	
17.299999	-0.18264645	
17.320000	-0.16738799	
17.340000	-0.14890501	
17.359999	-0.12931859	
17.379999	-0.10883531	
17.400000	-0.08690149	
17.420000	-0.06200311	
17.440001	-0.03487870	
17.459999	-0.00606543	
17.480000	0.02435997	
17.500000	0.05664155	
17.520000	0.08951554	
17.539999	0.12294975	
17.559999	0.15497747	
17.580000	0.18409467	
17.600000	0.20637599	
17.619999	0.21941254	
17.639999	0.22316870	
17.660000	0.22188586	
17.680000	0.21976632	
17.699999	0.21749949	
17.719999	0.21391034	
17.740000	0.20791912	
17.760000	0.19972917	
17.779999	0.18838155	
17.799999	0.17675653	
17.820000	0.16313559	
17.840000	0.14707595	
17.859999	0.12475446	
17.879999	0.09861001	
17.900000	0.06866038	
17.920000	0.03637585	
17.940001	0.00171140	
17.959999	-0.03350466	
17.980000	-0.06865922	
18.000000	-0.10153005	
18.020000	-0.13000858	
18.039999	-0.15030897	
18.059999	-0.15942508	
18.080000	-0.16093636	
18.100000	-0.15919790	
18.119999	-0.15748617	
18.139999	-0.15454498	
18.160000	-0.15032572	
18.180000	-0.14354482	
18.199999	-0.13403025	
18.219999	-0.11999068	
18.240000	-0.10437495	
18.260000	-0.08690625	
18.279999	-0.06881151	
18.299999	-0.04811469	
18.320000	-0.02478772	
18.340000	0.00071090	
18.359999	0.02830610	
18.379999	0.05706111	
18.400000	0.08770138	
18.420000	0.11837173	
18.440001	0.14773154	
18.459999	0.17486793	
18.480000	0.19514409	
18.500000	0.20515060	
18.520000	0.20492080	
18.539999	0.20136940	
18.559999	0.19745882	
18.580000	0.19283162	
18.600000	0.18485245	
18.619999	0.17500006	
18.639999	0.16402723	
18.660000	0.14963119	
18.680000	0.13137144	
18.699999	0.10752547	
18.719999	0.07978001	
18.740000	0.04847571	
18.760000	0.01404640	
18.779999	-0.02125162	
18.799999	-0.05834040	
18.820000	-0.09510851	
18.840000	-0.13174409	
18.859999	-0.16408563	
18.879999	-0.18784714	
18.900000	-0.19877616	
18.920000	-0.20071736	
18.939999	-0.19787860	
18.959999	-0.19498259	
18.980000	-0.18885639	
19.000000	-0.17955282	
19.020000	-0.16535687	
19.039999	-0.14873384	
19.059999	-0.12989223	
19.080000	-0.11029059	
19.100000	-0.08834878	
19.119999	-0.06329677	
19.139999	-0.03611314	
19.160000	-0.00720543	
19.180000	0.02265295	
19.199999	0.05367565	
19.219999	0.08558095	
19.240000	0.11783448	
19.260000	0.14929336	
19.279999	0.17855531	
19.299999	0.20504850	
19.320000	0.22787499	
19.340000	0.24562621	
19.359999	0.25565034	
19.379999	0.25901681	
19.400000	0.25790864	
19.420000	0.25608593	
19.439999	0.25360367	
19.459999	0.24968408	
19.480000	0.24355549	
19.500000	0.23469719	
19.520000	0.22339931	
19.539999	0.20887852	
19.559999	0.19250453	
19.580000	0.17286891	
19.600000	0.14975913	
19.619999	0.12243462	
19.639999	0.09144944	
19.660000	0.05752593	
19.680000	0.02106881	
19.699999	-0.01814115	
19.719999	-0.05699828	
19.740000	-0.09418792	
19.760000	-0.12802905	
19.779999	-0.15818763	
19.799999	-0.18019283	
19.820000	-0.19015381	
19.840000	-0.19095349	
19.859999	-0.18846041	
19.879999	-0.18579304	
19.900000	-0.18152007	
19.920000	-0.17420082	
19.939999	-0.16310099	
19.959999	-0.14875227	
19.980000	-0.13156563	
20.000000	-0.11356196	
20.020000	-0.09432179	
20.039999	-0.07368433	
20.059999	-0.05001318	
20.080000	-0.02332970	
20.100000	0.00372690	
20.119999	0.03301662	
20.139999	0.06228447	
20.160000	0.09397167	
20.180000	0.12530375	
20.199999	0.15302730	
20.219999	0.17113262	
20.240000	0.17662701	
20.260000	0.17531079	
20.279999	0.17291307	
20.299999	0.17051174	
20.320000	0.16692802	
20.340000	0.16223300	
20.359999	0.15643826	
20.379999	0.14799720	
20.400000	0.13663691	
20.420000	0.12239179	
20.439999	0.10540730	
20.459999	0.08401433	
20.480000	0.05991703	
20.500000	0.03279534	
20.520000	0.00414211	
20.539999	-0.02652371	
20.559999	-0.05868232	
20.580000	-0.09188560	
20.600000	-0.12492335	
20.619999	-0.15605786	
20.639999	-0.18342654	
20.660000	-0.20504577	
20.680000	-0.21794362	
20.699999	-0.22270931	
20.719999	-0.22187936	
20.740000	-0.21993306	
20.760000	-0.21703863	
20.779999	-0.21285465	
20.799999	-0.20575625	
20.820000	-0.19555986	
20.840000	-0.18170241	
20.859999	-0.16469991	
20.879999	-0.14647293	
20.900000	-0.12735157	
20.920000	-0.10830899	
20.939999	-0.08606945	
20.959999	-0.06280348	
20.980000	-0.03549513	
21.000000	-0.00726599	
21.020000	0.02483052	
21.039999	0.05731219	
21.059999	0.09076446	
21.080000	0.12372053	
21.100000	0.15551244	
21.119999	0.18032473	
21.139999	0.19275285	
21.160000	0.19404493	
21.180000	0.19122700	
21.199999	0.18834169	
21.219999	0.18502660	
21.240000	0.17943923	
21.260000	0.17180631	
21.279999	0.16339760	
21.299999	0.15219167	
21.320000	0.13882294	
21.340000	0.12048942	
21.359999	0.09881923	
21.379999	0.07259715	
21.400000	0.04344811	
21.420000	0.01186064	
21.439999	-0.02073303	
21.459999	-0.05494407	
21.480000	-0.08784136	
21.500000	-0.12064627	
21.520000	-0.14934869	
21.539999	-0.17471915	
21.559999	-0.19165452	
21.580000	-0.19916680	
21.600000	-0.19967124	
21.619999	-0.19665164	
21.639999	-0.19385988	
21.660000	-0.18951404	
21.680000	-0.18338852	
21.699999	-0.17391445	
21.719999	-0.16138688	
21.740000	-0.14508504	
21.760000	-0.12809049	
21.779999	-0.10999191	
21.799999	-0.09075150	
21.820000	-0.06860210	
21.840000	-0.04371285	
21.859999	-0.01733281	
21.879999	0.00860199	
21.900000	0.03772484	
21.920000	0.07027160	
21.939999	0.10800417	
21.959999	0.14073464	
21.980000	0.16535141	
22.000000	0.17596844	
22.020000	0.17791040	
