Time	Left_Hand_y_baseline X
13.520000	-0.02261084	
13.540000	-0.00781399	
13.559999	0.01195586	
13.580000	0.02924842	
13.599999	0.03553200	
13.620000	0.02411586	
13.639999	0.00118953	
13.660000	-0.01919615	
13.679999	-0.02835912	
13.700000	-0.02693731	
13.719999	-0.02231145	
13.740000	-0.00905001	
13.759999	0.01058733	
13.780000	0.03097337	
13.799999	0.04238456	
13.820000	0.03721344	
13.840000	0.01553738	
13.860000	-0.01348555	
13.880000	-0.03302741	
13.900000	-0.03931993	
13.920000	-0.03448182	
13.940000	-0.02105939	
13.960000	-0.00195807	
13.980000	0.01872492	
14.000000	0.03040868	
14.020000	0.03310919	
14.040000	0.01982361	
14.059999	-0.00506914	
14.080000	-0.02696049	
14.099999	-0.03785419	
14.120000	-0.03456837	
14.139999	-0.02426732	
14.160000	-0.00774318	
14.179999	0.01108205	
14.200000	0.02234805	
14.219999	0.02077883	
14.240000	0.00383127	
14.259999	-0.01534289	
14.280000	-0.02818060	
14.299999	-0.02976173	
14.320000	-0.02434111	
14.340000	-0.01074147	
14.360000	0.00573254	
14.380000	0.01786464	
14.400000	0.01677245	
14.420000	-0.00046986	
14.440000	-0.01823032	
14.460000	-0.03011078	
14.480000	-0.02944547	
14.500000	-0.02271563	
14.520000	-0.01001668	
14.540000	0.00876933	
14.559999	0.02499104	
14.580000	0.03304023	
14.599999	0.02782309	
14.620000	0.00638247	
14.639999	-0.01541924	
14.660000	-0.02927321	
14.679999	-0.02907181	
14.700000	-0.01894581	
14.719999	-0.00248641	
14.740000	0.01775479	
14.759999	0.02995908	
14.780000	0.03087384	
14.799999	0.01657432	
14.820000	-0.00499845	
14.839999	-0.02226835	
14.860000	-0.02890503	
14.880000	-0.02569824	
14.900000	-0.01461595	
14.920000	0.00474310	
14.940000	0.02780497	
14.960000	0.04363894	
14.980000	0.04806757	
15.000000	0.03615093	
15.020000	0.00899148	
15.040000	-0.01528263	
15.059999	-0.02916497	
15.080000	-0.02662045	
15.099999	-0.01585329	
15.120000	0.00309968	
15.139999	0.02667499	
15.160000	0.04435736	
15.179999	0.05063468	
15.200000	0.04191476	
15.219999	0.01669425	
15.240000	-0.01015782	
15.259999	-0.02750498	
15.280000	-0.03007454	
15.299999	-0.01948118	
15.320000	-0.00210840	
15.339999	0.02146137	
15.360000	0.03970861	
15.380000	0.04803920	
15.400000	0.04267257	
15.420000	0.02043486	
15.440000	-0.00590163	
15.460000	-0.02454692	
15.480000	-0.02938968	
15.500000	-0.02289677	
15.520000	-0.00932288	
15.540000	0.01241034	
15.559999	0.03406471	
15.580000	0.05020666	
15.599999	0.05484360	
15.620000	0.04348344	
15.639999	0.01557726	
15.660000	-0.01113421	
15.679999	-0.02675056	
15.700000	-0.02801985	
15.719999	-0.02499652	
15.740000	-0.01508617	
15.759999	0.00137258	
15.780000	0.02169168	
15.799999	0.03768843	
15.820000	0.04361999	
15.839999	0.03273600	
15.860000	0.00608927	
15.880000	-0.01724821	
15.900000	-0.02936524	
15.920000	-0.02791893	
15.940000	-0.02022952	
15.960000	-0.00630707	
15.980000	0.01446682	
16.000000	0.03290778	
16.020000	0.04461122	
16.039999	0.04364705	
16.059999	0.02669662	
16.080000	-0.00057167	
16.100000	-0.02267855	
16.119999	-0.03291410	
16.139999	-0.02834040	
16.160000	-0.01504683	
16.180000	0.00836039	
16.199999	0.03283381	
16.219999	0.05068451	
16.240000	0.05555826	
16.260000	0.04374391	
16.279999	0.01473475	
16.299999	-0.01373285	
16.320000	-0.03120083	
16.340000	-0.03218567	
16.359999	-0.02799433	
16.379999	-0.01655793	
16.400000	-0.00050128	
16.420000	0.01841110	
16.440001	0.03209502	
16.459999	0.03733933	
16.480000	0.02750492	
16.500000	0.00303560	
16.520000	-0.01929474	
16.539999	-0.03131181	
16.559999	-0.03065759	
16.580000	-0.02863318	
16.600000	-0.02296287	
16.619999	-0.00919265	
16.639999	0.01013237	
16.660000	0.02693105	
16.680000	0.03215611	
16.699999	0.01834345	
16.719999	-0.00470412	
16.740000	-0.02403611	
16.760000	-0.03120875	
16.779999	-0.02957553	
16.799999	-0.02570939	
16.820000	-0.01421678	
16.840000	0.00323904	
16.859999	0.02421349	
16.879999	0.03762847	
16.900000	0.03878605	
16.920000	0.02224165	
16.940001	-0.00214130	
16.959999	-0.02160156	
16.980000	-0.02868479	
17.000000	-0.02790380	
17.020000	-0.02429366	
17.039999	-0.01499903	
17.059999	0.00167459	
17.080000	0.01838571	
17.100000	0.02689463	
17.119999	0.02010274	
17.139999	-0.00061172	
17.160000	-0.01986408	
17.180000	-0.03059012	
17.199999	-0.03031993	
17.219999	-0.02893418	
17.240000	-0.02460998	
17.260000	-0.01322508	
17.279999	0.00444490	
17.299999	0.02343303	
17.320000	0.03536028	
17.340000	0.03218651	
17.359999	0.00974876	
17.379999	-0.01516050	
17.400000	-0.03203535	
17.420000	-0.03304106	
17.440001	-0.03042531	
17.459999	-0.02156299	
17.480000	-0.00671464	
17.500000	0.01368499	
17.520000	0.03023475	
17.539999	0.03721249	
17.559999	0.02792412	
17.580000	0.00245571	
17.600000	-0.02081555	
17.619999	-0.03385478	
17.639999	-0.03311050	
17.660000	-0.03045285	
17.680000	-0.02366167	
17.699999	-0.00979680	
17.719999	0.00744945	
17.740000	0.02285963	
17.760000	0.03107458	
17.779999	0.02529293	
17.799999	0.00300944	
17.820000	-0.01905155	
17.840000	-0.03246957	
17.859999	-0.03079265	
17.879999	-0.02896672	
17.900000	-0.02257937	
17.920000	-0.01175219	
17.940001	0.00566947	
17.959999	0.02096498	
17.980000	0.02797276	
18.000000	0.01884955	
18.020000	-0.00266916	
18.039999	-0.02180183	
18.059999	-0.03112602	
18.080000	-0.03045619	
18.100000	-0.02815920	
18.119999	-0.02104241	
18.139999	-0.00762564	
18.160000	0.00668108	
18.180000	0.01350731	
18.199999	0.00697589	
18.219999	-0.00884789	
18.240000	-0.02253318	
18.260000	-0.02883929	
18.279999	-0.02837658	
18.299999	-0.02566177	
18.320000	-0.01816809	
18.340000	-0.00313938	
18.359999	0.01478827	
18.379999	0.02693373	
18.400000	0.02576900	
18.420000	0.00740695	
18.440001	-0.01304299	
18.459999	-0.02747422	
18.480000	-0.02979958	
18.500000	-0.02708244	
18.520000	-0.01911175	
18.539999	-0.00294763	
18.559999	0.01572257	
18.580000	0.02984226	
18.600000	0.03233856	
18.619999	0.01799357	
18.639999	-0.00524145	
18.660000	-0.02539194	
18.680000	-0.03350002	
18.699999	-0.03234786	
18.719999	-0.02896154	
18.740000	-0.01864344	
18.760000	-0.00490010	
18.779999	0.00986046	
18.799999	0.01607865	
18.820000	0.00867695	
18.840000	-0.00918359	
18.859999	-0.02548981	
18.879999	-0.03298348	
18.900000	-0.03147775	
18.920000	-0.02548283	
18.939999	-0.01146764	
18.959999	0.00592053	
18.980000	0.02170640	
19.000000	0.02708453	
19.020000	0.01760477	
19.039999	-0.00329447	
19.059999	-0.02187687	
19.080000	-0.03048033	
19.100000	-0.02958071	
19.119999	-0.02714825	
19.139999	-0.01751703	
19.160000	-0.00240403	
19.180000	0.01429832	
19.199999	0.02362710	
19.219999	0.01952732	
19.240000	0.00003797	
19.260000	-0.01973295	
19.279999	-0.03247827	
19.299999	-0.03155124	
19.320000	-0.02678186	
19.340000	-0.01474291	
19.359999	0.00274748	
19.379999	0.02201569	
19.400000	0.03397459	
19.420000	0.03188950	
19.439999	0.01278234	
19.459999	-0.01262081	
19.480000	-0.03078955	
19.500000	-0.03594112	
19.520000	-0.03346366	
19.539999	-0.02426016	
19.559999	-0.00837243	
19.580000	0.01237291	
19.600000	0.02927905	
19.619999	0.03604436	
19.639999	0.02767026	
19.660000	0.00232112	
19.680000	-0.02074629	
19.699999	-0.03464365	
19.719999	-0.03444135	
19.740000	-0.03063226	
19.760000	-0.02118587	
19.779999	-0.00472438	
19.799999	0.01171434	
19.820000	0.02296710	
19.840000	0.02343780	
19.859999	0.01047385	
19.879999	-0.00986964	
19.900000	-0.02621228	
19.920000	-0.03265798	
19.939999	-0.02956635	
19.959999	-0.02120113	
19.980000	-0.00623721	
20.000000	0.01087159	
20.020000	0.02371609	
20.039999	0.02711457	
20.059999	0.01458371	
20.080000	-0.00636888	
20.100000	-0.02417374	
20.119999	-0.03095877	
20.139999	-0.02844602	
20.160000	-0.02107495	
20.180000	-0.00629002	
20.199999	0.01210332	
20.219999	0.02717006	
20.240000	0.03216821	
20.260000	0.02152067	
20.279999	-0.00174284	
20.299999	-0.02211183	
20.320000	-0.03257430	
20.340000	-0.03110027	
20.359999	-0.02815187	
20.379999	-0.01778907	
20.400000	-0.00283843	
20.420000	0.01583171	
20.439999	0.02976465	
20.459999	0.03496325	
20.480000	0.02551317	
20.500000	0.00057441	
20.520000	-0.02120823	
20.539999	-0.03333157	
20.559999	-0.03260988	
20.580000	-0.03100151	
20.600000	-0.02650237	
20.619999	-0.01582789	
20.639999	-0.00200868	
20.660000	0.01085091	
20.680000	0.01632655	
20.699999	0.00846767	
20.719999	-0.00978655	
20.740000	-0.02647948	
20.760000	-0.03406143	
20.779999	-0.03332007	
20.799999	-0.03293848	
20.820000	-0.02975804	
20.840000	-0.02185595	
20.859999	-0.00872231	
20.879999	0.00437945	
20.900000	0.01260209	
20.920000	0.00884151	
20.939999	-0.00720233	
20.959999	-0.02358824	
20.980000	-0.03246427	
21.000000	-0.03219420	
21.020000	-0.03058046	
21.039999	-0.02831107	
21.059999	-0.01903623	
21.080000	-0.00680852	
21.100000	0.00659674	
21.119999	0.01268822	
21.139999	0.00589412	
21.160000	-0.01023346	
21.180000	-0.02513850	
21.199999	-0.03147268	
21.219999	-0.03119022	
21.240000	-0.03141797	
21.260000	-0.02751678	
21.279999	-0.01697123	
21.299999	-0.00022233	
21.320000	0.01554006	
21.340000	0.02142382	
21.359999	0.01222712	
21.379999	-0.00885761	
21.400000	-0.02661330	
21.420000	-0.03502423	
21.439999	-0.03452551	
21.459999	-0.03137916	
21.480000	-0.02325034	
21.500000	-0.00853986	
21.520000	0.00672221	
21.539999	0.01651520	
21.559999	0.01718301	
21.580000	0.00516826	
21.600000	-0.01244664	
21.619999	-0.02740061	
21.639999	-0.03286767	
21.660000	-0.03141171	
21.680000	-0.02637541	
21.699999	-0.01332021	
21.719999	0.00458747	
21.740000	0.02253127	
21.760000	0.03224391	
21.779999	0.02723449	
21.799999	0.00450021	
21.820000	-0.01885295	
21.840000	-0.03367549	
21.859999	-0.03348404	
21.879999	-0.03246140	
21.900000	-0.02619070	
21.920000	-0.01443732	
21.939999	0.00303888	
21.959999	0.01865095	
21.980000	0.02706599	
22.000000	0.02464634	
22.020000	0.01373088	
