Time	Left_paced_y_baseline X
22.059999	0.01957723	
22.080000	0.02253672	
22.100000	0.02542165	
22.119999	0.02575990	
22.139999	0.02457137	
22.160000	0.02218766	
22.180000	0.01710996	
22.199999	0.01315852	
22.219999	0.00639990	
22.240000	-0.00197488	
22.260000	-0.01347362	
22.279999	-0.02157307	
22.299999	-0.02492958	
22.320000	-0.02337717	
22.340000	-0.01999153	
22.359999	-0.01663487	
22.379999	-0.01451366	
22.400000	-0.01394786	
22.420000	-0.01133128	
22.439999	-0.00583176	
22.459999	0.00347802	
22.480000	0.01209934	
22.500000	0.01953994	
22.519999	0.02325300	
22.539999	0.02575240	
22.559999	0.02630522	
22.580000	0.02425426	
22.600000	0.01590411	
22.619999	0.00123946	
22.639999	-0.01399681	
22.660000	-0.02342445	
22.680000	-0.02618070	
22.699999	-0.02416569	
22.719999	-0.02203517	
22.740000	-0.01773183	
22.760000	-0.01450351	
22.779999	-0.00748438	
22.799999	0.00016963	
22.820000	0.01009965	
22.840000	0.01622473	
22.859999	0.02105040	
22.879999	0.02303661	
22.900000	0.02519942	
22.920000	0.02553967	
22.939999	0.02523255	
22.959999	0.02458502	
22.980000	0.02092972	
23.000000	0.01311824	
23.019999	-0.00084361	
23.039999	-0.01426680	
23.059999	-0.02243733	
23.080000	-0.02320871	
23.100000	-0.01975833	
23.119999	-0.01619475	
23.139999	-0.02182843	
23.160000	-0.02921493	
23.180000	-0.03451370	
23.199999	-0.02259114	
23.219999	-0.00669453	
23.240000	0.00785877	
23.260000	0.01491734	
23.279999	0.01814666	
23.299999	0.02114762	
23.320000	0.02241039	
23.340000	0.02399208	
23.359999	0.02449663	
23.379999	0.02340648	
23.400000	0.01873660	
23.420000	-0.00102106	
23.439999	-0.01627432	
23.459999	-0.02839695	
23.480000	-0.02539366	
23.500000	-0.02410060	
23.519999	-0.02237441	
23.539999	-0.01951928	
23.559999	-0.01790312	
23.580000	-0.01520947	
23.600000	-0.01368302	
23.619999	-0.00848830	
23.639999	-0.00178228	
23.660000	0.00814940	
23.680000	0.01426782	
23.699999	0.01923431	
23.719999	0.02097449	
23.740000	0.02189819	
23.760000	0.02093621	
23.779999	0.01798403	
23.799999	0.01257125	
23.820000	-0.00613022	
23.840000	-0.01872760	
23.859999	-0.02814876	
23.879999	-0.02354629	
23.900000	-0.02061810	
23.920000	-0.01721264	
23.939999	-0.02230000	
23.959999	-0.02703696	
23.980000	-0.03332950	
24.000000	-0.03053962	
24.019999	-0.02259114	
24.039999	-0.00934391	
24.059999	0.00532091	
24.080000	0.01271507	
24.100000	0.01825853	
24.119999	0.02117807	
24.139999	0.02488698	
24.160000	0.02647234	
24.180000	0.02619269	
24.199999	0.02204550	
24.219999	0.01038596	
24.240000	-0.00450274	
24.260000	-0.01810254	
24.279999	-0.02419016	
24.299999	-0.02345641	
24.320000	-0.01946984	
24.340000	-0.02342378	
24.359999	-0.02922276	
24.379999	-0.03716324	
24.400000	-0.02656539	
24.420000	-0.01596752	
24.439999	-0.00088739	
24.459999	0.00739300	
24.480000	0.01688723	
24.500000	0.02386208	
24.519999	0.02703881	
24.539999	0.02848385	
24.559999	0.02796616	
24.580000	0.02494557	
24.600000	0.02096218	
24.619999	0.00987060	
24.639999	-0.00403848	
24.660000	-0.01785369	
24.680000	-0.02443719	
24.699999	-0.02443203	
24.719999	-0.02231616	
24.740000	-0.01856114	
24.760000	-0.01553589	
24.779999	-0.01344183	
24.799999	-0.01311056	
24.820000	-0.01066859	
24.840000	-0.00536966	
24.859999	0.00390333	
24.879999	0.01207952	
24.900000	0.02036925	
24.920000	0.02486983	
24.939999	0.02874819	
24.959999	0.02987895	
24.980000	0.02654859	
25.000000	0.00686699	
25.019999	-0.01057272	
25.039999	-0.02508472	
25.059999	-0.02361055	
25.080000	-0.02262211	
25.100000	-0.02454139	
25.119999	-0.02702548	
25.139999	-0.03111973	
25.160000	-0.03095810	
25.180000	-0.02099180	
25.199999	-0.00923420	
25.219999	0.00601006	
25.240000	0.01367173	
25.260000	0.02169394	
25.279999	0.02622965	
25.299999	0.02789858	
25.320000	0.02294338	
25.340000	0.00251722	
25.359999	-0.01477467	
25.379999	-0.02770147	
25.400000	-0.02414605	
25.420000	-0.02695957	
25.439999	-0.02821067	
25.459999	-0.02924207	
25.480000	-0.01712060	
25.500000	-0.00304438	
25.519999	0.01335528	
25.539999	0.02411294	
25.559999	0.03255513	
25.580000	0.03840921	
25.599998	0.03982496	
25.619999	0.03430396	
25.639999	0.01889974	
25.660000	-0.00210688	
25.680000	-0.01794274	
25.699999	-0.02352582	
25.719999	-0.02034926	
25.740000	-0.02204965	
25.760000	-0.02512467	
25.779999	-0.01987219	
25.799999	-0.00661463	
25.820000	0.01127119	
25.840000	0.02144558	
25.859999	0.03270894	
25.879999	0.04036112	
25.900000	0.04513620	
25.920000	0.04556400	
25.939999	0.03989304	
25.959999	0.02733095	
25.980000	0.00538383	
26.000000	-0.01265463	
26.019999	-0.02367847	
26.039999	-0.02290875	
26.059999	-0.02545293	
26.080000	-0.02571228	
26.099998	-0.01581654	
26.119999	-0.00007090	
26.139999	0.01716705	
26.160000	0.02424095	
26.180000	0.03373700	
26.199999	0.03967098	
26.219999	0.04380918	
26.240000	0.04263863	
26.260000	0.03479586	
26.279999	0.00883920	
26.299999	-0.01294810	
26.320000	-0.02849217	
26.340000	-0.02433631	
26.359999	-0.02694309	
26.379999	-0.02720642	
26.400000	-0.02750838	
26.420000	-0.01288585	
26.439999	0.00346455	
26.459999	0.02274197	
26.480000	0.03319801	
26.500000	0.04218753	
26.519999	0.04674654	
26.539999	0.04851734	
26.559999	0.04545680	
26.580000	0.03665538	
26.599998	0.01984939	
26.619999	-0.00202581	
26.639999	-0.01818761	
26.660000	-0.02463928	
26.680000	-0.02706359	
26.699999	-0.02686635	
26.719999	-0.02593267	
26.740000	-0.01009431	
26.760000	0.00702164	
26.779999	0.02643606	
26.799999	0.03691806	
26.820000	0.04693830	
26.840000	0.05311064	
26.859999	0.05625059	
26.879999	0.05594630	
26.900000	0.05243215	
26.920000	0.04401775	
26.939999	0.02484719	
26.959999	0.00105104	
26.980000	-0.01801649	
27.000000	-0.02594365	
27.019999	-0.02295369	
27.039999	-0.02353831	
27.059999	-0.02204116	
27.080000	-0.01328719	
27.099998	0.00325830	
27.119999	0.02077824	
27.139999	0.03077817	
27.160000	0.03915928	
27.180000	0.04623184	
27.199999	0.05043446	
27.219999	0.04969704	
27.240000	0.04148989	
27.260000	0.02310419	
27.279999	0.00011736	
27.299999	-0.01802380	
27.320000	-0.02531560	
27.340000	-0.02055833	
27.359999	-0.02037223	
27.379999	-0.01744004	
27.400000	-0.00830869	
27.420000	0.01075368	
27.439999	0.02960896	
27.459999	0.04135306	
27.480000	0.05003629	
27.500000	0.05603568	
27.519999	0.05834083	
27.539999	0.05639091	
27.559999	0.05008373	
27.580000	0.03619596	
27.599998	0.01291816	
27.619999	-0.00931162	
27.639999	-0.02396078	
27.660000	-0.02529345	
27.680000	-0.02779369	
27.699999	-0.02674715	
27.719999	-0.01620357	
27.740000	0.00260694	
27.760000	0.02252924	
27.779999	0.03516423	
27.799999	0.04657042	
27.820000	0.05413871	
27.840000	0.05804653	
27.859999	0.05668704	
27.879999	0.05092052	
27.900000	0.03854121	
27.920000	0.01935850	
27.939999	-0.00320452	
27.959999	-0.01943572	
27.980000	-0.02593616	
28.000000	-0.02173005	
28.019999	-0.02055450	
28.039999	-0.00792633	
28.059999	0.00547971	
28.080000	0.02590555	
28.099998	0.03655484	
28.119999	0.04558481	
28.139999	0.05248109	
28.160000	0.05695471	
28.180000	0.05755247	
28.199999	0.05311064	
28.219999	0.04030453	
28.240000	0.00981866	
28.260000	-0.01430260	
28.279999	-0.03006022	
28.299999	-0.02386490	
28.320000	-0.02333406	
28.340000	-0.01993744	
28.359999	-0.00879109	
28.379999	0.00813875	
28.400000	0.02437878	
28.420000	0.03269663	
28.439999	0.04020565	
28.459999	0.04736011	
28.480000	0.05139145	
28.500000	0.05159353	
28.519999	0.04572763	
28.539999	0.03098941	
28.559999	0.00733973	
28.580000	-0.01348794	
28.599998	-0.02544361	
28.619999	-0.02422179	
28.639999	-0.02518776	
28.660000	-0.02299164	
28.680000	-0.01133627	
28.699999	0.00865844	
28.719999	0.02857573	
28.740000	0.04082904	
28.760000	0.05037870	
28.779999	0.05857237	
28.799999	0.06236966	
28.820000	0.06308644	
28.840000	0.06185363	
28.859999	0.05816305	
28.879999	0.05269616	
28.900000	0.04073649	
28.920000	0.02200988	
28.939999	-0.00143072	
28.959999	-0.01667830	
28.980000	-0.02274612	
29.000000	-0.01861708	
29.019999	-0.01861708	
29.039999	-0.01729222	
29.059999	-0.00669453	
29.080000	0.00920226	
29.099998	0.02774843	
29.119999	0.03702160	
29.139999	0.04764076	
29.160000	0.05442052	
29.179998	0.05885402	
29.199999	0.05916830	
29.219999	0.05569461	
29.240000	0.04641262	
29.260000	0.02800611	
29.279999	0.00405565	
29.299999	-0.01526490	
29.320000	-0.02465841	
29.340000	-0.02722323	
29.359999	-0.02442354	
29.379999	-0.00941814	
29.400000	0.01144232	
29.420000	0.03052998	
29.439999	0.03871716	
29.459999	0.04598199	
29.480000	0.05184805	
29.500000	0.05664210	
29.519999	0.05889647	
29.539999	0.05690827	
29.559999	0.04898959	
29.580000	0.03331719	
29.599998	0.01024880	
29.619999	-0.01031619	
29.639999	-0.02315179	
29.660000	-0.02370909	
29.679998	-0.02609463	
29.699999	-0.02539484	
29.719999	-0.01528820	
29.740000	0.00313646	
29.760000	0.02244966	
29.779999	0.03304753	
29.799999	0.04195548	
29.820000	0.04909629	
29.840000	0.05356375	
29.859999	0.05479755	
29.879999	0.05322084	
29.900000	0.04759815	
29.920000	0.03739130	
29.939999	0.01640716	
29.959999	-0.00535552	
29.980000	-0.02151099	
30.000000	-0.02462779	
30.019999	-0.02624395	
30.039999	-0.02470119	
30.059999	-0.01244690	
30.080000	0.00694722	
30.099998	0.02679028	
30.119999	0.03677724	
30.139999	0.04566621	
30.160000	0.05111146	
30.179998	0.05344590	
30.199999	0.05279953	
30.219999	0.04849704	
30.240000	0.03978084	
30.260000	0.02288014	
30.279999	0.00130671	
30.299999	-0.01611318	
30.320000	-0.02503112	
30.340000	-0.02333222	
30.359999	-0.02619718	
30.379999	-0.02605285	
30.400000	-0.02554782	
30.420000	-0.00743593	
30.439999	0.01200280	
30.459999	0.03220490	
30.480000	0.04246285	
30.500000	0.05030546	
30.519999	0.05449875	
30.539999	0.05513014	
30.559999	0.05353262	
30.580000	0.04962797	
30.599998	0.04365171	
30.619999	0.03119749	
30.639999	0.01111072	
30.660000	-0.00911702	
30.679998	-0.02258915	
30.699999	-0.02315494	
30.719999	-0.02391984	
30.740000	-0.02135967	
30.760000	-0.01877372	
30.779999	-0.00087342	
30.799999	0.01618959	
30.820000	0.03302472	
30.840000	0.03974422	
30.859999	0.04587595	
30.879999	0.04913391	
30.900000	0.05079385	
30.920000	0.04903836	
30.939999	0.04218753	
30.959999	0.02736807	
30.980000	0.00494820	
31.000000	-0.01412065	
31.019999	-0.02451542	
31.039999	-0.02183525	
31.059999	-0.02149184	
31.080000	-0.02053070	
31.099998	-0.01977646	
31.119999	-0.00388484	
31.139999	0.01423885	
31.160000	0.03162496	
31.179998	0.04017402	
31.199999	0.04529867	
31.219999	0.04637616	
31.240000	0.03957010	
31.260000	0.01414813	
31.279999	-0.00960459	
31.299999	-0.02760892	
31.320000	-0.02576987	
31.340000	-0.02769931	
31.359999	-0.02674866	
31.379999	-0.02354912	
31.400000	-0.00728913	
31.420000	0.00998712	
31.439999	0.02609714	
31.459999	0.03461208	
31.480000	0.03918491	
31.500000	0.03743026	
31.519999	0.02572327	
31.539999	0.00530176	
31.559999	-0.01363641	
31.580000	-0.02453773	
31.599998	-0.02348737	
31.619999	-0.02286580	
31.639999	-0.02025171	
31.660000	-0.00910021	
31.679998	0.00760025	
31.699999	0.02488531	
31.719999	0.03290737	
31.740000	0.03849460	
31.760000	0.03954047	
31.779999	0.03248806	
31.799999	0.00787973	
31.820000	-0.01295909	
31.840000	-0.02814142	
31.859999	-0.02905314	
31.879999	-0.02853611	
31.900000	-0.02305090	
31.920000	-0.00304122	
31.939999	0.01591527	
31.959999	0.02992207	
31.980000	0.03502807	
32.000000	0.03754795	
32.020000	0.03928363	
32.040001	0.03764416	
32.059998	0.03046573	
32.079998	0.01455297	
32.099998	-0.00618449	
32.119999	-0.02077340	
32.139999	-0.02586259	
32.160000	-0.01994176	
32.180000	-0.01861708	
32.200001	-0.00272028	
32.219997	0.01185180	
32.239998	0.03304753	
32.259998	0.04276481	
32.279999	0.04853465	
32.299999	0.04980042	
32.320000	0.04348291	
32.340000	0.02905814	
32.360001	0.00467254	
32.380001	-0.01570535	
32.399998	-0.02800244	
32.419998	-0.02651195	
32.439999	-0.02204283	
32.459999	-0.01300886	
32.480000	-0.00040849	
32.500000	0.01652785	
32.520000	0.03288556	
32.540001	0.04537807	
32.559998	0.05021490	
32.579998	0.04499637	
32.599998	0.02849150	
32.619999	0.00212471	
32.639999	-0.01696695	
32.660000	-0.02644619	
32.680000	-0.02391601	
32.700001	-0.01963797	
32.719997	-0.01017687	
32.739998	0.00460181	
32.759998	0.02201404	
32.779999	0.03891425	
32.799999	0.04986567	
32.820000	0.05516926	
32.840000	0.05580147	
32.860001	0.05353495	
32.880001	0.04781505	
32.899998	0.03549632	
32.919998	0.01412067	
32.939999	-0.00821197	
32.959999	-0.02394579	
32.980000	-0.02500781	
33.000000	-0.01788199	
33.020000	-0.00560987	
33.040001	0.00988825	
33.059998	0.02658870	
33.079998	0.03977318	
33.099998	0.04640812	
33.119999	0.04553670	
33.139999	0.03469914	
33.160000	0.01268378	
33.180000	-0.01037063	
33.200001	-0.02508904	
33.219997	-0.02559708	
33.239998	-0.01885678	
33.259998	-0.00759108	
33.279999	0.00621380	
33.299999	0.02308055	
33.320000	0.03947322	
33.340000	0.05401868	
33.360001	0.06204074	
33.380001	0.06474855	
33.399998	0.06135442	
33.419998	0.05114958	
33.439999	0.03147897	
33.459999	0.00371656	
33.480000	-0.01780409	
33.500000	-0.02755632	
33.520000	-0.02468304	
33.540001	-0.02372241	
33.559998	-0.01158479	
33.579998	0.00625925	
33.599998	0.03039797	
33.619999	0.04761945	
33.639999	0.05689245	
33.660000	0.06122675	
33.680000	0.05814357	
33.700001	0.04954506	
33.719997	0.03341274	
33.739998	0.00756046	
33.759998	-0.01441595	
33.779999	-0.02609263	
33.799999	-0.02208111	
33.820000	-0.00995481	
33.840000	0.00693108	
33.860001	0.02609415	
33.880001	0.04244387	
33.899998	0.05301576	
33.919998	0.05584392	
33.939999	0.05027732	
33.959999	0.03650057	
33.980000	0.01336993	
34.000000	-0.00931427	
34.020000	-0.02372608	
34.040001	-0.02655789	
34.059998	-0.01904272	
34.079998	-0.00675611	
34.099998	0.01290050	
34.119999	0.03316338	
34.139999	0.05397157	
34.160000	0.06978730	
34.180000	0.07868394	
34.200001	0.07894461	
34.219997	0.06802332	
34.239998	0.04566970	
34.259998	0.01227762	
34.279999	-0.01398498	
34.299999	-0.02758779	
34.320000	-0.02522121	
34.340000	-0.02496420	
34.360001	-0.02050273	
34.380001	-0.00392579	
34.399998	0.01980013	
34.419998	0.04232053	
34.439999	0.05159369	
34.459999	0.05424307	
34.480000	0.05026884	
34.500000	0.03437222	
34.520000	0.00920244	
34.540001	-0.01331815	
34.559998	-0.02524069	
34.579998	-0.02259114	
34.599998	-0.01331797	
34.619999	0.00125395	
34.639999	0.02112481	
34.660000	0.03569691	
34.680000	0.04894315	
34.700001	0.05285363	
34.719997	0.05096797	
34.739998	0.03636574	
34.759998	0.01126887	
34.779999	-0.01168767	
34.799999	-0.02589339	
34.820000	-0.02358457	
34.840000	-0.01463933	
34.860001	0.00092269	
34.880001	0.01847543	
34.899998	0.03702160	
34.919998	0.05159353	
34.939999	0.05954184	
34.959999	0.05689245	
34.980000	0.04364538	
35.000000	0.02112497	
35.020000	-0.00272012	
35.040001	-0.01861708	
35.059998	-0.02431051	
35.079998	-0.01972470	
35.099998	-0.00929363	
35.119999	0.00598925	
35.139999	0.02450512	
35.160000	0.04179817	
35.180000	0.05521587	
35.200001	0.06174511	
35.219997	0.05793982	
35.239998	0.04297122	
35.259998	0.01499425	
35.279999	-0.01012993	
35.299999	-0.02487548	
35.320000	-0.02198839	
35.340000	-0.01035199	
35.360001	0.00645050	
35.380001	0.02379833	
35.399998	0.03855935	
35.419998	0.04741055	
35.439999	0.04912675	
35.459999	0.04134523	
35.480000	0.02515781	
35.500000	0.00087376	
35.520000	-0.01792194	
35.540001	-0.02816190	
35.559998	-0.02689230	
35.579998	-0.01888357	
35.599998	-0.01670212	
35.619999	0.00125395	
35.639999	0.01582588	
35.660000	0.04364505	
35.680000	0.05677643	
35.700001	0.06856997	
35.719997	0.07241520	
35.739998	0.07044148	
35.759998	0.06145896	
35.779999	0.04319528	
35.799999	0.01617678	
35.820000	-0.00943945	
35.840000	-0.02578585	
35.860001	-0.02709089	
35.880001	-0.02018246	
35.899998	-0.01061299	
35.919998	0.00522803	
35.939999	0.02244966	
35.959999	0.04099566	
35.980000	0.05291822	
36.000000	0.06086669	
36.020000	0.06484076	
36.040001	0.06338840	
36.059998	0.05453654	
36.079998	0.03674228	
36.099998	0.00899968	
36.119999	-0.01382269	
36.139999	-0.02599426	
36.160000	-0.02172288	
36.180000	-0.00982198	
36.200001	0.00702313	
36.219997	0.02508956	
36.239998	0.03968230	
36.259998	0.04794239	
36.279999	0.04939558	
36.299999	0.04221499	
36.320000	0.02559543	
36.340000	0.00181209	
36.360001	-0.01640648	
36.380001	-0.02347971	
36.399998	-0.01893102	
36.419998	-0.00689778	
36.439999	0.00575903	
36.459999	0.02112497	
36.480000	0.03437222	
36.500000	0.04894415	
36.520000	0.06086669	
36.540001	0.06616562	
36.559998	0.06749048	
36.579998	0.05556793	
36.599998	0.03702176	
36.619999	0.00787774	
36.639999	-0.01331797	
36.660000	-0.02391601	
36.680000	-0.02391601	
36.700001	-0.01729222	
36.719997	-0.00934391	
36.739998	0.00787757	
36.759998	0.02509905	
36.779999	0.04496991	
36.799999	0.05689245	
36.820000	0.06749015	
36.840000	0.07278924	
36.860001	0.07278924	
36.880001	0.06484076	
36.899998	0.04629476	
36.919998	0.02112481	
36.939999	-0.00404498	
36.959999	-0.01994176	
36.980000	-0.02391601	
37.000000	-0.01729222	
37.020000	-0.00536966	
37.040001	0.00920244	
37.059998	0.02509905	
37.079998	0.04099600	
37.099998	0.05424307	
37.119999	0.06219138	
37.139999	0.06484076	
37.160000	0.06086669	
37.180000	0.04496991	
37.200001	0.01450118	
37.219997	-0.01199329	
37.239998	-0.02789007	
37.259998	-0.02391584	
37.279999	-0.01464283	
37.299999	0.00125395	
37.320000	0.01847543	
37.340000	0.03834629	
37.360001	0.05159369	
37.380001	0.05821731	
37.399998	0.05291838	
37.419998	0.04099600	
37.439999	0.01715074	
37.459999	-0.00669453	
37.480000	-0.02391584	
37.500000	-0.02259114	
37.520000	-0.01199345	
37.540001	0.00522803	
37.559998	0.02112481	
37.579998	0.03437222	
37.599998	0.04099566	
37.619999	0.03834629	
37.639999	0.02377436	
37.660000	-0.00007074	
37.680000	-0.01861708	
37.700001	-0.02656539	
37.719997	-0.01861708	
37.739998	-0.00669453	
37.759998	0.01317666	
37.779999	0.02907328	
37.799999	0.03967115	
37.820000	0.04099566	
37.840000	0.03304736	
37.860001	0.01450118	
37.879997	-0.00669453	
37.899998	-0.02126646	
37.919998	-0.02391601	
37.939999	-0.01729222	
37.959999	-0.00404514	
37.980000	0.01450118	
38.000000	0.03304736	
38.020000	0.04894415	
38.040001	0.06086669	
38.059998	0.06749048	
38.079998	0.06219138	
38.099998	0.04497007	
38.119999	0.01317650	
38.139999	-0.01066859	
38.160000	-0.02391601	
38.180000	-0.01994176	
38.200001	-0.01596752	
38.219997	-0.00404514	
38.239998	0.01450118	
38.259998	0.03834629	
38.279999	0.05556793	
38.299999	0.06351624	
38.320000	0.05821731	
38.340000	0.04099566	
38.360001	0.00920226	
38.379997	-0.01331815	
38.399998	-0.02656539	
38.419998	-0.02259114	
38.439999	-0.01729222	
38.459999	-0.00536966	
38.480000	0.00920226	
38.500000	0.02509905	
38.520000	0.03437222	
38.540001	0.03796542	
38.559998	0.03237236	
38.579998	0.01746452	
38.599998	-0.00317922	
38.619999	-0.01920702	
38.639999	-0.02508405	
38.660000	-0.01999603	
38.680000	-0.00897303	
38.700001	0.00518841	
38.719997	0.01980029	
38.739998	0.02907345	
38.759998	0.03437222	
38.779999	0.02774860	
38.799999	0.01185180	
38.820000	-0.00801921	
38.840000	-0.02126646	
38.860001	-0.02524069	
38.879997	-0.02126646	
38.899998	-0.01199345	
38.919998	0.00125395	
38.939999	0.01582588	
38.959999	0.02642374	
38.980000	0.03172284	
39.000000	0.02642374	
39.020000	0.00787741	
39.040001	-0.01199329	
39.059998	-0.02391601	
39.079998	-0.02391601	
39.099998	-0.01729222	
39.119999	-0.00801921	
39.139999	0.00655288	
39.160000	0.01847543	
39.180000	0.02509905	
39.200001	0.02244966	
39.219997	0.01156467	
39.239998	-0.00589252	
39.259998	-0.02003099	
39.279999	-0.02707942	
39.299999	-0.02341129	
39.320000	-0.01411366	
39.340000	0.00148682	
39.360001	0.01674475	
39.379997	0.02866263	
39.399998	0.03357820	
39.419998	0.02930567	
39.439999	0.01545285	
39.459999	-0.00516425	
39.480000	-0.02023441	
39.500000	-0.02696505	
39.520000	-0.02257700	
39.540001	-0.01135507	
39.559998	0.00435777	
39.579998	0.02045214	
39.599998	0.02961712	
39.619999	0.03139457	
39.639999	0.02308921	
39.660000	0.00489677	
39.680000	-0.01323375	
39.700001	-0.02541065	
39.719997	-0.02712984	
39.739998	-0.02170540	
39.759998	-0.01247868	
39.779999	0.00305855	
39.799999	0.01767325	
39.820000	0.02987146	
39.840000	0.03492902	
39.860001	0.03155404	
39.879997	0.01869199	
39.899998	-0.00255083	
39.919998	-0.01912877	
39.939999	-0.02727701	
39.959999	-0.02496354	
39.980000	-0.01662821	
40.000000	-0.00227500	
40.020000	0.01658028	
40.040001	0.03218776	
40.059998	0.04141615	
40.079998	0.04055405	
40.099998	0.02820120	
40.119999	0.00454155	
40.139999	-0.01632492	
40.160000	-0.02848651	
40.180000	-0.02676897	
40.200001	-0.01927809	
40.219997	-0.00521153	
40.239998	0.01195818	
40.259998	0.02727335	
40.279999	0.03601252	
40.299999	0.03498146	
40.320000	0.02366832	
40.340000	0.00210257	
40.360001	-0.01648338	
40.379997	-0.02701150	
40.399998	-0.02675898	
40.419998	-0.02071963	
40.439999	-0.01028657	
40.459999	0.00496602	
40.480000	0.01811855	
40.500000	0.02535623	
40.520000	0.02429371	
40.540001	0.01310909	
40.559998	-0.00460395	
40.579998	-0.01967043	
40.599998	-0.02724105	
40.619999	-0.02509405	
40.639999	-0.01729605	
40.660000	-0.00279953	
40.680000	0.01476553	
40.700001	0.02853163	
40.719997	0.03544255	
40.739998	0.03114972	
40.759998	0.01632476	
40.779999	-0.00499547	
40.799999	-0.02065988	
40.820000	-0.02671985	
40.840000	-0.02262627	
40.860001	-0.01342651	
40.879997	0.00097263	
40.899998	0.01634175	
40.919998	0.02775292	
40.939999	0.03215297	
40.959999	0.02727135	
40.980000	0.01247405	
41.000000	-0.00731708	
41.020000	-0.02215269	
41.040001	-0.02815758	
41.059998	-0.02435696	
41.079998	-0.01517801	
41.099998	0.00008240	
41.119999	0.01577461	
41.139999	0.02708375	
41.160000	0.03019323	
41.180000	0.02290710	
41.200001	0.00427970	
41.219997	-0.01444092	
41.239998	-0.02681640	
41.259998	-0.02597529	
41.279999	-0.01927559	
41.299999	-0.00638224	
41.320000	0.00923206	
41.340000	0.02556863	
41.360001	0.03571139	
41.379997	0.03798873	
41.399998	0.02975377	
41.419998	0.01090398	
41.439999	-0.00885119	
41.459999	-0.02223626	
41.480000	-0.02443819	
41.500000	-0.01761249	
41.520000	-0.00443833	
41.540001	0.01448554	
41.559998	0.02952423	
41.579998	0.03899049	
41.599998	0.03792531	
41.619999	0.02564421	
41.639999	0.00257997	
41.660000	-0.01643777	
41.680000	-0.02578285	
41.700001	-0.02268969	
41.719997	-0.02032262	
41.739998	-0.01286121	
41.759998	-0.00496018	
41.779999	0.00738885	
41.799999	0.01429345	
41.820000	0.01490836	
41.840000	0.00564584	
41.860001	-0.01214476	
41.879997	-0.02386706	
41.899998	-0.02758679	
41.919998	-0.02032928	
41.939999	-0.01995791	
41.959999	-0.01464283	
41.980000	0.00125395	
42.000000	0.02377436	
42.020000	0.03967115	
42.040001	0.04093990	
42.059998	0.03223486	
42.079998	0.01182650	
42.099998	-0.01024179	
42.119999	-0.02498583	
42.139999	-0.02585094	
42.160000	-0.02047144	
42.180000	-0.01751611	
42.200001	-0.00424723	
42.219997	0.01266862	
42.239998	0.03339010	
42.259998	0.04264662	
42.279999	0.04139683	
42.299999	0.03043211	
42.320000	0.00657402	
42.340000	-0.01527855	
42.360001	-0.02810614	
42.379997	-0.02455604	
42.399998	-0.01513772	
42.419998	0.00097381	
42.439999	0.01731503	
42.459999	0.03325227	
42.480000	0.04161490	
42.500000	0.04073649	
42.520000	0.02652478	
42.540001	0.00251339	
42.559998	-0.01847225	
42.579998	-0.02732328	
42.599998	-0.02301429	
42.619999	-0.01025943	
42.639999	0.00443818	
42.660000	0.02209178	
42.680000	0.03443347	
42.700001	0.04307043	
42.719997	0.04194832	
42.739998	0.02985482	
42.759998	0.00589752	
42.779999	-0.01743987	
42.799999	-0.02951889	
42.820000	-0.02598427	
42.840000	-0.01509494	
42.860001	0.00131954	
42.879997	0.01807143	
42.899998	0.03466885	
42.919998	0.04341700	
42.939999	0.04180267	
42.959999	0.02651163	
42.980000	0.00193977	
43.000000	-0.01847541	
43.020000	-0.02639575	
43.040001	-0.02140029	
43.059998	-0.00880457	
43.079998	0.00761373	
43.099998	0.02563572	
43.119999	0.03755310	
43.139999	0.04085618	
43.160000	0.03213865	
43.180000	0.01073536	
43.200001	-0.01271057	
43.219997	-0.02769947	
43.239998	-0.02839395	
43.259998	-0.02152047	
43.279999	-0.01188076	
43.299999	0.00315143	
43.320000	0.01796390	
43.340000	0.03040797	
43.360001	0.03497680	
43.379997	0.02769882	
43.399998	0.00699849	
43.419998	-0.01594704	
43.439999	-0.02952455	
43.459999	-0.02755266	
43.480000	-0.02001867	
43.500000	-0.00693174	
43.520000	0.01047385	
43.540001	0.03100306	
43.559998	0.04509792	
43.579998	0.04824817	
43.599998	0.03637706	
43.619999	0.01045488	
43.639999	-0.01354769	
43.660000	-0.02832787	
43.680000	-0.02596429	
43.700001	-0.01718235	
43.719997	-0.00335017	
43.739998	0.01374662	
43.759998	0.02817956	
43.779999	0.03694602	
43.799999	0.03577914	
43.820000	0.02185773	
43.840000	-0.00062172	
43.860001	-0.02004664	
43.879997	-0.02958430	
43.899998	-0.02586725	
43.919998	-0.01889206	
43.939999	-0.00583859	
43.959999	0.00850762	
43.980000	0.02504179	
44.000000	0.03570274	
44.020000	0.03675493	
44.040001	0.02241971	
44.059998	-0.00152643	
44.079998	-0.02127977	
44.099998	-0.02893610	
44.119999	-0.02391118	
44.139999	-0.01238164	
44.160000	0.00332604	
44.180000	0.02174570	
44.200001	0.03431479	
44.219997	0.03968729	
44.239998	0.03074671	
44.259998	0.00788656	
44.279999	-0.01486240	
44.299999	-0.02835765	
44.320000	-0.02539283	
44.340000	-0.01449785	
44.360001	0.00250740	
44.379997	0.02135602	
44.399998	0.03620328	
44.419998	0.04242573	
44.439999	0.03585038	
44.459999	0.01406206	
44.480000	-0.00993384	
44.500000	-0.02565402	
44.520000	-0.02726468	
44.539997	-0.01823056	
