Time	Left_paced_y_baseline X
13.620000	0.01151955	
13.639999	-0.00636260	
13.660000	-0.02062075	
13.679999	-0.02720326	
13.700000	-0.02613442	
13.719999	-0.02175619	
13.740000	-0.02467823	
13.759999	-0.02945331	
13.780000	-0.03505602	
13.799999	-0.02327213	
13.820000	-0.00645849	
13.840000	0.01340123	
13.860000	0.02641891	
13.880000	0.03633345	
13.900000	0.04375258	
13.920000	0.04796070	
13.940000	0.04992260	
13.960000	0.05006026	
13.980000	0.04872042	
14.000000	0.04724925	
14.020000	0.04371113	
14.040000	0.04032383	
14.059999	0.03277902	
14.080000	0.02071398	
14.099999	0.00039935	
14.120000	-0.01708980	
14.139999	-0.02760127	
14.160000	-0.02857389	
14.179999	-0.02702281	
14.200000	-0.02556396	
14.219999	-0.02312165	
14.240000	-0.02169992	
14.259999	-0.01934300	
14.280000	-0.01789580	
14.299999	-0.01549511	
14.320000	-0.01048516	
14.340000	-0.00086142	
14.360000	0.01033486	
14.380000	0.01965746	
14.400000	0.02527050	
14.420000	0.03011433	
14.440000	0.03298210	
14.460000	0.03582142	
14.480000	0.03676309	
14.500000	0.03785457	
14.520000	0.03799739	
14.540000	0.03589449	
14.559999	0.03337162	
14.580000	0.02758097	
14.599999	0.01829349	
14.620000	0.00186320	
14.639999	-0.01485357	
14.660000	-0.02519076	
14.679999	-0.02795216	
14.700000	-0.02609913	
14.719999	-0.02481556	
14.740000	-0.02332540	
14.759999	-0.02279988	
14.780000	-0.02149251	
14.799999	-0.02055833	
14.820000	-0.01860642	
14.839999	-0.02327530	
14.860000	-0.02643672	
14.880000	-0.02143875	
14.900000	-0.00801921	
14.920000	0.00467022	
14.940000	0.01053944	
14.960000	0.01450269	
14.980000	0.01971039	
15.000000	0.02261912	
15.020000	0.02620517	
15.040000	0.02777989	
15.059999	0.02847653	
15.080000	0.02768800	
15.099999	0.02387540	
15.120000	0.01713060	
15.139999	0.00341511	
15.160000	-0.01101683	
15.179999	-0.02275661	
15.200000	-0.02633850	
15.219999	-0.02473149	
15.240000	-0.02201019	
15.259999	-0.02092005	
15.280000	-0.02113745	
15.299999	-0.02099046	
15.320000	-0.02034593	
15.339999	-0.01839934	
15.360000	-0.01685660	
15.380000	-0.02097698	
15.400000	-0.01734066	
15.420000	-0.00969698	
15.440000	0.00733773	
15.460000	0.01740193	
15.480000	0.02344859	
15.500000	0.02648599	
15.520000	0.02729416	
15.540000	0.02671455	
15.559999	0.02463246	
15.580000	0.01947053	
15.599999	0.00962773	
15.620000	-0.00653905	
15.639999	-0.02033044	
15.660000	-0.02836366	
15.679999	-0.02782133	
15.700000	-0.02512766	
15.719999	-0.02222326	
15.740000	-0.02064157	
15.759999	-0.02050690	
15.780000	-0.02005795	
15.799999	-0.01974368	
15.820000	-0.01826218	
15.839999	-0.02285948	
15.860000	-0.01610285	
15.880000	-0.00728130	
15.900000	0.01114303	
15.920000	0.01882949	
15.940000	0.02419417	
15.960000	0.02575657	
15.980000	0.02819587	
16.000000	0.02974795	
16.020000	0.03255663	
16.039999	0.03387250	
16.059999	0.03329922	
16.080000	0.02615041	
16.100000	0.00265488	
16.119999	-0.01647373	
16.139999	-0.03092282	
16.160000	-0.02767467	
16.180000	-0.02361321	
16.199999	-0.01896930	
16.219999	-0.01645742	
16.240000	-0.01730953	
16.260000	-0.01725176	
16.279999	-0.02362587	
16.299999	-0.02906695	
16.320000	-0.03538278	
16.340000	-0.03423038	
16.359999	-0.02173421	
16.379999	-0.00570375	
16.400000	0.01102351	
16.420000	0.01826786	
16.440001	0.02196360	
16.459999	0.02508140	
16.480000	0.02562007	
16.500000	0.02727502	
16.520000	0.02855543	
16.539999	0.02863866	
16.559999	0.02749041	
16.580000	0.02410129	
16.600000	0.01973337	
16.619999	0.01167487	
16.639999	-0.00731859	
16.660000	-0.01975733	
16.680000	-0.02854842	
16.699999	-0.02211973	
16.719999	-0.02021110	
16.740000	-0.01811770	
16.760000	-0.01811770	
16.779999	-0.01784237	
16.799999	-0.01759385	
16.820000	-0.01653166	
16.840000	-0.02315611	
16.859999	-0.02818555	
16.879999	-0.03397869	
16.900000	-0.02252106	
16.920000	-0.01021899	
16.940001	0.00589520	
16.959999	0.01232156	
16.980000	0.01862991	
17.000000	0.02116609	
17.020000	0.02383062	
17.039999	0.02417353	
17.059999	0.02418252	
17.080000	0.02393016	
17.100000	0.02156360	
17.119999	0.01477119	
17.139999	0.00074741	
17.160000	-0.01407138	
17.180000	-0.02395479	
17.199999	-0.02493124	
17.219999	-0.02229135	
17.240000	-0.01889740	
17.260000	-0.01798835	
17.279999	-0.01778626	
17.299999	-0.01810971	
17.320000	-0.01636437	
17.340000	-0.02389203	
17.359999	-0.03053962	
17.379999	-0.03451370	
17.400000	-0.01994176	
17.420000	-0.00404482	
17.440001	0.00877562	
17.459999	0.01486258	
17.480000	0.01830031	
17.500000	0.02173938	
17.520000	0.02263877	
17.539999	0.02535923	
17.559999	0.02718047	
17.580000	0.02785247	
17.600000	0.02330560	
17.619999	0.00450425	
17.639999	-0.00977787	
17.660000	-0.02331191	
17.680000	-0.01861708	
17.699999	-0.02391601	
17.719999	-0.02656539	
17.740000	-0.03318900	
17.760000	-0.03451370	
17.779999	-0.03583838	
17.799999	-0.03716324	
17.820000	-0.03716324	
17.840000	-0.03716324	
17.859999	-0.03583854	
17.879999	-0.03318900	
17.900000	-0.02126646	
17.920000	-0.00801921	
17.940001	0.00522803	
17.959999	0.00920244	
17.980000	0.01356070	
18.000000	0.01659442	
18.020000	0.01937547	
18.039999	0.01908150	
18.059999	0.01811188	
18.080000	0.01692136	
18.100000	0.01177891	
18.119999	-0.00610659	
18.139999	-0.01880501	
18.160000	-0.02744296	
18.180000	-0.02161802	
18.199999	-0.01952446	
18.219999	-0.01817761	
18.240000	-0.01787449	
18.260000	-0.01760167	
18.279999	-0.01645675	
18.299999	-0.01471159	
18.320000	-0.02186704	
18.340000	-0.02789024	
18.359999	-0.02391584	
18.379999	-0.00801904	
18.400000	0.00585924	
18.420000	0.01153220	
18.440001	0.01386315	
18.459999	0.01751845	
18.480000	0.01864256	
18.500000	0.01751645	
18.520000	0.01564044	
18.539999	0.01281129	
18.559999	0.01137041	
18.580000	0.00707623	
18.600000	-0.00864545	
18.619999	-0.01924330	
18.639999	-0.02817772	
18.660000	-0.02356976	
18.680000	-0.02281787	
18.699999	-0.02028567	
18.719999	-0.01888174	
18.740000	-0.01788731	
18.760000	-0.01736446	
18.779999	-0.01608954	
18.799999	-0.01528122	
18.820000	-0.02012986	
18.840000	-0.01727441	
18.859999	-0.01115017	
18.879999	0.00197673	
18.900000	0.00920559	
18.920000	0.01318216	
18.939999	0.01639435	
18.959999	0.01732336	
18.980000	0.01805063	
19.000000	0.01836607	
19.020000	0.01831746	
19.039999	0.01829165	
19.059999	0.01465034	
19.080000	-0.00218944	
19.100000	-0.01441827	
19.119999	-0.02423111	
19.139999	-0.01916389	
19.160000	-0.01773784	
19.180000	-0.02201520	
19.199999	-0.02733825	
19.219999	-0.02794418	
19.240000	-0.02121019	
19.260000	-0.02138248	
19.279999	-0.02818371	
19.299999	-0.02581331	
19.320000	-0.01425782	
19.340000	0.00116023	
19.359999	0.00680058	
19.379999	0.01046686	
19.400000	0.01097789	
19.420000	0.00769164	
19.439999	-0.00903895	
19.459999	-0.02012737	
19.480000	-0.02833253	
19.500000	-0.02303626	
19.520000	-0.02240871	
19.539999	-0.01954941	
19.559999	-0.01749413	
19.580000	-0.01919785	
19.600000	-0.02354397	
19.619999	-0.01861708	
19.639999	-0.00934391	
19.660000	0.00394961	
19.680000	0.00796996	
19.699999	0.01156150	
19.719999	0.01245739	
19.740000	0.01328985	
19.760000	0.01322660	
19.779999	0.01294146	
19.799999	0.01173961	
19.820000	0.00423725	
19.840000	-0.00569277	
19.859999	-0.01861708	
19.879999	-0.02386424	
19.900000	-0.02437927	
19.920000	-0.02014618	
19.939999	-0.01691385	
19.959999	-0.01572865	
19.980000	-0.01598766	
20.000000	-0.02192098	
20.020000	-0.02259114	
20.039999	-0.01861708	
20.059999	-0.00536966	
20.080000	0.00390349	
20.100000	0.01185180	
20.119999	0.01647075	
20.139999	0.01920137	
20.160000	0.01796938	
20.180000	0.01237532	
20.199999	-0.00509951	
20.219999	-0.01736762	
20.240000	-0.02651994	
20.260000	-0.02316327	
20.279999	-0.02285466	
20.299999	-0.02080120	
20.320000	-0.01877055	
20.340000	-0.01704669	
20.359999	-0.01559666	
20.379999	-0.01948699	
20.400000	-0.02391584	
20.420000	-0.01994176	
20.439999	-0.00801921	
20.459999	0.00522803	
20.480000	0.01016523	
20.500000	0.01406907	
20.520000	0.01664819	
20.539999	0.01809324	
20.559999	0.01792212	
20.580000	0.01591744	
20.600000	0.01169434	
20.619999	-0.00565980	
20.639999	-0.01781939	
20.660000	-0.02789357	
20.680000	-0.02462628	
20.699999	-0.02309851	
20.719999	-0.02127528	
20.740000	-0.01868366	
20.760000	-0.01764062	
20.779999	-0.01605642	
20.799999	-0.01524825	
20.820000	-0.01128118	
20.840000	-0.00556193	
20.859999	0.00431965	
20.879999	0.01107810	
20.900000	0.01702106	
20.920000	0.01860410	
20.939999	0.02073446	
20.959999	0.02139564	
20.980000	0.01978430	
21.000000	0.01315802	
21.020000	-0.00017545	
21.039999	-0.01425181	
21.059999	-0.02360456	
21.080000	-0.02605584	
21.100000	-0.02344908	
21.119999	-0.02088393	
21.139999	-0.01754390	
21.160000	-0.01625101	
21.180000	-0.01433654	
21.199999	-0.01149207	
21.219999	-0.00334051	
21.240000	0.00625774	
21.260000	0.01656497	
21.279999	0.02156493	
21.299999	0.02544978	
21.320000	0.02671238	
21.340000	0.02676448	
21.359999	0.02538703	
21.379999	0.02075543	
21.400000	0.01243842	
21.420000	-0.00202066	
21.439999	-0.01540506	
21.459999	-0.02366965	
21.480000	-0.02560142	
21.500000	-0.02410060	
21.520000	-0.02286181	
21.539999	-0.02081469	
21.559999	-0.02000669	
21.580000	-0.01754390	
21.600000	-0.01409136	
21.619999	-0.00590616	
21.639999	0.00318472	
21.660000	0.01213862	
21.680000	0.01663022	
21.699999	0.02067070	
21.719999	0.02301180	
21.740000	0.02407249	
21.760000	0.02215637	
21.779999	0.01535480	
21.799999	0.00222342	
21.820000	-0.01305664	
21.840000	-0.02342711	
21.859999	-0.02602622	
21.879999	-0.02463162	
21.900000	-0.02220745	
21.920000	-0.02030914	
21.939999	-0.01804312	
21.959999	-0.01683095	
21.980000	-0.01276267	
22.000000	-0.00620680	
22.020000	0.00440471	
22.039999	0.01261486	
