Time	Hip_Knee-Angle_left X
14.620000	81.22953033	
14.639999	81.86936188	
14.660000	82.65854645	
14.679999	83.38044739	
14.700000	83.99230957	
14.719999	84.34085846	
14.740000	84.68558502	
14.759999	84.99511719	
14.780000	85.43541718	
14.799999	85.84978485	
14.820000	86.39189911	
14.839999	86.90129089	
14.860000	87.44528198	
14.880000	87.85649109	
14.900000	88.23918915	
14.920000	88.49795532	
14.940000	88.73886108	
14.960000	88.86286926	
14.980000	89.02581024	
15.000000	89.15058136	
15.020000	89.36821747	
15.040000	89.55179596	
15.059999	89.84188843	
15.080000	90.16625977	
15.099999	90.52086639	
15.120000	90.80980682	
15.139999	91.13533783	
15.160000	91.48071289	
15.179999	91.86889648	
15.200000	92.15930939	
15.219999	92.46404266	
15.240000	92.74259186	
15.259999	93.09453583	
15.280000	93.37187195	
15.299999	93.60894012	
15.320000	93.66355896	
15.339999	93.50276184	
15.360000	93.10564423	
15.380000	92.44170380	
15.400000	91.54031372	
15.420000	90.39754486	
15.440000	89.13899994	
15.460000	87.73454285	
15.480000	86.33545685	
15.500000	84.84619904	
15.520000	83.48851013	
15.540000	82.11493683	
15.559999	80.93235016	
15.580000	79.90182495	
15.599999	79.17149353	
15.620000	78.55984497	
15.639999	78.19345093	
15.660000	77.94154358	
15.679999	77.89099121	
15.700000	77.95595551	
15.719999	78.08197784	
15.740000	78.35580444	
15.759999	78.58341980	
15.780000	78.97504425	
15.799999	79.32283783	
15.820000	79.79273987	
15.839999	80.20959473	
15.860000	80.73486328	
15.880000	81.29242706	
15.900000	81.98237610	
15.920000	82.59557343	
15.940000	83.16215515	
15.960000	83.62672424	
15.980000	84.18761444	
16.000000	84.76113892	
16.020000	85.31781006	
16.039999	85.80750275	
16.059999	86.36938477	
16.080000	86.93999481	
16.100000	87.58645630	
16.119999	88.12046051	
16.139999	88.58262634	
16.160000	88.93171692	
16.180000	89.25023651	
16.199999	89.51485443	
16.219999	89.80548859	
16.240000	90.01027679	
16.260000	90.28674316	
16.279999	90.50354004	
16.299999	90.81023407	
16.320000	91.08996582	
16.340000	91.39978027	
16.359999	91.66790771	
16.379999	91.93960571	
16.400000	92.14212799	
16.420000	92.58421326	
16.440001	92.90720367	
16.459999	93.18016052	
16.480000	93.11510468	
16.500000	93.14608765	
16.520000	93.19832611	
16.539999	93.29268646	
16.559999	93.35240173	
16.580000	93.26462555	
16.600000	93.03801727	
16.619999	92.52833557	
16.639999	91.82762146	
16.660000	90.79831696	
16.680000	89.64073944	
16.699999	88.25550842	
16.719999	86.85602570	
16.740000	85.35667419	
16.760000	83.93136597	
16.779999	82.54007721	
16.799999	81.33621216	
16.820000	80.28389740	
16.840000	79.47462463	
16.859999	78.78503418	
16.879999	78.36867523	
16.900000	78.07550049	
16.920000	77.95370483	
16.940001	77.95587158	
16.959999	78.10871124	
16.980000	78.44594574	
17.000000	78.80996704	
17.020000	79.27862549	
17.039999	79.66050720	
17.059999	80.09928894	
17.080000	80.53410339	
17.100000	81.11381531	
17.119999	81.65244293	
17.139999	82.05593109	
17.160000	82.25276947	
17.180000	82.40184021	
17.199999	82.58282471	
17.219999	82.89511108	
17.240000	83.25016785	
17.260000	83.69635010	
17.279999	84.14631653	
17.299999	84.65770721	
17.320000	85.13836670	
17.340000	85.62139130	
17.359999	86.05123138	
17.379999	86.46208191	
17.400000	86.76623535	
17.420000	87.03256989	
17.440001	87.25617218	
17.459999	87.52919006	
17.480000	87.82160950	
17.500000	88.16049957	
17.520000	88.50164032	
17.539999	88.92261505	
17.559999	89.34246826	
17.580000	89.83632660	
17.600000	90.21568298	
17.619999	90.60624695	
17.639999	90.83352661	
17.660000	91.03874207	
17.680000	91.09481812	
17.699999	91.05635071	
17.719999	90.93746948	
17.740000	90.64456940	
17.760000	90.23910522	
17.779999	89.55063629	
17.799999	88.79645538	
17.820000	87.88555908	
17.840000	86.90115356	
17.859999	85.69887543	
17.879999	84.41711426	
17.900000	83.05853271	
17.920000	81.80925751	
17.940001	80.61035156	
17.959999	79.58797455	
17.980000	78.71981049	
18.000000	78.13951874	
18.020000	77.73877716	
18.039999	77.52857208	
18.059999	77.44040680	
18.080000	77.52212524	
18.100000	77.77120209	
18.119999	78.15113068	
18.139999	78.67937469	
18.160000	79.19239044	
18.180000	79.68852997	
18.199999	80.09325409	
18.219999	80.56767273	
18.240000	81.15058136	
18.260000	81.85832977	
18.279999	82.38349915	
18.299999	82.71211243	
18.320000	82.86664581	
18.340000	83.15425110	
18.359999	83.49935150	
18.379999	83.95375061	
18.400000	84.38008118	
18.420000	84.87393188	
18.440001	85.34387970	
18.459999	85.87094879	
18.480000	86.35144043	
18.500000	86.79979706	
18.520000	87.14520264	
18.539999	87.44937897	
18.559999	87.69419861	
18.580000	87.96096802	
18.600000	88.19443512	
18.619999	88.54043579	
18.639999	88.91500092	
18.660000	89.37123871	
18.680000	89.73587036	
18.699999	90.14810181	
18.719999	90.47016907	
18.740000	90.78131866	
18.760000	90.96062469	
18.779999	91.12389374	
18.799999	91.16000366	
18.820000	91.04135132	
18.840000	90.70102692	
18.859999	90.09526062	
18.879999	89.26109314	
18.900000	88.20156097	
18.920000	87.09236908	
18.939999	85.87340546	
18.959999	84.59823608	
18.980000	83.30932617	
19.000000	82.17719269	
19.020000	81.26832581	
19.039999	80.59829712	
19.059999	80.10513306	
19.080000	79.79717255	
19.100000	79.57394409	
19.119999	79.51632690	
19.139999	79.56516266	
19.160000	79.71613312	
19.180000	79.96218872	
19.199999	80.23949432	
19.219999	80.62377167	
19.240000	80.93824768	
19.260000	81.35577393	
19.279999	81.78730011	
19.299999	82.31533051	
19.320000	82.72265625	
19.340000	83.06521606	
19.359999	83.35696411	
19.379999	83.84451294	
19.400000	84.46838379	
19.420000	85.15300751	
19.439999	85.78087616	
19.459999	86.43795013	
19.480000	87.11021423	
19.500000	87.82881927	
19.520000	88.43246460	
19.539999	89.01702881	
19.559999	89.37940979	
19.580000	89.69787598	
19.600000	89.91336060	
19.619999	90.20047760	
19.639999	90.40276337	
19.660000	90.63455963	
19.680000	90.77934265	
19.699999	90.79686737	
19.719999	90.56942749	
19.740000	90.19272614	
19.760000	89.71272278	
19.779999	89.03435516	
19.799999	88.13188171	
19.820000	87.07936096	
19.840000	85.97407532	
19.859999	84.83119965	
19.879999	83.71409607	
19.900000	82.65509033	
19.920000	81.75940704	
19.939999	80.97528076	
19.959999	80.34819031	
19.980000	79.82991791	
20.000000	79.53264618	
20.020000	79.38983917	
20.039999	79.40419769	
20.059999	79.56591797	
20.080000	79.80934143	
20.100000	80.17372131	
20.119999	80.44250488	
20.139999	80.73001099	
20.160000	80.86255646	
20.180000	81.06542969	
20.199999	81.35688782	
20.219999	81.87535095	
20.240000	82.39277649	
20.260000	82.81842041	
20.279999	83.05267334	
20.299999	83.32104492	
20.320000	83.70130920	
20.340000	84.25559998	
20.359999	84.78935242	
20.379999	85.33917236	
20.400000	85.83343506	
20.420000	86.32685089	
20.439999	86.75555420	
20.459999	87.09268188	
20.480000	87.34694672	
20.500000	87.56307220	
20.520000	87.76496887	
20.539999	88.02934265	
20.559999	88.29431915	
20.580000	88.64841461	
20.600000	88.92699432	
20.619999	89.24632263	
20.639999	89.46774292	
20.660000	89.73772430	
20.680000	89.89009857	
20.699999	89.97368622	
20.719999	89.99730682	
20.740000	89.84982300	
20.760000	89.55838013	
20.779999	89.02561951	
20.799999	88.37452698	
20.820000	87.58348083	
20.840000	86.68132019	
20.859999	85.63625336	
20.879999	84.46186066	
20.900000	83.17964935	
20.920000	81.92336273	
20.939999	80.71166992	
20.959999	79.63652802	
20.980000	78.75794220	
21.000000	78.16920471	
21.020000	77.73279572	
21.039999	77.49709320	
21.059999	77.45522308	
21.080000	77.59896851	
21.100000	77.91226196	
21.119999	78.28244781	
21.139999	78.78956604	
21.160000	79.28856659	
21.180000	79.83004761	
21.199999	80.38249969	
21.219999	81.07475281	
21.240000	81.86118317	
21.260000	82.67150879	
21.279999	83.22783661	
21.299999	83.65328979	
21.320000	83.99389648	
21.340000	84.43223572	
21.359999	84.88968658	
21.379999	85.43112946	
21.400000	85.99449158	
21.420000	86.58670807	
21.439999	87.15298462	
21.459999	87.68653870	
21.480000	88.09876251	
21.500000	88.43647766	
21.520000	88.69810486	
21.539999	88.98924255	
21.559999	89.29002380	
21.580000	89.68993378	
21.600000	90.04803467	
21.619999	90.42621613	
21.639999	90.71863556	
21.660000	91.05702209	
21.680000	91.34718323	
21.699999	91.66623688	
21.719999	91.90841675	
21.740000	92.16975403	
21.760000	92.38246155	
21.779999	92.60623932	
21.799999	92.75883484	
21.820000	92.86415863	
21.840000	92.78868103	
21.859999	92.46353149	
21.879999	91.85920715	
21.900000	90.98947144	
21.920000	89.88545990	
21.939999	88.42252350	
21.959999	87.03282166	
21.980000	85.63941956	
22.000000	84.60291290	
22.020000	83.51274872	
22.039999	82.54003143	
22.059999	81.64385986	
22.080000		
