Time	Paced_right_y_baseline X
22.080000	0.01365747	
22.100000	0.01513824	
22.119999	0.01410235	
22.139999	0.01034535	
22.160000	0.00466134	
22.180000	-0.00201283	
22.199999	-0.00597079	
22.219999	-0.00740905	
22.240000	-0.00725958	
22.260000	-0.00710551	
22.279999	-0.00710551	
22.299999	-0.00710551	
22.320000	-0.00710551	
22.340000	-0.00609809	
22.359999	-0.00494760	
22.379999	-0.00137834	
22.400000	0.00185573	
22.420000	0.00772800	
22.439999	0.01184525	
22.459999	0.01727752	
22.480000	0.02007094	
22.500000	0.02229182	
22.519999	0.02252544	
22.539999	0.02057204	
22.559999	0.01658174	
22.580000	0.00847201	
22.600000	0.00045522	
22.619999	-0.00565523	
22.639999	-0.00765215	
22.660000	-0.00769143	
22.680000	-0.00769718	
22.699999	-0.00749810	
22.719999	-0.00730477	
22.740000	-0.00710551	
22.760000	-0.00710551	
22.779999	-0.00506340	
22.799999	-0.00177617	
22.820000	0.00461055	
22.840000	0.01030320	
22.859999	0.01663592	
22.879999	0.02001712	
22.900000	0.02296610	
22.920000	0.02402940	
22.939999	0.02342606	
22.959999	0.01991063	
22.980000	0.01166749	
23.000000	0.00270844	
23.019999	-0.00445938	
23.039999	-0.00690018	
23.059999	-0.00710551	
23.080000	-0.00710551	
23.100000	-0.00710551	
23.119999	-0.00710551	
23.139999	-0.00546190	
23.160000	-0.00186640	
23.180000	0.00435950	
23.199999	0.00948960	
23.219999	0.01529923	
23.240000	0.01871309	
23.260000	0.02309611	
23.279999	0.02488802	
23.299999	0.02529804	
23.320000	0.02409966	
23.340000	0.02036923	
23.359999	0.01438034	
23.379999	0.00422847	
23.400000	-0.00343147	
23.420000	-0.00749217	
23.439999	-0.00729884	
23.459999	-0.00710551	
23.480000	-0.00710551	
23.500000	-0.00710551	
23.519999	-0.00710551	
23.539999	-0.00587277	
23.559999	-0.00432870	
23.580000	0.00064905	
23.600000	0.00501363	
23.619999	0.01168764	
23.639999	0.01579812	
23.660000	0.02105874	
23.680000	0.02369861	
23.699999	0.02365020	
23.719999	0.01996040	
23.740000	0.01046453	
23.760000	0.00142439	
23.779999	-0.00574359	
23.799999	-0.00710551	
23.820000	-0.00710551	
23.840000	-0.00710551	
23.859999	-0.00643785	
23.879999	-0.00574055	
23.900000	-0.00279155	
23.920000	0.00236377	
23.939999	0.01020433	
23.959999	0.01594302	
23.980000	0.01862811	
24.000000	0.01702021	
24.019999	0.01002185	
24.039999	0.00165868	
24.059999	-0.00527129	
24.080000	-0.00696044	
24.100000	-0.00691202	
24.119999	-0.00671870	
24.139999	-0.00489242	
24.160000	-0.00247295	
24.180000	0.00301977	
24.199999	0.00834827	
24.219999	0.01493949	
24.240000	0.01843816	
24.260000	0.01936094	
24.279999	0.01635559	
24.299999	0.00836994	
24.320000	0.00073709	
24.340000	-0.00551167	
24.359999	-0.00676085	
24.379999	-0.00720507	
24.400000	-0.00715528	
24.420000	-0.00710551	
24.439999	-0.00710551	
24.459999	-0.00700885	
24.480000	-0.00686784	
24.500000	-0.00464408	
24.519999	-0.00047638	
24.539999	0.00653756	
24.559999	0.01184270	
24.580000	0.01614499	
24.600000	0.01755702	
24.619999	0.01727685	
24.639999	0.01595877	
24.660000	0.01241185	
24.680000	0.00915475	
24.699999	0.00223461	
24.719999	-0.00245637	
24.740000	-0.00644800	
24.760000	-0.00682805	
24.779999	-0.00720659	
24.799999	-0.00725804	
24.820000	-0.00720659	
24.840000	-0.00715682	
24.859999	-0.00555569	
24.879999	-0.00386518	
24.900000	0.00097188	
24.920000	0.00501938	
24.939999	0.01140594	
24.959999	0.01464611	
24.980000	0.01644531	
25.000000	0.01300876	
25.019999	0.00488175	
25.039999	-0.00256421	
25.059999	-0.00720507	
25.080000	-0.00715528	
25.100000	-0.00710551	
25.119999	-0.00710551	
25.139999	-0.00710551	
25.160000	-0.00710551	
25.180000	-0.00574359	
25.199999	-0.00438151	
25.219999	0.00045538	
25.240000	0.00484604	
25.260000	0.01072507	
25.279999	0.01312895	
25.299999	0.01186284	
25.320000	0.00626568	
25.340000	-0.00112915	
25.359999	-0.00577492	
25.379999	-0.00741853	
25.400000	-0.00726448	
25.420000	-0.00710551	
25.439999	-0.00710551	
25.459999	-0.00696467	
25.480000	-0.00682382	
25.500000	-0.00458652	
25.519999	-0.00077364	
25.539999	0.00620762	
25.559999	0.01112492	
25.580000	0.01442029	
25.599998	0.01454674	
25.619999	0.01150109	
25.639999	0.00814512	
25.660000	0.00149414	
25.680000	-0.00217992	
25.699999	-0.00612247	
25.719999	-0.00677152	
25.740000	-0.00725636	
25.760000	-0.00725636	
25.779999	-0.00725484	
25.799999	-0.00725484	
25.820000	-0.00651573	
25.840000	-0.00577678	
25.859999	-0.00287485	
25.879999	-0.00050515	
25.900000	0.00470586	
25.920000	0.00782262	
25.939999	0.01178244	
25.959999	0.01290092	
25.980000	0.01168019	
26.000000	0.00630513	
26.019999	-0.00071372	
26.039999	-0.00546190	
26.059999	-0.00710551	
26.080000	-0.00710551	
26.099998	-0.00663592	
26.119999	-0.00616631	
26.139999	-0.00428095	
26.160000	-0.00160417	
26.180000	0.00425895	
26.199999	0.00969952	
26.219999	0.01477122	
26.240000	0.01665658	
26.260000	0.01610453	
26.279999	0.01446091	
26.299999	0.01067141	
26.320000	0.00683635	
26.340000	0.00021195	
26.359999	-0.00426808	
26.379999	-0.00720659	
26.400000	-0.00715682	
26.420000	-0.00696467	
26.439999	-0.00682382	
26.459999	-0.00489834	
26.480000	-0.00287654	
26.500000	0.00232433	
26.519999	0.00596909	
26.539999	0.01154104	
26.559999	0.01396912	
26.580000	0.01502497	
26.599998	0.01297253	
26.619999	0.00679928	
26.639999	0.00031421	
26.660000	-0.00536795	
26.680000	-0.00696467	
26.699999	-0.00696467	
26.719999	-0.00682382	
26.740000	-0.00668281	
26.760000	-0.00668281	
26.779999	-0.00481489	
26.799999	-0.00162008	
26.820000	0.00439098	
26.840000	0.00880703	
26.859999	0.01329114	
26.879999	0.01497081	
26.900000	0.01329891	
26.920000	0.00762084	
26.939999	-0.00053918	
26.959999	-0.00562121	
26.980000	-0.00771445	
27.000000	-0.00733761	
27.019999	-0.00696044	
27.039999	-0.00696044	
27.059999	-0.00670059	
27.080000	-0.00644073	
27.099998	-0.00457145	
27.119999	-0.00168628	
27.139999	0.00375803	
27.160000	0.00759324	
27.180000	0.01097442	
27.199999	0.01179633	
27.219999	0.01015253	
27.240000	0.00417176	
27.260000	-0.00235462	
27.279999	-0.00641534	
27.299999	-0.00696044	
27.320000	-0.00696044	
27.340000	-0.00696044	
27.359999	-0.00696044	
27.379999	-0.00517733	
27.400000	-0.00193834	
27.420000	0.00414349	
27.439999	0.00866449	
27.459999	0.01252916	
27.480000	0.01357892	
27.500000	0.01126526	
27.519999	0.00430110	
27.539999	-0.00297287	
27.559999	-0.00710551	
27.580000	-0.00724502	
27.599998	-0.00710282	
27.619999	-0.00591306	
27.639999	-0.00472856	
27.660000	-0.00183846	
27.680000	0.00194681	
27.699999	0.00793622	
27.719999	0.01273857	
27.740000	0.01567724	
27.760000	0.01627500	
27.779999	0.01319091	
27.799999	0.00628431	
27.820000	-0.00139442	
27.840000	-0.00591052	
27.859999	-0.00653350	
27.879999	-0.00638436	
27.900000	-0.00436255	
27.920000	-0.00248988	
27.939999	0.00084560	
27.959999	0.00326505	
27.980000	0.00868431	
28.000000	0.01264039	
28.019999	0.01545464	
28.039999	0.01488549	
28.059999	0.01118435	
28.080000	0.00368844	
28.099998	-0.00341827	
28.119999	-0.00739281	
28.139999	-0.00714394	
28.160000	-0.00690052	
28.180000	-0.00622658	
28.199999	-0.00579591	
28.219999	-0.00347988	
28.240000	0.00049533	
28.260000	0.00731154	
28.279999	0.01224223	
28.299999	0.01525758	
28.320000	0.01443586	
28.340000	0.00868328	
28.359999	0.00138664	
28.379999	-0.00523472	
28.400000	-0.00692540	
28.420000	-0.00704999	
28.439999	-0.00685363	
28.459999	-0.00471874	
28.480000	-0.00233617	
28.500000	0.00244537	
28.519999	0.00643396	
28.539999	0.01232535	
28.559999	0.01581809	
28.580000	0.01775424	
28.599998	0.01559718	
28.619999	0.00872341	
28.639999	0.00098458	
28.660000	-0.00523336	
28.680000	-0.00673495	
28.699999	-0.00685938	
28.719999	-0.00675832	
28.740000	-0.00525689	
28.760000	-0.00371434	
28.779999	0.00075892	
28.799999	0.00562949	
28.820000	0.01285301	
28.840000	0.01732171	
28.859999	0.01880145	
28.879999	0.01651014	
28.900000	0.01138292	
28.920000	0.00541654	
28.939999	-0.00130166	
28.959999	-0.00535965	
28.980000	-0.00714394	
29.000000	-0.00690052	
29.019999	-0.00622658	
29.039999	-0.00579591	
29.059999	-0.00347988	
29.080000	-0.00159435	
29.099998	0.00294408	
29.119999	0.00573835	
29.139999	0.00902559	
29.160000	0.00963587	
29.179998	0.00864977	
29.199999	0.00458905	
29.219999	-0.00132264	
29.240000	-0.00577880	
29.260000	-0.00747067	
29.279999	-0.00728819	
29.299999	-0.00705728	
29.320000	-0.00690779	
29.340000	-0.00540909	
29.359999	-0.00365967	
29.379999	0.00084001	
29.400000	0.00480540	
29.420000	0.00942798	
29.439999	0.01119924	
29.459999	0.00994110	
29.480000	0.00352068	
29.500000	-0.00308239	
29.519999	-0.00747067	
29.539999	-0.00732136	
29.559999	-0.00698923	
29.580000	-0.00506645	
29.599998	-0.00310270	
29.619999	0.00147958	
29.639999	0.00447699	
29.660000	0.00840650	
29.679998	0.00971746	
29.699999	0.01028661	
29.719999	0.00828259	
29.740000	0.00268389	
29.760000	-0.00217840	
29.779999	-0.00606762	
29.799999	-0.00636251	
29.820000	-0.00665724	
29.840000	-0.00665724	
29.859999	-0.00530802	
29.879999	-0.00381371	
29.900000	0.00031014	
29.920000	0.00329435	
29.939999	0.00707945	
29.959999	0.00822045	
29.980000	0.00547528	
30.000000	0.00009464	
30.019999	-0.00541349	
30.039999	-0.00724502	
30.059999	-0.00705151	
30.080000	-0.00671598	
30.099998	-0.00532715	
30.119999	-0.00397827	
30.139999	0.00046927	
30.160000	0.00434698	
30.179998	0.00933081	
30.199999	0.01121616	
30.219999	0.01062569	
30.240000	0.00505866	
30.260000	-0.00160976	
30.279999	-0.00628600	
30.299999	-0.00714394	
30.320000	-0.00690052	
30.340000	-0.00567673	
30.359999	-0.00469622	
30.379999	-0.00083323	
30.400000	0.00333886	
30.420000	0.00979076	
30.439999	0.01336020	
30.459999	0.01468268	
30.480000	0.01193193	
30.500000	0.00462410	
30.519999	-0.00181240	
30.539999	-0.00659546	
30.559999	-0.00682095	
30.580000	-0.00609030	
30.599998	-0.00522000	
30.619999	-0.00268558	
30.639999	-0.00050464	
30.660000	0.00490969	
30.679998	0.00951770	
30.699999	0.01386586	
30.719999	0.01480490	
30.740000	0.01104620	
30.760000	0.00349884	
30.779999	-0.00395541	
30.799999	-0.00757022	
30.820000	-0.00700107	
30.840000	-0.00634897	
30.859999	-0.00406612	
30.879999	-0.00237545	
30.900000	0.00177753	
30.920000	0.00604646	
30.939999	0.01245315	
30.959999	0.01639722	
30.980000	0.01697382	
31.000000	0.01228759	
31.019999	0.00332262	
31.039999	-0.00402160	
31.059999	-0.00799632	
31.080000	-0.00769177	
31.099998	-0.00689475	
31.119999	-0.00640246	
31.139999	-0.00413300	
31.160000	-0.00083357	
31.179998	0.00369895	
31.199999	0.00645444	
31.219999	0.00657532	
31.240000	0.00546344	
31.260000	0.00117181	
31.279999	-0.00215858	
31.299999	-0.00597756	
31.320000	-0.00661679	
31.340000	-0.00696467	
31.359999	-0.00682382	
31.379999	-0.00552860	
31.400000	-0.00418496	
31.420000	-0.00173588	
31.439999	-0.00044100	
31.459999	0.00358535	
31.480000	0.00650641	
31.500000	0.00949486	
31.519999	0.00956222	
31.539999	0.00753771	
31.559999	0.00300926	
31.580000	-0.00256895	
31.599998	-0.00605543	
31.619999	-0.00710551	
31.639999	-0.00710551	
31.660000	-0.00657378	
31.679998	-0.00604188	
31.699999	-0.00362784	
31.719999	-0.00129505	
31.740000	0.00405039	
31.760000	0.00815764	
31.779999	0.01268949	
31.799999	0.01420851	
31.820000	0.01246399	
31.840000	0.00536643	
31.859999	-0.00217061	
31.879999	-0.00708842	
31.900000	-0.00752807	
31.920000	-0.00752807	
31.939999	-0.00703849	
31.959999	-0.00653806	
31.980000	-0.00459956	
32.000000	-0.00248277	
32.020000	0.00279291	
32.040001	0.00772393	
32.059998	0.01363072	
32.079998	0.01636776	
32.099998	0.01529500	
32.119999	0.00893755	
32.139999	0.00056525	
32.160000	-0.00509083	
32.180000	-0.00710551	
32.200001	-0.00710551	
32.219997	-0.00710551	
32.239998	-0.00710551	
32.259998	-0.00609809	
32.279999	-0.00494760	
32.299999	-0.00096291	
32.320000	0.00414197	
32.340000	0.01069579	
32.360001	0.01441588	
32.380001	0.01423050	
32.399998	0.00921570	
32.419998	0.00151107	
32.439999	-0.00441587	
32.459999	-0.00710551	
32.480000	-0.00710551	
32.500000	-0.00690627	
32.520000	-0.00670075	
32.540001	-0.00605322	
32.559998	-0.00418632	
32.579998	0.00166918	
32.599998	0.00852771	
32.619999	0.01405750	
32.639999	0.01562122	
32.660000	0.01278107	
32.680000	0.00734219	
32.700001	-0.00028238	
32.719997	-0.00494829	
32.739998	-0.00690018	
32.759998	-0.00669466	
32.779999	-0.00669466	
32.799999	-0.00690018	
32.820000	-0.00555857	
32.840000	-0.00304481	
32.860001	0.00241794	
32.880001	0.00730443	
32.899998	0.01360229	
32.919998	0.01695147	
32.939999	0.01825245	
32.959999	0.01483402	
32.980000	0.00639807	
33.000000	-0.00101708	
33.020000	-0.00626923	
33.040001	-0.00650421	
33.059998	-0.00566353	
33.079998	-0.00460903	
33.099998	-0.00228438	
33.119999	-0.00085473	
33.139999	0.00382710	
33.160000	0.00783938	
33.180000	0.01293461	
33.200001	0.01468199	
33.219997	0.01292953	
33.239998	0.00614600	
33.259998	-0.00147855	
33.279999	-0.00620407	
33.299999	-0.00710551	
33.320000	-0.00710551	
33.340000	-0.00587277	
33.360001	-0.00464001	
33.380001	-0.00017132	
33.399998	0.00306445	
33.419998	0.00790405	
33.439999	0.00949332	
33.459999	0.01004961	
33.480000	0.00766298	
33.500000	0.00145553	
33.520000	-0.00376259	
33.540001	-0.00744833	
33.559998	-0.00729884	
33.579998	-0.00676711	
33.599998	-0.00641838	
33.619999	-0.00468081	
33.639999	-0.00279546	
33.660000	0.00213540	
33.680000	0.00741650	
33.700001	0.01318263	
33.719997	0.01589309	
33.739998	0.01395914	
33.759998	0.00654942	
33.779999	-0.00144047	
33.799999	-0.00652537	
33.820000	-0.00710551	
33.840000	-0.00710551	
33.860001	-0.00710551	
33.880001	-0.00710551	
33.899998	-0.00574359	
33.919998	-0.00285487	
33.939999	0.00382574	
33.959999	0.01000509	
33.980000	0.01446430	
34.000000	0.01406816	
34.020000	0.00765689	
34.040001	0.00113067	
34.059998	-0.00515381	
34.079998	-0.00628363	
34.099998	-0.00695130	
34.119999	-0.00679725	
34.139999	-0.00510673	
34.160000	-0.00262092	
34.180000	0.00316027	
34.200001	0.00790320	
34.219997	0.01250428	
34.239998	0.01380967	
34.259998	0.01177533	
34.279999	0.00473990	
34.299999	-0.00250089	
34.320000	-0.00690018	
34.340000	-0.00645800	
34.360001	-0.00581031	
34.380001	-0.00319988	
34.399998	-0.00109191	
34.419998	0.00367998	
34.439999	0.00688884	
34.459999	0.00993754	
34.480000	0.00886865	
34.500000	0.00285606	
34.520000	-0.00314130	
34.540001	-0.00749217	
34.559998	-0.00729884	
34.579998	-0.00659174	
34.599998	-0.00607811	
34.619999	-0.00434054	
34.639999	-0.00311659	
34.660000	0.00097172	
34.680000	0.00515126	
34.700001	0.01081005	
34.719997	0.01344875	
34.739998	0.01203975	
34.759998	0.00579405	
34.779999	-0.00144674	
34.799999	-0.00595488	
34.820000	-0.00710551	
34.840000	-0.00710551	
34.860001	-0.00695130	
34.880001	-0.00679725	
34.899998	-0.00462189	
34.919998	-0.00047350	
34.939999	0.00679353	
34.959999	0.01298574	
34.980000	0.01680741	
35.000000	0.01581995	
35.020000	0.00844848	
35.040001	0.00064228	
35.059998	-0.00579117	
35.079998	-0.00678743	
35.099998	-0.00710551	
35.119999	-0.00710551	
35.139999	-0.00506340	
35.160000	-0.00182594	
35.180000	0.00392663	
35.200001	0.00770396	
35.219997	0.00966261	
35.239998	0.00894026	
35.259998	0.00425099	
35.279999	-0.00024767	
35.299999	-0.00527805	
35.320000	-0.00640823	
35.340000	-0.00710551	
35.360001	-0.00710551	
35.380001	-0.00645800	
35.399998	-0.00581031	
35.419998	-0.00376835	
35.439999	-0.00066632	
35.459999	0.00511572	
35.480000	0.00969647	
35.500000	0.01421325	
35.520000	0.01605035	
35.540001	0.01518022	
35.559998	0.00907095	
35.579998	0.00065041	
35.599998	-0.00525638	
35.619999	-0.00741363	
35.639999	-0.00725958	
35.660000	-0.00645800	
35.680000	-0.00581031	
35.700001	-0.00339626	
35.719997	0.00037345	
35.739998	0.00722487	
35.759998	0.01346397	
35.779999	0.01703680	
35.799999	0.01638605	
35.820000	0.00983867	
35.840000	0.00205430	
35.860001	-0.00479424	
35.880001	-0.00690018	
35.899998	-0.00710551	
35.919998	-0.00710551	
35.939999	-0.00571093	
35.959999	-0.00411573	
35.980000	0.00081529	
36.000000	0.00577305	
36.020000	0.01286554	
36.040001	0.01662238	
36.059998	0.01626129	
36.079998	0.00958830	
36.099998	0.00090061	
36.119999	-0.00509083	
36.139999	-0.00710551	
36.160000	-0.00710551	
36.180000	-0.00641619	
36.200001	-0.00559428	
36.219997	-0.00245214	
36.239998	0.00174248	
36.259998	0.00874050	
36.279999	0.01341777	
36.299999	0.01577476	
36.320000	0.01303093	
36.340000	0.00560969	
36.360001	-0.00123258	
36.380001	-0.00630851	
36.399998	-0.00670701	
36.419998	-0.00710551	
36.439999	-0.00710551	
36.459999	-0.00541213	
36.480000	-0.00188316	
36.500000	0.00417244	
36.520000	0.00853448	
36.540001	0.00970799	
36.559998	0.00568299	
36.579998	-0.00052208	
36.599998	-0.00537862	
36.619999	-0.00725958	
36.639999	-0.00695604	
36.660000	-0.00646359	
36.680000	-0.00626433	
36.700001	-0.00542229	
36.719997	-0.00473346	
36.739998	-0.00179479	
36.759998	0.00280629	
36.779999	0.00894703	
36.799999	0.01282780	
36.820000	0.01192667	
36.840000	0.00534189	
36.860001	-0.00203162	
36.880001	-0.00693302	
36.899998	-0.00751638	
36.919998	-0.00731087	
36.939999	-0.00695130	
36.959999	-0.00679725	
36.980000	-0.00480507	
37.000000	-0.00151783	
37.020000	0.00429213	
37.040001	0.00950281	
37.059998	0.01360533	
37.079998	0.01473482	
37.099998	0.01044811	
37.119999	0.00263920	
37.139999	-0.00460853	
37.160000	-0.00767873	
37.180000	-0.00693014	
37.200001	-0.00629260	
37.219997	-0.00384741	
37.239998	-0.00164920	
37.259998	0.00306478	
37.279999	0.00652622	
37.299999	0.01108548	
37.320000	0.01312895	
37.340000	0.01230706	
37.360001	0.00708097	
37.380001	-0.00031386	
37.399998	-0.00539893	
37.419998	-0.00741363	
37.439999	-0.00725958	
37.459999	-0.00710551	
37.480000	-0.00710551	
37.500000	-0.00536795	
37.520000	-0.00292598	
37.540001	0.00250715	
37.559998	0.00659259	
37.579998	0.00944677	
37.599998	0.00830561	
37.619999	0.00268796	
37.639999	-0.00240287	
37.660000	-0.00669466	
37.680000	-0.00690018	
37.700001	-0.00710551	
37.719997	-0.00710551	
37.739998	-0.00659174	
37.759998	-0.00607811	
37.779999	-0.00393645	
37.799999	0.00070898	
37.820000	0.00775592	
37.840000	0.01317500	
37.860001	0.01354033	
37.879997	0.00725213	
37.899998	-0.00065717	
37.919998	-0.00653028	
37.939999	-0.00780281	
37.959999	-0.00745408	
37.980000	-0.00678743	
38.000000	-0.00646916	
38.020000	-0.00387940	
38.040001	0.00155525	
38.059998	0.00921349	
38.079998	0.01459990	
38.099998	0.01448885	
38.119999	0.00915222	
38.139999	0.00098255	
38.160000	-0.00485823	
38.180000	-0.00734387	
38.200001	-0.00699650	
38.219997	-0.00608505	
38.239998	-0.00529295	
38.259998	-0.00109614	
38.279999	0.00297303	
38.299999	0.00655788	
38.320000	0.00651589	
38.340000	0.00201622	
38.360001	-0.00223325	
38.379997	-0.00639264	
38.399998	-0.00657769	
38.419998	-0.00670989	
38.439999	-0.00676271	
38.459999	-0.00581335	
38.480000	-0.00491680	
38.500000	-0.00182307	
38.520000	0.00114337	
38.540001	0.00657785	
38.559998	0.00986797	
38.579998	0.01160841	
38.599998	0.00855598	
38.619999	0.00172673	
38.639999	-0.00437456	
38.660000	-0.00780281	
38.680000	-0.00745408	
38.700001	-0.00695130	
38.719997	-0.00685176	
38.739998	-0.00502548	
38.759998	-0.00233652	
38.779999	0.00343400	
38.799999	0.00967632	
38.820000	0.01520544	
38.840000	0.01715395	
38.860001	0.01299420	
38.879997	0.00462207	
38.899998	-0.00340167	
38.919998	-0.00751638	
38.939999	-0.00736216	
38.959999	-0.00700259	
38.980000	-0.00480761	
39.000000	-0.00162871	
39.020000	0.00427265	
39.040001	0.00984359	
39.059998	0.01445481	
39.079998	0.01634373	
39.099998	0.01296237	
39.119999	0.00486872	
39.139999	-0.00328080	
39.160000	-0.00766569	
39.180000	-0.00716765	
39.200001	-0.00661340	
39.219997	-0.00439928	
39.239998	-0.00213505	
39.259998	0.00289144	
39.279999	0.00731629	
39.299999	0.01159741	
39.320000	0.01000746	
39.340000	0.00312573	
39.360001	-0.00423084	
39.379997	-0.00801612	
39.399998	-0.00756785	
39.419998	-0.00675678	
39.439999	-0.00640805	
39.459999	-0.00417091	
39.480000	-0.00001150	
39.500000	0.00650455	
39.520000	0.01113169	
39.540001	0.01217636	
39.559998	0.00737807	
39.579998	0.00032030	
39.599998	-0.00543177	
39.619999	-0.00749810	
39.639999	-0.00730477	
39.660000	-0.00695604	
39.680000	-0.00685938	
39.700001	-0.00549746	
39.719997	-0.00245349	
39.739998	0.00520560	
39.759998	0.01447259	
39.779999	0.02547410	
39.799999	0.03191315	
39.820000	0.03355676	
39.840000	0.02630158	
39.860001	0.01097663	
39.879997	-0.00244114	
39.899998	-0.00938092	
39.919998	-0.00825109	
39.939999	-0.00488175	
39.959999	-0.00129557	
39.980000	0.00457449	
40.000000	0.01172894	
40.020000	0.01964824	
40.040001	0.02528349	
40.059998	0.02362108	
40.079998	0.01381236	
40.099998	0.00210170	
40.119999	-0.00581960	
40.139999	-0.00736216	
40.160000	-0.00700259	
40.180000	-0.00450611	
40.200001	-0.00091653	
40.219997	0.00668535	
40.239998	0.01572329	
40.259998	0.02719356	
40.279999	0.03465188	
40.299999	0.03482793	
40.320000	0.02463885	
40.340000	0.00857934	
40.360001	-0.00372282	
40.379997	-0.00874761	
40.399998	-0.00795212	
40.419998	-0.00682653	
40.439999	-0.00543973	
40.459999	-0.00001490	
40.480000	0.00892046	
40.500000	0.02186963	
40.520000	0.03248669	
40.540001	0.03841379	
40.559998	0.03664339	
40.579998	0.02629295	
40.599998	0.01033503	
40.619999	-0.00281103	
40.639999	-0.00903270	
40.660000	-0.00811633	
40.680000	-0.00738196	
40.700001	-0.00418091	
40.719997	0.00129776	
40.739998	0.01045759	
40.759998	0.02065685	
40.779999	0.02937704	
40.799999	0.03385961	
40.820000	0.02889237	
40.840000	0.01507576	
40.860001	0.00058201	
40.879997	-0.00778453	
40.899998	-0.00831644	
40.919998	-0.00761914	
40.939999	-0.00695130	
40.959999	-0.00670956	
40.980000	-0.00384504	
41.000000	0.00217688	
41.020000	0.01261872	
41.040001	0.02076654	
41.059998	0.02503227	
41.079998	0.02287486	
41.099998	0.01539166	
41.119999	0.00434715	
41.139999	-0.00469825	
41.160000	-0.00874627	
41.180000	-0.00748608	
41.200001	-0.00630970	
41.219997	-0.00116792	
41.239998	0.00454369	
41.259998	0.01404683	
41.279999	0.02078009	
41.299999	0.02545413	
41.320000	0.02367085	
41.340000	0.01497352	
41.360001	0.00353202	
41.379997	-0.00574173	
41.399998	-0.00913088	
41.419998	-0.00859170	
41.439999	-0.00755431	
41.459999	-0.00457449	
41.480000	-0.00063127	
41.500000	0.00765148	
41.520000	0.01710688	
41.540001	0.02683806	
41.559998	0.03222971	
41.579998	0.03023736	
41.599998	0.01961556	
41.619999	0.00490800	
41.639999	-0.00565100	
41.660000	-0.00903778	
41.680000	-0.00833878	
41.700001	-0.00738941	
41.719997	-0.00679758	
41.739998	-0.00306004	
41.759998	0.00287993	
41.779999	0.01249717	
41.799999	0.02030440	
41.820000	0.02554792	
41.840000	0.02509508	
41.860001	0.01778235	
41.879997	0.00609758	
41.899998	-0.00419579	
41.919998	-0.00896499	
41.939999	-0.00898919	
41.959999	-0.00868125	
41.980000	-0.00679047	
42.000000	-0.00342673	
42.020000	0.00347903	
42.040001	0.00983258	
42.059998	0.01623657	
42.079998	0.01908332	
42.099998	0.01958238	
42.119999	0.01650354	
42.139999	0.00837298	
42.160000	-0.00001523	
42.180000	-0.00676508	
42.200001	-0.00844814	
42.219997	-0.00816628	
42.239998	-0.00777675	
42.259998	-0.00573853	
42.279999	-0.00295103	
42.299999	0.00230876	
42.320000	0.00799614	
42.340000	0.01516414	
42.360001	0.02001423	
42.379997	0.02140103	
42.399998	0.01689443	
42.419998	0.00605679	
42.439999	-0.00332363	
42.459999	-0.00918081	
42.480000	-0.00886120	
42.500000	-0.00820369	
42.520000	-0.00779554	
42.540001	-0.00698516	
42.559998	-0.00658293	
42.579998	-0.00284234	
42.599998	0.00331804	
42.619999	0.01369336	
42.639999	0.02089453	
42.660000	0.02464747	
42.680000	0.02130878	
42.700001	0.01142998	
42.719997	0.00111493	
42.739998	-0.00674917	
42.759998	-0.00823756	
42.779999	-0.00824313	
42.799999	-0.00767586	
42.820000	-0.00546004	
42.840000	-0.00242183	
42.860001	0.00323120	
42.879997	0.00975268	
42.899998	0.01667587	
42.919998	0.02083629	
42.939999	0.02057102	
42.959999	0.01441909	
42.980000	0.00383234	
43.000000	-0.00487210	
43.020000	-0.00858188	
43.040001	-0.00785699	
43.059998	-0.00589697	
43.079998	-0.00386670	
43.099998	0.00038750	
43.119999	0.00449899	
43.139999	0.01020332	
43.160000	0.01368389	
43.180000	0.01424117	
43.200001	0.00869784	
43.219997	0.00038309	
43.239998	-0.00607422	
43.259998	-0.00850740	
43.279999	-0.00816916	
43.299999	-0.00744799	
43.320000	-0.00706540	
43.340000	-0.00555569	
43.360001	-0.00313996	
43.379997	0.00274585	
43.399998	0.00831746	
43.419998	0.01291531	
43.439999	0.01264140	
43.459999	0.00712584	
43.480000	-0.00002877	
43.500000	-0.00637504	
43.520000	-0.00829257	
43.540001	-0.00853431	
43.559998	-0.00818236	
43.579998	-0.00674054	
43.599998	-0.00480202	
43.619999	-0.00004064	
43.639999	0.00548019	
43.660000	0.01313166	
43.680000	0.01809755	
43.700001	0.02057017	
43.719997	0.01764251	
43.739998	0.00882278	
43.759998	-0.00021212	
43.779999	-0.00705524	
43.799999	-0.00814410	
43.820000	-0.00819235	
43.840000	-0.00801155	
43.860001	-0.00632086	
43.879997	-0.00401297	
43.899998	0.00136514	
43.919998	0.00749336	
43.939999	0.01495066	
43.959999	0.01930018	
43.980000	0.01934859	
44.000000	0.01291329	
44.020000	0.00278783	
44.040001	-0.00529601	
44.059998	-0.00862555	
44.079998	-0.00822806	
44.099998	-0.00728074	
44.119999	-0.00659071	
44.139999	-0.00301485	
44.160000	0.00160789	
44.180000	0.00873017	
44.200001	0.01296660	
44.219997	0.01548037	
44.239998	0.01274094	
44.259998	0.00526164	
44.279999	-0.00208630	
44.299999	-0.00710011	
44.320000	-0.00737402	
44.340000	-0.00701731	
44.360001	-0.00614531	
44.379997	-0.00277513	
