Time	Paced_left_y_baseline X
22.219999	0.02798443	
22.240000	0.02928621	
22.260000	0.02713093	
22.279999	0.02290043	
22.299999	0.01439233	
22.320000	0.00402625	
22.340000	-0.00622146	
22.359999	-0.01219192	
22.379999	-0.01286803	
22.400000	-0.01188405	
22.420000	-0.01100078	
22.439999	-0.01110117	
22.459999	-0.01096010	
22.480000	-0.01071864	
22.500000	-0.00862692	
22.519999	-0.00452001	
22.539999	0.00279762	
22.559999	0.01003891	
22.580000	0.01793580	
22.600000	0.02480280	
22.619999	0.03231986	
22.639999	0.03695945	
22.660000	0.03914113	
22.680000	0.03856523	
22.699999	0.03368570	
22.719999	0.02519089	
22.740000	0.01183705	
22.760000	-0.00051464	
22.779999	-0.00955777	
22.799999	-0.01340643	
22.820000	-0.01340659	
22.840000	-0.01282279	
22.859999	-0.01241942	
22.879999	-0.01259984	
22.900000	-0.01161048	
22.920000	-0.00911354	
22.939999	-0.00282361	
22.959999	0.00509161	
22.980000	0.01536690	
23.000000	0.02367020	
23.019999	0.03121448	
23.039999	0.03507170	
23.059999	0.03643166	
23.080000	0.03575589	
23.100000	0.03074637	
23.119999	0.02011831	
23.139999	0.00348163	
23.160000	-0.00843172	
23.180000	-0.01332083	
23.199999	-0.01220150	
23.219999	-0.01190776	
23.240000	-0.01234393	
23.260000	-0.01249222	
23.279999	-0.01205607	
23.299999	-0.00854118	
23.320000	-0.00231262	
23.340000	0.00594461	
23.359999	0.01239310	
23.379999	0.01896855	
23.400000	0.02522787	
23.420000	0.03360078	
23.439999	0.03958671	
23.459999	0.04402925	
23.480000	0.04508872	
23.500000	0.04127958	
23.519999	0.03201519	
23.539999	0.01559037	
23.559999	0.00036962	
23.580000	-0.00963899	
23.600000	-0.01249963	
23.619999	-0.01207355	
23.639999	-0.01172213	
23.660000	-0.01120761	
23.680000	-0.01105762	
23.699999	-0.00873353	
23.719999	-0.00343868	
23.740000	0.00485721	
23.760000	0.01302397	
23.779999	0.02139419	
23.799999	0.02855915	
23.820000	0.03531182	
23.840000	0.03874011	
23.859999	0.03766045	
23.879999	0.03017418	
23.900000	0.01540725	
23.920000	0.00049792	
23.939999	-0.00997342	
23.959999	-0.01316446	
23.980000	-0.01228844	
24.000000	-0.01107629	
24.019999	-0.00882535	
24.039999	-0.00778654	
24.059999	-0.00374402	
24.080000	0.00159152	
24.100000	0.01025800	
24.119999	0.01811454	
24.139999	0.02493262	
24.160000	0.02841976	
24.180000	0.02723652	
24.199999	0.01830572	
24.219999	0.00362909	
24.240000	-0.00857094	
24.260000	-0.01336843	
24.279999	-0.01242009	
24.299999	-0.01128361	
24.320000	-0.01109563	
24.340000	-0.00971885	
24.359999	-0.00610611	
24.379999	0.00176841	
24.400000	0.01175517	
24.420000	0.02249016	
24.439999	0.02974036	
24.459999	0.03402585	
24.480000	0.03513896	
24.500000	0.02980140	
24.519999	0.01609899	
24.539999	-0.00027975	
24.559999	-0.01159905	
24.580000	-0.01321356	
24.600000	-0.01215173	
24.619999	-0.01076640	
24.639999	-0.01105745	
24.660000	-0.01048778	
24.680000	-0.00822809	
24.699999	-0.00155109	
24.719999	0.00778830	
24.740000	0.02000432	
24.760000	0.02886097	
24.779999	0.03517562	
24.799999	0.03721470	
24.820000	0.03431539	
24.840000	0.02487090	
24.859999	0.00711069	
24.879999	-0.00629443	
24.900000	-0.01389018	
24.920000	-0.01317002	
24.939999	-0.01254031	
24.959999	-0.01215594	
24.980000	-0.01133388	
25.000000	-0.01089603	
25.019999	-0.00771743	
25.039999	-0.00172125	
25.059999	0.00866400	
25.080000	0.01934855	
25.100000	0.02963275	
25.119999	0.03552788	
25.139999	0.03691339	
25.160000	0.03289676	
25.180000	0.02424490	
25.199999	0.01044750	
25.219999	-0.00283033	
25.240000	-0.01147294	
25.260000	-0.01263615	
25.279999	-0.01177190	
25.299999	-0.01090764	
25.320000	-0.01090764	
25.340000	-0.01000772	
25.359999	-0.00760697	
25.379999	-0.00163803	
25.400000	0.00720905	
25.420000	0.01863679	
25.439999	0.02812870	
25.459999	0.03520302	
25.480000	0.03821146	
25.500000	0.03707935	
25.519999	0.03077327	
25.539999	0.01873919	
25.559999	0.00396673	
25.580000	-0.00757603	
25.599998	-0.01340643	
25.619999	-0.01281877	
25.639999	-0.01164714	
25.660000	-0.01061961	
25.680000	-0.01076354	
25.699999	-0.00936979	
25.719999	-0.00541554	
25.740000	0.00311895	
25.760000	0.01438898	
25.779999	0.02736498	
25.799999	0.03592403	
25.820000	0.03987828	
25.840000	0.03775091	
25.859999	0.03056258	
25.879999	0.01879805	
25.900000	0.00308312	
25.920000	-0.00640170	
25.939999	-0.01097926	
25.959999	-0.00964673	
25.980000	-0.00964673	
26.000000	-0.01025507	
26.019999	-0.01032753	
26.039999	-0.01040018	
26.059999	-0.00877607	
26.080000	-0.00566675	
26.099998	0.00028101	
26.119999	0.00821875	
26.139999	0.01751880	
26.160000	0.02455144	
26.180000	0.02903062	
26.199999	0.02986193	
26.219999	0.02628079	
26.240000	0.01842964	
26.260000	0.00450513	
26.279999	-0.00557797	
26.299999	-0.01194543	
26.320000	-0.01197468	
26.340000	-0.01154658	
26.359999	-0.01108924	
26.379999	-0.00913927	
26.400000	-0.00764681	
26.420000	-0.00312929	
26.439999	0.00200835	
26.459999	0.01032896	
26.480000	0.01783644	
26.500000	0.02465451	
26.519999	0.02828978	
26.539999	0.02716842	
26.559999	0.02062561	
26.580000	0.00817117	
26.599998	-0.00317839	
26.619999	-0.01073949	
26.639999	-0.01238899	
26.660000	-0.01184268	
26.680000	-0.01108705	
26.699999	-0.00944915	
26.719999	-0.00856690	
26.740000	-0.00477374	
26.760000	0.00021425	
26.779999	0.00834285	
26.799999	0.01542121	
26.820000	0.02155493	
26.840000	0.02454790	
26.859999	0.02111340	
26.879999	0.01155524	
26.900000	-0.00155294	
26.920000	-0.01009449	
26.939999	-0.01292032	
26.959999	-0.01219596	
26.980000	-0.01152371	
27.000000	-0.01157585	
27.019999	-0.01075126	
27.039999	-0.00971650	
27.059999	-0.00442299	
27.080000	0.00237054	
27.099998	0.01270820	
27.119999	0.01898772	
27.139999	0.02278407	
27.160000	0.01938218	
27.180000	0.00992189	
27.199999	-0.00193194	
27.219999	-0.01033460	
27.240000	-0.01290822	
27.260000	-0.01237839	
27.279999	-0.01180351	
27.299999	-0.01084441	
27.320000	-0.01047903	
27.340000	-0.00738233	
27.359999	-0.00331560	
27.379999	0.00262645	
27.400000	0.00583699	
27.420000	0.00869393	
27.439999	0.00966547	
27.459999	0.00835462	
27.480000	0.00253986	
27.500000	-0.00574611	
27.519999	-0.01174954	
27.539999	-0.01339112	
27.559999	-0.01256150	
27.580000	-0.01164512	
27.599998	-0.01155835	
27.619999	-0.01051536	
27.639999	-0.00953272	
27.660000	-0.00429116	
27.680000	0.00194916	
27.699999	0.01151387	
27.719999	0.01764794	
27.740000	0.02272606	
27.760000	0.02443105	
27.779999	0.02176629	
27.799999	0.01447943	
27.820000	0.00150274	
27.840000	-0.00793754	
27.859999	-0.01365545	
27.879999	-0.01366100	
27.900000	-0.01366100	
27.920000	-0.01366100	
27.939999	-0.01166883	
27.959999	-0.00967665	
27.980000	-0.00583877	
28.000000	-0.00206359	
28.019999	0.00467983	
28.039999	0.01145720	
28.059999	0.01778330	
28.080000	0.02114096	
28.099998	0.02134846	
28.119999	0.01757598	
28.139999	0.00885215	
28.160000	-0.00130509	
28.180000	-0.00941788	
28.199999	-0.01257932	
28.219999	-0.01251543	
28.240000	-0.01199351	
28.260000	-0.01147158	
28.279999	-0.01147158	
28.299999	-0.00969902	
28.320000	-0.00583507	
28.340000	0.00200835	
28.359999	0.01061632	
28.379999	0.02107471	
28.400000	0.02860790	
28.420000	0.03429706	
28.439999	0.03604391	
28.459999	0.03319186	
28.480000	0.02491194	
28.500000	0.00853722	
28.519999	-0.00437406	
28.539999	-0.01268542	
28.559999	-0.01290199	
28.580000	-0.01242346	
28.599998	-0.01180956	
28.619999	-0.01114775	
28.639999	-0.01109965	
28.660000	-0.00961696	
28.680000	-0.00699526	
28.699999	-0.00156942	
28.719999	0.00532180	
28.740000	0.01392961	
28.760000	0.02024896	
28.779999	0.02450301	
28.799999	0.02585338	
28.820000	0.02267899	
28.840000	0.01446834	
28.859999	0.00104742	
28.879999	-0.00838749	
28.900000	-0.01311974	
28.920000	-0.01264153	
28.939999	-0.00977166	
28.959999	-0.00710405	
28.980000	-0.00189175	
29.000000	0.00109920	
29.019999	0.00597739	
29.039999	0.00833006	
29.059999	0.01188026	
29.080000	0.01323316	
29.099998	0.01359971	
29.119999	0.00945596	
29.139999	-0.00004014	
29.160000	-0.00858860	
29.179998	-0.01347671	
29.199999	-0.01300187	
29.219999	-0.01105309	
29.240000	-0.00956702	
29.260000	-0.00597462	
29.279999	-0.00336301	
29.299999	0.00163995	
29.320000	0.00491875	
29.340000	0.01067938	
29.359999	0.01415357	
29.379999	0.01741423	
29.400000	0.01757967	
29.420000	0.01356070	
29.439999	0.00467932	
29.459999	-0.00611384	
29.480000	-0.01285878	
29.500000	-0.01382191	
29.519999	-0.01273973	
29.539999	-0.01165789	
29.559999	-0.01166394	
29.580000	-0.01064365	
29.599998	-0.00959678	
29.619999	-0.00463519	
29.639999	0.00121859	
29.660000	0.01073217	
29.679998	0.01806393	
29.699999	0.02459398	
29.719999	0.02743797	
29.740000	0.02459936	
29.760000	0.01592833	
29.779999	0.00163995	
29.799999	-0.00873353	
29.820000	-0.01365830	
29.840000	-0.01296555	
29.859999	-0.01049870	
29.879999	-0.00871789	
29.900000	-0.00471085	
29.920000	-0.00244376	
29.939999	0.00147668	
29.959999	0.00407805	
29.980000	0.00994425	
30.000000	0.01411624	
30.019999	0.01734158	
30.039999	0.01492216	
30.059999	0.00692405	
30.080000	-0.00310777	
30.099998	-0.01116355	
30.119999	-0.01348260	
30.139999	-0.01273099	
30.160000	-0.01173322	
30.179998	-0.01074521	
30.199999	-0.01075025	
30.219999	-0.00880028	
30.240000	-0.00549172	
30.260000	0.00098436	
30.279999	0.00808324	
30.299999	0.01552546	
30.320000	0.01979615	
30.340000	0.01896080	
30.359999	0.01280086	
30.379999	0.00081302	
30.400000	-0.00852302	
30.420000	-0.01364671	
30.439999	-0.01295395	
30.459999	-0.01048711	
30.480000	-0.00871789	
30.500000	-0.00407763	
30.519999	0.00029176	
30.539999	0.00738677	
30.559999	0.01184899	
30.580000	0.01569007	
30.599998	0.01676501	
30.619999	0.01495697	
30.639999	0.00687125	
30.660000	-0.00416321	
30.679998	-0.01254132	
30.699999	-0.01421469	
30.719999	-0.01293932	
30.740000	-0.01126780	
30.760000	-0.01086576	
30.779999	-0.00854386	
30.799999	-0.00507505	
30.820000	0.00165290	
30.840000	0.00875396	
30.859999	0.01691769	
30.879999	0.02181675	
30.900000	0.02346572	
30.920000	0.01873079	
30.939999	0.00644685	
30.959999	-0.00526372	
30.980000	-0.01292974	
31.000000	-0.01304677	
31.019999	-0.01066484	
31.039999	-0.00835706	
31.059999	-0.00320092	
31.080000	0.00059880	
31.099998	0.00688134	
31.119999	0.01158331	
31.139999	0.01685582	
31.160000	0.01945297	
31.179998	0.01739371	
31.199999	0.00787070	
31.219999	-0.00402685	
31.240000	-0.01253578	
31.260000	-0.01347570	
31.279999	-0.01203656	
31.299999	-0.00893110	
31.320000	-0.00717483	
31.340000	-0.00281705	
31.359999	0.00147399	
31.379999	0.00821741	
31.400000	0.01257503	
31.420000	0.01537362	
31.439999	0.01413810	
31.459999	0.00766405	
31.480000	-0.00185712	
31.500000	-0.01037395	
31.519999	-0.01387268	
31.539999	-0.01306845	
31.559999	-0.01176618	
31.580000	-0.00770281	
31.599998	-0.00364044	
31.619999	0.00350803	
31.639999	0.01019579	
31.660000	0.01788452	
31.679998	0.02248141	
31.699999	0.02359907	
31.719999	0.01792252	
31.740000	0.00466284	
31.760000	-0.00742806	
31.779999	-0.01427086	
31.799999	-0.01356061	
31.820000	-0.01162191	
31.840000	-0.01041396	
31.859999	-0.00654261	
31.879999	-0.00156471	
31.900000	0.00619934	
31.920000	0.01272939	
31.939999	0.01790503	
31.959999	0.02030192	
31.980000	0.01801652	
32.000000	0.01031786	
32.020000	-0.00164828	
32.040001	-0.01034519	
32.059998	-0.01383217	
32.079998	-0.01309082	
32.099998	-0.01129150	
32.119999	-0.01023977	
32.139999	-0.00670050	
32.160000	-0.00124170	
32.180000	0.00745505	
32.200001	0.01659183	
32.219997	0.02395418	
32.239998	0.02806967	
32.259998	0.02375510	
32.279999	0.01065803	
32.299999	-0.00431976	
32.320000	-0.01378272	
32.340000	-0.01393221	
32.360001	-0.01221210	
32.380001	-0.00741360	
32.399998	-0.00111946	
32.419998	0.00863743	
32.439999	0.01740649	
32.459999	0.02643482	
32.480000	0.03206293	
32.500000	0.03589495	
32.520000	0.03400601	
32.540001	0.02630872	
32.559998	0.01101886	
32.579998	-0.00371812	
32.599998	-0.01270947	
32.619999	-0.01328570	
32.639999	-0.01216872	
32.660000	-0.00922720	
32.680000	-0.00428158	
32.700001	0.00469714	
32.719997	0.01613061	
32.739998	0.02960198	
32.759998	0.04102956	
32.779999	0.04832214	
32.799999	0.04757491	
32.820000	0.03813681	
32.840000	0.01946625	
32.860001	0.00048009	
32.880001	-0.01164679	
32.899998	-0.01304677	
32.919998	-0.01124997	
32.939999	-0.00697038	
32.959999	-0.00304773	
32.980000	0.00399162	
33.000000	0.01022437	
33.020000	0.01783879	
33.040001	0.02450183	
33.059998	0.03082001	
33.079998	0.03447530	
33.099998	0.03308088	
33.119999	0.02536710	
33.139999	0.01176272	
33.160000	-0.00213321	
33.180000	-0.01045433	
33.200001	-0.01288500	
33.219997	-0.01014477	
33.239998	-0.00636405	
33.259998	-0.00001526	
33.279999	0.00737636	
33.299999	0.01808983	
33.320000	0.03020562	
33.340000	0.04158796	
33.360001	0.04786293	
33.380001	0.04545444	
33.399998	0.03297748	
33.419998	0.01142812	
33.439999	-0.00542378	
33.459999	-0.01371598	
33.480000	-0.01293595	
33.500000	-0.01044154	
33.520000	-0.00724596	
33.540001	-0.00077292	
33.559998	0.00590105	
33.579998	0.01413861	
33.599998	0.02108851	
33.619999	0.02888872	
33.639999	0.03362769	
33.660000	0.03545810	
33.680000	0.03354833	
33.700001	0.02769169	
33.719997	0.01664244	
33.739998	0.00168636	
33.759998	-0.00932305	
33.779999	-0.01382628	
33.799999	-0.01343182	
33.820000	-0.01142737	
33.840000	-0.00981772	
33.860001	-0.00445612	
33.880001	0.00275844	
33.899998	0.01487087	
33.919998	0.02605481	
33.939999	0.03612228	
33.959999	0.04129186	
33.980000	0.04010056	
34.000000	0.03036939	
34.020000	0.01132336	
34.040001	-0.00421196	
34.059998	-0.01337229	
34.079998	-0.01321794	
34.099998	-0.01227634	
34.119999	-0.01151565	
34.139999	-0.00964253	
34.160000	-0.00775191	
34.180000	-0.00206292	
34.200001	0.00652100	
34.219997	0.01931475	
34.239998	0.03024766	
34.259998	0.03782086	
34.279999	0.03958941	
34.299999	0.03424646	
34.320000	0.02197379	
34.340000	0.00442138	
34.360001	-0.00797722	
34.380001	-0.01343551	
34.399998	-0.01279758	
34.419998	-0.01065509	
34.439999	-0.00913371	
34.459999	-0.00511171	
34.480000	-0.00181037	
34.500000	0.00478560	
34.520000	0.01182225	
34.540001	0.02149761	
34.559998	0.02861716	
34.579998	0.03287725	
34.599998	0.03125921	
34.619999	0.02152282	
34.639999	0.00593503	
34.660000	-0.00750877	
34.680000	-0.01360920	
34.700001	-0.01223530	
34.719997	-0.01053032	
34.739998	-0.00744975	
34.759998	-0.00607383	
34.779999	-0.00241719	
34.799999	0.00140539	
34.820000	0.00822346	
34.840000	0.01477839	
34.860001	0.02076028	
34.880001	0.02373223	
34.899998	0.02036482	
34.919998	0.00883821	
34.939999	-0.00404030	
34.959999	-0.01259714	
34.980000	-0.01294520	
35.000000	-0.01192643	
35.020000	-0.01055992	
35.040001	-0.01021202	
35.059998	-0.00797454	
35.079998	-0.00275265	
35.099998	0.00650267	
35.119999	0.01707928	
35.139999	0.02697052	
35.160000	0.03282833	
35.180000	0.03302640	
35.200001	0.02615385	
35.219997	0.01237057	
35.239998	-0.00132124	
35.259998	-0.01061977	
35.279999	-0.01300725	
35.299999	-0.01115094	
35.320000	-0.00901467	
35.340000	-0.00354831	
35.360001	0.00082445	
35.380001	0.00756182	
35.399998	0.01334244	
35.419998	0.02194335	
35.439999	0.02797872	
35.459999	0.03182299	
35.480000	0.02850837	
35.500000	0.01822585	
35.520000	0.00349037	
35.540001	-0.00820926	
35.559998	-0.01299027	
35.579998	-0.01228844	
35.599998	-0.01107629	
35.619999	-0.00831014	
35.639999	-0.00637379	
35.660000	-0.00168560	
35.680000	0.00462921	
35.700001	0.01441722	
35.719997	0.02145338	
35.739998	0.02419648	
35.759998	0.01904774	
35.779999	0.00611123	
35.799999	-0.00571299	
35.820000	-0.01322836	
35.840000	-0.01280935	
35.860001	-0.01087065	
35.880001	-0.00920400	
35.899998	-0.00539352	
35.919998	-0.00013885	
35.939999	0.00873798	
35.959999	0.01818667	
35.980000	0.02664231	
36.000000	0.03133588	
36.020000	0.02862574	
36.040001	0.01719816	
36.059998	0.00161926	
36.079998	-0.00941905	
36.099998	-0.01242833	
36.119999	-0.01114623	
36.139999	-0.00719905	
36.160000	-0.00183307	
36.180000	0.00707151	
36.200001	0.01523407	
36.219997	0.02239230	
36.239998	0.02601211	
36.259998	0.02324815	
36.279999	0.01283112	
36.299999	-0.00125515	
36.320000	-0.01089367	
36.340000	-0.01324837	
36.360001	-0.01192927	
36.380001	-0.00872177	
36.399998	-0.00484352	
36.419998	0.00210975	
36.439999	0.00875413	
36.459999	0.01666817	
36.480000	0.02148835	
36.500000	0.02347481	
36.520000	0.01787208	
36.540001	0.00512944	
36.559998	-0.00636943	
36.579998	-0.01312731	
36.599998	-0.01273082	
36.619999	-0.01076892	
36.639999	-0.00919054	
36.660000	-0.00407124	
36.680000	0.00099024	
36.700001	0.00857355	
36.719997	0.01393229	
36.739998	0.01848362	
36.759998	0.01963288	
36.779999	0.01405235	
36.799999	0.00302041	
36.820000	-0.00753264	
36.840000	-0.01267214	
36.860001	-0.01242346	
36.880001	-0.01180956	
36.899998	-0.01137440	
36.919998	-0.01155314	
36.939999	-0.01016948	
36.959999	-0.00638960	
36.980000	0.00150493	
37.000000	0.01010853	
37.020000	0.01941749	
37.040001	0.02460575	
37.059998	0.02595022	
37.079998	0.02063283	
37.099998	0.00874740	
37.119999	-0.00304639	
37.139999	-0.01125300	
37.160000	-0.01288551	
37.180000	-0.01213525	
37.200001	-0.01123333	
37.219997	-0.00917912	
37.239998	-0.00638725	
37.259998	-0.00046016	
37.279999	0.00698222	
37.299999	0.01648237	
37.320000	0.02284713	
37.340000	0.02614729	
37.360001	0.02105218	
37.380001	0.00801009	
37.399998	-0.00499468	
37.419998	-0.01330134	
37.439999	-0.01366100	
37.459999	-0.01366100	
37.480000	-0.01366100	
37.500000	-0.01366100	
37.520000	-0.01366100	
37.540001	-0.00830847	
37.559998	-0.00027975	
37.579998	0.01222177	
37.599998	0.02074952	
37.619999	0.02619168	
37.639999	0.02712539	
37.660000	0.02195983	
37.680000	0.01266919	
37.700001	-0.00071238	
37.719997	-0.00937383	
37.739998	-0.01268424	
37.759998	-0.01186807	
37.779999	-0.01091167	
37.799999	-0.01067173	
37.820000	-0.00841507	
37.840000	-0.00351334	
37.860001	0.00465663	
37.879997	0.01298648	
37.899998	0.01913248	
37.919998	0.02191696	
37.939999	0.01786047	
37.959999	0.00726235	
37.980000	-0.00474818	
38.000000	-0.01202461	
38.020000	-0.01261429	
38.040001	-0.01179813	
38.059998	-0.01095270	
38.079998	-0.01085383	
38.099998	-0.00942528	
38.119999	-0.00609602	
38.139999	0.00095931	
38.160000	0.00912187	
38.180000	0.01777439	
38.200001	0.02267174	
38.219997	0.02430443	
38.239998	0.02000213	
38.259998	0.00917482	
38.279999	-0.00268067	
38.299999	-0.01112100	
38.320000	-0.01300725	
38.340000	-0.01242346	
38.360001	-0.01180956	
38.379997	-0.01002555	
38.399998	-0.00881895	
38.419998	-0.00445259	
38.439999	0.00110811	
38.459999	0.00983799	
38.480000	0.01613112	
38.500000	0.02076668	
38.520000	0.02006131	
38.540001	0.01340768	
38.559998	0.00189687	
38.579998	-0.00801168	
38.599998	-0.01269501	
38.619999	-0.01240395	
38.639999	-0.01157936	
38.660000	-0.01008844	
38.680000	-0.00942226	
38.700001	-0.00620666	
38.719997	-0.00193042	
38.739998	0.00531390	
38.759998	0.01136237	
38.779999	0.01616390	
38.799999	0.01785341	
38.820000	0.01307055	
38.840000	0.00312853	
38.860001	-0.00705579	
38.879997	-0.01212130	
38.899998	-0.01207036	
38.919998	-0.01163317	
38.939999	-0.01114775	
38.959999	-0.01109965	
38.980000	-0.00951524	
39.000000	-0.00680996	
39.020000	-0.00114419	
39.040001	0.00431579	
39.059998	0.01120768	
39.079998	0.01513301	
39.099998	0.01662563	
39.119999	0.01331857	
39.139999	0.00494029	
39.160000	-0.00359707	
39.180000	-0.01054882	
39.200001	-0.01242329	
39.219997	-0.01242346	
39.239998	-0.01180956	
39.259998	-0.01128764	
39.279999	-0.01137961	
39.299999	-0.00989121	
39.320000	-0.00715835	
39.340000	-0.00151443	
39.360001	0.00415134	
39.379997	0.01145554	
39.399998	0.01584880	
39.419998	0.01859023	
39.439999	0.01747997	
39.459999	0.01189086	
39.480000	0.00199507	
39.500000	-0.00745362	
39.520000	-0.01242329	
39.540001	-0.01228204	
39.559998	-0.01152708	
39.579998	-0.00974274	
39.599998	-0.00871369	
39.619999	-0.00525379	
39.639999	-0.00063772	
39.660000	0.00719543	
39.680000	0.01415156	
39.700001	0.02029991	
39.719997	0.02321722	
39.739998	0.02082519	
39.759998	0.01262312	
39.779999	-0.00006570	
39.799999	-0.00899936	
39.820000	-0.01263615	
39.840000	-0.01177190	
39.860001	-0.01013939	
39.879997	-0.00937113	
39.899998	-0.00605214	
39.919998	-0.00256433	
39.939999	0.00379236	
39.959999	0.00938080	
39.980000	0.01496537	
40.000000	0.01763263	
40.020000	0.01394776	
40.040001	0.00401145	
40.059998	-0.00664535	
40.079998	-0.01273216	
40.099998	-0.01244414	
40.119999	-0.01138785	
40.139999	-0.01017570	
40.160000	-0.01002000	
40.180000	-0.00814234	
40.200001	-0.00604121	
40.219997	-0.00113140	
40.239998	0.00228328	
40.259998	0.00539830	
40.279999	0.00544925	
40.299999	0.00112963	
40.320000	-0.00443560	
40.340000	-0.01045415	
40.360001	-0.01232879	
40.379997	-0.01242346	
40.399998	-0.01180956	
40.419998	-0.01075193	
40.439999	-0.01030821	
40.459999	-0.00723520	
40.480000	-0.00217372	
40.500000	0.00612132	
40.520000	0.01315479	
40.540001	0.01927827	
40.559998	0.02216800	
40.579998	0.02137822	
40.599998	0.01603073	
40.619999	0.00409301	
40.639999	-0.00470716	
40.660000	-0.01047215	
40.680000	-0.00964673	
40.700001	-0.00967716	
40.719997	-0.00970742	
40.739998	-0.00772703	
40.759998	-0.00571635	
40.779999	-0.00125650	
40.799999	0.00293349	
40.820000	0.01027986	
40.840000	0.01651700	
40.860001	0.02068362	
40.879997	0.01813540	
40.899998	0.00711741	
40.919998	-0.00356881	
40.939999	-0.01191650	
40.959999	-0.01260455	
40.980000	-0.01230524	
41.000000	-0.01078573	
41.020000	-0.00850032	
41.040001	-0.00671513	
41.059998	-0.00216195	
41.079998	0.00339621	
41.099998	0.01242539	
41.119999	0.01989199	
41.139999	0.02661288	
41.160000	0.02905652	
41.180000	0.02726847	
41.200001	0.01835431	
41.219997	0.00364222	
41.239998	-0.00767775	
41.259998	-0.01337868	
41.279999	-0.01266979	
41.299999	-0.01141711	
41.320000	-0.01021220	
41.340000	-0.00768162	
41.360001	-0.00606088	
41.379997	-0.00219154	
41.399998	0.00198935	
41.419998	0.00853117	
41.439999	0.01282439	
41.459999	0.01338717	
41.480000	0.00779268	
41.500000	-0.00171217	
41.520000	-0.00924285	
41.540001	-0.01291157	
41.559998	-0.01263011	
41.579998	-0.01220638	
41.599998	-0.01199991	
41.619999	-0.01070569	
41.639999	-0.00973012	
41.660000	-0.00539486	
41.680000	-0.00023755	
41.700001	0.00767834	
41.719997	0.01282708	
41.739998	0.01471938	
41.759998	0.01073301	
41.779999	0.00076240	
41.799999	-0.00754122	
41.820000	-0.01312226	
41.840000	-0.01280279	
41.860001	-0.01113060	
41.879997	-0.00906074	
41.899998	-0.00581153	
41.919998	-0.00427435	
41.939999	-0.00014977	
41.959999	0.00334914	
41.980000	0.00769061	
42.000000	0.00944486	
42.020000	0.00490598	
42.040001	-0.00230034	
42.059998	-0.00955357	
42.079998	-0.01142485	
42.099998	-0.01089956	
42.119999	-0.01032753	
42.139999	-0.00828290	
42.160000	-0.00681031	
42.180000	-0.00337881	
42.200001	-0.00141993	
42.219997	0.00060233	
42.239998	-0.00030228	
42.259998	-0.00440584	
42.279999	-0.00857295	
42.299999	-0.01148386	
42.320000	-0.01119584	
42.340000	-0.00952113	
42.360001	-0.00813444	
42.379997	-0.00430529	
42.399998	-0.00173756	
42.419998	0.00158547	
42.439999	0.00246587	
42.459999	0.00030018	
42.480000	-0.00414017	
42.500000	-0.00889765	
42.520000	-0.01073427	
42.540001	-0.00992937	
42.559998	-0.00732617	
42.579998	-0.00141388	
42.599998	0.00572535	
42.619999	0.01349343	
42.639999	0.01795228	
42.660000	0.01766694	
42.680000	0.01128083	
42.700001	0.00053643	
42.719997	-0.00781277	
42.739998	-0.01150993	
42.759998	-0.01084845	
42.779999	-0.00832982	
42.799999	-0.00461568	
42.820000	0.00249042	
42.840000	0.00901408	
42.860001	0.01495528	
42.879997	0.01735622	
42.899998	0.01675880	
42.919998	0.01133968	
42.939999	0.00084497	
42.959999	-0.00794712	
42.980000	-0.01218334	
43.000000	-0.01119550	
43.020000	-0.00721048	
43.040001	-0.00144853	
43.059998	0.00717592	
43.079998	0.01304415	
43.099998	0.01644301	
43.119999	0.01611279	
43.139999	0.01113068	
43.160000	0.00158581	
43.180000	-0.00755501	
43.200001	-0.01226473	
43.219997	-0.01068468	
43.239998	-0.00646527	
43.259998	0.00082748	
43.279999	0.00785220	
43.299999	0.01384655	
43.320000	0.01676755	
43.340000	0.01380922	
43.360001	0.00463426	
43.379997	-0.00556520	
43.399998	-0.01165992	
43.419998	-0.01119214	
43.439999	-0.00970003	
43.459999	-0.00512263	
43.480000	-0.00019349	
43.500000	0.00748767	
43.520000	0.01207043	
43.540001	0.01584005	
43.559998	0.01681395	
43.579998	0.01362392	
43.599998	0.00450513	
43.619999	-0.00561093	
43.639999	-0.01158088	
43.660000	-0.01129268	
43.680000	-0.00996333	
43.700001	-0.00610140	
43.719997	-0.00138530	
43.739998	0.00631402	
43.759998	0.01179384	
43.779999	0.01619636	
43.799999	0.01761599	
43.820000	0.01534857	
43.840000	0.00630376	
43.860001	-0.00433084	
43.879997	-0.01158123	
43.899998	-0.01199149	
43.919998	-0.01081179	
43.939999	-0.00668637	
43.959999	-0.00212497	
43.980000	0.00461745	
44.000000	0.00855875	
44.020000	0.01082280	
44.040001	0.01064575	
44.059998	0.00603625	
44.079998	-0.00136815	
44.099998	-0.00895783	
44.119999	-0.01223899	
44.139999	-0.01119214	
44.160000	-0.00970003	
44.180000	-0.00558470	
44.200001	-0.00149527	
44.219997	0.00478660	
44.239998	0.00844508	
44.259998	0.01022573	
44.279999	0.00754736	
44.299999	0.00012565	
44.320000	-0.00689034	
44.340000	-0.01144166	
44.360001	-0.01124965	
44.379997	-0.00913103	
44.399998	-0.00547019	
44.419998	0.00042494	
44.439999	0.00512508	
44.459999	0.01071519	
44.480000	0.01407084	
44.500000	0.01529527	
44.520000	0.01061548	
44.539997	0.00083639	
