Time	Left_Forefoot_y_baseline X
16.779999	0.01014739	
16.799999	0.01895848	
16.820000	0.02636251	
16.840000	0.03034194	
16.859999	0.03128533	
16.879999	0.02880783	
16.900000	0.02052970	
16.920000	0.00759874	
16.940001	-0.00525056	
16.959999	-0.01213236	
16.980000	-0.01344164	
17.000000	-0.01344164	
17.020000	-0.01285754	
17.039999	-0.01216102	
17.059999	-0.01008180	
17.080000	-0.00858957	
17.100000	-0.00453959	
17.119999	0.00130393	
17.139999	0.01043904	
17.160000	0.01734312	
17.180000	0.02268669	
17.199999	0.02463330	
17.219999	0.02506910	
17.240000	0.02129243	
17.260000	0.01261397	
17.279999	0.00189278	
17.299999	-0.00725202	
17.320000	-0.01155278	
17.340000	-0.01254712	
17.359999	-0.01252155	
17.379999	-0.01236625	
17.400000	-0.01223631	
17.420000	-0.01012407	
17.440001	-0.00792564	
17.459999	-0.00300282	
17.480000	0.00252391	
17.500000	0.01117247	
17.520000	0.01709643	
17.539999	0.02156365	
17.559999	0.02269308	
17.580000	0.01863487	
17.600000	0.00777529	
17.619999	-0.00536956	
17.639999	-0.01318094	
17.660000	-0.01535895	
17.680000	-0.01525232	
17.699999	-0.01521046	
17.719999	-0.01506691	
17.740000	-0.01267810	
17.760000	-0.01036911	
17.779999	-0.00502883	
17.799999	0.00122967	
17.820000	0.01041511	
17.840000	0.01650615	
17.859999	0.01917340	
17.879999	0.01641972	
17.900000	0.00800197	
17.920000	-0.00203158	
17.940001	-0.00971982	
17.959999	-0.01174337	
17.980000	-0.01200201	
18.000000	-0.01211214	
18.020000	-0.01176007	
18.039999	-0.01129806	
18.059999	-0.00844829	
18.080000	-0.00336500	
18.100000	0.00503297	
18.119999	0.01125023	
18.139999	0.01384591	
18.160000	0.00991537	
18.180000	0.00184245	
18.199999	-0.00603266	
18.219999	-0.01211709	
18.240000	-0.01426665	
18.260000	-0.01577868	
18.279999	-0.01586881	
18.299999	-0.01575971	
18.320000	-0.01547673	
18.340000	-0.01244009	
18.359999	-0.00863494	
18.379999	-0.00079180	
18.400000	0.00592665	
18.420000	0.01207688	
18.440001	0.01374567	
18.459999	0.00915037	
18.480000	0.00011241	
18.500000	-0.00814798	
18.520000	-0.01185639	
18.539999	-0.01288311	
18.559999	-0.01432750	
18.580000	-0.01524511	
18.600000	-0.01479217	
18.619999	-0.01259725	
18.639999	-0.01074511	
18.660000	-0.00601904	
18.680000	-0.00105147	
18.699999	0.00721614	
18.719999	0.01267399	
18.740000	0.01538248	
18.760000	0.01152062	
18.779999	0.00305727	
18.799999	-0.00585961	
18.820000	-0.01250814	
18.840000	-0.01473917	
18.859999	-0.01569350	
18.879999	-0.01574589	
18.900000	-0.01555572	
18.920000	-0.01542331	
18.939999	-0.01245452	
18.959999	-0.00849819	
18.980000	-0.00071095	
19.000000	0.00464191	
19.020000	0.00925639	
19.039999	0.00825214	
19.059999	0.00220875	
19.080000	-0.00507276	
19.100000	-0.01185577	
19.119999	-0.01400162	
19.139999	-0.01556417	
19.160000	-0.01578714	
19.180000	-0.01592305	
19.199999	-0.01572588	
19.219999	-0.01197870	
19.240000	-0.00786108	
19.260000	-0.00002949	
19.279999	0.00477639	
19.299999	0.01008634	
19.320000	0.01162313	
19.340000	0.00877623	
19.359999	0.00156711	
19.379999	-0.00731802	
19.400000	-0.01247184	
19.420000	-0.01455437	
19.439999	-0.01496090	
19.459999	-0.01539753	
19.480000	-0.01550417	
19.500000	-0.01419280	
19.520000	-0.01282866	
19.539999	-0.00893958	
19.559999	-0.00392333	
19.580000	0.00446309	
19.600000	0.01053886	
19.619999	0.01430358	
19.639999	0.01395191	
19.660000	0.00982770	
19.680000	0.00087968	
19.699999	-0.00868589	
19.719999	-0.01460965	
19.740000	-0.01588696	
19.760000	-0.01574589	
19.779999	-0.01568814	
19.799999	-0.01563574	
19.820000	-0.01430172	
19.840000	-0.01272719	
19.859999	-0.00808157	
19.879999	-0.00239438	
19.900000	0.00628471	
19.920000	0.01184011	
19.939999	0.01441227	
19.959999	0.01364543	
19.980000	0.00909139	
20.000000	0.00150090	
20.020000	-0.00707835	
20.039999	-0.01187000	
20.059999	-0.01317929	
20.080000	-0.01339379	
20.100000	-0.01410908	
20.119999	-0.01460986	
20.139999	-0.01446672	
20.160000	-0.01382279	
20.180000	-0.01079749	
20.199999	-0.00676134	
20.219999	0.00039044	
20.240000	0.00535637	
20.260000	0.00940201	
20.279999	0.00731328	
20.299999	0.00066970	
20.320000	-0.00683394	
20.340000	-0.01282412	
20.359999	-0.01442216	
20.379999	-0.01602392	
20.400000	-0.01612188	
20.420000	-0.01521665	
20.439999	-0.01418146	
20.459999	-0.01129785	
20.480000	-0.00770825	
20.500000	-0.00041291	
20.520000	0.00535451	
20.539999	0.01036231	
20.559999	0.01161592	
20.580000	0.00876921	
20.600000	0.00101869	
20.619999	-0.00731349	
20.639999	-0.01193993	
20.660000	-0.01286083	
20.680000	-0.01305781	
20.699999	-0.01318052	
20.719999	-0.01309349	
20.740000	-0.01265128	
20.760000	-0.01197849	
20.779999	-0.00918131	
20.799999	-0.00602379	
20.820000	0.00013798	
20.840000	0.00610857	
20.859999	0.01258735	
20.879999	0.01589915	
20.900000	0.01547530	
20.920000	0.00999065	
20.939999	0.00004084	
20.959999	-0.00790913	
20.980000	-0.01259683	
21.000000	-0.01289053	
21.020000	-0.01345155	
21.039999	-0.01353136	
21.059999	-0.01285754	
21.080000	-0.01216102	
21.100000	-0.00961258	
21.119999	-0.00702597	
21.139999	-0.00121421	
21.160000	0.00491479	
21.180000	0.01188631	
21.199999	0.01569867	
21.219999	0.01639313	
21.240000	0.01380774	
21.260000	0.00749211	
21.279999	-0.00153142	
21.299999	-0.00883810	
21.320000	-0.01262860	
21.340000	-0.01337729	
21.359999	-0.01417962	
21.379999	-0.01414372	
21.400000	-0.01358911	
21.420000	-0.01103489	
21.439999	-0.00891854	
21.459999	-0.00454848	
21.480000	-0.00014953	
21.500000	0.00689584	
21.520000	0.01178339	
21.539999	0.01474723	
21.559999	0.01430668	
21.580000	0.00938013	
21.600000	0.00084956	
21.619999	-0.00789058	
21.639999	-0.01207955	
21.660000	-0.01308091	
21.680000	-0.01331191	
21.699999	-0.01336822	
21.719999	-0.01320136	
21.740000	-0.01149544	
21.760000	-0.01003003	
21.779999	-0.00569130	
21.799999	-0.00079633	
21.820000	0.00681746	
21.840000	0.01163118	
21.859999	0.01354107	
21.879999	0.00998878	
21.900000	0.00171417	
21.920000	-0.00601307	
21.939999	-0.01140945	
21.959999	-0.01205356	
21.980000	-0.01283732	
22.000000	-0.01328819	
22.020000	-0.01384899	
