Time	Knöchel re X	Knöchel re Y	Knöchel re Weg	Knöchel re v(X)	Knöchel re v(Y)	Knöchel re v(Bahn)	Knöchel re a(X)	Knöchel re a(Y)	Knöchel re a(Bahn)
4.120000	-0.82688546	-0.51795197	1.31405759	0.40100995	-0.33572379	0.52299088	-7.71757603	1.19569075	-5.80408764	
4.140000	-0.82103401	-0.52432388	1.32270861	0.20482010	-0.29107195	0.35591313	-7.92035007	1.93245435	-5.15583515	
4.160000	-0.81973976	-0.52965230	1.32819200	0.02685436	-0.23924625	0.24074867	-6.97602415	2.28166270	-3.68524957	
4.180000	-0.82208461	-0.53398347	1.33311713	-0.10274843	-0.19067518	0.21659701	-5.27705908	2.30738330	-1.96744263	
4.200000	-0.82646936	-0.53706807	1.33847821	-0.17990214	-0.14547054	0.23135786	-3.36839604	2.07978892	-0.52905208	
4.220000	-0.83123517	-0.53942055	1.34379303	-0.21627387	-0.10345922	0.23974611	-1.79764545	1.75474215	0.11521108	
4.240000	-0.83557004	-0.54109854	1.34844136	-0.22624399	-0.06996887	0.23681635	-0.80973804	1.43328822	0.10044850	
4.260000	-0.83984739	-0.54209924	1.35283422	-0.22554463	-0.04788759	0.23057234	-0.30789581	1.10293281	-0.02208022	
4.280000	-0.84435844	-0.54250044	1.35736310	-0.22762881	-0.03145435	0.22979176	-0.11037385	0.78771663	-0.04054741	
4.300000	-0.84907252	-0.54288894	1.36209321	-0.23261821	-0.01820847	0.23332977	-0.07110943	0.57957846	0.00145435	
4.320000	-0.85377246	-0.54337651	1.36681843	-0.23536474	-0.00938425	0.23555174	-0.03694263	0.47361833	0.00595500	
4.340000	-0.85862768	-0.54355526	1.37167692	-0.23453698	-0.00335028	0.23456091	0.06142219	0.37972164	-0.06970376	
4.360000	-0.86325264	-0.54342037	1.37630379	-0.23206612	0.00444501	0.23210870	0.17227654	0.28335506	-0.17046195	
4.380000	-0.86792147	-0.54313898	1.38098109	-0.22690809	0.01163457	0.22720617	0.26368272	0.21835437	-0.25853491	
4.400000	-0.87235296	-0.54288965	1.38541961	-0.22059943	0.01478145	0.22109410	0.35415265	0.16973574	-0.34655306	
4.420000	-0.87682408	-0.54251230	1.38990664	-0.21337336	0.01516888	0.21391186	0.43471125	0.12602282	-0.42460999	
4.440000	-0.88091415	-0.54220724	1.39400804	-0.20391883	0.01633589	0.20457211	0.48293346	0.13299027	-0.46680543	
4.460000	-0.88504934	-0.54189372	1.39815509	-0.19223832	0.01910477	0.19318530	0.50551486	0.22288270	-0.47020411	
4.480000	-0.88873112	-0.54161608	1.40184736	-0.18076169	0.02381999	0.18232439	0.49468717	0.38636026	-0.41303781	
4.500000	-0.89226317	-0.54109430	1.40541780	-0.17105135	0.03178416	0.17397930	0.45399463	0.62608147	-0.26842239	
4.520000	-0.89536524	-0.54041749	1.40859282	-0.16285969	0.04523768	0.16902582	0.43888444	0.97296047	-0.02825992	
4.540000	-0.89857614	-0.53942513	1.41195357	-0.15625079	0.06619167	0.16969280	0.53036141	1.44004846	0.32370526	
4.560000	-0.90164620	-0.53813577	1.41528344	-0.14813983	0.09794156	0.17758930	0.76800925	1.98686981	0.81361479	
4.580000	-0.90474445	-0.53607178	1.41900623	-0.13370384	0.14330119	0.19598967	1.16917181	2.50332808	1.38580632	
4.600000	-0.90744084	-0.53304386	1.42306066	-0.10728633	0.20260157	0.22925477	1.74606013	2.81009150	1.88744760	
4.620000	-0.90960240	-0.52844036	1.42814636	-0.06763212	0.27043238	0.27876115	2.47360802	2.69962955	2.16442752	
4.640000	-0.91069847	-0.52230716	1.43437672	-0.01197208	0.33455032	0.33476448	3.28801084	2.02353168	2.14946246	
4.660000	-0.91053611	-0.51448423	1.44220138	0.06163267	0.37800297	0.38299456	4.13532877	0.74751025	1.95101297	
4.680000	-0.90885061	-0.50578392	1.45106339	0.15415394	0.38493595	0.41465542	4.96035242	-0.99545020	1.89512753	
4.700000	-0.90513676	-0.49710420	1.46050429	0.26351601	0.34655878	0.43536612	5.64786053	-2.90484357	2.28684807	
4.720000	-0.89896321	-0.48996136	1.46994531	0.38760141	0.26127586	0.46743974	6.03650665	-4.59501314	3.09990168	
4.740000	-0.88995087	-0.48526743	1.48010671	0.52002496	0.13950822	0.53841293	5.91902542	-5.72121906	3.96877170	
4.760000	-0.87811184	-0.48371521	1.49204707	0.64901835	-0.00080342	0.64901882	5.07140493	-6.04161501	4.33438587	
4.780000	-0.86350518	-0.48547193	1.50675893	0.75716472	-0.13703376	0.76946515	3.36090159	-5.49300003	3.64659214	
4.800000	-0.84662199	-0.49010965	1.52426755	0.82048392	-0.24981564	0.85767227	0.86349761	-4.23882055	1.70076478	
4.820000	-0.82839870	-0.49699417	1.54374790	0.81723374	-0.32286111	0.87869805	-2.12801743	-2.57537413	-1.16990244	
4.840000	-0.81056416	-0.50488174	1.56324875	0.73752695	-0.35216147	0.81729048	-5.09584570	-0.82988572	-4.20571899	
4.860000	-0.79555839	-0.51279980	1.58021545	0.58890706	-0.34347287	0.68175155	-7.38630962	0.66601771	-6.37063980	
4.880000	-0.78506911	-0.51955265	1.59269047	0.39307112	-0.30668417	0.49855801	-8.50220394	1.67322195	-6.75803089	
4.900000	-0.77977008	-0.52522045	1.60044956	0.18716845	-0.25393531	0.31546023	-8.33409023	2.18396091	-5.53259420	
4.920000	-0.77896792	-0.52965534	1.60495639	0.01050060	-0.20071906	0.20099354	-7.10348749	2.30818486	-3.59257197	
4.940000	-0.78170854	-0.53303713	1.60930932	-0.11514445	-0.15557601	0.19355139	-5.23346281	2.13688064	-1.57144821	
4.960000	-0.78609210	-0.53538245	1.61428082	-0.19096376	-0.11612818	0.22350149	-3.28043103	1.79803073	-0.03207505	
4.980000	-0.79084802	-0.53733355	1.61942136	-0.22707845	-0.08207134	0.24145462	-1.71008360	1.45884490	0.48545814	
5.000000	-0.79541296	-0.53874880	1.62420070	-0.23611426	-0.05664078	0.24281295	-0.66343224	1.16297853	0.21191561	
5.020000	-0.80021274	-0.53954530	1.62906611	-0.23349713	-0.03896901	0.23672661	-0.05142327	0.86547714	-0.14856471	
5.040000	-0.80498779	-0.53983140	1.63384974	-0.22943954	-0.02451488	0.23074549	0.22827758	0.59963435	-0.31997102	
5.060000	-0.80962062	-0.54016018	1.63849425	-0.22362909	-0.01435900	0.22408961	0.29059625	0.42698255	-0.33500293	
5.080000	-0.81392300	-0.54047841	1.64280844	-0.21568528	-0.00958368	0.21589810	0.27901322	0.31582862	-0.29952154	
5.100000	-0.81816339	-0.54065007	1.64705229	-0.20901626	-0.00647704	0.20911659	0.25173017	0.22532605	-0.25883389	
5.120000	-0.82213122	-0.54067534	1.65102017	-0.20532650	-0.00173996	0.20533387	0.19358650	0.18177167	-0.19520749	
5.140000	-0.82624143	-0.54067582	1.65513039	-0.20266813	0.00236779	0.20268196	0.13039076	0.17916252	-0.12938605	
5.160000	-0.83025402	-0.54058003	1.65914416	-0.20094854	0.00526483	0.20101750	0.10247133	0.16740054	-0.09896739	
5.180000	-0.83439493	-0.54042256	1.66328812	-0.19976836	0.00834142	0.19994244	0.09480916	0.15285394	-0.08850174	
5.200000	-0.83825529	-0.54026443	1.66715169	-0.19790968	0.01135667	0.19823526	0.08294902	0.17213123	-0.07199940	
5.220000	-0.84224433	-0.54000783	1.67114902	-0.19531243	0.01395270	0.19581017	0.08135217	0.22687601	-0.06048143	
5.240000	-0.84606457	-0.53967732	1.67498350	-0.19370583	0.01824646	0.19456331	0.09734167	0.32210910	-0.05471232	
5.260000	-0.84999520	-0.53931153	1.67893112	-0.19299132	0.02500563	0.19460455	0.13137926	0.49022028	-0.03665219	
5.280000	-0.85374159	-0.53884816	1.68270600	-0.19088455	0.03542750	0.19414432	0.21255319	0.73839051	-0.00375118	
5.300000	-0.85766983	-0.53810549	1.68670380	-0.18660691	0.05101485	0.19345453	0.37178129	1.05032539	0.05974090	
5.320000	-0.86138642	-0.53704101	1.69056988	-0.17877337	0.07489073	0.19382605	0.58889169	1.40627098	0.21356174	
5.340000	-0.86502516	-0.53538126	1.69456923	-0.16535240	0.10706927	0.19699048	0.83550125	1.76773131	0.48988676	
5.360000	-0.86823481	-0.53314120	1.69848323	-0.14511068	0.14760439	0.20698832	1.10324049	2.05231977	0.82962954	
5.380000	-0.87107462	-0.52976644	1.70289385	-0.11992326	0.19404955	0.22811580	1.38537467	2.14378715	1.10925508	
5.400000	-0.87319326	-0.52550673	1.70765138	-0.08973749	0.24321219	0.25923926	1.68625510	1.93337166	1.18535399	
5.420000	-0.87471390	-0.51992983	1.71343184	-0.05444038	0.28674939	0.29187149	2.05582404	1.33630884	0.95088351	
5.440000	-0.87551296	-0.51361597	1.71979606	-0.01178582	0.31405428	0.31427535	2.54730773	0.33479553	0.48526368	
5.460000	-0.87551391	-0.50646359	1.72694850	0.04086692	0.31476703	0.31740886	3.15778327	-0.99555200	0.17480719	
5.480000	-0.87443399	-0.49963376	1.73386323	0.10904615	0.28117785	0.30158257	3.81713223	-2.46107912	0.45192209	
5.500000	-0.87184775	-0.49369910	1.74033689	0.19433491	0.21269313	0.28810489	4.34794092	-3.78359795	1.30858099	
5.520000	-0.86738670	-0.48989159	1.74620187	0.29410434	0.11409641	0.31546053	4.44602966	-4.65249443	2.29910517	
5.540000	-0.86048585	-0.48854896	1.75323212	0.39822319	-0.00061492	0.39822367	3.81768775	-4.85584021	2.88165808	
5.560000	-0.85123283	-0.48994967	1.76259053	0.48611072	-0.11267310	0.49899784	2.35961223	-4.36163473	2.54766345	
5.580000	-0.83980155	-0.49383894	1.77466536	0.52974081	-0.20061599	0.56645572	0.17317650	-3.29350305	1.02728558	
5.600000	-0.82740819	-0.49952033	1.78829885	0.51065660	-0.25427976	0.57046330	-2.39517498	-1.90098536	-1.27824318	
5.620000	-0.81603342	-0.50585347	1.80131781	0.42674723	-0.27281928	0.50650132	-4.73495913	-0.53807676	-3.21018267	
5.640000	-0.80789787	-0.51161766	1.81128848	0.28874588	-0.26207730	0.38994703	-6.23228741	0.48390189	-3.75353622	
5.660000	-0.80377507	-0.51660341	1.81775808	0.12413383	-0.23214063	0.26324603	-6.62103891	1.08502698	-3.06985044	
5.680000	-0.80362785	-0.52079862	1.82195592	-0.02887124	-0.19902629	0.20110945	-5.98007488	1.35018349	-1.83551204	
5.700000	-0.80667078	-0.52436048	1.82664061	-0.14203334	-0.17227077	0.22327268	-4.59344339	1.37836123	-0.47171828	
5.720000	-0.81160712	-0.52730423	1.83238804	-0.21164210	-0.14884317	0.25874054	-2.92637420	1.28884363	0.43952945	
5.740000	-0.81688643	-0.53012633	1.83837426	-0.24494644	-0.12380352	0.27445593	-1.48788178	1.22627628	0.44989693	
5.760000	-0.82180434	-0.53264809	1.84390104	-0.25165394	-0.09862131	0.27028850	-0.52121532	1.20532703	-0.02598184	
5.780000	-0.82673687	-0.53449434	1.84916782	-0.24470827	-0.07448442	0.25579301	0.02589436	1.11554086	-0.37667400	
5.800000	-0.83168012	-0.53542209	1.85419738	-0.23806408	-0.05072900	0.24340899	0.25038600	0.92206991	-0.47504604	
5.820000	-0.83647293	-0.53599632	1.85902452	-0.23346981	-0.03130981	0.23555988	0.23852727	0.69620621	-0.37662503	
5.840000	-0.84091878	-0.53636265	1.86348546	-0.22865972	-0.02121254	0.22964154	0.14310536	0.48218295	-0.21739791	
5.860000	-0.84543169	-0.53670514	1.86801136	-0.22548379	-0.01794199	0.22619650	0.07999598	0.30359337	-0.11138514	
5.880000	-0.84981138	-0.53697735	1.87239945	-0.22614589	-0.01560995	0.22668400	0.04537104	0.21553615	-0.05805124	
5.900000	-0.85439283	-0.53739262	1.87699974	-0.22745521	-0.01189137	0.22776584	0.03878094	0.23016606	-0.04611690	
5.920000	-0.85896289	-0.53765941	1.88157761	-0.22716786	-0.00662431	0.22726442	0.09384269	0.27592731	-0.09746746	
5.940000	-0.86368138	-0.53778636	1.88629782	-0.22484204	0.00026276	0.22484219	0.19498074	0.29586977	-0.19350553	
5.960000	-0.86811453	-0.53761065	1.89073443	-0.21970139	0.00770241	0.21983637	0.28962809	0.29250997	-0.28203398	
5.980000	-0.87249410	-0.53734827	1.89512181	-0.21178441	0.01334299	0.21220431	0.36548397	0.29338503	-0.34870702	
6.000000	-0.87658888	-0.53695518	1.89923537	-0.20287675	0.01770183	0.20364755	0.42940888	0.33969384	-0.39185828	
6.020000	-0.88062245	-0.53660405	1.90328419	-0.19434632	0.02251043	0.19564563	0.48419499	0.49182871	-0.38585097	
6.040000	-0.88434362	-0.53620809	1.90702641	-0.18495786	0.03139326	0.18760316	0.55094415	0.78276265	-0.29495749	
6.060000	-0.88802910	-0.53562456	1.91075778	-0.17392156	0.04790374	0.18039811	0.67071044	1.19965565	-0.08075601	
6.080000	-0.89142072	-0.53469545	1.91427433	-0.16024777	0.07589829	0.17731300	0.85677058	1.69010949	0.29101211	
6.100000	-0.89459759	-0.53307551	1.91784036	-0.14257947	0.11567295	0.18360049	1.09419894	2.15543318	0.79182172	
6.120000	-0.89730805	-0.53053617	1.92155445	-0.11842246	0.16667861	0.20446427	1.37342656	2.46074152	1.29363060	
6.140000	-0.89957118	-0.52671206	1.92599809	-0.08779959	0.22422588	0.24080285	1.70177782	2.46768093	1.62100792	
6.160000	-0.90111119	-0.52163202	1.93130648	-0.05076923	0.28080606	0.28535864	2.09225750	2.06590199	1.62370837	
6.180000	-0.90180844	-0.51515037	1.93782556	-0.00703732	0.32535356	0.32542965	2.56870866	1.20178902	1.27924132	
6.200000	-0.90155357	-0.50782436	1.94515598	0.04668954	0.34645262	0.34958452	3.16451859	-0.07758188	0.83643836	
6.220000	-0.90026903	-0.50002939	1.95305610	0.11364739	0.33420336	0.35299805	3.87780833	-1.61186910	0.77650046	
6.240000	-0.89768296	-0.49292037	1.96062088	0.19765215	0.28381708	0.34585908	4.62106657	-3.14522839	1.38888311	
6.260000	-0.89321977	-0.48721766	1.96786249	0.30016142	0.19769026	0.35941386	5.22197819	-4.40038109	2.52379274	
6.280000	-0.88641512	-0.48395696	1.97540808	0.41814578	0.08625658	0.42694974	5.45151138	-5.12804890	3.76257682	
6.300000	-0.87682456	-0.48340353	1.98501456	0.54066306	-0.03438566	0.54175538	5.03904915	-5.17021894	4.50884581	
6.320000	-0.86448944	-0.48572621	1.99756646	0.65153068	-0.14795294	0.66811848	3.78601742	-4.51982880	4.12717199	
6.340000	-0.84971231	-0.49027488	2.01302791	0.72909039	-0.23758850	0.76682532	1.71053624	-3.34119654	2.40613103	
6.360000	-0.83347374	-0.49650544	2.03042078	0.74962151	-0.29274312	0.80475521	-0.94007564	-1.89504123	-0.26981869	
6.380000	-0.81697059	-0.50349355	2.04834247	0.69968843	-0.31019488	0.76536578	-3.74555445	-0.45980123	-3.21470904	
6.400000	-0.80229801	-0.51027602	2.06450677	0.58302307	-0.29737690	0.65448374	-6.12610006	0.71244085	-5.56611204	
6.420000	-0.79135293	-0.51619726	2.07695079	0.41674781	-0.26418108	0.49342719	-7.53532791	1.45170844	-6.34563875	
6.440000	-0.78506190	-0.52085161	2.08477640	0.22867860	-0.22162339	0.31845066	-7.75303316	1.74895048	-5.41878891	
6.460000	-0.78311467	-0.52473104	2.08911705	0.05556666	-0.17983162	0.18822080	-6.92388821	1.74533188	-3.64599133	
6.480000	-0.78466809	-0.52778691	2.09254503	-0.07547187	-0.14676024	0.16502900	-5.39198637	1.58418679	-1.71584439	
6.500000	-0.78841460	-0.53031760	2.09706616	-0.15867545	-0.12096907	0.19952798	-3.62544322	1.37046957	-0.07038958	
6.520000	-0.79282552	-0.53236908	2.10193086	-0.20356444	-0.09693549	0.22546612	-2.10280776	1.19942594	0.68596613	
6.540000	-0.79716825	-0.53425467	2.10666537	-0.22156702	-0.07388440	0.23356123	-1.06930196	1.10782790	0.54047567	
6.560000	-0.80148542	-0.53559881	2.11118698	-0.22625367	-0.05237185	0.23223595	-0.47847992	1.02402723	0.19749823	
6.580000	-0.80612385	-0.53634673	2.11588526	-0.22908764	-0.03217855	0.23133656	-0.19103119	0.87965125	0.03221965	
6.600000	-0.81081569	-0.53658444	2.12058306	-0.23311242	-0.01372968	0.23351640	-0.08820260	0.68594283	0.00409198	
6.620000	-0.81557304	-0.53662473	2.12534046	-0.23494999	-0.00104159	0.23495230	-0.04152108	0.47548860	0.00448823	
6.640000	-0.82024735	-0.53650671	2.13001633	-0.23453227	0.00463376	0.23457804	0.03428098	0.26269713	-0.04442134	
6.660000	-0.82496649	-0.53627294	2.13474131	-0.23303545	0.00569125	0.23310493	0.12705581	0.08328376	-0.12742257	
6.680000	-0.82956320	-0.53609771	2.13934135	-0.23008923	0.00486473	0.23014066	0.20615698	-0.01525050	-0.20601591	
6.700000	-0.83424062	-0.53605795	2.14401889	-0.22480553	0.00291020	0.22482437	0.27809709	-0.03673735	-0.27862564	
6.720000	-0.83870512	-0.53608334	2.14848351	-0.21816830	0.00144069	0.21817306	0.33488819	-0.02017989	-0.33525524	
6.740000	-0.84306234	-0.53611040	2.15284085	-0.21037650	0.00150502	0.21038188	0.34438396	0.01868895	-0.34391823	
6.760000	-0.84706509	-0.53607386	2.15684366	-0.20216843	0.00282675	0.20218819	0.30356497	0.07973398	-0.30125603	
6.780000	-0.85106236	-0.53596365	2.16084242	-0.19542889	0.00451455	0.19548103	0.23754577	0.16264518	-0.22990851	
6.800000	-0.85480791	-0.53585136	2.16458964	-0.19213599	0.00775208	0.19229232	0.16024528	0.27597347	-0.13828638	
6.820000	-0.85862029	-0.53570414	2.16840482	-0.19098711	0.01332039	0.19145106	0.09841642	0.44144306	-0.04104902	
6.840000	-0.86233377	-0.53553498	2.17212224	-0.19035977	0.02322544	0.19177139	0.10681017	0.67385834	0.03048565	
6.860000	-0.86628932	-0.53501648	2.17611170	-0.18950768	0.03801136	0.19328223	0.21981265	0.97906888	0.08837844	
6.880000	-0.87005574	-0.53421742	2.17996192	-0.18616188	0.05980181	0.19553132	0.42565256	1.35331428	0.20931193	
6.900000	-0.87387240	-0.53278416	2.18403888	-0.17675799	0.08960289	0.19817181	0.71985883	1.77376723	0.45562103	
6.920000	-0.87736928	-0.53093928	2.18799257	-0.15930478	0.12947191	0.20528270	1.09786046	2.18109322	0.82398748	
6.940000	-0.88062233	-0.52806997	2.19233012	-0.13397977	0.17907140	0.22364512	1.52684402	2.45215321	1.22801292	
6.960000	-0.88309288	-0.52423638	2.19689083	-0.09923325	0.23616493	0.25616619	1.98757386	2.42351151	1.50201023	
6.980000	-0.88484550	-0.51879132	2.20261097	-0.05509404	0.29312560	0.29825822	2.51259732	1.93992448	1.48082662	
7.000000	-0.88556981	-0.51217377	2.20926809	-0.00117496	0.33678573	0.33678779	3.13144636	0.93235570	1.18161082	
7.020000	-0.88520253	-0.50434899	2.21710157	0.06476365	0.35227981	0.35818347	3.83820701	-0.54157710	0.93360519	
7.040000	-0.88347268	-0.49648714	2.22515154	0.14742334	0.32746878	0.35912317	4.59308767	-2.26685405	1.18561614	
7.060000	-0.88006777	-0.48938456	2.23302817	0.24836650	0.25950882	0.35920849	5.27765894	-3.91580319	2.06871295	
7.080000	-0.87437487	-0.48448378	2.24054003	0.36612013	0.15367860	0.39706555	5.64962912	-5.12848091	3.27274442	
7.100000	-0.86596465	-0.48237967	2.24920940	0.49326849	0.02556020	0.49393028	5.38376713	-5.62773800	4.22478342	
7.120000	-0.85460603	-0.48345196	2.26061845	0.61506009	-0.10554662	0.62405050	4.22940493	-5.29832506	4.24215078	
7.140000	-0.84057283	-0.48736799	2.27518773	0.70619506	-0.21748336	0.73892522	2.15048409	-4.22924185	2.86461306	
7.160000	-0.82454330	-0.49348056	2.29234314	0.73784089	-0.29453573	0.79445606	-0.64608830	-2.67945695	0.23445527	
7.180000	-0.80792218	-0.50088888	2.31054044	0.69302541	-0.32818353	0.76680416	-3.70666695	-0.98539591	-2.91762090	
7.200000	-0.79310101	-0.50834984	2.32713366	0.57386935	-0.32284150	0.65844715	-6.34514236	0.50976622	-5.46240759	
7.220000	-0.78235316	-0.51500547	2.33977532	0.39754567	-0.28825614	0.49105412	-7.91078377	1.53992593	-6.19650555	
7.240000	-0.77661419	-0.52018440	2.34750557	0.19620003	-0.23804843	0.30848259	-8.13529778	2.02173495	-5.15490913	
7.260000	-0.77555466	-0.52427834	2.35173440	0.01267467	-0.18658209	0.18701209	-7.16998243	2.06283832	-3.34886479	
7.280000	-0.77818817	-0.52722538	2.35568666	-0.12141462	-0.14547576	0.18948537	-5.39925623	1.82094824	-1.40061963	
7.300000	-0.78305739	-0.52956396	2.36108828	-0.20043419	-0.11555747	0.23135988	-3.36537886	1.45845520	0.14215223	
7.320000	-0.78834051	-0.53140211	2.36668205	-0.23613214	-0.09234916	0.25354832	-1.63719547	1.13952279	0.57632393	
7.340000	-0.79316467	-0.53322804	2.37184024	-0.24124722	-0.07382529	0.25229031	-0.50867176	0.94470143	0.13906689	
7.360000	-0.79766452	-0.53457665	2.37653780	-0.23178698	-0.05809414	0.23895635	0.08375008	0.81867129	-0.28976321	
7.380000	-0.80229992	-0.53555447	2.38127518	-0.22264263	-0.04255224	0.22667253	0.30432063	0.69859153	-0.43504187	
7.400000	-0.80670077	-0.53609210	2.38570881	-0.21817924	-0.02732797	0.21988405	0.28565851	0.58089739	-0.37270224	
7.420000	-0.81101477	-0.53651232	2.39004326	-0.21407546	-0.01640816	0.21470335	0.18767776	0.45660192	-0.24189307	
7.440000	-0.81513411	-0.53665501	2.39416504	-0.21033750	-0.00996142	0.21057326	0.12357678	0.30963612	-0.15023066	
7.460000	-0.81935686	-0.53674388	2.39838862	-0.20846269	-0.00599970	0.20854901	0.08569618	0.17584743	-0.09545071	
7.480000	-0.82344157	-0.53680754	2.40247393	-0.20785248	-0.00386213	0.20788836	0.04895675	0.09824950	-0.05232131	
7.500000	-0.82768071	-0.53691828	2.40671444	-0.20750082	-0.00362247	0.20753244	0.03424546	0.06636062	-0.03555900	
7.520000	-0.83176750	-0.53694940	2.41080141	-0.20741141	-0.00329688	0.20743760	0.03884948	0.06233875	-0.03929186	
7.540000	-0.83596361	-0.53704572	2.41499853	-0.20656651	-0.00195106	0.20657572	0.03543215	0.08525920	-0.03513680	
7.560000	-0.84003294	-0.53707892	2.41906810	-0.20484394	0.00024686	0.20484409	0.01902219	0.11758807	-0.01770294	
7.580000	-0.84422708	-0.53710330	2.42326236	-0.20388232	0.00319232	0.20390731	-0.00559948	0.13545889	0.00818818	
7.600000	-0.84818721	-0.53698498	2.42722416	-0.20476919	0.00666777	0.20487772	-0.04494052	0.13828185	0.04875720	
7.620000	-0.85225284	-0.53680938	2.43129349	-0.20663655	0.00955835	0.20685750	-0.07636233	0.15000677	0.08249410	
7.640000	-0.85630763	-0.53653264	2.43535781	-0.20881808	0.01190702	0.20915727	-0.04799879	0.20313698	0.06142287	
7.660000	-0.86067545	-0.53627324	2.43973327	-0.21119234	0.01439899	0.21168263	0.06589763	0.34180346	-0.02527298	
7.680000	-0.86492318	-0.53601050	2.44398904	-0.21092834	0.02047021	0.21191931	0.25339693	0.59991729	-0.12788208	
7.700000	-0.86924964	-0.53567940	2.44832826	-0.20464303	0.03281160	0.20725676	0.50944400	0.98228252	-0.16803357	
7.720000	-0.87333864	-0.53511703	2.45245576	-0.19112818	0.05559373	0.19904935	0.82196212	1.43877256	-0.06551473	
7.740000	-0.87721652	-0.53391743	2.45651484	-0.17140898	0.08971936	0.19346990	1.14441609	1.87697899	0.22187385	
7.760000	-0.88046408	-0.53199208	2.46029019	-0.14497285	0.13528809	0.19829270	1.43842912	2.18544793	0.62910926	
7.780000	-0.88314903	-0.52880347	2.46445870	-0.11236911	0.18660542	0.21782655	1.73277950	2.22901917	0.97927016	
7.800000	-0.88508594	-0.52458715	2.46909857	-0.07495604	0.23764189	0.24918281	2.09582496	1.87964034	1.08253777	
7.820000	-0.88629431	-0.51896638	2.47484779	-0.03292361	0.27908796	0.28102323	2.57628560	1.08327603	0.90155643	
7.840000	-0.88656664	-0.51277238	2.48104787	0.01915643	0.29931751	0.29992989	3.19841671	-0.10382864	0.69221604	
7.860000	-0.88592678	-0.50593966	2.48791051	0.08739428	0.28727999	0.30027914	3.94308877	-1.55775189	0.87987328	
7.880000	-0.88393247	-0.49974024	2.49442291	0.17496341	0.23867156	0.29593295	4.66716576	-3.03560066	1.63446760	
7.900000	-0.87994683	-0.49482894	2.50074792	0.28083238	0.15651813	0.32150388	5.06913519	-4.20297194	2.67464137	
7.920000	-0.87333363	-0.49244907	2.50777626	0.39845440	0.04828769	0.40136966	4.80339098	-4.77507973	3.46752310	
7.940000	-0.86395794	-0.49264359	2.51715398	0.51028061	-0.06691413	0.51464921	3.65773749	-4.63982105	3.44404817	
7.960000	-0.85203284	-0.49558058	2.52943540	0.58851963	-0.16809794	0.61205578	1.64503920	-3.83624005	2.20918560	
7.980000	-0.83837706	-0.50066233	2.54400611	0.60636824	-0.23822552	0.65148586	-0.99224019	-2.55120873	-0.12015472	
8.000000	-0.82455766	-0.50684482	2.55914545	0.55334747	-0.27307707	0.61706120	-3.74839568	-1.10791612	-2.76686454	
8.020000	-0.81295168	-0.51307827	2.57231951	0.43548328	-0.27399302	0.51450741	-5.94300175	0.15685435	-4.48677254	
8.040000	-0.80534041	-0.51851910	2.58167553	0.27163813	-0.24965844	0.36893985	-7.05230188	1.04006088	-4.55281353	
8.059999	-0.80206847	-0.52322674	2.58740854	0.09539670	-0.21222648	0.23268135	-6.95903301	1.51716292	-3.46669006	
8.080000	-0.80270457	-0.52699262	2.59122777	-0.05494279	-0.17455462	0.18299733	-5.86625814	1.65232027	-1.95940518	
8.099999	-0.80629700	-0.53001070	2.59591961	-0.15744214	-0.14176090	0.21185887	-4.17273903	1.55003762	-0.45777294	
8.120000	-0.81134963	-0.53231370	2.60147238	-0.21333238	-0.11302849	0.24142523	-2.41597962	1.33722901	0.40959483	
8.139999	-0.81645000	-0.53432781	2.60695601	-0.23344547	-0.08796078	0.24946719	-1.07276046	1.12736440	0.34956390	
8.160000	-0.82095075	-0.53590423	2.61172485	-0.23159625	-0.06769297	0.24128647	-0.29857606	0.94831735	-0.03996155	
8.179999	-0.82531703	-0.53704846	2.61623859	-0.22337428	-0.05194717	0.22933507	0.02423772	0.76926911	-0.21682931	
8.200000	-0.82964855	-0.53770071	2.62061906	-0.22115251	-0.03814721	0.22441846	0.05881573	0.59347135	-0.17373325	
8.220000	-0.83408469	-0.53830409	2.62509608	-0.22401999	-0.02685213	0.22562356	-0.03875753	0.46389538	-0.03288784	
8.240000	-0.83852965	-0.53880447	2.62956905	-0.22750935	-0.02001921	0.22838843	-0.11116312	0.37302634	0.06790096	
8.260000	-0.84325045	-0.53914547	2.63430214	-0.23023079	-0.01560424	0.23075899	-0.10518508	0.28631693	0.08265658	
8.280000	-0.84785271	-0.53930950	2.63890743	-0.23215453	-0.01007740	0.23237315	-0.07238416	0.22507292	0.06102340	
8.300000	-0.85259598	-0.53951854	2.64365530	-0.23248336	-0.00505398	0.23253828	-0.03894727	0.21166772	0.03250873	
8.320000	-0.85715586	-0.53959048	2.64821577	-0.23276722	-0.00183160	0.23277444	0.00626084	0.20775060	-0.00854811	
8.340000	-0.86184531	-0.53954989	2.65290546	-0.23305282	0.00132695	0.23305660	0.07154454	0.19603868	-0.06946242	
8.360000	-0.86642396	-0.53945863	2.65748501	-0.23207308	0.00578165	0.23214509	0.16998525	0.20610604	-0.16344053	
8.380000	-0.87122577	-0.53936636	2.66228771	-0.22837164	0.01002500	0.22859156	0.31475827	0.24976586	-0.30011043	
8.400000	-0.87578982	-0.53916407	2.66685629	-0.22086939	0.01471713	0.22135916	0.48272750	0.31552836	-0.45123413	
8.420000	-0.88028818	-0.53878754	2.67137027	-0.20900013	0.02065052	0.21001785	0.64023817	0.42355666	-0.56997150	
