Time	Step_Length_2 X
0.000000		
0.020000	0.01692128	
0.040000	-0.00070655	
0.060000	-0.01400590	
0.080000	-0.02351385	
0.100000	-0.02895796	
0.120000	-0.03145719	
0.140000	-0.03208983	
0.160000	-0.03234613	
0.180000	-0.03220391	
0.200000	-0.03126413	
0.220000	-0.02935654	
0.240000	-0.02678698	
0.260000	-0.02299327	
0.280000	-0.01798189	
0.300000	-0.01205742	
0.320000	-0.00506586	
0.340000	0.00290430	
0.360000	0.01149851	
0.380000	0.01967216	
0.400000	0.02782774	
0.420000	0.03574520	
0.440000	0.04326135	
0.460000	0.05027771	
0.480000	0.05676752	
0.500000	0.06293511	
0.520000	0.06853986	
0.540000	0.07368410	
0.560000	0.07779032	
0.580000	0.08087969	
0.600000	0.08243078	
0.620000	0.08245051	
0.640000	0.08063048	
0.660000	0.07706428	
0.680000	0.07129896	
0.700000	0.06325036	
0.720000	0.05246991	
0.740000	0.03911960	
0.760000	0.02315563	
0.780000	0.00507802	
0.800000	-0.01428360	
0.820000	-0.03346914	
0.840000	-0.05048567	
0.860000	-0.06379575	
0.880000	-0.07237375	
0.900000	-0.07651448	
0.920000	-0.07703274	
0.940000	-0.07573062	
0.960000	-0.07384396	
0.980000	-0.07211745	
1.000000	-0.07053429	
1.020000	-0.06866676	
1.040000	-0.06634951	
1.060000	-0.06298780	
1.080000	-0.05847609	
1.100000	-0.05189776	
1.120000	-0.04286349	
1.140000	-0.03061497	
1.160000	-0.01631206	
1.180000	-0.00062817	
1.200000	0.01474953	
1.220000	0.02919745	
1.240000	0.04143077	
1.260000	0.05173343	
1.280000	0.06016016	
1.300000	0.06729674	
1.320000	0.07270366	
1.340000	0.07666671	
1.360000	0.07918078	
1.380000	0.08043915	
1.400000	0.08011794	
1.420000	0.07843071	
1.440000	0.07545477	
1.460000	0.07158184	
1.480000	0.06656760	
1.500000	0.06044322	
1.520000	0.05287892	
1.540000	0.04360187	
1.560000	0.03253281	
1.580000	0.01974839	
1.600000	0.00603414	
1.620000	-0.00752622	
1.640000	-0.01925153	
1.660000	-0.02837628	
1.680000	-0.03425175	
1.700000	-0.03721732	
1.720000	-0.03785688	
1.740000	-0.03745365	
1.760000	-0.03664821	
1.780000	-0.03572947	
1.800000	-0.03476280	
1.820000	-0.03378975	
1.840000	-0.03320611	
1.860000	-0.03305912	
1.880000	-0.03347445	
1.900000	-0.03401691	
1.920000	-0.03411329	
1.940000	-0.03336877	
1.960000	-0.03174824	
1.980000	-0.02963758	
2.000000	-0.02726972	
2.020000	-0.02478522	
2.040000	-0.02227050	
2.060000	-0.01927036	
2.080000	-0.01519412	
2.100000	-0.00988883	
2.120000	-0.00385451	
2.140000	0.00294280	
2.160000	0.01003289	
2.180000	0.01715344	
2.200000	0.02375126	
2.220000	0.02982956	
2.240000	0.03516924	
2.260000	0.03960192	
2.280000	0.04319042	
2.300000	0.04615599	
2.320000	0.04842734	
2.340000	0.05002683	
2.360000	0.05087119	
2.380000	0.05076468	
2.400000	0.04957998	
2.420000	0.04726094	
2.440000	0.04382968	
2.460000	0.03900838	
2.480000	0.03268290	
2.500000	0.02414513	
2.520000	0.01306087	
2.540000	-0.00064230	
2.560000	-0.01517451	
2.580000	-0.02869791	
2.600000	-0.03913748	
2.620000	-0.04577923	
2.640000	-0.04849404	
2.660000	-0.04855978	
2.680000	-0.04745400	
2.700000	-0.04603368	
2.720000	-0.04444891	
2.740000	-0.04215986	
2.760000	-0.03894126	
2.780000	-0.03385806	
2.800000	-0.02643967	
2.820000	-0.01606482	
2.840000	-0.00323892	
2.860000	0.01155806	
2.880000	0.02688336	
2.900000	0.04161316	
2.920000	0.05452907	
2.940000	0.06553578	
2.960000	0.07451123	
2.980000	0.08186257	
3.000000	0.08755189	
3.020000	0.09193212	
3.040000	0.09495676	
3.060000	0.09683019	
3.080000	0.09742713	
3.100000	0.09678304	
3.120000	0.09491491	
3.140000	0.09194005	
3.160000	0.08796132	
3.180000	0.08270860	
3.200000	0.07589138	
3.220000	0.06638819	
3.240000	0.05404931	
3.260000	0.03832197	
3.280000	0.02038777	
3.300000	0.00086075	
3.320000	-0.01776385	
3.340000	-0.03391629	
3.360000	-0.04568231	
3.380000	-0.05333173	
3.400000	-0.05686164	
3.420000	-0.05746520	
3.440000	-0.05630809	
3.460000	-0.05462736	
3.480000	-0.05274367	
3.500000	-0.05033326	
3.520000	-0.04724526	
3.540000	-0.04293865	
3.560000	-0.03689200	
3.580000	-0.02848315	
3.600000	-0.01821810	
3.620000	-0.00646603	
3.640000	0.00579214	
3.660000	0.01799250	
3.680000	0.02928483	
3.700000	0.03977567	
3.720000	0.04931933	
3.740000	0.05819619	
3.760000	0.06597483	
3.780000	0.07290334	
3.800000	0.07871717	
3.820000	0.08370680	
3.840000	0.08746982	
3.860000	0.09000695	
3.880000	0.09070826	
3.900000	0.08947122	
3.920000	0.08603728	
3.940000	0.08049506	
3.960000	0.07302934	
3.980000	0.06339085	
4.000000	0.05111516	
4.020000	0.03564298	
4.040000	0.01752454	
4.060000	-0.00265437	
4.080000	-0.02351058	
4.100000	-0.04300034	
4.120000	-0.05850071	
4.140000	-0.06894153	
4.160000	-0.07449323	
4.180000	-0.07610279	
4.200000	-0.07498145	
4.220000	-0.07271928	
4.240000	-0.07051969	
4.260000	-0.06823510	
4.280000	-0.06538552	
4.300000	-0.06114894	
4.320000	-0.05507821	
4.340000	-0.04600114	
4.360000	-0.03398758	
4.380000	-0.01921910	
4.400000	-0.00323915	
4.420000	0.01313752	
4.440000	0.02824575	
4.460000	0.04174274	
4.480000	0.05318356	
4.500000	0.06342804	
4.520000	0.07240653	
4.540000	0.08055502	
4.560000	0.08765763	
4.580000	0.09391153	
4.600000	0.09888464	
4.620000	0.10242802	
4.640000	0.10398030	
4.660000	0.10330075	
4.680000	0.10014546	
4.700000	0.09412271	
4.720000	0.08501238	
4.740000	0.07265943	
4.760000	0.05735010	
4.780000	0.03907543	
4.800000	0.01865077	
4.820000	-0.00319529	
4.840000	-0.02468795	
4.860000	-0.04412639	
4.880000	-0.05915177	
4.900000	-0.06905425	
4.920000	-0.07395864	
4.940000	-0.07509351	
4.960000	-0.07387537	
4.980000	-0.07185322	
5.000000	-0.06970549	
5.020000	-0.06707340	
5.040000	-0.06360817	
5.060000	-0.05863845	
5.080000	-0.05183792	
5.100000	-0.04239714	
5.120000	-0.03073895	
5.140000	-0.01699287	
5.160000	-0.00250828	
5.180000	0.01205468	
5.200000	0.02541506	
5.220000	0.03768063	
5.240000	0.04844970	
5.260000	0.05822164	
5.280000	0.06684381	
5.300000	0.07457745	
5.320000	0.08119994	
5.340000	0.08669460	
5.360000	0.09081554	
5.380000	0.09338391	
5.400000	0.09409362	
5.420000	0.09283143	
5.440000	0.08952385	
5.460000	0.08412117	
5.480000	0.07642049	
5.500000	0.06622750	
5.520000	0.05405307	
5.540000	0.04006100	
5.560000	0.02478999	
5.580000	0.00818259	
5.600000	-0.00842100	
5.620000	-0.02386296	
5.640000	-0.03641820	
5.660000	-0.04550838	
5.680000	-0.05045754	
5.700000	-0.05186570	
5.720000	-0.05109882	
5.740000	-0.04948205	
5.760000	-0.04783642	
5.780000	-0.04591769	
5.800000	-0.04375744	
5.820000	-0.04076642	
5.840000	-0.03665096	
5.860000	-0.03074819	
5.880000	-0.02284235	
5.900000	-0.01236683	
5.920000	0.00028545	
5.940000	0.01459289	
5.960000	0.02947658	
5.980000	0.04403055	
6.000000	0.05720544	
6.020000	0.06866848	
6.040000	0.07813531	
6.060000	0.08603448	
6.080000	0.09236991	
6.100000	0.09748286	
6.120000	0.10102081	
6.140000	0.10306752	
6.160000	0.10337949	
6.180000	0.10213494	
6.200000	0.09915739	
6.220000	0.09463823	
6.240000	0.08836263	
6.260000	0.07998168	
6.280000	0.06909204	
6.300000	0.05535233	
6.320000	0.03920358	
6.340000	0.02092040	
6.360000	0.00142622	
6.380000	-0.01826209	
6.400000	-0.03590572	
6.420000	-0.05027318	
6.440000	-0.06020635	
6.460000	-0.06591600	
6.480000	-0.06780285	
6.500000	-0.06741410	
6.520000	-0.06610811	
6.540000	-0.06456208	
6.560000	-0.06276357	
6.580000	-0.06035674	
6.600000	-0.05709547	
6.620000	-0.05241531	
6.640000	-0.04594296	
6.660000	-0.03729153	
6.680000	-0.02611274	
6.700000	-0.01217544	
6.720000	0.00410765	
6.740000	0.02168071	
6.760000	0.03925937	
6.780000	0.05574346	
6.800000	0.06990039	
6.820000	0.08133161	
6.840000	0.08988512	
6.860000	0.09618610	
6.880000	0.10023618	
6.900000	0.10263389	
6.920000	0.10338771	
6.940000	0.10278857	
6.960000	0.10084611	
6.980000	0.09768301	
7.000000	0.09323364	
7.020000	0.08767712	
7.040000	0.08135474	
7.060000	0.07418263	
7.080000	0.06598872	
7.100000	0.05589998	
7.120000	0.04358464	
7.140000	0.02820766	
