Time	Paced_right_y_velocity X
13.940000	-0.17222296	
13.960000	-0.27411717	
13.980000	-0.35808799	
14.000000	-0.38554901	
14.020000	-0.34459746	
14.040000	-0.26292431	
14.059999	-0.16750599	
14.080000	-0.07163445	
14.099999	-0.00880900	
14.120000	0.01081855	
14.139999	0.00663406	
14.160000	0.01650384	
14.179999	0.04129824	
14.200000	0.08441784	
14.219999	0.14336985	
14.240000	0.20911796	
14.259999	0.25396094	
14.280000	0.25873303	
14.299999	0.22542654	
14.320000	0.16583267	
14.340000	0.09960559	
14.360000	0.04359345	
14.380000	0.01349362	
14.400000	-0.01280202	
14.420000	-0.04536278	
14.440000	-0.10047662	
14.460000	-0.17828307	
14.480000	-0.25561938	
14.500000	-0.29294908	
14.520000	-0.27560121	
14.540000	-0.21956939	
14.559999	-0.13911843	
14.580000	-0.06035402	
14.599999	-0.00805674	
14.620000	0.00520963	
14.639999	0.00478985	
14.660000	0.00572732	
14.679999	0.01234287	
14.700000	0.03094188	
14.719999	0.07196674	
14.740000	0.12283805	
14.759999	0.17866006	
14.780000	0.22166429	
14.799999	0.23912765	
14.820000	0.22281238	
14.839999	0.16797854	
14.860000	0.09003595	
14.880000	-0.00457782	
14.900000	-0.08728538	
14.920000	-0.15325528	
14.940000	-0.19451559	
14.960000	-0.21733621	
14.980000	-0.21104096	
15.000000	-0.18080366	
15.020000	-0.14183827	
15.040000	-0.09665771	
15.059999	-0.05400539	
15.080000	-0.01777168	
15.099999	-0.00370877	
15.120000	-0.00049546	
15.139999	0.00194100	
15.160000	0.01637451	
15.179999	0.04340936	
15.200000	0.08590262	
15.219999	0.12997204	
15.240000	0.17392026	
15.259999	0.20570891	
15.280000	0.22766909	
15.299999	0.23284267	
15.320000	0.21646543	
15.339999	0.18478687	
15.360000	0.12537745	
15.380000	0.05247007	
15.400000	-0.03400382	
15.420000	-0.11280609	
15.440000	-0.19751890	
15.460000	-0.26222527	
15.480000	-0.29123601	
15.500000	-0.27590260	
15.520000	-0.23014507	
15.540000	-0.16570537	
15.559999	-0.08686175	
15.580000	-0.02998292	
15.599999	-0.00369375	
15.620000	-0.00077411	
15.639999	0.00454367	
15.660000	0.00759444	
15.679999	0.01649049	
15.700000	0.03985742	
15.719999	0.08816008	
15.740000	0.14425914	
15.759999	0.19765122	
15.780000	0.23357324	
15.799999	0.24965513	
15.820000	0.23852523	
15.839999	0.19460084	
15.860000	0.12164757	
15.880000	0.01184238	
15.900000	-0.12589054	
15.920000	-0.25792813	
15.940000	-0.33024845	
15.960000	-0.32889372	
15.980000	-0.26389444	
16.000000	-0.16679385	
16.020000	-0.07225639	
16.039999	-0.01294196	
16.059999	0.00372504	
16.080000	0.00513332	
16.100000	0.00626407	
16.119999	0.02328517	
16.139999	0.05677272	
16.160000	0.10809509	
16.180000	0.15671955	
16.199999	0.19935319	
16.219999	0.22006410	
16.240000	0.21060412	
16.260000	0.17547818	
16.279999	0.13060056	
16.299999	0.09324609	
16.320000	0.05022198	
16.340000	0.01415150	
16.359999	-0.03149558	
16.379999	-0.08165479	
16.400000	-0.15349594	
16.420000	-0.21739730	
16.440001	-0.25193402	
16.459999	-0.24517156	
16.480000	-0.20480701	
16.500000	-0.14370017	
16.520000	-0.07483298	
16.539999	-0.02813413	
16.559999	-0.00509204	
16.580000	-0.00129125	
16.600000	0.00271710	
16.619999	0.00247918	
16.639999	0.00573775	
16.660000	0.01128527	
16.680000	0.02849548	
16.699999	0.05703901	
16.719999	0.10385857	
16.740000	0.15164962	
16.760000	0.19470526	
16.779999	0.21938963	
16.799999	0.22031648	
16.820000	0.19564857	
16.840000	0.14316379	
16.859999	0.08012457	
16.879999	-0.00147341	
16.900000	-0.08162530	
16.920000	-0.16717574	
16.940001	-0.23016791	
16.959999	-0.25944117	
16.980000	-0.24093467	
17.000000	-0.19127780	
17.020000	-0.12992801	
17.039999	-0.06835718	
17.059999	-0.02865759	
17.080000	-0.00880981	
17.100000	-0.00686956	
17.119999	-0.00176144	
17.139999	0.00066409	
17.160000	0.01462232	
17.180000	0.03930596	
17.199999	0.07802176	
17.219999	0.11593000	
17.240000	0.14931118	
17.260000	0.16435261	
17.279999	0.15730324	
17.299999	0.13213263	
17.320000	0.10101058	
17.340000	0.07596913	
17.359999	0.05376492	
17.379999	0.03898316	
17.400000	0.02600854	
17.420000	0.02057061	
17.440001	0.01379474	
17.459999	0.00605297	
17.480000	-0.03393359	
17.500000	-0.10671922	
17.520000	-0.18786128	
17.539999	-0.23805048	
17.559999	-0.24484921	
17.580000	-0.20694526	
17.600000	-0.13139354	
17.619999	-0.05188495	
17.639999	-0.00084757	
17.660000	0.01048712	
17.680000	0.02676769	
17.699999	0.06146292	
17.719999	0.12373044	
17.740000	0.18791388	
17.760000	0.23269105	
17.779999	0.24378854	
17.799999	0.19516732	
17.820000	0.07149941	
17.840000	-0.09141585	
17.859999	-0.21892715	
17.879999	-0.27735713	
17.900000	-0.26538038	
17.920000	-0.19821355	
17.940001	-0.09843542	
17.959999	-0.00562320	
17.980000	0.05249460	
18.000000	0.09786613	
18.020000	0.14263454	
18.039999	0.18274155	
18.059999	0.20352179	
18.080000	0.18618676	
18.100000	0.12381159	
18.119999	0.00939903	
18.139999	-0.11474275	
18.160000	-0.20663762	
18.180000	-0.23753795	
18.199999	-0.21833761	
18.219999	-0.15631802	
18.240000	-0.07620265	
18.260000	-0.01707691	
18.279999	0.00769676	
18.299999	0.00911348	
18.320000	0.02979051	
18.340000	0.06919500	
18.359999	0.13329053	
18.379999	0.19574562	
18.400000	0.24361762	
18.420000	0.26186830	
18.440001	0.24599038	
18.459999	0.20035696	
18.480000	0.12530617	
18.500000	0.02514756	
18.520000	-0.11236278	
18.539999	-0.24268574	
18.559999	-0.32560298	
18.580000	-0.33264083	
18.600000	-0.27966648	
18.619999	-0.18179174	
18.639999	-0.07453185	
18.660000	-0.00540154	
18.680000	0.01765824	
18.699999	0.01580156	
18.719999	0.03081565	
18.740000	0.05761060	
18.760000	0.09900383	
18.779999	0.14355867	
18.799999	0.18832968	
18.820000	0.21515666	
18.840000	0.20921507	
18.859999	0.17399122	
18.879999	0.11739571	
18.900000	0.04662516	
18.920000	-0.05951056	
18.939999	-0.16582663	
18.959999	-0.24133000	
18.980000	-0.26229349	
19.000000	-0.24153760	
19.020000	-0.17919037	
19.039999	-0.09376409	
19.059999	-0.02922359	
19.080000	0.00001701	
19.100000	0.01400038	
19.119999	0.05474070	
19.139999	0.10919337	
19.160000	0.17240953	
19.180000	0.22086351	
19.199999	0.24642985	
19.219999	0.23887508	
19.240000	0.19670506	
19.260000	0.13716346	
19.279999	0.05645986	
19.299999	-0.06198781	
19.320000	-0.20103844	
19.340000	-0.29821217	
19.359999	-0.32556373	
19.379999	-0.28697714	
19.400000	-0.20022056	
19.420000	-0.09070078	
19.439999	-0.00468927	
19.459999	0.02412038	
19.480000	0.03060114	
19.500000	0.05679936	
19.520000	0.10791336	
19.539999	0.15736216	
19.559999	0.19613074	
19.580000	0.21613988	
19.600000	0.21265632	
19.619999	0.18333170	
19.639999	0.13446486	
19.660000	0.08137186	
19.680000	0.01051314	
19.699999	-0.06742264	
19.719999	-0.15645431	
19.740000	-0.22623195	
19.760000	-0.26173916	
19.779999	-0.24690731	
19.799999	-0.19832624	
19.820000	-0.13352466	
19.840000	-0.06521503	
19.859999	-0.01923205	
19.879999	0.00394483	
19.900000	0.00722495	
19.920000	0.02365024	
19.939999	0.05431353	
19.959999	0.10756821	
19.980000	0.16520576	
20.000000	0.21508521	
20.020000	0.24116366	
20.039999	0.22228165	
20.059999	0.16254832	
20.080000	0.07269715	
20.100000	-0.03223449	
20.119999	-0.14705311	
20.139999	-0.23131163	
20.160000	-0.26281434	
20.180000	-0.24197745	
20.199999	-0.18866006	
20.219999	-0.11490728	
20.240000	-0.04264667	
20.260000	-0.00526594	
20.279999	0.00996397	
20.299999	0.01996140	
20.320000	0.04572935	
20.340000	0.08175047	
20.359999	0.13231990	
20.379999	0.17836814	
20.400000	0.21188307	
20.420000	0.22228880	
20.439999	0.20621200	
20.459999	0.16927825	
20.480000	0.10828868	
20.500000	0.04146066	
20.520000	-0.03854680	
20.539999	-0.13256700	
20.559999	-0.22733136	
20.580000	-0.27959058	
20.600000	-0.27682361	
20.619999	-0.23034392	
20.639999	-0.15621167	
20.660000	-0.07544716	
20.680000	-0.01538836	
20.699999	0.00371883	
20.719999	0.00496867	
20.740000	0.01640288	
20.760000	0.05260810	
20.779999	0.10365206	
20.799999	0.16062881	
20.820000	0.20427690	
20.840000	0.21795572	
20.859999	0.19177222	
20.879999	0.12275416	
20.900000	0.02936397	
20.920000	-0.08332919	
20.939999	-0.17940228	
20.959999	-0.23357871	
20.980000	-0.23006888	
21.000000	-0.19024648	
21.020000	-0.12575476	
21.039999	-0.05587498	
21.059999	-0.01160067	
21.080000	0.00306455	
21.100000	-0.00173133	
21.119999	0.00675302	
21.139999	0.02210866	
21.160000	0.05080207	
21.180000	0.08410157	
21.199999	0.12530443	
21.219999	0.15791798	
21.240000	0.17389928	
21.260000	0.16939554	
21.279999	0.13824652	
21.299999	0.08982310	
21.320000	0.02598643	
21.340000	-0.02636424	
21.359999	-0.08694576	
21.379999	-0.14156117	
21.400000	-0.17943549	
21.420000	-0.18231036	
21.439999	-0.16307315	
21.459999	-0.12845224	
21.480000	-0.07630025	
21.500000	-0.03061753	
21.520000	-0.00166583	
21.539999	0.00423690	
21.559999	0.02052647	
21.580000	0.05096785	
21.600000	0.10245004	
21.619999	0.15282370	
21.639999	0.19194755	
21.660000	0.20888327	
21.680000	0.19318435	
21.699999	0.14822391	
21.719999	0.08152609	
21.740000	0.00223952	
21.760000	-0.09893336	
21.779999	-0.19054878	
21.799999	-0.24349029	
21.820000	-0.24223572	
21.840000	-0.20158245	
21.859999	-0.13082457	
21.879999	-0.05381894	
21.900000	-0.00791773	
21.920000	0.01136573	
21.939999	0.02241773	
21.959999	0.05795630	
21.980000	0.10636457	
22.000000	0.15859865	
22.020000	0.19390066	
22.039999	0.19765450	
22.059999	0.16510201	
22.080000	0.09211360	
22.100000	-0.00815609	
22.119999	-0.11623417	
22.139999	-0.19112879	
22.160000	-0.22088926	
22.180000	-0.20078239	
22.199999	-0.14916572	
22.219999	-0.08273109	
22.240000	-0.02677340	
22.260000	-0.00157238	
22.279999	0.00769303	
22.299999	0.01433715	
