Time	Paced_right_y_velocity X
22.320000	0.03756041	
22.340000	0.07152282	
22.359999	0.11907743	
22.379999	0.16521010	
22.400000	0.20408033	
22.420000	0.22278419	
22.439999	0.21347892	
22.459999	0.18038233	
22.480000	0.12077498	
22.500000	0.04418193	
22.519999	-0.06079485	
22.539999	-0.17097685	
22.559999	-0.25858110	
22.580000	-0.29060283	
22.600000	-0.26927662	
22.619999	-0.20576614	
22.639999	-0.11911226	
22.660000	-0.04299766	
22.680000	-0.00029393	
22.699999	0.00578581	
22.719999	0.01355837	
22.740000	0.03832434	
22.760000	0.08618133	
22.779999	0.14650443	
22.799999	0.20921291	
22.820000	0.24966873	
22.840000	0.25466591	
22.859999	0.22576976	
22.879999	0.16647956	
22.900000	0.08642831	
22.920000	-0.02365863	
22.939999	-0.14586431	
22.959999	-0.25212452	
22.980000	-0.30369264	
23.000000	-0.29511210	
23.019999	-0.23365329	
23.039999	-0.14203818	
23.059999	-0.05823868	
23.080000	-0.00323343	
23.100000	0.03160299	
23.119999	0.08241245	
23.139999	0.14064716	
23.160000	0.19779961	
23.180000	0.23708396	
23.199999	0.25085753	
23.219999	0.23204477	
23.240000	0.18382971	
23.260000	0.12506478	
23.279999	0.05508628	
23.299999	-0.03129870	
23.320000	-0.14879474	
23.340000	-0.25451335	
23.359999	-0.31160098	
23.379999	-0.30383635	
23.400000	-0.25095999	
23.420000	-0.16533042	
23.439999	-0.06996440	
23.459999	-0.01091988	
23.480000	0.01132221	
23.500000	0.01773275	
23.519999	0.05014499	
23.539999	0.09795448	
23.559999	0.15580040	
23.580000	0.20478496	
23.600000	0.23963790	
23.619999	0.24895906	
23.639999	0.21511886	
23.660000	0.14220756	
23.680000	0.01797713	
23.699999	-0.12800452	
23.719999	-0.25620636	
23.740000	-0.31223819	
23.760000	-0.29811555	
23.779999	-0.22819450	
23.799999	-0.12580276	
23.820000	-0.03479879	
23.840000	0.02384383	
23.859999	0.06597480	
23.879999	0.13396585	
23.900000	0.20333086	
23.920000	0.24177055	
23.939999	0.23268625	
23.959999	0.14705485	
23.980000	-0.00400829	
24.000000	-0.15865719	
24.019999	-0.24595127	
24.039999	-0.25724286	
24.059999	-0.21047516	
24.080000	-0.11825625	
24.100000	-0.01625741	
24.119999	0.06728368	
24.139999	0.12685633	
24.160000	0.18759827	
24.180000	0.23152286	
24.199999	0.23429744	
24.219999	0.18569671	
24.240000	0.07155970	
24.260000	-0.07387657	
24.279999	-0.20080405	
24.299999	-0.26061469	
24.320000	-0.25691864	
24.340000	-0.19969790	
24.359999	-0.11535040	
24.379999	-0.04190106	
24.400000	-0.00448959	
24.420000	-0.00024432	
24.439999	0.01129818	
24.459999	0.04166860	
24.480000	0.10045235	
24.500000	0.16485012	
24.519999	0.21433866	
24.539999	0.23324430	
24.559999	0.20603864	
24.580000	0.13954230	
24.600000	0.04930817	
24.619999	-0.03253853	
24.639999	-0.11418694	
24.660000	-0.17999429	
24.680000	-0.21701458	
24.699999	-0.21285978	
24.719999	-0.18109101	
24.740000	-0.13082270	
24.760000	-0.06885812	
24.779999	-0.02499439	
24.799999	0.00446072	
24.820000	0.02064617	
24.840000	0.05625056	
24.859999	0.10107218	
24.879999	0.15590793	
24.900000	0.19901282	
24.920000	0.21082224	
24.939999	0.17197287	
24.959999	0.06412873	
24.980000	-0.07411667	
25.000000	-0.18917526	
25.019999	-0.23673180	
25.039999	-0.22680445	
25.059999	-0.16380678	
25.080000	-0.07973845	
25.100000	-0.01709777	
25.119999	0.01033072	
25.139999	0.01774206	
25.160000	0.04885890	
25.180000	0.09669378	
25.199999	0.15170096	
25.219999	0.19060466	
25.240000	0.18514785	
25.260000	0.11790428	
25.279999	-0.00074953	
25.299999	-0.11882386	
25.320000	-0.19519061	
25.340000	-0.20654374	
25.359999	-0.16747153	
25.379999	-0.09593003	
25.400000	-0.03115565	
25.420000	-0.00072190	
25.439999	0.01480548	
25.459999	0.04096762	
25.480000	0.09728983	
25.500000	0.16020221	
25.519999	0.20240805	
25.539999	0.21023084	
25.559999	0.16389595	
25.580000	0.07498565	
25.599998	-0.04127347	
25.619999	-0.13740417	
25.639999	-0.19415163	
25.660000	-0.20049231	
25.680000	-0.17191593	
25.699999	-0.12143064	
25.719999	-0.06687023	
25.740000	-0.02913008	
25.760000	-0.00211696	
25.779999	0.00741488	
25.799999	0.02835187	
25.820000	0.05373220	
25.840000	0.09354424	
25.859999	0.13315324	
25.879999	0.16295536	
25.900000	0.17235124	
25.920000	0.14714146	
25.939999	0.07437688	
25.959999	-0.03625066	
25.980000	-0.13504773	
26.000000	-0.19452757	
26.019999	-0.20113251	
26.039999	-0.16385733	
26.059999	-0.09262545	
26.080000	-0.01871809	
26.099998	0.03405318	
26.119999	0.08378659	
26.139999	0.13955049	
26.160000	0.19050735	
26.180000	0.21590072	
26.199999	0.19948660	
26.219999	0.14455473	
26.240000	0.05703554	
26.260000	-0.03541545	
26.279999	-0.12604651	
26.299999	-0.19009814	
26.320000	-0.21667293	
26.340000	-0.20191370	
26.359999	-0.16058485	
26.379999	-0.10616564	
26.400000	-0.03682585	
26.420000	0.01954386	
26.439999	0.07031197	
26.459999	0.11184143	
26.480000	0.15895125	
26.500000	0.19149251	
26.519999	0.19030799	
26.539999	0.15012510	
26.559999	0.06139549	
26.580000	-0.05340636	
26.599998	-0.16065718	
26.619999	-0.21510252	
26.639999	-0.21710585	
26.660000	-0.17161252	
26.680000	-0.10257452	
26.699999	-0.03892511	
26.719999	0.00624787	
26.740000	0.03546736	
26.760000	0.08189712	
26.779999	0.13467807	
26.799999	0.18103811	
26.820000	0.20659117	
26.840000	0.18310700	
26.859999	0.09716876	
26.879999	-0.03235078	
26.900000	-0.14862865	
26.920000	-0.21766701	
26.939999	-0.22479957	
26.959999	-0.18118134	
26.980000	-0.10441805	
27.000000	-0.03266457	
27.019999	0.00418015	
27.039999	0.02007037	
27.059999	0.03690848	
27.080000	0.07907367	
27.099998	0.12699689	
27.119999	0.16239789	
27.139999	0.17528868	
27.160000	0.14968099	
27.180000	0.06612363	
27.199999	-0.05098989	
27.219999	-0.14418395	
27.240000	-0.18830384	
27.260000	-0.18547133	
27.279999	-0.14529471	
27.299999	-0.07857528	
27.320000	-0.01455377	
27.340000	0.03110175	
27.359999	0.08001561	
27.379999	0.13549210	
27.400000	0.17995125	
27.420000	0.19907695	
27.439999	0.17005968	
27.459999	0.07200772	
27.480000	-0.06160572	
27.500000	-0.16519812	
27.519999	-0.21100403	
27.539999	-0.20374642	
27.559999	-0.14791296	
27.580000	-0.05890675	
27.599998	0.02133485	
27.619999	0.07327414	
27.639999	0.12141424	
27.660000	0.17186391	
27.680000	0.20020770	
27.699999	0.19978333	
27.719999	0.15562394	
27.740000	0.05263721	
27.760000	-0.08345839	
27.779999	-0.18798733	
27.799999	-0.23088782	
27.820000	-0.22037679	
27.840000	-0.15637589	
27.859999	-0.05781418	
27.879999	0.03372796	
27.900000	0.08492485	
27.920000	0.12525924	
27.939999	0.16396450	
27.959999	0.17960326	
27.980000	0.16580752	
28.000000	0.11730512	
28.019999	0.01873591	
28.039999	-0.11037776	
28.059999	-0.20443125	
28.080000	-0.23332886	
28.099998	-0.20669772	
28.119999	-0.14299329	
28.139999	-0.05989687	
28.160000	0.01085201	
28.180000	0.05752603	
28.199999	0.10881451	
28.219999	0.16672741	
28.240000	0.20377386	
28.260000	0.20510645	
28.279999	0.13966425	
28.299999	0.01283523	
28.320000	-0.12484796	
28.340000	-0.20850739	
28.359999	-0.22722350	
28.379999	-0.19239192	
28.400000	-0.11075743	
28.420000	-0.01356837	
28.439999	0.06542240	
28.459999	0.11492168	
28.480000	0.16561033	
28.500000	0.20369662	
28.519999	0.21005048	
28.539999	0.17489064	
28.559999	0.08278250	
28.580000	-0.04621655	
28.599998	-0.17045544	
28.619999	-0.23748885	
28.639999	-0.24340558	
28.660000	-0.19569786	
28.680000	-0.10927042	
28.699999	-0.02089098	
28.719999	0.04736879	
28.740000	0.09895745	
28.760000	0.16219020	
28.779999	0.21693698	
28.799999	0.23358144	
28.820000	0.19961396	
28.840000	0.11287793	
28.859999	-0.00742413	
28.879999	-0.13667600	
28.900000	-0.22366697	
28.920000	-0.24816571	
28.939999	-0.21479854	
28.959999	-0.15111497	
28.980000	-0.08046494	
29.000000	-0.01017302	
29.019999	0.03887885	
29.039999	0.07826217	
29.059999	0.11024632	
29.080000	0.13712080	
29.099998	0.14445962	
29.119999	0.12254424	
29.139999	0.06430724	
29.160000	-0.02779457	
29.179998	-0.11466277	
29.199999	-0.16698104	
29.219999	-0.17071764	
29.240000	-0.14199795	
29.260000	-0.08754329	
29.279999	-0.02389438	
29.299999	0.02226797	
29.320000	0.05945164	
29.340000	0.09982495	
29.359999	0.14387718	
29.379999	0.17095388	
29.400000	0.16037282	
29.420000	0.08770858	
29.439999	-0.02762618	
29.459999	-0.13138820	
29.480000	-0.18593077	
29.500000	-0.18555830	
29.519999	-0.13340072	
29.539999	-0.04356024	
29.559999	0.04941534	
29.580000	0.10822094	
29.599998	0.13885306	
29.619999	0.15505782	
29.639999	0.14584517	
29.660000	0.10696223	
29.679998	0.02688764	
29.699999	-0.06471969	
29.719999	-0.13845626	
29.740000	-0.16792932	
29.760000	-0.16333045	
29.779999	-0.12515636	
29.799999	-0.06217433	
29.820000	-0.00288455	
29.840000	0.04638661	
29.859999	0.08364925	
29.879999	0.12134768	
29.900000	0.14301278	
29.920000	0.12183414	
29.939999	0.04891093	
29.959999	-0.04785642	
29.980000	-0.12144820	
30.000000	-0.15523036	
30.019999	-0.14374685	
30.039999	-0.09121227	
30.059999	-0.01952455	
30.080000	0.04839169	
30.099998	0.09692319	
30.119999	0.13988324	
30.139999	0.16844010	
30.160000	0.16449547	
30.179998	0.10313878	
30.199999	-0.00713188	
30.219999	-0.11436997	
30.240000	-0.17862971	
30.260000	-0.18737619	
30.279999	-0.14698698	
30.299999	-0.07056653	
30.320000	0.01401385	
30.340000	0.08161971	
30.359999	0.13810720	
30.379999	0.18352965	
30.400000	0.19954522	
30.420000	0.17057236	
30.439999	0.07548000	
30.459999	-0.05419581	
30.480000	-0.16724387	
30.500000	-0.21715814	
30.519999	-0.20573404	
30.539999	-0.14390624	
30.559999	-0.05257438	
30.580000	0.02886404	
30.599998	0.09167886	
30.619999	0.13849543	
30.639999	0.17803018	
30.660000	0.19072895	
30.679998	0.15467753	
30.699999	0.05580247	
30.719999	-0.07858472	
30.740000	-0.18428935	
30.760000	-0.22652160	
30.779999	-0.20450568	
30.799999	-0.12874560	
30.820000	-0.02820602	
30.840000	0.05917634	
30.859999	0.11365359	
30.879999	0.16094652	
30.900000	0.20205104	
30.920000	0.20781282	
30.939999	0.15939635	
30.959999	0.04302485	
30.980000	-0.10042230	
31.000000	-0.21557446	
31.019999	-0.25646392	
31.039999	-0.22734705	
31.059999	-0.14797910	
31.080000	-0.04736314	
31.099998	0.03974536	
31.119999	0.09719713	
31.139999	0.12753184	
31.160000	0.13608511	
31.179998	0.11888688	
31.199999	0.06174362	
31.219999	-0.02010774	
31.240000	-0.09736688	
31.260000	-0.13423593	
31.279999	-0.13242768	
31.299999	-0.10533639	
31.320000	-0.05743688	
31.340000	-0.00660593	
31.359999	0.03630052	
31.379999	0.05635810	
31.400000	0.08467855	
31.420000	0.11408846	
31.439999	0.13191366	
31.459999	0.12902680	
31.480000	0.10152803	
31.500000	0.04132873	
31.519999	-0.04998996	
31.539999	-0.12927906	
31.559999	-0.16817345	
31.580000	-0.16170299	
31.599998	-0.12453622	
31.619999	-0.06598058	
31.639999	-0.00295378	
31.660000	0.04165252	
31.679998	0.08467153	
31.699999	0.13055815	
31.719999	0.17103943	
31.740000	0.18956909	
31.760000	0.16760038	
31.779999	0.08168124	
31.799999	-0.04755561	
31.820000	-0.15860151	
31.840000	-0.21690072	
31.859999	-0.21659823	
31.879999	-0.16722909	
31.900000	-0.08325244	
31.920000	-0.00482493	
31.939999	0.03898757	
31.959999	0.07526039	
31.980000	0.12530755	
32.000000	0.17769192	
32.020000	0.21284413	
32.040001	0.20408529	
32.059998	0.12804028	
32.079998	-0.00512861	
32.099998	-0.13652661	
32.119999	-0.22150400	
32.139999	-0.23862697	
32.160000	-0.19830129	
32.180000	-0.11882411	
32.200001	-0.03904990	
32.219997	0.00798578	
32.239998	0.03988561	
32.259998	0.08480980	
32.279999	0.14723732	
32.299999	0.19815084	
32.320000	0.20822062	
32.340000	0.15634467	
32.360001	0.04063980	
32.380001	-0.09404641	
32.399998	-0.19372030	
32.419998	-0.22397301	
32.439999	-0.19372755	
32.459999	-0.12280247	
32.480000	-0.04645125	
32.500000	0.00700789	
32.520000	0.05671715	
32.540001	0.12148626	
32.559998	0.18574712	
32.579998	0.22052269	
32.599998	0.20338450	
32.619999	0.12134861	
32.639999	-0.01660057	
32.660000	-0.14821918	
32.680000	-0.21867047	
32.700001	-0.21744716	
32.719997	-0.17120695	
32.739998	-0.10374700	
32.759998	-0.03367940	
32.779999	0.01685072	
32.799999	0.06448891	
32.820000	0.11451985	
32.840000	0.17490697	
32.860001	0.22149256	
32.880001	0.22811031	
32.899998	0.17865765	
32.919998	0.06157542	
32.939999	-0.08156315	
32.959999	-0.19934797	
32.980000	-0.25060341	
33.000000	-0.23545942	
33.020000	-0.16209048	
33.040001	-0.05903167	
33.059998	0.02475560	
33.079998	0.08165405	
33.099998	0.11990066	
33.119999	0.15835719	
33.139999	0.17856848	
33.160000	0.16282673	
33.180000	0.08756143	
33.200001	-0.03636590	
33.219997	-0.14977238	
33.239998	-0.21427545	
33.259998	-0.21800062	
33.279999	-0.16618979	
33.299999	-0.07688288	
33.320000	0.01829067	
33.340000	0.08464204	
33.360001	0.12904803	
33.380001	0.15647505	
33.399998	0.15628791	
33.419998	0.11992525	
33.439999	0.03379576	
33.459999	-0.06985103	
33.480000	-0.15108368	
33.500000	-0.17827903	
33.520000	-0.16469502	
33.540001	-0.11488362	
33.559998	-0.04314021	
33.579998	0.02048530	
33.599998	0.07112036	
33.619999	0.11755832	
33.639999	0.17207003	
33.660000	0.20857209	
33.680000	0.19773771	
33.700001	0.11371984	
33.719997	-0.02345653	
33.739998	-0.15114130	
33.759998	-0.22418751	
33.779999	-0.22923349	
33.799999	-0.17864387	
33.820000	-0.09579723	
33.840000	-0.02064890	
33.860001	0.02496720	
33.880001	0.07365088	
33.899998	0.14206004	
33.919998	0.20001629	
33.939999	0.21837357	
33.959999	0.16115841	
33.980000	0.04171988	
34.000000	-0.09561798	
34.020000	-0.18969406	
34.040001	-0.21896540	
34.059998	-0.18444103	
34.079998	-0.10529529	
34.099998	-0.01743472	
34.119999	0.06268401	
34.139999	0.12354492	
34.160000	0.17561042	
34.180000	0.19856218	
34.200001	0.17692217	
34.219997	0.08609925	
34.239998	-0.04730328	
34.259998	-0.15830968	
34.279999	-0.20809500	
34.299999	-0.19802442	
34.320000	-0.13318305	
34.340000	-0.03225777	
34.360001	0.06543110	
34.380001	0.12527637	
34.399998	0.15084496	
34.419998	0.14785001	
34.439999	0.08599097	
34.459999	-0.01483410	
34.480000	-0.11260611	
34.500000	-0.16586612	
34.520000	-0.17130257	
34.540001	-0.12693883	
34.559998	-0.04987410	
34.579998	0.01908211	
34.599998	0.06498344	
34.619999	0.09902575	
34.639999	0.14529862	
34.660000	0.17986925	
34.680000	0.17409031	
34.700001	0.10721617	
34.719997	-0.00901731	
34.739998	-0.12317394	
34.759998	-0.19624257	
34.779999	-0.20698817	
34.799999	-0.16444157	
34.820000	-0.09071581	
34.840000	-0.01834071	
34.860001	0.03933831	
34.880001	0.10203951	
34.899998	0.17217968	
34.919998	0.22537595	
34.939999	0.23288934	
34.959999	0.15674394	
34.980000	0.01477487	
35.000000	-0.13318634	
35.020000	-0.22293767	
35.040001	-0.24275957	
35.059998	-0.20004664	
35.079998	-0.10821405	
35.099998	-0.00611941	
35.119999	0.07804275	
35.139999	0.13160931	
35.160000	0.16360438	
35.180000	0.16209719	
35.200001	0.10664223	
35.219997	0.01024672	
35.239998	-0.09175001	
35.259998	-0.15262446	
35.279999	-0.16706517	
35.299999	-0.14127910	
35.320000	-0.08865821	
35.340000	-0.03206760	
35.360001	0.01210433	
35.380001	0.04322006	
35.399998	0.09319021	
35.419998	0.14347267	
35.439999	0.18433896	
35.459999	0.20574546	
35.480000	0.18806431	
35.500000	0.10653301	
35.520000	-0.02667648	
35.540001	-0.15008487	
35.559998	-0.22420837	
35.579998	-0.23860569	
35.599998	-0.19654711	
35.619999	-0.11112313	
35.639999	-0.02038478	
35.660000	0.04958862	
35.680000	0.11176543	
35.700001	0.17517531	
35.719997	0.22093019	
35.739998	0.22418211	
35.759998	0.15588012	
35.779999	0.02378137	
35.799999	-0.12460756	
35.820000	-0.22225210	
35.840000	-0.24733149	
35.860001	-0.20945673	
35.880001	-0.12512736	
35.899998	-0.03364836	
35.919998	0.04470409	
35.939999	0.10292346	
35.959999	0.16658220	
35.980000	0.21906208	
36.000000	0.22519010	
36.020000	0.15549126	
36.040001	0.02073608	
36.059998	-0.12070588	
36.079998	-0.21962522	
36.099998	-0.24641743	
36.119999	-0.20448031	
36.139999	-0.11397316	
36.160000	-0.01653078	
36.180000	0.05921322	
36.200001	0.12532078	
36.219997	0.18295179	
36.239998	0.21424359	
36.259998	0.19521973	
36.279999	0.10337993	
36.299999	-0.03208138	
36.320000	-0.15773432	
36.340000	-0.22112216	
36.360001	-0.22157136	
36.380001	-0.16941725	
36.399998	-0.08546042	
36.419998	0.00296365	
36.439999	0.07972776	
36.459999	0.13699712	
36.480000	0.17099983	
36.500000	0.14863294	
36.520000	0.06660903	
36.540001	-0.04385919	
36.559998	-0.13509369	
36.579998	-0.17125754	
36.599998	-0.15011486	
36.619999	-0.09042809	
36.639999	-0.02573429	
36.660000	0.01496461	
36.680000	0.03715485	
36.700001	0.06940027	
36.719997	0.12329688	
36.739998	0.17358375	
36.759998	0.18502031	
36.779999	0.12763721	
36.799999	0.01275942	
36.820000	-0.10984784	
36.840000	-0.19124527	
36.860001	-0.20741576	
36.880001	-0.16300412	
36.899998	-0.08525193	
36.919998	-0.01014111	
36.939999	0.04170660	
36.959999	0.08719125	
36.980000	0.14166541	
37.000000	0.18904488	
37.020000	0.20931517	
37.040001	0.16815922	
37.059998	0.05563558	
37.079998	-0.08419302	
37.099998	-0.18704142	
37.119999	-0.22482558	
37.139999	-0.20089103	
37.160000	-0.11990476	
37.180000	-0.01557754	
37.200001	0.07412492	
37.219997	0.12421734	
37.239998	0.15676761	
37.259998	0.17755733	
37.279999	0.16261196	
37.299999	0.09639210	
37.320000	-0.01436608	
37.340000	-0.12228733	
37.360001	-0.19398504	
37.380001	-0.20841135	
37.399998	-0.17411460	
37.419998	-0.10609281	
37.439999	-0.03135464	
37.459999	0.02388009	
37.480000	0.07170951	
37.500000	0.11934447	
37.520000	0.15692693	
37.540001	0.16022430	
37.559998	0.10280847	
37.579998	0.00378402	
37.599998	-0.09720682	
37.619999	-0.15593153	
37.639999	-0.16602072	
37.660000	-0.12991336	
37.680000	-0.06923499	
37.700001	-0.01514740	
37.719997	0.01786282	
37.739998	0.04997462	
37.759998	0.11333483	
37.779999	0.17913659	
37.799999	0.20803875	
37.820000	0.16437446	
37.840000	0.05285341	
37.860001	-0.08314857	
37.879997	-0.18707226	
37.899998	-0.22123291	
37.919998	-0.18204045	
37.939999	-0.10051450	
37.959999	-0.01453844	
37.980000	0.06100620	
38.000000	0.13178420	
38.020000	0.19672306	
38.040001	0.22226545	
38.059998	0.18092704	
38.079998	0.06693835	
38.099998	-0.07799842	
38.119999	-0.19170895	
38.139999	-0.22891217	
38.160000	-0.19069940	
38.180000	-0.11072173	
38.200001	-0.01056163	
38.219997	0.07606158	
38.239998	0.12561338	
38.259998	0.13788411	
38.279999	0.10579485	
38.299999	0.03330768	
38.320000	-0.05641074	
38.340000	-0.11928859	
38.360001	-0.13865381	
38.379997	-0.11443081	
38.399998	-0.06230260	
38.419998	-0.00892120	
38.439999	0.03278341	
38.459999	0.06119911	
38.480000	0.10659995	
38.500000	0.14897896	
38.520000	0.16810553	
38.540001	0.14338768	
38.559998	0.05930293	
38.579998	-0.05440946	
38.599998	-0.15156865	
38.619999	-0.19222800	
38.639999	-0.17978287	
38.660000	-0.12407243	
38.680000	-0.04547075	
38.700001	0.02616500	
38.719997	0.08208630	
38.739998	0.13757175	
38.759998	0.19810577	
38.779999	0.23141551	
38.799999	0.19943742	
38.820000	0.08877513	
38.840000	-0.06319834	
38.860001	-0.18939207	
38.879997	-0.24799286	
38.899998	-0.23286599	
38.919998	-0.15270151	
38.939999	-0.03782447	
38.959999	0.07263208	
38.980000	0.14977810	
39.000000	0.19808465	
39.020000	0.22205329	
39.040001	0.19011912	
39.059998	0.08190246	
39.079998	-0.06680709	
39.099998	-0.18649876	
39.119999	-0.23893660	
39.139999	-0.22518477	
39.160000	-0.14961666	
39.180000	-0.03986419	
39.200001	0.06392036	
39.219997	0.12994261	
39.239998	0.16991569	
39.259998	0.17381477	
39.279999	0.10548665	
39.299999	-0.01008746	
39.320000	-0.11939886	
39.340000	-0.18133079	
39.360001	-0.18886626	
39.379997	-0.13748333	
39.399998	-0.04796489	
39.419998	0.04326066	
39.439999	0.11382564	
39.459999	0.16428119	
39.480000	0.19140726	
39.500000	0.16059485	
39.520000	0.06376465	
39.540001	-0.06179323	
39.559998	-0.16234480	
39.579998	-0.20042090	
39.599998	-0.17574732	
39.619999	-0.10920808	
39.639999	-0.03452374	
39.660000	0.02460162	
39.680000	0.08460150	
39.700001	0.16682874	
39.719997	0.27201128	
39.739998	0.35897428	
39.759998	0.38376373	
39.779999	0.30485782	
39.799999	0.09592079	
39.820000	-0.16640070	
39.840000	-0.36596739	
39.860001	-0.43551216	
39.879997	-0.38114312	
39.899998	-0.22449690	
39.919998	-0.02226860	
39.939999	0.15104321	
39.959999	0.25490227	
39.980000	0.30035421	
40.000000	0.29036367	
40.020000	0.18211962	
40.040001	-0.00181186	
40.059998	-0.18521459	
40.079998	-0.30545247	
40.099998	-0.33258286	
40.119999	-0.25577605	
40.139999	-0.10936467	
40.160000	0.05136726	
40.180000	0.18162832	
40.200001	0.29108959	
40.219997	0.37887469	
40.239998	0.39347282	
40.259998	0.28655985	
40.279999	0.05903217	
40.299999	-0.20081405	
40.320000	-0.39190596	
40.340000	-0.45072871	
40.360001	-0.38524899	
40.379997	-0.23276593	
40.399998	-0.04865078	
40.419998	0.11152440	
40.439999	0.24117309	
40.459999	0.35201931	
40.480000	0.42973906	
40.500000	0.42241412	
40.520000	0.28824645	
40.540001	0.03292050	
40.559998	-0.24812622	
40.579998	-0.43576232	
40.599998	-0.48039278	
40.619999	-0.40590009	
40.639999	-0.24723667	
40.660000	-0.04888808	
40.680000	0.12578009	
40.700001	0.24748068	
40.719997	0.33432791	
40.739998	0.38935676	
40.759998	0.34839100	
40.779999	0.17293686	
40.799999	-0.08219142	
40.820000	-0.30258068	
40.840000	-0.41564703	
40.860001	-0.40968695	
40.879997	-0.30025226	
40.899998	-0.14388171	
40.919998	-0.00994255	
40.939999	0.07340229	
40.959999	0.15288419	
40.980000	0.24454567	
41.000000	0.30771631	
41.020000	0.30691674	
41.040001	0.21339385	
41.059998	0.02778898	
41.079998	-0.17965952	
41.099998	-0.31339177	
41.119999	-0.33484155	
41.139999	-0.27095255	
41.160000	-0.14116317	
41.180000	0.02083057	
41.200001	0.16791107	
41.219997	0.26367384	
41.239998	0.31048208	
41.259998	0.29793569	
41.279999	0.18802513	
41.299999	0.00090698	
41.320000	-0.19591685	
41.340000	-0.32080916	
41.360001	-0.34906945	
41.379997	-0.28403410	
41.399998	-0.15607384	
41.419998	-0.01268958	
41.439999	0.11304836	
41.459999	0.21488640	
41.480000	0.30587474	
41.500000	0.36817446	
41.520000	0.35612816	
41.540001	0.22935282	
41.559998	-0.00001937	
41.579998	-0.23626010	
41.599998	-0.38793406	
41.619999	-0.41617525	
41.639999	-0.33841220	
41.660000	-0.19582452	
41.680000	-0.04059553	
41.700001	0.07702581	
41.719997	0.16582546	
41.739998	0.24620447	
41.759998	0.30940348	
41.779999	0.31742272	
41.799999	0.22954753	
41.820000	0.04655413	
41.840000	-0.16390675	
41.860001	-0.31050691	
41.879997	-0.35767969	
41.899998	-0.31369466	
41.919998	-0.20178908	
41.939999	-0.05901149	
41.959999	0.07213171	
41.980000	0.16097830	
42.000000	0.22321595	
42.020000	0.26142508	
42.040001	0.25353166	
42.059998	0.18985096	
42.079998	0.06183117	
42.099998	-0.09262949	
42.119999	-0.22100972	
42.139999	-0.28019258	
42.160000	-0.27242023	
42.180000	-0.20998591	
42.200001	-0.11021267	
42.219997	-0.00664325	
42.239998	0.07629801	
42.259998	0.13473426	
42.279999	0.19767773	
42.299999	0.25028378	
42.320000	0.26100627	
42.340000	0.20729245	
42.360001	0.06888320	
42.379997	-0.10698359	
42.399998	-0.25131482	
42.419998	-0.31051338	
42.439999	-0.28706232	
42.459999	-0.19894029	
42.480000	-0.08341388	
42.500000	0.00032267	
42.520000	0.04371422	
42.540001	0.08224792	
42.559998	0.16431293	
42.579998	0.25235590	
42.599998	0.30677542	
42.619999	0.29306662	
42.639999	0.17265788	
42.660000	-0.02314460	
42.680000	-0.21398468	
42.700001	-0.31797543	
42.719997	-0.32525751	
42.739998	-0.25095341	
42.759998	-0.12878434	
42.779999	-0.00674706	
42.799999	0.08262666	
42.820000	0.14797698	
42.840000	0.21555576	
42.860001	0.26128951	
42.879997	0.25790435	
42.899998	0.18240851	
42.919998	0.02952347	
42.939999	-0.14504039	
42.959999	-0.26867864	
42.980000	-0.30254859	
43.000000	-0.25340959	
43.020000	-0.14411466	
43.040001	-0.00820079	
43.059998	0.09835184	
43.079998	0.16095644	
43.099998	0.19358252	
43.119999	0.19787529	
43.139999	0.14121887	
43.160000	0.02294200	
43.180000	-0.10739449	
43.200001	-0.20229641	
43.219997	-0.23315607	
43.239998	-0.20021038	
43.259998	-0.11939041	
43.279999	-0.03144280	
43.299999	0.03144529	
43.320000	0.08141135	
43.340000	0.13451310	
43.360001	0.18425874	
43.379997	0.20101106	
43.399998	0.15169519	
43.419998	0.04077788	
43.439999	-0.09277273	
43.459999	-0.18946037	
43.480000	-0.22223751	
43.500000	-0.18955660	
43.520000	-0.11211381	
43.540001	-0.02409585	
43.559998	0.05122576	
43.579998	0.11081499	
43.599998	0.17850827	
43.619999	0.23639801	
43.639999	0.26039559	
43.660000	0.22767271	
43.680000	0.11262641	
43.700001	-0.05211561	
43.719997	-0.20342013	
43.739998	-0.28157583	
43.759998	-0.28321433	
43.779999	-0.21988405	
43.799999	-0.11484035	
43.820000	-0.01178396	
43.840000	0.06523658	
43.860001	0.12530002	
43.879997	0.19617042	
43.899998	0.25086305	
43.919998	0.25697279	
43.939999	0.18620993	
43.959999	0.03731976	
43.980000	-0.13190645	
44.000000	-0.25410393	
44.020000	-0.29006240	
44.040001	-0.24757549	
44.059998	-0.15142685	
44.079998	-0.03310062	
44.099998	0.06668478	
44.119999	0.13984436	
44.139999	0.19011229	
44.160000	0.21959534	
44.180000	0.20073941	
44.200001	0.10384323	
44.219997	-0.03819048	
44.239998	-0.16415125	
44.259998	-0.22489394	
44.279999	-0.22234547	
44.299999	-0.16217722	
44.320000	-0.06113901	
44.340000	0.04407196	
44.360001	0.11318750	
44.379997	0.14276177	
44.399998	0.12647741	
44.419998	0.05809017	
44.439999	-0.03699882	
44.459999	-0.11473213	
44.480000	-0.15242088	
44.500000	-0.14100218	
44.520000	-0.08979772	
44.539997	-0.02979598	
44.559998	0.01712534	
44.579998	0.03925877	
44.599998	0.06298172	
44.619999	0.08258431	
44.639999	0.09859312	
44.660000	0.10622189	
44.680000	0.08387488	
44.700001	0.02658751	
