Time	Knee_Ankle_Angle_right X
9.139999	78.61429596	
9.160000	78.65352631	
9.179999	78.61960602	
9.200000	78.51118469	
9.220000	78.34895325	
9.240000	78.12992859	
9.260000	77.86450958	
9.280000	77.56358337	
9.300000	77.20715332	
9.320000	76.79499817	
9.340000	76.26659393	
9.360000	75.60964966	
9.380000	74.75276947	
9.400000	73.70849609	
9.420000	72.40314484	
9.440000	70.89302063	
9.460000	69.17221832	
9.480000	67.40118408	
9.500000	65.65345764	
9.520000	64.14263916	
9.540000	63.01562500	
9.559999	62.45751953	
9.580000	62.51708603	
9.599999	63.20836258	
9.620000	64.47483826	
9.639999	66.20994568	
9.660000	68.26687622	
9.679999	70.45942688	
9.700000	72.58689880	
9.719999	74.38014984	
9.740000	75.68991089	
9.760000	76.50008392	
9.780000	76.94536591	
9.800000	77.16723633	
9.820000	77.32349396	
9.840000	77.50763702	
9.860000	77.71870422	
9.880000	77.90660858	
9.900000	78.04166412	
9.920000	78.17333984	
9.940000	78.31760406	
9.960000	78.48317719	
9.980000	78.63917542	
10.000000	78.76523590	
10.020000	78.87583160	
10.040000	78.95998383	
10.059999	79.02236938	
10.080000	79.03439331	
10.099999	79.03143311	
10.120000	79.00932312	
10.139999	78.98548126	
10.160000	78.94041443	
10.179999	78.88190460	
10.200000	78.81101990	
10.219999	78.69985199	
10.240000	78.52181244	
10.260000	78.23081970	
10.280000	77.83370972	
10.300000	77.29049683	
10.320000	76.59081268	
10.340000	75.70104218	
10.360000	74.66069794	
10.380000	73.46015167	
10.400000	72.16502380	
10.420000	70.81324768	
10.440000	69.52239990	
10.460000	68.36974335	
10.480000	67.50209045	
10.500000	66.99547577	
10.520000	66.91390228	
10.540000	67.23833466	
10.559999	67.93888092	
10.580000	68.93469238	
10.599999	70.10798645	
10.620000	71.37435150	
10.639999	72.67254639	
10.660000	73.94198608	
10.679999	75.06503296	
10.700000	75.92821503	
10.719999	76.51553345	
10.740000	76.87493896	
10.760000	77.09590912	
10.780000	77.24931335	
10.800000	77.40895081	
10.820000	77.57634735	
10.840000	77.73656464	
10.860000	77.86087799	
10.880000	77.95771027	
10.900000	78.05236816	
10.920000	78.17832947	
10.940000	78.32997894	
10.960000	78.47832489	
10.980000	78.62680054	
11.000000	78.79533386	
11.020000	78.96680450	
11.040000	79.11602783	
11.059999	79.23227692	
11.080000	79.31237793	
11.099999	79.34986115	
11.120000	79.35680389	
11.139999	79.32781219	
11.160000	79.26001740	
11.179999	79.13619995	
11.200000	78.96271515	
11.219999	78.70642090	
11.240000	78.35989380	
11.259999	77.88739777	
11.280000	77.28348541	
11.300000	76.49657440	
11.320000	75.56686401	
11.340000	74.47296143	
11.360000	73.28034973	
11.380000	71.98023987	
11.400000	70.64555359	
11.420000	69.22752380	
11.440000	67.79007721	
11.460000	66.32370758	
11.480000	64.90462494	
11.500000	63.52985001	
11.520000	62.30286789	
11.540000	61.30022430	
11.559999	60.61377716	
11.580000	60.30534744	
11.599999	60.41611099	
11.620000	60.97176743	
11.639999	61.91725540	
11.660000	63.22098923	
11.679999	64.78568268	
11.700000	66.58439636	
11.719999	68.49764252	
11.740000	70.47879028	
11.759999	72.38639832	
11.780000	74.07861328	
11.800000	75.37304688	
11.820000	76.26391602	
11.840000	76.81404877	
11.860000	77.15471649	
11.880000	77.38944244	
11.900000	77.64379120	
11.920000	77.95311737	
11.940000	78.27078247	
11.960000	78.53845978	
11.980000	78.76544952	
12.000000	78.97322083	
12.020000	79.15982056	
12.040000	79.31929016	
12.059999	79.43705750	
12.080000	79.55702972	
12.099999	79.68736267	
12.120000	79.85051727	
12.139999	80.01296234	
12.160000	80.17733002	
12.179999	80.31070709	
12.200000	80.41919708	
12.219999	80.47480011	
12.240000	80.49081421	
12.259999	80.47489929	
12.280000	80.43551636	
12.300000	80.36497498	
12.320000	80.26339722	
12.340000	80.14059448	
12.360000	79.99253082	
12.380000	79.81600189	
12.400000	79.61450958	
12.420000	79.39521790	
12.440000	79.14743042	
12.460000	78.85678864	
12.480000	78.53089142	
12.500000	78.13058472	
12.520000	77.64330292	
12.540000	77.02316284	
12.559999	76.28782654	
12.580000	75.35984802	
12.599999	74.28408813	
12.620000	73.03687286	
12.639999	71.70134735	
12.660000	70.22592926	
12.679999	68.69054413	
12.700000	67.10995483	
12.719999	65.59436035	
12.740000	64.18245697	
12.759999	63.01824951	
12.780000	62.18820953	
12.799999	61.75821686	
12.820000	61.75770950	
12.840000	62.20300293	
12.860000	63.10369492	
12.880000	64.39486694	
12.900000	66.01168060	
12.920000	67.81784821	
12.940000	69.73997498	
12.960000	71.58061218	
12.980000	73.18717194	
13.000000	74.37753296	
13.020000	75.18510437	
13.040000	75.66866302	
13.059999	75.96244049	
13.080000	76.17020416	
13.099999	76.40846252	
13.120000	76.70679474	
13.139999	77.00434113	
13.160000	77.27931213	
13.179999	77.53282166	
13.200000	77.79267120	
13.219999	78.02581787	
13.240000	78.22055054	
13.259999	78.37554932	
13.280000	78.51353455	
13.299999	78.62634277	
13.320000	78.71606445	
13.340000	78.78071594	
13.360000	78.80979919	
13.380000	78.78857422	
13.400000	78.73921204	
13.420000	78.66798401	
13.440000	78.59247589	
13.460000	78.49569702	
13.480000	78.40702820	
13.500000	78.29021454	
13.520000	78.14015961	
13.540000	77.92852783	
13.559999	77.68285370	
13.580000	77.34613037	
13.599999	76.91098022	
13.620000	76.33247375	
13.639999	75.62608337	
13.660000	74.75006866	
13.679999	73.70841980	
13.700000	72.48548126	
13.719999	71.11995697	
13.740000	69.62297821	
13.759999	68.05556488	
13.780000	66.48396301	
13.799999	65.04300690	
13.820000	63.85012436	
13.840000	63.02079773	
13.860000	62.61893463	
13.880000	62.67836380	
13.900000	63.19452286	
13.920000	64.12133789	
13.940000	65.40444946	
13.960000	66.94174957	
13.980000	68.66244507	
14.000000	70.43350220	
14.020000	72.09640503	
14.040000	73.44103241	
14.059999	74.39324188	
14.080000	74.99327087	
14.099999	75.37300873	
14.120000	75.66225433	
14.139999	76.00097656	
14.160000	76.48296356	
14.179999	77.05673218	
14.200000	77.65063477	
14.219999	78.18142700	
14.240000	78.66012573	
14.259999	79.03874969	
14.280000	79.31692505	
14.299999	79.48632050	
14.320000	79.58458710	
14.340000	79.61157227	
14.360000	79.58780670	
14.380000	79.53252411	
14.400000	79.44036865	
14.420000	79.33799744	
14.440000	79.22188568	
14.460000	79.11504364	
14.480000	78.98989868	
14.500000	78.86039734	
14.520000	78.70175171	
14.540000	78.48764801	
14.559999	78.18494415	
14.580000	77.76049042	
14.599999	77.20551300	
14.620000	76.46067047	
14.639999	75.57583618	
14.660000	74.51205444	
14.679999	73.33958435	
14.700000	72.02059174	
14.719999	70.66223907	
14.740000	69.23818970	
14.759999	67.83960724	
14.780000	66.46865082	
14.799999	65.23596191	
14.820000	64.23130035	
14.839999	63.58972549	
14.860000	63.44024658	
14.880000	63.83018112	
14.900000	64.78726196	
14.920000	66.19054413	
14.940000	67.96065521	
14.960000	69.88900757	
14.980000	71.77708435	
15.000000	73.34897614	
15.020000	74.52712250	
15.040000	75.31610107	
15.059999	75.84351349	
15.080000	76.23365784	
15.099999	76.63349152	
15.120000	77.07937622	
15.139999	77.53124237	
15.160000	77.91487885	
15.179999	78.24151611	
15.200000	78.53346252	
15.219999	78.82229614	
15.240000	79.09434509	
15.259999	79.32529449	
15.280000	79.51068115	
15.299999	79.64147186	
15.320000	79.72259521	
15.339999	79.73712158	
15.360000	79.69866943	
15.380000	79.58819580	
15.400000	79.42288208	
15.420000	79.18653107	
15.440000	78.91058350	
15.460000	78.56845093	
15.480000	78.17682648	
15.500000	77.68306732	
15.520000	77.07398224	
15.540000	76.28458405	
15.559999	75.31949615	
15.580000	74.17714691	
15.599999	72.89945984	
15.620000	71.49662781	
15.639999	70.04841614	
15.660000	68.61245728	
15.679999	67.31619263	
15.700000	66.29490662	
15.719999	65.73568726	
15.740000	65.74925995	
15.759999	66.36786652	
15.780000	67.53292847	
15.799999	69.09632111	
15.820000	70.83935547	
15.839999	72.46043396	
15.860000	73.77401733	
15.880000	74.69387817	
15.900000	75.31567383	
15.920000	75.72306061	
15.940000	76.04724884	
15.960000	76.36557770	
15.980000	76.70796204	
16.000000	77.01507568	
16.020000	77.23467255	
16.039999	77.39841461	
16.059999	77.55018616	
16.080000	77.69253540	
16.100000	77.82037354	
16.119999	77.93894196	
16.139999	78.06031036	
16.160000	78.16253662	
16.180000	78.23686218	
16.199999	78.26234436	
16.219999	78.24042511	
16.240000	78.15323639	
16.260000	78.01840210	
16.279999	77.82962036	
16.299999	77.58799744	
16.320000	77.29885101	
16.340000	76.94345093	
16.359999	76.52602386	
16.379999	76.02296448	
16.400000	75.46793365	
16.420000	74.80406189	
16.440001	74.07402802	
16.459999	73.21500397	
16.480000	72.27079010	
16.500000	71.15682220	
16.520000	69.91371155	
16.539999	68.49514008	
16.559999	66.97237396	
16.580000	65.37828827	
16.600000	63.87785721	
16.619999	62.65676880	
16.639999	61.94181824	
16.660000	61.89862442	
16.680000	62.61280060	
16.699999	64.08389282	
16.719999	66.16435242	
16.740000	68.64031219	
16.760000	71.21286774	
16.779999	73.56920624	
16.799999	75.40628052	
16.820000	76.65422821	
16.840000	77.38552094	
16.859999	77.74414063	
16.879999	77.83513641	
16.900000	77.82382202	
16.920000	77.82688141	
16.940001	77.81270599	
16.959999	77.74374390	
16.980000	77.65047455	
17.000000	77.58946228	
17.020000	77.48176575	
17.039999	77.28648376	
17.059999	77.00537109	
17.080000	76.71284485	
17.100000	76.38455200	
17.119999	76.03095245	
17.139999	75.66633606	
17.160000	75.32160950	
17.180000	74.96455383	
17.199999	74.59822083	
17.219999	74.17887878	
17.240000	73.67883301	
17.260000	72.99961853	
17.279999	72.09975433	
17.299999	70.90380859	
17.320000	69.40206146	
17.340000	67.58683777	
17.359999	65.58874512	
17.379999	63.54653168	
17.400000	61.70494080	
17.420000	60.29483414	
17.440001	59.54234695	
17.459999	59.54791260	
17.480000	60.32266617	
17.500000	61.79953766	
17.520000	63.83215332	
17.539999	66.24492645	
17.559999	68.81670380	
17.580000	71.33795929	
17.600000	73.50699615	
17.619999	75.10481262	
17.639999	76.05787659	
17.660000	76.52519226	
17.680000	76.67434692	
17.699999	76.67111969	
17.719999	76.62893677	
17.740000	76.60231781	
17.760000	76.56094360	
17.779999	76.47531891	
17.799999	76.41236115	
17.820000	76.44198608	
17.840000	76.57128143	
17.859999	76.73782349	
17.879999	76.92311859	
17.900000	77.10609436	
17.920000	77.26691437	
17.940001	77.36486816	
17.959999	77.38982391	
17.980000	77.30239105	
18.000000	77.09905243	
18.020000	76.74380493	
18.039999	76.27483368	
18.059999	75.64952087	
18.080000	74.90231323	
18.100000	73.95420074	
18.119999	72.82057190	
18.139999	71.44423676	
18.160000	69.91181946	
18.180000	68.23238373	
18.199999	66.56344604	
18.219999	65.03923798	
18.240000	63.87653732	
18.260000	63.20644760	
18.279999	63.16045380	
18.299999	63.78569031	
18.320000	65.04216766	
18.340000	66.81859589	
18.359999	68.90975189	
18.379999	71.03779602	
18.400000	72.86557007	
18.420000	74.22700500	
18.440001	75.08966064	
18.459999	75.57357025	
18.480000	75.79058075	
18.500000	75.90481567	
18.520000	76.00887299	
18.539999	76.13550568	
18.559999	76.22394562	
18.580000	76.27336884	
18.600000	76.33687592	
18.619999	76.44799805	
18.639999	76.55954742	
18.660000	76.60755157	
18.680000	76.59899139	
18.699999	76.52768707	
18.719999	76.37914276	
18.740000	76.13054657	
18.760000	75.83753204	
18.779999	75.47666168	
18.799999	75.04692078	
18.820000	74.50254059	
18.840000	73.85762024	
18.859999	73.05011749	
18.879999	72.06430054	
18.900000	70.84362793	
18.920000	69.38070679	
18.939999	67.67839813	
18.959999	65.85772705	
18.980000	64.07948303	
19.000000	62.59754562	
19.020000	61.65946579	
19.039999	61.48090363	
19.059999	62.13910675	
19.080000	63.58295441	
19.100000	65.67172241	
19.119999	68.15386200	
19.139999	70.64636993	
19.160000	72.73438263	
19.180000	74.23841095	
19.199999	75.15557861	
19.219999	75.60903168	
19.240000	75.72122955	
19.260000	75.70970917	
19.279999	75.72386169	
19.299999	75.77922821	
19.320000	75.79907990	
19.340000	75.80670929	
19.359999	75.86333466	
19.379999	75.98065948	
19.400000	76.10516357	
19.420000	76.20121002	
19.439999	76.26416016	
19.459999	76.27131653	
19.480000	76.18783569	
19.500000	75.99365234	
19.520000	75.70768738	
19.539999	75.34179688	
19.559999	74.90789032	
19.580000	74.36445618	
19.600000	73.69029236	
19.619999	72.83518982	
19.639999	71.77302551	
19.660000	70.45150757	
19.680000	68.91288757	
19.699999	67.20884705	
19.719999	65.49517822	
19.740000	63.94221115	
19.760000	62.82170486	
19.779999	62.31551743	
19.799999	62.56283188	
19.820000	63.59991455	
19.840000	65.33718109	
19.859999	67.56614685	
19.879999	69.90503693	
19.900000	71.97119141	
19.920000	73.50597382	
19.939999	74.50305176	
19.959999	75.04399109	
19.980000	75.29322052	
20.000000	75.43845367	
20.020000	75.62441254	
20.039999	75.84951019	
20.059999	76.02443695	
20.080000	76.15978241	
20.100000	76.29808044	
20.119999	76.44111633	
20.139999	76.56169128	
20.160000	76.61898804	
20.180000	76.61633301	
20.199999	76.55638885	
20.219999	76.43066406	
20.240000	76.24170685	
20.260000	75.99803162	
20.279999	75.70943451	
20.299999	75.34410095	
20.320000	74.90943146	
20.340000	74.35680389	
20.359999	73.68014526	
20.379999	72.79154205	
20.400000	71.69517517	
20.420000	70.32011414	
20.439999	68.71573639	
20.459999	66.92967987	
20.480000	65.14472961	
20.500000	63.48801041	
20.520000	62.16296768	
20.539999	61.31338120	
20.559999	61.04929733	
20.580000	61.42398834	
20.600000	62.40868759	
20.619999	63.94258499	
20.639999	65.87904358	
20.660000	68.08087158	
20.680000	70.30542755	
20.699999	72.27175903	
20.719999	73.73327637	
20.740000	74.65239716	
20.760000	75.14277649	
20.779999	75.36643982	
20.799999	75.52661133	
20.820000	75.77689362	
20.840000	76.16075134	
20.859999	76.57608032	
20.879999	76.94121552	
20.900000	77.25435638	
20.920000	77.54112244	
20.939999	77.79090118	
20.959999	77.98811340	
20.980000	78.13529205	
21.000000	78.23221588	
21.020000	78.26605225	
21.039999	78.23479462	
21.059999	78.15066528	
21.080000	78.04074860	
21.100000	77.91275787	
21.119999	77.76366425	
21.139999	77.59219360	
21.160000	77.39328766	
21.180000	77.17378235	
21.199999	76.92595673	
21.219999	76.63124847	
21.240000	76.29214478	
21.260000	75.87019348	
21.279999	75.36078644	
21.299999	74.71334076	
21.320000	73.93416595	
21.340000	72.96780396	
21.359999	71.82627869	
21.379999	70.48803711	
21.400000	69.01248169	
21.420000	67.45608521	
21.439999	65.97230530	
21.459999	64.70217896	
21.480000	63.81150055	
21.500000	63.43872833	
21.520000	63.64720154	
21.539999	64.44604492	
21.559999	65.73337555	
21.580000	67.39382172	
21.600000	69.21228027	
21.619999	70.97853088	
21.639999	72.43109894	
21.660000	73.48830414	
21.680000	74.15866852	
21.699999	74.60727692	
21.719999	75.00280762	
21.740000	75.47841644	
21.760000	75.90040588	
21.779999	76.20968628	
21.799999	76.40644836	
21.820000	76.63202667	
21.840000	76.75643158	
21.859999	76.87216949	
21.879999	76.97248077	
21.900000	77.24101257	
21.920000	77.43381500	
21.939999	77.54277039	
21.959999	77.52359009	
21.980000	77.47435760	
22.000000	77.39140320	
22.020000	77.26776886	
22.039999		
22.059999		
