Time	Right_Hand_y_baseline X
7.060000	-0.00525111	
7.080000	-0.00530881	
7.100000	-0.00500530	
7.120000	-0.00492430	
7.140000	-0.00444865	
7.160000	-0.00413942	
7.180000	-0.00037712	
7.200000	0.00414675	
7.220000	0.00970560	
7.240000	0.01178497	
7.260000	0.01008254	
7.280000	0.00420934	
7.300000	-0.00201130	
7.320000	-0.00541776	
7.340000	-0.00557011	
7.360000	-0.00548232	
7.380000	-0.00360876	
7.400000	-0.00044811	
7.420000	0.00425828	
7.440000	0.00744194	
7.460000	0.01010799	
7.480000	0.01136208	
7.500000	0.01151127	
7.520000	0.00844204	
7.540000	0.00251502	
7.560000	-0.00250769	
7.580000	-0.00558370	
7.600000	-0.00552124	
7.620000	-0.00418180	
7.640000	-0.00217688	
7.660000	0.00151998	
7.680000	0.00387740	
7.700000	0.00551051	
7.720000	0.00513226	
7.740000	0.00348157	
7.760000	0.00173527	
7.780000	-0.00152445	
7.800000	-0.00356042	
7.820000	-0.00482160	
7.840000	-0.00468051	
7.860000	-0.00370252	
7.880000	-0.00306410	
7.900000	0.00104403	
7.920000	0.00439578	
7.940000	0.00724989	
7.960000	0.00485176	
7.980000	0.00056183	
8.000000	-0.00293070	
8.020000	-0.00439084	
8.040000	-0.00404114	
8.059999	-0.00399393	
8.080000	-0.00404531	
8.099999	-0.00274593	
8.120000	-0.00075573	
8.139999	0.00389355	
8.160000	0.00818360	
8.179999	0.01240206	
8.200000	0.01396000	
8.220000	0.01216882	
8.240000	0.00556320	
8.260000	-0.00104237	
8.280000	-0.00536186	
8.300000	-0.00541317	
8.320000	-0.00559825	
8.340000	-0.00450861	
8.360000	-0.00343746	
8.380000	-0.00004059	
8.400000	0.00213552	
8.420000	0.00497681	
8.440000	0.00563335	
8.460000	0.00496686	
8.480000	0.00209397	
8.500000	-0.00160772	
8.520000	-0.00397134	
8.540000	-0.00485247	
8.559999	-0.00501901	
8.580000	-0.00493807	
8.599999	-0.00485009	
8.620000	-0.00434554	
8.639999	-0.00403643	
8.660000	-0.00186014	
8.679999	0.00066537	
8.700000	0.00375921	
8.720000	0.00498456	
8.740000	0.00296420	
8.760000	0.00029778	
8.780000	-0.00343424	
8.800000	-0.00461233	
8.820000	-0.00582492	
8.840000	-0.00598961	
8.860000	-0.00576234	
8.880000	-0.00508183	
8.900000	-0.00267279	
8.920000	-0.00045770	
8.940000	0.00330621	
8.960000	0.00561517	
8.980000	0.00752449	
9.000000	0.00757331	
9.020000	0.00460464	
9.040000	0.00130486	
9.059999	-0.00289744	
9.080000	-0.00433648	
9.099999	-0.00510573	
9.120000	-0.00500178	
9.139999	-0.00466222	
9.160000	-0.00442660	
9.179999	-0.00224191	
9.200000	0.00050688	
9.220000	0.00564319	
9.240000	0.00884795	
9.260000	0.01177996	
9.280000	0.01076686	
9.300000	0.00600100	
9.320000	0.00022030	
9.340000	-0.00425267	
9.360000	-0.00502884	
9.380000	-0.00528544	
9.400000	-0.00516474	
9.420000	-0.00477666	
9.440000	-0.00442004	
9.460000	-0.00259328	
9.480000	-0.00084400	
9.500000	0.00300419	
9.520000	0.00525469	
9.540000	0.00715381	
9.559999	0.00674546	
9.580000	0.00254732	
9.599999	-0.00145078	
9.620000	-0.00524050	
9.639999	-0.00532722	
9.660000	-0.00531697	
9.679999	-0.00530666	
9.700000	-0.00527132	
9.719999	-0.00502878	
9.740000	-0.00202125	
9.760000	0.00144285	
9.780000	0.00559235	
9.800000	0.00697684	
9.820000	0.00556320	
9.840000	0.00106102	
9.860000	-0.00314611	
9.880000	-0.00499529	
9.900000	-0.00503057	
9.920000	-0.00526392	
9.940000	-0.00497729	
9.960000	-0.00425661	
9.980000	-0.00216788	
10.000000	-0.00055379	
10.020000	0.00281835	
10.040000	0.00484174	
10.059999	0.00613022	
10.080000	0.00378364	
10.099999	-0.00029027	
10.120000	-0.00362951	
10.139999	-0.00512630	
10.160000	-0.00510633	
10.179999	-0.00499898	
10.200000	-0.00500602	
10.219999	-0.00499529	
10.240000	-0.00480431	
10.260000	-0.00281549	
10.280000	-0.00044715	
10.300000	0.00398529	
10.320000	0.00670791	
10.340000	0.00849086	
10.360000	0.00755847	
10.380000	0.00293493	
10.400000	-0.00105184	
10.420000	-0.00498527	
10.440000	-0.00531566	
10.460000	-0.00552762	
10.480000	-0.00541955	
10.500000	-0.00448465	
10.520000	-0.00353301	
10.540000	-0.00039101	
10.559999	0.00213695	
10.580000	0.00506312	
10.599999	0.00564814	
10.620000	0.00282031	
10.639999	-0.00053644	
10.660000	-0.00423622	
10.679999	-0.00473601	
10.700000	-0.00525713	
10.719999	-0.00535303	
10.740000	-0.00505173	
10.760000	-0.00483519	
10.780000	-0.00353819	
10.800000	-0.00211525	
10.820000	0.00215769	
10.840000	0.00542957	
10.860000	0.00756651	
10.880000	0.00469279	
10.900000	0.00041509	
10.920000	-0.00325078	
10.940000	-0.00465482	
10.960000	-0.00465482	
10.980000	-0.00403643	
11.000000	-0.00341791	
11.020000	-0.00006181	
11.040000	0.00272572	
11.059999	0.00596023	
11.080000	0.00649387	
11.099999	0.00635254	
11.120000	0.00551611	
11.139999	0.00173247	
11.160000	-0.00153220	
11.179999	-0.00486535	
11.200000	-0.00524092	
11.219999	-0.00557142	
11.240000	-0.00545007	
11.259999	-0.00367647	
11.280000	-0.00169671	
11.300000	0.00138462	
11.320000	0.00273401	
11.340000	0.00448781	
11.360000	0.00500327	
11.380000	0.00355393	
11.400000	0.00015074	
11.420000	-0.00339609	
11.440000	-0.00489545	
11.460000	-0.00540042	
11.480000	-0.00563419	
11.500000	-0.00552988	
11.520000	-0.00471556	
11.540000	-0.00158298	
11.559999	0.00116140	
11.580000	0.00620443	
11.599999	0.00881922	
11.620000	0.01218313	
11.639999	0.01267248	
11.660000	0.00871730	
11.679999	0.00299037	
11.700000	-0.00306320	
11.719999	-0.00464255	
11.740000	-0.00503284	
11.759999	-0.00482094	
11.780000	-0.00497144	
11.800000	-0.00511676	
11.820000	-0.00381261	
11.840000	-0.00194985	
11.860000	0.00274813	
11.880000	0.00610232	
11.900000	0.01039153	
11.920000	0.01156682	
11.940000	0.00922781	
11.960000	0.00344712	
11.980000	-0.00263023	
12.000000	-0.00518286	
12.020000	-0.00544375	
12.040000	-0.00518245	
12.059999	-0.00469428	
12.080000	-0.00428355	
12.099999	-0.00224191	
12.120000	-0.00024289	
12.139999	0.00410527	
12.160000	0.00668693	
12.179999	0.00938570	
12.200000	0.00969297	
12.219999	0.00634867	
12.240000	0.00173938	
12.259999	-0.00350070	
12.280000	-0.00491434	
12.300000	-0.00539398	
12.320000	-0.00490904	
12.340000	-0.00419241	
12.360000	-0.00358218	
12.380000	-0.00112903	
12.400000	0.00093454	
12.420000	0.00354159	
12.440000	0.00406444	
12.460000	0.00340474	
12.480000	0.00176716	
12.500000	-0.00151563	
12.520000	-0.00371724	
12.540000	-0.00549084	
12.559999	-0.00557071	
12.580000	-0.00530106	
12.599999	-0.00500447	
12.620000	-0.00456792	
12.639999	-0.00437951	
12.660000	-0.00334138	
12.679999	-0.00234181	
12.700000	0.00161636	
12.719999	0.00472498	
12.740000	0.00721794	
12.759999	0.00636971	
12.780000	0.00194043	
12.799999	-0.00189173	
12.820000	-0.00510180	
12.840000	-0.00483668	
12.860000	-0.00464267	
12.880000	-0.00449276	
12.900000	-0.00178915	
12.920000	0.00101364	
12.940000	0.00616115	
12.960000	0.00898391	
12.980000	0.01127464	
13.000000	0.01034558	
13.020000	0.00487548	
13.040000	-0.00022680	
13.059999	-0.00515527	
13.080000	-0.00587338	
13.099999	-0.00556403	
13.120000	-0.00474983	
13.139999	-0.00166553	
13.160000	0.00041109	
13.179999	0.00386435	
13.200000	0.00525588	
13.219999	0.00714761	
13.240000	0.00766301	
13.259999	0.00535458	
13.280000	0.00168139	
13.299999	-0.00280833	
13.320000	-0.00435030	
13.340000	-0.00516653	
13.360000	-0.00512981	
13.380000	-0.00508732	
13.400000	-0.00487059	
13.420000	-0.00323123	
13.440000	-0.00127202	
13.460000	0.00297260	
13.480000	0.00592834	
13.500000	0.00916535	
13.520000	0.01006693	
13.540000	0.00720096	
13.559999	0.00251389	
13.580000	-0.00263703	
13.599999	-0.00419098	
13.620000	-0.00475782	
13.639999	-0.00470310	
13.660000	-0.00324929	
13.679999	-0.00165153	
13.700000	0.00014913	
13.719999	0.00060540	
13.740000	0.00204855	
13.759999	0.00313091	
13.780000	0.00328219	
13.799999	0.00127214	
13.820000	-0.00166553	
13.840000	-0.00372708	
13.860000	-0.00497144	
13.880000	-0.00516671	
13.900000	-0.00418741	
13.920000	-0.00239682	
13.940000	0.00150150	
13.960000	0.00411659	
13.980000	0.00619578	
14.000000	0.00604588	
14.020000	0.00450510	
14.040000	0.00236785	
14.059999	-0.00133049	
14.080000	-0.00352079	
14.099999	-0.00487626	
14.120000	-0.00471765	
14.139999	-0.00407666	
14.160000	-0.00350368	
14.179999	0.00024545	
14.200000	0.00350326	
14.219999	0.00557816	
14.240000	0.00338405	
14.259999	-0.00055349	
14.280000	-0.00330120	
14.299999	-0.00518608	
14.320000	-0.00509882	
14.340000	-0.00480777	
14.360000	-0.00428796	
14.380000	-0.00413966	
14.400000	-0.00437802	
14.420000	-0.00413561	
14.440000	-0.00375032	
14.460000	-0.00097895	
14.480000	0.00193143	
14.500000	0.00471914	
14.520000	0.00507838	
14.540000	0.00140566	
14.559999	-0.00187910	
14.580000	-0.00511080	
14.599999	-0.00488955	
14.620000	-0.00518745	
14.639999	-0.00518745	
14.660000	-0.00461823	
14.679999	-0.00365049	
14.700000	-0.00029796	
14.719999	0.00253582	
14.740000	0.00731963	
14.759999	0.00945723	
14.780000	0.01172328	
14.799999	0.01081872	
14.820000	0.00577092	
14.839999	0.00055814	
14.860000	-0.00398487	
14.880000	-0.00439084	
14.900000	-0.00478554	
14.920000	-0.00448257	
14.940000	-0.00314254	
14.960000	-0.00174463	
14.980000	0.00106287	
15.000000	0.00283945	
15.020000	0.00523770	
15.040000	0.00593501	
15.059999	0.00552338	
15.080000	0.00181252	
15.099999	-0.00228029	
15.120000	-0.00511861	
15.139999	-0.00537223	
15.160000	-0.00511622	
15.179999	-0.00435251	
15.200000	-0.00364614	
15.219999	-0.00171620	
15.240000	-0.00043947	
15.259999	0.00144202	
15.280000	0.00197250	
15.299999	0.00197083	
15.320000	0.00119483	
15.339999	-0.00152165	
15.360000	-0.00357074	
15.380000	-0.00532579	
15.400000	-0.00499529	
15.420000	-0.00494534	
15.440000	-0.00494534	
15.460000	-0.00392032	
15.480000	-0.00272077	
15.500000	-0.00159639	
15.520000	-0.00161856	
15.540000	-0.00161856	
15.559999	-0.00161856	
15.580000	-0.00266081	
15.599999	-0.00361192	
15.620000	-0.00463063	
15.639999	-0.00448805	
15.660000	-0.00479317	
15.679999	-0.00474048	
15.700000	-0.00468904	
15.719999	-0.00438392	
15.740000	-0.00408304	
15.759999	-0.00361902	
15.780000	-0.00051147	
15.799999	0.00242120	
15.820000	0.00536579	
15.839999	0.00560826	
15.860000	0.00334066	
15.880000	0.00025278	
15.900000	-0.00342268	
15.920000	-0.00462431	
15.940000	-0.00540298	
15.960000	-0.00522012	
15.980000	-0.00488758	
16.000000	-0.00447536	
16.020000	-0.00356662	
16.039999	-0.00249130	
16.059999	0.00152493	
16.080000	0.00493330	
16.100000	0.00853115	
16.119999	0.00919920	
16.139999	0.00715101	
16.160000	0.00242251	
16.180000	-0.00308651	
16.199999	-0.00582111	
16.219999	-0.00643426	
16.240000	-0.00588459	
16.260000	-0.00482500	
16.279999	-0.00371206	
16.299999	-0.00211453	
16.320000	-0.00123751	
16.340000	0.00245529	
16.359999	0.00612628	
16.379999	0.01139474	
16.400000	0.01373434	
16.420000	0.01384425	
16.440001	0.00974220	
16.459999	0.00309312	
16.480000	-0.00238878	
16.500000	-0.00561327	
16.520000	-0.00617748	
16.539999	-0.00614411	
16.559999	-0.00585306	
16.580000	-0.00520563	
16.600000	-0.00467372	
16.619999	-0.00177628	
16.639999	0.00202823	
16.660000	0.00666988	
16.680000	0.00904548	
16.699999	0.00893915	
16.719999	0.00736064	
16.740000	0.00302351	
16.760000	-0.00025004	
16.779999	-0.00403368	
16.799999	-0.00493753	
16.820000	-0.00547117	
16.840000	-0.00523126	
16.859999	-0.00481892	
16.879999	-0.00472200	
16.900000	-0.00324839	
16.920000	-0.00203210	
16.940001	0.00174165	
16.959999	0.00479436	
16.980000	0.00919724	
17.000000	0.01114225	
17.020000	0.01062077	
17.039999	0.00523591	
17.059999	-0.00067711	
17.080000	-0.00471902	
17.100000	-0.00515008	
17.119999	-0.00505304	
17.139999	-0.00491852	
17.160000	-0.00491852	
17.180000	-0.00485933	
17.199999	-0.00451970	
17.219999	-0.00257802	
17.240000	0.00005561	
17.260000	0.00485313	
17.279999	0.00804853	
17.299999	0.01033974	
17.320000	0.01018685	
17.340000	0.00581306	
17.359999	0.00148380	
17.379999	-0.00339925	
17.400000	-0.00406134	
17.420000	-0.00493175	
17.440001	-0.00524861	
17.459999	-0.00543696	
17.480000	-0.00530881	
17.500000	-0.00366521	
17.520000	-0.00128633	
17.539999	0.00338036	
17.559999	0.00653195	
17.580000	0.00867295	
17.600000	0.00852597	
17.619999	0.00469297	
17.639999	0.00094873	
17.660000	-0.00339127	
17.680000	-0.00404507	
17.699999	-0.00449079	
17.719999	-0.00434089	
17.740000	-0.00394851	
17.760000	-0.00370592	
17.779999	-0.00200665	
17.799999	-0.00011492	
17.820000	0.00376564	
17.840000	0.00618958	
17.859999	0.00817841	
17.879999	0.00802243	
17.900000	0.00404483	
17.920000	-0.00002682	
17.940001	-0.00447893	
17.959999	-0.00510961	
17.980000	-0.00553811	
18.000000	-0.00543010	
18.020000	-0.00539070	
18.039999	-0.00520784	
18.059999	-0.00443089	
18.080000	-0.00358534	
18.100000	-0.00114644	
18.119999	0.00117004	
18.139999	0.00537682	
18.160000	0.00773853	
18.180000	0.00965071	
18.199999	0.00947654	
18.219999	0.00552970	
18.240000	0.00123090	
18.260000	-0.00370890	
18.279999	-0.00464350	
18.299999	-0.00506496	
18.320000	-0.00464910	
18.340000	-0.00423294	
18.359999	-0.00399989	
18.379999	-0.00296587	
18.400000	-0.00216478	
18.420000	0.00178653	
18.440001	0.00513208	
18.459999	0.01016116	
18.480000	0.01203990	
18.500000	0.01185018	
18.520000	0.00706983	
18.539999	0.00076842	
18.559999	-0.00377548	
18.580000	-0.00527859	
18.600000	-0.00514275	
18.619999	-0.00474697	
18.639999	-0.00448495	
18.660000	-0.00364131	
18.680000	-0.00292122	
18.699999	-0.00062644	
18.719999	0.00110608	
18.740000	0.00568372	
18.760000	0.00868654	
18.779999	0.01147205	
18.799999	0.01097232	
18.820000	0.00619566	
18.840000	0.00136769	
18.859999	-0.00388765	
18.879999	-0.00481242	
18.900000	-0.00520205	
18.920000	-0.00474447	
18.939999	-0.00406808	
18.959999	-0.00388062	
18.980000	-0.00267619	
19.000000	-0.00157958	
19.020000	0.00184739	
19.039999	0.00433266	
19.059999	0.00699091	
19.080000	0.00745779	
19.100000	0.00583971	
19.119999	0.00204539	
19.139999	-0.00258166	
19.160000	-0.00498027	
19.180000	-0.00532317	
19.199999	-0.00477755	
19.219999	-0.00420058	
19.240000	-0.00384116	
19.260000	-0.00263667	
19.279999	-0.00135803	
19.299999	0.00209403	
19.320000	0.00491005	
19.340000	0.00791538	
19.359999	0.00874734	
19.379999	0.00658071	
19.400000	0.00223809	
19.420000	-0.00278074	
19.439999	-0.00490516	
19.459999	-0.00536722	
19.480000	-0.00515294	
19.500000	-0.00451171	
19.520000	-0.00394851	
19.539999	-0.00235099	
19.559999	-0.00124222	
19.580000	0.00159371	
19.600000	0.00345051	
19.619999	0.00531977	
19.639999	0.00553960	
19.660000	0.00311911	
19.680000	0.00031102	
19.699999	-0.00336450	
19.719999	-0.00445467	
19.740000	-0.00509483	
19.760000	-0.00491196	
19.779999	-0.00431210	
19.799999	-0.00393313	
19.820000	-0.00258452	
19.840000	-0.00131786	
19.859999	0.00208151	
19.879999	0.00456673	
19.900000	0.00720030	
19.920000	0.00762427	
19.939999	0.00474238	
19.959999	0.00124979	
19.980000	-0.00285262	
20.000000	-0.00366181	
20.020000	-0.00453514	
20.039999	-0.00472760	
20.059999	-0.00485933	
20.080000	-0.00479513	
20.100000	-0.00262058	
20.119999	-0.00001198	
20.139999	0.00383723	
20.160000	0.00557625	
20.180000	0.00639242	
20.199999	0.00367111	
20.219999	0.00000018	
20.240000	-0.00329143	
20.260000	-0.00424099	
20.279999	-0.00429094	
20.299999	-0.00429094	
20.320000	-0.00434089	
20.340000	-0.00289941	
20.359999	-0.00125164	
20.379999	0.00272232	
20.400000	0.00525486	
20.420000	0.00844002	
20.439999	0.00929874	
20.459999	0.01076233	
20.480000	0.01136708	
20.500000	0.01113206	
20.520000	0.00860643	
20.539999	0.00302494	
20.559999	-0.00172299	
20.580000	-0.00488478	
20.600000	-0.00484538	
20.619999	-0.00483394	
20.639999	-0.00448555	
20.660000	-0.00414765	
20.680000	-0.00386220	
20.699999	-0.00231141	
20.719999	-0.00036043	
20.740000	0.00375742	
20.760000	0.00637281	
20.779999	0.00836176	
20.799999	0.00713617	
20.820000	0.00262159	
20.840000	-0.00180143	
20.859999	-0.00509059	
20.879999	-0.00509059	
20.900000	-0.00464934	
20.920000	-0.00420803	
20.939999	-0.00211763	
20.959999	-0.00005996	
20.980000	0.00278789	
21.000000	0.00398666	
21.020000	0.00498617	
21.039999	0.00519544	
21.059999	0.00366694	
21.080000	0.00122613	
21.100000	-0.00227231	
21.119999	-0.00403303	
21.139999	-0.00509059	
21.160000	-0.00509059	
21.180000	-0.00479072	
21.199999	-0.00453794	
21.219999	-0.00446719	
21.240000	-0.00441861	
21.260000	-0.00262803	
21.279999	0.00024986	
21.299999	0.00488305	
21.320000	0.00782132	
21.340000	0.00894994	
21.359999	0.00596595	
21.379999	0.00113422	
21.400000	-0.00279307	
21.420000	-0.00481272	
21.439999	-0.00499260	
21.459999	-0.00503117	
21.480000	-0.00489777	
21.500000	-0.00400108	
21.520000	-0.00324565	
21.539999	-0.00066298	
21.559999	0.00164288	
21.580000	0.00634307	
21.600000	0.00921589	
21.619999	0.01113605	
21.639999	0.00948679	
21.660000	0.00454968	
21.680000	-0.00006503	
21.699999	-0.00368279	
21.719999	-0.00401270	
21.740000	-0.00419098	
21.760000	-0.00419098	
21.779999	-0.00381863	
21.799999	-0.00343370	
21.820000	-0.00065064	
21.840000	0.00176007	
21.859999	0.00621992	
21.879999	0.00810969	
21.900000	0.00862509	
21.920000	0.00586945	
21.939999	0.00100803	
21.959999	-0.00247890	
21.980000	-0.00456792	
22.000000	-0.00437951	
22.020000	-0.00419098	
