Time	Paced_left_y_velocity X
21.980000	-0.33383366	
22.000000	-0.22028713	
22.020000	-0.09745840	
22.039999	-0.00900322	
22.059999	0.02040769	
22.080000	0.04108609	
22.100000	0.10386950	
22.119999	0.21109088	
22.139999	0.31770033	
22.160000	0.37832010	
22.180000	0.37785628	
22.199999	0.30193284	
22.219999	0.16510820	
22.240000	-0.00446730	
22.260000	-0.16766375	
22.279999	-0.30684912	
22.299999	-0.38673893	
22.320000	-0.38654548	
22.340000	-0.31663665	
22.359999	-0.20706309	
22.379999	-0.09525154	
22.400000	-0.01054847	
22.420000	0.02107545	
22.439999	0.02511124	
22.459999	0.04343103	
22.480000	0.09866738	
22.500000	0.17429124	
22.519999	0.25020367	
22.539999	0.31395876	
22.559999	0.35755956	
22.580000	0.36206597	
22.600000	0.32114863	
22.619999	0.25423047	
22.639999	0.15384462	
22.660000	0.01397561	
22.680000	-0.16248916	
22.699999	-0.33182937	
22.719999	-0.45186380	
22.740000	-0.49021116	
22.760000	-0.43920332	
22.779999	-0.31983611	
22.799999	-0.17859469	
22.820000	-0.06813640	
22.840000	-0.00092598	
22.859999	0.02972073	
22.879999	0.06728281	
22.900000	0.13359320	
22.920000	0.22755338	
22.939999	0.32074407	
22.959999	0.38616580	
22.980000	0.40078482	
23.000000	0.35327497	
23.019999	0.26427695	
23.039999	0.14334278	
23.059999	-0.01411611	
23.080000	-0.21751328	
23.100000	-0.39583385	
23.119999	-0.48586881	
23.139999	-0.47273552	
23.160000	-0.38326254	
23.180000	-0.23996095	
23.199999	-0.09036774	
23.219999	-0.00617026	
23.240000	0.02411783	
23.260000	0.06102899	
23.279999	0.13886635	
23.299999	0.21799707	
23.320000	0.28275996	
23.340000	0.32729718	
23.359999	0.35259181	
23.379999	0.35123649	
23.400000	0.32909518	
23.420000	0.29550046	
23.439999	0.22095992	
23.459999	0.08261567	
23.480000	-0.12622011	
23.500000	-0.34773237	
23.519999	-0.50911301	
23.539999	-0.55983281	
23.559999	-0.50252950	
23.580000	-0.36204332	
23.600000	-0.18893355	
23.619999	-0.05618685	
23.639999	0.01614540	
23.660000	0.05970521	
23.680000	0.12375142	
23.699999	0.20382470	
23.719999	0.28575984	
23.740000	0.35435754	
23.760000	0.38830584	
23.779999	0.37208632	
23.799999	0.30175418	
23.820000	0.17765400	
23.840000	-0.01702165	
23.859999	-0.24652241	
23.879999	-0.43392923	
23.900000	-0.51624393	
23.920000	-0.48151335	
23.939999	-0.35206258	
23.959999	-0.17531005	
23.980000	-0.02740956	
24.000000	0.06391224	
24.019999	0.11631867	
24.039999	0.17511633	
24.059999	0.24276628	
24.080000	0.30342945	
24.100000	0.33466271	
24.119999	0.30324516	
24.139999	0.18180893	
24.160000	-0.03100403	
24.180000	-0.25181884	
24.199999	-0.39408329	
24.219999	-0.42251694	
24.240000	-0.35684001	
24.260000	-0.22449496	
24.279999	-0.07398492	
24.299999	0.03611407	
24.320000	0.10688729	
24.340000	0.18311881	
24.359999	0.28560320	
24.379999	0.37345383	
24.400000	0.40848470	
24.420000	0.38084331	
24.439999	0.27181384	
24.459999	0.06519560	
24.480000	-0.18941703	
24.500000	-0.39564255	
24.519999	-0.48822355	
24.539999	-0.46637419	
24.559999	-0.35216627	
24.580000	-0.18554968	
24.600000	-0.03815453	
24.619999	0.03571199	
24.639999	0.07453117	
24.660000	0.14003366	
24.680000	0.24780466	
24.699999	0.35909581	
24.719999	0.42453259	
24.740000	0.42442530	
24.760000	0.34064966	
24.779999	0.16894954	
24.799999	-0.08603548	
24.820000	-0.33025262	
24.840000	-0.48232368	
24.859999	-0.50937599	
24.879999	-0.43658727	
24.900000	-0.28684959	
24.920000	-0.11310536	
24.939999	-0.00041885	
24.959999	0.04445729	
24.980000	0.07507320	
25.000000	0.15444787	
25.019999	0.25764036	
25.039999	0.36201128	
25.059999	0.43091762	
25.080000	0.42366433	
25.100000	0.32660830	
25.119999	0.15371187	
25.139999	-0.07158049	
25.160000	-0.29942766	
25.180000	-0.45207834	
25.199999	-0.48588300	
25.219999	-0.41758806	
25.240000	-0.28999418	
25.260000	-0.14289649	
25.279999	-0.02496608	
25.299999	0.03616995	
25.320000	0.07213351	
25.340000	0.13598384	
25.359999	0.23779730	
25.379999	0.34403256	
25.400000	0.41435879	
25.420000	0.42550784	
25.439999	0.36091051	
25.459999	0.21965599	
25.480000	0.01716216	
25.500000	-0.20894171	
25.519999	-0.39940920	
25.539999	-0.49923688	
25.559999	-0.48530889	
25.580000	-0.37731335	
25.599998	-0.22335777	
25.619999	-0.08172247	
25.639999	0.01093962	
25.660000	0.05708335	
25.680000	0.10511654	
25.699999	0.19407538	
25.719999	0.31825000	
25.740000	0.42804500	
25.760000	0.46779338	
25.779999	0.41501066	
25.799999	0.26576012	
25.820000	0.04287950	
25.840000	-0.21645679	
25.859999	-0.41379043	
25.879999	-0.49335063	
25.900000	-0.45654359	
25.920000	-0.34875867	
25.939999	-0.20695414	
25.959999	-0.07748520	
25.980000	-0.00913298	
26.000000	0.00841152	
26.019999	0.01903281	
26.039999	0.06849546	
26.059999	0.14306413	
26.080000	0.23449446	
26.099998	0.31290209	
26.119999	0.34889510	
26.139999	0.33213177	
26.160000	0.24824320	
26.180000	0.10272943	
26.199999	-0.09783434	
26.219999	-0.28473946	
26.240000	-0.39717513	
26.260000	-0.41321239	
26.279999	-0.35018298	
26.299999	-0.23098069	
26.320000	-0.09034353	
26.340000	0.00992473	
26.359999	0.06834601	
26.379999	0.10923838	
26.400000	0.17415886	
26.420000	0.24408421	
26.439999	0.30175143	
26.459999	0.32825586	
26.480000	0.29454654	
26.500000	0.18870197	
26.519999	0.00591042	
26.539999	-0.19479559	
26.559999	-0.34901050	
26.580000	-0.40817067	
26.599998	-0.37157702	
26.619999	-0.26354778	
26.639999	-0.12367214	
26.660000	-0.01420391	
26.680000	0.05227406	
26.699999	0.09675208	
26.719999	0.15660127	
26.740000	0.22326905	
26.760000	0.28016135	
26.779999	0.30861211	
26.799999	0.26517656	
26.820000	0.13036071	
26.840000	-0.07131805	
26.859999	-0.25508985	
26.879999	-0.36128348	
26.900000	-0.36726281	
26.920000	-0.28935578	
26.939999	-0.16478865	
26.959999	-0.04573543	
26.980000	0.01673276	
27.000000	0.05299981	
27.019999	0.10348598	
27.039999	0.19144718	
27.059999	0.27647126	
27.080000	0.32298893	
27.099998	0.29737478	
27.119999	0.16802977	
27.139999	-0.03675289	
27.160000	-0.23299731	
27.180000	-0.34058490	
27.199999	-0.35093525	
27.219999	-0.27483076	
27.240000	-0.15213248	
27.260000	-0.03933259	
27.279999	0.03126561	
27.299999	0.07319628	
27.320000	0.11853515	
27.340000	0.15795274	
27.359999	0.18291888	
27.379999	0.18766123	
27.400000	0.15161639	
27.420000	0.06301779	
27.439999	-0.06076238	
27.459999	-0.16753635	
27.480000	-0.22666743	
27.500000	-0.22765017	
27.519999	-0.18069898	
27.539999	-0.10024889	
27.559999	-0.01810000	
27.580000	0.02765835	
27.599998	0.05839378	
27.619999	0.10510101	
27.639999	0.18352672	
27.660000	0.26066291	
27.680000	0.30929986	
27.699999	0.31573877	
27.719999	0.25379306	
27.740000	0.12241808	
27.760000	-0.06784285	
27.779999	-0.24378352	
27.799999	-0.35806489	
27.820000	-0.37982661	
27.840000	-0.32643652	
27.859999	-0.21997570	
27.879999	-0.09008592	
27.900000	0.00756153	
27.920000	0.06228441	
27.939999	0.09468213	
27.959999	0.14884925	
27.980000	0.20934248	
28.000000	0.25731748	
28.019999	0.27878261	
28.039999	0.26032251	
28.059999	0.19148593	
28.080000	0.05642782	
28.099998	-0.11182652	
28.119999	-0.25916448	
28.139999	-0.33518818	
28.160000	-0.33060795	
28.180000	-0.26038745	
28.199999	-0.15411706	
28.219999	-0.05631407	
28.240000	0.00772724	
28.260000	0.04581397	
28.279999	0.09983941	
28.299999	0.17783473	
28.320000	0.27510884	
28.340000	0.36145976	
28.359999	0.40207627	
28.379999	0.38190928	
28.400000	0.29358968	
28.420000	0.14243735	
28.439999	-0.08128189	
28.459999	-0.30525059	
28.480000	-0.45469892	
28.500000	-0.48979586	
28.519999	-0.42910740	
28.539999	-0.29242289	
28.559999	-0.12841107	
28.580000	-0.01604463	
28.599998	0.02953446	
28.619999	0.04097259	
28.639999	0.07493667	
28.660000	0.13042453	
28.680000	0.20865430	
28.699999	0.28024814	
28.719999	0.31424767	
28.740000	0.30435461	
28.760000	0.23451841	
28.779999	0.09754147	
28.799999	-0.09592172	
28.820000	-0.27184123	
28.840000	-0.37376902	
28.859999	-0.38577145	
28.879999	-0.30816582	
28.900000	-0.16492897	
28.920000	-0.00130758	
28.939999	0.11211288	
28.959999	0.17105657	
28.980000	0.18653427	
29.000000	0.18821438	
29.019999	0.17346850	
29.039999	0.14242940	
29.059999	0.08758210	
29.080000	-0.02189414	
29.099998	-0.14886801	
29.119999	-0.24606626	
29.139999	-0.27683496	
29.160000	-0.24461395	
29.179998	-0.15521969	
29.199999	-0.03166278	
29.219999	0.06998247	
29.240000	0.12891945	
29.260000	0.15327944	
29.279999	0.18229763	
29.299999	0.20489505	
29.320000	0.20846021	
29.340000	0.19020692	
29.359999	0.13107832	
29.379999	0.01901772	
29.400000	-0.13520098	
29.420000	-0.26365086	
29.439999	-0.32096183	
29.459999	-0.29775307	
29.480000	-0.21792629	
29.500000	-0.10760584	
29.519999	-0.00936028	
29.539999	0.03543942	
29.559999	0.05934677	
29.580000	0.10020499	
29.599998	0.17508020	
29.619999	0.25888205	
29.639999	0.32151514	
29.660000	0.34313253	
29.679998	0.29065919	
29.699999	0.15365799	
29.719999	-0.05720715	
29.740000	-0.26030046	
29.760000	-0.38914752	
29.779999	-0.40906087	
29.799999	-0.33040771	
29.820000	-0.18662697	
29.840000	-0.02427833	
29.859999	0.08548060	
29.879999	0.13416478	
29.900000	0.14438009	
29.920000	0.16616924	
29.939999	0.19005220	
29.959999	0.19848283	
29.980000	0.17578551	
30.000000	0.08942270	
30.019999	-0.04967337	
30.039999	-0.20028712	
30.059999	-0.29335216	
30.080000	-0.30450329	
30.099998	-0.23809257	
30.119999	-0.13068624	
30.139999	-0.03049522	
30.160000	0.03005644	
30.179998	0.05860028	
30.199999	0.09682237	
30.219999	0.15608898	
30.240000	0.22867909	
30.260000	0.28402025	
30.279999	0.27770823	
30.299999	0.19379698	
30.320000	0.02618369	
30.340000	-0.16467044	
30.359999	-0.30271217	
30.379999	-0.34180558	
30.400000	-0.28620425	
30.420000	-0.16855223	
30.439999	-0.02187465	
30.459999	0.09823108	
30.480000	0.17764451	
30.500000	0.21699248	
30.519999	0.23835428	
30.539999	0.23312788	
30.559999	0.18721792	
30.580000	0.07851400	
30.599998	-0.08510695	
30.619999	-0.23184149	
30.639999	-0.30880737	
30.660000	-0.30480078	
30.679998	-0.23713760	
30.699999	-0.12499375	
30.719999	-0.00828039	
30.740000	0.07005815	
30.760000	0.11841986	
30.779999	0.17114568	
30.799999	0.24140331	
30.820000	0.29870448	
30.840000	0.30620670	
30.859999	0.24273112	
30.879999	0.08086348	
30.900000	-0.12812628	
30.920000	-0.29972959	
30.939999	-0.37269613	
30.959999	-0.34317261	
30.980000	-0.22912303	
31.000000	-0.06110020	
31.019999	0.08667965	
31.039999	0.17490479	
31.059999	0.21374354	
31.080000	0.24137135	
31.099998	0.24668701	
31.119999	0.20828234	
31.139999	0.09787141	
31.160000	-0.07479026	
31.179998	-0.23589405	
31.199999	-0.32600141	
31.219999	-0.32526591	
31.240000	-0.23962329	
31.260000	-0.09994701	
31.279999	0.03987338	
31.299999	0.12964365	
31.320000	0.17933328	
31.340000	0.21235277	
31.359999	0.22597788	
31.379999	0.20735735	
31.400000	0.12461824	
31.420000	-0.01766439	
31.439999	-0.17342362	
31.459999	-0.27340534	
31.480000	-0.29399255	
31.500000	-0.24280488	
31.519999	-0.13038163	
31.539999	0.00688738	
31.559999	0.12615027	
31.580000	0.20677513	
31.599998	0.26903328	
31.619999	0.30695057	
31.639999	0.29825103	
31.660000	0.22243886	
31.679998	0.05020261	
31.699999	-0.16131780	
31.719999	-0.32646754	
31.740000	-0.38543811	
31.760000	-0.34591648	
31.779999	-0.23006229	
31.799999	-0.06875046	
31.820000	0.07538159	
31.840000	0.16835456	
31.859999	0.22312796	
31.879999	0.26840627	
31.900000	0.28517765	
31.920000	0.24378534	
31.939999	0.12785923	
31.959999	-0.05262107	
31.980000	-0.22365040	
32.000000	-0.32600367	
32.020000	-0.33902514	
32.040001	-0.27190921	
32.059998	-0.15328595	
32.079998	-0.02134131	
32.099998	0.08474275	
32.119999	0.16702276	
32.139999	0.24351692	
32.160000	0.31602010	
32.180000	0.35822389	
32.200001	0.31747624	
32.219997	0.15294956	
32.239998	-0.09268301	
32.259998	-0.30978420	
32.279999	-0.41774359	
32.299999	-0.40831208	
32.320000	-0.28289160	
32.340000	-0.07546051	
32.360001	0.13839659	
32.380001	0.27872097	
32.399998	0.35666803	
32.419998	0.39875889	
32.439999	0.39285138	
32.459999	0.32358468	
32.480000	0.18191367	
32.500000	-0.02931933	
32.520000	-0.26556337	
32.540001	-0.43999219	
32.559998	-0.49751186	
32.579998	-0.44294426	
32.599998	-0.30267456	
32.619999	-0.10382926	
32.639999	0.09060977	
32.660000	0.23879404	
32.680000	0.35887110	
32.700001	0.46847633	
32.719997	0.52947921	
32.739998	0.49675617	
32.759998	0.34309936	
32.779999	0.06730417	
32.799999	-0.26402792	
32.820000	-0.52739275	
32.840000	-0.62849796	
32.860001	-0.56971127	
32.880001	-0.38884464	
32.899998	-0.14666909	
32.919998	0.07328320	
32.939999	0.20567158	
32.959999	0.26617345	
32.980000	0.30565664	
33.000000	0.33150610	
33.020000	0.33010945	
33.040001	0.27665439	
33.059998	0.16245724	
33.079998	-0.02198256	
33.099998	-0.23537087	
33.119999	-0.40539616	
33.139999	-0.47316858	
33.160000	-0.42273879	
33.180000	-0.27635247	
33.200001	-0.07865029	
33.219997	0.10565999	
33.239998	0.24930826	
33.259998	0.36124521	
33.279999	0.44938588	
33.299999	0.49365205	
33.320000	0.44904521	
33.340000	0.28471649	
33.360001	-0.01524587	
33.380001	-0.34486178	
33.399998	-0.56913918	
33.419998	-0.62446117	
33.439999	-0.52701062	
33.459999	-0.31742683	
33.480000	-0.06196683	
33.500000	0.13456221	
33.520000	0.24221680	
33.540001	0.29540056	
33.559998	0.34348124	
33.579998	0.36054978	
33.599998	0.32679957	
33.619999	0.25146964	
33.639999	0.13731632	
33.660000	-0.02247541	
33.680000	-0.22594610	
33.700001	-0.39786300	
33.719997	-0.47668728	
33.739998	-0.45552945	
33.759998	-0.35456187	
33.779999	-0.20063406	
33.799999	-0.02914592	
33.820000	0.11113561	
33.840000	0.22655207	
33.860001	0.33164123	
33.880001	0.42492133	
33.899998	0.47249189	
33.919998	0.43349305	
33.939999	0.28238994	
33.959999	0.00696821	
33.980000	-0.28857765	
34.000000	-0.49744940	
34.020000	-0.56074858	
34.040001	-0.49520513	
34.059998	-0.33303690	
34.079998	-0.13405104	
34.099998	0.01084376	
34.119999	0.08671765	
34.139999	0.14434649	
34.160000	0.24695653	
34.180000	0.35889477	
34.200001	0.43813163	
34.219997	0.45246673	
34.239998	0.36451069	
34.259998	0.16405395	
34.279999	-0.12008152	
34.299999	-0.37583643	
34.320000	-0.51574254	
34.340000	-0.51837939	
34.360001	-0.40927529	
34.380001	-0.23259114	
34.399998	-0.04485229	
34.419998	0.08117194	
34.439999	0.14926189	
34.459999	0.19847253	
34.480000	0.26704082	
34.500000	0.32779720	
34.520000	0.35150880	
34.540001	0.32058203	
34.559998	0.19507834	
34.579998	-0.02615097	
34.599998	-0.27086157	
34.619999	-0.43269131	
34.639999	-0.46807250	
34.660000	-0.39080155	
34.680000	-0.23000492	
34.700001	-0.05232305	
34.719997	0.07344401	
34.739998	0.12803358	
34.759998	0.16111788	
34.779999	0.20533146	
34.799999	0.24877708	
34.820000	0.27474737	
34.840000	0.24026151	
34.860001	0.10807411	
34.880001	-0.09419201	
34.899998	-0.27430791	
34.919998	-0.36594468	
34.939999	-0.35835472	
34.959999	-0.26581332	
34.980000	-0.12610035	
35.000000	-0.00136538	
35.020000	0.07620762	
35.040001	0.14007446	
35.059998	0.22925298	
35.079998	0.32876697	
35.099998	0.40206558	
35.119999	0.39936635	
35.139999	0.29326516	
35.160000	0.08092458	
35.180000	-0.17267241	
35.200001	-0.37619650	
35.219997	-0.46731254	
35.239998	-0.43211380	
35.259998	-0.30214071	
35.279999	-0.11618791	
35.299999	0.05444714	
35.320000	0.16818915	
35.340000	0.22752854	
35.360001	0.28005287	
35.380001	0.31825253	
35.399998	0.32147789	
35.419998	0.27267057	
35.439999	0.14022067	
35.459999	-0.06645419	
35.480000	-0.28546429	
35.500000	-0.42313284	
35.520000	-0.44481647	
35.540001	-0.36173218	
35.559998	-0.20729779	
35.579998	-0.04313133	
35.599998	0.07238633	
35.619999	0.14185601	
35.639999	0.21317506	
35.660000	0.28275874	
35.680000	0.31342438	
35.700001	0.27323383	
35.719997	0.12088928	
35.739998	-0.09715764	
35.759998	-0.29013282	
35.779999	-0.37647074	
35.799999	-0.34872690	
35.820000	-0.23329112	
35.840000	-0.07345121	
35.860001	0.07302590	
35.880001	0.17756794	
35.899998	0.25441357	
35.919998	0.33004057	
35.939999	0.37517324	
35.959999	0.34512568	
35.980000	0.20034274	
36.000000	-0.04121144	
36.020000	-0.27758095	
36.040001	-0.41869974	
36.059998	-0.43691152	
36.079998	-0.33497319	
36.099998	-0.14305457	
36.119999	0.07333566	
36.139999	0.23248678	
36.160000	0.31558698	
36.180000	0.34542051	
36.200001	0.30728990	
36.219997	0.16596945	
36.239998	-0.05575149	
36.259998	-0.26243785	
36.279999	-0.38013220	
36.299999	-0.38852218	
36.320000	-0.29521894	
36.340000	-0.12817912	
36.360001	0.05454680	
36.380001	0.18336058	
36.399998	0.25915417	
36.419998	0.30111027	
36.439999	0.30444974	
36.459999	0.23498215	
36.480000	0.06640228	
36.500000	-0.13981909	
36.520000	-0.30311894	
36.540001	-0.37005809	
36.559998	-0.33749154	
36.579998	-0.22235020	
36.599998	-0.05802491	
36.619999	0.08993872	
36.639999	0.18412848	
36.660000	0.23353948	
36.680000	0.26801634	
36.700001	0.26823658	
36.719997	0.19603531	
36.739998	0.04193663	
36.759998	-0.14252745	
36.779999	-0.27561280	
36.799999	-0.32929766	
36.820000	-0.29989797	
36.840000	-0.20476633	
36.860001	-0.08795655	
36.880001	-0.00188705	
36.899998	0.04205149	
36.919998	0.09287710	
36.939999	0.17214821	
36.959999	0.26590478	
36.980000	0.33866453	
37.000000	0.34975526	
37.020000	0.27238381	
37.040001	0.09540980	
37.059998	-0.12503691	
37.079998	-0.30671793	
37.099998	-0.38969117	
37.119999	-0.37115610	
37.139999	-0.27022710	
37.160000	-0.12907611	
37.180000	-0.00109468	
37.200001	0.09004389	
37.219997	0.15684819	
37.239998	0.23615003	
37.259998	0.30545139	
37.279999	0.33558166	
37.299999	0.28772834	
37.320000	0.12227013	
37.340000	-0.10708988	
37.360001	-0.30383170	
37.380001	-0.39625612	
37.399998	-0.38652515	
37.419998	-0.28851199	
37.439999	-0.14774060	
37.459999	-0.03905258	
37.480000	0.02519574	
37.500000	0.08801107	
37.520000	0.19590369	
37.540001	0.30734912	
37.559998	0.38210472	
37.579998	0.39196193	
37.599998	0.30284476	
37.619999	0.12069750	
37.639999	-0.11147939	
37.660000	-0.29985756	
37.680000	-0.39361319	
37.700001	-0.38026378	
37.719997	-0.29340982	
37.739998	-0.16826025	
37.759998	-0.04049588	
37.779999	0.05361833	
37.799999	0.12917750	
37.820000	0.20332062	
37.840000	0.27421540	
37.860001	0.31306857	
37.879997	0.27460930	
37.899998	0.12938263	
37.919998	-0.08009986	
37.939999	-0.25859743	
37.959999	-0.34368706	
37.980000	-0.33329713	
38.000000	-0.24539886	
38.020000	-0.11932119	
38.040001	-0.01070611	
38.059998	0.04764315	
38.079998	0.09354641	
38.099998	0.16223074	
38.119999	0.24672030	
38.139999	0.31216839	
38.160000	0.32484308	
38.180000	0.26162699	
38.200001	0.10310395	
38.219997	-0.10672021	
38.239998	-0.28539723	
38.259998	-0.37070882	
38.279999	-0.36115223	
38.299999	-0.27434418	
38.320000	-0.14015146	
38.340000	-0.01905839	
38.360001	0.05817572	
38.379997	0.10887808	
38.399998	0.17628515	
38.419998	0.24292740	
38.439999	0.28669524	
38.459999	0.28353360	
38.480000	0.19670853	
38.500000	0.02511478	
38.520000	-0.16952145	
38.540001	-0.30235451	
38.559998	-0.34363201	
38.579998	-0.29726607	
38.599998	-0.18744232	
38.619999	-0.06272691	
38.639999	0.03088029	
38.660000	0.08604237	
38.680000	0.13635631	
38.700001	0.19362375	
38.719997	0.24025488	
38.739998	0.25922632	
38.759998	0.20835498	
38.779999	0.07005617	
38.799999	-0.10911700	
38.820000	-0.24567875	
38.840000	-0.30361700	
38.860001	-0.28319219	
38.879997	-0.19907632	
38.899998	-0.08845326	
38.919998	-0.00087451	
38.939999	0.04051711	
38.959999	0.07681409	
38.980000	0.12841654	
39.000000	0.19104914	
39.020000	0.24149141	
39.040001	0.24984676	
39.059998	0.20001237	
39.079998	0.08081722	
39.099998	-0.07336906	
39.119999	-0.21248470	
39.139999	-0.28547364	
39.160000	-0.28425395	
39.180000	-0.21725206	
39.200001	-0.12042543	
39.219997	-0.03785967	
39.239998	0.01194532	
39.259998	0.03759599	
39.279999	0.07579193	
39.299999	0.12669924	
39.320000	0.19323656	
39.340000	0.24903196	
39.360001	0.26549265	
39.379997	0.23310113	
39.399998	0.14237396	
39.419998	-0.00644885	
39.439999	-0.17172204	
39.459999	-0.28415745	
39.480000	-0.31559059	
39.500000	-0.27459067	
39.520000	-0.17922328	
39.540001	-0.06228025	
39.559998	0.03455000	
39.579998	0.09519516	
39.599998	0.15125281	
39.619999	0.21471645	
39.639999	0.26930168	
39.660000	0.29752901	
39.680000	0.26258034	
39.700001	0.14498365	
39.719997	-0.04474233	
39.739998	-0.22849096	
39.759998	-0.34104490	
39.779999	-0.35590973	
39.799999	-0.28529865	
39.820000	-0.16235498	
39.840000	-0.02651449	
39.860001	0.07072920	
39.879997	0.13082133	
39.899998	0.17598587	
39.919998	0.22312301	
39.939999	0.25009620	
39.959999	0.21401870	
39.980000	0.09121655	
40.000000	-0.08288668	
40.020000	-0.23017342	
40.040001	-0.30254880	
40.059998	-0.28833506	
40.079998	-0.20267291	
40.099998	-0.08515570	
40.119999	0.01357526	
40.139999	0.05838925	
40.160000	0.08297230	
40.180000	0.11432254	
40.200001	0.14274406	
40.219997	0.15286611	
40.239998	0.11101895	
40.259998	0.02184342	
40.279999	-0.08477926	
40.299999	-0.16006219	
40.320000	-0.18626817	
40.340000	-0.15969984	
40.360001	-0.09755202	
40.379997	-0.02945605	
40.399998	0.02728588	
40.419998	0.07443909	
40.439999	0.14022037	
40.459999	0.21085539	
40.480000	0.27259812	
40.500000	0.30455738	
40.520000	0.27599126	
40.540001	0.17823973	
40.559998	0.00530574	
40.579998	-0.17383242	
40.599998	-0.29690987	
40.619999	-0.32996869	
40.639999	-0.29224133	
40.660000	-0.20209455	
40.680000	-0.08065809	
40.700001	0.01463511	
40.719997	0.06869296	
40.739998	0.10188522	
40.759998	0.16295922	
40.779999	0.22550745	
40.799999	0.26260722	
40.820000	0.24342924	
40.840000	0.12706624	
40.860001	-0.04884363	
40.879997	-0.22239229	
40.899998	-0.32313517	
40.919998	-0.33313656	
40.939999	-0.25015512	
40.959999	-0.11216962	
40.980000	0.00779070	
41.000000	0.08228176	
41.020000	0.12883011	
41.040001	0.19462697	
41.059998	0.26016164	
41.079998	0.31467757	
41.099998	0.33296773	
41.119999	0.28864816	
41.139999	0.16136636	
41.160000	-0.05152348	
41.180000	-0.26439714	
41.200001	-0.40074360	
41.219997	-0.42712653	
41.239998	-0.35973114	
41.259998	-0.22119883	
41.279999	-0.06212857	
41.299999	0.04547783	
41.320000	0.09264135	
41.340000	0.11760966	
41.360001	0.16171981	
41.379997	0.20157625	
41.399998	0.20912579	
41.419998	0.15768415	
41.439999	0.03525365	
41.459999	-0.11214771	
41.480000	-0.22904201	
41.500000	-0.27041560	
41.520000	-0.23840843	
41.540001	-0.15377316	
41.559998	-0.05453084	
41.579998	0.01256925	
41.599998	0.05200944	
41.619999	0.09297340	
41.639999	0.15896788	
41.660000	0.22171590	
41.680000	0.25005838	
41.700001	0.21625730	
41.719997	0.09222014	
41.739998	-0.07476282	
41.759998	-0.21804960	
41.779999	-0.28101429	
41.799999	-0.25827390	
41.820000	-0.16334659	
41.840000	-0.03636509	
41.860001	0.05934491	
41.879997	0.11191425	
41.899998	0.13694118	
41.919998	0.15892337	
41.939999	0.16699533	
41.959999	0.13038020	
41.980000	0.03904562	
42.000000	-0.07953113	
42.020000	-0.16802649	
42.040001	-0.20673540	
42.059998	-0.18662275	
42.079998	-0.10909322	
42.099998	-0.01290676	
42.119999	0.06002335	
42.139999	0.09083880	
42.160000	0.10570011	
42.180000	0.10040765	
42.200001	0.05580023	
42.219997	-0.01453695	
42.239998	-0.08117790	
42.259998	-0.11551773	
42.279999	-0.11110568	
42.299999	-0.06925181	
42.320000	0.00270506	
42.340000	0.07420453	
42.360001	0.11786547	
42.379997	0.12933098	
42.399998	0.10833717	
42.419998	0.04614254	
42.439999	-0.03756612	
42.459999	-0.10344072	
42.480000	-0.13184939	
42.500000	-0.10879768	
42.520000	-0.03044020	
42.540001	0.08736970	
42.559998	0.20112275	
42.579998	0.27095777	
42.599998	0.27766767	
42.619999	0.20093444	
42.639999	0.04071126	
42.660000	-0.14058197	
42.680000	-0.26806247	
42.700001	-0.30410478	
42.719997	-0.25188974	
42.739998	-0.12927249	
42.759998	0.02928642	
42.779999	0.16261531	
42.799999	0.24025376	
42.820000	0.26544142	
42.840000	0.24564295	
42.860001	0.16170797	
42.879997	0.00524086	
42.899998	-0.16400887	
42.919998	-0.27580902	
42.939999	-0.30083650	
42.959999	-0.24474813	
42.980000	-0.11089514	
43.000000	0.06927435	
43.020000	0.21425726	
43.040001	0.27634639	
43.059998	0.26577193	
43.079998	0.19105683	
43.099998	0.03849912	
43.119999	-0.13932995	
43.139999	-0.26063401	
43.160000	-0.29195070	
43.180000	-0.23440622	
43.200001	-0.09757537	
43.219997	0.07835536	
43.239998	0.21994656	
43.259998	0.28271869	
43.279999	0.25347382	
43.299999	0.12877883	
43.320000	-0.05170216	
43.340000	-0.20692819	
43.360001	-0.28111315	
43.379997	-0.27084899	
43.399998	-0.17522940	
43.419998	-0.02194586	
43.439999	0.13177489	
43.459999	0.22163270	
43.480000	0.25044590	
43.500000	0.24604718	
43.520000	0.18976647	
43.540001	0.05965721	
43.559998	-0.10920280	
43.579998	-0.23718926	
43.599998	-0.28952074	
43.619999	-0.26985776	
43.639999	-0.17956296	
43.660000	-0.03247843	
43.680000	0.11863679	
43.700001	0.21373709	
43.719997	0.25259277	
43.739998	0.25776601	
43.759998	0.21417430	
43.779999	0.09122723	
43.799999	-0.08491778	
43.820000	-0.23141544	
43.840000	-0.29950887	
43.860001	-0.29133913	
43.879997	-0.20554318	
43.899998	-0.05460690	
43.919998	0.10106026	
43.939999	0.19450149	
43.959999	0.21813552	
43.980000	0.20337929	
44.000000	0.13566993	
44.020000	0.01284567	
44.040001	-0.12467846	
44.059998	-0.21352114	
44.079998	-0.23420437	
44.099998	-0.19645123	
44.119999	-0.10441177	
44.139999	0.01786052	
44.160000	0.12999681	
44.180000	0.19104293	
44.200001	0.20565252	
44.219997	0.17512235	
44.239998	0.07918505	
44.259998	-0.05303122	
44.279999	-0.16757554	
44.299999	-0.21764950	
44.320000	-0.20132864	
44.340000	-0.11813301	
44.360001	0.01012304	
44.379997	0.12567057	
44.399998	0.19933680	
