Time	Right_Forefoot_y_baseline X
19.859999	-0.00620890	
19.879999	-0.00604203	
19.900000	-0.00582196	
19.920000	-0.00587538	
19.939999	-0.00558168	
19.959999	-0.00545545	
19.980000	-0.00311901	
20.000000	-0.00082630	
20.020000	0.00425993	
20.039999	0.00741211	
20.059999	0.01038814	
20.080000	0.01030852	
20.100000	0.00499976	
20.119999	-0.00038326	
20.139999	-0.00564356	
20.160000	-0.00589725	
20.180000	-0.00628233	
20.199999	-0.00647517	
20.219999	-0.00562665	
20.240000	-0.00460568	
20.260000	-0.00169751	
20.279999	0.00130101	
20.299999	0.00711262	
20.320000	0.01109909	
20.340000	0.01559295	
20.359999	0.01723246	
20.379999	0.01618531	
20.400000	0.00925353	
20.420000	0.00157100	
20.439999	-0.00367589	
20.459999	-0.00533293	
20.480000	-0.00623943	
20.500000	-0.00619920	
20.520000	-0.00550330	
20.539999	-0.00284469	
20.559999	-0.00084217	
20.580000	0.00504184	
20.600000	0.00980794	
20.619999	0.01523633	
20.639999	0.01617272	
20.660000	0.01169248	
20.680000	0.00422177	
20.699999	-0.00310086	
20.719999	-0.00608267	
20.740000	-0.00658324	
20.760000	-0.00662161	
20.779999	-0.00542781	
20.799999	-0.00434333	
20.820000	-0.00188355	
20.840000	0.00131008	
20.859999	0.00749460	
20.879999	0.01292959	
20.900000	0.01755339	
20.920000	0.01910318	
20.939999	0.01805046	
20.959999	0.01295847	
20.980000	0.00385360	
21.000000	-0.00319244	
21.020000	-0.00742002	
21.039999	-0.00763452	
21.059999	-0.00756027	
21.080000	-0.00718963	
21.100000	-0.00590777	
21.119999	-0.00504625	
21.139999	-0.00249034	
21.160000	0.00007276	
21.180000	0.00577217	
21.199999	0.01104629	
21.219999	0.01605888	
21.240000	0.01809831	
21.260000	0.01538257	
21.279999	0.00728835	
21.299999	-0.00107339	
21.320000	-0.00601976	
21.340000	-0.00648589	
21.359999	-0.00679879	
21.379999	-0.00683694	
21.400000	-0.00654055	
21.420000	-0.00429548	
21.439999	-0.00205186	
21.459999	0.00320205	
21.480000	0.00770642	
21.500000	0.01328044	
21.520000	0.01573980	
21.539999	0.01590295	
21.559999	0.01135877	
21.580000	0.00369294	
21.600000	-0.00289997	
21.619999	-0.00632873	
21.639999	-0.00662450	
21.660000	-0.00674000	
21.680000	-0.00658448	
21.699999	-0.00500438	
21.719999	-0.00342551	
21.740000	-0.00099914	
21.760000	0.00215283	
21.779999	0.00783306	
21.799999	0.01267631	
21.820000	0.01589470	
21.840000	0.01443896	
21.859999	0.00748532	
21.879999	0.00011319	
21.900000	-0.00559777	
21.920000	-0.00582032	
21.939999	-0.00612825	
21.959999	-0.00610556	
21.980000	-0.00547978	
22.000000	-0.00473067	
22.020000	-0.00383513	
