Time	Knöchel li X	Knöchel li Y	Knöchel li Weg	Knöchel li v(X)	Knöchel li v(Y)	Knöchel li v(Bahn)	Knöchel li a(X)	Knöchel li a(Y)	Knöchel li a(Bahn)
3.160000	-0.42016217	-0.53059453	1.06870854	0.22641288	0.03913242	0.22976975	-0.20603052	0.73635149	-0.07092193	
3.180000	-0.41539517	-0.52919430	1.07367694	0.22332957	0.05289264	0.22950758	-0.36637431	0.84268743	-0.13013476	
3.200000	-0.41058353	-0.52783048	1.07867813	0.21588731	0.06927398	0.22672938	-0.66596538	1.00019407	-0.22209688	
3.220000	-0.40590844	-0.52627456	1.08360529	0.20341145	0.08765729	0.22149496	-0.99256730	1.27109230	-0.16068295	
3.240000	-0.40216866	-0.52495646	1.08757055	0.17645079	0.11493509	0.21058242	-1.28245604	1.61737394	0.11808451	
3.260000	-0.39896920	-0.52252847	1.09158695	0.14340550	0.15102966	0.20826688	-1.52510929	1.95609200	0.54366791	
3.280000	-0.39631867	-0.51945788	1.09564328	0.10882885	0.19745496	0.22545993	-1.64961183	2.15932703	1.00832963	
3.300000	-0.39458120	-0.51428658	1.10109866	0.07565825	0.24772128	0.25901738	-1.63999987	2.11436582	1.35470724	
3.320000	-0.39329079	-0.50930250	1.10624707	0.04225806	0.29597831	0.29897976	-1.64851570	1.76069653	1.36773157	
3.340000	-0.39299259	-0.50231385	1.11324203	0.01140597	0.33044082	0.33063760	-1.83502269	1.03440702	0.96896183	
3.360000	-0.39300856	-0.49571475	1.11984110	-0.02021789	0.34817505	0.34876156	-2.25413585	-0.04139516	0.35546803	
3.380000	-0.39377046	-0.48750368	1.12808740	-0.06269438	0.34045067	0.34617516	-2.86619258	-1.37168419	-0.02126370	
3.400000	-0.39490578	-0.48072916	1.13495636	-0.12710363	0.30036682	0.32615265	-3.62417483	-2.76546717	0.27785465	
3.420000	-0.39737272	-0.47406456	1.14206290	-0.21208641	0.22703338	0.31068441	-4.37838984	-4.02825260	1.27869368	
3.440000	-0.40212584	-0.47051099	1.14799750	-0.31185138	0.12302431	0.33524060	-4.88332987	-4.92352009	2.65201664	
3.460000	-0.40995613	-0.46852604	1.15607548	-0.42123678	0.00701981	0.42129529	-4.94243860	-5.26053381	3.94162107	
3.480000	-0.41972879	-0.47024113	1.16599751	-0.52927214	-0.11204452	0.54100180	-4.50673246	-4.96958494	4.64028835	
3.500000	-0.43161234	-0.47381416	1.17840660	-0.62295234	-0.21386461	0.65864080	-3.47536206	-4.13863277	4.23149872	
3.520000	-0.44485635	-0.47963980	1.19287527	-0.68805414	-0.29067111	0.74693251	-1.64412594	-2.86785579	2.47036600	
3.540000	-0.46001387	-0.48681888	1.20964694	-0.71706045	-0.33538875	0.79161942	0.98334712	-1.33364367	-0.36240953	
3.560000	-0.47572494	-0.49416998	1.22699273	-0.68554616	-0.34806791	0.76884639	3.91996408	0.10911470	-3.48175883	
3.580000	-0.49030140	-0.50169188	1.24339557	-0.56949735	-0.32248434	0.65446419	6.54975796	1.22064245	-5.73231602	
3.600000	-0.50244808	-0.50836229	1.25725329	-0.37653184	-0.27271599	0.46491960	8.35118961	1.92936027	-6.00895166	
3.620000	-0.50847155	-0.51351732	1.26518154	-0.16039306	-0.22024801	0.27246124	8.77306747	2.18336773	-4.62929153	
3.640000	-0.50794232	-0.51666731	1.26837564	0.03777468	-0.17488518	0.17891829	7.60781193	1.97437668	-2.69210386	
3.660000	-0.50229746	-0.51872486	1.27438378	0.18579294	-0.13750240	0.23114049	5.44246864	1.55610776	-0.70941383	
3.680000	-0.49635556	-0.52138001	1.28089190	0.26463062	-0.11065672	0.28683493	3.19828892	1.21257877	0.69357133	
3.700000	-0.49043337	-0.52391803	1.28733504	0.27921858	-0.09651006	0.29542717	1.39261019	0.97898751	0.74502271	
3.720000	-0.48550501	-0.52580512	1.29261231	0.26803824	-0.08383117	0.28084189	0.22021933	0.77629036	-0.00506888	
3.740000	-0.47997230	-0.52687991	1.29824841	0.26195362	-0.06568354	0.27006301	-0.24147446	0.64091831	-0.38871053	
3.760000	-0.47531286	-0.52788198	1.30301440	0.26036626	-0.04947432	0.26502508	-0.21016663	0.59594768	-0.33541569	
3.780000	-0.46970248	-0.52886808	1.30871081	0.25633290	-0.04125137	0.25963095	-0.12469883	0.53756076	-0.22028154	
3.800000	-0.46458453	-0.52962703	1.31388474	0.25470543	-0.03522633	0.25712982	-0.13404949	0.41461337	-0.19056205	
3.820000	-0.45932072	-0.53020751	1.31918049	0.25355706	-0.02613812	0.25490072	-0.14006056	0.32785755	-0.17488082	
3.840000	-0.45483366	-0.53080171	1.32370675	0.24949029	-0.01738890	0.25009555	-0.12711498	0.30718446	-0.15433009	
3.860000	-0.44950038	-0.53094006	1.32904184	0.24590707	-0.01391718	0.24630058	-0.12760864	0.26419407	-0.14595968	
3.880000	-0.44487441	-0.53105462	1.33366919	0.24321592	-0.00951836	0.24340209	-0.10350703	0.19697170	-0.11260207	
3.900000	-0.43950769	-0.53105229	1.33903587	0.24220860	-0.00591924	0.24228092	-0.04170796	0.19653955	-0.04584390	
3.920000	-0.43518704	-0.53156185	1.34338641	0.24125828	-0.00303611	0.24127738	0.03185687	0.25092998	0.03268239	
3.940000	-0.43027654	-0.53137225	1.34830058	0.24216898	0.00070880	0.24217002	0.09142244	0.27542645	0.09803917	
3.960000	-0.42560145	-0.53156960	1.35297978	0.24527177	0.00880758	0.24542986	0.13872728	0.27397358	0.14856105	
3.980000	-0.42046499	-0.53099877	1.35814786	0.24986717	0.01728931	0.25046462	0.16711000	0.26878813	0.17952392	
4.000000	-0.41541600	-0.53085214	1.36319900	0.25341263	0.02159401	0.25433102	0.17108352	0.24331820	0.18643804	
4.020000	-0.41018137	-0.52999014	1.36850417	0.25717431	0.02397372	0.25828931	0.15452138	0.17801127	0.16920412	
4.040000	-0.40532991	-0.52959669	1.37337160	0.25888559	0.02679426	0.26026848	0.08805689	0.14023902	0.10213400	
4.060000	-0.39986885	-0.52908784	1.37885630	0.26196343	0.03041549	0.26372322	-0.03618857	0.18690945	-0.01244842	
4.080000	-0.39481226	-0.52868032	1.38392925	0.26250893	0.03215123	0.26447049	-0.18876138	0.27428427	-0.14468922	
4.100000	-0.38927433	-0.52779531	1.38953745	0.25660384	0.03718385	0.25928396	-0.38485771	0.39746314	-0.29803553	
4.120000	-0.38401562	-0.52699691	1.39485645	0.24564481	0.04724113	0.25014615	-0.62386900	0.56686991	-0.46018773	
4.140000	-0.37918636	-0.52606243	1.39977527	0.23130244	0.05964163	0.23886804	-0.81796426	0.76847064	-0.52473855	
